cip_year,project_type,source_page,department,project_name,project_id,address_location,start_year,end_year,project_description,project_justification,previous_appropriations,project_total,plan_year,invest
2019,ART MUSEUM COMPLEX - CAPITAL,18,ART MUSEUM,Interior and Exterior Improvements,ART.1.1,,2021,2023,Make infrastructure improvements required for life safety basic operations.,Make infrastructure improvements required for life safety basic operations.,,18000.0,2021,6000.0
2019,ART MUSEUM COMPLEX - CAPITAL,18,ART MUSEUM,Interior and Exterior Improvements,ART.1.1,,2021,2023,Make infrastructure improvements required for life safety basic operations.,Make infrastructure improvements required for life safety basic operations.,,18000.0,2022,6000.0
2019,ART MUSEUM COMPLEX - CAPITAL,18,ART MUSEUM,Interior and Exterior Improvements,ART.1.1,,2021,2023,Make infrastructure improvements required for life safety basic operations.,Make infrastructure improvements required for life safety basic operations.,,18000.0,2023,6000.0
2019,ART MUSEUM COMPLEX - CAPITAL,18,ART MUSEUM,Philadelphia Museum of Art - Building Rehabilitation-FY19,ART.1A,,2020,2020,See description under line item 1.,See description under line item 1.,,10000.0,2020,10000.0
2019,INDUSTRIAL DEVELOPMENT,29,COMMERCE,"Improvements, Engineering and Administration",COM.10.1,,2020,2020,"Conduct engineering, architectural, and environmental related to land acquisition and development.","Conduct engineering, architectural, and environmental related to land acquisition and development.",,5000.0,2020,5000.0
2019,INDUSTRIAL DEVELOPMENT,30,COMMERCE,Acquisition and Improvements,COM.11.1,,2020,2020,Purchase and improve industrial sites throughout Philadelphia.,Purchase and improve industrial sites throughout Philadelphia.,,12000.0,2020,12000.0
2019,INDUSTRIAL DEVELOPMENT,30,COMMERCE,PIDC Landbank Acquisition & Improvements-FY19,COM.11A,,2020,2020,See description under line item 11.,See description under line item 11.,,3000.0,2020,3000.0
2019,INDUSTRIAL DEVELOPMENT,30,COMMERCE,PIDC Landbank Acquisition & Improvements-FY18,COM.11B,,2020,2020,See description under line item 11.,See description under line item 11.,,3000.0,2020,3000.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Penn's Landing Improvements,COM.12.1,,2020,2024,Make improvements to Penn's Landing.,Make improvements to Penn's Landing.,,80000.0,2020,10000.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Penn's Landing Improvements,COM.12.1,,2020,2024,Make improvements to Penn's Landing.,Make improvements to Penn's Landing.,,80000.0,2021,10000.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Penn's Landing Improvements,COM.12.1,,2020,2024,Make improvements to Penn's Landing.,Make improvements to Penn's Landing.,,80000.0,2022,20000.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Penn's Landing Improvements,COM.12.1,,2020,2024,Make improvements to Penn's Landing.,Make improvements to Penn's Landing.,,80000.0,2023,20000.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Penn's Landing Improvements,COM.12.1,,2020,2024,Make improvements to Penn's Landing.,Make improvements to Penn's Landing.,,80000.0,2024,20000.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Master Plan Implementation,COM.12.2,,2020,2025,"Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.","Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.",,3000.0,2020,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Master Plan Implementation,COM.12.2,,2020,2025,"Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.","Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.",,3000.0,2021,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Master Plan Implementation,COM.12.2,,2020,2025,"Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.","Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.",,3000.0,2022,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Master Plan Implementation,COM.12.2,,2020,2025,"Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.","Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.",,3000.0,2023,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Master Plan Implementation,COM.12.2,,2020,2025,"Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.","Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.",,3000.0,2024,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Master Plan Implementation,COM.12.2,,2020,2025,"Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.","Implement the Central Delaware Waterfront Master Plan construction, improvement, or acquisition of City assets.",,3000.0,2025,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,General Site Improvements,COM.12.3,,2020,2025,Implement infrastructure and site improvements in support public and private development.,Implement infrastructure and site improvements in support public and private development.,,3000.0,2020,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,General Site Improvements,COM.12.3,,2020,2025,Implement infrastructure and site improvements in support public and private development.,Implement infrastructure and site improvements in support public and private development.,,3000.0,2021,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,General Site Improvements,COM.12.3,,2020,2025,Implement infrastructure and site improvements in support public and private development.,Implement infrastructure and site improvements in support public and private development.,,3000.0,2022,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,General Site Improvements,COM.12.3,,2020,2025,Implement infrastructure and site improvements in support public and private development.,Implement infrastructure and site improvements in support public and private development.,,3000.0,2023,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,General Site Improvements,COM.12.3,,2020,2025,Implement infrastructure and site improvements in support public and private development.,Implement infrastructure and site improvements in support public and private development.,,3000.0,2024,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,General Site Improvements,COM.12.3,,2020,2025,Implement infrastructure and site improvements in support public and private development.,Implement infrastructure and site improvements in support public and private development.,,3000.0,2025,500.0
2019,WATERFRONT IMPROVEMENTS,31,COMMERCE,Central Delaware River Waterfront-FY17,COM.12B,,2020,2020,See description under line item 12.,See description under line item 12.,,16160.0,2020,16160.0
2019,WATERFRONT IMPROVEMENTS,32,COMMERCE,Schuylkill Riverfront Improvements,COM.13.1,,2020,2025,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,,14000.0,2020,3000.0
2019,WATERFRONT IMPROVEMENTS,32,COMMERCE,Schuylkill Riverfront Improvements,COM.13.1,,2020,2025,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,,14000.0,2021,6000.0
2019,WATERFRONT IMPROVEMENTS,32,COMMERCE,Schuylkill Riverfront Improvements,COM.13.1,,2020,2025,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,,14000.0,2022,1500.0
2019,WATERFRONT IMPROVEMENTS,32,COMMERCE,Schuylkill Riverfront Improvements,COM.13.1,,2020,2025,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,,14000.0,2023,1500.0
2019,WATERFRONT IMPROVEMENTS,32,COMMERCE,Schuylkill Riverfront Improvements,COM.13.1,,2020,2025,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,,14000.0,2024,1500.0
2019,WATERFRONT IMPROVEMENTS,32,COMMERCE,Schuylkill Riverfront Improvements,COM.13.1,,2020,2025,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,Complement public and private reinvestment through capital improvements to the Schuylkill River Trail.,,14000.0,2025,500.0
2019,WATERFRONT IMPROVEMENTS,32,COMMERCE,Schuylkill River Waterfront-FY19,COM.13A,,2020,2020,See description under line item 13.,See description under line item 13.,,7000.0,2020,7000.0
2019,WATERFRONT IMPROVEMENTS,32,COMMERCE,Schuylkill River Waterfront-FY17,COM.13B,,2020,2020,See description under line item 13.,See description under line item 13.,,16550.0,2020,16550.0
2019,WATERFRONT IMPROVEMENTS,33,COMMERCE,North Delaware River Waterfront,COM.14.1,,2020,2025,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,,3250.0,2020,750.0
2019,WATERFRONT IMPROVEMENTS,33,COMMERCE,North Delaware River Waterfront,COM.14.1,,2020,2025,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,,3250.0,2021,500.0
2019,WATERFRONT IMPROVEMENTS,33,COMMERCE,North Delaware River Waterfront,COM.14.1,,2020,2025,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,,3250.0,2022,500.0
2019,WATERFRONT IMPROVEMENTS,33,COMMERCE,North Delaware River Waterfront,COM.14.1,,2020,2025,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,,3250.0,2023,500.0
2019,WATERFRONT IMPROVEMENTS,33,COMMERCE,North Delaware River Waterfront,COM.14.1,,2020,2025,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,,3250.0,2024,500.0
2019,WATERFRONT IMPROVEMENTS,33,COMMERCE,North Delaware River Waterfront,COM.14.1,,2020,2025,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,,3250.0,2025,500.0
2019,WATERFRONT IMPROVEMENTS,33,COMMERCE,North Delaware River Waterfront-FY19,COM.14A,,2020,2020,See description under line item 14.,See description under line item 14.,,500.0,2020,500.0
2019,WATERFRONT IMPROVEMENTS,33,COMMERCE,North Delaware River Waterfront-FY17,COM.14B,,2020,2020,See description under line item 14.,See description under line item 14.,,3420.0,2020,3420.0
2019,WATERFRONT IMPROVEMENTS,33,COMMERCE,North Delaware River Waterfront-FY16,COM.14C,,2020,2020,See description under line item 14.,See description under line item 14.,,850.0,2020,850.0
2019,COMMERCIAL DEVELOPMENT,26,COMMERCE,Neighborhood Commercial Centers-Site Improvements,COM.6.1,,2021,2025,"Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.","Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.",,12500.0,2021,2500.0
2019,COMMERCIAL DEVELOPMENT,26,COMMERCE,Neighborhood Commercial Centers-Site Improvements,COM.6.1,,2021,2025,"Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.","Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.",,12500.0,2022,2500.0
2019,COMMERCIAL DEVELOPMENT,26,COMMERCE,Neighborhood Commercial Centers-Site Improvements,COM.6.1,,2021,2025,"Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.","Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.",,12500.0,2023,2500.0
2019,COMMERCIAL DEVELOPMENT,26,COMMERCE,Neighborhood Commercial Centers-Site Improvements,COM.6.1,,2021,2025,"Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.","Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.",,12500.0,2024,2500.0
2019,COMMERCIAL DEVELOPMENT,26,COMMERCE,Neighborhood Commercial Centers-Site Improvements,COM.6.1,,2021,2025,"Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.","Upgrade curbs, sidewalks, lighting, landscaping, and parking commercial corridors to complement public and private investment.",,12500.0,2025,2500.0
2019,COMMERCIAL DEVELOPMENT,26,COMMERCE,Neighborhood Commercial Centers - Site Improvements-FY19,COM.6A,,2020,2020,See description under line item 6.,See description under line item 6.,,4000.0,2020,4000.0
2019,COMMERCIAL DEVELOPMENT,26,COMMERCE,Neighborhood Commercial Centers - Site Improvements-FY17,COM.6B,,2020,2020,See description under line item 6.,See description under line item 6.,,3996.0,2020,3996.0
2019,COMMERCIAL DEVELOPMENT,26,COMMERCE,Neighborhood Commercial Centers - Site Improvements-FY16,COM.6C,,2020,2020,See description under line item 6.,See description under line item 6.,,9168.0,2020,9168.0
2019,COMMERCIAL DEVELOPMENT,27,COMMERCE,Neighborhood Commercial Centers - Site Improvements-FY14,COM.6E,,2020,2020,See description under line item 6.,See description under line item 6.,,1724.0,2020,1724.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Lower Schuylkill River Industrial District,COM.7.1,,2023,2025,Improve infrastructure and access to industrial land adjoining the Lower Schuylkill River.,Improve infrastructure and access to industrial land adjoining the Lower Schuylkill River.,,1500.0,2023,500.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Lower Schuylkill River Industrial District,COM.7.1,,2023,2025,Improve infrastructure and access to industrial land adjoining the Lower Schuylkill River.,Improve infrastructure and access to industrial land adjoining the Lower Schuylkill River.,,1500.0,2024,500.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Lower Schuylkill River Industrial District,COM.7.1,,2023,2025,Improve infrastructure and access to industrial land adjoining the Lower Schuylkill River.,Improve infrastructure and access to industrial land adjoining the Lower Schuylkill River.,,1500.0,2025,500.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Industrial Districts-FY17,COM.7A,,2020,2020,See description under line item 7.,See description under line item 7.,,3000.0,2020,3000.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Navy Yard Infrastructure Improvements,COM.8.1,,2020,2025,Make infrastructure improvements in support of public private development.,Make infrastructure improvements in support of public private development.,,9100.0,2020,6100.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Navy Yard Infrastructure Improvements,COM.8.1,,2020,2025,Make infrastructure improvements in support of public private development.,Make infrastructure improvements in support of public private development.,,9100.0,2021,1000.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Navy Yard Infrastructure Improvements,COM.8.1,,2020,2025,Make infrastructure improvements in support of public private development.,Make infrastructure improvements in support of public private development.,,9100.0,2022,500.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Navy Yard Infrastructure Improvements,COM.8.1,,2020,2025,Make infrastructure improvements in support of public private development.,Make infrastructure improvements in support of public private development.,,9100.0,2023,500.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Navy Yard Infrastructure Improvements,COM.8.1,,2020,2025,Make infrastructure improvements in support of public private development.,Make infrastructure improvements in support of public private development.,,9100.0,2024,500.0
2019,INDUSTRIAL DEVELOPMENT,28,COMMERCE,Navy Yard Infrastructure Improvements,COM.8.1,,2020,2025,Make infrastructure improvements in support of public private development.,Make infrastructure improvements in support of public private development.,,9100.0,2025,500.0
2019,INDUSTRIAL DEVELOPMENT,29,COMMERCE,Environmental Assessment/Remediation,COM.9.1,,2022,2025,Provide environmental assessment and remedial assistance City properties with contamination issues.,Provide environmental assessment and remedial assistance City properties with contamination issues.,,2000.0,2022,500.0
2019,INDUSTRIAL DEVELOPMENT,29,COMMERCE,Environmental Assessment/Remediation,COM.9.1,,2022,2025,Provide environmental assessment and remedial assistance City properties with contamination issues.,Provide environmental assessment and remedial assistance City properties with contamination issues.,,2000.0,2023,500.0
2019,INDUSTRIAL DEVELOPMENT,29,COMMERCE,Environmental Assessment/Remediation,COM.9.1,,2022,2025,Provide environmental assessment and remedial assistance City properties with contamination issues.,Provide environmental assessment and remedial assistance City properties with contamination issues.,,2000.0,2024,500.0
2019,INDUSTRIAL DEVELOPMENT,29,COMMERCE,Environmental Assessment/Remediation,COM.9.1,,2022,2025,Provide environmental assessment and remedial assistance City properties with contamination issues.,Provide environmental assessment and remedial assistance City properties with contamination issues.,,2000.0,2025,500.0
2019,INDUSTRIAL DEVELOPMENT,29,COMMERCE,Environmental Assessment/Remediation-FY15,COM.9A,,2020,2020,See description under line item 9.,See description under line item 9.,,400.0,2020,400.0
2019,CAPITAL PROJECTS,37,FINANCE,Administration - ITEF,FIN.15.1,,2020,2025,Fund critical renovations and other improvements to City-owned facilities.,Fund critical renovations and other improvements to City-owned facilities.,,26585.0,2020,21585.0
2019,CAPITAL PROJECTS,37,FINANCE,Administration - ITEF,FIN.15.1,,2020,2025,Fund critical renovations and other improvements to City-owned facilities.,Fund critical renovations and other improvements to City-owned facilities.,,26585.0,2021,1000.0
2019,CAPITAL PROJECTS,37,FINANCE,Administration - ITEF,FIN.15.1,,2020,2025,Fund critical renovations and other improvements to City-owned facilities.,Fund critical renovations and other improvements to City-owned facilities.,,26585.0,2022,1000.0
2019,CAPITAL PROJECTS,37,FINANCE,Administration - ITEF,FIN.15.1,,2020,2025,Fund critical renovations and other improvements to City-owned facilities.,Fund critical renovations and other improvements to City-owned facilities.,,26585.0,2023,1000.0
2019,CAPITAL PROJECTS,37,FINANCE,Administration - ITEF,FIN.15.1,,2020,2025,Fund critical renovations and other improvements to City-owned facilities.,Fund critical renovations and other improvements to City-owned facilities.,,26585.0,2024,1000.0
2019,CAPITAL PROJECTS,37,FINANCE,Administration - ITEF,FIN.15.1,,2020,2025,Fund critical renovations and other improvements to City-owned facilities.,Fund critical renovations and other improvements to City-owned facilities.,,26585.0,2025,1000.0
2019,CAPITAL PROJECTS,37,FINANCE,Improvements to Facilities-FY19,FIN.15A,,2020,2020,See description under line item 15.,See description under line item 15.,,7622.0,2020,7622.0
2019,CAPITAL PROJECTS,38,FINANCE,Improvements to Facilities-FY16,FIN.15D,,2020,2020,See description under line item 15.,See description under line item 15.,,500.0,2020,500.0
2019,CAPITAL PROJECTS,38,FINANCE,Improvements to Facilities-FY14,FIN.15F,,2020,2020,See description under line item 15.,See description under line item 15.,,140.0,2020,140.0
2019,CAPITAL PROJECTS,38,FINANCE,New Voting Machines-FY19,FIN.16A,,2020,2020,See description under line item 16.,See description under line item 16.,,40000.0,2020,40000.0
2019,CAPITAL PROJECTS,39,FINANCE,City Council - ITEF CD1,FIN.17.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2020,510.0
2019,CAPITAL PROJECTS,39,FINANCE,City Council - ITEF CD1,FIN.17.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2021,510.0
2019,CAPITAL PROJECTS,39,FINANCE,City Council - ITEF CD1,FIN.17.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2022,510.0
2019,CAPITAL PROJECTS,39,FINANCE,City Council - ITEF CD1,FIN.17.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2023,510.0
2019,CAPITAL PROJECTS,39,FINANCE,City Council - ITEF CD1,FIN.17.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2024,510.0
2019,CAPITAL PROJECTS,39,FINANCE,City Council - ITEF CD1,FIN.17.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2025,510.0
2019,CAPITAL PROJECTS,39,FINANCE,City Council - ITEF CD1-FY18,FIN.17B,,2020,2020,See description under line item 17.,See description under line item 17.,,510.0,2020,510.0
2019,CAPITAL PROJECTS,39,FINANCE,City Council - ITEF CD1-FY16,FIN.17D,,2020,2020,See description under line item 17.,See description under line item 17.,,42.0,2020,42.0
2019,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD1-FY14,FIN.17F,,2020,2020,See description under line item 17.,See description under line item 17.,,9.0,2020,9.0
2019,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD2,FIN.18.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2020,510.0
2019,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD2,FIN.18.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2021,510.0
2019,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD2,FIN.18.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2022,510.0
2019,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD2,FIN.18.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2023,510.0
2019,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD2,FIN.18.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2024,510.0
2019,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD2,FIN.18.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2025,510.0
2019,CAPITAL PROJECTS,40,FINANCE,City Council - ITEF CD2-FY19,FIN.18A,,2020,2020,See description under line item 18.,See description under line item 18.,,510.0,2020,510.0
2019,CAPITAL PROJECTS,41,FINANCE,City Council - ITEF CD2-FY17,FIN.18C,,2020,2020,See description under line item 18.,See description under line item 18.,,235.0,2020,235.0
2019,CAPITAL PROJECTS,41,FINANCE,City Council - ITEF CD2-FY15,FIN.18E,,2020,2020,See description under line item 18.,See description under line item 18.,,225.0,2020,225.0
2019,CAPITAL PROJECTS,41,FINANCE,City Council - ITEF CD2-FY14,FIN.18F,,2020,2020,See description under line item 18.,See description under line item 18.,,125.0,2020,125.0
2019,CAPITAL PROJECTS,41,FINANCE,City Council - ITEF CD2-FY13,FIN.18G,,2020,2020,See description under line item 18.,See description under line item 18.,,9.0,2020,9.0
2019,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD2-FY11,FIN.18I,,2020,2020,See description under line item 18.,See description under line item 18.,,141.0,2020,141.0
2019,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD3,FIN.19.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2020,510.0
2019,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD3,FIN.19.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2021,510.0
2019,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD3,FIN.19.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2022,510.0
2019,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD3,FIN.19.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2023,510.0
2019,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD3,FIN.19.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2024,510.0
2019,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD3,FIN.19.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2025,510.0
2019,CAPITAL PROJECTS,42,FINANCE,City Council - ITEF CD3-FY19,FIN.19A,,2020,2020,See description under line item 19.,See description under line item 19.,,510.0,2020,510.0
2019,CAPITAL PROJECTS,43,FINANCE,City Council - ITEF CD3-FY17,FIN.19C,,2020,2020,See description under line item 19.,See description under line item 19.,,410.0,2020,410.0
2019,CAPITAL PROJECTS,43,FINANCE,City Council - ITEF CD3-FY15,FIN.19E,,2020,2020,See description under line item 19.,See description under line item 19.,,410.0,2020,410.0
2019,CAPITAL PROJECTS,43,FINANCE,City Council - ITEF CD3-FY14,FIN.19F,,2020,2020,See description under line item 19.,See description under line item 19.,,410.0,2020,410.0
2019,CAPITAL PROJECTS,43,FINANCE,City Council - ITEF CD3-FY13,FIN.19G,,2020,2020,See description under line item 19.,See description under line item 19.,,311.0,2020,311.0
2019,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD3-FY11,FIN.19I,,2020,2020,See description under line item 19.,See description under line item 19.,,210.0,2020,210.0
2019,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD4,FIN.20.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3190.0,2020,640.0
2019,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD4,FIN.20.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3190.0,2021,510.0
2019,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD4,FIN.20.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3190.0,2022,510.0
2019,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD4,FIN.20.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3190.0,2023,510.0
2019,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD4,FIN.20.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3190.0,2024,510.0
2019,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD4,FIN.20.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3190.0,2025,510.0
2019,CAPITAL PROJECTS,44,FINANCE,City Council - ITEF CD4-FY19,FIN.20A,,2020,2020,See description under line item 20.,See description under line item 20.,,510.0,2020,510.0
2019,CAPITAL PROJECTS,45,FINANCE,City Council - ITEF CD4-FY16,FIN.20D,,2020,2020,See description under line item 20.,See description under line item 20.,,47.0,2020,47.0
2019,CAPITAL PROJECTS,45,FINANCE,City Council - ITEF CD4-FY14,FIN.20F,,2020,2020,See description under line item 20.,See description under line item 20.,,273.0,2020,273.0
2019,CAPITAL PROJECTS,45,FINANCE,City Council - ITEF CD4-FY13,FIN.20G,,2020,2020,See description under line item 20.,See description under line item 20.,,27.0,2020,27.0
2019,CAPITAL PROJECTS,45,FINANCE,City Council - ITEF CD4-FY00,FIN.20H,,2020,2020,See description under line item 20.,See description under line item 20.,,70.0,2020,70.0
2019,CAPITAL PROJECTS,46,FINANCE,City Council - ITEF CD5,FIN.21.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2020,510.0
2019,CAPITAL PROJECTS,46,FINANCE,City Council - ITEF CD5,FIN.21.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2021,510.0
2019,CAPITAL PROJECTS,46,FINANCE,City Council - ITEF CD5,FIN.21.1,,2020,2025,Fund critical renovations and other improvements to City-owned sites as needed.,Fund critical renovations and other improvements to City-owned sites as needed.,,3060.0,2022,510.0
