cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2026,year_2027,project_total,start_year,end_year
2025,18,Aviation,Airfield Pavement Evaluation,Pavement Maintenance/ Construction,Aviation Capital Program,Citywide,Ongoing,1521648,423518,1098130,0,0,1521648,,
2025,18,Aviation,Airport Emergency Operations Center,Terminal,Aviation Capital Program,Citywide,Ongoing,2000000,2000000,0,1300000,0,3300000,2026,2026
2025,18,Aviation,Airport Planning and Advisory Services,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,17905000,5694265,12210735,0,1500000,19405000,2027,2027
2025,18,Aviation,Architectural Engineering Roster,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,3154500,3152387,2113,0,0,3154500,,
2025,18,Aviation,Aviation Parking Garage,Terminal,Aviation Capital Program,Citywide,Ongoing,10755009,-206048,10961056,0,0,10755009,,
2025,18,Aviation,Aviation Project Reserve,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,3524154,-50170,3574324,0,0,3524154,,
2025,18,Aviation,Construction Management/ Project Management,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,24965918,4369585,20596332,0,0,24965918,,
2025,18,Aviation,Crossfield Taxiway Reconfiguration,Pavement Maintenance/ Construction,Aviation Capital Program / Aviation Capital Program - Commercial Paper,Citywide,Ongoing,57283471,35933110,21350361,0,0,57283471,,
2025,19,Aviation,DAL A/E Space Planning Implementation,Terminal,Aviation Capital Program,Citywide,Ongoing,1400000,801267,598733,0,2250000,3650000,2027,2027
2025,19,Aviation,DAL Alternate Entry,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,0,0,0,0,0,0,,
2025,19,Aviation,DAL Love Connection Project,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,18000000,18000000,0,0,0,18000000,,
2025,19,Aviation,DAL Replacement Fire Station,Safety/Security,Aviation Capital Program,Citywide,Ongoing,20008000,13888018,6119982,0,0,20008000,,
2025,19,Aviation,DAL Streetscape Enhancements,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,41320947,8007434,33313513,0,0,41320947,,
2025,19,Aviation,Dallas Executive Airport,Pavement Maintenance/ Construction,Aviation Capital Program - Commercial Paper,Citywide,10/2025,1218633,0,1218633,0,0,1218633,,
2025,19,Aviation,Dallas Vertiport Fuel System,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,1182409,1182409,0,0,0,1182409,,
2025,19,Aviation,DEA Extend Taxiway E,Pavement Maintenance/ Construction,Aviation Capital Program,Citywide,Ongoing,1321500,-180000,1501500,0,0,1321500,,
2025,19,Aviation,DEA Streetscape Enhancements,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,3969851,3504596,465254,0,0,3969851,,
2025,19,Aviation,DEA Taxiway Apron Infill - Design,Pavement Maintenance/ Construction,Aviation Capital Program,Citywide,Ongoing,850000,626050,223950,0,0,850000,,
2025,19,Aviation,DEA West Development Payback,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,7764286,1832193,5932093,0,0,7764286,,
2025,19,Aviation,Drainage Master Plan - Schematic Design,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,6252638,6151000,101638,0,0,6252638,,
2025,19,Aviation,Love Fld Major Maintenance,Terminal,Aviation Capital Program,Citywide,Ongoing,15606585,1100000,14506585,0,0,15606585,,
2025,19,Aviation,Material Testing for Construction Work,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,551361,551361,0,0,0,551361,,
2025,19,Aviation,Moving Walkway and Escalator,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,504805,0,504805,0,0,504805,,
2025,19,Aviation,PC Air Replacement,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,750000,750000,0,0,0,750000,,
2025,20,Aviation,People-mover Connector,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,5311092,312648,4998444,0,0,5311092,,
2025,20,Aviation,Reconstruct Taxiway A (Phase 1) TWY D to RWY 31 R,Pavement Maintenance/ Construction,Aviation Capital Program,Citywide,Ongoing,37215539,6701615,30513924,0,0,37215539,,
2025,20,Aviation,Rehabilitate Taxiway C Phase 2,Pavement Maintenance/ Construction,Aviation Capital Program,Citywide,Ongoing,444000,190744,253256,5566955,2000000,8010955,2026,2027
2025,20,Aviation,Grand Total,,,,,0,0,0,0,0,0,,
2025,26,City Facilities,2010 CO,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,77462,77462,0,0,0,77462,,
2025,26,City Facilities,2012 Public Art Admin - Streets,Public Art,2012 Bonds,Citywide,09/2026,34642,34642,0,0,0,34642,,
2025,26,City Facilities,5000 Dolphin Rd - Large Tower,Fire Protection Facilities,2017 Bonds,2,10/2025,379440,357581,21859,0,0,379440,,
2025,26,City Facilities,5000 Dolphin Rd - Small Tower,Fire Protection Facilities,2017 Bonds,2,02/2025,232560,109055,123506,0,0,232560,,
2025,26,City Facilities,ADA Improvements,City and Municipal Court Facilities,2006 Bonds,Citywide,Ongoing,2264118,1841546,422572,0,0,2264118,,
2025,26,City Facilities,ADA Improvements- Major Maintenance and Repairs,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,500000,43173,456827,0,0,500000,,
2025,26,City Facilities,ADA Upgrades at Canton,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,630000,366318,263682,0,0,630000,,
2025,26,City Facilities,Ambulance & Fire Equipment,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,6000000,6000000,0,6000000,5000000,17000000,2026,2027
2025,26,City Facilities,Annette Strauss Square,Cultural Facilities,2024 Bonds,14,Ongoing,57558,57477,81,0,518017,575575,2027,2027
2025,26,City Facilities,AT&T Performing Arts Center,Cultural Facilities,2024 Bonds,14,Ongoing,88103,87860,243,0,792929,881032,2027,2027
2025,26,City Facilities,Bath House Cultural Center,Cultural Facilities,2024 Bonds,9,Ongoing,0,0,0,1474180,0,1474180,2026,2026
2025,26,City Facilities,Belleview Garage,Fire Protection Facilities,2024 Bonds,2,08/2027,0,0,0,131000,1179000,1310000,2026,2027
2025,26,City Facilities,Cadillac Heights Land Acquisition,City and Municipal Court Facilities,2006 Bonds,4,Ongoing,11690881,10853978,836903,0,0,11690881,,
2025,27,City Facilities,Case Management System,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,3379178,132270,3246908,0,0,3379178,,
2025,27,City Facilities,Central Patrol - Electrical,Police Facilities,2024 Bonds,2,Ongoing,0,0,0,0,1000,1000,2027,2027
2025,27,City Facilities,Central Patrol - Fire System,Police Facilities,2024 Bonds,2,Ongoing,0,0,0,0,1000,1000,2027,2027
2025,27,City Facilities,Central Patrol - Locker Rooms,Police Facilities,2024 Bonds,2,Ongoing,0,0,0,0,1000,1000,2027,2027
2025,27,City Facilities,Central Patrol - Restrooms,Police Facilities,2024 Bonds,2,Ongoing,0,0,0,0,1000,1000,2027,2027
2025,27,City Facilities,City Data Center - 1000 Belleview Street,Technology,2017 Bonds,2,Ongoing,30761,0,30761,0,0,30761,,
2025,27,City Facilities,City Data Center - 1000 Belleview Street,Technology,2024 Bonds,2,Ongoing,5000000,5000000,0,0,0,5000000,,
2025,27,City Facilities,City Facilities - Fair Park and Other Park Facility Repairs,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,1000000,148728,851272,0,0,1000000,,
2025,27,City Facilities,City Facilities Improvements,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,7140997,42934,7098063,0,0,7140997,,
2025,27,City Facilities,City Hall,City and Municipal Court Facilities,2006 Bonds / 2017 Bonds,2,11/2025,6999492,2292253,4707239,0,0,6999492,,
2025,27,City Facilities,City Hall Data Center - Renovations,Technology,Other GO CIP - Debt,Citywide,Ongoing,5200000,4215041,984959,0,0,5200000,,
2025,27,City Facilities,Citywide Radio System Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,54728627,250227,54478400,0,0,54728627,,
2025,27,City Facilities,Clothing Warehouse P,Fire Protection Facilities,2024 Bonds,2,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,27,City Facilities,CNG/Hybrid EBS Grant Match,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,699586,50588,648997,0,0,699586,,
2025,28,City Facilities,Communication Information Services (CIS) - CAD Upgrade,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,15566229,28905,15537324,0,0,15566229,,
2025,28,City Facilities,Confederate Monument Removal,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,510000,77656,432344,0,0,510000,,
2025,28,City Facilities,Courts Building,Fire Protection Facilities,2024 Bonds,14,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,28,City Facilities,Courts Equipment Purchases,Fleet/ Equipment Replacement,Internal Service Fund Capital,Citywide,Ongoing,300000,35354,264646,0,0,300000,,
2025,28,City Facilities,Dallas Black Dance Theatre,Cultural Facilities,2024 Bonds,14,Ongoing,350,350,0,3127500,0,3127850,2026,2026
2025,28,City Facilities,Dallas Courts Garage,Fire Protection Facilities,2024 Bonds,14,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,28,City Facilities,Dallas Museum of Art,Cultural Facilities,2024 Bonds,14,Ongoing,1550762,1549851,911,0,4503463,6054226,2027,2027
2025,28,City Facilities,Dallas Police Training Academy Facility,Police Facilities,2017 Bonds,Citywide,Ongoing,74849,39242,35607,0,0,74849,,
2025,28,City Facilities,Dallas Police Training Academy Facility,Police Facilities,2024 Bonds,3,04/2027,49421000,48398639,1022361,0,0,49421000,,
2025,28,City Facilities,DFD- Apparatus Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,6218728,64519,6154209,0,0,6218728,,
2025,28,City Facilities,DFD Apparatus Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,13800000,13800000,0,11800000,12800000,38400000,2026,2027
2025,28,City Facilities,DFD Apparatus/ Fleet,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,35600000,1644821,33955179,0,0,35600000,,
2025,28,City Facilities,DFD-Ambulance & Equipment Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,2093443,157031,1936412,0,0,2093443,,
2025,28,City Facilities,DFD-SCBA and Safety Equipment,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,3853067,14978,3838089,0,0,3853067,,
2025,28,City Facilities,DFR Facilities Maintenance,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,7189523,5894510,1295013,0,0,7189523,,
2025,29,City Facilities,DFR Improvement Projects FY23,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,1750000,156921,1593079,0,0,1750000,,
2025,29,City Facilities,DMA Elevator Modernization,Public Art,2017 Bonds,14,Ongoing,249140,0,249140,0,0,249140,,
2025,29,City Facilities,DPD Helicopter,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,7500000,7500000,0,0,7500000,15000000,2027,2027
2025,29,City Facilities,DPD In-Car DVR 1/5 Annual Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,1401600,1401600,0,0,0,1401600,,
2025,29,City Facilities,DPD In-Car DVR Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,1401600,1401600,0,1401600,1401600,4204800,2026,2027
2025,29,City Facilities,DPD Squad Cars,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,15500000,-5607,15505607,27901356,31882956,75284312,2026,2027
2025,29,City Facilities,DPD TAAG Surveillance Camera 1/5 Annual,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,1055611,17637,1037973,0,0,1055611,,
2025,29,City Facilities,DPD TAAG Surveillance Camera 1/5 Annual,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,3188048,1063500,2124548,0,0,3188048,,
2025,29,City Facilities,DPD TAAG Surveillance Camera Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,1063500,1063500,0,1063500,1063500,3190500,2026,2027
2025,29,City Facilities,DPD TAAG Surveillance Camera Replacement Phase 1 of 4,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,1100000,13719,1086281,0,0,1100000,,
2025,29,City Facilities,EAN - DPD Public Safety Radio Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,34800000,4408358,30391642,0,0,34800000,,
2025,30,City Facilities,EFM - General Fleet & Equipment,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,9809900,9693170,116730,9809900,9809900,29429700,2026,2027
2025,30,City Facilities,EFM- General Fleet,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,8912195,358087,8554108,0,0,8912195,,
2025,30,City Facilities,EFM General Fleet Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,8200000,8200000,0,8200000,8200000,24600000,2026,2027
2025,30,City Facilities,Electric Vehicle Charging Station Call - 106E,Fleet/ Equipment Replacement,Internal Service Fund Capital,Citywide,Ongoing,166004,166004,0,0,0,166004,,
2025,30,City Facilities,Electrical Panel Replacement at 37 Facilities,City and Municipal Court Facilities,2006 Bonds / 2017 Bonds,Citywide,03/2026,1281655,786562,495094,0,0,1281655,,
2025,30,City Facilities,Enterprise Electronic Document Management,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,725000,725000,0,0,0,725000,,
2025,30,City Facilities,Equipment Acquisition Notes,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,10000000,120656,9879344,0,0,10000000,,
2025,30,City Facilities,Equipment Acquisition Notes,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,2500000,417742,2082258,0,0,2500000,,
2025,30,City Facilities,Fire Maintenance C,Fire Protection Facilities,2024 Bonds,2,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,30,City Facilities,Fire Rookie Bldg B,Fire Protection Facilities,2024 Bonds,2,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,30,City Facilities,Fire Station #1 - Electrical,Fire Protection Facilities,2024 Bonds,6,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,30,City Facilities,Fire Station #1 - HVAC,Fire Protection Facilities,2024 Bonds,6,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,30,City Facilities,Fire Station #11 Renovation - 3828 Cedar Springs Rd,Fire Protection Facilities,2024 Bonds,14,Ongoing,3284,-2397,5682,994363,9189438,10187086,2026,2027
2025,30,City Facilities,Fire Station #11 Renovation,Police Facilities,2017 Bonds,14,Ongoing,7303,5950,1353,0,0,7303,,
2025,30,City Facilities,Fire Station #14 - Electrical,Fire Protection Facilities,2024 Bonds,1,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,31,City Facilities,Fire Station #14 - HVAC,Fire Protection Facilities,2024 Bonds,1,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,31,City Facilities,Fire Station #15,Fire Protection Facilities,2024 Bonds,1,03/2028,0,0,0,0,16478,16478,2027,2027
2025,31,City Facilities,Fire Station #16 - Electrical,Fire Protection Facilities,2024 Bonds,6,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,31,City Facilities,Fire Station #16 - HVAC,Fire Protection Facilities,2024 Bonds,6,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,31,City Facilities,Fire Station #18,Fire Protection Facilities,2024 Bonds,14,04/2028,0,0,0,0,16478,16478,2027,2027
2025,31,City Facilities,Fire Station #20,Fire Protection Facilities,2024 Bonds,13,04/2028,0,0,0,0,16478,16478,2027,2027
2025,31,City Facilities,Fire Station #23 - Electrical,Fire Protection Facilities,2024 Bonds,4,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,31,City Facilities,Fire Station #23 - HVAC,Fire Protection Facilities,2024 Bonds,4,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,31,City Facilities,Fire Station #24,Fire Protection Facilities,2024 Bonds,7,Ongoing,0,0,0,65500,589500,655000,2026,2027
2025,31,City Facilities,Fire Station #25,Fire Protection Facilities,2024 Bonds,8,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,31,City Facilities,Fire Station #26 - Electrical,Fire Protection Facilities,2024 Bonds,1,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,31,City Facilities,Fire Station #26 - HVAC,Fire Protection Facilities,2024 Bonds,1,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,31,City Facilities,Fire Station #29 - Electrical,Fire Protection Facilities,2024 Bonds,10,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,31,City Facilities,Fire Station #29 - HVAC,Fire Protection Facilities,2024 Bonds,10,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,31,City Facilities,Fire Station #3,Fire Protection Facilities,2024 Bonds,2,05/2028,0,0,0,0,16478,16478,2027,2027
2025,31,City Facilities,Fire Station #30 - Electrical,Fire Protection Facilities,2024 Bonds,6,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,31,City Facilities,Fire Station #30 - HVAC,Fire Protection Facilities,2024 Bonds,6,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,31,City Facilities,Fire Station #31,Fire Protection Facilities,2024 Bonds,9,04/2028,0,0,0,0,16478,16478,2027,2027
2025,31,City Facilities,Fire Station #32,Fire Protection Facilities,2024 Bonds,5,04/2028,0,0,0,0,16478,16478,2027,2027
2025,31,City Facilities,Fire Station #34 - Electrical,Fire Protection Facilities,2024 Bonds,5,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,31,City Facilities,Fire Station #34 - HVAC,Fire Protection Facilities,2024 Bonds,5,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,31,City Facilities,Fire Station #36,Fire Protection Facilities,2024 Bonds,6,06/2028,0,0,0,0,16478,16478,2027,2027
2025,31,City Facilities,Fire Station #37,Fire Protection Facilities,2024 Bonds,13,06/2028,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #39 - Electrical,Fire Protection Facilities,2024 Bonds,9,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,32,City Facilities,Fire Station #39 - HVAC,Fire Protection Facilities,2024 Bonds,9,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,32,City Facilities,Fire Station #4 - Electrical,Fire Protection Facilities,2024 Bonds,2,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,32,City Facilities,Fire Station #4 - HVAC,Fire Protection Facilities,2024 Bonds,2,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,32,City Facilities,Fire Station #43 Replacement - 2844 Lombardy Ln,Fire Protection Facilities,2024 Bonds,6,Ongoing,14461,-2637,17098,3659189,1676800,5350450,2026,2027
2025,32,City Facilities,Fire Station #43 Replacement,Police Facilities,2017 Bonds,Citywide,Ongoing,1117812,1114161,3651,0,0,1117812,,
2025,32,City Facilities,Fire Station #44,Fire Protection Facilities,2024 Bonds,7,06/2028,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #45,Fire Protection Facilities,2024 Bonds,6,07/2028,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #46,Fire Protection Facilities,2024 Bonds,3,04/2027,0,0,0,52400,0,52400,2026,2026
2025,32,City Facilities,Fire Station #47,Fire Protection Facilities,2024 Bonds,6,07/2028,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #49,Fire Protection Facilities,2024 Bonds,3,07/2028,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #5 - Electrical,Fire Protection Facilities,2024 Bonds,5,Ongoing,0,0,0,5240,47160,52400,2026,2027
2025,32,City Facilities,Fire Station #5 - Foundation,Fire Protection Facilities,2024 Bonds,5,Ongoing,1132,-40,1172,589500,0,590632,2026,2026
2025,32,City Facilities,Fire Station #5 - HVAC,Fire Protection Facilities,2024 Bonds,5,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,32,City Facilities,Fire Station #5,Fire Protection Facilities,2017 Bonds,5,10/2026,85000,77435,7565,0,0,85000,,
2025,32,City Facilities,Fire Station #50,Fire Protection Facilities,2024 Bonds,3,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #51,Fire Protection Facilities,2024 Bonds,5,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #52 - HVAC,Fire Protection Facilities,2024 Bonds,3,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #52 - Structure,Fire Protection Facilities,2024 Bonds,3,Ongoing,0,0,0,78600,707400,786000,2026,2027
2025,32,City Facilities,Fire Station #53,Fire Protection Facilities,2024 Bonds,7,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #54,Fire Protection Facilities,2024 Bonds,8,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,32,City Facilities,Fire Station #55,Fire Protection Facilities,2024 Bonds,9,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,33,City Facilities,Fire Station #56,Fire Protection Facilities,2024 Bonds,11,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,33,City Facilities,Fire Station #57,Fire Protection Facilities,2024 Bonds,10,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,33,City Facilities,Fire Station #6,Fire Protection Facilities,2024 Bonds,7,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,33,City Facilities,Fire Station #8 - Electrical,Fire Protection Facilities,2024 Bonds,2,Ongoing,0,0,0,52400,0,52400,2026,2026
2025,33,City Facilities,Fire Station #8 - HVAC,Fire Protection Facilities,2024 Bonds,2,Ongoing,0,0,0,16478,0,16478,2026,2026
2025,33,City Facilities,Fleet/Equipment Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,25000000,353674,24646327,0,0,25000000,,
2025,33,City Facilities,Fleet/Equipment Replacement - EBS,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,3862422,75642,3786780,0,0,3862422,,
2025,33,City Facilities,Fleet/Equipment Replacement (FY20 Fleet Purchases),Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,6985000,286399,6698601,0,0,6985000,,
2025,33,City Facilities,Fleet/Equipment Replacement (FY21 Fleet Purchases),Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,8000000,560672,7439328,0,0,8000000,,
2025,33,City Facilities,FY10 CTS - eCitation,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,1105000,116085,988915,0,0,1105000,,
2025,33,City Facilities,FY10 Sanitation - Fleet Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,4285000,185600,4099400,0,0,4285000,,
2025,33,City Facilities,FY10 Street Services Operational Equipme,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,1360000,60228,1299772,0,0,1360000,,
2025,33,City Facilities,FY18 DPD Fleet Purchases,Fleet/ Equipment Replacement,Internal Service Fund Capital,Citywide,Ongoing,0,31290,-31290,0,0,0,,
2025,33,City Facilities,FY21-22 Mid- Year Projects,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,6151861,767166,5384695,0,0,6151861,,
2025,33,City Facilities,FY22 EAN-DFD Apparatus Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,5147120,342273,4804847,0,0,5147120,,
2025,33,City Facilities,FY22 EAN-EFM General Fleet Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,8200000,305186,7894814,0,0,8200000,,
2025,34,City Facilities,FY22 EAN-SAN Fleet-Equipment Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,8000000,14146,7985854,0,0,8000000,,
2025,34,City Facilities,FY22-23 Mid- Year Projects,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,3309137,1288404,2020733,0,0,3309137,,
2025,34,City Facilities,FY23 EAN-EFM Fleet-Equipment Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,8200000,304628,7895372,0,0,8200000,,
2025,34,City Facilities,FY23 EAN-SAN Fleet-Equipment Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,8000000,1494548,6505452,0,0,8000000,,
2025,34,City Facilities,FY23 EAN-SDM Storm Drainage Management,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,2500000,911506,1588494,0,0,2500000,,
2025,34,City Facilities,FY23 Equipment Notes DFR,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,13286880,85000,13201880,0,0,13286880,,
2025,34,City Facilities,General - Fleet Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,4598741,10170,4588571,0,0,4598741,,
2025,34,City Facilities,General Capital Reserve,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,17425249,8000000,9425249,0,0,17425249,,
2025,34,City Facilities,General Capital Reserve Transfer to Capital,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,38379000,-13500000,51879000,7500000,10000000,55879000,2026,2027
2025,34,City Facilities,General Fleet,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,5637646,101089,5536557,0,0,5637646,,
2025,34,City Facilities,Homeless Assistance - CDSF Project- CD1 (Prop I),Homeless Housing Services,2024 Bonds,1,Ongoing,0,0,0,1000000,0,1000000,2026,2026
2025,34,City Facilities,Homeless Assistance - CDSF Project- CD10 (Prop I),Homeless Housing Services,2024 Bonds,10,Ongoing,0,0,0,500000,0,500000,2026,2026
2025,34,City Facilities,Homeless Assistance - CDSF Project- CD13 (Prop I),Homeless Housing Services,2024 Bonds,13,Ongoing,0,0,0,1000000,0,1000000,2026,2026
2025,34,City Facilities,Homeless Assistance - CDSF Project- CD2 (Prop I),Homeless Housing Services,2024 Bonds,2,Ongoing,0,0,0,1000000,0,1000000,2026,2026
2025,35,City Facilities,Homeless Assistance - CDSF Project- CD7 (Prop I),Homeless Housing Services,2024 Bonds,7,Ongoing,0,0,0,4500000,0,4500000,2026,2026
2025,35,City Facilities,Homeless Assistance - CDSF Project- CD9 (Prop I),Homeless Housing Services,2024 Bonds,9,Ongoing,0,0,0,2500000,0,2500000,2026,2026
2025,35,City Facilities,Homeless Assistance Facilites,Homeless Housing Services,2017 Bonds,Citywide,Ongoing,197760,157460,40300,0,0,197760,,
2025,35,City Facilities,"Homeowner Stabilization, Home Repair, and Displacement Miti",Homeless Housing Services,Other-Housing Department,1,12/2029,40023142,40023142,0,0,0,40023142,,
2025,35,City Facilities,HVAC and generator at The Bridge,Homeless Housing Services,2024 Bonds,Citywide,12/2027,1800000,1800000,0,0,0,1800000,,
2025,35,City Facilities,Internal Computer Support,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,3181286,3181286,0,0,0,3181286,,
2025,35,City Facilities,IT Infrastructure,Technology,Other GO CIP - Debt,Citywide,Ongoing,975000,975000,0,975000,975000,2925000,2026,2027
2025,35,City Facilities,IT Investments,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,24390100,15991498,8398602,0,0,24390100,,
2025,35,City Facilities,IT Network Equipment,Technology,Other GO CIP - Debt,Citywide,Ongoing,2100000,2100000,0,2100000,2100000,6300000,2026,2027
2025,35,City Facilities,IT Network Equipment 1/5 Annual Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,2100000,2100000,0,0,0,2100000,,
