cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2026,year_2027,project_total,start_year,end_year
2025,69,Economic Development,Vickery Meadow Admin,Vickery Meadow Tax Increment Financing District,Other GO CIP - Non-Debt,13,12/2027,758981,318844,440137,0,75000,833981,2027,2027
2025,70,Economic Development,Vickery Meadow TIF - Repayment of Advances,Vickery Meadow Tax Increment Financing District,Other GO CIP - Non-Debt,13,12/2027,31560008,2301367,29258641,0,3518393,35078401,2027,2027
2025,70,Economic Development,Victory North Hi Line Connector Trail Pr,Sports Arena Tax Increment Financing District,Other GO CIP - Non-Debt,"2, 6",Ongoing,11562124,11562124,0,0,0,11562124,,
2025,70,Economic Development,Victory South Parking Garage Improvements,Sports Arena Tax Increment Financing District,Other GO CIP - Non-Debt,2,12/2027,8985001,500000,8485001,0,1000000,9985001,2027,2027
2025,70,Economic Development,Virgin Hotel Project,Design District Tax Increment Financing District,Other GO CIP - Non-Debt,6,Ongoing,2842733,0,2842733,0,0,2842733,,
2025,70,Economic Development,Vista at Kessler/ Stevens Project,Economic Development Bonds,2017 Bonds,1,Ongoing,1175189,0,1175189,0,0,1175189,,
2025,70,Economic Development,Vista at Kessler/ Stevens Project,Fort Worth Avenue Tax Increment Financing District,Other GO CIP - Non-Debt,1,Ongoing,5124811,5124811,0,0,0,5124811,,
2025,70,Economic Development,Wastewater System Improvements-7th St & Beckley Ave,Economic Development Bonds,2017 Bonds,6,Ongoing,520347,0,520347,0,0,520347,,
2025,70,Economic Development,West Dallas - MSRP,Home Ownership/ Development,2017 Bonds,4,Ongoing,800000,800000,0,0,0,800000,,
2025,70,Economic Development,WEST DALLAS - SINGLETON BLVD,Home Ownership/ Development,2012 Bonds,6,Ongoing,1275000,0,1275000,0,0,1275000,,
2025,70,Economic Development,West Dallas - Target Rehab Program,Economic Development Bonds,2017 Bonds,6,Ongoing,1,1,0,0,0,1,,
2025,70,Economic Development,"West End Lofts Mixed-Use, Mixed Income & TOD Project",Economic Development Bonds,2012 Bonds,14,Ongoing,5642395,5642395,0,0,0,5642395,,
2025,70,Economic Development,"West End Lofts Mixed-Use, Mixed Income & TOD Project",Economic Development Incentive Program,Other GO CIP - Non-Debt,14,Ongoing,7357605,7357605,0,0,0,7357605,,
2025,71,Economic Development,"West End Lofts Mixed-Use, Mixed Income Project",City Center Tax Increment Financing District,Other GO CIP - Non-Debt,14,Ongoing,27663142,27663142,0,612534,0,28275676,2026,2026
2025,71,Economic Development,White Pants Digital Marketing Project,Economic Development Incentive Program,Other GO CIP - Non-Debt,2,Ongoing,595339,0,595339,0,0,595339,,
2025,71,Economic Development,Grand Total,,,,,0,0,0,0,0,0,,
2025,"76, 95",Flood Protection And Storm Drainage Management,San Gabriel Drive 4300 Blk,Stormwater Drainage Management,Other GO CIP - Non-Debt,7,02/2026,1678750,850258,828492,0,0,1678750,,
2025,76,Flood Protection And Storm Drainage Management,10101 Royal Highlands Drainage Improvements,Stormwater Drainage Management,2024 Bonds,10,Ongoing,0,0,0,0,17250,17250,2027,2027
2025,76,Flood Protection And Storm Drainage Management,10732 Haven Creek Court,Stormwater Drainage Management,2017 Bonds,10,12/2025,67705,67705,0,0,0,67705,,
2025,76,Flood Protection And Storm Drainage Management,1100 S Harwood St 84 RCP Reroute,Stormwater Drainage Management,Other GO CIP - Non-Debt,14,Ongoing,0,0,0,0,0,0,,
2025,76,Flood Protection And Storm Drainage Management,11th E 1615,Erosion Control,2024 Bonds,4,Ongoing,66413,66413,0,0,376338,442751,2027,2027
2025,76,Flood Protection And Storm Drainage Management,1700 N Field Street Drainage Repair,Stormwater Drainage Management,Other GO CIP - Non-Debt,14,Ongoing,0,0,0,0,0,0,,
2025,76,Flood Protection And Storm Drainage Management,17610-17614 Squaw Valley,Stormwater Drainage Management,Other GO CIP - Debt,12,10/2025,779400,0,779400,0,0,779400,,
2025,76,Flood Protection And Storm Drainage Management,2133 Province,Stormwater Drainage Management,Other GO CIP - Non-Debt,2,Ongoing,0,0,0,99900,0,99900,2026,2026
2025,76,Flood Protection And Storm Drainage Management,2310 Chart Concrete Drainage Channel Repair,Flood Management,2024 Bonds,7,Ongoing,0,0,0,0,81938,81938,2027,2027
2025,76,Flood Protection And Storm Drainage Management,2530 Blanton Outfall Repair,Stormwater Drainage Management,Other GO CIP - Non-Debt,5,Ongoing,0,0,0,0,99900,99900,2027,2027
2025,76,Flood Protection And Storm Drainage Management,4126 Maybeth Drainage Relief,Storm Drainage Relief System,2024 Bonds,6,Ongoing,0,0,0,19838,0,19837,2026,2026
2025,76,Flood Protection And Storm Drainage Management,4209 Rosa Ct Drainage Relief System,Stormwater Drainage Management,Other GO CIP - Debt,13,09/2026,0,-183391,183391,0,0,0,,
2025,76,Flood Protection And Storm Drainage Management,"4209 Rosa Ct, Drainage Relief System",Stormwater Drainage Management,Other GO CIP - Non-Debt,13,09/2026,1500000,1500000,0,0,0,1500000,,
2025,77,Flood Protection And Storm Drainage Management,5827 Bluffman Storm Drainage Relief,Storm Drainage Relief System,2024 Bonds,8,Ongoing,0,0,0,60375,0,60375,2026,2026
2025,77,Flood Protection And Storm Drainage Management,5th Street Drainage Relief System,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,627750,627750,2027,2027
2025,77,Flood Protection And Storm Drainage Management,6231 Pemberton Drainage Relief System,Storm Drainage Relief System,2024 Bonds,13,Ongoing,0,0,0,0,87975,87975,2027,2027
2025,77,Flood Protection And Storm Drainage Management,6750 Willow Storm Drainage Relief,Stormwater Drainage Management,Other GO CIP - Non-Debt,11,Ongoing,0,0,0,91050,0,91050,2026,2026
2025,77,Flood Protection And Storm Drainage Management,6900 Royal Lane Drainage Relief System,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,"11, 13",12/2029,332654,166327,166327,1144000,0,1476654,2026,2026
2025,77,Flood Protection And Storm Drainage Management,9728 Springtree Storm Drainage Relief,Storm Drainage Relief System,2024 Bonds,10,Ongoing,0,0,0,0,70725,70725,2027,2027
2025,77,Flood Protection And Storm Drainage Management,Abshire Lane,Erosion Control,2017 Bonds / Other GO CIP - Debt,2,05/2025,893444,-921030,1814474,0,0,893444,,
2025,77,Flood Protection And Storm Drainage Management,"Alderson, 3700",Stormwater Drainage Management,Other GO CIP - Debt / 2017 Bonds,14,12/2026,2520785,2307110,213675,0,0,2520785,,
2025,77,Flood Protection And Storm Drainage Management,Alpha at Peyton (RL Area 3),Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,11,12/2028,1050000,1050000,0,1236250,5904000,8190250,2026,2027
2025,77,Flood Protection And Storm Drainage Management,Anderson Ave @ Goodman,Stormwater Drainage Management,Other GO CIP - Non-Debt,6,04/2026,373965,332722,41243,0,0,373965,,
2025,77,Flood Protection And Storm Drainage Management,Anderson Bonner Park - DWU Location #1,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,11,Ongoing,49223538,48686983,536555,0,0,49223538,,
2025,77,Flood Protection And Storm Drainage Management,Anderson Bonner Park - DWU Location #2,Stormwater Drainage Management,Other GO CIP - Non-Debt,11,Ongoing,665092,0,665092,0,0,665092,,
2025,78,Flood Protection And Storm Drainage Management,Ash Creek - S Fork Channel Improvements at John West,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,"2, 7",02/2026,2485949,2179500,306449,0,0,2485949,,
2025,78,Flood Protection And Storm Drainage Management,Ash Creek Trib 5B7 Bridge Improvement @ Province,Stormwater Drainage Management,Other GO CIP - Debt,2,12/2028,810000,810000,0,79350,0,889350,2026,2026
2025,78,Flood Protection And Storm Drainage Management,Atlanta St. - South Blvd. to MLK Jr. Blvd.,Storm Drainage Relief System,2024 Bonds,7,Ongoing,0,0,0,86250,0,86250,2026,2026
2025,78,Flood Protection And Storm Drainage Management,Audelia Rd 11655 (Building 8 to 10),Erosion Control,2024 Bonds,10,Ongoing,223387,223387,0,0,1265863,1489250,2027,2027
2025,78,Flood Protection And Storm Drainage Management,Beckley @ Coombs Creek Drinage Study,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,04/2026,125000,1000,124000,0,0,125000,,
2025,78,Flood Protection And Storm Drainage Management,"Bethany Dr (9908), Province Ln (2008, 2016), and Peavy Pl (",Stormwater Drainage Management,Other GO CIP - Debt,2,Ongoing,338733,0,338733,0,0,338733,,
2025,78,Flood Protection And Storm Drainage Management,"Bethany Dr (9908), Province Ln (2008, 2016), and Peavy Pl (2334, 2340, 2344)",Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,2,12/2027,2205000,2205000,0,0,0,2205000,,
2025,78,Flood Protection And Storm Drainage Management,"Bethany Dr (9908), Province Ln (2008, 2016), and Peavy Pl (2334, 2340, 2344)",Stormwater Drainage Management,Other GO CIP - Non-Debt,2,Ongoing,0,0,0,0,0,0,,
2025,78,Flood Protection And Storm Drainage Management,"Betty Jane, 10225",Erosion Control,Other GO CIP - Non-Debt / 2017 Bonds,13,10/2024,629115,157600,471515,0,0,629115,,
2025,78,Flood Protection And Storm Drainage Management,Birchridge 14721,Stormwater Drainage Management,Other GO CIP - Non-Debt,11,Ongoing,0,0,0,51300,290700,342000,2026,2027
2025,78,Flood Protection And Storm Drainage Management,"Brittania Way, 8470-8506, Erosion Control Pilot",Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,10,Ongoing,1363841,566661,797180,0,62100,1425941,2027,2027
2025,79,Flood Protection And Storm Drainage Management,Bruton Terrace Est. Storm Drainage Relief,Storm Drainage Relief System,2024 Bonds,5,Ongoing,0,0,0,86250,0,86250,2026,2026
2025,79,Flood Protection And Storm Drainage Management,Cadiz and Riverfront Bridge,Stormwater Drainage Management,Other GO CIP - Non-Debt,2,11/2024,2461919,0,2461919,0,0,2461919,,
2025,79,Flood Protection And Storm Drainage Management,Calcutta 616 (RL Area 40),Stormwater Drainage Management,Other GO CIP - Non-Debt,3,10/2024,440000,238744,201256,212500,0,652500,2026,2026
2025,79,Flood Protection And Storm Drainage Management,Calm Meadow Drainage Rehabilitation,Stormwater Drainage Management,2024 Bonds,12,Ongoing,0,0,0,0,46575,46575,2027,2027
2025,79,Flood Protection And Storm Drainage Management,Cedar Creek Bridge @ Clarendon,Stormwater Drainage Management,Other GO CIP - Non-Debt,4,04/2026,2800000,2761910,38090,0,0,2800000,,
2025,79,Flood Protection And Storm Drainage Management,Cedar Creek Bridge @ Clarendon (Sta 149+13),Stormwater Drainage Management,Other GO CIP - Non-Debt,4,Ongoing,0,0,0,0,847500,847500,2027,2027
2025,79,Flood Protection And Storm Drainage Management,Cedar Creek Bridge @ Moore,Stormwater Drainage Management,Other GO CIP - Non-Debt,4,04/2026,1476000,1444761,31239,2024000,0,3500000,2026,2026
2025,79,Flood Protection And Storm Drainage Management,Cedar Creek Bridge @ Tyler,Stormwater Drainage Management,Other GO CIP - Debt,1,12/2029,1245000,1245000,0,0,31050,1276050,2027,2027
2025,79,Flood Protection And Storm Drainage Management,Cedar Creek Channel - ATSF RR to Ewing,Stormwater Drainage Management,Other GO CIP - Debt,4,12/2028,261000,261000,0,0,86250,347250,2027,2027
2025,79,Flood Protection And Storm Drainage Management,Cedar Creek Culvert @ Polk,Stormwater Drainage Management,Other GO CIP - Debt,1,12/2028,150000,150000,0,230000,0,380000,2026,2026
2025,79,Flood Protection And Storm Drainage Management,Cedar Creek Culvert @ W. Claredon Drive,Stormwater Drainage Management,Other GO CIP - Non-Debt,4,Ongoing,284883,-134453,419336,0,0,284883,,
2025,79,Flood Protection And Storm Drainage Management,Cedar Creek Culvert @ Winnetka,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,0,0,,
2025,79,Flood Protection And Storm Drainage Management,Cedar Springs Branch - Lomo Alto Dr @ Lemmon Ave,Stormwater Drainage Management,Other GO CIP - Non-Debt,14,08/2026,450000,317690,132310,0,0,450000,,
2025,79,Flood Protection And Storm Drainage Management,Cedar Springs Branch @ Denton,Stormwater Drainage Management,Other GO CIP - Non-Debt,2,Ongoing,0,0,0,0,106050,106050,2027,2027
2025,79,Flood Protection And Storm Drainage Management,Cedar Springs Branch @ Production,Stormwater Drainage Management,Other GO CIP - Non-Debt,2,Ongoing,0,0,0,0,0,0,,
2025,79,Flood Protection And Storm Drainage Management,Chalk Hill Branch Bridge @ N. Counts,Stormwater Drainage Management,Other GO CIP - Non-Debt,3,Ongoing,0,0,0,143400,0,143400,2026,2026
2025,80,Flood Protection And Storm Drainage Management,Chalk Hill Branch Bridge @ S. Counts,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,238800,238800,2027,2027
2025,80,Flood Protection And Storm Drainage Management,Chalk Hill Branch Culvert @ Jefferson,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,108600,108600,2027,2027
2025,80,Flood Protection And Storm Drainage Management,Chalkhill Branch - I30/Loop 12 Interchange,Storm Drainage Relief System,2017 Bonds,6,02/2025,780000,684092,95908,0,0,780000,,
2025,80,Flood Protection And Storm Drainage Management,Channel - Major Maintenance,Stormwater Drainage Management,Other GO CIP - Non-Debt,Citywide,12/2032,-303,-303,0,200000,225000,424697,2026,2027
2025,80,Flood Protection And Storm Drainage Management,Cherry Hill 8647 Storm Drainage Relief,Stormwater Drainage Management,Other GO CIP - Non-Debt,10,Ongoing,0,0,0,0,175080,175080,2027,2027
2025,80,Flood Protection And Storm Drainage Management,Cherrybrook Dam Spillway Rehabilitation,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,5,12/2028,1315344,696000,619344,5104000,0,6419344,2026,2026
2025,80,Flood Protection And Storm Drainage Management,"Claremont 8017, 8023, and 8030",Erosion Control,2024 Bonds,7,Ongoing,109072,109072,0,0,461869,570941,2027,2027
2025,80,Flood Protection And Storm Drainage Management,Clary Dr 10440,Stormwater Drainage Management,Other GO CIP - Non-Debt,9,Ongoing,0,0,0,71100,0,71100,2026,2026
2025,80,Flood Protection And Storm Drainage Management,Clearbrook Lane 10837,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,9,Ongoing,216774,151500,65274,0,0,216774,,
2025,80,Flood Protection And Storm Drainage Management,"Cliffdale, 322",Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,0,0,,
2025,80,Flood Protection And Storm Drainage Management,"Clubcreek Circle 8903, 8907, 8911",Stormwater Drainage Management,Other GO CIP - Non-Debt,10,Ongoing,637529,0,637529,0,155250,792779,2027,2027
2025,80,Flood Protection And Storm Drainage Management,Conrad - Louisiana Area Relief,Stormwater Drainage Management,Other GO CIP - Non-Debt,4,Ongoing,0,0,0,0,361200,361200,2027,2027
2025,80,Flood Protection And Storm Drainage Management,Coombs Creek Bridge @ 9th,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,0,0,,
2025,81,Flood Protection And Storm Drainage Management,Coombs Creek Bridge @ Barnett,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,0,0,,
2025,81,Flood Protection And Storm Drainage Management,Coombs Creek Bridge @ Brooklyndell,Stormwater Drainage Management,Other GO CIP - Debt,1,12/2027,39000,39000,0,1035000,0,1074000,2026,2026
2025,81,Flood Protection And Storm Drainage Management,Coombs Creek Bridge @ Colorado,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,249900,249900,2027,2027
2025,81,Flood Protection And Storm Drainage Management,Coombs Creek Bridge @ Plymouth,Stormwater Drainage Management,Other GO CIP - Debt,1,12/2027,960000,960000,0,0,17250,977250,2027,2027
2025,81,Flood Protection And Storm Drainage Management,Coombs Creek Culvert @ Hampton,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,0,0,,
2025,81,Flood Protection And Storm Drainage Management,Coombs Creek Culvert @ Jefferson- Westmoreland,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,0,0,,
2025,81,Flood Protection And Storm Drainage Management,Coombs Creek Dr 637,Erosion Control,2024 Bonds,1,Ongoing,64125,64125,0,0,222381,286506,2027,2027
2025,81,Flood Protection And Storm Drainage Management,Coombs Creek Flood Management Study Update,Flood Management,2024 Bonds,1,Ongoing,0,0,0,552000,0,552000,2026,2026
2025,81,Flood Protection And Storm Drainage Management,CORP Project No. 40208,Stormwater Drainage Management,Other GO CIP - Non-Debt,Citywide,Ongoing,90090000,10598115,79491885,0,0,90090000,,
2025,81,Flood Protection And Storm Drainage Management,Council District 10,Stormwater Drainage Management,Other GO CIP - Debt,10,Ongoing,1000000,1000000,0,0,0,1000000,,
2025,81,Flood Protection And Storm Drainage Management,Counts S 4690,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,1,Ongoing,260075,210000,50075,0,30600,290675,2027,2027
2025,81,Flood Protection And Storm Drainage Management,Creek Bend Road 7028,Erosion Control,2017 Bonds,12,12/2026,82000,71515,10485,0,0,82000,,
2025,81,Flood Protection And Storm Drainage Management,Cresthaven/Culcourt St Storm Drainage Relief,Storm Drainage Relief System,2024 Bonds,6,Ongoing,0,0,0,175950,0,175950,2026,2026
2025,81,Flood Protection And Storm Drainage Management,Crestview East Addition No. 2 (Beechmont 2779) Drainage Relief System,Stormwater Drainage Management,Other GO CIP - Non-Debt,2,Ongoing,0,0,0,434250,0,434250,2026,2026
2025,82,Flood Protection And Storm Drainage Management,CSDSA Area 31 - Echo Glen,Stormwater Drainage Management,Other GO CIP - Non-Debt,13,01/2027,1500000,1500000,0,3000000,10000000,14500000,2026,2027
2025,82,Flood Protection And Storm Drainage Management,CTP,Stormwater Drainage Management,Other GO CIP - Non-Debt,Citywide,12/2032,1180293,347785,832508,0,0,1180293,,
2025,82,Flood Protection And Storm Drainage Management,Cypress Branch @ Jennie Lee,Flood Management,2017 Bonds / Other GO CIP - Debt,7,02/2025,1827732,846395,981337,0,0,1827732,,
2025,82,Flood Protection And Storm Drainage Management,Dallas Floodway DFE PPA,Stormwater Drainage Management,2006 Bonds / 1998 Bonds,Citywide,12/2027,8546341,45280,8501060,0,0,8546341,,
2025,82,Flood Protection And Storm Drainage Management,Dallas Floodway Extension,Stormwater Drainage Management,Other GO CIP - Non-Debt / 2006 Bonds / 1995 Bonds / 1998 Bonds / 2003 Bonds,Citywide,12/2027,35716793,8553735,27163058,0,0,35716793,,
2025,82,Flood Protection And Storm Drainage Management,Dallas Floodway NFIP Levee Evaluation,Stormwater Drainage Management,Other GO CIP - Non-Debt,Citywide,12/2026,848223,848223,0,0,0,848223,,
2025,82,Flood Protection And Storm Drainage Management,Davenport Road 17911,Erosion Control,2024 Bonds,12,Ongoing,72450,72450,0,0,410550,483000,2027,2027
2025,82,Flood Protection And Storm Drainage Management,Desco 7108,Storm Drainage Relief System,2024 Bonds,13,Ongoing,0,0,0,0,42263,42262,2027,2027
2025,82,Flood Protection And Storm Drainage Management,Dixon Branch - E Prong Culvert @ Mediterranean,Stormwater Drainage Management,Other GO CIP - Non-Debt,10,Ongoing,0,0,0,0,0,0,,
2025,82,Flood Protection And Storm Drainage Management,Dixon Branch,Storm Drainage Relief System,2017 Bonds,9,11/2024,1394900,45436,1349464,0,0,1394900,,
2025,83,Flood Protection And Storm Drainage Management,Dixon Branch Relief System (RL Areas 18 & 19),Stormwater Drainage Management,Other GO CIP - Non-Debt,7,Ongoing,0,0,0,3500000,0,3500000,2026,2026
2025,83,Flood Protection And Storm Drainage Management,Dorrington Circle 3106,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,7,03/2025,245344,155000,90344,0,1632400,1877744,2027,2027
2025,83,Flood Protection And Storm Drainage Management,Dredge Maintenance,Stormwater Drainage Management,Other GO CIP - Non-Debt,Citywide,12/2032,129906,129906,0,200000,0,329906,2026,2026
2025,83,Flood Protection And Storm Drainage Management,East Peaks Upper/ Middle Basin Relief System,Storm Drainage Relief System,2024 Bonds,Citywide,Ongoing,0,0,0,2760000,0,2760000,2026,2026
2025,83,Flood Protection And Storm Drainage Management,El Cerrito 2490 & Hunnicut 8181,Erosion Control,2024 Bonds,7,Ongoing,120749,120749,0,684250,0,804999,2026,2026
2025,83,Flood Protection And Storm Drainage Management,"El Cerrito Storm Drainage, 2470",Erosion Control,2017 Bonds / Other GO CIP - Non-Debt,7,10/2024,573874,0,573874,0,0,573874,,
2025,83,Flood Protection And Storm Drainage Management,El Tivoli @ Reverchon Drainage Relief System,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,12/2027,245624,245624,0,1632400,0,1878024,2026,2026
2025,83,Flood Protection And Storm Drainage Management,El Tivoli Branch Culvert @ Plymouth Road,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,1,12/2028,275704,137852,137852,0,0,275704,,
2025,83,Flood Protection And Storm Drainage Management,Elm Fork Trinity River - Upper East @ Skyline Trail Bridge / Trinity View Park,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,6,12/2028,1705505,1600000,105505,0,0,1705505,,
2025,83,Flood Protection And Storm Drainage Management,Elmwood Branch Bridge @ Melbourne,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,0,399450,399450,2027,2027
2025,83,Flood Protection And Storm Drainage Management,Elmwood Branch Culvert @ Edgefield,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,55650,0,55650,2026,2026
2025,84,Flood Protection And Storm Drainage Management,Elmwood Branch Culvert @ Tyler & Vernon,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,Ongoing,0,0,0,41700,0,41700,2026,2026
2025,84,Flood Protection And Storm Drainage Management,Emergency Pipe Repairs - Major Maintenance of Collapsed Pipe in Critical Areas,Stormwater Drainage Management,Other GO CIP - Non-Debt,Citywide,12/2032,312681,312681,0,0,0,312681,,
2025,84,Flood Protection And Storm Drainage Management,Estes Branch Channel Improvements (2704 Mossglen),Stormwater Drainage Management,Other GO CIP - Non-Debt,7,Ongoing,0,0,0,399450,0,399450,2026,2026
2025,84,Flood Protection And Storm Drainage Management,Eustis Ave 8600-8800 Blk & KCS Railroad Backwater Analysis,Stormwater Drainage Management,Other GO CIP - Debt,9,12/2030,200000,200000,0,19838,0,219838,2026,2026
2025,84,Flood Protection And Storm Drainage Management,"Fair Oaks Crossing, 8555",Stormwater Drainage Management,Other GO CIP - Non-Debt,10,10/2024,594854,0,594854,0,0,594854,,
2025,84,Flood Protection And Storm Drainage Management,"Fair Oaks Detention Basin, Dredging",Stormwater Drainage Management,Other GO CIP - Non-Debt,13,12/2026,793138,691840,101298,0,0,793138,,
2025,84,Flood Protection And Storm Drainage Management,Fairglen Dr 8928,Stormwater Drainage Management,2024 Bonds,10,Ongoing,0,0,0,0,19838,19837,2027,2027
2025,84,Flood Protection And Storm Drainage Management,Flood Management Area - Major Maintenance,Stormwater Drainage Management,Other GO CIP - Non-Debt,Citywide,Ongoing,0,0,0,200000,150000,350000,2026,2027
2025,84,Flood Protection And Storm Drainage Management,Flood Protection - 2024 Bond Projects Reserve,Stormwater Drainage Management,2024 Bonds,Citywide,Ongoing,0,0,0,0,0,0,,
2025,84,Flood Protection And Storm Drainage Management,Forest Lane 9833,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,10,Ongoing,259740,140000,119740,0,0,259740,,
2025,84,Flood Protection And Storm Drainage Management,Forest Ridge 9700 Block-Chiswell 9600 Block,Stormwater Drainage Management,Other GO CIP - Debt,10,01/2025,2481437,2481437,0,0,0,2481437,,
2025,84,Flood Protection And Storm Drainage Management,Forston Ave 18503,Erosion Control,2024 Bonds,12,Ongoing,27169,27169,0,0,153956,181125,2027,2027
2025,84,Flood Protection And Storm Drainage Management,FY 2025 TWBD SERIES 2024B GRANT FUND - 681Z,Stormwater Drainage Management,Storm Drainage Management Capital Program,Citywide,05/2030,23100000,-10598115,33698115,0,0,23100000,,
2025,84,Flood Protection And Storm Drainage Management,Gabion - Major Maintenance,Stormwater Drainage Management,Other GO CIP - Non-Debt,Citywide,12/2032,273741,273741,0,0,0,273741,,
2025,85,Flood Protection And Storm Drainage Management,Gateridge 6841 Storm Drainage Relief,Stormwater Drainage Management,Other GO CIP - Non-Debt,11,Ongoing,0,0,0,0,383760,383760,2027,2027
2025,85,Flood Protection And Storm Drainage Management,Gifford-Roanoke Area Relief System - Phase II/ Brookhollow Bridge,Storm Drainage Relief System,2017 Bonds,2,11/2025,1544217,1282603,261614,0,0,1544217,,
2025,85,Flood Protection And Storm Drainage Management,Gifford-Roanoke Area Relief System - Phase II/Brookhollow Br,Stormwater Drainage Management,Other GO CIP - Debt,2,12/2026,92580,92580,0,0,0,92580,,
2025,85,Flood Protection And Storm Drainage Management,GLEN OAKS 816,Erosion Control,Other GO CIP - Non-Debt,4,03/2025,647705,0,647705,0,0,647705,,
2025,85,Flood Protection And Storm Drainage Management,Glencairn 216,Stormwater Drainage Management,2024 Bonds,8,Ongoing,0,0,0,0,49163,49162,2027,2027
2025,85,Flood Protection And Storm Drainage Management,Glencairn 460,Erosion Control,2024 Bonds,8,Ongoing,73985,73985,0,0,239488,313473,2027,2027
2025,85,Flood Protection And Storm Drainage Management,Grauwyler Gate,Stormwater Drainage Management,Other GO CIP - Non-Debt,2,Ongoing,0,0,0,0,0,0,,
2025,85,Flood Protection And Storm Drainage Management,"Greendale 1721, 1716",Erosion Control,Other GO CIP - Non-Debt / 2017 Bonds,5,10/2024,200529,0,200529,0,0,200529,,
2025,85,Flood Protection And Storm Drainage Management,Greenhollow/ Sapling Way/ Clearsprings RL,Stormwater Drainage Management,Other GO CIP - Non-Debt,11,10/2025,1370700,1171185,199515,3000000,0,4370700,2026,2026
2025,85,Flood Protection And Storm Drainage Management,Greenspan - Kirnwood Area,Stormwater Drainage Management,Other GO CIP - Debt / 2017 Bonds,8,02/2026,291298,222100,69198,0,0,291298,,
2025,85,Flood Protection And Storm Drainage Management,Guildhall-McCree Storm Drainage Relief System,Stormwater Drainage Management,Other GO CIP - Non-Debt,10,03/2025,7299970,6861400,438570,2500000,0,9799970,2026,2026
2025,85,Flood Protection And Storm Drainage Management,Hampton Gate,Storm Drainage Relief System,2017 Bonds,6,Ongoing,54,54,0,0,0,54,,
2025,85,Flood Protection And Storm Drainage Management,Hampton N 635,Erosion Control,2024 Bonds,1,Ongoing,43365,43365,0,0,205275,248640,2027,2027
2025,85,Flood Protection And Storm Drainage Management,Harlandale - Strickland Area,Stormwater Drainage Management,2024 Bonds,4,Ongoing,0,0,0,184575,0,184575,2026,2026
2025,85,Flood Protection And Storm Drainage Management,Harry Hines 5323,Stormwater Drainage Management,2024 Bonds,2,Ongoing,0,0,0,0,36225,36225,2027,2027
2025,86,Flood Protection And Storm Drainage Management,Hatfield Branch @ Seagoville Channel Improvements,Flood Management,2017 Bonds / Other GO CIP - Debt,5,05/2025,1736179,1253000,483179,0,0,1736179,,
2025,86,Flood Protection And Storm Drainage Management,Hatfield Branch Dam Spillway Rehabilitation,Stormwater Drainage Management,Other GO CIP - Debt / Other GO CIP - Non-Debt,5,02/2028,292174,124747,167427,880000,0,1172174,2026,2026
2025,86,Flood Protection And Storm Drainage Management,HEALEY 2116 & KINGSMAN 9869,Erosion Control,2012 Bonds / Other GO CIP - Debt,9,Ongoing,627000,622000,5000,0,0,627000,,
2025,86,Flood Protection And Storm Drainage Management,Hickory Creek Floodplain Management Study,Stormwater Drainage Management,Other GO CIP - Non-Debt,Citywide,12/2025,228066,228066,0,0,0,228066,,
