cip_year,project_type,source_page,department,project_name,project_id,address_location,start_year,end_year,project_description,project_justification,previous_appropriations,project_total,year_2016,year_2017,year_2018
2015,1st/18,127,Street And Thoroughfare,Kiest Blvd (E) from S. Lancaster Rd to Kellogg Ave,,,,,,,1028443,1028443,0,0,0
2015,1st/16,127,Street And Thoroughfare,Kiest Blvd (W) from Beckley Ave to NB IH 35E Service Rd,,,,,,,314700,314700,0,0,0
2015,2nd/16,127,Street And Thoroughfare,Kingsridge Dr (2307-2627) And Silverthorne Dr (2304-2516),,,,,,,80558,80558,0,0,0
2015,2nd/16,128,Street And Thoroughfare,Kingsridge Dr (2307-2627) And Silverthorne Dr (2304-2516),,,,,,,421920,421920,0,0,0
2015,3rd/15,128,Street And Thoroughfare,Kirnwood Dr (306-426) And Ryanridge Dr (7729-7769),,,,,,,166532,166532,0,0,0
2015,4th/16,128,Street And Thoroughfare,Kirnwood Dr from Leigh Ann Dr to Woodspan Dr,,,,,,,0,228800,228800,0,0
2015,3rd/15,128,Street And Thoroughfare,Knollview Dr (14810-14856) And Tophill Cir (7105-7115),,,,,,,21525,21525,0,0,0
2015,4th/16,128,Street And Thoroughfare,Knox from Katy Trail to US 75,,,,,,,0,624495,0,624495,0
2015,3rd/15,128,Street And Thoroughfare,La Avenida Dr (7505-7607) And Meandering Way,,,,,,,183800,183800,0,0,0
2015,3rd/15,128,Street And Thoroughfare,La Avenida Dr (7607-7747) And La Bolsa Dr (7616-7748),,,,,,,322500,322500,0,0,0
2015,3rd/15,128,Street And Thoroughfare,La Cabeza (7707-7765) And Scotia (7702-7718),,,,,,,176800,176800,0,0,0
2015,4th/17,128,Street And Thoroughfare,La Cabeza Dr from Spring Creek Rd To Querida Ln,,,,,,,0,122900,0,122900,0
2015,2nd/15,128,Street And Thoroughfare,La Cosa Dr (7604-7760) And Chalkstone Dr (7605-7747),,,,,,,359702,359702,0,0,0
2015,2nd/15,128,Street And Thoroughfare,La Cosa Dr (7604-7760) And Chalkstone Dr (7605-7747),,,,,,,47154,47154,0,0,0
2015,2nd/15,128,Street And Thoroughfare,La Cosa Dr (7705-7761) And El Padre Ln (7706-7746) A9258,,,,,,,117537,117537,0,0,0
2015,2nd/15,129,Street And Thoroughfare,La Cosa Dr (7705-7761) And El Padre Ln (7706-7746) A9258,,,,,,,23400,23400,0,0,0
2015,2nd/15,129,Street And Thoroughfare,La Cosa Dr (7804-7960) And Fallmeadow Ln (7931-7997),,,,,,,271064,271064,0,0,0
2015,2nd/15,129,Street And Thoroughfare,La Cosa Dr (7804-7960) And Fallmeadow Ln (7931-7997),,,,,,,38513,38513,0,0,0
2015,3rd/15,129,Street And Thoroughfare,La Manga Dr (7707-7765) And La Cabeza Dr (7708-7764),,,,,,,178500,178500,0,0,0
2015,2nd/15,129,Street And Thoroughfare,La Prada - Millmar to Motley,,,,,,,970894,970894,0,0,0
2015,3rd/15,129,Street And Thoroughfare,Lacehaven Dr (14907-14957) And Knollview Dr (14908-14944),,,,,,,37425,37425,0,0,0
2015,3rd/15,129,Street And Thoroughfare,Lafayette Way (6207-6263) And Prestoncrest Ln (6206-6262),,,,,,,27570,27570,0,0,0
2015,3rd/16,129,Street And Thoroughfare,Lake Highlands Trail from the White Rock Creek Trail to Skillman,,,,,,,5392,5392,0,0,0
2015,3rd/16,129,Street And Thoroughfare,Lake Highlands Trail from the White Rock Creek Trail to Skillman,,,,,,,240000,1600000,1360000,0,0
2015,3rd/15,129,Street And Thoroughfare,Lake June Rd. - Pemberton Dr. to C F Hawn Frwy. (Service Rd.),,,,,,,859653,859653,0,0,0
2015,3rd/15,129,Street And Thoroughfare,Lake June Rd. - Pemberton Dr. to C F Hawn Frwy. (Service Rd.),,,,,,,129753,129753,0,0,0
2015,1st/16,129,Street And Thoroughfare,Lakemere Dr (9807-9951) And Crestwick Dr (9806-9940),,,,,,,710,710,0,0,0
2015,1st/16,130,Street And Thoroughfare,Lakemere Dr (9807-9951) And Crestwick Dr (9806-9940),,,,,,,304500,304500,0,0,0
2015,4th/16,130,Street And Thoroughfare,Lamar (S) from IH45 to Hatcher,,,,,,,5678844,5678844,0,0,0
2015,4th/16,130,Street And Thoroughfare,Lamar (S) from IH45 to Hatcher,,,,,,,9878802,9878802,0,0,0
2015,4th/16,130,Street And Thoroughfare,Lanewood Cir from Neering Dr to Jupiter Rd,,,,,,,0,236800,236800,0,0
2015,2nd/16,130,Street And Thoroughfare,Langdon Ave from Thurston Dr to Denton Dr,,,,,,,475420,475420,0,0,0
2015,2nd/16,130,Street And Thoroughfare,Langdon Ave from Thurston Dr to Denton Dr,,,,,,,1422,1422,0,0,0
2015,4th/15,130,Street And Thoroughfare,Lauderdale Dr. - 56th St. south to dead-end,,,,,,,746725,746725,0,0,0
2015,1st/16,130,Street And Thoroughfare,Lavendale Ave (6111-6339) And Azalea Ln (6118-6338),,,,,,,296045,296045,0,0,0
2015,1st/16,130,Street And Thoroughfare,Lavendale Ave (6120-6338) And Royal Ln (6121-6339),,,,,,,268929,268929,0,0,0
2015,1st/16,130,Street And Thoroughfare,Lavendale Ave (6404-6474) And Royal Ln (6405-6475),,,,,,,229200,229200,0,0,0
2015,1st/16,130,Street And Thoroughfare,Lavendale Ave (6405-6441) And Royalton Dr (6456-6480),,,,,,,158550,158550,0,0,0
2015,4th/16,130,Street And Thoroughfare,Lavendale Ave (6908-7048) And Royal Ln (6907-7047),,,,,,,44295,295300,251005,0,0
2015,4th/15,131,Street And Thoroughfare,Lawnview Ave from Scyene Rd to Fairway Ave,,,,,,,451800,451800,0,0,0
2015,1st/18,131,Street And Thoroughfare,Lazy River Dr from Red Bird Ln to University Hills Blvd,,,,,,,0,672300,672300,0,0
2015,1st/16,131,Street And Thoroughfare,Lazy River Dr From Wagon Wheels Trl To E. Red Bird Ln,,,,,,,609400,609400,0,0,0
2015,1st/16,131,Street And Thoroughfare,Lazy River Dr From Wagon Wheels Trl To E. Red Bird Ln,,,,,,,296,296,0,0,0
2015,3rd/15,131,Street And Thoroughfare,Leameadow Dr (7008-7028) And Knollview Dr (14944-14956),,,,,,,22636,22636,0,0,0
2015,4th/17,131,Street And Thoroughfare,Leavalley Dr from Hillwood Ln to Winterwood Ln,,,,,,,0,53200,0,53200,0
2015,1st/17,131,Street And Thoroughfare,Ledbetter Dr (E) from Kolloch Dr To Mayforge Dr,,,,,,,2806,2806,0,0,0
2015,1st/17,131,Street And Thoroughfare,Ledbetter Dr (E) from Kolloch Dr To Mayforge Dr,,,,,,,578100,578100,0,0,0
2015,2nd/15,131,Street And Thoroughfare,Ledbetter Ext. - Merrifield to Mt. Creek (Construction),,,,,,,924,924,0,0,0
2015,2nd/15,131,Street And Thoroughfare,Ledbetter Ext. - Merrifield to Mt. Creek (Engineering),,,,,,,314680,314680,0,0,0
2015,2nd/15,131,Street And Thoroughfare,Ledbetter/Grady Niblo Ext - Merrifield to Mt. Creek,,,,,,,100709,100709,0,0,0
2015,2nd/15,131,Street And Thoroughfare,Ledbetter/Grady Niblo Ext - Merrifield to Mt. Creek,,,,,,,1811136,1811136,0,0,0
2015,2nd/15,132,Street And Thoroughfare,Ledbetter/Grady Niblo Ext - Merrifield to Mt. Creek,,,,,,,243303,243303,0,0,0
2015,4th/17,132,Street And Thoroughfare,Lemmon Ave from W. University Blvd to Bluffview Blvd,,,,,,,0,407700,407700,0,0
2015,2nd/16,132,Street And Thoroughfare,Lindsley from Beacon to Munger,,,,,,,342600,342600,0,0,0
2015,4th/16,132,Street And Thoroughfare,Linfield Rd from Seay Dr To Humphrey Dr,,,,,,,0,57700,57700,0,0
2015,1st/15,132,Street And Thoroughfare,Live Oak -Olive to Central Blvd.,,,,,,,477760,477760,0,0,0
2015,4th/17,132,Street And Thoroughfare,Longhorn Street from Bar X St to Ferguson Rd,,,,,,,3321,3321,0,0,0
2015,4th/17,132,Street And Thoroughfare,Longhorn Street from Bar X St to Ferguson Rd,,,,,,,124905,832700,0,707795,0
2015,Various,132,Street And Thoroughfare,Loop 12 - Spur 408 to IH 35E,,,,,,,126779,126779,0,0,0
2015,1st/16,132,Street And Thoroughfare,Macon St./Sunday St. Railroad Crossing,,,,,,,382430,382430,0,0,0
2015,1st/16,132,Street And Thoroughfare,Macon St./Sunday St. Railroad Crossing,,,,,,,734354,734354,0,0,0
2015,1st/16,132,Street And Thoroughfare,Madison (N) from 7th to 9th,,,,,,,665368,665368,0,0,0
2015,1st/15,132,Street And Thoroughfare,Main St from Good Latimer to Exposition,,,,,,,730200,730200,0,0,0
2015,4th/14,133,Street And Thoroughfare,Main St from Harwood to Lamar,,,,,,,20196,20196,0,0,0
2015,4th/14,133,Street And Thoroughfare,Main St from Harwood to Lamar,,,,,,,14160,730200,716040,0,0
2015,4th/14,133,Street And Thoroughfare,Main St. - Harwood to Good-Latimer,,,,,,,2370510,2370510,0,0,0
2015,3rd/17,133,Street And Thoroughfare,Manana Drive and Park Lane from Larga Drive to Marsh Lane,,,,,,,368969,368969,0,0,0
2015,2nd/16,133,Street And Thoroughfare,Maple Ave from 700' south of Mockingbird Ln to Mockingbird Ln,,,,,,,730200,730200,0,0,0
2015,3rd/15,133,Street And Thoroughfare,Marbrook Dr (12109-12323) And Madeleine Cir (12104-12136),,,,,,,1073,1073,0,0,0
2015,3rd/15,133,Street And Thoroughfare,Marbrook Dr (12109-12323) And Madeleine Cir (12104-12136),,,,,,,43545,43545,0,0,0
2015,4th/14,133,Street And Thoroughfare,Marquis from Norcross to Royal,,,,,,,228811,228811,0,0,0
2015,1st/15,133,Street And Thoroughfare,Marsalis Ave (S) from Elmore Ave to Corning Ave,,,,,,,939081,939081,0,0,0
2015,1st/15,133,Street And Thoroughfare,Marsalis Ave (S) from Elmore Ave to Corning Ave,,,,,,,2218,2218,0,0,0
2015,4th/15,133,Street And Thoroughfare,Mather Ct from Albrook St to S. Randolph Dr,,,,,,,123400,123400,0,0,0
2015,1st/17,133,Street And Thoroughfare,Mayforge Dr from Le Forge Ave To E Ledbetter Dr,,,,,,,294585,294585,0,0,0
2015,4th/15,134,Street And Thoroughfare,McKinney Ave from Hall to Oak Grove,,,,,,,246800,246800,0,0,0
2015,4th/17,134,Street And Thoroughfare,McMillan from Willis to Monticello,,,,,,,28947,28947,0,0,0
2015,4th/17,134,Street And Thoroughfare,McMillan from Willis to Monticello,,,,,,,20310,375600,0,355290,0
2015,3rd/16,134,Street And Thoroughfare,McVey from Beckley to Marsalis,,,,,,,763,763,0,0,0
2015,3rd/16,134,Street And Thoroughfare,McVey from Beckley to Marsalis,,,,,,,1338250,1338250,0,0,0
2015,4th/15,134,Street And Thoroughfare,Meadow Bluff Ln (2703-2755) And W Camp Wisdom Rd (2400-2400),,,,,,,155596,155596,0,0,0
2015,4th/15,134,Street And Thoroughfare,Meadow Dawn Ln (2705-2759) And Meadow Bluff Ln (2706-2756),,,,,,,46702,46702,0,0,0
2015,4th/15,134,Street And Thoroughfare,Meadow Dawn Ln (2705-2759) And Meadow Bluff Ln (2706-2756),,,,,,,211563,211563,0,0,0
2015,4th/15,134,Street And Thoroughfare,Meadow Dawn Ln (2706-2760) And Meadow Harvest Ln (2705-2759),,,,,,,166996,166996,0,0,0
2015,4th/15,134,Street And Thoroughfare,Meadow Gate Ln (2703-2763) And Meadow Isle Ln (2704-2764),,,,,,,195465,195465,0,0,0
2015,4th/15,134,Street And Thoroughfare,Meadow Harvest Ln (2706-2760) And Meadow Isle Ln (2709-2763),,,,,,,166178,166178,0,0,0
2015,4th/15,134,Street And Thoroughfare,Meadow Stone Ln (2705-2759) And Meadow Gate Ln (2710-2762),,,,,,,163265,163265,0,0,0
2015,4th/16,135,Street And Thoroughfare,Meadowcreek Drive Arapaho to Campbell - pedestrian and traffic calming improvements,,,,,,,270135,270135,0,0,0
2015,4th/17,135,Street And Thoroughfare,Meandering Way from Birchwood Dr to Spring Valley Rd,,,,,,,0,207400,207400,0,0
2015,4th/17,135,Street And Thoroughfare,Meandering Way from Spring Valley Rd to Belt Line Rd,,,,,,,0,654300,654300,0,0
2015,1st/18,135,Street And Thoroughfare,Meek St. from Carbondale St. to Hull St.,,,,,,,88201,88201,0,0,0
2015,3rd/16,135,Street And Thoroughfare,Merit from Park Central to Clodus Fields,,,,,,,1052700,1052700,0,0,0
2015,3rd/16,135,Street And Thoroughfare,Merit from Park Central to Clodus Fields,,,,,,,2000,2000,0,0,0
2015,1st/16,135,Street And Thoroughfare,Mican Dr from Schofield Dr to end of pavement,,,,,,,497000,497000,0,0,0
2015,4th/15,135,Street And Thoroughfare,Michigan Ave from Saner Ave to Hobson Ave,,,,,,,444163,444163,0,0,0
2015,1st/16,135,Street And Thoroughfare,Midbury Dr (7806-7848) And Northaven Rd (7807-7847),,,,,,,710,710,0,0,0
2015,1st/16,135,Street And Thoroughfare,Midbury Dr (7806-7848) And Northaven Rd (7807-7847),,,,,,,129434,129434,0,0,0
2015,4th/15,135,Street And Thoroughfare,Mingo Street from Dolphin to Gault,,,,,,,45645,304300,258655,0,0
2015,2nd/16,135,Street And Thoroughfare,Misty Meadow Dr (3403-3523) And Meadowchase Way (17903-17923),,,,,,,110240,110240,0,0,0
2015,2nd/16,136,Street And Thoroughfare,Misty Meadow Dr (3403-3523) And Meadowchase Way (17903-17923),,,,,,,230100,230100,0,0,0
2015,4th/17,136,Street And Thoroughfare,Misty Trl from Golden Creek Rd to Warm Mist Ln,,,,,,,0,85300,0,85300,0
2015,4th/16,136,Street And Thoroughfare,MLK Blvd from R.B. Cullum to S.M. Wright,,,,,,,1037734,1037734,0,0,0
2015,4th/16,136,Street And Thoroughfare,MLK Blvd from R.B. Cullum to S.M. Wright,,,,,,,15059,15059,0,0,0
2015,2nd/16,136,Street And Thoroughfare,Mockingbird Lane Bridge at Santa Barbara Dr,,,,,,,4093,4093,0,0,0
2015,1st/15,136,Street And Thoroughfare,Mockingbird Ln (E) from Rockaway Dr to Hillgreen Dr,,,,,,,935864,935864,0,0,0
2015,1st/15,136,Street And Thoroughfare,Mockingbird Ln (E) from Rockaway Dr to Hillgreen Dr,,,,,,,1279,1279,0,0,0
2015,1st/17,136,Street And Thoroughfare,Mockingbird Ln (W) from Maple to Harry Hines,,,,,,,0,1010100,1010100,0,0
2015,4th/17,136,Street And Thoroughfare,Montclair Ave from Brooklyn Ave to Clarendon Dr,,,,,,,0,165300,0,165300,0
2015,4th/15,136,Street And Thoroughfare,Montie St from Scyene Rd To Junction St,,,,,,,860400,860400,0,0,0
2015,4th/17,136,Street And Thoroughfare,Montreal Ave (S) from Clarendon Dr to Brandon St,,,,,,,0,157500,0,157500,0
2015,2nd/17,136,Street And Thoroughfare,Motor St. - Harry Hines to Stemmons,,,,,,,2647550,2647550,0,0,0
2015,2nd/17,137,Street And Thoroughfare,Motor St. - Harry Hines to Stemmons,,,,,,,2647550,2647550,0,0,0
2015,1st/18,137,Street And Thoroughfare,Motor St. - IH 35E to Medical Center Dr.,,,,,,,14276490,14276490,0,0,0
2015,1st/18,137,Street And Thoroughfare,Motor St. - IH 35E to Medical Center Dr.,,,,,,,1927157,1927157,0,0,0
2015,2nd/16,137,Street And Thoroughfare,Mountain Creek Parkway from 2400’ southeast of Eagle Ford to Clark Road,,,,,,,2500094,2500094,0,0,0
2015,1st/16,137,Street And Thoroughfare,Mt. Nebo Street and Mt. Shasta Street from Mt. Royal Street to Mt. Ranier Street,,,,,,,250074,250074,0,0,0
2015,4th/15,137,Street And Thoroughfare,Mt. Ranier St from Albrook St to N. Randolph St,,,,,,,226800,226800,0,0,0
2015,4th/15,137,Street And Thoroughfare,Munger Blvd (N) from Rieger to Tremont,,,,,,,140867,140867,0,0,0
2015,4th/15,137,Street And Thoroughfare,Munger Blvd (N) from Rieger to Tremont,,,,,,,1135300,1135300,0,0,0
2015,4th/16,137,Street And Thoroughfare,Norcross from Webb Chapel to Cromwell,,,,,,,0,294500,294500,0,0
2015,3rd/16,137,Street And Thoroughfare,North Beckley Ave at Commer Street ~SREC,,,,,,,3566089,3566089,0,0,0
2015,4th/16,137,Street And Thoroughfare,Northaven Trail Extension,,,,,,,256590,1710600,1454010,0,0
2015,4th/17,137,Street And Thoroughfare,Ocalla Ave from Garland Rd to San Fernando Way,,,,,,,0,88100,0,88100,0
2015,4th/17,138,Street And Thoroughfare,Old Ox Rd from Red Bird Ln to Trade Winds Dr,,,,,,,0,196900,0,196900,0
2015,4th/16,138,Street And Thoroughfare,Olive St. at Ross,,,,,,,92233,92233,0,0,0
2015,4th/17,138,Street And Thoroughfare,Olusta Dr from Oklaunion Dr to Murdock Rd,,,,,,,0,205100,0,205100,0
2015,3rd/15,138,Street And Thoroughfare,Omni Convention Center Hotel/CCT Street Infra Project,,,,,,,2078117,2078117,0,0,0
2015,2nd/17,138,Street And Thoroughfare,Overton Rd (E) from Biglow to Garrison,,,,,,,17252,17252,0,0,0
2015,2nd/17,138,Street And Thoroughfare,Overton Rd (E) from Biglow to Garrison,,,,,,,226545,226545,0,0,0
2015,1st/16,138,Street And Thoroughfare,Overwood Rd (9406-9536) And Parkford Dr (9407-9529),,,,,,,888,888,0,0,0
2015,1st/16,138,Street And Thoroughfare,Overwood Rd (9406-9536) And Parkford Dr (9407-9529),,,,,,,241400,241400,0,0,0
2015,3rd/16,138,Street And Thoroughfare,Palacios Ave from Ottawa Rd to Canada Dr,,,,,,,1406,1406,0,0,0
2015,3rd/16,138,Street And Thoroughfare,Palacios Ave from Ottawa Rd to Canada Dr,,,,,,,467628,467628,0,0,0
2015,1st/16,138,Street And Thoroughfare,Park Grove Ln (18627-18851) And Kirkmeadow Ln (4007-4131),,,,,,,302500,302500,0,0,0
2015,1st/19,138,Street And Thoroughfare,Park Ln. - Boedeker to Greenville,,,,,,,302374,302374,0,0,0
2015,1st/19,139,Street And Thoroughfare,Park Ln. - Boedeker to Greenville,,,,,,,748054,748054,0,0,0
2015,4th/19,139,Street And Thoroughfare,Park Ln. - US 75 to Greenville,,,,,,,957225,957225,0,0,0
2015,Various,139,Street And Thoroughfare,Park Ln. Bridge Over Bachman Branch,,,,,,,11400,11400,0,0,0
2015,4th/16,139,Street And Thoroughfare,Park Ln. from Thackery St to Hillcrest Rd,,,,,,,0,171400,171400,0,0
2015,4th/15,139,Street And Thoroughfare,Park Ln. from Tulane St to Edgemere Rd,,,,,,,162600,162600,0,0,0
2015,1st/17,139,Street And Thoroughfare,Parkdale Dr from Laverne Ave to Hilltop St,,,,,,,242900,242900,0,0,0
2015,1st/16,139,Street And Thoroughfare,Parkford Dr (9819-9963) And Ridgehaven Dr (9806-9950),,,,,,,800,800,0,0,0
2015,1st/16,139,Street And Thoroughfare,Parkford Dr (9819-9963) And Ridgehaven Dr (9806-9950),,,,,,,308400,308400,0,0,0
2015,4th/17,139,Street And Thoroughfare,"Parkshire, Lizshire, Sanshire, Danashire, Debshire, Clayshire, Pegshire",,,,,,,0,371200,0,371200,0
2015,Various,139,Street And Thoroughfare,Partial Reconstruction of Major Thoroughfares,,,,,,,2500000,5000000,2500000,0,0
2015,1st/15,139,Street And Thoroughfare,Patton from Davis to 6th,,,,,,,184145,184145,0,0,0
2015,1st/16,139,Street And Thoroughfare,Pearl -Commerce to Live Oak,,,,,,,157426,157426,0,0,0
2015,1st/16,140,Street And Thoroughfare,Pearl -Commerce to Live Oak,,,,,,,4268092,4268092,0,0,0
2015,4th/16,140,Street And Thoroughfare,Peavy Rd from E. Lake Highlands Dr to Northcliff Dr,,,,,,,0,351700,351700,0,0
2015,Various,140,Street And Thoroughfare,Pedestrian Way on Elm St. between Ervay and Stone St.,,,,,,,2335629,2335629,0,0,0
2015,4th/16,140,Street And Thoroughfare,Pensive from Walnut Hill to Merrell,,,,,,,0,327900,327900,0,0
2015,4th/16,140,Street And Thoroughfare,Phoenix from Fair Oaks to Holly Hill,,,,,,,851950,851950,0,0,0
2015,3rd/14,140,Street And Thoroughfare,Plowman Ave. - Tilden to Oakenwald St.,,,,,,,1722,1722,0,0,0
2015,4th/14,140,Street And Thoroughfare,Plummer Dr from Strayhorn Dr to Ferguson Rd,,,,,,,15079,15079,0,0,0
2015,4th/14,140,Street And Thoroughfare,Plummer Dr from Strayhorn Dr to Ferguson Rd,,,,,,,548102,548102,0,0,0
2015,4th/17,140,Street And Thoroughfare,Polk St (S) from Town Creek Drive to Brook Valley Lane,,,,,,,0,98800,0,98800,0
2015,1st/17,140,Street And Thoroughfare,Polk St from Jefferson Blvd to Davis,,,,,,,0,474600,474600,0,0
2015,4th/15,140,Street And Thoroughfare,Polk St. (S) - Ferndale Ave. to Clarendon Ave.,,,,,,,350445,350445,0,0,0
2015,4th/15,140,Street And Thoroughfare,Polk St. (S) - Ferndale Ave. to Clarendon Ave.,,,,,,,1769354,1769354,0,0,0
2015,3rd/15,141,Street And Thoroughfare,Polk St. (S) - Wilbur St. to Ferndale Ave.,,,,,,,144561,144561,0,0,0
2015,3rd/15,141,Street And Thoroughfare,Polk St. (S) - Wilbur St. to Ferndale Ave.,,,,,,,881701,881701,0,0,0
2015,1st/17,141,Street And Thoroughfare,Polk/Tyler Roundabouts,,,,,,,65743,65743,0,0,0
2015,1st/17,141,Street And Thoroughfare,Polk/Tyler Roundabouts,,,,,,,316038,316038,0,0,0
2015,Various,141,Street And Thoroughfare,Preston Rd. at Royal Ln. (CMAQ),,,,,,,15000,15000,0,0,0
2015,Various,141,Street And Thoroughfare,Preston Road at Beltline (CMAQ),,,,,,,15000,15000,0,0,0
2015,4th/15,141,Street And Thoroughfare,Prestonshire from Tulane to Edgemere,,,,,,,162800,162800,0,0,0
2015,Various,141,Street And Thoroughfare,Public Art Administration - Specified Streets,,,,,,,48998,48998,0,0,0
2015,Various,141,Street And Thoroughfare,Public Art Administration - Streets and Thoroughfares,,,,,,,97247,97247,0,0,0
2015,Various,141,Street And Thoroughfare,Public Art Administration - Streets and Transportation,,,,,,,133520,133520,0,0,0
2015,Various,141,Street And Thoroughfare,Public Art Administration - Streets and Transportation,,,,,,,305961,305961,0,0,0
2015,Various,141,Street And Thoroughfare,Public Art Projects - Streets and Thoroughfares,,,,,,,29900,29900,0,0,0
2015,Various,142,Street And Thoroughfare,Public Art Projects - Streets and Thoroughfares,,,,,,,350086,350086,0,0,0
2015,3rd/15,142,Street And Thoroughfare,Racine Dr (6507-6711) And Autumn Woods Trl (6506-6658),,,,,,,418588,418588,0,0,0
2015,4th/17,142,Street And Thoroughfare,Racine Dr from Kirnwood to Cleardale,,,,,,,0,150400,0,150400,0
2015,4th/14,142,Street And Thoroughfare,Ravehill Ln from Waycross Dr to Prichard Ln,,,,,,,384938,384938,0,0,0
2015,4th/14,142,Street And Thoroughfare,Ravehill Ln from Waycross Dr to Prichard Ln,,,,,,,1768,1768,0,0,0
2015,3rd/16,142,Street And Thoroughfare,Red Bird Area Street Improvements,,,,,,,0,1987800,0,0,0
2015,1st/16,142,Street And Thoroughfare,RED BIRD LANE AND POLK STREET,,,,,,,69945,69945,0,0,0
2015,4th/17,142,Street And Thoroughfare,Red Bird Ln (W) from S Polk Street to Bar Harbor Drive,,,,,,,0,765000,765000,0,0
2015,1st/16,142,Street And Thoroughfare,Red Fern Ln From Coit Rd To Blossomheath Ln,,,,,,,111,111,0,0,0
2015,1st/16,142,Street And Thoroughfare,Red Fern Ln From Coit Rd To Blossomheath Ln,,,,,,,601200,601200,0,0,0
2015,4th/14,142,Street And Thoroughfare,Regent from Webb Chapel to Countess,,,,,,,240775,240775,0,0,0
2015,1st/16,142,Street And Thoroughfare,Reynoldston from Hampton to Heather Glen,,,,,,,155079,1079499,0,924420,0
2015,4th/17,143,Street And Thoroughfare,Rialto Dr from Glen Regal Dr to Bunche Dr,,,,,,,0,73000,0,73000,0
2015,1st/16,143,Street And Thoroughfare,Rilla Ave from Dasch St To Hillburn Dr,,,,,,,532,532,0,0,0
2015,1st/16,143,Street And Thoroughfare,Rilla Ave from Dasch St To Hillburn Dr,,,,,,,277185,277185,0,0,0
2015,4th/17,143,Street And Thoroughfare,Riverfront Blvd. - Cadiz St. to Continental Ave.,,,,,,,462597,462597,0,0,0
2015,4th/17,143,Street And Thoroughfare,Riverfront Blvd. - Cadiz St. to Continental Ave.,,,,,,,3391396,3391396,0,0,0
2015,4th/17,143,Street And Thoroughfare,Riverfront Blvd. - Cadiz St. to Continental Ave.,,,,,,,25147,25147,0,0,0
2015,4th/17,143,Street And Thoroughfare,Riverfront Blvd. - Cadiz St. to Continental Ave.,,,,,,,495917,495917,0,0,0
2015,4th/17,143,Street And Thoroughfare,Roanoke Ave from Huron Dr to Mohawk Dr,,,,,,,0,53800,0,53800,0
2015,1st/16,143,Street And Thoroughfare,Rockwood St from Jerden Ln to Pembroke Ave,,,,,,,1045540,1045540,0,0,0
2015,1st/16,143,Street And Thoroughfare,Rocky Ridge Rd From E Ledbetter Dr To Woodacre Dr,,,,,,,408100,408100,0,0,0
2015,4th/15,143,Street And Thoroughfare,Rolling Vista Dr from Woodbriar Dr to Harvest Glen Dr,,,,,,,168900,168900,0,0,0
2015,4th/15,143,Street And Thoroughfare,Ross Ave from N. Field St to Crockette St,,,,,,,441000,441000,0,0,0
2015,2nd/15,144,Street And Thoroughfare,Roundrock Rd (7707-7823) And Briaridge Rd (7708-7820),,,,,,,139266,139266,0,0,0
2015,2nd/15,144,Street And Thoroughfare,Roundrock Rd (7707-7823) And Briaridge Rd (7708-7820),,,,,,,27250,27250,0,0,0
2015,3rd/15,144,Street And Thoroughfare,Routh St. - Ross to San Jacinto,,,,,,,70783,70783,0,0,0
2015,3rd/15,144,Street And Thoroughfare,Routh St. - Ross to San Jacinto,,,,,,,2815029,2815029,0,0,0
2015,4th/14,144,Street And Thoroughfare,Royal Club from Merrell to Regent,,,,,,,271839,271839,0,0,0
2015,3rd/17,144,Street And Thoroughfare,Royal Lane at Denton,,,,,,,500000,500000,0,0,0
2015,4th/15,144,Street And Thoroughfare,Royal Ln from Marsh Lane to Cox Lane,,,,,,,391100,391100,0,0,0
2015,4th/16,144,Street And Thoroughfare,Runyon Creek Greenbelt Trail (Glendale Park Loop Trail from Wagon Wheels Trl. and Lazy River Dr. south along Ricketts Br.),,,,,,,436271,3673600,2932896,304433,0
2015,4th/16,144,Street And Thoroughfare,Runyon Creek Greenbelt Trail (Glendale Park Loop Trail from Wagon Wheels Trl. and Lazy River Dr. south along Ricketts Br.),,,,,,,2410,2410,0,0,0
2015,4th/16,144,Street And Thoroughfare,Rupley Ln from Sunland St to Jupiter Rd,,,,,,,0,153600,153600,0,0
2015,3rd/15,144,Street And Thoroughfare,Rustic Valley Dr (7238-7420) And Echo Bluff Dr (7104-7132),,,,,,,409600,409600,0,0,0
2015,4th/15,144,Street And Thoroughfare,Rustown Dr from Oates Dr to Inadale Ave,,,,,,,170400,170400,0,0,0
2015,4th/15,145,Street And Thoroughfare,San Leon Ave. - Glencliff Dr. to Dead End,,,,,,,610389,610389,0,0,0
2015,1st/15,145,Street And Thoroughfare,Saner Ave (E) from Michigan Ave to S. Marsalis Ave,,,,,,,856,856,0,0,0
2015,1st/15,145,Street And Thoroughfare,Saner Ave (E) from Michigan Ave to S. Marsalis Ave,,,,,,,144582,144582,0,0,0
2015,1st/18,145,Street And Thoroughfare,Santa Clara Dr from Lakeland Dr to Ocalla Ave,,,,,,,242400,242400,0,0,0
2015,4th/17,145,Street And Thoroughfare,Sebring Dr from Tioga St to Soft Wind Dr,,,,,,,0,176500,0,176500,0
2015,2nd/16,145,Street And Thoroughfare,Seedling Ln (2304-2524) And Old Mill Rd (2311-2519),,,,,,,353100,353100,0,0,0
2015,2nd/16,145,Street And Thoroughfare,Seedling Ln (2304-2524) And Old Mill Rd (2311-2519),,,,,,,71732,71732,0,0,0
