cip_year,project_type,source_page,department,project_name,project_id,address_location,start_year,end_year,project_description,project_justification,previous_appropriations,project_total,year_2016,year_2017,year_2018
2015,4th/15,109,Street And Thoroughfare,Coach Light Rd (7204-7260) And Pecan Ridge Dr (7322-7346),,,,,,,316100,316100,0,0,0
2015,4th/16,109,Street And Thoroughfare,Cockrell Hill - Davis to the City Limit,,,,,,,41723,41723,0,0,0
2015,3rd/18,109,Street And Thoroughfare,Cockrell Hill - LaReunion to Singleton,,,,,,,3781064,5679535,0,1898471,0
2015,4th/17,109,Street And Thoroughfare,Cole from Harvard to Lee,,,,,,,567439,1194966,627527,0,0
2015,2nd/16,109,Street And Thoroughfare,Colorado Blvd/Beckley Ave Area Sidewalk Enhancement,,,,,,,1775941,1775941,0,0,0
2015,2nd/16,110,Street And Thoroughfare,Colorado Blvd/Beckley Ave Area Sidewalk Enhancement,,,,,,,1555168,1555168,0,0,0
2015,2nd/17,110,Street And Thoroughfare,Columbia at Fitzhugh,,,,,,,27098,95045,67947,0,0
2015,Various,110,Street And Thoroughfare,Comcast Utility Operate,,,,,,,150000,150000,0,0,0
2015,1st/17,110,Street And Thoroughfare,Commerce St. - Levee to Hampton,,,,,,,294992,294992,0,0,0
2015,1st/17,110,Street And Thoroughfare,Commerce St. - Levee to Hampton,,,,,,,297750,297750,0,0,0
2015,4th/15,110,Street And Thoroughfare,Community - Harry Hines to Northwest Hwy.,,,,,,,1118447,1118447,0,0,0
2015,4th/17,110,Street And Thoroughfare,Community - NW Hwy. to Denton Rd.,,,,,,,54000,54000,0,0,0
2015,4th/16,110,Street And Thoroughfare,Continental - Industrial to IH 35E,,,,,,,142201,142201,0,0,0
2015,4th/16,110,Street And Thoroughfare,Continental - Industrial to IH 35E,,,,,,,5728162,5728162,0,0,0
2015,Various,110,Street And Thoroughfare,Contingency Reserve - 2003 Bond Program Specified Streets Proposition,,,,,,,811512,811512,0,0,0
2015,Various,110,Street And Thoroughfare,Contingency Reserve - 2003 Bond Program Street and Thoroughfares Proposition,,,,,,,27138,27138,0,0,0
2015,Various,110,Street And Thoroughfare,Contingency Reserve - 2003 Bond Program Street and Thoroughfares Proposition,,,,,,,1891,1891,0,0,0
2015,Various,111,Street And Thoroughfare,Contingency Reserve - 2006 Bond Program Steet & Transportation Improvements Proposition,,,,,,,1966,1966,0,0,0
2015,Various,111,Street And Thoroughfare,Contingency Reserve - 2006 Bond Program Steet & Transportation Improvements Proposition,,,,,,,0,3632617,0,3275392,357225
2015,Various,111,Street And Thoroughfare,Contingency Reserve - 2012 Bond Program Street & Transportation Improvements Proposition,,,,,,,0,1258117,29943,1228174,0
2015,4th/17,111,Street And Thoroughfare,Coolglen Dr from Meadowcreek Dr to end of pavement,,,,,,,0,105700,0,105700,0
2015,4th/15,111,Street And Thoroughfare,Coombs Creek Trail Phase III (Stevens Park Tennis Court to H),,,,,,,1473982,1473982,0,0,0
2015,3rd/16,111,Street And Thoroughfare,Coral Gables Dr (3608-3660) And Pallos Verdas Dr (3627-3675),,,,,,,186000,186000,0,0,0
2015,4th/15,111,Street And Thoroughfare,Corinth St (S) from Woodbine Ave to 11th St,,,,,,,243400,243400,0,0,0
2015,4th/14,111,Street And Thoroughfare,Countess from Camelot to end of pavement north of Regent,,,,,,,383229,383229,0,0,0
2015,1st/16,111,Street And Thoroughfare,Country Brook Dr (4204-4328),,,,,,,252369,252369,0,0,0
2015,4th/15,111,Street And Thoroughfare,Crenshaw Dr from Cushing Dr to Old Seagoville Rd,,,,,,,851950,851950,0,0,0
2015,1st/16,111,Street And Thoroughfare,Crest Brook Dr (11311-11439) And Parkchester Dr (11402-11468),,,,,,,342238,342238,0,0,0
2015,3rd/16,111,Street And Thoroughfare,Cromwell Dr (12112-12132) And High Mesa Dr (3404-3416),,,,,,,81700,81700,0,0,0
2015,3rd/15,112,Street And Thoroughfare,Cypress Hills Dr from La Cosa Dr to south of Liberty Hill (east side),,,,,,,109519,109519,0,0,0
2015,4th/15,112,Street And Thoroughfare,Dahman Cir from Church Rd to end of pavement,,,,,,,3085,3085,0,0,0
2015,4th/15,112,Street And Thoroughfare,Dahman Cir from Church Rd to end of pavement,,,,,,,228300,228300,0,0,0
2015,4th/17,112,Street And Thoroughfare,Dale Crest Dr from Park Ln to Walnut Hill Ln,,,,,,,277,277,0,0,0
2015,4th/17,112,Street And Thoroughfare,Dale Crest Dr from Park Ln to Walnut Hill Ln,,,,,,,272383,272383,0,0,0
2015,Various,112,Street And Thoroughfare,Dallas County - 2006 Call for Projects,,,,,,,888704,888704,0,0,0
2015,4th/15,112,Street And Thoroughfare,Danbury Ln from Abrams Rd to Kelman St,,,,,,,112500,112500,0,0,0
2015,4th/17,112,Street And Thoroughfare,Davis - Hampton to Westmoreland,,,,,,,2806,5293840,0,5291034,0
2015,4th/16,112,Street And Thoroughfare,Davis Street from Beckley to Hampton,,,,,,,680,680,0,0,0
2015,4th/16,112,Street And Thoroughfare,Davis Street from Beckley to Hampton,,,,,,,276941,276941,0,0,0
2015,2nd/16,112,Street And Thoroughfare,Daybreak Dr (2303-2715) And Harbinger Ln (2304- 2612),,,,,,,429740,429740,0,0,0
2015,2nd/16,112,Street And Thoroughfare,Daybreak Dr (2303-2715) And Harbinger Ln (2304- 2612),,,,,,,109760,109760,0,0,0
2015,2nd/15,113,Street And Thoroughfare,Deep Ellum Streetscape Design Project,,,,,,,371698,371698,0,0,0
2015,3rd/16,113,Street And Thoroughfare,Deep Valley Dr (3920-3980) And Clear Cove Ln (3911-3951),,,,,,,318700,318700,0,0,0
2015,4th/15,113,Street And Thoroughfare,Deerwood Dr from Library Ln To End of Pavement,,,,,,,59600,59600,0,0,0
2015,4th/15,113,Street And Thoroughfare,Del Roy Dr (5209-5439) And Preston Haven Dr (5208-5438),,,,,,,60310,60310,0,0,0
2015,4th/15,113,Street And Thoroughfare,Del Roy Dr (5209-5439) And Preston Haven Dr (5208-5438),,,,,,,296400,296400,0,0,0
2015,3rd/15,113,Street And Thoroughfare,Delmeta Dr (6811-6957) And Quarterway Dr (6810-6950),,,,,,,44520,44520,0,0,0
2015,4th/16,113,Street And Thoroughfare,Denton Drive Phase 1 (Walnut Hill to Royal),,,,,,,2824906,2824906,0,0,0
2015,4th/16,113,Street And Thoroughfare,Denton Drive Phase 1 (Walnut Hill to Royal),,,,,,,3166093,3166093,0,0,0
2015,3rd/15,113,Street And Thoroughfare,Dickerson St. - McCallum Blvd. to Frankford Rd.,,,,,,,54637,54637,0,0,0
2015,3rd/15,113,Street And Thoroughfare,Dickerson St. - McCallum Blvd. to Frankford Rd.,,,,,,,3323298,3323298,0,0,0
2015,4th/14,113,Street And Thoroughfare,Duchess from Royal Club to Marquis,,,,,,,182064,182064,0,0,0
2015,1st/16,113,Street And Thoroughfare,Duffield Dr (6321-6415) And Earthwind Dr (17134-17222),,,,,,,141496,141496,0,0,0
2015,4th/17,114,Street And Thoroughfare,Earlport Dr from Roundrock Rd to Winterwood Ln,,,,,,,0,73400,0,73400,0
2015,4th/14,114,Street And Thoroughfare,Earlshire from Regent to Royal,,,,,,,44335,44335,0,0,0
2015,1st/16,114,Street And Thoroughfare,Earthwind Dr (17101-17409) And Campbell Rd (6001-6101),,,,,,,509291,509291,0,0,0
2015,1st/16,114,Street And Thoroughfare,East Dallas Veloway - Phase 2A,,,,,,,501075,501075,0,0,0
2015,4th/15,114,Street And Thoroughfare,Easton Rd from Garland Rd to Gus Thomasson (Zacha Dr),,,,,,,451800,451800,0,0,0
2015,4th/16,114,Street And Thoroughfare,Easton Rd from Northwest Highway to concrete east of Bon Aire Dr,,,,,,,0,710700,710700,0,0
2015,4th/16,114,Street And Thoroughfare,Edgefield from Clarendon to Illinois,,,,,,,15324,889600,874276,0,0
2015,4th/15,114,Street And Thoroughfare,Edgemere from Park Lane to Prestonshire,,,,,,,141700,141700,0,0,0
2015,2nd/15,114,Street And Thoroughfare,El Padre Ln (7707-7747) And El Santo Ln (7706-7746),,,,,,,133549,133549,0,0,0
2015,2nd/15,114,Street And Thoroughfare,El Padre Ln (7707-7747) And El Santo Ln (7706-7746),,,,,,,23460,23460,0,0,0
2015,3rd/15,114,Street And Thoroughfare,Elm St. - Good Latimer to Hall,,,,,,,482015,482015,0,0,0
2015,3rd/15,114,Street And Thoroughfare,Elm St. - Good Latimer to Hall,,,,,,,6194419,6194419,0,0,0
2015,3rd/15,115,Street And Thoroughfare,Elm St. - Good Latimer to Hall,,,,,,,35406,35406,0,0,0
2015,4th/15,115,Street And Thoroughfare,Elm St. at Market,,,,,,,82138,82138,0,0,0
2015,1st/16,115,Street And Thoroughfare,Elmdale Pl from Polk St to Tyler St,,,,,,,3299,3299,0,0,0
2015,1st/16,115,Street And Thoroughfare,Elmdale Pl from Polk St to Tyler St,,,,,,,471031,471031,0,0,0
2015,3rd/15,115,Street And Thoroughfare,Elmwood Parkway pedestrian connection to Kiest Park,,,,,,,963132,963132,0,0,0
2015,3rd/15,115,Street And Thoroughfare,Elmwood Parkway pedestrian connection to Kiest Park,,,,,,,1000,1000,0,0,0
2015,4th/14,115,Street And Thoroughfare,Emerald Isle Dr from Garland Rd to park entrance (1000-1100 blocks),,,,,,,115400,115400,0,0,0
2015,4th/15,115,Street And Thoroughfare,Emeraldwood Dr from Harvest Glen Dr to Belt Line Rd,,,,,,,46106,46106,0,0,0
2015,4th/17,115,Street And Thoroughfare,Empire Central St from Harry Hines Blvd to Heartsill Dr,,,,,,,0,374300,374300,0,0
2015,1st/16,115,Street And Thoroughfare,Estate Ln (10111-10171) And Caribou Trl (9909-9949) A8686,,,,,,,190210,190210,0,0,0
2015,3rd/17,115,Street And Thoroughfare,Ewing Ave (S) from Galloway Ave to Genoa Ave,,,,,,,3027,3027,0,0,0
2015,3rd/17,115,Street And Thoroughfare,Ewing Ave (S) from Galloway Ave to Genoa Ave,,,,,,,174150,1161000,986850,0,0
2015,4th/15,116,Street And Thoroughfare,Ewing Ave (S) from IH 35 to Viola,,,,,,,94702,94702,0,0,0
2015,4th/15,116,Street And Thoroughfare,Ewing from 8th to Comal,,,,,,,305500,305500,0,0,0
2015,3rd/15,116,Street And Thoroughfare,Fair Park Link - Exposition to Hall,,,,,,,2460664,2460664,0,0,0
2015,2nd/15,116,Street And Thoroughfare,Fallmeadow Ln (7612-7668) And Meandering Way (14800-14800),,,,,,,161919,161919,0,0,0
2015,2nd/15,116,Street And Thoroughfare,Fallmeadow Ln (7612-7668) And Meandering Way (14800-14800),,,,,,,33060,33060,0,0,0
2015,Various,116,Street And Thoroughfare,Farmers Market Pearl Utilities Relocation ~ SREC,,,,,,,37150,37150,0,0,0
2015,4th/15,116,Street And Thoroughfare,Ferguson Rd. at Gus Thomasson,,,,,,,98199,98199,0,0,0
2015,1st/16,116,Street And Thoroughfare,Fern Ave from Godfrey Ave To C F Hawn Serv Rd,,,,,,,592,592,0,0,0
2015,1st/16,116,Street And Thoroughfare,Fern Ave from Godfrey Ave To C F Hawn Serv Rd,,,,,,,149153,149153,0,0,0
2015,4th/16,116,Street And Thoroughfare,Ferndale Rd from Linkwood to Longmont,,,,,,,0,66700,66700,0,0
2015,4th/16,116,Street And Thoroughfare,Ferndale Rd from Shoreview to NW Highway,,,,,,,0,91500,91500,0,0
2015,4th/17,116,Street And Thoroughfare,Ferndale Rd from Walnut Hill Ln to Vistadale Dr,,,,,,,20695,20695,0,0,0
2015,4th/17,117,Street And Thoroughfare,Ferndale Rd from Walnut Hill Ln to Vistadale Dr,,,,,,,752218,752218,0,0,0
2015,4th/15,117,Street And Thoroughfare,Fernheath Ln from South Beltline Rd. to Dead End,,,,,,,1277825,1277825,0,0,0
2015,1st/16,117,Street And Thoroughfare,Five Mile Dr from Frio Dr To Burnside Ave,,,,,,,213000,213000,0,0,0
2015,1st/16,117,Street And Thoroughfare,Five Mile Dr from Frio Dr To Burnside Ave,,,,,,,296,296,0,0,0
2015,2nd/16,117,Street And Thoroughfare,Flag Pole Hill Trail from Goforth to the future Park facility at the Jules Muchart Army Reserve Building,,,,,,,5200,5200,0,0,0
2015,2nd/16,117,Street And Thoroughfare,Flag Pole Hill Trail from Goforth to the future Park facility at the Jules Muchart Army Reserve Building,,,,,,,180000,1200000,1020000,0,0
2015,Various,117,Street And Thoroughfare,Flowerdale Ln and Catamore Ln- Dundee to Royal Chapel Dr,,,,,,,110013,110013,0,0,0
2015,Various,117,Street And Thoroughfare,Flowerdale Ln and Catamore Ln- Dundee to Royal Chapel Dr,,,,,,,36060,36060,0,0,0
2015,3rd/16,117,Street And Thoroughfare,Fordham from Bonnie View to Illinois,,,,,,,2249,2249,0,0,0
2015,3rd/16,117,Street And Thoroughfare,Fordham from Bonnie View to Illinois,,,,,,,1521300,1521300,0,0,0
2015,4th/16,117,Street And Thoroughfare,Forest from High Meadow to Josey,,,,,,,0,1277900,1277900,0,0
2015,4th/16,117,Street And Thoroughfare,Forest Ln from Preston Haven Dr to High Forest Dr,,,,,,,0,273800,273800,0,0
2015,1st/17,118,Street And Thoroughfare,Fort Worth Ave from Sylvan to West Commerce,,,,,,,5192,5192,0,0,0
2015,1st/17,118,Street And Thoroughfare,Fort Worth Ave from Sylvan to West Commerce,,,,,,,1406166,1406166,0,0,0
2015,Various,118,Street And Thoroughfare,Fort Worth Ave. - Streetscape Design,,,,,,,198500,198500,0,0,0
2015,3rd/15,118,Street And Thoroughfare,Fox Hill Ln (5949-5977) and W. Red Bird (1007-1031),,,,,,,115600,115600,0,0,0
2015,3rd/16,118,Street And Thoroughfare,Frankford at Kelly,,,,,,,31950,31950,0,0,0
2015,3rd/16,118,Street And Thoroughfare,Frankford at Kelly,,,,,,,231527,231527,0,0,0
2015,4th/15,118,Street And Thoroughfare,Freeport Dr from Gross Rd to Bluffton Dr,,,,,,,76700,76700,0,0,0
2015,3rd/16,118,Street And Thoroughfare,Gardenview Dr from Alto Garden Dr to Loma Garden Av,,,,,,,220410,1469400,1248990,0,0
2015,2nd/16,118,Street And Thoroughfare,Gentle River Dr from end of pavement to Hidden Trail Dr,,,,,,,456400,456400,0,0,0
2015,2nd/16,118,Street And Thoroughfare,Gentle River Dr from end of pavement to Hidden Trail Dr,,,,,,,1767,1767,0,0,0
2015,4th/17,118,Street And Thoroughfare,Glen Regal Dr from Rialto Dr To Hallum St,,,,,,,0,149700,0,149700,0
2015,4th/16,118,Street And Thoroughfare,Goldwood Dr from Polk to Woodspan,,,,,,,0,304300,304300,0,0
2015,2nd/16,119,Street And Thoroughfare,Gooch St from S Lancaster Rd To Tracy Rd Block,,,,,,,196,196,0,0,0
2015,2nd/16,119,Street And Thoroughfare,Gooch St from S Lancaster Rd To Tracy Rd Block,,,,,,,184980,1285700,1100720,0,0
2015,2nd/15,119,Street And Thoroughfare,Good Latimer Expwy. (S) - Ferris St. to Corinth St.,,,,,,,222458,222458,0,0,0
2015,2nd/15,119,Street And Thoroughfare,Good Latimer Expwy. (S) - R. L. Thornton Frwy. to Dawson,,,,,,,938277,938277,0,0,0
2015,2nd/17,119,Street And Thoroughfare,Good Latimer Expwy. (S) -Dawson St. to Ferris St.,,,,,,,827860,827860,0,0,0
2015,2nd/17,119,Street And Thoroughfare,Good Latimer Expwy. (S) -Dawson St. to Ferris St.,,,,,,,210000,210000,0,0,0
2015,1st/18,119,Street And Thoroughfare,Goodnight - Royal to North of Harcourt,,,,,,,1094860,3399212,2304352,0,0
2015,1st/18,119,Street And Thoroughfare,Goodnight - Joe Field to Royal,,,,,,,2104114,3842655,1738541,0,0
2015,1st/18,119,Street And Thoroughfare,Goodnight - Joe Field to Royal,,,,,,,1386,1386,0,0,0
2015,4th/17,119,Street And Thoroughfare,Governor's Row from Regal Row to Empire Central,,,,,,,0,421800,0,421800,0
2015,4th/15,119,Street And Thoroughfare,Graham Ave from Lindsley to Terry St,,,,,,,176500,176500,0,0,0
2015,4th/16,119,Street And Thoroughfare,Grand from R.B. Cullum to Good Latimer,,,,,,,1218811,1218811,0,0,0
2015,4th/16,120,Street And Thoroughfare,Grand from R.B. Cullum to Good Latimer,,,,,,,367350,367350,0,0,0
2015,1st/16,120,Street And Thoroughfare,Gray Wolf Trl (6203-6251) And Bentwood Trl (6211-6247),,,,,,,169600,169600,0,0,0
2015,4th/15,120,Street And Thoroughfare,Grayport Dr from Harvest Glen Dr to Woodbriar Dr,,,,,,,122200,122200,0,0,0
2015,1st/18,120,Street And Thoroughfare,Greenville Ave Retail Areas,,,,,,,0,820400,0,0,0
2015,3rd/16,120,Street And Thoroughfare,Greenville from Belmont to Bell and from Alta to Ross,,,,,,,547649,547649,0,0,0
2015,3rd/16,120,Street And Thoroughfare,Greenville from Belmont to Bell and from Alta to Ross,,,,,,,231,231,0,0,0
2015,4th/17,120,Street And Thoroughfare,Gretchen Ln from Davenport Rd to Peppy Pl,,,,,,,225340,225340,0,0,0
2015,3rd/16,120,Street And Thoroughfare,Griffin St. - IH30 to Main,,,,,,,3493413,3493413,0,0,0
2015,4th/15,120,Street And Thoroughfare,Gross Rd from Shiloh Rd to La Prada Dr,,,,,,,171800,171800,0,0,0
2015,4th/17,120,Street And Thoroughfare,Gus Thomasson Rd from Materhorn Dr to Maylee Blvd,,,,,,,0,364100,364100,0,0
2015,4th/15,120,Street And Thoroughfare,Gus Thomasson Rd from Zacha Dr to Desdemona Dr,,,,,,,401600,401600,0,0,0
2015,3rd/16,120,Street And Thoroughfare,Haas from Marjorie to 51st,,,,,,,3917,3917,0,0,0
2015,3rd/16,121,Street And Thoroughfare,Haas from Marjorie to 51st,,,,,,,413800,413800,0,0,0
2015,3rd/17,121,Street And Thoroughfare,Hampton Rd (S) from Crow Creek Dr to north of W. Ledbetter Dr.,,,,,,,3000,3000,0,0,0
2015,3rd/17,121,Street And Thoroughfare,Hampton Rd (S) from Crow Creek Dr to north of W. Ledbetter Dr.,,,,,,,278385,1855900,1577515,0,0
2015,2nd/16,121,Street And Thoroughfare,Harbinger Ln (2303-2423) And Kingsridge Dr (2308-2424),,,,,,,224618,224618,0,0,0
2015,2nd/16,121,Street And Thoroughfare,Harbinger Ln (2503-2623) And Kingsridge Dr (2504-2624),,,,,,,214700,214700,0,0,0
2015,4th/14,121,Street And Thoroughfare,Harry Hines Blvd from Medical District Drive to Butler Street,,,,,,,11460,591500,580040,0,0
2015,4th/14,121,Street And Thoroughfare,Harry Hines Blvd from Medical District Drive to Butler Street,,,,,,,16360,16360,0,0,0
2015,4th/17,121,Street And Thoroughfare,Harwich Dr from Park Ln to Walnut Hill Ln,,,,,,,230700,230700,0,0,0
2015,4th/16,121,Street And Thoroughfare,Harwood St. at Main St.,,,,,,,61202,61202,0,0,0
2015,4th/14,121,Street And Thoroughfare,Haskell Ave from Lemmon to Ross,,,,,,,397605,397605,0,0,0
2015,4th/18,121,Street And Thoroughfare,Hatcher (Dolphin Rd.) - Haskell Ave. to Spring,,,,,,,177235,177235,0,0,0
2015,4th/18,121,Street And Thoroughfare,Hatcher (Dolphin Rd.) - Haskell Ave. to Spring,,,,,,,1073,1073,0,0,0
2015,4th/16,122,Street And Thoroughfare,Havenwood Dr from Woodshire Dr to Woodspan Dr,,,,,,,0,273600,273600,0,0
2015,4th/15,122,Street And Thoroughfare,Heatherdale from Dove Meadow to Abrams,,,,,,,2612,2612,0,0,0
2015,4th/15,122,Street And Thoroughfare,Heatherdale from Dove Meadow to Abrams,,,,,,,693200,693200,0,0,0
2015,4th/17,122,Street And Thoroughfare,Henderson Ave (N) from Richard to Ross,,,,,,,0,740200,0,740200,0
2015,3rd/15,122,Street And Thoroughfare,Henderson Ave. (S) - Winslow Ave. to Oleander St.,,,,,,,593306,593306,0,0,0
2015,4th/17,122,Street And Thoroughfare,Henderson St from US 75 to Ross Ave,,,,,,,0,1115285,0,1115285,0
2015,2nd/16,122,Street And Thoroughfare,Hendricks from Denley to Moore,,,,,,,551000,551000,0,0,0
2015,4th/17,122,Street And Thoroughfare,Hibernia Street and McKinney Avenue from Routh Street to Boll Street,,,,,,,93723,93723,0,0,0
2015,4th/17,122,Street And Thoroughfare,Hibernia Street and State Street from Boll Street to Worthington Street,,,,,,,92600,92600,0,0,0
2015,2nd/16,122,Street And Thoroughfare,Highland Hills Dr from Simpson Stuart Rd to Bonnie View Rd,,,,,,,2062,2062,0,0,0
2015,2nd/16,122,Street And Thoroughfare,Highland Hills Dr from Simpson Stuart Rd to Bonnie View Rd,,,,,,,1257600,1257600,0,0,0
2015,1st/17,122,Street And Thoroughfare,Highland Road from Ferguson to north of the entrance to Primrose at Highland (1500' to NE),,,,,,,211455,1224500,1013045,0,0
2015,4th/14,123,Street And Thoroughfare,Hillburn Dr from Ravehill Ln to Piedmont Dr,,,,,,,314666,314666,0,0,0
2015,1st/16,123,Street And Thoroughfare,Hillcrest Rd (17726-17820) And Blue Mesa Dr (6926-6930),,,,,,,133670,133670,0,0,0
2015,1st/16,123,Street And Thoroughfare,Hillcrest Rd (17920-18014) And Bremerton Dr (7003-7011),,,,,,,139007,139007,0,0,0
2015,4th/15,123,Street And Thoroughfare,Hillcrest Rd from Wester Way to McKamy,,,,,,,505450,505450,0,0,0
2015,4th/15,123,Street And Thoroughfare,Hillcrest Rd from Wester Way to McKamy,,,,,,,633336,633336,0,0,0
2015,2nd/15,123,Street And Thoroughfare,Hillfawn Cir (7905-7947) And Woodstone Ln (7938-7992),,,,,,,121780,121780,0,0,0
2015,2nd/15,123,Street And Thoroughfare,Hillfawn Cir (7905-7947) And Woodstone Ln (7938-7992),,,,,,,20280,20280,0,0,0
2015,1st/16,123,Street And Thoroughfare,Hilton Head Dr (5211-5315) And River Hill Cir (4708-4724),,,,,,,159900,159900,0,0,0
2015,1st/16,123,Street And Thoroughfare,Hilton Head Dr (5310-5420) And Harbor Town Dr (5305-5323),,,,,,,181200,181200,0,0,0
2015,4th/16,123,Street And Thoroughfare,Holly Hill from Phoenix to Pineland,,,,,,,851950,851950,0,0,0
2015,4th/16,123,Street And Thoroughfare,Houston Street Viaduct,,,,,,,5615979,5615979,0,0,0
2015,4th/16,123,Street And Thoroughfare,Hudspeth Ave from Biglow St to Cardinal Dr,,,,,,,0,387700,387700,0,0
2015,4th/16,124,Street And Thoroughfare,Hughes Lane from Churchill Way to Lafayette Way,,,,,,,809313,809313,0,0,0
2015,3rd/15,124,Street And Thoroughfare,Hughes Lane from Lafayette Way to the alley north of Linden Ln,,,,,,,136956,136956,0,0,0
2015,4th/14,124,Street And Thoroughfare,Hume Dr from Piedmont Dr to Prichard Ln,,,,,,,218557,218557,0,0,0
2015,4th/15,124,Street And Thoroughfare,Humphrey Dr from Linfield Rd To Seaton Dr,,,,,,,84900,84900,0,0,0
2015,4th/17,124,Street And Thoroughfare,"Hurley Way and Lenel Place from Williamsburg Road to ""T"" alley south of Walnut Hill Lane",,,,,,,263,263,0,0,0
2015,4th/17,124,Street And Thoroughfare,"Hurley Way and Lenel Place from Williamsburg Road to ""T"" alley south of Walnut Hill Lane",,,,,,,202000,202000,0,0,0
2015,4th/16,124,Street And Thoroughfare,Idaho Ave and Maryland Ave from Holden Ave an estimated 250' south to Dallas Power & Light property,,,,,,,85175,85175,0,0,0
2015,4th/15,124,Street And Thoroughfare,IH-20 Ramps from Haymarket Rd to West of US-175,,,,,,,420000,420000,0,0,0
2015,Various,124,Street And Thoroughfare,IH-30 Bridge Concept,,,,,,,20000,20000,0,0,0
2015,2nd/17,124,Street And Thoroughfare,IH-30 Signature Design,,,,,,,1980000,1980000,0,0,0
2015,2nd/17,124,Street And Thoroughfare,IH-30 Signature Design,,,,,,,6723080,6723080,0,0,0
2015,Various,124,Street And Thoroughfare,IH-35E Northbound Frontage Rd.,,,,,,,0,500000,0,500000,0
2015,4th/15,125,Street And Thoroughfare,IH-635 (LBJ) - Luna to US 75,,,,,,,4973104,4973104,0,0,0
2015,4th/15,125,Street And Thoroughfare,IH-635 (LBJ) - Luna to US 75,,,,,,,2820000,2820000,0,0,0
2015,Various,125,Street And Thoroughfare,IH-635 (LBJ) - US 75 to La Prada,,,,,,,2371982,2371982,0,0,0
2015,3rd/17,125,Street And Thoroughfare,IH-635 (LBJ) at Skillman Interchange,,,,,,,2632167,2632167,0,0,0
2015,3rd/17,125,Street And Thoroughfare,IH-635 (LBJ) at Skillman Interchange,,,,,,,0,1714300,1714300,0,0
2015,4th/15,125,Street And Thoroughfare,IH-635 corridor (LBJ) - Approaches and Transitions - I-35E to US 75 including I- 35E.,,,,,,,1609785,1609785,0,0,0
2015,4th/14,125,Street And Thoroughfare,Illinois Ave from Orial Ave to Michigan Ave,,,,,,,12750,657200,644450,0,0
2015,4th/14,125,Street And Thoroughfare,Illinois Ave from Orial Ave to Michigan Ave,,,,,,,18177,18177,0,0,0
2015,4th/15,125,Street And Thoroughfare,Imperial St from Bertrand Ave To Lagow St,,,,,,,649785,649785,0,0,0
2015,3rd/15,125,Street And Thoroughfare,Indian Springs Rd (7609-7679) And Tophill Ln (7614-7652),,,,,,,26550,26550,0,0,0
2015,4th/16,125,Street And Thoroughfare,Industrial Blvd. - S of IH 30 to N of Commerce St. (Engineering),,,,,,,106915,106915,0,0,0
2015,4th/16,125,Street And Thoroughfare,Industrial Blvd. - S of IH 30 to N of Commerce St. (Engineering),,,,,,,300000,300000,0,0,0
2015,4th/16,126,Street And Thoroughfare,Industrial Blvd. - S of IH 30 to N of Commerce St. (Engineering),,,,,,,0,0,0,0,0
2015,Various,126,Street And Thoroughfare,Infrastructure improvements related to Public and Private Partnership,,,,,,,2352374,2352374,0,0,0
2015,3rd/15,126,Street And Thoroughfare,Ivywood Dr (807-955) And Havenwood Dr (806-948),,,,,,,263700,263700,0,0,0
2015,4th/16,126,Street And Thoroughfare,Ivywood Dr from Woodspan Dr to Woodshire Dr,,,,,,,0,274100,274100,0,0
2015,4th/16,126,Street And Thoroughfare,JB Jackson from Grand to MLK,,,,,,,769665,769665,0,0,0
2015,4th/16,126,Street And Thoroughfare,JB Jackson from Grand to MLK,,,,,,,1095300,1095300,0,0,0
2015,4th/14,126,Street And Thoroughfare,Jefferson (W) from Beckley to Madison,,,,,,,0,293300,0,293300,0
2015,4th/16,126,Street And Thoroughfare,Jefferson (W) from Rosemont to Hampton,,,,,,,0,949300,949300,0,0
2015,1st/18,126,Street And Thoroughfare,Jefferson Blvd from Crawford to Van Buren,,,,,,,220410,220410,0,0,0
2015,4th/13,126,Street And Thoroughfare,Kathy Trail Extension Phase III - Mccommas to Amesb,,,,,,,2480080,2480080,0,0,0
2015,4th/15,126,Street And Thoroughfare,Katy Trail Extension - Phase VI,,,,,,,1000000,1000000,0,0,0
2015,4th/15,126,Street And Thoroughfare,Katy Trail Extension - Phase VI,,,,,,,77828,77828,0,0,0
2015,4th/15,127,Street And Thoroughfare,Katy Trail Extension - Phase VI,,,,,,,4878148,4878148,0,0,0
2015,4th/15,127,Street And Thoroughfare,Katy Trail Extension - Phase VI,,,,,,,6480000,6480000,0,0,0
2015,4th/15,127,Street And Thoroughfare,Katy Trail Extension - Skillman to White Rock Station,,,,,,,1354706,1354706,0,0,0
2015,4th/15,127,Street And Thoroughfare,Katy Trail Extension - Skillman to White Rock Station,,,,,,,2345281,2345281,0,0,0
2015,1st/16,127,Street And Thoroughfare,Keats Dr from Poinsettia Dr to Illinois Ave,,,,,,,238500,238500,0,0,0
2015,4th/15,127,Street And Thoroughfare,Keller Springs / Preston / Westgrove,,,,,,,610325,610325,0,0,0
2015,4th/15,127,Street And Thoroughfare,Keller Springs / Preston / Westgrove,,,,,,,42043,42043,0,0,0
2015,Various,127,Street And Thoroughfare,Keller Springs Rd. at West Grove Dr Roundabout,,,,,,,24963,24963,0,0,0
2015,4th/16,127,Street And Thoroughfare,Kenwood Ave from Sperry St to Frontier Ln,,,,,,,0,140200,140200,0,0
