cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2012,year_2013,year_2014,future_cost,project_total,start_year,end_year
2011,24,City Facilities,City Hall - Expansion Joint Renovation,Major Maintenance - City Facilities,06 Bond Program,Citywide,2nd/12,20000,0,20000,1050000,0,0,0,1070000,2012,2012
2011,24,City Facilities,City Hall - Install Automatic Fire Alarm,Major Maintenance - City Facilities,06 Bond Program,Citywide,4th/13,1900000,1035911,864089,0,0,0,0,1900000,,
2011,24,City Facilities,City Hall - Tank Replacement,Major Maintenance - City Facilities,06 Bond Program,Citywide,2nd/12,0,0,0,251000,0,0,0,251000,2012,2012
2011,24,City Facilities,City-Wide Multi Purpose Center - Master Plan,Studies and Master Plans,06 Bond Program,Citywide,TBD,450000,0,450000,0,0,0,0,450000,,
2011,24,City Facilities,Communication Building - Replace Doors,Major Maintenance - Staff Accountability,Capital Construction,Citywide,4th/10,15697,0,15697,0,0,0,0,15697,,
2011,24,City Facilities,Contingency - 2006 Bond Program City Facilities Proposition,City Facilities,06 Bond Program,Citywide,N/A,899000,0,899000,95326,56400,0,0,1050726,2012,2013
2011,24,City Facilities,Contingency - 2006 Bond Program Library Facilities Proposition,Library Facilities,06 Bond Program,Citywide,N/A,0,0,0,0,7636883,0,0,7636883,2013,2013
2011,24,City Facilities,Contingency - 2006 Bond Program Public Saftey Facilities Proposition,Public Service Facilities,06 Bond Program,Citywide,N/A,0,0,0,93693,1395600,0,0,1489293,2012,2013
2011,24,City Facilities,Contingency (Major Maintenance),Library Facilities,06 Bond Program,Citywide,N/A,0,0,0,0,241631,0,0,241631,2013,2013
2011,24,City Facilities,Deepwood - Loop 12 Landfill,Solid Waste Facilities,Certificates of Obligation,Citywide,4th/06,29168131,28682503,485628,0,0,0,0,29168131,,
2011,24,City Facilities,Emergency Siren System,Technology - Public Safety,06 Bond Program,Citywide,2nd/09,3359860,3120112,239748,0,0,0,0,3359860,,
2011,24,City Facilities,Fire Facilities (Various) - Roof Replacement,Major Maintenance - Fire Facilities,06 Bond Program,Citywide,1st/12,164182,144182,20000,0,0,0,0,164182,,
2011,24,City Facilities,Fire Maintenance Building 'C' 5000 Dolphin - HVAC Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/11,175000,151083,23917,0,0,0,0,175000,,
2011,25,City Facilities,Fire Museum - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,94780,60586,34194,0,0,0,0,94780,,
2011,25,City Facilities,Fire Museum - Slab Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,3rd/11,90000,0,90000,0,0,0,0,90000,,
2011,25,City Facilities,Fire Station #02 (Northaven Rd. at Midway) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,77305,71757,5548,0,0,0,0,77305,,
2011,25,City Facilities,Fire Station #03 (N Malcolm X Blvd. at Junius St.) - Fence Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/09,104995,104994,1,0,0,0,0,104995,,
2011,25,City Facilities,Fire Station #04 (S. Akard St. at Cadiz St.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,71556,70783,773,0,0,0,0,71556,,
2011,25,City Facilities,Fire Station #05 (N. St. Augustine at Bruton Rd.) - Window Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,3rd/11,0,0,0,60000,0,0,0,60000,2012,2012
2011,25,City Facilities,Fire Station #06 (Harwood St. at Park Row Blvd) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,2nd/13,1500000,599164,900836,6444958,0,0,0,7944958,2012,2012
2011,25,City Facilities,Fire Station #07 (Davenport Rd. at Preston Rd.) - Parking Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/12,0,0,0,65000,0,0,0,65000,2012,2012
2011,25,City Facilities,Fire Station #09 (Cool Mist Ln. at Edd Rd.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,100000,85209,14791,0,0,0,0,100000,,
2011,25,City Facilities,Fire Station #10 (Frankford at Gibbons Dr. ) - Building Expansion,Fire Protection Facilities,06 Bond Program,Citywide,1st/09,4317759,4244259,73500,0,0,0,0,4317759,,
2011,25,City Facilities,Fire Station #14 (W Twelfth St. at Tyler St.) - Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,N/A,304545,0,304545,0,0,0,0,304545,,
2011,25,City Facilities,Fire Station #15 (E 8th St. at Beckley Ave.) - Foundation Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,3rd/09,16984,10337,6647,0,0,0,0,16984,,
2011,25,City Facilities,Fire Station #16 (Chalk Hill Rd. at Singleton Blvd.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,65438,55758,9680,0,0,0,0,65438,,
2011,26,City Facilities,Fire Station #27 (Douglas Ave. at NW Hwy.) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,2nd/13,2487282,613518,1873764,5831769,0,0,0,8319051,2012,2012
2011,26,City Facilities,Fire Station #29 (Shadow Way at Audelia Rd.) -Structural Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/11,53092,4384,48708,0,0,0,0,53092,,
2011,26,City Facilities,Fire Station #30 (Zodiac Ln. at Royal) - Repair Doors and Apparatus Floor Coating,Major Maintenance - Public Safety,Capital Construction,Citywide,4th/09,95000,17350,77650,0,0,0,0,95000,,
2011,26,City Facilities,Fire Station #32 (Benning Ave. at Jim Miller Rd.) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,2nd/13,820277,599425,220852,4690627,0,0,0,5510904,2012,2012
2011,26,City Facilities,Fire Station #33 (Illinois Ave. at Vernon) - Replacement,Fire Protection Facilities,03 Bond Program,Citywide,2nd/09,3732877,3618441,114436,0,0,0,0,3732877,,
2011,26,City Facilities,Fire Station #35 ( Walnut Hill Ln. at Mixon) - Replacement,Fire Protection Facilities,03 Bond Program,Citywide,4th/08,4475414,4420802,54612,0,0,0,0,4475414,,
2011,26,City Facilities,Fire Station #37 (Greenville Ave. at Blackwell Dr.) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,2nd/13,3050435,2750440,299995,4753713,0,0,0,7804148,2012,2012
2011,26,City Facilities,Fire Station #42 (W. Mockingbird Ln at Airdrome) - Replacement,Fire Protection Facilities,03 Bond Program,Citywide,2nd/09,4065344,3974795,90550,0,0,0,0,4065344,,
2011,26,City Facilities,Fire Station #44 (Frank St. at Lagow St.) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,1st/13,859430,841981,17449,4609080,0,0,0,5468510,2012,2012
2011,26,City Facilities,Fire Station #50 (Keeneland and Walton Walker) - New,Fire Protection Facilities,06 Bond Program,Citywide,1st/12,6727680,4533863,2193817,0,0,0,0,6727680,,
2011,26,City Facilities,Fire Station #57 (Audelia Rd. at Fair Oaks Dr.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/10,144900,0,144900,0,0,0,0,144900,,
2011,26,City Facilities,Fire Station ( Mountain Creek Pkwy.) - Site Acquisition for Future Fire Station,Fire Protection Facilities,06 Bond Program,Citywide,N/A,446705,0,446705,0,0,0,0,446705,,
2011,26,City Facilities,Fire Station (W. Kiest Blvd.) - Site Acquisition for Future Fire Station,Fire Protection Facilities,06 Bond Program,Citywide,N/A,446705,2000,444705,0,0,0,0,446705,,
2011,27,City Facilities,Fire Station Roof Abatement - (Various Locations),Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/12,560000,23259,536741,0,0,0,0,560000,,
2011,27,City Facilities,Fire Stations - Storm Water Modifications (Various Locations),Fire Protection Facilities,06 Bond Program,Citywide,Various,3499742,1336178,2163564,0,0,0,0,3499742,,
2011,27,City Facilities,Fire Training Rookie Building 'B' (5000 Dolphin Rd.) - Drainage Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,3rd/09,158870,152400,6470,0,0,0,0,158870,,
2011,27,City Facilities,Fire Training Rookie Building 'B' (5000 Dolphin Rd.) - HVAC Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/10,288530,241460,47070,0,0,0,0,288530,,
2011,27,City Facilities,Forest Green Branch Library - Site Acquistion,Library Facilities,06 Bond Program,Citywide,N/A,2245821,2214062,31759,0,0,0,0,2245821,,
2011,27,City Facilities,Forest/Audelia/LBJ - Community and Multi-Service Facility,Land Acquisition,06 Bond Program,Citywide,N/A,0,0,0,3949945,0,0,0,3949945,2012,2012
2011,27,City Facilities,Fretz Park Branch Library,Library Facilities,06 Bond Program,Citywide,1st/13,482000,482000,0,0,3875353,0,0,4357353,2013,2013
2011,27,City Facilities,Fretz Park Branch Library - Roof Replacement and HVAC Improvements,Major Maintenance - Library,06 Bond Program / Capital Construction / 03 Bond Program,Citywide,2nd/10,445380,434803,10577,0,0,0,0,445380,,
2011,27,City Facilities,General Capital Reserve Transfer to General Fund,Professional Services and Debt Issuance,General Capital Reserve,Citywide,N/A,0,0,0,7800514,0,0,0,7800514,2012,2012
2011,27,City Facilities,Hampton Illinois Branch Library - Replacement,Library Facilities,03 Bond Program / 06 Bond Program,Citywide,3rd/06,6370599,6370599,0,0,0,0,0,6370599,,
2011,28,City Facilities,Highland Hills Branch Library - Replace HVAC,Major Maintenance - Library,06 Bond Program,Citywide,2nd/10,197625,197625,0,0,0,0,0,197625,,
2011,28,City Facilities,Highland Hills Branch Library - Roof Replacement,Major Maintenance - Library,06 Bond Program,Citywide,1st/11,88889,81256,7633,0,0,0,0,88889,,
2011,28,City Facilities,Highland Hills Branch Library - Site Acquisition,Library Facilities,06 Bond Program,Citywide,N/A,348343,210350,137993,0,0,0,0,348343,,
2011,28,City Facilities,Highland Hills Branch Library Design,Library Facilities,06 Bond Program,Citywide,4th/10,594900,439999,154901,0,0,0,0,594900,,
2011,28,City Facilities,Homeless Assistance Facilities,Homeless Assistance Facilities,05 Bond Program (Homeless Facilities) / 03 Bond Program,Citywide,2nd/08,24311506,24283849,27657,0,0,0,0,24311506,,
2011,28,City Facilities,Lakewood Branch Library - Replace HVAC,Major Maintenance - Library,06 Bond Program,Citywide,2nd/11,459144,196460,262684,0,0,0,0,459144,,
2011,28,City Facilities,Lakewood Branch Library - Roof Replacement,Major Maintenance - Library,06 Bond Program,Citywide,2nd/09,130000,0,130000,0,0,0,0,130000,,
2011,28,City Facilities,McCommas Bluff Landfill - Cell #6 Construction,Solid Waste Facilities,Capital Construction - Sanitation Projects,Citywide,3rd/08,7401528,7211272,190256,0,0,0,0,7401528,,
2011,28,City Facilities,McCommas Bluff Landfill - Heavy/Welding Shop Improvements,Solid Waste Facilities,06 Bond Program,Citywide,4th/11,1079183,1077779,1404,0,0,0,0,1079183,,
2011,28,City Facilities,McCommas Bluff Landfill - Heavy/Welding Shop Repair Improvements,Major Maintenance - City Facilities,06 Bond Program,Citywide,1st/12,412052,271506,140546,0,0,0,0,412052,,
2011,28,City Facilities,McCommas Bluff Landfill - Heavy/Welding Shop Roof Replacement,Major Maintenance - City Facilities,06 Bond Program,Citywide,2nd/12,327025,0,327025,0,0,0,0,327025,,
2011,28,City Facilities,McCommas Bluff Landfill Office - Improvements,Major Maintenance - City Facilities,06 Bond Program,Citywide,1st/12,750000,750000,0,0,0,0,0,750000,,
2011,29,City Facilities,McCommas Bluff Landfill Office - Upgrades,Major Maintenance - City Facilities,06 Bond Program,Citywide,1st/12,425000,425000,0,0,0,0,0,425000,,
2011,29,City Facilities,Mountain Creek Branch Library - Foundation Improvements,Major Maintenance - Library,03 Bond Program,Citywide,4th/11,170000,0,170000,0,0,0,0,170000,,
2011,29,City Facilities,Municipal Courts Building,Municipal Courts Facilities,06 Bond Program / 98 Bond Program,Citywide,1st/12,8027550,198720,7828830,0,0,0,0,8027550,,
2011,29,City Facilities,Municipal Courts Building - Renovation,Major Maintenance - Public Safety,98 Bond Program,Citywide,N/A,15337000,2916453,12420547,0,0,0,0,15337000,,
2011,29,City Facilities,North Central Police Substation - Emergency Generator and HVAC Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,1st/11,323530,323530,0,0,0,0,0,323530,,
2011,29,City Facilities,North Central Police Substation - Improvements,Major Maintenance - Public Safety,Capital Construction,Citywide,4th/10,195000,42303,152697,0,0,0,0,195000,,
2011,29,City Facilities,North Central Police Substation - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/09,250000,0,250000,0,0,0,0,250000,,
2011,29,City Facilities,North Central Service Center - Improvements,Major Maintenance - City Facilities,06 Bond Program,Citywide,2nd/11,0,0,0,750429,0,0,0,750429,2012,2012
2011,29,City Facilities,North Oak Cliff Branch Library - Site Acquisition,Library Facilities,06 Bond Program,Citywide,N/A,1065395,1064327,1068,0,0,0,0,1065395,,
2011,29,City Facilities,Northeast Code Compliance - Renovation,"Code Compliance, Safety and Security",06 Bond Program,Citywide,4th/10,1200000,1013547,186453,0,0,0,0,1200000,,
2011,29,City Facilities,"Northeast Police Substation - Emergency Generator, Parking Lot Lighting and HVAC Improvements",Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/12,566268,87000,479268,0,0,0,0,566268,,
2011,29,City Facilities,Northeast Police Substation - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/12,381400,0,381400,0,0,0,0,381400,,
2011,30,City Facilities,Northeast Police Substation - Skylight and Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/12,230000,0,230000,0,0,0,0,230000,,
2011,30,City Facilities,Northeast Transfer Station - Improvements,Solid Waste Facilities,06 Bond Program,Citywide,4th/11,58865,58865,0,0,0,0,0,58865,,
2011,30,City Facilities,Northwest Police Substation - Emergency Generator,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/12,0,0,0,124270,0,0,0,124270,2012,2012
2011,30,City Facilities,Northwest Service Center - Replacement,Administrative and Internal Service Facilities,03 Bond Program,Citywide,4th/10,16785309,16782409,2900,0,0,0,0,16785309,,
2011,30,City Facilities,Northwest Transfer Station - Improvements,Solid Waste Facilities,06 Bond Program,Citywide,1st/12,626580,508605,117974,0,0,0,0,626580,,
2011,30,City Facilities,Northwest Transfer Station - Install Scale,Solid Waste Facilities,06 Bond Program,Citywide,1st/12,54940,54940,0,0,0,0,0,54940,,
2011,30,City Facilities,Oak Cliff Municipal Center - Replace Air Handler,Major Maintenance - City Facilities,06 Bond Program,Citywide,3rd/12,200751,0,200751,0,0,0,0,200751,,
2011,30,City Facilities,Oak Lawn Library HVAC,Major Maintenance - City Facilities,98 Bond Program,Citywide,4th/11,240000,0,240000,0,0,0,0,240000,,
2011,30,City Facilities,Old Bathhouse at White Rock Lake - Powerwash and Re-Paint,Major Maintenance - City Facilities,Capital Construction,Citywide,2nd/08,40000,32138,7862,0,0,0,0,40000,,
2011,30,City Facilities,Old City Hall - Renovations,Major Maintenance - City Facilities,06 Bond Program,Citywide,4th/11,1880000,0,1880000,0,0,0,0,1880000,,
2011,30,City Facilities,Park Forest Branch Library - Site Acquisition,Library Facilities,06 Bond Program,Citywide,N/A,2850308,474254,2376054,0,0,0,0,2850308,,
2011,30,City Facilities,People Helping People - Roof Replacement,Major Maintenance - City Facilities,06 Bond Program,Citywide,4th/10,0,0,0,100330,0,0,0,100330,2012,2012
2011,30,City Facilities,Pleasant Grove Branch Library - Replacement,Library Facilities,03 Bond Program,Citywide,3rd/10,6073523,5485234,588289,0,0,0,0,6073523,,
2011,31,City Facilities,Police Academy - Building Programming,Police Facilities,03 Bond Program,Citywide,N/A,1749670,916141,833529,0,0,0,0,1749670,,
2011,31,City Facilities,Police Academy - Phase I - Site Acquisition,Police Facilities,03 Bond Program,Citywide,N/A,6286201,6208280,77921,0,0,0,0,6286201,,
2011,31,City Facilities,Police Facilities - Emergency Generators,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,0,0,0,320000,0,0,0,320000,2012,2012
2011,31,City Facilities,Police Headquarters - Garage Structural Repairs and Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/09,300000,81850,218150,0,0,0,0,300000,,
2011,31,City Facilities,Police Quartermaster Renovation,Police Facilities,03 Bond Program / 98 Bond Program,Citywide,2nd/06,938886,926718,12168,0,0,0,0,938886,,
2011,31,City Facilities,Police Substation - Central - Design and Renovation,Police Facilities,03 Bond Program,Citywide,4th/11,843567,86581,756986,0,0,0,0,843567,,
2011,31,City Facilities,Police Substation - South Central- Construction,Police Facilities,03 Bond Program,Citywide,4th/07,11929938,11861434,68503,0,0,0,0,11929938,,
2011,31,City Facilities,Police Substation - Southwest - Design and Renovation,Police Facilities,03 Bond Program,Citywide,4th/11,1180830,122256,1058574,0,0,0,0,1180830,,
2011,31,City Facilities,Police Substation (Central) - Design and Renovation,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/11,160000,0,160000,0,0,0,0,160000,,
2011,31,City Facilities,Police Substation (Southwest) - Design and Renovation,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/11,160000,0,160000,0,0,0,0,160000,,
2011,31,City Facilities,Polk-Wisdom Branch Library-Design,Library Facilities,06 Bond Program,Citywide,N/A,503873,412294,91579,0,0,0,0,503873,,
2011,"31, 32",City Facilities,Prairie Creek Branch Library (New),Library Facilities,03 Bond Program / 98 Bond Program,Citywide,4th/10,6871734,6671590,200144,0,0,0,0,6871734,,
2011,32,City Facilities,Preston Royal Branch Library - Replace HVAC,Major Maintenance - Library,06 Bond Program,Citywide,2nd/12,258570,42500,216070,0,0,0,0,258570,,
2011,32,City Facilities,Preston Royal Branch Library - Roof Replacement,Major Maintenance - Library,06 Bond Program,Citywide,1st/11,110130,103579,6551,0,0,0,0,110130,,
2011,32,City Facilities,Preston Royal Branch Library - Site Acquisition,Library Facilities,06 Bond Program,Citywide,N/A,4367655,3198824,1168831,0,0,0,0,4367655,,
2011,32,City Facilities,Public Art Administration - City Facilities,Public Art,98 Bond Program / 06 Bond Program,Citywide,Various,55149,1719,53430,18994,0,0,0,74143,2012,2012
2011,32,City Facilities,Public Art Administration - Court Facilities,Public Art,06 Bond Program,Citywide,Various,3039,0,3039,0,0,0,0,3039,,
2011,32,City Facilities,Public Art Administration - Homeless Assistance Facilities,Public Art,05 Bond Program (Homeless Facilities),Citywide,Various,42239,21953,20286,0,0,0,0,42239,,
2011,32,City Facilities,Public Art Administration - Library Facilities,Public Art,06 Bond Program,Citywide,Various,11058,2400,8658,0,12427,0,0,23485,2013,2013
2011,32,City Facilities,Public Art Administration - Public Safety Facilities,Public Art,06 Bond Program,Citywide,Various,22271,500,21771,32185,0,0,0,54456,2012,2012
2011,32,City Facilities,Public Art Project-Homeless Assistance Facility,Public Art,05 Bond Program (Homeless Facilities),Citywide,Various,168955,155000,13955,0,0,0,0,168955,,
2011,32,City Facilities,Public Art Projects - City Facilities,Public Art,98 Bond Program / 06 Bond Program,Citywide,Various,213721,0,213721,75974,0,0,0,289695,2012,2012
2011,33,City Facilities,Public Art Projects - Court Facilities,Public Art,06 Bond Program,Citywide,Various,12156,0,12156,0,0,0,0,12156,,
2011,33,City Facilities,Public Art Projects - Fire Protection Facilities,Public Art,98 Bond Program,Citywide,Various,35113,35113,0,0,0,0,0,35113,,
2011,33,City Facilities,Public Art Projects - Library Facilities,Public Art,06 Bond Program,Citywide,Various,44268,0,44268,0,49706,0,0,93974,2013,2013
2011,33,City Facilities,Public Art Projects - Police Headquarters,Public Art,98 Bond Program,Citywide,Various,647350,647350,0,0,0,0,0,647350,,
2011,33,City Facilities,Public Art Projects - Public Safety Facilities,Public Art,06 Bond Program,Citywide,Various,89085,28560,60525,128739,0,0,0,217824,2012,2012
2011,33,City Facilities,Renner-Frankford Branch Library Light Pole,Library Facilities,06 Bond Program,Citywide,4th/10,12700,12250,450,0,0,0,0,12700,,
2011,33,City Facilities,Skyline Branch Library - Install New Expansion Joints,Major Maintenance - Library,Capital Construction,Citywide,4th/08,48872,42371,6501,0,0,0,0,48872,,
2011,33,City Facilities,Skyline Branch Library - Roof Replacement,Major Maintenance - Library,06 Bond Program,Citywide,1st/11,69108,66441,2667,0,0,0,0,69108,,
