cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2011,year_2012,year_2013,future_cost,project_total,start_year,end_year
2010,16,Aviation Facilities,Love Field Modernization Program,Love Field Major Maintenance,Capital Construction,Citywide,Various,533078,510413,22665,0,0,0,0,533078,,
2010,16,Aviation Facilities,Love Field North and West Airfield Lighting Vaults Relocation,Terminal,Aviation AIP Grant,Citywide,4th/11,4109653,3665063,444590,0,0,0,0,4109653,,
2010,16,Aviation Facilities,Maintenance Facility - Love Field,Terminal,Capital Construction,Citywide,4th/11,472446,299272,173174,0,0,0,0,472446,,
2010,16,Aviation Facilities,Parking Garage Expansion - Love Field,Parking,Capital Construction,Citywide,Various,16738425,16738242,183,0,0,0,0,16738425,,
2010,16,Aviation Facilities,People-Mover Connector,Love Field Major Maintenance,Aviation AIP Grant,Citywide,Various,5311092,4993607,317485,0,0,0,0,5311092,,
2010,16,Aviation Facilities,Program Management for Love Field Modernization Program (LFMP) and Capital Improvement Projects (CIP),Love Field Major Maintenance,Capital Construction,Citywide,4th/12,10311530,5618265,4693265,0,0,0,0,10311530,,
2010,16,Aviation Facilities,Program Management Services,Terminal,Capital Construction,Citywide,Various,0,0,0,6400000,0,0,0,6400000,2011,2011
2010,16,Aviation Facilities,Public Safety Offices - Love Field,Terminal,Capital Construction,Citywide,4th/10,749937,749937,0,0,0,0,0,749937,,
2010,16,Aviation Facilities,"Reconstruction and Extension of Taxiway ""L""",Pavement Maintenance / Construction,Aviation AIP Grant,Citywide,4th/11,10407140,9357355,1049785,0,0,0,0,10407140,,
2010,16,Aviation Facilities,"Reconstruction of Taxiway ""C""",Pavement Maintenance / Construction,Aviation AIP Grant,Citywide,4th/11,6352775,5738642,614133,0,0,0,0,6352775,,
2010,17,Aviation Facilities,Replace West Concourse Air Carrier Apron - Love Field,Pavement Maintenance / Construction,Aviation AIP Grant / Capital Construction,Citywide,Various,7608388,7219237,389151,0,0,0,0,7608388,,
2010,17,Aviation Facilities,Roof Renovation - Love Field,Terminal,Capital Construction,Citywide,Various,3404919,3404919,0,0,0,0,0,3404919,,
2010,17,Aviation Facilities,Runway Enhancement-13L/31R,Pavement Maintenance / Construction,Aviation AIP Grant,Citywide,3rd/11,124501,124501,0,0,0,0,0,124501,,
2010,17,Aviation Facilities,Runway Safety Area Enhancements,Pavement Maintenance / Construction,Aviation AIP Grant / Capital Construction,Citywide,4th/11,5816474,5562766,253708,0,0,0,0,5816474,,
2010,17,Aviation Facilities,Security Gates and Overlay Runways - Dallas Executive Airport,Pavement Maintenance / Construction,Capital Construction,Citywide,Various,4031670,4031670,0,0,0,0,0,4031670,,
2010,17,Aviation Facilities,Taxiway or Apron Repairs - Dallas Executive Airport,Pavement Maintenance / Construction,Capital Construction / Federal AIP Grant,Citywide,Various,711724,565068,146657,0,0,0,0,711724,,
2010,17,Aviation Facilities,Terminal Area Redevelopment Plan,Terminal,Federal AIP Grant,Citywide,3rd/11,1248951,1192936,56015,0,0,0,0,1248951,,
2010,17,Aviation Facilities,Terminal HVAC Upgrade - Love Field,Terminal,Capital Construction,Citywide,4th/11,29717333,29587987,129346,0,0,0,0,29717333,,
2010,17,Aviation Facilities,Terminal Renovation - Dallas Executive Airport,Terminal,Capital Construction / Federal AIP Grant,Citywide,4th/11,8434042,7950556,483487,0,0,0,0,8434042,,
2010,18,Aviation Facilities,TxDot Grants Vehicle Program,Environmental,Federal AIP Grant,Citywide,Various,700000,304577,395423,0,0,0,0,700000,,
2010,18,Aviation Facilities,Vertiport Lighting Upgrade,Terminal,Capital Construction,Citywide,Various,250000,24900,225100,0,0,0,0,250000,,
2010,24,City Facilities,Americans with Disabilities Renovations,Administrative and Internal Service Facilities,95 Bond Program,Citywide,Various,1128267,604097,524170,0,0,0,0,1128267,,
2010,24,City Facilities,Animal Control Shelter,Animal Control Facilities,03 Bond Program / 98 Bond Program,Citywide,4th/07,15631195,15613935,17260,0,0,0,0,15631195,,
2010,24,City Facilities,Audelia Branch Library - Phase I Design and Renovation,Library Facilities,98 Bond Program,Citywide,1st/02,2892362,2624024,268338,0,0,0,0,2892362,,
2010,24,City Facilities,Audelia Branch Library - Replace Boiler,Major Maintenance - Library,06 Bond Program,Citywide,1st/09,0,0,0,0,200000,0,0,200000,2012,2012
2010,24,City Facilities,Building Inspection Facility - 542 E Jefferson - Roof Replacement,Major Maintenance - City Facilities,06 Bond Program,Citywide,4th/11,0,0,0,70000,0,0,0,70000,2011,2011
2010,24,City Facilities,Cadillac Heights Land Acquisition - (2006 Bond Program Proposition 10),Land Acquisition,06 Bond Program,Citywide,N/A,7115623,2556963,4558660,2427121,11436027,0,0,20978771,2011,2012
2010,24,City Facilities,Cadillac Heights Land Acquisition - (2006 Bond Program Proposition 12),Land Acquisition,06 Bond Program,Citywide,N/A,1193791,101542,1092249,0,0,0,0,1193791,,
2010,24,City Facilities,Casa View Branch Library - Replacement,Library Facilities,03 Bond Program,Citywide,4th/09,7131551,6674749,456802,0,0,0,0,7131551,,
2010,24,City Facilities,Central Library - 2nd and 6th Floors Renovation,Library Facilities,06 Bond Program,Citywide,4th/10,1687500,1675998,11502,0,0,0,0,1687500,,
2010,24,City Facilities,Central Library - 3rd Floor Renovation,Major Maintenance - Library,Donation,Citywide,4th/10,795000,475430,319570,0,0,0,0,795000,,
2010,24,City Facilities,Central Library - 5th Floor Renovation,Major Maintenance - City Facilities,Donation,Citywide,4th/10,1000000,1000000,0,0,0,0,0,1000000,,
2010,24,City Facilities,Central Library - Downtown Branch,Library Facilities,06 Bond Program,Citywide,4th/11,2200000,258616,1941384,0,0,0,0,2200000,,
2010,25,City Facilities,Central Library - Improvements,Library Facilities,03 Bond Program,Citywide,4th/10,4870165,4779532,90633,0,0,0,0,4870165,,
2010,25,City Facilities,Central Library - Main Fire Panel,Major Maintenance - Library,06 Bond Program,Citywide,1st/11,153031,2600,150431,0,0,0,0,153031,,
2010,25,City Facilities,Central Library - Replace Electronic HVAC Filters,Major Maintenance - Library,Capital Construction,Citywide,4th/10,254000,253168,832,0,0,0,0,254000,,
2010,25,City Facilities,Central Police - Emergency Generator and HVAC Upgrade,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/11,746249,0,746249,0,0,0,0,746249,,
2010,25,City Facilities,Central Service Center - Communications Building- Roof Replacement,Major Maintenance - City Facilities,06 Bond Program,Citywide,3rd/10,197716,196850,866,0,0,0,0,197716,,
2010,25,City Facilities,Central Service Center - HVAC Improvements,Major Maintenance - City Facilities,06 Bond Program,Citywide,4th/11,1100000,0,1100000,0,0,0,0,1100000,,
2010,25,City Facilities,Central Service Center - Parking Improvements,Major Maintenance - City Facilities,06 Bond Program,Citywide,4th/11,400000,0,400000,0,0,0,0,400000,,
2010,25,City Facilities,CIP Engineering - Library Facilities,Professional Services and Debt Issuance,03 Bond Program,Citywide,N/A,0,0,0,100000,0,0,0,100000,2011,2011
2010,25,City Facilities,CIS Data Center - Replace Chillers,Major Maintenance - City Facilities,06 Bond Program / 95 Bond Program,Citywide,4th/10,404020,398610,5410,0,0,0,0,404020,,
2010,25,City Facilities,City Facilities - Building Condition Assessment,Studies and Master Plans,06 Bond Program,Citywide,1st/11,825000,748332,76668,0,0,0,0,825000,,
2010,25,City Facilities,City Facilities Contingency,Administrative and Internal Service Facilities,95 Bond Program,Citywide,N/A,3388,1700,1688,0,0,0,0,3388,,
2010,26,City Facilities,City Hall - Electrical System Renovations,Major Maintenance - City Facilities,06 Bond Program,Citywide,4th/10,2388830,659259,1729571,626400,3603600,0,0,6618830,2011,2012
2010,26,City Facilities,City Hall - Expansion Joint Renovation,Major Maintenance - City Facilities,06 Bond Program,Citywide,4th/10,0,0,0,1050000,0,0,0,1050000,2011,2011
2010,26,City Facilities,City Hall - Install Automatic Fire Alarm,Major Maintenance - City Facilities,06 Bond Program,Citywide,1st/12,1900000,1035911,864089,0,0,0,0,1900000,,
2010,26,City Facilities,City Hall - Security Enhancements (Phase II),Major Maintenance - City Facilities,Capital Construction,Citywide,1st/11,45784,45784,0,0,0,0,0,45784,,
2010,26,City Facilities,City Hall - Tank Replacement,Major Maintenance - City Facilities,06 Bond Program,Citywide,2nd/12,0,0,0,120000,131000,0,0,251000,2011,2012
2010,26,City Facilities,City Hall Data Center - Renovations,Major Maintenance - City Facilities,Certificates of Obligation,Citywide,N/A,11000000,600000,10400000,0,0,0,0,11000000,,
2010,26,City Facilities,City Hall Renovations,Major Maintenance - City Facilities,Capital Construction,Citywide,4th/10,77425,72130,5295,0,0,0,0,77425,,
2010,26,City Facilities,City Service Center Signage Improvements,Major Maintenance - City Facilities,Capital Construction,Citywide,4th/09,164872,158669,6203,0,0,0,0,164872,,
2010,26,City Facilities,City-Wide Multi Purpose Center - Master Plan,Studies and Master Plans,06 Bond Program,Citywide,TBD,0,0,0,450000,0,0,0,450000,2011,2011
2010,26,City Facilities,Communication Building - Replace Doors,Major Maintenance - Staff Accountability,Capital Construction,Citywide,4th/10,15697,0,15697,0,0,0,0,15697,,
2010,26,City Facilities,Contingency Reserve - 1998 Bond Program Fire Facilities Proposition,Fire Protection Facilities,98 Bond Program,Citywide,N/A,178911,32009,146902,0,0,0,0,178911,,
2010,26,City Facilities,Contingency Reserve - Capital Construction,City Facilities,Capital Construction,Citywide,N/A,33905,0,33905,0,0,0,0,33905,,
2010,26,City Facilities,Dallas West Branch Library - Phase I Design and Renovation,Library Facilities,98 Bond Program,Citywide,2nd/04,1822934,1822934,0,0,0,0,0,1822934,,
2010,27,City Facilities,Emergency Siren System,Technology - Public Safety,06 Bond Program,Citywide,2nd/08,3359860,3124970,234890,0,0,0,0,3359860,,
2010,27,City Facilities,Fire Facilities (Various) - Roof Replacement,Major Maintenance - Fire Facilities,06 Bond Program,Citywide,4th/10,164182,144182,20000,0,0,0,0,164182,,
2010,27,City Facilities,Fire Maintenance Building 'C' 5000 Dolphin - HVAC Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,1st/11,175000,90916,84084,0,0,0,0,175000,,
2010,27,City Facilities,Fire Museum - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,109800,0,109800,0,0,0,0,109800,,
2010,27,City Facilities,Fire Museum - Slab Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/11,90000,0,90000,0,0,0,0,90000,,
2010,27,City Facilities,Fire Station #02 (Northaven Rd. at Midway) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/10,97425,0,97425,0,0,0,0,97425,,
2010,27,City Facilities,Fire Station #03 (N Malcolm X Blvd. at Junius St.) - Fence Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/09,100000,95062,4938,0,0,0,0,100000,,
2010,27,City Facilities,Fire Station #04 (S. Akard St. at Cadiz St.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/10,71556,0,71556,0,0,0,0,71556,,
2010,27,City Facilities,Fire Station #05 (N. St. Augustine at Bruton Rd.) - Window Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,3rd/11,0,0,0,0,60000,0,0,60000,2012,2012
2010,27,City Facilities,Fire Station #06 (Harwood St. at Park Row Blvd) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,2nd/11,1500000,450,1499550,4799556,815577,0,0,7115133,2011,2012
2010,27,City Facilities,Fire Station #07 (Davenport Rd. at Preston Rd.) - Parking Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/12,0,0,0,7800,57200,0,0,65000,2011,2012
2010,27,City Facilities,Fire Station #07 (Davenport Rd. at Preston Rd.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,59000,0,59000,58548,236695,0,0,354243,2011,2012
2010,27,City Facilities,Fire Station #08 (N. Garrett Ave. at Monarch) - Replace Overhead Doors,Major Maintenance - Staff Accountability,Capital Construction,Citywide,4th/09,27940,0,27940,0,0,0,0,27940,,
2010,28,City Facilities,Fire Station #08 (N. Garrett Ave. at Monarch) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,3rd/12,0,0,0,0,170683,0,0,170683,2012,2012
2010,28,City Facilities,Fire Station #09 (Cool Mist Ln. at Edd Rd.) - HVAC Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,1st/11,31750,11994,19756,0,0,0,0,31750,,
2010,28,City Facilities,Fire Station #09 (Cool Mist Ln. at Edd Rd.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/10,100000,0,100000,0,0,0,0,100000,,
2010,28,City Facilities,Fire Station #10 (Frankford at Gibbons Dr. ) - Building Expansion,Fire Protection Facilities,06 Bond Program,Citywide,1st/10,4317759,4262509,55250,0,0,0,0,4317759,,
2010,28,City Facilities,Fire Station #14 (W Twelfth St. at Tyler St.) - Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,3rd/11,322077,0,322077,0,0,0,0,322077,,
2010,28,City Facilities,Fire Station #15 (E 8th St. at Beckley Ave.) - Foundation Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,21979,10337,11642,0,0,0,0,21979,,
2010,28,City Facilities,Fire Station #16 (Chalk Hill Rd. at Singleton Blvd.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/10,53000,0,53000,52921,79159,0,0,185080,2011,2012
2010,28,City Facilities,Fire Station #18 (Griffin St. at Ross) - Roof Replacement,Major Maintenance - Public Safety and Homeland Security,Capital Construction,Citywide,1st/07,137751,137751,0,0,0,0,0,137751,,
2010,28,City Facilities,Fire Station #19 (E Grand Ave. at Beacon St.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,75930,0,75930,75928,134072,0,0,285930,2011,2012
2010,28,City Facilities,Fire Station #20 (Montfort Dr. at Harvest Hills Dr.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/10,0,0,0,0,189056,0,0,189056,2012,2012
2010,28,City Facilities,Fire Station #27 (Douglas Ave. at NW Hwy.) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,2nd/11,2487282,8028,2479254,3215177,2574198,0,0,8276657,2011,2012
2010,28,City Facilities,Fire Station #29 (Shadow Way at Audelia Rd.) -Structural Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,1st/11,35560,4384,31176,0,0,0,0,35560,,
2010,28,City Facilities,Fire Station #30 (Zodiac Ln. at Royal) - Repair Doors and Apparatus Floor Coating,Major Maintenance - Public Safety,Capital Construction,Citywide,4th/09,95000,17350,77650,0,0,0,0,95000,,
2010,29,City Facilities,Fire Station #32 (Benning Ave. at Jim Miller Rd.) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,1st/13,820277,77553,742724,0,4648233,0,0,5468510,2012,2012
2010,29,City Facilities,Fire Station #33 (Illinois Ave. at Vernon) - Replacement,Fire Protection Facilities,03 Bond Program,Citywide,2nd/09,3732877,3618441,114436,0,0,0,0,3732877,,
2010,29,City Facilities,Fire Station #35 ( Walnut Hill Ln. at Mixon) - Replacement,Fire Protection Facilities,03 Bond Program,Citywide,4th/08,4475414,4418814,56600,0,0,0,0,4475414,,
2010,29,City Facilities,Fire Station #36 (N Hampton Rd. at Bickers St.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/10,0,0,0,0,132969,0,0,132969,2012,2012
2010,29,City Facilities,Fire Station #37 (Greenville Ave. at Blackwell Dr.) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,1st/13,3050435,31047,3019388,0,5053708,0,0,8104143,2012,2012
2010,29,City Facilities,Fire Station #40 (Hampton at Kirnwood),Fire Protection Facilities,03 Bond Program,Citywide,1st/08,3997939,3996571,1368,0,0,0,0,3997939,,
2010,29,City Facilities,Fire Station #41 (Royal Ln. at Preston Rd.) - Roof Replacement,Major Maintenance - Public Safety,Capital Construction,Citywide,4th/08,153606,153606,0,0,0,0,0,153606,,
2010,29,City Facilities,Fire Station #42 (W. Mockingbird Ln at Airdrome) - Replacement,Fire Protection Facilities,03 Bond Program,Citywide,2nd/09,4065344,3944508,120837,0,0,0,0,4065344,,
2010,29,City Facilities,Fire Station #43 (Lombardy Ln. at Denton Dr.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,3rd/12,0,0,0,0,257383,0,0,257383,2012,2012
2010,29,City Facilities,Fire Station #44 (Frank St. at Lagow St.) - Replacement,Fire Protection Facilities,06 Bond Program,Citywide,1st/13,859430,57337,802093,0,4609080,0,0,5468510,2012,2012
2010,29,City Facilities,Fire Station #46 (E Camp Wisdom Rd. at Manitoba Dr.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/10,102585,0,102585,0,0,0,0,102585,,
2010,29,City Facilities,Fire Station #46 (E Camp Wisdom Rd. at Manitoba Dr.) - Sidewalk Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/09,24623,24623,0,0,0,0,0,24623,,
2010,29,City Facilities,Fire Station #47 (Envoy Ct. at Mockingbird Ln.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/13,0,0,0,0,88500,0,0,88500,2012,2012
2010,30,City Facilities,Fire Station #47 (Envoy Ct. at Mockingbird Ln.) - Window and Door Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,0,0,0,12954,0,0,0,12954,2011,2011
2010,30,City Facilities,Fire Station #49 (S. Hampton Rd at Challenger) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,0,0,0,0,223609,0,0,223609,2012,2012
2010,30,City Facilities,Fire Station #49 (S. Hampton Rd at Challenger) - Window Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/11,0,0,0,50000,0,0,0,50000,2011,2011
2010,30,City Facilities,Fire Station #50 (Keeneland and Walton Walker) - New,Fire Protection Facilities,06 Bond Program,Citywide,4th/11,6727680,154752,6572928,0,0,0,0,6727680,,
2010,30,City Facilities,Fire Station #51 (S St. Augustine Dr. at Elam Rd.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,3rd/12,0,0,0,0,139902,0,0,139902,2012,2012
2010,30,City Facilities,Fire Station #53 (John West Rd. at Greenmeadow) - Clean and Paint Exterior,Major Maintenance - Public Safety,Capital Construction,Citywide,4th/10,13018,0,13018,0,0,0,0,13018,,
2010,30,City Facilities,Fire Station #53 (John West Rd. at Greenmeadow) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/09,96600,96600,0,0,0,0,0,96600,,
2010,30,City Facilities,Fire Station #54 (Bonnie View Rd. at Simpson Stuart Dr.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,2nd/09,110260,110260,0,0,0,0,0,110260,,
2010,30,City Facilities,Fire Station #57 (Audelia Rd. at Fair Oaks Dr.) - Roof Replacement,Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/10,144900,0,144900,0,0,0,0,144900,,
2010,30,City Facilities,Fire Station ( Mountain Creek Pkwy.) - Site Acquisition for Future Fire Station,Fire Protection Facilities,06 Bond Program,Citywide,N/A,446705,0,446705,0,0,0,0,446705,,
2010,30,City Facilities,Fire Station (W. Kiest Blvd.) - Site Acquisition for Future Fire Station,Fire Protection Facilities,06 Bond Program,Citywide,N/A,446705,0,446705,0,0,0,0,446705,,
2010,30,City Facilities,Fire Station Roof Abatement - (Various Locations),Major Maintenance - Public Safety,06 Bond Program,Citywide,4th/11,560000,23259,536741,0,0,0,0,560000,,
2010,30,City Facilities,Fire Stations - Storm Water Modifications (Various Locations),Fire Protection Facilities,06 Bond Program,Citywide,Various,3499742,1038106,2461636,0,0,0,0,3499742,,
2010,31,City Facilities,Fire Training Rookie Building 'B' (5000 Dolphin Rd.) - Drainage Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,1st/11,158870,152400,6470,0,0,0,0,158870,,
2010,31,City Facilities,Fire Training Rookie Building 'B' (5000 Dolphin Rd.) - HVAC Improvements,Major Maintenance - Public Safety,06 Bond Program,Citywide,1st/11,288530,240174,48356,0,0,0,0,288530,,
2010,31,City Facilities,Forest Green Branch Library - Replace HVAC,Major Maintenance - Library,06 Bond Program,Citywide,4th/11,0,0,0,181280,0,0,0,181280,2011,2011
2010,31,City Facilities,Forest Green Branch Library - Site Acquistion,Library Facilities,06 Bond Program,Citywide,N/A,2900000,22254,2877746,0,188423,0,0,3088423,2012,2012
2010,31,City Facilities,Forest/Audelia/LBJ - Community and Multi-Service Facility,Land Acquisition,06 Bond Program,Citywide,N/A,0,0,0,0,3949945,0,0,3949945,2012,2012
2010,31,City Facilities,Fretz Park Branch Library,Library Facilities,06 Bond Program,Citywide,1st/12,0,0,0,0,6015728,0,0,6015728,2012,2012
2010,31,City Facilities,Fretz Park Branch Library - Roof Replacement and HVAC Improvements,Major Maintenance - Library,03 Bond Program / 06 Bond Program / Capital Construction,Citywide,2nd/10,560991,395367,165624,0,0,0,0,560991,,
2010,31,City Facilities,General Capital Reserve Transfer to General Fund,Professional Services and Debt Issuance,General Capital Reserve,Citywide,N/A,0,0,0,3709233,0,0,0,3709233,2011,2011
2010,31,City Facilities,General Capital Reserve transfer to General Fund,Professional Services and Debt Issuance,General Capital Reserve,Citywide,N/A,1047520,0,1047520,0,0,0,0,1047520,,
2010,31,City Facilities,Grauwyler and West Love Field Branch Library (New) - Design,Library Facilities,03 Bond Program,Citywide,2nd/07,393221,336994,56227,0,0,0,0,393221,,
2010,31,City Facilities,Grauwyler and West Love Field Branch Library (New) - Design and Construction,Library Facilities,03 Bond Program,Citywide,2nd/07,4161647,4045753,115894,0,0,0,0,4161647,,
2010,32,City Facilities,Hampton Illinois Branch Library - Replacement,Library Facilities,03 Bond Program / 06 Bond Program,Citywide,3rd/06,12397878,12397878,0,0,0,0,0,12397878,,
2010,32,City Facilities,Hensley Field - Building Renovations,Administrative and Internal Service Facilities,Hensley Field Funds,Citywide,Various,5330000,522584,4807416,0,0,0,0,5330000,,
2010,32,City Facilities,Hensley Field - Campus Grounds Improvements,Administrative and Internal Service Facilities,Hensley Field Funds,Citywide,Various,12913025,7251835,5661190,0,0,0,0,12913025,,
2010,32,City Facilities,Hensley Field - On Site Street Improvements,Administrative and Internal Service Facilities,Hensley Field Funds,Citywide,2nd/04,419809,0,419809,0,0,0,0,419809,,
2010,32,City Facilities,Hensley Field Fleet Facility Improvements,Major Maintenance - City Facilities,06 Bond Program,Citywide,4th/09,105834,105834,0,0,0,0,0,105834,,
2010,32,City Facilities,Hensley Field transfer to General Fund,Hensley Field,Hensley Field Funds,Citywide,4th/09,262759,0,262759,0,0,0,0,262759,,
2010,32,City Facilities,Highland Hills Branch Library - Replace HVAC,Major Maintenance - Library,06 Bond Program,Citywide,4th/10,197625,0,197625,0,0,0,0,197625,,
2010,32,City Facilities,Highland Hills Branch Library - Roof Replacement,Major Maintenance - Library,06 Bond Program,Citywide,4th/10,214630,0,214630,0,0,0,0,214630,,
2010,32,City Facilities,Highland Hills Branch Library - Site Acquisition,Library Facilities,06 Bond Program,Citywide,N/A,348343,104439,243904,0,0,0,0,348343,,
2010,32,City Facilities,Highland Hills Branch Library Design,Library Facilities,06 Bond Program,Citywide,4th/10,594900,434390,160510,0,0,0,0,594900,,
2010,32,City Facilities,Homeless Assistance Facilities,Homeless Assistance Facilities,05 Bond Program (Homeless Facilities) / 03 Bond Program,Citywide,2nd/08,24311506,24283849,27657,0,0,0,0,24311506,,
2010,33,City Facilities,Kleberg Rylie Library - New Fire Alarm and Security System Improvements,Major Maintenance - Library,06 Bond Program,Citywide,2nd/11,0,0,0,0,41631,0,0,41631,2012,2012
2010,33,City Facilities,Lakewood Branch Library - Replace HVAC,Major Maintenance - Library,06 Bond Program,Citywide,4th/10,459144,0,459144,0,0,0,0,459144,,
2010,33,City Facilities,Lakewood Branch Library - Roof replacement,Major Maintenance - Library,03 Bond Program,Citywide,4th/10,205000,154034,50966,0,0,0,0,205000,,
2010,33,City Facilities,Lakewood Branch Library - Roof Replacement,Major Maintenance - Library,06 Bond Program,Citywide,4th/10,130000,0,130000,0,0,0,0,130000,,
2010,33,City Facilities,Lancaster Kiest Branch Library - Replacement,Library Facilities,98 Bond Program,Citywide,2nd/06,4096795,4095508,1288,0,0,0,0,4096795,,
2010,33,City Facilities,McCommas Bluff Landfill - Cell #5 Construction,Solid Waste Facilities,Capital Construction,Citywide,3rd/04,3643659,3643659,0,0,0,0,0,3643659,,
2010,33,City Facilities,McCommas Bluff Landfill - Cell #6 Construction,Solid Waste Facilities,Capital Construction - Sanitation Projects,Citywide,3rd/08,7401528,7211272,190256,0,0,0,0,7401528,,
2010,33,City Facilities,McCommas Bluff Landfill - Heavy/Welding Shop Improvements,Solid Waste Facilities,06 Bond Program,Citywide,3rd/11,1079183,0,1079183,0,0,0,0,1079183,,
2010,33,City Facilities,McCommas Bluff Landfill - Heavy/Welding Shop Repair Improvements,Major Maintenance - City Facilities,06 Bond Program,Citywide,1st/10,412052,0,412052,0,0,0,0,412052,,
2010,33,City Facilities,McCommas Bluff Landfill - Heavy/Welding Shop Roof Replacement,Major Maintenance - City Facilities,06 Bond Program,Citywide,3rd/11,327025,0,327025,0,0,0,0,327025,,
2010,33,City Facilities,McCommas Bluff Landfill - Landfill Construction Management,Solid Waste Facilities,03 Bond Program,Citywide,1st/08,3702862,3702862,0,0,0,0,0,3702862,,
2010,33,City Facilities,McCommas Bluff Landfill - Levee/Swale (Phase I),Professional Services and Debt Issuance,03 Bond Program,Citywide,4th/08,10557486,10557486,0,0,0,0,0,10557486,,
