cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2019,year_2020,year_2021,year_2022,year_2023,project_total,start_year,end_year
2018,160,Public Works,Ave Benson St from S Washington Ave to S Hill,U_V597,F_1V22,2,,0,0,0,133050,0,0,0,0,133050,2019,2019
2018,160,Public Works,Rd Bentley Ave from Chalmers St to S Hampton,U_V349,F_1V22,1,,0,0,0,229810,0,0,0,0,229810,2019,2019
2018,160,Public Works,Ave Berkley Ave from Rugged Dr to S Edgefield,U_V536,F_1V22,1,,0,0,0,257250,0,0,0,0,257250,2019,2019
2018,160,Public Works,Blvd Berwyn Ln from Ridgelawn Dr to E University,U_V735,F_1V22,9,,0,0,0,0,0,141556,0,0,141556,2021,2021
2018,160,Public Works,Bickers St Westmoreland from Rd Melinda Hills Dr to N,U_V943,F_1V22,6,,0,0,0,0,175513,0,0,0,175513,2020,2020
2018,160,Public Works,of Bishop Pavement College Dr from Lovingood Dr to End,U_V406,F_1V22,8,,16636,0,16636,0,0,0,0,0,16636,,
2018,160,Public Works,Bissonet Ave from Atha Dr to Antler Ave,U_V368,F_1V22,8,,167727,0,167727,0,0,0,0,0,167727,,
2018,160,Public Works,Blackburn St from N Haskell Ave to Noble Ave,U_V963,F_1V22,14,,0,0,0,0,0,168962,0,0,168962,2021,2021
2018,160,Public Works,Lawn Ave Blackburn St from Turtle Creek Blvd to Oak,U_V957,F_1V22,14,,0,0,0,0,0,261538,0,0,261538,2021,2021
2018,160,Public Works,St Blackburn St from Turtle Creek Blvd to Travis,U_V971,F_1V22,14,,0,0,0,0,0,267774,0,0,267774,2021,2021
2018,160,Public Works,Blanch Cir from Hillside Dr to Nonesuch Rd,U_V773,F_1V22,9,,0,0,0,0,0,162068,0,0,162068,2021,2021
2018,160,Public Works,Dr Blessing Cir from End of Pavement to Blessing,U_V648,F_1V22,9,,0,0,0,0,0,58550,0,0,58550,2021,2021
2018,160,Public Works,Bluffdale Brookhurst Dr Dr from Berkinshire Dr to,U_V805,F_1V22,9,,0,0,0,0,0,0,93570,0,93570,2022,2022
2018,160,Public Works,Bluffton from Freeport Dr to End of Pavement,U_V726,F_1V22,7,,0,0,0,0,276458,0,0,0,276458,2020,2020
2018,160,Public Works,Boca Chica Dr Chica Cir from End of Pavement to Boca,U_V325,F_1V22,3,,49010,4213,44797,0,0,0,0,0,49010,,
2018,160,Public Works,Boca Harbor Dr Chica Dr from Boca Chica Cir to Bar,U_V414,F_1V22,3,,746958,220744,526215,0,0,0,0,0,746958,,
2018,160,Public Works,Bonham Pavement St from Midway Rd to End of,U_V684,F_1V22,13,,0,0,0,0,0,294397,0,0,294397,2021,2021
2018,160,Public Works,Wayland Dr Bonnywood Ln from S Hampton Rd to,U_V602,F_1V22,3,,0,0,0,0,356034,0,0,0,356034,2020,2020
2018,160,Public Works,Rd Branchfield Dr from W Lawther Dr to Fisher,U_V803,F_1V22,9,,0,0,0,0,0,0,224288,0,224288,2022,2022
2018,160,Public Works,Dr Brandeis Ln from Creighton Dr to Ridgelawn,U_V784,F_1V22,9,,0,0,0,0,0,173284,0,0,173284,2021,2021
2018,160,Public Works,Ave Brendenwood Dr from Gaston Ave to Avalon,U_V417,F_1V22,9,,0,0,0,96829,0,0,0,0,96829,2019,2019
2018,160,Public Works,Brennans Brennans Pl Dr from End of Pavement to,U_V843,F_1V22,9,,0,0,0,0,0,0,42429,0,42429,2022,2022
2018,160,Public Works,Pavement Brentridge Ct from Brentridge Dr to End of,U_V403,F_1V22,10,,0,0,0,111406,0,0,0,0,111406,2019,2019
2018,160,Public Works,Brentridge Brentridge Ct Dr from Deermont Trl to,U_V494,F_1V22,10,,0,0,0,64690,0,0,0,0,64690,2019,2019
2018,160,Public Works,Briar Tree Dr from Village Ln to Village Ln,U_V427,F_1V22,11,,0,0,0,244559,0,0,0,0,244559,2019,2019
2018,160,Public Works,Briaridge Rd from Spring Creek Rd to Coit Rd,U_V813,F_1V22,11,,0,0,0,0,0,211803,0,0,211803,2021,2021
2018,160,Public Works,Rd Broadmoor Dr from Broadmoor Dr to Garland,U_V847,F_1V22,9,,0,0,0,0,0,0,127013,0,127013,2022,2022
2018,160,Public Works,Brockbank Dr from Coogan Dr to Royal Ln,U_V875,F_1V22,6,,0,0,0,242741,0,0,0,0,242741,2019,2019
2018,160,Public Works,Dr Brookhurst Dr from Edgelake Dr to Northcliff,U_V682,F_1V22,9,,0,0,0,0,0,322763,0,0,322763,2021,2021
2018,161,Public Works,Brown St from Shelby Ave to Reagan St,U_V569,F_1V22,2,,0,0,0,0,61809,0,0,0,61809,2020,2020
2018,161,Public Works,Dr Bucknell Dr from Bennington Dr to Trammel,U_V651,F_1V22,9,,0,0,0,0,0,117375,0,0,117375,2021,2021
2018,161,Public Works,Burlew St from Bryan St to San Jacinto St,U_V646,F_1V22,2,,0,0,0,0,122108,0,0,0,122108,2020,2020
2018,161,Public Works,Cadiz St from S Ervay St to Browder St,U_V894,F_1V22,2,,0,0,0,147464,0,0,0,0,147464,2019,2019
2018,161,Public Works,Rd Campbell Rd from Colegrove Dr to Hillcrest,U_V918,F_1V22,12,,0,0,0,0,316418,0,0,0,316418,2020,2020
2018,161,Public Works,Way Campbell Rd from Hillcrest Rd to Meandering,U_V919,F_1V22,12,,0,0,0,928467,0,0,0,0,928467,2019,2019
2018,161,Public Works,Campbell Rd from Meandering Way to Coit Rd,U_V941,F_1V22,12,,0,0,0,1378860,0,0,0,0,1378860,2019,2019
2018,161,Public Works,Ct Campbell Rd from Preston Rd to Preston Bend,U_V959,F_1V22,12,,0,0,0,0,0,0,733506,0,733506,2022,2022
2018,161,Public Works,Dr Campbell Rd from Preston Rd to Preston Trail,U_V952,F_1V22,11,,0,0,0,0,0,0,165943,0,165943,2022,2022
2018,161,Public Works,Capitol Ave from N Peak St to N Carroll Ave,U_V541,F_1V22,2,,0,0,0,171962,0,0,0,0,171962,2019,2019
2018,161,Public Works,Carillon Dr from Rolling Hills Ln to Peyton Dr,U_V423,F_1V22,11,,113842,0,113842,0,0,0,0,0,113842,,
2018,161,Public Works,Hills Ln Carillon Dr from Spring Grove Ave to Rolling,U_V461,F_1V22,11,,0,0,0,52513,0,0,0,0,52513,2019,2019
2018,161,Public Works,Carissa Dr from Carissa Cir to Jupiter Rd,U_V831,F_1V22,9,,0,0,0,0,0,0,147799,0,147799,2022,2022
2018,161,Public Works,Carissa Dr from Ridgelake Dr to Sunland St,U_V763,F_1V22,9,,0,0,0,0,0,0,214855,0,214855,2022,2022
2018,161,Public Works,Carnegie Dr from Carnegie Pl to Peavy Rd,U_V823,F_1V22,9,,0,0,0,0,0,0,97241,0,97241,2022,2022
2018,161,Public Works,Rd Carriage Ln From Dentcrest Dr To Belt Line,U_V408,F_1V22,11,,52376,0,52376,0,0,0,0,0,52376,,
2018,161,Public Works,Carrollwood Dr from Briarnoll Dr to Debbe Dr,U_V345,F_1V22,12,,195098,0,195098,0,0,0,0,0,195098,,
2018,161,Public Works,Carrousel Cir from Lyre Ln to Lyre ln,U_V676,F_1V22,9,,0,0,0,0,0,148553,0,0,148553,2021,2021
2018,161,Public Works,Caulan Dr from Willowdell Dr to Galva Dr,U_V611,F_1V22,10,,0,0,0,0,54057,0,0,0,54057,2020,2020
2018,161,Public Works,St Cedar Springs Rd from Fairmount St to Routh,U_V888,F_1V22,14,,0,0,0,0,447855,0,0,0,447855,2020,2020
2018,161,Public Works,Hill Ln Center Court Dr from Baseline Dr to Chimney,U_V333,F_1V22,10,,0,0,0,92233,0,0,0,0,92233,2019,2019
2018,161,Public Works,Champa Dr from Blanning Dr to Hambrick Rd,U_V372,F_1V22,9,,0,0,0,52685,0,0,0,0,52685,2019,2019
2018,161,Public Works,Ln Chapel Hill Rd from Cathedral Dr to Kimberly,U_V429,F_1V22,9,,103860,0,103860,0,0,0,0,0,103860,,
2018,161,Public Works,Chapel Cathedral Hill Dr Rd from W Lawther Dr to,U_V557,F_1V22,9,,0,0,0,0,169065,0,0,0,169065,2020,2020
2018,161,Public Works,Flicker Charing Ln Cross Ln from Staffordshire Dr to,U_V594,F_1V22,10,,96280,0,96280,0,0,0,0,0,96280,,
2018,161,Public Works,Chariot Dr from Trace Rd to Wimbelton Way,U_V840,F_1V22,7,,0,0,0,0,0,338061,0,0,338061,2021,2021
2018,161,Public Works,Rd Charlestown Dr from Nuestra Dr to Preston,U_V603,F_1V22,13,,0,0,0,0,0,411943,0,0,411943,2021,2021
2018,161,Public Works,Checota Dr from N Masters Dr to Amity Ln,U_V683,F_1V22,5,,0,0,0,283935,0,0,0,0,283935,2019,2019
2018,161,Public Works,Dr Chesterton Dr from Lynbrook Dr to Lanward,U_V649,F_1V22,10,,0,0,0,0,110446,0,0,0,110446,2020,2020
2018,162,Public Works,Chiswell Rd from Lanshire Dr to Audelia Rd,U_V632,F_1V22,10,,0,0,0,0,86470,0,0,0,86470,2020,2020
2018,162,Public Works,Christensen Dr from Latta St to Glover Pass,U_V525,F_1V22,5,,0,0,0,243736,0,0,0,0,243736,2019,2019
2018,162,Public Works,Rd Church Cir from End of Pavement to Church,U_V809,F_1V22,10,,0,0,0,0,0,64278,0,0,64278,2021,2021
2018,162,Public Works,Churchill Way From Whitley To Preston,S479,4U22,11,,116990,0,116990,0,0,0,0,0,116990,,
2018,162,Public Works,Pavement Clarksdale Pl from Clarksdale Dr to End of,U_V798,F_1V22,9,,0,0,0,0,0,0,53474,0,53474,2022,2022
2018,162,Public Works,Dyke Classen Rd Dr from E Northwest Hwy to Van,U_V785,F_1V22,9,,0,0,0,0,0,383062,0,0,383062,2021,2021
2018,162,Public Works,Rd Classen Dr from Northlake Dr to Waterview,U_V707,F_1V22,9,,0,0,0,0,0,222950,0,0,222950,2021,2021
2018,162,Public Works,Ln Claybrook Dr from Cliffrose Ln to Walnut Hill,U_V470,F_1V22,10,,0,0,0,0,0,165189,0,0,165189,2021,2021
2018,162,Public Works,St Clearbrook Ln from Duxbury Dr to Cheswick,U_V505,F_1V22,9,,0,0,0,238316,0,0,0,0,238316,2019,2019
2018,162,Public Works,Waterfall Clearsprings Way Rd from Sapling Way to,U_V584,F_1V22,11,,0,0,0,0,163851,0,0,0,163851,2020,2020
2018,162,Public Works,Maham Rd Clearsprings Rd from Waterfall Way to,U_V686,F_1V22,11,,0,0,0,0,171603,0,0,0,171603,2020,2020
2018,162,Public Works,Dr Clearwater Dr from Angleton Pl to Westfield,U_V405,F_1V22,10,,0,0,0,156064,0,0,0,0,156064,2019,2019
2018,162,Public Works,Clearwater Dr from Westfield Dr to Stults Rd,U_V504,F_1V22,10,,0,0,0,207480,0,0,0,0,207480,2019,2019
2018,162,Public Works,Angleton Pl Clearwater Dr from Woodbrook Dr to,U_V381,F_1V22,10,,0,0,0,101013,0,0,0,0,101013,2019,2019
2018,162,Public Works,Cliff Marvin D Creek Love Serv Crossing E Dr from Kirnwood Dr to,U_V425,F_1V22,8,,0,0,0,443979,0,0,0,0,443979,2019,2019
2018,162,Public Works,Trail Club Dr Glen Dr from Whitehurst Dr to Arbor,U_V347,F_1V22,10,,0,0,0,155551,0,0,0,0,155551,2019,2019
2018,162,Public Works,Club Wood Dr Manor Dr from S Hampton Rd to Club,U_V484,F_1V22,3,,346328,130975,215353,0,0,0,0,0,346328,,
2018,162,Public Works,Dr Club Terrace Dr S Hampton Rd to Club Wood,U_V399,F_1V22,3,,360039,176396,183642,0,0,0,0,0,360039,,
2018,162,Public Works,Cochran Cochran Chapel Chapel Cir Cir from Midway Rd to,U_V339,F_1V22,13,,140000,0,140000,0,0,0,0,0,140000,,
2018,162,Public Works,Cockrell Hill from Bronze Way to Bass Way,U_V885,F_1V22,3,,0,0,0,0,427893,0,0,0,427893,2020,2020
2018,162,Public Works,Cole St from N Riverfront Blvd to Slocum St,U_V380,F_1V22,6,,0,0,0,245794,0,0,0,0,245794,2019,2019
2018,162,Public Works,Coleridge St from Easton Dd to Sasanqua Ln,U_V824,F_1V22,9,,0,0,0,0,0,0,30664,0,30664,2022,2022
2018,162,Public Works,Commerce St from East Side Ave to Benson St,U_V808,F_1V22,2,,0,0,0,0,68874,0,0,0,68874,2020,2020
2018,162,Public Works,Ave Concho St from McCommas Blvd to Martel,U_V393,F_1V22,14,,0,0,0,104546,0,0,0,0,104546,2019,2019
2018,162,Public Works,Ave Concho St from Monticello Ave to Mercedes,U_V409,F_1V22,14,,0,0,0,0,0,58790,0,0,58790,2021,2021
2018,162,Public Works,Congress Ave Throckmorton St from Reagan St to,U_V616,F_1V22,2,,71344,0,71344,0,0,0,0,0,71344,,
2018,162,Public Works,Chavez Corinth St Blvd from S Hardwood St to S Cesar,U_V533,F_1V22,2,,0,0,0,89647,0,0,0,0,89647,2019,2019
2018,162,Public Works,Cortez Dr from Larga Dr to El Centro Dr,U_V498,F_1V22,2,,0,0,0,158891,0,0,0,0,158891,2019,2019
2018,162,Public Works,Cortez Dr from Mixon Dr to Lenel Pl,U_V521,F_1V22,2,,0,0,0,187887,0,0,0,0,187887,2019,2019
2018,163,Public Works,Dr Cosgrove Dr from Merriman Pkwy to Tabor,U_V728,F_1V22,10,,0,0,0,0,0,150321,0,0,150321,2021,2021
2018,163,Public Works,Dr Cotillion Dr from Ferguson Rd to Puerto Rico,U_V710,F_1V22,9,,0,0,0,0,0,99642,0,0,99642,2021,2021
2018,163,Public Works,Covey Ct from Quail Run to End of Pavement,U_V576,F_1V22,10,,100000,0,100000,0,0,0,0,0,100000,,
2018,163,Public Works,Ave Cragmont Ave from Abbott Ave to Glenwood,U_V322,F_1V22,14,,80452,74347,6106,60693,0,0,0,0,141145,2019,2019
2018,163,Public Works,to Creek Ezekial Cove Ave Dr from Great Trinity Forest Way,U_V777,F_1V22,8,,0,0,0,0,197602,0,0,0,197602,2020,2020
2018,163,Public Works,Creel Pavement Creek Cir from Creel Creek to End of,U_V575,F_1V22,9,,0,0,0,0,60745,0,0,0,60745,2020,2020
2018,163,Public Works,Creel Springwater Creek Dr Dr from Creel Creek Cir to,U_V445,F_1V22,9,,0,0,0,0,49152,0,0,0,49152,2020,2020
2018,163,Public Works,Cir Creel Creek Dr from Mercer Dr to Creel Creek,U_V634,F_1V22,9,,0,0,0,0,161313,0,0,0,161313,2020,2020
2018,163,Public Works,Woods Cricket Dr Dr from S Trego St to S Pleasant,U_V453,F_1V22,5,,175479,0,175479,0,0,0,0,0,175479,,
2018,163,Public Works,Cromwell Dr from Whirlaway Rd to Flaxley Dr,U_V685,F_1V22,13,,0,0,0,0,0,364609,0,0,364609,2021,2021
2018,163,Public Works,Crossman Ave From Pueblo St To Nomas St,U_V733,F_1V22,6,,57590,0,57590,0,0,0,0,0,57590,,
2018,163,Public Works,Cosa Dr. Cypress Hills Dr. from Black Berry Ln to La,U_V337,F_1V22,11,,66371,3792,62578,0,0,0,0,0,66371,,
2018,163,Public Works,Ln Cypress Hills Dr from Fox Trl to Black Berry,U_V446,F_1V22,11,,0,0,0,201170,0,0,0,0,201170,2019,2019
2018,163,Public Works,Dale Augustine Glade Dr Dr from E Shore Dr to N St,U_V781,F_1V22,5,,0,0,0,233240,0,0,0,0,233240,2019,2019
2018,163,Public Works,Danville Dr from Holcomb Rd to Oak Hill Cir,U_V654,F_1V22,5,,157094,0,157094,0,0,0,0,0,157094,,
2018,163,Public Works,Dart Ave from Woodmont Dr to Bissonet Ave,U_V535,F_1V22,8,,0,0,0,179698,0,0,0,0,179698,2019,2019
2018,163,Public Works,Dawn Dr from Gus Thomasson Rd to Thale Dr,U_V636,F_1V22,9,,0,0,0,0,174827,0,0,0,174827,2020,2020
2018,163,Public Works,Ave Daytonia Ave from Sanford Ave to Tavaros,U_V740,F_1V22,9,,0,0,0,113842,0,0,0,0,113842,2019,2019
2018,163,Public Works,Debbe Dr from Briarnoll Dr to Carrollwood Dr,U_V330,F_1V22,12,,144746,0,144746,0,0,0,0,0,144746,,
2018,163,Public Works,Debbe Dr from Judi St to Meandering Way,U_V497,F_1V22,12,,137646,0,137646,0,0,0,0,0,137646,,
2018,163,Public Works,Dr Debbe Dr from Meandering Way to Briarnoll,U_V483,F_1V22,12,,143889,0,143889,0,0,0,0,0,143889,,
2018,163,Public Works,Dr Deepwood St from Carter Rd to Western Hills,U_V629,F_1V22,8,,0,0,0,0,250973,0,0,0,250973,2020,2020
2018,163,Public Works,Deermont Whispering Trl Hills from Dr Brentridge Dr to,U_V467,F_1V22,10,,0,0,0,146735,0,0,0,0,146735,2019,2019
2018,163,Public Works,Delano Pl from N Haskell Ave to N Peak St,U_V721,F_1V22,2,,0,0,0,0,119741,0,0,0,119741,2020,2020
2018,163,Public Works,Housley Dr Desdemona Dr from Barnes Bridge Rd to,U_V667,F_1V22,9,,0,0,0,0,0,103517,0,0,103517,2021,2021
2018,163,Public Works,Diceman Dr from Sanford Ave to Tavaros Ave,U_V756,F_1V22,9,,0,0,0,0,0,117375,0,0,117375,2021,2021
2018,163,Public Works,Dixie Ln from Ash Creek Dr to Mariposa Dr,U_V790,F_1V22,9,,0,0,0,0,0,0,182750,0,182750,2022,2022
2018,163,Public Works,Ridge Dolores Trl way from McKissick Ln to Indian,U_V501,F_1V22,8,,0,0,0,132741,0,0,0,0,132741,2019,2019
2018,163,Public Works,Ave Dorrington Dr from Ferguson Rd to Telegraph,U_V424,F_1V22,7,,0,0,0,319573,0,0,0,0,319573,2019,2019
2018,164,Public Works,Ave Douglas Ave from Herschel Ave to Prescott,U_V734,F_1V22,14,,0,0,0,0,0,70555,0,0,70555,2021,2021
2018,164,Public Works,Hwy Douglas Ave from Luther Ln to W Northwest,U_V912,F_1V22,13,,0,0,0,267403,0,0,0,0,267403,2019,2019
2018,164,Public Works,Douglas Ave from Newton Ave to Wycliff Ave,U_V825,F_1V22,14,,0,0,0,0,0,57727,0,0,57727,2021,2021
2018,164,Public Works,Douglas Ave from Wycliff Ave to Herschel Ave,U_V815,F_1V22,14,,0,0,0,0,0,70144,0,0,70144,2021,2021
2018,164,Public Works,of Dove Brook Pavement Cir from Stone Canyon Rd to End,U_V587,F_1V22,11,,0,0,0,0,87911,0,0,0,87911,2020,2020
2018,164,Public Works,Dove Middle Glen Meadow Dr Dr from Whitehurst Dr to,U_V442,F_1V22,10,,0,0,0,192732,0,0,0,0,192732,2019,2019
2018,164,Public Works,E St 7Th St From N Beckley Ave To N Crawford,U_V610,F_1V22,1,,58859,0,58859,0,0,0,0,0,58859,,
2018,164,Public Works,E Colorado Blvd from Zang to N Marsalis Ave,U_V883,F_1V22,1,,585244,0,585244,0,0,0,0,0,585244,,
2018,164,Public Works,E St Jerden Ln from Rockwood St to Cumberland,U_V335,F_1V22,4,,55052,0,55052,0,0,0,0,0,55052,,
2018,164,Public Works,E Rd Kiest Blvd from Kellogg Ave to Bonnie View,U_V896,F_1V22,4,,2051544,1025770,1025774,5371,0,0,0,0,2056915,2019,2019
2018,164,Public Works,E Ln Mockingbird Ln from Hillside Dr to Yosemite,U_V866,F_1V22,9,,217119,0,217119,0,0,0,0,0,217119,,
2018,164,Public Works,E Williamson Rd Mockingbird Ln from Yosemite Ln to,U_V861,F_1V22,9,,0,0,0,431494,0,0,0,0,431494,2019,2019
2018,164,Public Works,E Blvd Oakenwald St to Plowman Ave to N Zang,U_V516,F_1V22,1,,0,0,0,135862,0,0,0,0,135862,2019,2019
2018,164,Public Works,E Pavement Pentagon Pkwy from Veterans Dr to End of,U_V857,F_1V22,8,,379358,0,379358,0,0,0,0,0,379358,,
2018,164,Public Works,East Side Ave from S Haskell Ave to S Peak St,U_V725,F_1V22,2,,0,0,0,0,140699,0,0,0,140699,2020,2020
2018,164,Public Works,Easton Rd from Garland Rd to San Felipe Dr,U_V966,F_1V22,9,,0,0,0,0,191394,0,0,0,191394,2020,2020
2018,164,Public Works,Easton Rd Thomasson Rd from Hermosa Dr to Gus,U_V884,F_1V22,9,,0,0,0,0,107565,0,0,0,107565,2020,2020
2018,164,Public Works,Easton Rd from Losa Dr to Hermosa Dr,U_V882,F_1V22,9,,0,0,0,0,203851,0,0,0,203851,2020,2020
2018,164,Public Works,Easton Rd from San Felipe Dr to Losa Dr,U_V873,F_1V22,9,,0,0,0,0,137200,0,0,0,137200,2020,2020
2018,164,Public Works,Dr Echo Valley Dr from Loma Vista Dr to Raeford,U_V369,F_1V22,10,,0,0,0,50833,0,0,0,0,50833,2019,2019
2018,164,Public Works,Dr Echo Valley Dr from Raeford Dr to Whitehurst,U_V558,F_1V22,10,,168893,0,168893,0,0,0,0,0,168893,,
2018,164,Public Works,Edgedale Dr From Silverdale Dr To Racine Dr,U_V434,F_1V22,8,,53542,0,53542,0,0,0,0,0,53542,,
2018,164,Public Works,Edison St from Slocum St to Hi Line Dr,U_V441,F_1V22,6,,0,0,0,208853,0,0,0,0,208853,2019,2019
2018,164,Public Works,Edwards Cir from S Polk St to Savoy St,U_V386,F_1V22,4,,158603,0,158603,0,0,0,0,0,158603,,
2018,164,Public Works,Trl Egyptian Dr from McKissick Ln to Indian Ridge,U_V418,F_1V22,8,,0,0,0,114528,0,0,0,0,114528,2019,2019
2018,164,Public Works,Oaks Ln Elderleaf Dr from End of Pavement to Elder,U_V359,F_1V22,3,,257717,115287,142430,0,0,0,0,0,257717,,
2018,164,Public Works,Hampton Elderoaks Rd from W. Camp Wisdom Rd to S.,U_V477,F_1V22,3,,108474,108474,0,198751,0,0,0,0,307225,2019,2019
2018,164,Public Works,Elderoaks Elderoaks Pl Lane from End of Pavement to,U_V357,F_1V22,3,,218392,169349,49043,0,0,0,0,0,218392,,
2018,164,Public Works,Ave Eldorado Ave from Elsbeth Ave to N Beckley,U_V779,F_1V22,1,,171500,0,171500,0,0,0,0,0,171500,,
2018,165,Public Works,Jr Elihu Blvd St from End of Pavement to JB Jackson,U_V444,F_1V22,7,,0,0,0,122005,0,0,0,0,122005,2019,2019
2018,165,Public Works,Ella Ave from Ezekial Ave to Alcorn Ave,U_V334,F_1V22,8,,331407,0,331407,0,0,0,0,0,331407,,
2018,165,Public Works,Elsie Malcolm X Faye Blvd. Heggins St from S Central Expy to S,U_V856,F_1V22,7,,2114561,762696,1351865,0,0,0,0,0,2114561,,
2018,165,Public Works,to Elsie Faye Meadow St Heggins St from S Malcolm X Blvd,U_V852,F_1V22,7,,725794,108324,617470,0,0,0,0,0,725794,,
2018,165,Public Works,Ravinia Emmett Rd St from S Westmoreland Rd to S,U_V485,F_1V22,1,,0,0,0,288529,0,0,0,0,288529,2019,2019
2018,165,Public Works,Crest Rd Enchanted Ln from Breakwood Dr to Urban,U_V776,F_1V22,7,,0,0,0,0,326149,0,0,0,326149,2020,2020
2018,165,Public Works,Enderly Pl from Banting Way to Samuell Blvd,U_V810,F_1V22,7,,0,0,0,0,0,108765,0,0,108765,2021,2021
2018,165,Public Works,Engle Ave from S Waverly Dr to Clearview Cir,U_V343,F_1V22,4,,84275,0,84275,0,0,0,0,0,84275,,
2018,165,Public Works,Esmalda Dr from Toronto St to Nomas St,U_V338,F_1V22,6,,0,0,0,120599,0,0,0,0,120599,2019,2019
2018,165,Public Works,Dr Estacado Dr from Coldwater Cir to Ash Creek,U_V757,F_1V22,9,,0,0,0,0,0,209607,0,0,209607,2021,2021
2018,165,Public Works,Exeter Ave from Sunnyvale St to Tacoma St,U_V574,F_1V22,4,,0,0,0,190537,0,0,0,0,190537,2019,2019
2018,165,Public Works,Fabrication St from Topeka Ave to Sylvan Ave,U_V370,F_1V22,6,,0,0,0,51313,0,0,0,0,51313,2019,2019
2018,165,Public Works,Faircrest Dr from A11639 to Ferndale Rd,U_V714,F_1V22,10,,0,0,0,0,0,118232,0,0,118232,2021,2021
2018,165,Public Works,St Fairhaven Ln from McCutcheon Ln to Blanton,U_V537,F_1V22,5,,0,0,0,480577,0,0,0,0,480577,2019,2019
2018,165,Public Works,Fairmount St from Shelby Ave to Reagan St,U_V388,F_1V22,2,,70555,0,70555,0,0,0,0,0,70555,,
2018,165,Public Works,Fallon Pl from Hazelhurst Ln to Hazelhurst Ln,U_V822,F_1V22,7,,0,0,0,0,0,193726,0,0,193726,2021,2021
2018,165,Public Works,Falls Dr from S Cockrell Hill Rd to Andrews St,U_V440,F_1V22,1,,0,0,0,169259,0,0,0,0,169259,2019,2019
2018,165,Public Works,Fenchurch Rd from Buxhill Dr to Lanshire Dr,U_V637,F_1V22,10,,0,0,0,118061,0,0,0,0,118061,2019,2019
2018,165,Public Works,Fenchurch Rd from Fitzroy Dr to Shadydale Ln,U_V472,F_1V22,10,,0,0,0,52205,0,0,0,0,52205,2019,2019
2018,165,Public Works,Fenchurch Rd from Shadydale Ln to Buxhill Dr,U_V523,F_1V22,10,,0,0,0,58962,0,0,0,0,58962,2019,2019
2018,165,Public Works,Blvd Fernald Ave from Dixfield Dr to Lochwood,U_V724,F_1V22,9,,0,0,0,0,0,350032,0,0,350032,2021,2021
2018,165,Public Works,Fernald Ave from Yeager Dr to Holt Dr,U_V750,F_1V22,9,,0,0,0,0,0,209093,0,0,209093,2021,2021
2018,165,Public Works,Clinton Ferndale Ave Ave from S Edgefield Ave to S,U_V546,F_1V22,1,,0,0,0,149205,0,0,0,0,149205,2019,2019
2018,165,Public Works,Ferris Ferris Branch Branch Blvd Blvd from Whitehurst Dr to W,U_V367,F_1V22,10,,0,0,0,175582,0,0,0,0,175582,2019,2019
2018,165,Public Works,Ferris Pavement Creek Ln from Chimney Hill Ln to End of,U_V363,F_1V22,10,,0,0,0,145809,0,0,0,0,145809,2019,2019
2018,165,Public Works,Firebird Dr from Postglen Dr to Troyglen Dr,U_V471,F_1V22,8,,0,0,0,145604,0,0,0,0,145604,2019,2019
2018,165,Public Works,Fitzroy Dr from Audelia Rd to Fenchurch Rd,U_V744,F_1V22,10,,0,0,0,98510,0,0,0,0,98510,2019,2019
2018,165,Public Works,Ave Flanary Ln from Garlinghouse Ln to Amador,U_V666,F_1V22,12,,0,0,0,163165,0,0,0,0,163165,2019,2019
2018,165,Public Works,Forest Ct from End of Pavement to Forest Ln,U_V793,F_1V22,11,,0,0,0,0,121868,0,0,0,121868,2020,2020
2018,166,Public Works,Forest Resurfacing Lane From Project Cromwell To March,U_V981,F_1V22,14,,1100000,589778,510222,0,0,0,0,0,1100000,,
2018,166,Public Works,Forest Ln from Grissom Ln to Josey Ln,U_V955,F_1V22,6,,0,0,0,654856,0,0,0,0,654856,2019,2019
2018,166,Public Works,Fort Colorado Worth Blvd Ave from Bahama Dr to W,U_V858,F_1V22,1,,0,0,0,0,844638,0,0,0,844638,2020,2020
2018,166,Public Works,Frankford Rd from Hillcrest Rd to Coit Rd,U_V933,F_1V22,12,,0,0,0,0,0,2212007,0,0,2212007,2021,2021
2018,166,Public Works,Frankford Rd from Preston Rd to Hillcrest Rd,U_V928,F_1V22,12,,0,0,0,0,0,1754016,0,0,1754016,2021,2021
2018,166,Public Works,to French Norwich St Settlement Rd from La Reunion Pkwy,U_V850,F_1V22,6,,0,0,0,512408,0,0,0,0,512408,2019,2019
2018,166,Public Works,Galena St from Norwood Dr to Fenwick Dr,U_V705,F_1V22,9,,0,0,0,0,0,177331,0,0,177331,2021,2021
2018,166,Public Works,Gardenia Pl from Gardenia Dr to Gardenia Dr,U_V758,F_1V22,9,,0,0,0,0,0,59442,0,0,59442,2021,2021
2018,166,Public Works,Dr Gaston Pkwy from Old Gate Ln to Knob Oak,U_V844,F_1V22,9,,0,0,0,0,0,0,121456,0,121456,2022,2022
2018,166,Public Works,Rd Gatewood Pl from End of Pavement to Jupiter,U_V845,F_1V22,9,,0,0,0,0,0,0,168173,0,168173,2022,2022
2018,166,Public Works,Gilbert Ave from Knight St to Douglas Ave,U_V645,F_1V22,14,,0,0,0,0,0,88082,0,0,88082,2021,2021
