cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2019,year_2020,year_2021,year_2022,year_2023,project_total,start_year,end_year
2018,98,Park And Recreation,Park Service Center replacement [2006],U_T248,F_3R00,CW,,864,864,0,0,0,0,0,0,864,,
2018,98,Park And Recreation,Aquatic Master Plan Implement-Ph 1,U_VB01,F_1V00,CW,,11000000,0,11000000,0,0,0,0,0,11000000,,
2018,98,Park And Recreation,Aquatic Facilities with Support Buildings,U_W109,F_4T00,CW,,600000,0,600000,0,0,0,0,0,600000,,
2018,98,Park And Recreation,[Exline - Aquatics Master Bahama] Plan Implementation-Ph 2A,U_VB02,F_1V00,CW,,1400000,0,1400000,11800000,0,0,0,0,13200000,2019,2019
2018,98,Park And Recreation,Aquatic Bachman Lake Center - Park - Phase 1 Regional Family,U_VB83,F_1V00,6,,1100000,0,1100000,2400000,0,0,0,0,3500000,2019,2019
2018,99,Park And Recreation,Phase 1 Bachman (with CD Regional 6) Family Aquatic Center -,U_VB48,F_1V00,2,,0,0,0,2500000,0,0,0,0,2500000,2019,2019
2018,99,Park And Recreation,Fretz Center Park - Expand Parking Lot for Aquatic,U_VK50,F_1V00,11,,400000,0,400000,0,0,0,0,0,400000,,
2018,99,Park And Recreation,Grauwyler Park - Sprayground,U_VB42,F_1V00,2,,401000,0,401000,1599000,0,0,0,0,2000000,2019,2019
2018,99,Park And Recreation,Harry Aquatic Stone Center Park - Neighborhood Family,U_VK29,F_1V00,9,,700000,0,700000,5500000,0,0,0,0,6200000,2019,2019
2018,99,Park And Recreation,Jaycee Zaragoza Park - Sprayground,U_VB76,F_1V00,6,,491000,0,491000,1394000,0,0,0,0,1885000,2019,2019
2018,99,Park And Recreation,"K. trail, B. Polk Park - playground, shade Sprayground-sm., walking",U_VB44,F_1V00,2,,501000,0,501000,1499000,0,0,0,0,2000000,2019,2019
2018,99,Park And Recreation,Kleberg-Rylie Park - Sprayground,U_VK14,F_1V00,8,,461000,0,461000,1019000,0,0,0,0,1480000,2019,2019
2018,99,Park And Recreation,Nash Davis Park - Spraygound,U_VB77,F_1V00,6,,200000,0,200000,1800000,0,0,0,0,2000000,2019,2019
2018,99,Park And Recreation,Site - Spray TBD park or recreational amenity at CD 10,U_VK44,F_1V00,10,,0,0,0,0,332000,0,0,0,332000,2020,2020
2018,99,Park And Recreation,Timberglen Park - sprayground,U_VK66,F_1V00,12,,448000,0,448000,1552000,0,0,0,0,2000000,2019,2019
2018,99,Park And Recreation,with lights Anderson and Bonner - bleachers Renovate Soccer Field #3,U_VK47,F_1V00,11,,0,0,0,0,0,70000,430000,0,500000,2021,2022
2018,99,Park And Recreation,Arcadia basketball Park - gym Add lighting at outdoor,U_VB82,F_1V00,6,,30000,0,30000,0,0,0,0,0,30000,,
2018,99,Park And Recreation,softball Beckley fields Saner Park - Renovate backstop at 2,U_VB61,F_1V00,4,,0,0,0,400000,0,0,0,0,400000,2019,2019
2018,99,Park And Recreation,park Bentwood Park furnishings - tennis - add player benches;,U_VK64,F_1V00,12,,0,0,0,0,50000,0,0,0,50000,2020,2020
2018,99,Park And Recreation,Brownwood Park - Soccer Field,U_VB74,F_1V00,6,,0,0,0,80000,120000,0,0,0,200000,2019,2020
2018,99,Park And Recreation,Casa Linda Park - Basketball,U_VK18,F_1V00,9,,0,0,0,0,35000,0,0,0,35000,2020,2020
2018,99,Park And Recreation,Cotillion Park - Player Bench Enclosure,U_VK20,F_1V00,9,,13718,0,13718,0,0,0,0,0,13718,,
2018,99,Park And Recreation,Hillview Park - Renovate Basketball Court,U_VB92,F_1V00,7,,0,0,0,17000,0,0,0,0,17000,2019,2019
2018,99,Park And Recreation,Lakewood Park - Basketball Renovate,U_VK23,F_1V00,9,,0,0,0,0,0,10000,70000,0,80000,2021,2022
2018,99,Park And Recreation,Overlake Park - Bleachers,U_VB75,F_1V00,6,,50000,0,50000,0,0,0,0,0,50000,,
2018,99,Park And Recreation,Timberglen Park - Softball outfield fence,U_VK62,F_1V00,12,,0,0,0,150000,0,0,0,0,150000,2019,2019
2018,99,Park And Recreation,"Wahoo Park - Basketball - Full Court, New",U_VK03,F_1V00,7,,0,0,0,0,80000,0,0,0,80000,2020,2020
2018,99,Park And Recreation,existing Walnut and Hill add Park - new Basketball - Renovate,U_VK77,F_1V00,13,,0,0,0,0,0,160000,0,0,160000,2021,2021
2018,99,Park And Recreation,and Walnut Hill bleachers on Park - existing Replace pad softball backstop,U_VK78,F_1V00,13,,0,0,0,0,0,230000,0,0,230000,2021,2021
2018,100,Park And Recreation,Court Willie to Mae Butler Basketball Park - Convert Tennis,U_VK07,F_1V00,7,,0,0,0,0,42000,0,0,0,42000,2020,2020
2018,100,Park And Recreation,Grant Matching Funds,U_K172,F_3R05,Citywide,,150036,112106,37930,0,0,0,0,0,150036,,
2018,100,Park And Recreation,Land Acquisition - Plan,U_K212,F_3R05,CW,,169187,166252,2935,0,0,0,0,0,169187,,
2018,100,Park And Recreation,Accessibility and Code Compliance,U_T046,F_3R05,CW,,686,686,0,0,0,0,0,0,686,,
2018,101,Park And Recreation,Accessibility And Code Complia,U_K100,F_4R05,Citywide,,201905,194000,7905,0,0,0,0,0,201905,,
2018,101,Park And Recreation,ADA/Code Allowance (locations TBD),U_VB14,F_1V00,CW,,0,0,0,0,25000,125000,0,0,150000,2020,2021
2018,101,Park And Recreation,Citywide Security Lighting,U_T044,F_3R05,CW,,849,849,0,0,0,0,0,0,849,,
2018,101,Park And Recreation,Juanita Fountain J. Craft Park - ADA Drinking,U_VB97,F_1V00,7,,11000,0,11000,0,0,0,0,0,11000,,
2018,101,Park And Recreation,"Park Sand Springs Furnishings Park - ADA Package Drinking Fountain,",U_VK02,F_1V00,7,,0,0,0,42000,0,0,0,0,42000,2019,2019
2018,101,Park And Recreation,Parkdale Park - ADA Drinking Fountain,U_VB99,F_1V00,7,,0,0,0,5500,0,0,0,0,5500,2019,2019
2018,101,Park And Recreation,Security Cameras [Rec Centers],U_T278,F_1T00,CW,,43000,43000,0,0,0,0,0,0,43000,,
2018,101,Park And Recreation,Wahoo Park - ADA Drinking Fountain,U_VK04,F_1V00,7,,0,0,0,0,5500,0,0,0,5500,2020,2020
2018,102,Park And Recreation,Forest-Audelia Area Park Project,U_P918,F_1T00,10,,881604,0,881604,0,0,0,0,0,881604,,
2018,102,Park And Recreation,Dallas Arboretum (Match),U_VB09,F_1V00,9,,0,0,0,0,0,1000000,0,0,1000000,2021,2021
2018,102,Park And Recreation,frontage Garland Road Sidewalk at the Arboretum,U_VB12,F_1V00,9,,0,0,0,400000,0,0,0,0,400000,2019,2019
2018,102,Park And Recreation,Dallas Zoo (Match),U_VB08,F_1V00,4,,0,0,0,0,0,0,3500000,0,3500000,2022,2022
2018,102,Park And Recreation,"West End Downtown Parks [Match] - Carpenter, Harwood and",U_VB03,F_1V00,"2, 14",,15957594,0,15957594,1000000,18042406,0,0,0,35000000,2019,2020
2018,102,Park And Recreation,Downtown Park Development,U_7087,F_0530,Citywide,,3295867,786921,2508946,0,0,0,0,0,3295867,,
2018,102,Park And Recreation,Klyde (Amendment - Warren Park 8/9/17) Improvements (Match),U_VB32,F_1V00,14,,0,0,0,0,0,0,10000000,0,10000000,2022,2022
2018,102,Park And Recreation,Midtown Park [Match],U_VB16,F_1V00,11,,0,0,0,0,6000000,0,0,0,6000000,2020,2020
2018,102,Park And Recreation,Environmental Conservation,U_T083,F_2T00,CW,,61018,0,61018,0,0,0,0,0,61018,,
2018,103,Park And Recreation,Anderson Bonner - Creek bank stabilization,U_VK45,F_1V00,11,,0,0,0,0,0,70000,430000,0,500000,2021,2022
2018,103,Park And Recreation,B. B. Owen Park - Site Development,U_VK39,F_1V00,10,,0,0,0,50000,200000,0,0,0,250000,2019,2020
2018,103,Park And Recreation,Bitter Creek Park - Creek bank stabilization,U_VB67,F_1V00,5,,0,0,0,0,0,100000,173000,0,273000,2021,2022
2018,103,Park And Recreation,Brownwood - Erosion Control,U_VB73,F_1V00,6,,0,0,0,120000,280000,0,0,0,400000,2019,2020
2018,103,Park And Recreation,control Emerald Lake Park - Dam safety and erosion,U_VB49,F_1V00,3,,0,0,0,300000,1775000,0,0,0,2075000,2019,2020
2018,103,Park And Recreation,Hillview Drainage Park Near - Creek Playground Erosion Control and,U_VB95,F_1V00,7,,0,0,0,403345,0,0,0,0,403345,2019,2019
2018,103,Park And Recreation,Lake Kidd bank Springs - erosion Natural control Spring daylighting and,U_VB34,F_1V00,1,,0,0,0,200000,800000,0,0,0,1000000,2019,2020
2018,103,Park And Recreation,African American Museum,U_VC03,F_1V02,CW,,2000000,0,2000000,0,0,0,0,0,2000000,,
2018,103,Park And Recreation,Aquarium Annex,U_VC11,F_1V02,CW,,600000,0,600000,0,0,0,0,0,600000,,
2018,103,Park And Recreation,Centennial Building,U_VC08,F_1V02,CW,,0,0,0,0,0,750000,3650000,0,4400000,2021,2022
2018,103,Park And Recreation,Coliseum,U_VC06,F_1V02,CW,,0,0,0,0,1000000,8500000,0,0,9500000,2020,2021
2018,103,Park And Recreation,Fair Park Livestock Building renovation,U_T098,F_6R05,Citywide,,70517,70517,0,0,0,0,0,0,70517,,
2018,104,Park And Recreation,Food and Fiber Building,U_VC05,F_1V02,CW,,0,0,0,0,250000,1250000,0,0,1500000,2020,2021
2018,104,Park And Recreation,Hall of State,U_VC01,F_1V02,CW,,1400000,53520,1346480,13010000,0,0,0,0,14410000,2019,2019
2018,104,Park And Recreation,Magnolia Lounge,U_VC12,F_1V02,CW,,0,0,0,0,0,160000,740000,0,900000,2021,2022
2018,104,Park And Recreation,Music Hall,U_VC02,F_1V02,CW,,4300000,319,4299681,0,0,0,0,0,4300000,,
2018,104,Park And Recreation,Pan American Complex,U_VC09,F_1V02,CW,,0,0,0,350000,3130000,0,0,0,3480000,2019,2020
2018,104,Park And Recreation,Reserve Fair Park,U_P547,F_6R05,CW,,16,0,16,0,0,0,0,0,16,,
2018,104,Park And Recreation,Science Place 1 (Phase 1),U_VC10,F_1V02,CW,,0,0,0,5110000,0,0,0,0,5110000,2019,2019
2018,104,Park And Recreation,Texas Discovery Gardens,U_VC04,F_1V02,CW,,300000,0,300000,0,0,0,0,0,300000,,
2018,104,Park And Recreation,Tower Building,U_VC07,F_1V02,CW,,0,0,0,500000,3000000,0,0,0,3500000,2019,2020
2018,104,Park And Recreation,Bachman Lake Trail,U_S614,F_S306,"1,4",,1000000,0,1000000,0,0,0,0,0,1000000,,
2018,104,Park And Recreation,Casa view Park - Walking Trail,U_VK19,F_1V00,9,,0,0,0,0,0,400000,0,0,400000,2021,2021
2018,104,Park And Recreation,Circuit Trail - The LOOP (Match),U_VB05,F_1V00,"2, 7, 4, 9 5, 6,",,0,0,0,7100000,12900000,0,0,0,20000000,2019,2020
2018,104,Park And Recreation,to Moss Coombs Park Creek Trail - from Hampton/Davis,U_VB36,F_1V00,1,,0,0,0,400000,1600000,0,0,0,2000000,2019,2020
2018,104,Park And Recreation,1/4 mi. - Cummings new Park - Walking loop trail - 6' wide -,U_VB59,F_1V00,4,,0,0,0,0,0,50000,100000,0,150000,2021,2022
2018,104,Park And Recreation,Polk to Elmwood Gannon Pkwy Tr. Park (Elmwood Parkway to,U_VB37,F_1V00,1,,0,0,0,400000,0,1600000,0,0,2000000,2019,2021
2018,104,Park And Recreation,trail Everglade Park - Exercise stations at loop,U_VB88,F_1V00,7,,0,0,0,150000,0,0,0,0,150000,2019,2019
2018,104,Park And Recreation,[CD Five 5] Mile Creek Trail - Glendale to College,U_T131,F_8T00,5,,293805,293805,0,0,0,0,0,0,293805,,
2018,105,Park And Recreation,"park Holcomb Park - furnishings 6' wide walking loop trail,",U_VB70,F_1V00,5,,0,0,0,0,400000,0,0,0,400000,2020,2020
2018,105,Park And Recreation,KCS Corridor Connection Trail - Design,U_VK40,F_1V00,10,,0,0,0,0,0,0,300000,0,300000,2022,2022
2018,105,Park And Recreation,Kleberg Trail,U_VB17,F_1V00,5,,0,0,0,1200000,0,0,0,0,1200000,2019,2019
2018,105,Park And Recreation,Lake Highlands Trails,U_VB18,F_1V00,10,,1000000,0,1000000,1300000,0,0,0,0,2300000,2019,2019
2018,105,Park And Recreation,Lake Highlands Trails (Supplemental funding),U_VK41,F_1V00,10,,0,0,0,500000,0,0,0,0,500000,2019,2019
2018,105,Park And Recreation,Martin greenbelt Weiss Park - Loop trail extension to,U_VB38,F_1V00,1,,0,0,0,200000,1100000,0,0,0,1300000,2019,2020
2018,105,Park And Recreation,Northaven Trail,U_VB06,F_1V00,11,,0,0,0,2615000,0,0,0,0,2615000,2019,2019
2018,105,Park And Recreation,Northaven (Supplemental Trail to - Bridge at System-Wide I-75 funding),U_VK56,F_1V00,11,,0,0,0,385000,0,0,0,0,385000,2019,2019
2018,105,Park And Recreation,Northaven Trail [75 to Hillcrest],U_T241,F_3R05,CW,,1182,1182,0,0,0,0,0,0,1182,,
2018,105,Park And Recreation,R P Brooks Park - Loop Walking Trail,U_VK34,F_1V00,10,,0,0,0,0,0,300000,0,0,300000,2021,2021
2018,105,Park And Recreation,"Rose furnishings Haggar Park - walking loop trail, park",U_VK73,F_1V00,12,,0,0,0,0,0,400000,0,0,400000,2021,2021
2018,105,Park And Recreation,Trail Shadybank connection Park with low (Shadybank & water Coolglen Dr.) -,U_VK60,F_1V00,12,,0,0,0,0,150000,550000,0,0,700000,2020,2021
2018,105,Park And Recreation,Timberglen Trail,U_VB19,F_1V00,12,,0,0,0,2000000,2165000,0,0,0,4165000,2019,2020
2018,105,Park And Recreation,Timberglen Trail - supplemental funding,U_VK68,F_1V00,12,,0,0,0,0,500000,0,0,0,500000,2020,2020
2018,105,Park And Recreation,Barker] Timberglen Trail [Timberglen to Barry,U_T296,F_BT00,12,,143625,62555,81070,0,0,0,0,0,143625,,
2018,105,Park And Recreation,Trail Development,U_7165,F_3R05,Citywide,,2847,0,2847,0,0,0,0,0,2847,,
2018,106,Park And Recreation,White Rock Lake Trail,U_VB13,F_1V00,9,,0,0,0,0,1000000,2500000,0,0,3500000,2020,2021
2018,106,Park And Recreation,Grady Niblo structure stabilization,U_T155,F_3R05,3,,2073,2073,0,0,0,0,0,0,2073,,
2018,106,Park And Recreation,Oak historic Lawn WPA Park rest rooms (Arlington Hall) - Renovate,U_VK83,F_1V00,14,,0,0,0,0,50000,150000,0,0,200000,2020,2021
2018,106,Park And Recreation,Barn Sharrock Niblo Park - Historic Restoration of,U_VB53,F_1V00,3,,100000,0,100000,625000,0,0,0,0,725000,2019,2019
2018,106,Park And Recreation,Flag Pole Hill Pavilion - Historic Restoration,U_VK32,F_1V00,10,,0,0,0,200000,0,0,0,0,200000,2019,2019
2018,106,Park And Recreation,J. J. Craft Park - historic bench restoration,U_VB89,F_1V00,7,,10000,0,10000,0,0,0,0,0,10000,,
2018,106,Park And Recreation,Randall Park - Historic Pavilion Restoration,U_VK89,F_1V00,14,,0,0,0,0,0,250000,0,0,250000,2021,2021
2018,107,Park And Recreation,Add Ctr.[Amended] Discretionary Funds [Singing Hills Rec.,U_VB54,F_1V00,3,,1000000,0,1000000,0,0,0,0,0,1000000,,
2018,107,Park And Recreation,City Facility Facilities Repairs - Fair Park and Other Park,U_W020,F_0671,,,1000000,258791,741209,0,0,0,0,0,1000000,,
2018,107,Park And Recreation,Discretionary [Amended-8-9-17] Funding [Singing Hills R.C.],U_VK15,F_1V00,8,,1000000,0,1000000,0,0,0,0,0,1000000,,
2018,107,Park And Recreation,Friendship (Supplemental Park - Site funding) Development,U_VK42,F_1V00,10,,0,0,0,0,133000,0,0,0,133000,2020,2020
2018,107,Park And Recreation,Gym. Martin Floor Luther Cover King Jr. Park -Rec Center -,U_VB98,F_1V00,7,,12155,0,12155,0,0,0,0,0,12155,,
2018,107,Park And Recreation,Recreation Maintenance Centers - Golf Course - Major,U_VB33,F_1V00,SW,,500000,393,499607,1000000,800000,0,0,0,2300000,2019,2020
2018,107,Park And Recreation,Singing Hills Recreation Ctr. Renovation,U_T281,F_3R00,8,,14400,14400,0,0,0,0,0,0,14400,,
2018,107,Park And Recreation,Singing Hills [New] Site Development,U_VK12,F_1V00,8,,200000,0,200000,0,0,0,0,0,200000,,
2018,107,Park And Recreation,Singing Hills Rec Ctr-Gym Addition,U_VB22,F_1V00,8,,8000000,357812,7642188,0,0,0,0,0,8000000,,
2018,107,Park And Recreation,Singing -Addition Hills Replacement Recreation Center,U_VK13,F_1V00,8,,2000000,0,2000000,0,0,0,0,0,2000000,,
2018,107,Park And Recreation,Athletic Field Lighting,U_T010,F_0T00,CW,,730298,730298,0,0,0,0,0,0,730298,,
2018,108,Park And Recreation,"Churchill Maintenance, HVAC Recreation Center - Major",U_VK48,F_1V00,11,,0,0,0,50000,200000,0,0,0,250000,2019,2020
2018,108,Park And Recreation,Dallas 8/9/17) Water Gardens (Match) (Amendment -,U_VB31,F_1V00,2,,0,0,0,0,0,7500000,0,0,7500000,2021,2021
2018,108,Park And Recreation,Dickerson Street,U_P516,F_0530,CW,,1032027,7972,1024055,0,0,0,0,0,1032027,,
2018,108,Park And Recreation,Junius Gateway - Park furnishings,U_VK88,F_1V00,14,,15000,0,15000,0,0,0,0,0,15000,,
2018,108,Park And Recreation,Kiest Park - Implementation Memorial Tree Grove - Phase 1,U_VB64,F_1V00,4,,70000,0,70000,180000,0,0,0,0,250000,2019,2019
2018,108,Park And Recreation,Texas Horse Park land-develop,U_T291,F_3R00,Citywide,,16255,16255,0,0,0,0,0,0,16255,,
2018,108,Park And Recreation,Tietze Park - improvements Add ADA parking and site,U_VK84,F_1V00,14,,0,0,0,0,100000,0,0,0,100000,2020,2020
2018,108,Park And Recreation,Trinity Development,U_P347,F_0530,CW,,780000,767894,12106,0,0,0,0,0,780000,,
2018,108,Park And Recreation,White Rock Lake Stone Tables (Match),U_VB07,F_1V00,9,,0,0,0,280000,0,0,0,0,280000,2019,2019
2018,109,Park And Recreation,site White dev Rock [phase Hills 2] Park -Neighborhood park,U_VK16,F_1V00,9,,200000,0,200000,0,0,0,0,0,200000,,
2018,109,Park And Recreation,Chalk Hill Trail land acquisition,U_T038,F_6R05,3,,86392,47836,38556,0,0,0,0,0,86392,,
2018,109,Park And Recreation,District 6 Service Center,U_P763,F_4R05,10,,11,11,0,0,0,0,0,0,11,,
2018,109,Park And Recreation,"Glover acquisition Park - Parking lot with lighting, land",U_VB72,F_1V00,5,,0,0,0,127000,0,0,0,0,127000,2019,2019
2018,109,Park And Recreation,Land Acq. community and park development of neighborhood-,U_VK54,F_1V00,11,,0,0,0,4000000,0,0,0,0,4000000,2019,2019
2018,109,Park And Recreation,Land Acq System-W for Land Acq Football fund] Complex [Suppl,U_VB69,F_1V00,5,,3300000,0,3300000,0,0,0,0,0,3300000,,
2018,109,Park And Recreation,Land Acq [supplement for CD football funds] complex in CD 5,U_VB30,F_1V00,CW,,1200000,0,1200000,0,0,0,0,0,1200000,,
2018,109,Park And Recreation,W Land Acq allocation] for the Cedars [Supplemental to S-,U_VB45,F_1V00,2,,0,0,0,500000,0,0,0,0,500000,2019,2019
2018,109,Park And Recreation,CD Land 10 funds) Acquisition for CD 10 (to supplement,U_VB29,F_1V00,CW,,0,0,0,1000000,0,0,0,0,1000000,2019,2019
2018,109,Park And Recreation,CW) Land Acquisition - CW Allowance (TBD -,U_VB04,F_1V00,SW,,0,0,0,1100000,1100000,0,0,0,2200000,2019,2020
2018,109,Park And Recreation,wide Land allowance) Acquisition (to match $1M from System-,U_VK43,F_1V00,10,,0,0,0,0,0,1000000,0,0,1000000,2021,2021
2018,109,Park And Recreation,Land neighborhood acquisition park and development of,U_VK63,F_1V00,12,,6500000,3663,6496337,0,0,0,0,0,6500000,,
2018,109,Park And Recreation,Land Funding Acquisition and Partnership Match,U_VB27,F_1V00,CW,,0,0,0,0,1000000,1300000,0,0,2300000,2020,2021
2018,110,Park And Recreation,(to Land supplement Acquisition CD in 2 the funds) Cedars for new park,U_VB28,F_1V00,CW,,0,0,0,500000,0,0,0,0,500000,2019,2019
2018,110,Park And Recreation,Land Acquisition,U_VB57,F_1V00,4,,0,0,0,1600000,200000,200000,0,0,2000000,2019,2021
2018,110,Park And Recreation,Anderson Bonner - Playground - New,U_VK46,F_1V00,11,,0,0,0,0,0,30000,190000,0,220000,2021,2022
2018,110,Park And Recreation,"Bluffview Pk structure-site - dev playgrnd expansion, shade",U_VK79,F_1V00,13,,50000,0,50000,300000,0,0,0,0,350000,2019,2019
2018,110,Park And Recreation,Bonnie View Park - Playground expansion,U_VB55,F_1V00,4,,0,0,0,0,150000,0,0,0,150000,2020,2020
2018,110,Park And Recreation,Central Square - playground replacement,U_VK90,F_1V00,14,,40000,0,40000,180000,0,0,0,0,220000,2019,2019
2018,110,Park And Recreation,Equipment Cottonwood Park - Playground - Add,U_VK49,F_1V00,11,,0,0,0,0,150000,0,0,0,150000,2020,2020
2018,110,Park And Recreation,Craddock Park - playground expansion,U_VK87,F_1V00,14,,50000,0,50000,150000,0,0,0,0,200000,2019,2019
2018,110,Park And Recreation,(at end of Danieldale life) Park - Playground replacement,U_VK11,F_1V00,8,,0,0,0,40000,180000,0,0,0,220000,2019,2020
2018,110,Park And Recreation,Devon equipment Anderson Park - Replace playground,U_VB65,F_1V00,5,,0,0,0,0,100000,0,0,0,100000,2020,2020
2018,110,Park And Recreation,Eloise Lundy - Playground expansion,U_VB56,F_1V00,4,,0,0,0,0,150000,0,0,0,150000,2020,2020
2018,110,Park And Recreation,Flag Pole Hill - Playground [Match],U_VB21,F_1V00,10,,165000,0,165000,0,0,0,0,0,165000,,
2018,110,Park And Recreation,Flag Pole Hill [Supplemental Park fund] -Playgrnd Replacement,U_VK37,F_1V00,10,,135000,0,135000,0,0,0,0,0,135000,,
2018,110,Park And Recreation,"ADA Frances Rizo drinking Park - fountain Playground replacement,",U_VB78,F_1V00,6,,0,0,0,0,70000,180000,0,0,250000,2020,2021
2018,110,Park And Recreation,Fretz Park - Playground,U_VK51,F_1V00,11,,250000,0,250000,0,0,0,0,0,250000,,
2018,110,Park And Recreation,Glen Meadow - Playground replacement,U_VK74,F_1V00,13,,0,0,0,0,0,40000,180000,0,220000,2021,2022
2018,110,Park And Recreation,Glencoe playground,U_T151,F_8T00,14,,167066,161301,5765,0,0,0,0,0,167066,,
2018,110,Park And Recreation,Herndon Park - Playground expansion,U_VB63,F_1V00,4,,0,0,0,40000,110000,0,0,0,150000,2019,2020
2018,110,Park And Recreation,swingset Jamestown and Park park - furnishings Playground equipment -,U_VK76,F_1V00,13,,0,0,0,0,0,40000,160000,0,200000,2021,2022
2018,110,Park And Recreation,Lindsley Park - Playground replacement,U_VK82,F_1V00,14,,40000,0,40000,180000,0,0,0,0,220000,2019,2019
2018,110,Park And Recreation,Lochwood Park - Field grading and irrigation,U_VK27,F_1V00,9,,0,0,0,120000,0,0,0,0,120000,2019,2019
2018,110,Park And Recreation,Marcus Park - Playground replacement,U_VK75,F_1V00,13,,0,0,0,0,0,40000,160000,0,200000,2021,2022
2018,110,Park And Recreation,Martin replacement Luther King Jr. Park - Playground,U_VB90,F_1V00,7,,0,0,0,40000,210000,0,0,0,250000,2019,2020
2018,111,Park And Recreation,Monarch Parking/ADA Park - Playground replacement and,U_VB41,F_1V00,2,,0,0,0,0,250000,0,0,0,250000,2020,2020
2018,111,Park And Recreation,"Moss Glen playground^ Park - Phase 2 site, including",U_VK58,F_1V00,12,,800000,0,800000,0,0,0,0,0,800000,,
2018,111,Park And Recreation,Munger playground Park - Add shade structure at,U_VK86,F_1V00,14,,0,0,0,100000,0,0,0,0,100000,2019,2019
2018,111,Park And Recreation,existing Samuell Grand playground Park - Shade structure at,U_VB43,F_1V00,2,,0,0,0,150000,0,0,0,0,150000,2019,2019
2018,111,Park And Recreation,Stafford furnishings Park - Playground and park,U_VB79,F_1V00,6,,0,0,0,0,40000,180000,0,0,220000,2020,2021
2018,111,Park And Recreation,Tietze playground Park - Add shade structure at,U_VK85,F_1V00,14,,100000,0,100000,0,0,0,0,0,100000,,
2018,111,Park And Recreation,"Timberglen Park - pavilion, new",U_VK67,F_1V00,12,,0,0,0,0,0,60000,390000,0,450000,2021,2022
2018,111,Park And Recreation,Timberleaf Park - Playground new,U_VK35,F_1V00,10,,0,0,0,0,40000,220000,0,0,260000,2020,2021
2018,111,Park And Recreation,Vickery Meadows Park/Playground at Library,U_VK80,F_1V00,13,,0,0,0,0,240000,0,0,0,240000,2020,2020
2018,111,Park And Recreation,Willoughby Park - Playground Replacement,U_VK10,F_1V00,8,,0,0,0,40000,160000,0,0,0,200000,2019,2020
2018,111,Park And Recreation,Kiest Park Public Art,U_P958,F_0530,4,,28000,0,28000,0,0,0,0,0,28000,,
2018,111,Park And Recreation,Public Art Admin-Park,U_N809,F_3R00,CW,,18672,18672,0,0,0,0,0,0,18672,,
2018,112,Park And Recreation,Public Art Proj-Park,U_N810,F_3R00,CW,,172248,172248,0,0,0,0,0,0,172248,,
2018,113,Park And Recreation,Bachman Recreation Center Renovation,U_VB23,F_1V00,6,,500000,0,500000,3400000,0,0,0,0,3900000,2019,2019
2018,113,Park And Recreation,Bachman Recreation Center,U_T013,F_3R05,6,,777,777,0,0,0,0,0,0,777,,
2018,113,Park And Recreation,Fretz Treatment Park - Recreation Multipurpose Center - rooms Acoustical,U_VK52,F_1V00,11,,0,0,0,95000,0,0,0,0,95000,2019,2019
2018,113,Park And Recreation,Kiowa Parkway - Pedestrian Bridge,U_VK53,F_1V00,11,,0,0,0,0,0,60000,290000,0,350000,2021,2022
2018,113,Park And Recreation,"including Lochwood ADA Park - Park drinking fountain furnishings package,",U_VK28,F_1V00,9,,0,0,0,45000,0,0,0,0,45000,2019,2019
2018,113,Park And Recreation,Thurgood Marshall Rec. Ctr. Ren.,U_VB26,F_1V00,3,,400000,309,399691,1000000,0,0,0,0,1400000,2019,2019
2018,113,Park And Recreation,Thurgood Renovation Marshall (Supplemental Recreation Funding) Center -,U_VB51,F_1V00,3,,0,0,0,200000,0,0,0,0,200000,2019,2019
2018,113,Park And Recreation,Park) Willie B. Johnson Gym. Add'n. (Hamilton,U_VB25,F_1V00,10,,0,0,0,7800000,0,0,0,0,7800000,2019,2019
2018,113,Park And Recreation,Willie Addition B. Johnson (Hamilton Park) Recreation Center - Senior,U_VB24,F_1V00,10,,700000,0,700000,3100000,0,0,0,0,3800000,2019,2019
2018,113,Park And Recreation,Bachman Lake site development,U_T012,F_6R05,6,,16886,16886,0,0,0,0,0,0,16886,,
2018,113,Park And Recreation,Bachman Lake Skatepark,U_VB11,F_1V00,6,,0,0,0,1000000,3000000,0,0,0,4000000,2019,2020
2018,113,Park And Recreation,"Barry furnishings, Barker ADA Park - drinking pavilion, park fountain",U_VK71,F_1V00,12,,50830,0,50830,100000,499170,0,0,0,650000,2019,2020
2018,113,Park And Recreation,"and Bisbee signage Park - Parking lot, clearing/grubbing,",U_VB68,F_1V00,5,,0,0,0,0,40000,110000,0,0,150000,2020,2021
2018,114,Park And Recreation,Bishop neighborhood Flores Park - Connecting walkway to,U_VB86,F_1V00,6,,0,0,0,75000,700000,0,0,0,775000,2019,2020
2018,114,Park And Recreation,Casa Linda Park Picnic Pavilion,U_VK17,F_1V00,9,,0,0,0,80000,345000,0,0,0,425000,2019,2020
2018,114,Park And Recreation,Cotillion Park - Security Lighting,U_VK21,F_1V00,9,,60775,0,60775,0,0,0,0,0,60775,,
2018,114,Park And Recreation,Crawford Memorial Park - Phase 1,U_VB15,F_1V00,5,,0,0,0,1000000,6700000,0,0,0,7700000,2019,2020
2018,114,Park And Recreation,"and Cummings expand with Park - concrete Parking lot (rear), renovate",U_VB58,F_1V00,4,,0,0,0,0,0,50000,300000,0,350000,2021,2022
