cip_year,source_page,department,project_name,project_id,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2022,year_2023,project_total,future_cost,start_year,end_year
2021,75,Flood Protection & Storm Drainage Management,Dallas Floodway DFE PPA,W446,Trinity River Projects Corridor,2006 Bonds / 1998 Bonds,Citywide,07/2023,2764802,848806,1915997,0,0,2764802,0,,
2021,75,Flood Protection & Storm Drainage Management,Dallas Floodway Extension,W632,Trinity River Projects Corridor,2006 Bonds / 1998 Bonds,Citywide,07/2023,5599923,2892215,2707709,0,0,5599923,0,,
2021,75,Flood Protection & Storm Drainage Management,Davenport Road 17911,W739,Stormwater Management Drainage,Other GO Non-Debt CIP -,12,05/2025,0,0,0,0,0,0,57600,,
2021,75,Flood Protection & Storm Drainage Management,"Deep Hill Circle 2625, 2641, 2663, 2667, 2687, 2691",VD02,Stormwater Management Drainage,2017 Bonds,3,10/2022,97120,0,97120,1091140,0,1188260,0,2022,2022
2021,75,Flood Protection & Storm Drainage Management,Dixon Branch-E Prong Culvert@ Mediterranean,W740,Stormwater Management Drainage,Other GO Non-Debt CIP -,10,05/2025,0,0,0,0,0,0,25559,,
2021,75,Flood Protection & Storm Drainage Management,Dorrington Circle 3106,W741,Stormwater Management Drainage,Other GO Non-Debt CIP -,7,05/2025,0,0,0,0,24000,24000,136000,2023,2023
2021,75,Flood Protection & Storm Drainage Management,Dredge Maintenance,W405,Stormwater Management Drainage,Other GO Non-Debt CIP -,Citywide,Ongoing,0,0,0,175000,250000,425000,750000,2022,2023
2021,75,Flood Protection & Storm Drainage Management,"El Cerrito Storm Drainage, 2470",VD11,Erosion Control,2017 Bonds,1,06/2023,200001,29783,170218,0,0,200001,0,,
2021,76,Flood Protection & Storm Drainage Management,"El Cerrito, 2420, 2460, 2522",VD10,Erosion Control,2017 Bonds,9,04/2023,528000,81852,446148,0,0,528000,0,,
2021,76,Flood Protection & Storm Drainage Management,El Tivoli@ Reverchon Drainage Relief System,W742,Stormwater Management Drainage,Other GO Non-Debt CIP -,1,05/2025,0,0,0,0,0,0,241500,,
2021,76,Flood Protection & Storm Drainage Management,Elam Creek Voluntary Purchase (1 home),W275,Stormwater Management Drainage,Other GO Non-Debt CIP -,5,10/2021,146050,0,146050,0,0,146050,0,,
2021,76,Flood Protection & Storm Drainage Management,Elmwood Branch Bridge @ Melbourne,W743,Stormwater Management Drainage,Other GO Non-Debt CIP -,1,05/2025,0,0,0,0,0,0,31500,,
2021,76,Flood Protection & Storm Drainage Management,Elmwood Branch Culvert @ Edgefield,W744,Stormwater Management Drainage,Other GO Non-Debt CIP -,1,05/2025,0,0,0,0,0,0,48000,,
2021,76,Flood Protection & Storm Drainage Management,Elmwood Branch Culvert @ Tyler & Vernon,W745,Stormwater Management Drainage,Other GO Non-Debt CIP -,1,05/2025,0,0,0,0,0,0,36000,,
2021,76,Flood Protection & Storm Drainage Management,Emergency Pipe Repairs - Major Maintenance of Collapsed Pipe in Critical Areas,W268,Stormwater Management Drainage,Other GO Non-Debt CIP -,Citywide,Ongoing,250000,0,250000,150000,300000,700000,800000,2022,2023
2021,76,Flood Protection & Storm Drainage Management,Estes Branch Channel Improvements (2704 Mossglen),W746,Stormwater Management Drainage,Other GO Non-Debt CIP -,7,05/2025,0,0,0,0,0,0,300000,,
2021,76,Flood Protection & Storm Drainage Management,Eustis Ave 8600- 8800 Blk & KCS Railroad Backwater Analysis,W747,Erosion Control,Other GO Non-Debt CIP -,9,05/2028,0,0,0,0,0,0,200000,,
2021,76,Flood Protection & Storm Drainage Management,"Fair Oaks Crossing, 8555",W406,Stormwater Management Drainage,Other GO Non-Debt CIP -,10,04/2026,102165,0,102165,0,238000,340165,0,2023,2023
2021,77,Flood Protection & Storm Drainage Management,"Fair Oaks Detention Basin, Dredging",W407,Stormwater Management Drainage,Other GO Non-Debt CIP -,13,10/2023,101298,98298,3000,691840,0,793138,0,2022,2022
2021,77,Flood Protection & Storm Drainage Management,Ferguson Rd. 1151,W748,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,05/2025,0,0,0,0,0,0,60000,,
2021,77,Flood Protection & Storm Drainage Management,Five Mile Pkwy 2200 Clock,W232,Stormwater Management Drainage,Other GO Non-Debt CIP -,4,07/2023,951430,877412,74018,0,0,951430,0,,
2021,77,Flood Protection & Storm Drainage Management,Flood Control Operations Center,W220,Stormwater Management Drainage,Other GO Non-Debt CIP -,6,Ongoing,11282356,11818933,-536577,0,0,11818933,0,,
2021,77,Flood Protection & Storm Drainage Management,Flood Management Area - Major Maintenance,W194,Stormwater Management Drainage,Other GO Non-Debt CIP -,Citywide,Ongoing,208000,0,208000,150000,300000,658000,800000,2022,2023
2021,77,Flood Protection & Storm Drainage Management,Flood risk/Eco Restoration/ Recreation,W245,Trinity River Projects Corridor,1998 Bonds,Citywide,07/2023,47700365,47705189,-4824,0,0,47705189,0,,
2021,77,Flood Protection & Storm Drainage Management,Forest Ridge 9700 Block-Chiswell 9600 Block,VD76,Stormwater Management Drainage,2017 Bonds,7,06/2023,377755,177755,200000,1322245,0,1700000,0,2022,2022
2021,77,Flood Protection & Storm Drainage Management,Fort Worth Avenue @ Vilbig,VD37,Stormwater Management Drainage,2017 Bonds,6,07/2023,200000,30516,169484,0,0,200000,0,,
2021,77,Flood Protection & Storm Drainage Management,"Fox Hollow Lake, Dredging",W408,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,10/2023,31006,28006,3000,106764,0,137770,0,2022,2022
2021,77,Flood Protection & Storm Drainage Management,Gabion - Major Maintenance,W196,Stormwater Management Drainage,Other GO Non-Debt CIP -,Citywide,Ongoing,250000,0,250000,160000,300000,710000,750000,2022,2023
2021,77,Flood Protection & Storm Drainage Management,Gifford-Roanoke Area Relief System - Phase II/ Brookhollow Bridge,VD38,Stormwater Management Drainage,2017 Bonds,2,07/2023,194420,189420,5000,1450580,0,1645000,0,2022,2022
2021,77,Flood Protection & Storm Drainage Management,Glen Oaks 816,S723,Erosion Control,2012 Bonds,4,11/2023,0,35609,-35609,0,0,35609,0,,
2021,78,Flood Protection & Storm Drainage Management,Glen Oaks 936,W749,Stormwater Management Drainage,Other GO Non-Debt CIP -,4,05/2025,0,0,0,0,0,0,67200,,
2021,78,Flood Protection & Storm Drainage Management,Glencairn 460,W750,Stormwater Management Drainage,Other GO Non-Debt CIP -,8,05/2025,0,0,0,0,0,0,33600,,
2021,78,Flood Protection & Storm Drainage Management,Grauwyler Gate,W751,Stormwater Management Drainage,Other GO Non-Debt CIP -,2,05/2025,0,0,0,0,0,0,75000,,
2021,78,Flood Protection & Storm Drainage Management,"Greendale 1721, 1716",VD67,Stormwater Management Drainage,2017 Bonds,5,11/2023,50000,18814,31186,0,55000,105000,0,2023,2023
2021,78,Flood Protection & Storm Drainage Management,Greenhollow/ Sapling Way/ Clearsprings RL,W200,Stormwater Management Drainage,Other GO Non-Debt CIP -,11,11/2023,1370700,139135,1231565,0,0,1370700,0,,
2021,78,Flood Protection & Storm Drainage Management,Greenspan - Kirnwood Area,VD65,Stormwater Management Drainage,2017 Bonds,10,06/2023,72698,69198,3500,455802,0,528500,0,2022,2022
2021,78,Flood Protection & Storm Drainage Management,Guadalupe 3033,W752,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,05/2025,0,0,0,0,0,0,24000,,
2021,78,Flood Protection & Storm Drainage Management,Guildhall-McCree Storm Drainage Relief System,W213,Stormwater Management Drainage,Other GO Non-Debt CIP -,"10, Citywide",11/2023,4699970,426170,4273800,0,0,4699970,0,,
2021,78,Flood Protection & Storm Drainage Management,Hampton Gate,VD34,Stormwater Management Drainage,2017 Bonds,6,09/2022,0,0,0,21277,472437,493714,0,2022,2023
2021,78,Flood Protection & Storm Drainage Management,Hatfield Branch @ Seagoville Channel Improvements,VD71,Stormwater Management Drainage,2017 Bonds,5,11/2023,200000,49474,150526,0,287000,487000,0,2023,2023
2021,78,Flood Protection & Storm Drainage Management,Healey 2116 & Kingsman 9869,S731,Erosion Control,2012 Bonds,9,05/2023,76877,20642,56235,0,0,76877,0,,
2021,78,Flood Protection & Storm Drainage Management,Hearne @ Commerce,VD35,Stormwater Management Drainage,2017 Bonds,6,07/2023,246000,36488,209512,0,0,246000,0,,
2021,79,Flood Protection & Storm Drainage Management,Hickory Creek Floodplain Management Study,W270,Stormwater Management Drainage,Other GO Non-Debt CIP -,8,10/2024,228066,0,228066,0,0,228066,0,,
2021,79,Flood Protection & Storm Drainage Management,Highgrove Area Drainage Relief System,W410,Stormwater Management Drainage,Other GO Non-Debt CIP -,6,05/2027,0,0,0,0,0,0,4115000,,
2021,79,Flood Protection & Storm Drainage Management,"Highland Road, 2447",VD68,Stormwater Management Drainage,2017 Bonds,7,11/2023,75000,37069,37931,0,120000,195000,0,2023,2023
2021,79,Flood Protection & Storm Drainage Management,"Hillside Drive, 3604",VD18,Erosion Control,2017 Bonds,9,04/2023,150000,20649,129351,0,0,150000,0,,
2021,79,Flood Protection & Storm Drainage Management,"Holliday, 3445, 3449, 3605, 3621",W411,Stormwater Management Drainage,Other GO Non-Debt CIP -,Citywide,04/2025,0,0,0,124800,915200,1040000,0,2022,2023
2021,79,Flood Protection & Storm Drainage Management,"Hollow Ridge, 4804 VD74",,- Stormwater Management Drainage,2017 Bonds,7,11/2023,165000,7611,157389,0,185000,350000,0,2023,2023
2021,79,Flood Protection & Storm Drainage Management,"Homer Street, 3215",VD43,Stormwater Management Drainage,2017 Bonds,14,07/2023,141000,19200,121800,0,0,141000,0,,
2021,79,Flood Protection & Storm Drainage Management,Hughes Lane @ Kalani Place,VD78,Stormwater Management Drainage,2006 Bonds / 2017 Bonds,11,10/2022,1238534,1238534,0,0,0,1238534,0,,
2021,79,Flood Protection & Storm Drainage Management,Hunnicut Road 8223,W233,Stormwater Management Drainage,Other GO Non-Debt CIP -,7,07/2023,263000,45640,217360,0,0,263000,0,,
2021,79,Flood Protection & Storm Drainage Management,Jackson Branch- Church Road Bridge,W753,Stormwater Management Drainage,Other GO Non-Debt CIP -,10,05/2025,0,0,0,0,0,0,205500,,
2021,79,Flood Protection & Storm Drainage Management,Joe's Creek - TXU ROW and 3900 Block Vinecrest,VD28,Erosion Control,2017 Bonds,4,04/2023,350000,48216,301783,0,0,350000,0,,
2021,79,Flood Protection & Storm Drainage Management,Joe's Creek West Fork Bridge @ Walnut Hill,VD47,Stormwater Management Drainage,2017 Bonds,6,11/2023,275000,219843,55157,0,195000,470000,0,2023,2023
2021,80,Flood Protection & Storm Drainage Management,Junius Street @Baylor University Medical Center,VD39,Stormwater Management Drainage,2017 Bonds,3,07/2023,102829,99329,3500,0,0,102829,0,,
2021,80,Flood Protection & Storm Drainage Management,"Keeton Park Lake, Dredging",W412,Stormwater Management Drainage,Other GO Non-Debt CIP -,5,10/2023,118966,115966,3000,0,671832,790798,0,2023,2023
2021,80,Flood Protection & Storm Drainage Management,Kidd Springs - H&H Study,VD31,Stormwater Management Drainage,2017 Bonds,1,08/2021,89000,89000,0,0,0,89000,0,,
2021,80,Flood Protection & Storm Drainage Management,Kidd Springs Branch @ Colorado,W754,Stormwater Management Drainage,Other GO Non-Debt CIP -,1,05/2025,0,0,0,0,0,0,146050,,
2021,80,Flood Protection & Storm Drainage Management,Kiest Boulevard W. 2901,W234,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,07/2023,275000,45547,229453,57600,0,332600,154600,2022,2022
2021,80,Flood Protection & Storm Drainage Management,"Kiesthill (3407, 3411, 3431), Kiest Crest (3610), & Kiest Forest (3408, 3316)",W414,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,04/2025,0,0,0,236800,2131200,2368000,2131200,2022,2023
2021,80,Flood Protection & Storm Drainage Management,"Kiesthill Drive, 3335",VD04,Erosion Control,2017 Bonds,3,06/2022,300000,145913,154087,0,0,300000,0,,
2021,80,Flood Protection & Storm Drainage Management,Kiltartan 1511,S735,Erosion Control,2012 Bonds / 1995 Bonds,9,10/2021,170904,170904,0,0,0,170904,0,,
2021,80,Flood Protection & Storm Drainage Management,Kiltartan 1519,W755,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,05/2025,0,0,0,0,33600,33600,190400,2023,2023
2021,80,Flood Protection & Storm Drainage Management,Kings Branch @ Genoa,VD61,Stormwater Management Drainage,2017 Bonds,4,06/2023,36375,34375,2000,225625,0,262000,0,2022,2022
2021,80,Flood Protection & Storm Drainage Management,Kings Branch Culvert @ Denley,VD60,Stormwater Management Drainage,2017 Bonds,4,06/2023,65175,62175,3000,417825,0,483000,0,2022,2022
2021,80,Flood Protection & Storm Drainage Management,Kings Branch Culvert @ Edgemont,VD56,Stormwater Management Drainage,2017 Bonds,4,06/2023,24896,22896,2000,150104,0,175000,0,2022,2022
2021,81,Flood Protection & Storm Drainage Management,Kings Branch Culvert @ Georgia,VD54,Stormwater Management Drainage,2017 Bonds,4,06/2023,28568,26568,2000,173432,0,202000,0,2022,2022
2021,81,Flood Protection & Storm Drainage Management,Kings Branch Culvert @ Louisiana,VD59,Stormwater Management Drainage,2017 Bonds,4,06/2023,51460,48960,2500,321040,0,372500,0,2022,2022
2021,81,Flood Protection & Storm Drainage Management,Kings Branch Culvert @ Stella,VD58,Stormwater Management Drainage,2017 Bonds,4,06/2023,27148,25148,2000,164852,0,192000,0,2022,2022
2021,81,Flood Protection & Storm Drainage Management,Kings Branch Culvert @ Woodin,VD57,Stormwater Management Drainage,2017 Bonds,9,06/2023,29982,27982,2000,184018,0,214000,0,2022,2022
2021,81,Flood Protection & Storm Drainage Management,Knights Branch Upper Relief System Study,W756,Stormwater Management Drainage,Other GO Non-Debt CIP -,"2, 13",05/2025,0,0,0,0,0,0,400000,,
2021,81,Flood Protection & Storm Drainage Management,Knights Street 2426 & 2428,W757,Stormwater Management Drainage,Other GO Non-Debt CIP -,2,05/2025,0,0,0,0,0,0,177000,,
2021,81,Flood Protection & Storm Drainage Management,Kushla 3800 @ Grinnell,W758,Stormwater Management Drainage,Other GO Non-Debt CIP -,4,05/2025,0,0,0,0,0,0,65250,,
2021,81,Flood Protection & Storm Drainage Management,Lake Cliff at Colorado - H&H Study,VD30,Stormwater Management Drainage,2017 Bonds,1,08/2021,59000,59000,0,0,0,59000,0,,
2021,81,Flood Protection & Storm Drainage Management,"Lake Highlands (E.) 10684, 10688, 10692",W759,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,05/2025,0,0,0,0,0,0,168000,,
2021,81,Flood Protection & Storm Drainage Management,Lake June @ St. Augustine,VD72,Stormwater Management Drainage,2017 Bonds,5,11/2023,200000,59714,140286,0,521000,721000,0,2023,2023
2021,81,Flood Protection & Storm Drainage Management,Lakeland 2214,W235,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,01/2023,343750,47078,296673,0,0,343750,0,,
2021,81,Flood Protection & Storm Drainage Management,Lane Park-7100 to 7300 Block,W760,Stormwater Management Drainage,Other GO Non-Debt CIP -,13,05/2025,0,0,0,0,0,0,143550,,
2021,81,Flood Protection & Storm Drainage Management,"Leeshire, 2921",W415,Stormwater Management Drainage,Other GO Non-Debt CIP -,7,05/2025,0,0,0,320000,0,320000,0,2022,2022
2021,82,Flood Protection & Storm Drainage Management,Levee Drainage System - Sump A,T513,Flood Management,2006 Bonds,7,06/2023,3095251,3095281,-29,0,0,3095281,0,,
2021,82,Flood Protection & Storm Drainage Management,Levee Drainage System,T543,Stormwater Management Drainage,2006 Bonds,4,06/2023,200000,438024,-238024,0,0,438024,0,,
2021,82,Flood Protection & Storm Drainage Management,Levee Drainage System- Sump A (Able Pump),S768,Flood Management,2012 Bonds,7,06/2023,89571270,76935378,12635891,0,0,89571270,0,,
2021,82,Flood Protection & Storm Drainage Management,Lisbon Area C,W204,Stormwater Management Drainage,Other GO Non-Debt CIP -,4,11/2023,1172813,283063,889750,481487,0,1654300,0,2022,2022
2021,82,Flood Protection & Storm Drainage Management,"Lively Lane, 3808",VD48,Stormwater Management Drainage,2017 Bonds,6,11/2023,64000,37688,26312,0,16000,80000,0,2023,2023
2021,82,Flood Protection & Storm Drainage Management,Loganwood 3602,VD69,Stormwater Management Drainage,2017 Bonds,5,11/2023,100000,41038,58962,0,156000,256000,0,2023,2023
2021,82,Flood Protection & Storm Drainage Management,"Lone Star Detention Basin, Dredging",W416,Stormwater Management Drainage,Other GO Non-Debt CIP -,6,10/2023,87643,87625,18,0,0,87643,0,,
2021,82,Flood Protection & Storm Drainage Management,Loree 1742,W761,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,05/2025,0,0,0,0,0,0,109500,,
2021,82,Flood Protection & Storm Drainage Management,"Lullwater Drive 8223, 8235",W762,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,05/2025,0,0,0,0,0,0,36000,,
2021,82,Flood Protection & Storm Drainage Management,Mapleleaf Circle/ Mapleleaf Lane Area,W763,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,05/2025,0,0,0,0,0,0,159000,,
2021,82,Flood Protection & Storm Drainage Management,Master Plans / Floodplain Management Studies,W417,Stormwater Management Drainage,Other GO Non-Debt CIP -,Citywide,08/2024,3500000,3500000,0,1040000,0,4540000,0,2022,2022
2021,82,Flood Protection & Storm Drainage Management,McCommas Branch FPMS Alt 4,W277,Stormwater Management Drainage,Other GO Non-Debt CIP -,14,05/2025,0,0,0,479432,0,479432,3119500,2022,2022
2021,83,Flood Protection & Storm Drainage Management,McCree Branch- White Rock-Flood Management,T515,Flood Management,2006 Bonds,10,11/2023,178844,123469,55375,0,0,178844,0,,
2021,83,Flood Protection & Storm Drainage Management,Meadow Lake Ave 7102 & Westlake 7203,W764,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,05/2025,0,0,0,0,0,0,238500,,
2021,83,Flood Protection & Storm Drainage Management,"Meadowcliff 10720, 10726",VD13,Erosion Control,2006 Bonds / 2017 Bonds,10,06/2022,1251183,1234966,16217,0,0,1251183,0,,
2021,83,Flood Protection & Storm Drainage Management,Meadowknoll 8911,W765,Stormwater Management Drainage,Other GO Non-Debt CIP -,10,05/2025,0,0,0,0,0,0,26400,,
2021,83,Flood Protection & Storm Drainage Management,Meandering Way 16209,VD81,Stormwater Management Drainage,2017 Bonds,1,06/2023,74000,8152,65848,0,0,74000,0,,
2021,83,Flood Protection & Storm Drainage Management,Melody Lane 6262 Site 1&2,W766,Stormwater Management Drainage,Other GO Non-Debt CIP -,13,06/2029,0,0,0,0,253350,253350,1435650,2023,2023
2021,83,Flood Protection & Storm Drainage Management,"Mercer Place, 9056",W790,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,05/2025,0,0,0,24000,136000,160000,0,2022,2023
2021,83,Flood Protection & Storm Drainage Management,Middle Peaks Branch - Phase 1 - to Fair,T523,Stormwater Management Drainage,2006 Bonds,Citywide,11/2023,4259863,4259863,0,0,0,4259863,0,,
2021,83,Flood Protection & Storm Drainage Management,Middle Peaks Branch - Phase 2 - Fair Par,T524,Stormwater Management Drainage,2006 Bonds,Citywide,11/2023,2978777,2978777,0,0,0,2978777,0,,
2021,83,Flood Protection & Storm Drainage Management,Mill Creek Drainage Relief System - Phase I,T525,Stormwater Management Drainage,2006 Bonds,Citywide,11/2023,91100467,52926709,38173758,0,0,91100467,0,,
2021,83,Flood Protection & Storm Drainage Management,"Mill Creek, Peaks Branch and State Thomas",S769,Flood Management,2012 Bonds,Citywide,11/2023,218600000,204573549,14026451,0,0,218600000,0,,
2021,84,Flood Protection & Storm Drainage Management,Milverton @ Palisade,VD73,Stormwater Management Drainage,2017 Bonds,5,11/2023,150000,88760,61240,0,720000,870000,0,2023,2023
2021,84,Flood Protection & Storm Drainage Management,Monte Carlo 1600 and 3400 block,W274,Stormwater Management Drainage,Other GO Non-Debt CIP -,4,07/2023,200000,70325,129675,0,0,200000,0,,
2021,84,Flood Protection & Storm Drainage Management,Morning Dew Circle 3844 (RL Area 39),VD55,Stormwater Management Drainage,2017 Bonds,3,06/2023,21800,17800,4000,117200,0,139000,0,2022,2022
2021,84,Flood Protection & Storm Drainage Management,"Munger, 1300, 1301",VD40,Stormwater Management Drainage,2017 Bonds,"2, 14",07/2023,80000,11713,68287,0,0,80000,0,,
2021,84,Flood Protection & Storm Drainage Management,N. Winnetka Ave. @ McBroom Street Drainage Relief,W767,Stormwater Management Drainage,Other GO Non-Debt CIP -,6,05/2025,0,0,0,0,0,0,34500,,
2021,84,Flood Protection & Storm Drainage Management,Nandina - Pine Trail Area,VD63,Stormwater Management Drainage,2017 Bonds,7,06/2023,107207,103707,3500,806293,0,913500,0,2022,2022
2021,84,Flood Protection & Storm Drainage Management,"Nedra Way, 15821, 15827",VD25,Erosion Control,2017 Bonds,11,04/2023,145000,20027,124973,0,0,145000,0,,
2021,84,Flood Protection & Storm Drainage Management,Northclif Drive 9804,W768,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,06/2029,0,0,0,0,0,0,448000,,
2021,84,Flood Protection & Storm Drainage Management,Northwest Highway @ Tulane,W769,Stormwater Management Drainage,Other GO Non-Debt CIP -,13,05/2028,0,0,0,0,0,0,2550000,,
2021,84,Flood Protection & Storm Drainage Management,Oates Drive 1407,VD19,Erosion Control,2017 Bonds,9,04/2023,190000,26154,163846,0,0,190000,0,,
2021,84,Flood Protection & Storm Drainage Management,Ohio W. 412 416,W236,Stormwater Management Drainage,Other GO Non-Debt CIP -,9,05/2023,111875,8883,102992,0,0,111875,0,,
2021,84,Flood Protection & Storm Drainage Management,Pagewood 10553,S743,Erosion Control,2012 Bonds,11,05/2022,90000,90000,0,0,0,90000,0,,
2021,84,Flood Protection & Storm Drainage Management,"Pandora Circle, 13344",W419,Stormwater Management Drainage,Other GO Non-Debt CIP -,10,04/2025,0,0,0,48000,272000,320000,0,2022,2023
2021,85,Flood Protection & Storm Drainage Management,Parkdale Bridge - White Rock Creek Tributary,VD08,Stormwater Management Drainage,2017 Bonds,7,Ongoing,0,0,0,0,97000,97000,0,2023,2023
2021,85,Flood Protection & Storm Drainage Management,Parrish Branch Culvert @ Wheatland Rd.,W237,Stormwater Management Drainage,Other GO Non-Debt CIP -,8,06/2023,460000,18900,441100,0,402500,862500,0,2023,2023
2021,85,Flood Protection & Storm Drainage Management,"Paul Quinn College, 3837 Simpson Stewar",W238,Stormwater Management Drainage,Other GO Non-Debt CIP -,8,01/2023,412500,57634,354866,0,0,412500,0,,
2021,85,Flood Protection & Storm Drainage Management,Pensive Drive Channel/ Walnut Hill Relief System,W212,Stormwater Management Drainage,Other GO Non-Debt CIP -,"6, 13, Citywide",07/2023,11025000,1066051,9958949,0,0,11025000,0,,
2021,85,Flood Protection & Storm Drainage Management,"Pentagon Parkway, W. 1122",VD06,Erosion Control,2017 Bonds,9,06/2022,480000,319080,160920,0,0,480000,0,,
2021,85,Flood Protection & Storm Drainage Management,Plano Pkwy. 8800,W770,Stormwater Management Drainage,Other GO Non-Debt CIP -,10,05/2025,0,0,0,0,0,0,103500,,
2021,85,Flood Protection & Storm Drainage Management,Pleasant Branch Tonawanda to Bruton,W279,Stormwater Management Drainage,Other GO Non-Debt CIP -,5,06/2025,2208449,0,2208449,2477702,0,4686151,0,2022,2022
2021,85,Flood Protection & Storm Drainage Management,Polk Street 3425 (RL Area 38),W272,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,10/2028,440000,0,440000,0,0,440000,0,,
2021,85,Flood Protection & Storm Drainage Management,Prairie Creek Channel & Bridge Improvement @ 175,VD70,Stormwater Management Drainage,2017 Bonds,5,11/2023,300000,65901,234099,0,917000,1217000,0,2023,2023
2021,85,Flood Protection & Storm Drainage Management,Prairie Oak Drive 9321 (RL Area 33),VD66,Stormwater Management Drainage,2017 Bonds,5,11/2023,125000,67737,57263,0,300000,425000,0,2023,2023
2021,85,Flood Protection & Storm Drainage Management,"Preston Bend Drive, 17110",W420,Stormwater Management Drainage,Other GO Non-Debt CIP -,12,04/2025,0,0,0,76800,563200,640000,0,2022,2023
2021,86,Flood Protection & Storm Drainage Management,Preston Creek Place 6166,W771,Stormwater Management Drainage,Other GO Non-Debt CIP -,11,05/2025,0,0,0,0,0,0,22500,,
2021,86,Flood Protection & Storm Drainage Management,"Preston Hollow Channel, Phases 1& 2, Desco",VD51,Stormwater Management Drainage,2017 Bonds,13,11/2023,245000,202076,42924,0,1609000,1854000,0,2023,2023
2021,86,Flood Protection & Storm Drainage Management,Pruitt Branch Tributary Culvert Improvements @ Kingsfield,VD64,Stormwater Management Drainage,2017 Bonds,12,06/2023,58685,55685,3000,364315,0,423000,0,2022,2022
2021,86,Flood Protection & Storm Drainage Management,Public Erosion control,VD15,Stormwater Management Drainage,2017 Bonds,Citywide,01/2023,0,0,0,310000,0,310000,0,2022,2022
2021,86,Flood Protection & Storm Drainage Management,"Putting Green 6521, 6629, 6637, 6729",VD03,Erosion Control,2006 Bonds / 2017 Bonds,3,06/2022,937024,1020032,-83008,0,0,1020032,0,,
2021,86,Flood Protection & Storm Drainage Management,Pyka 3918,W239,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,07/2023,232000,40077,191923,0,0,232000,0,,
2021,86,Flood Protection & Storm Drainage Management,Ravinia S. 3338,W772,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,05/2025,0,0,0,0,0,0,28800,,
2021,86,Flood Protection & Storm Drainage Management,"Ravinia South,123",W773,Erosion Control,Other GO Non-Debt CIP -,1,05/2028,0,0,0,0,0,0,250000,,
2021,86,Flood Protection & Storm Drainage Management,Rawlings-Douglas to Knight Drainage Relief,W197,Stormwater Management Drainage,Other GO Non-Debt CIP -,14,Ongoing,1820318,1077102,743216,0,0,1820318,0,,
2021,86,Flood Protection & Storm Drainage Management,Red Bird Branch Culvert @ Red Bird Lane,W421,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,04/2025,0,0,0,270000,2430000,2700000,0,2022,2023
2021,86,Flood Protection & Storm Drainage Management,Rembrandt Terrace 18731,W240,Stormwater Management Drainage,Other GO Non-Debt CIP -,12,01/2023,201079,79333,121746,0,0,201079,0,,
2021,87,Flood Protection & Storm Drainage Management,Rexford Dr @ Shorecrest Dr,VD53,Stormwater Management Drainage,2017 Bonds,13,07/2022,168000,18477,149523,0,0,168000,0,,
2021,87,Flood Protection & Storm Drainage Management,"Richardson Branch Trail 8619,8623",W774,Stormwater Management Drainage,Other GO Non-Debt CIP -,10,05/2025,0,0,0,0,0,0,48000,,
2021,87,Flood Protection & Storm Drainage Management,Richwood,W241,Stormwater Management Drainage,Other GO Non-Debt CIP -,3,01/2023,1911306,256000,1655306,0,0,1911306,0,,
2021,87,Flood Protection & Storm Drainage Management,"Riverhill Drive, 17418",VD22,Stormwater Management Drainage,2017 Bonds,12,04/2023,188000,25944,162056,0,0,188000,0,,
2021,87,Flood Protection & Storm Drainage Management,Riverview 6431,W355,Stormwater Management Drainage,Other GO Non-Debt CIP -,13,05/2022,2312592,2320602,-8010,0,0,2320602,0,,
2021,87,Flood Protection & Storm Drainage Management,Royal Crest Drive 5105,W775,Stormwater Management Drainage,Other GO Non-Debt CIP -,13,05/2025,0,0,0,0,0,0,72000,,
2021,87,Flood Protection & Storm Drainage Management,Royal Lane 7832 & 7920,S746,Erosion Control,2006 Bonds / 2012 Bonds / 1995 Bonds,11,10/2021,596053,596208,-155,0,0,597693,0,,
2021,87,Flood Protection & Storm Drainage Management,"Royal Lane, 3162 (RL Area 7)",VD52,Stormwater Management Drainage,2017 Bonds,13,11/2023,98000,42966,55034,0,122000,220000,0,2023,2023
2021,87,Flood Protection & Storm Drainage Management,"Royal Lane, 7012",VD50,Stormwater Management Drainage,2017 Bonds,11,11/2023,145000,110769,34231,0,905000,1050000,0,2023,2023
