cip_year,source_page,department,project_name,project_id,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2022,year_2023,project_total,future_cost,start_year,end_year
2021,106,Park & Recreation,Hillview Park - Renovate Basketball Court,VB92,Facilities Neighborhood Park,2017 Bonds,7,12/2021,17000,0,17000,0,0,17000,0,,
2021,106,Park & Recreation,"Holcomb Park - 6' wide walking loop trail, park furnishings",VB70,Hike and Bike Trails,2017 Bonds,5,12/2021,400000,256793,143207,0,0,400000,0,,
2021,106,Park & Recreation,Jamestown Park - Playground equipment - swingset and park furnishings,VK76,Playground Improvement,2017 Bonds,13,09/2023,0,0,0,40000,160000,200000,0,2022,2023
2021,107,Park & Recreation,Juanita Craft Recreation Center Improvem,P384,Recreation Centers,2006 Bonds,7,09/2022,1999888,1945842,54046,0,0,1999888,0,,
2021,107,Park & Recreation,Juanita J. Craft Park - ADA Drinking Fountain,VB97,"Safety Code and Security Compliance,",2017 Bonds,7,10/2021,10835,0,10835,0,0,10835,0,,
2021,107,Park & Recreation,KCS Corridor Connection Trail - Design,VK40,"Safety Code and Security Compliance,",2017 Bonds,10,08/2023,300000,0,300000,0,0,300000,0,,
2021,107,Park & Recreation,Kidd Springs - Japanese Garden Restoration - Phase 1,VB35,Site Development,2017 Bonds,1,03/2022,591000,129747,461253,0,0,591000,0,,
2021,107,Park & Recreation,Kidd Springs - Natural Spring daylighting and Lake bank erosion control,VB34,Erosion Control,2017 Bonds,1,09/2023,828500,275081,553419,0,70000,898500,0,2023,2023
2021,107,Park & Recreation,Kiest Park - Memorial Tree Grove - Phase 1 Implementation,VB64,Site Development,2017 Bonds,4,12/2021,7003,7003,0,0,0,7003,0,,
2021,107,Park & Recreation,Kiowa Parkway - Pedestrian Bridge,VK53,"Safety Code and Security Compliance,",2017 Bonds,11,12/2022,60000,0,60000,290000,0,350000,0,2022,2022
2021,107,Park & Recreation,Kleberg Trail,VB17,Hike and Bike Trails,2017 Bonds,5,05/2024,191000,174130,16870,0,1000000,1191000,0,2023,2023
2021,107,Park & Recreation,Kleberg-Rylie Park - Sprayground,VK14,"Safety Code and Security Compliance,",2017 Bonds,8,09/2021,1457330,1433060,24270,470,0,1457800,0,2022,2022
2021,107,Park & Recreation,Klyde Warren Park Improvements (Match),VB32,Downtown Parks,2017 Bonds,14,01/2023,8184451,0,8184451,1815549,0,10000000,0,2022,2022
2021,108,Park & Recreation,Lake Highland North Park - Site Developments - Recreation Ce,VK38,"Safety Code and Security Compliance,",2017 Bonds,10,12/2022,394000,229060,164940,0,0,394000,0,,
2021,108,Park & Recreation,Lake Highlands Trails,VB18,Hike and Bike Trails,2017 Bonds,10,03/2024,2282750,359498,1923252,0,0,2282750,0,,
2021,108,Park & Recreation,Lake Highlands Trails (Supplemental funding),VK41,"Safety Code and Security Compliance,",2017 Bonds,10,03/2022,496250,8500,487750,0,0,496250,0,,
2021,108,Park & Recreation,Lakewood Park - Basketball Renovate,VK23,"Safety Code and Security Compliance,",2017 Bonds,9,12/2023,0,0,0,10000,70000,80000,0,2022,2023
2021,108,Park & Recreation,Lakewood Park - Park Furnishing and drinking fountain,VK25,"Safety Code and Security Compliance,",2017 Bonds,9,12/2023,0,0,0,10000,75000,85000,0,2022,2023
2021,108,Park & Recreation,Lakewood Park - Pedestrian Bridge and ADA Parking,VK24,"Safety Code and Security Compliance,",2017 Bonds,9,12/2022,100000,0,100000,150000,0,250000,0,2022,2022
2021,108,Park & Recreation,Land Acq for football complex in CD 5 [supplement CD funds],VB30,Park Land Acquisition,2017 Bonds,Citywide,09/2022,681077,339495,341582,518923,0,1200000,0,2022,2022
2021,108,Park & Recreation,Land Acq for the Cedars [Supplemental to SW allocation],VB45,Park Land Acquisition,2017 Bonds,2,12/2024,5932,5932,0,0,0,5932,0,,
2021,108,Park & Recreation,Land Acq. and development of neighborhood- community park,VK54,"Safety Code and Security Compliance,",2017 Bonds,11,09/2021,332939,78926,254013,0,0,332939,0,,
2021,108,Park & Recreation,Land Acquisiiton for CD 10 (to supplement CD 10 funds),VB29,Park Land Acquisition,2017 Bonds,10,09/2023,1000000,640646,359354,0,0,1000000,0,,
2021,109,Park & Recreation,Land Acquisition - 919A,,Park Land Acquisition,Other GO Non-Debt CIP -,Citywide,09/2024,3801028,2356087,1444941,0,0,3801028,0,,
2021,109,Park & Recreation,Land Acquisition - CW Allowance,VB04,Park Land Acquisition,2017 Bonds,Citywide,09/2023,2200000,1983219,216781,0,0,2200000,0,,
2021,109,Park & Recreation,Land Acquisition,VB57,Park Land Acquisition,2017 Bonds,4,09/2023,200000,11380,188620,200000,0,400000,0,2022,2022
2021,109,Park & Recreation,Land Acquisition,VK55,"Safety Code and Security Compliance,",2017 Bonds,11,09/2021,128000,21498,106502,0,0,128000,0,,
2021,109,Park & Recreation,Land Acquisition & Plan,K212,Park Land Acquisition,2006 Bonds,Citywide,09/2022,50600,25640,24960,0,0,50600,0,,
2021,109,Park & Recreation,Land Acquisition (to match $1M from System-wide allowance),VK43,"Safety Code and Security Compliance,",2017 Bonds,10,09/2023,650000,631661,18339,0,350000,1000000,0,2023,2023
2021,109,Park & Recreation,Land Acquisition and Partnership Match Funding,VB27,Park Land Acquisition,2017 Bonds,Citywide,09/2023,2300000,1538280,761720,0,0,2300000,0,,
2021,109,Park & Recreation,Land Acquisition for Football Complex [Supplemental System- with Land Acquisition Fund],VB69,Park Land Acquisition,2017 Bonds,5,09/2022,641786,21322,620464,2658214,0,3300000,0,2022,2022
2021,109,Park & Recreation,Land Acquisition in the Cedars for new park (to supplement CD 2 funds),VB28,Park Land Acquisition,2017 Bonds,Citywide,12/2024,5992,5992,0,0,0,5992,0,,
2021,109,Park & Recreation,Lindsley Park - Playground replacement,VK82,Playground Improvement,2017 Bonds,14,08/2021,220000,205287,14713,0,0,220000,0,,
2021,109,Park & Recreation,Lindsley Park - Sidewalk exten.- Shadyside Ln.- Lindsley Dr.,VK81,Facilities Neighborhood Park,2017 Bonds,14,08/2021,193838,179515,14323,0,0,193838,0,,
2021,110,Park & Recreation,Lochwood Park - Field grading and irrigation,VK27,"Safety Code and Security Compliance,",2017 Bonds,9,09/2021,118200,102969,15231,0,0,118200,0,,
2021,110,Park & Recreation,"Lochwood Park - Park furnishings package, including ADA drinking fountain",VK28,"Safety Code and Security Compliance,",2017 Bonds,9,09/2021,44663,0,44663,0,0,44663,0,,
2021,110,Park & Recreation,Magnolia Lounge,VC12,Fair Park,2017 Bonds,Citywide,01/2023,0,0,0,160000,740000,900000,0,2022,2023
2021,110,Park & Recreation,Main Street Garden Special Project,P722,Downtown Parks,2006 Bonds,14,12/2021,253455,116355,137100,0,0,253455,0,,
2021,110,Park & Recreation,Marcus Park - Playground replacement,VK75,Playground Improvement,2017 Bonds,13,09/2023,0,0,0,40000,160000,200000,0,2022,2023
2021,110,Park & Recreation,"Maria Luna Park - Dog Park, basketball court, restoration of pavilion",VB40,Facilities Neighborhood Park,2017 Bonds,2,06/2023,287327,8570,278757,0,414673,702000,0,2023,2023
2021,110,Park & Recreation,Martin Luther King Jr. Park - Playground replacement,VB90,Playground Improvement,2017 Bonds,7,07/2021,250000,47250,202750,0,0,250000,0,,
2021,110,Park & Recreation,Martin Luther King Jr. Park -Rec Center - Gym. Floor Cover,VB98,"Safety Code and Security Compliance,",2017 Bonds,7,09/2023,12155,0,12155,0,0,12155,0,,
2021,110,Park & Recreation,"McCree Park - Portable facility enclosure, park furnishings",VK33,"Safety Code and Security Compliance,",2017 Bonds,10,07/2023,200000,0,200000,0,200000,400000,0,2023,2023
2021,110,Park & Recreation,Midtown Land Acquisition,W671,Park Land Acquisition,2006 Bonds,Citywide,10/2022,12631,5476,7155,0,0,12631,0,,
2021,111,Park & Recreation,Midtown Park [Match],VB16,Major Park Facilities,2017 Bonds,11,09/2023,0,741,-741,0,6000000,6000000,0,2023,2023
2021,111,Park & Recreation,Monarch Park - Playground replacement and Parking/ADA,VB41,Playground Improvement,2017 Bonds,2,03/2022,40000,0,40000,210000,0,250000,0,2022,2022
2021,111,Park & Recreation,"Moss Glen Park - Phase 2 site, including playground",VK58,"Safety Code and Security Compliance,",2017 Bonds,12,12/2021,553000,526743,26257,0,235000,788000,0,2023,2023
2021,111,Park & Recreation,Moss Glen Park - Supplemental Funding - Pond Improvements - Site Development,VK70,"Safety Code and Security Compliance,",2017 Bonds,12,09/2023,508121,8121,500000,0,82879,591000,0,2023,2023
2021,111,Park & Recreation,Muchert Service Center,P762,Internal Facilities Administrative Service and,2006 Bonds,Citywide,07/2022,1556012,1214827,341185,0,0,1556012,0,,
2021,111,Park & Recreation,Munger Park - Add shade structure at playground,VK86,Playground Improvement,2017 Bonds,14,07/2021,98275,17178,81097,0,0,98275,0,,
2021,111,Park & Recreation,Neighborhood Park - Site Development - TBD,VB47,Site Development,2017 Bonds,2,12/2024,0,0,0,0,1085000,1085000,0,2023,2023
2021,111,Park & Recreation,Northaven Trail - Bridge at I-75 (Supplemental to System-Wide funding),VK56,"Safety Code and Security Compliance,",2017 Bonds,11,07/2021,4892212,4892880,-668,0,0,4892880,0,,
2021,111,Park & Recreation,Northaven Trail,VB06,Hike and Bike Trails,2017 Bonds,11,06/2022,2004126,2004126,0,0,0,2004126,0,,
2021,111,Park & Recreation,Northaven Trail (75 to Hillcrest),T241,Hike and Bike Trails,2006 Bonds,11,07/2021,1222243,962193,260050,0,0,1222243,0,,
2021,112,Park & Recreation,Oak Lawn Park (Arlington Hall) - Renovate historic WPA rest rooms,VK83,Historic Restoration,2017 Bonds,14,08/2021,170586,186436,-15850,29414,0,200000,0,2022,2022
2021,112,Park & Recreation,Pan American Complex,VC09,"Safety Code and Security Compliance,",2017 Bonds,Citywide,08/2023,2183155,43746,2139409,66845,1230000,3480000,0,2022,2023
2021,112,Park & Recreation,Park and Recreation Facilities (B) Reserves,W501,Site Development,2017 Bonds,Citywide,12/2024,0,0,0,75638,1817890,1893528,0,2022,2023
2021,112,Park & Recreation,Park and Recreation Facilities (B) Trail Reserves,W502,Site Development,2017 Bonds,Citywide,12/2024,0,0,0,0,18205,18205,0,2023,2023
2021,112,Park & Recreation,Park at Dallas Heritage Village,VK93,Park Land Acquisition,2017 Bonds,2,12/2024,220076,0,220076,768000,500000,1488076,0,2022,2023
2021,112,Park & Recreation,Park Signage (2006),T249,"Safety Code and Security Compliance,",2006 Bonds,Citywide,12/2021,687641,675520,12121,0,0,687641,0,,
2021,112,Park & Recreation,"Preston Green Park - park furnishings, ADA drinking fountain",VK72,Facilities Neighborhood Park,2017 Bonds,12,12/2022,0,0,0,100000,0,100000,0,2022,2022
2021,112,Park & Recreation,Public Art Administration- Park,N809,Public Art,2006 Bonds / Other GO Non-Debt CIP -,Citywide,09/2022,818358,478623,339735,0,0,818358,0,,
2021,112,Park & Recreation,Public Art Projects- Park,N810,Public Art,2006 Bonds / Other GO Non-Debt CIP -,Citywide,09/2022,2736076,1620526,1115550,0,0,2736076,0,,
2021,112,Park & Recreation,Public Art-Parks,PA56,Public Art,2017 Bonds,Citywide,09/2023,1248228,187392,1060836,0,0,1248228,0,,
2021,113,Park & Recreation,Pueblo Park - Park furnishings package and drinking fountain,VB84,Mini Park,2017 Bonds,6,12/2021,11000,0,11000,0,0,11000,0,,
2021,113,Park & Recreation,Pulbic Art Admin- Parks,PA57,Public Art,2017 Bonds,Citywide,09/2023,312057,151292,160765,0,0,312057,0,,
2021,113,Park & Recreation,R P Brooks Park - Loop Walking Trail,VK34,"Safety Code and Security Compliance,",2017 Bonds,10,12/2024,90000,0,90000,0,210000,300000,0,2023,2023
2021,113,Park & Recreation,Randall Park - Historic Pavilion Restoration,VK89,Historic Restoration,2017 Bonds,14,09/2023,0,0,0,0,250000,250000,0,2023,2023
2021,113,Park & Recreation,Recreation Centers - Golf Course - Major Maintenance,VB33,Major Maintenance,2017 Bonds,Citywide,08/2022,2300000,1562199,737801,0,0,2300000,0,,
2021,113,Park & Recreation,Reserve Citywide,P550,Site Development,2006 Bonds,Citywide,12/2021,104101,14320,89781,0,0,104101,0,,
2021,113,Park & Recreation,Reverchon Master Plan Implementation,T353,Community Parks,2006 Bonds,2,11/2022,568862,249072,319791,0,0,568862,0,,
2021,113,Park & Recreation,Ridgewood Sidewalk - along Fisher,VK26,"Safety Code and Security Compliance,",2017 Bonds,9,09/2021,250000,47445,202555,0,0,250000,0,,
2021,113,Park & Recreation,"Rose Haggar Park - walking loop trail, park furnishings",VK73,Hike and Bike Trails,2017 Bonds,12,08/2023,100000,0,100000,300000,0,400000,0,2022,2022
2021,113,Park & Recreation,Runyon Creek Trail,W354,Hike and Bike Trails,2006 Bonds,Citywide,09/2022,211735,29481,182254,0,0,211735,0,,
2021,113,Park & Recreation,Samuell Grand Park - Shade structure at existing playground,VB43,- Playground Improvement,2017 Bonds,2,07/2021,97750,17104,80646,0,0,97750,0,,
2021,114,Park & Recreation,Science Place 1 (Phase 1),VC10,"Safety Code and Security Compliance,",2017 Bonds,Citywide,04/2022,1410000,1021662,388338,3700000,0,5110000,0,2022,2022
2021,114,Park & Recreation,Shadybank Park (Shadybank & Coolglen Dr.) - Trail connection with low water,VK60,"Safety Code and Security Compliance,",2017 Bonds,12,12/2021,700000,492915,207085,0,0,700000,0,,
2021,114,Park & Recreation,Singing Hills Replacement Recreation Center - Addition,VK13,"Safety Code and Security Compliance,",2017 Bonds,8,12/2021,1170000,1169706,294,800000,0,1970000,0,2022,2022
2021,114,Park & Recreation,Southern Gateway Green-Ph 1 Deck,VB10,Citywide Parks,2017 Bonds,"1, 4",12/2023,22400,172242,-149842,0,0,172242,0,,
2021,114,Park & Recreation,Spray park or recreational amenity at CD 10 Site,VK44,"Safety Code and Security Compliance,",2017 Bonds,10,09/2023,0,0,0,0,332000,332000,0,2023,2023
2021,114,Park & Recreation,Stafford Park - Playground and park furnishings,VB79,Playground Improvement,2017 Bonds,6,12/2022,22000,0,22000,0,0,22000,0,,
2021,114,Park & Recreation,Thurgood Marshall Rec. Ctr. Ren.,VB26,Recreation Centers,2017 Bonds,3,08/2021,1529000,1495071,33929,0,0,1529000,0,,
2021,114,Park & Recreation,Thurgood Marshall Recreation Center - Renovation (Supplemental Funding),VB51,Recreation Centers,2017 Bonds,3,08/2021,347000,120358,226642,0,0,347000,0,,
2021,114,Park & Recreation,Tietze Park - Add ADA parking and site improvements,VK84,Major Park Facilities,2017 Bonds,14,12/2021,100000,0,100000,0,0,100000,0,,
2021,115,Park & Recreation,Tietze Park - Add shade structure at playground,VK85,Playground Improvement,2017 Bonds,14,12/2021,99250,16992,82258,0,0,99250,0,,
2021,115,Park & Recreation,"Timberglen Park - pavilion, new",VK67,"Safety Code and Security Compliance,",2017 Bonds,12,09/2023,0,0,0,0,450000,450000,0,2023,2023
2021,115,Park & Recreation,Timberglen Trail - supplemental funding,VK68,"Safety Code and Security Compliance,",2017 Bonds,12,09/2022,0,5813,-5813,500000,0,500000,0,2022,2022
2021,115,Park & Recreation,Timberglen Trail,VB19,Hike and Bike Trails,2017 Bonds,12,01/2024,791293,782605,8688,0,3358707,4150000,0,2023,2023
2021,115,Park & Recreation,Timberleaf Park - Playground new,VK35,"Safety Code and Security Compliance,",2017 Bonds,10,04/2022,40000,20518,19482,220000,0,260000,0,2022,2022
2021,115,Park & Recreation,Tipton Park - Picnic pavilion and water fountain,VB85,Facilities Neighborhood Park,2017 Bonds,6,06/2022,60000,0,60000,240000,0,300000,0,2022,2022
2021,115,Park & Recreation,Tower Building,VC07,"Safety Code and Security Compliance,",2017 Bonds,Citywide,12/2023,587463,41237,546226,2710941,201596,3500000,0,2022,2023
2021,115,Park & Recreation,Trail Development,7165,Hike and Bike Trails,2006 Bonds / Other GO Non-Debt CIP -,Citywide,09/2023,1211146,441289,769858,0,0,1211146,0,,
2021,115,Park & Recreation,Twin Lakes Park - park furnishings package,VK69,"Safety Code and Security Compliance,",2017 Bonds,12,10/2022,0,0,0,50000,0,50000,0,2022,2022
2021,115,Park & Recreation,Wagging Tail Dog Park - Add new parking area - South,VK57,"Safety Code and Security Compliance,",2017 Bonds,11,08/2021,400000,394142,5858,0,0,400000,0,,
2021,115,Park & Recreation,Wahoo Park - ADA Drinking Fountain,VK04,"Safety Code and Security Compliance,",2017 Bonds,7,03/2022,5500,0,5500,0,0,5500,0,,
2021,115,Park & Recreation,"Wahoo Park - Basketball - Full Court, New",VK03,"Safety Code and Security Compliance,",2017 Bonds,7,03/2022,80000,0,80000,0,0,80000,0,,
2021,116,Park & Recreation,Walnut Hill Park - Basketball - Renovate existing and add new,VK77,Community Parks,2017 Bonds,13,04/2023,0,0,0,0,160000,160000,0,2023,2023
2021,116,Park & Recreation,Walnut Hill Park - Replace softball backstop and bleachers on existing pad,VK78,Community Parks,2017 Bonds,13,04/2023,0,0,0,0,230000,230000,0,2023,2023
2021,116,Park & Recreation,Westmount Park - Site Development,VB39,Site Development,2017 Bonds,1,12/2021,203255,203255,0,0,0,203255,0,,
2021,116,Park & Recreation,Wheatland Park Football Field,VK91,Community Parks,2017 Bonds,8,08/2021,160000,179095,-19095,0,0,179095,0,,
2021,116,Park & Recreation,"Wheatley Park - ADA Drinking Fountain, Park Furnishings Package",VK05,"Safety Code and Security Compliance,",2017 Bonds,7,03/2022,0,0,0,40000,0,40000,0,2022,2022
2021,116,Park & Recreation,Wheatly Park - Replace Sidewalk Segment,VK06,"Safety Code and Security Compliance,",2017 Bonds,7,03/2022,0,0,0,30000,0,30000,0,2022,2022
2021,116,Park & Recreation,White Rock Hills Recreation New Construction,T329,Recreation Centers,2006 Bonds,9,03/2022,204841,100785,104056,0,0,204841,0,,
2021,116,Park & Recreation,White Rock Lake security lights,T330,"Safety Code and Security Compliance,",2006 Bonds,Citywide,06/2023,207284,107680,99604,0,0,207284,0,,
2021,116,Park & Recreation,White Rock Lake Stone Tables (Match),VB07,Major Park Facilities,2017 Bonds,9,07/2021,280000,280000,0,0,0,280000,0,,
2021,116,Park & Recreation,White Rock Lake Trail,VB13,Hike and Bike Trails,2017 Bonds,9,08/2022,3496625,413906,3082719,0,0,3496625,0,,
2021,117,Park & Recreation,Willie B. Johnson Gym. Add'n. (Hamilton Park),VB25,Recreation Centers,2017 Bonds,10,08/2021,6683000,5552134,1130866,0,0,6683000,0,,
2021,117,Park & Recreation,Willie B. Johnson Recreation Center - Senior Addition [Hamil,VB24,Recreation Centers,2017 Bonds,10,08/2021,3293000,2767467,525533,0,0,3293000,0,,
2021,117,Park & Recreation,Willie Mae Butler Park - ADA Drinking Fountain and Park Furnishings Package,VK08,"Safety Code and Security Compliance,",2017 Bonds,7,12/2021,60000,0,60000,0,0,60000,0,,
2021,117,Park & Recreation,Willie Mae Butler Park - Convert Tennis Court to Basketball,VK07,"Safety Code and Security Compliance,",2017 Bonds,7,12/2021,42000,0,42000,0,0,42000,0,,
2021,117,Park & Recreation,Willie Mae Butler Park - Portable Facility Enclosure,VK09,"Safety Code and Security Compliance,",2017 Bonds,7,12/2021,60000,4323,55677,0,0,60000,0,,
2021,117,Park & Recreation,Willoughby Park - Playground Replacement,VK10,"Safety Code and Security Compliance,",2017 Bonds,8,07/2021,228763,224492,4270,0,0,228763,0,,
2021,117,Park & Recreation,Grand Total,,,,,,0,0,0,0,0,0,0,,
2021,121,Sanitation Services,Collection Equipment Purchase,E601,Replacement Fleet/Equipment,Other GO Non-Debt CIP -,Citywide,Ongoing,3000000,3260802,-260802,0,0,3260802,0,,
2021,121,Sanitation Services,Construction of the Swale and Wetlands per the 404 Permit,W324,Solid Facilities Waste,Other GO Non-Debt CIP -,Citywide,Ongoing,2089775,0,2089775,0,2500000,4589775,5700000,2023,2023
2021,121,Sanitation Services,ECO Park-Admin,W317,Solid Facilities Waste,Other GO Non-Debt CIP -,Citywide,Ongoing,750000,0,750000,0,0,750000,0,,
2021,121,Sanitation Services,Fleet Purchases,E600,Replacement Fleet/Equipment,Other GO Non-Debt CIP -,Citywide,Ongoing,3000000,5916281,-2916281,4000000,3000000,10000000,9000000,2022,2023
2021,121,Sanitation Services,Fleet/Equipment Replacement (FY20 Fleet Purchases),E312,Replacement Fleet/Equipment,Other Debt GO CIP -,Citywide,Ongoing,6985000,6698601,286399,0,0,6985000,0,,
2021,121,Sanitation Services,Fleet/Equipment Replacement (FY21 Fleet Purchases),E445,Replacement Fleet/Equipment,Other Debt GO CIP -,Citywide,Ongoing,8000000,7439328,560672,8000000,8000000,24000000,24000000,2022,2023
2021,121,Sanitation Services,New Scale House,W316,Solid Facilities Waste,Other GO Non-Debt CIP -,Citywide,Ongoing,1200000,0,1200000,0,0,1200000,0,,
2021,121,Sanitation Services,On-Board Camera for MRMP,W653,Replacement Fleet/Equipment,Other GO Non-Debt CIP -,Citywide,Ongoing,2918854,0,2918854,0,500000,3418854,0,2023,2023
2021,121,Sanitation Services,Other Sanitation Projects,W325,Solid Facilities Waste,Other GO Non-Debt CIP -,Citywide,Ongoing,13900372,0,13900372,0,4500000,18400372,12647730,2023,2023
2021,121,Sanitation Services,Post Closure Cost,W326,Solid Facilities Waste,Other GO Non-Debt CIP -,Citywide,Ongoing,500000,0,500000,0,0,500000,0,,
2021,121,Sanitation Services,Transfer Stations,W315,Solid Facilities Waste,Other GO Non-Debt CIP -,Citywide,Ongoing,1450000,0,1450000,0,0,1450000,0,,
2021,121,Sanitation Services,Grand Total,,,,,,0,0,0,0,0,0,0,,
2021,129,Street & Transportation,10005-10119 Shayna Dr - 10002- 10106 Hymie Cir,V032,Alley Reconstruction,2017 Bonds,5,06/2021,347594,367238,-19644,0,0,367238,0,,
2021,129,Street & Transportation,10106-10160 Caribou Trail - 10127-10143 Ferndale Rd,V079,Alley Reconstruction,2017 Bonds,10,12/2023,55992,45979,10013,0,9000,64992,0,2023,2023
2021,129,Street & Transportation,10163-10199 Vistadale Dr - 10200-10200 Trailcliff Dr,V080,Alley Reconstruction,2017 Bonds,10,12/2023,39348,41754,-2406,0,0,41754,0,,
2021,129,Street & Transportation,10315-10542 Castlerock Dr - 10315 Checota Dr - Gardenside,V033,Alley Reconstruction,2017 Bonds,5,06/2021,508561,466672,41890,0,0,508561,0,,
2021,129,Street & Transportation,10445 - 10461 Carry Back Cir - 10419 - 10427 Carry Back Pl,V113,Alley Reconstruction,2017 Bonds,13,12/2024,116684,50820,65864,0,0,116684,0,,
2021,129,Street & Transportation,10th St from I-35 to Clarendon Dr.,V198,Street Reconstruction,2017 Bonds,4,12/2024,260705,266221,-5515,2526059,0,2786764,0,2022,2022
2021,130,Street & Transportation,10th Street Historic District Sidewalk and Barrier Free Ramp Improvements,V149,Free Sidewalk and Ramp Improvements Barrier,2017 Bonds,4,04/2023,692982,9234,683747,0,0,692982,0,,
2021,130,Street & Transportation,11133-11139 Cotillion Dr - 3609 Bon Park Ct,V069,Alley Reconstruction,2017 Bonds,9,06/2023,104988,37090,67898,0,0,104988,0,,
2021,130,Street & Transportation,11205-11335 Buchannan Dr - 11200-11298 Ferguson Rd,V070,Alley Reconstruction,2017 Bonds,9,06/2023,407810,58423,349386,0,0,407810,0,,
2021,130,Street & Transportation,11306-11340 Dumbarton Dr - 11323-11357 Glen Cross Dr,V071,Alley Reconstruction,2017 Bonds,9,06/2023,207200,46153,161047,0,0,207200,0,,
2021,130,Street & Transportation,11312-11344 Glen Cross Dr - 11341- 11367 Drummond Dr,V072,Alley Reconstruction,2017 Bonds,9,06/2023,243800,79960,163840,0,0,243800,0,,
2021,130,Street & Transportation,1225-1423 Kirnwood Dr - 7601 S Polk St,V062,Alley Reconstruction,2017 Bonds,8,04/2022,365124,290421,74703,0,0,365124,0,,
2021,130,Street & Transportation,127-231 W Louisiana Ave - 118- 228 Conrad St,V022,Alley Reconstruction,2017 Bonds,4,03/2024,66727,68968,-2240,0,356919,423646,0,2023,2023
2021,130,Street & Transportation,12Th St From Upton To 200 Ft East Of Upton,V992,Target Neighborhood,2017 Bonds,4,02/2024,41966,45492,-3526,0,310289,352255,0,2023,2023
2021,131,Street & Transportation,1503-1551 Briarcliff Rd - 5503- 5537 Mesa Cir,V008,Alley Reconstruction,2017 Bonds,2,06/2021,297521,301848,-4327,0,0,301848,0,,
2021,131,Street & Transportation,15632-15724 Golden Creek Rd - 6231 - La Cosa Dr - Bay Point,V086,Alley Reconstruction,2017 Bonds,11,12/2023,45081,47771,-2691,0,323772,368853,0,2023,2023
2021,131,Street & Transportation,1608-1620 Day Star Dr - 1603- 1633 Hanging Cliff Dr,V023,Alley Reconstruction,2017 Bonds,4,03/2024,46571,49025,-2454,0,308104,354675,0,2023,2023
2021,131,Street & Transportation,1611-1727 Red Cloud Dr - 9704- 9780 Faircloud Dr [A7003],V034,Alley Reconstruction,2017 Bonds,5,06/2021,421851,431270,-9420,0,0,431270,0,,
2021,131,Street & Transportation,1621-1631 Windchime Dr - 1614-1626 Vatican Ln,V024,Alley Reconstruction,2017 Bonds,4,03/2024,20378,22408,-2030,0,67577,87955,0,2023,2023
2021,131,Street & Transportation,1708-1920 Vatican Ln - 1705-1921 Windchime Dr,V025,Alley Reconstruction,2017 Bonds,4,03/2024,44632,46048,-1416,0,300381,345013,0,2023,2023
2021,131,Street & Transportation,17604-17630 Davenport Alley Construction,VA05,Target Neighborhood,2017 Bonds,12,10/2022,500579,42281,458298,0,0,500579,0,,
2021,131,Street & Transportation,1830-1886 Red Cloud Dr - 9803- 9851 Glengreen Dr [A6972],V035,Alley Reconstruction,2017 Bonds,5,06/2021,337651,346968,-9316,0,0,346968,0,,
2021,131,Street & Transportation,18603-18707 Amador Ave - 6505- 6511 Villa Rd,V095,Alley Reconstruction,2017 Bonds,12,12/2022,1018459,543511,474947,0,0,1018459,0,,
2021,131,Street & Transportation,1885-2025 Red Cloud Dr - 2002- 2080 Corvette Dr [A6966],V036,Alley Reconstruction,2017 Bonds,5,06/2021,461394,293459,167935,0,0,461394,0,,
2021,132,Street & Transportation,19003-19039 Bilbrook Ln,V096,Alley Reconstruction,2017 Bonds,12,12/2022,334963,334963,0,0,0,334963,0,,
2021,132,Street & Transportation,2017 Bond Program Reserved Contingency,VA38,Bridge Repair Modification and,2017 Bonds,Citywide,04/2025,3270269,0,3270269,0,0,3270269,0,,
2021,132,Street & Transportation,2022 Certificate of Obligation- Sidewalks,W796,Free Sidewalk and Ramp Improvements Barrier,Other Debt GO CIP -,Citywide,Ongoing,0,0,0,5000000,5000000,10000000,0,2022,2023
2021,132,Street & Transportation,2022 Certificate of Obligation-Streets,W795,Street Reconstruction,Other Debt GO CIP -,Citywide,Ongoing,0,0,0,50000000,50000000,100000000,0,2022,2023
2021,132,Street & Transportation,207-347 Bettyrae Way - 7708-7770 Ryan Ridge Dr,V063,Alley Reconstruction,2017 Bonds,8,04/2022,426262,279249,147013,0,0,426262,0,,
2021,132,Street & Transportation,2104-2336 Dugald Pl - 2005-2249 E Illinois Ave,V026,Alley Reconstruction,2017 Bonds,4,12/2023,62634,65360,-2725,623794,0,686428,0,2022,2022
2021,132,Street & Transportation,2205-2341 Freeland - 2336- 2328 Homeway - 2204-2340 Babalos,V060,Alley Reconstruction,2017 Bonds,7,12/2024,54047,59128,-5081,0,351916,405963,0,2023,2023
2021,132,Street & Transportation,2211-2323 Deer Path Dr - 2905- 3311 Kellogg Ave,V027,Alley Reconstruction,2017 Bonds,4,12/2021,79164,81735,-2571,503660,0,582824,0,2022,2022
2021,132,Street & Transportation,2304-2348 Hunters Run Dr - 7407-7415 Mesa Verde Trl,V064,Alley Reconstruction,2017 Bonds,8,04/2022,406808,287183,119625,0,0,406808,0,,
2021,132,Street & Transportation,2306-2440 Bluffton Dr - 2307 - 2439 Blaydon Dr,V042,Alley Reconstruction,2017 Bonds,7,09/2022,497095,505006,-7911,56222,0,553317,0,2022,2022
