cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,year_2024,year_2025,year_2026,year_2027,validation_label
2024,Stormwater Drainage Management,73,2017 Bonds,10732 Haven Creek Court,2024,2024,10,0,67705,67705,0,0,0,
2024,Erosion Control,73,2024 Bonds,11th E 1615,2025,2027,4,0,442750,0,66413,0,376338,
2024,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,1700 N Field Street Drainage Repair,2026,2027,14,0,575000,0,0,86250,488750,
2024,Stormwater Drainage Management,73,Other GO CIP - Debt,17610-17614 Squaw Valley,2024,2024,12,0,779400,779400,0,0,0,
2024,Stormwater Drainage Management,73,Other GO CIP - Debt,2017 Bond Overruns,2024,2024,Citywide,0,29958056,29958056,0,0,0,
2024,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,2133 Province -W707,2026,2027,2,0,575000,0,0,86250,488750,
2024,Flood Management,73,2024 Bonds,2310 Chart Concrete Drainage Channel Repair,2027,2027,7,0,546250,0,0,0,546250,
2024,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,2530 Blanton Outfall Repair,2026,2027,5,0,575000,0,0,86250,488750,
2024,Storm Drainage Relief System,73,2024 Bonds,4126 Maybeth Drainage Relief,2026,2027,6,0,132250,0,0,19838,112413,
2024,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,4209 Rosa Ct Drainage Relief System,2024,2024,13,0,1500000,1500000,0,0,0,
2024,Storm Drainage Relief System,74,2024 Bonds,5827 Bluffman Storm Drainage Relief,2026,2027,8,0,402500,0,0,60375,342125,
2024,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,5th Street Drainage Relief System,2026,2027,1,0,3615000,0,0,542250,3072750,
2024,Storm Drainage Relief System,74,2024 Bonds,6231 Pemberton Drainage Relief System,2027,2027,13,0,586500,0,0,0,586500,
2024,Stormwater Drainage Management,74,Other GO CIP - Debt,6900 Royal Lane Drainage Relief System,2024,2026,11 13,0,1476654,332654,0,1144000,0,
2024,Storm Drainage Relief System,74,2024 Bonds,9728 Springtree Storm Drainage Relief,2027,2027,10,0,471500,0,0,0,471500,
2024,Erosion Control,74,2017 Bonds,Abshire Lane,2024,2024,2,127972,948500,820528,0,0,0,
2024,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Acres/Grady Detention Basins 1 & 2 Dredging,,,5,1095761,1095761,0,0,0,0,
2024,Storm Drainage Relief System,74,2017 Bonds,Alderson 3700,2024,2024,14,213675,1211675,998000,0,0,0,
2024,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Alpha 6919 Drainage Relief System,2026,2027,11,0,480000,0,0,72000,408000,
2024,Stormwater Drainage Management,74,Other GO CIP - Debt,Alpha at Peyton (RL Area 3),2025,2027,11,0,7000000,0,1050000,0,5950000,
2024,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Anderson Ave @ Goodman,2024,2024,6,41243,381965,340722,0,0,0,
2024,Stormwater Drainage Management,74,Other GO CIP - Debt,Anderson Bonner Park - DWU Location #1,2024,2024,11,0,63614728,63614728,0,0,0,
2024,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Anderson Bonner Park - DWU Location #2,2024,2024,11,0,665092,665092,0,0,0,
2024,Stormwater Drainage Management,75,Other GO CIP - Debt,Ash Creek - S Fork Channel Improvements at John West,2024,2025,2 7,306449,2485949,488000,1691500,0,0,
2024,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Ash Creek Trib 5B7 Bridge Improvement @ Peavy,2026,2027,2,0,1710000,0,0,256500,1453500,
2024,Stormwater Drainage Management,75,Other GO CIP - Debt,Ash Creek Trib 5B7 Bridge Improvement @ Province,2025,2027,2,0,5400000,0,810000,0,4590000,
2024,Storm Drainage Relief System,75,2024 Bonds,Atlanta St. - South Blvd. to MLK Jr. Blvd.,2026,2027,7,0,575000,0,0,86250,488750,
2024,Erosion Control,75,2024 Bonds,Audelia Rd 11655 (Building 8 to 10),2025,2027,10,0,1489250,0,223388,0,1265863,
2024,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Beckley @ Coombs Creek Drinage Study,2024,2024,1,124000,125000,1000,0,0,0,
2024,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Bent Creek Detention Basin Dredging,,,12,302787,302787,0,0,0,0,
2024,Stormwater Drainage Management,75,Other GO CIP - Debt,Bethany Dr (9908) Province Ln (2008 2016) and Peavy Pl (2334 2340 2344),2024,2025,2,0,2205000,330750,1874250,0,0,
2024,Erosion Control,76,2017 Bonds,Betty Jane 10225,2024,2024,13,471515,629115,157600,0,0,0,
2024,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Birchridge 14721,2026,2027,11,0,295000,0,0,38850,256150,
2024,Storm Drainage Relief System,76,2024 Bonds,Bruton Terrace Est. Storm Drainage Relief,2026,2027,5,0,575000,0,0,86250,488750,
2024,Erosion Control,76,2006 Bonds,BURNINGLOG 13156,,,10,470732,470732,0,0,0,0,
2024,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Cadiz and Riverfront Bridge,,,2,15631398,15631398,0,0,0,0,
2024,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Calcutta 616 (RL Area 40),2024,2024,3,201256,440000,238744,0,0,0,
2024,Stormwater Drainage Management,76,2024 Bonds,Calm Meadow Drainage Rehabilitation,2027,2027,12,0,310500,0,0,0,310500,
2024,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Cedar Creek Bridge @ Clarendon,2024,2024,4,38090,2800000,2761910,0,0,0,
2024,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Cedar Creek Bridge @ Clarendon (Sta 149+13),2026,2027,4,0,2215000,0,0,332250,1882750,
2024,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Cedar Creek Bridge @ Moore,2024,2024,4,31239,1476000,1444761,0,0,0,
2024,Stormwater Drainage Management,76,Other GO CIP - Debt,Cedar Creek Bridge @ Tyler,2025,2027,1,0,8300000,0,1245000,0,7055000,
2024,Stormwater Drainage Management,76,Other GO CIP - Debt,Cedar Creek Channel - ATSF RR to Ewing,2025,2027,4,0,1740000,0,261000,0,1479000,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Cedar Creek Channel Improvements (908 S Rosemont),2026,2027,1,0,1725000,0,0,258750,1466250,
2024,Stormwater Drainage Management,77,Other GO CIP - Debt,Cedar Creek Culvert @ Polk,2025,2027,1,0,1000000,0,150000,0,850000,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Cedar Creek Culvert @ Winnetka,2026,2027,1,0,2530000,0,0,379500,2150500,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Cedar Springs Branch - Lomo Alto Dr @ Lemmon Ave,2024,2024,14,132310,450000,317690,0,0,0,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Cedar Springs Branch @ Denton,2026,2027,2,0,610000,0,0,91500,518500,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Cedar Springs Branch @ Production,2026,2027,2,0,475000,0,0,71250,403750,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Chalk Hill Branch Bridge @ N. Counts,2026,2027,3,0,825000,0,0,123750,701250,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Chalk Hill Branch Bridge @ S. Counts,2026,2027,1,0,1375000,0,0,206250,1168750,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Chalk Hill Branch Culvert @ Jefferson,2026,2027,1,0,625000,0,0,93750,531250,
2024,Storm Drainage Relief System,77,2017 Bonds,Chalkhill Branch - I30/Loop 12 Interchange,2024,2024,6,95908,780000,684092,0,0,0,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Channel - Major Maintenance,2025,2027,Citywide,0,1050000,0,125000,200000,725000,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Cherry Hill 8647 Storm Drainage Relief,2027,2027,10,0,2504880,0,0,0,2504880,
2024,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Cherrybrook Dam Spillway Rehabilitation,2024,2026,5,0,5800000,696000,0,5104000,0,
2024,Erosion Control,78,2024 Bonds,Claremont 8017 8023 and 8030,2025,2027,7,0,543375,0,81506,0,461869,
2024,Stormwater Drainage Management,78,Other GO CIP - Debt,Clearbrook Lane 10837,2024,2025,9,0,157500,23625,133875,0,0,
2024,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Cliffdale 322,2026,2027,1,0,635000,0,0,95250,539750,
2024,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Conrad - Louisiana Area Relief,2027,2027,4,0,2600000,0,0,0,2600000,
2024,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Coombs Creek Bridge @ 9th,2026,2027,1,0,335000,0,0,50250,284750,
2024,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Coombs Creek Bridge @ Barnett,2026,2027,1,0,280000,0,0,42000,238000,
2024,Stormwater Drainage Management,78,Other GO CIP - Debt,Coombs Creek Bridge @ Brooklyndell,2025,2026,1,0,260000,0,39000,221000,0,
2024,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Coombs Creek Bridge @ Colorado,2026,2027,1,0,1439000,0,0,215850,1223150,
2024,Stormwater Drainage Management,78,Other GO CIP - Debt,Coombs Creek Bridge @ Plymouth,2025,2027,1,0,6400000,0,960000,2000000,3440000,
2024,Erosion Control,78,2024 Bonds,Coombs Creek Dr 637,2025,2027,1,0,261625,0,39244,0,222381,
2024,Flood Management,78,2024 Bonds,Coombs Creek Flood Management Study Update,2026,2026,1,0,552000,0,0,552000,0,
2024,Stormwater Drainage Management,78,Other GO CIP - Debt,Counts S 4690,2024,2025,1,0,210000,31500,178500,0,0,
2024,Erosion Control,79,2017 Bonds,Creek Bend Road 7028,2024,2024,12,10485,82000,71515,0,0,0,
2024,Storm Drainage Relief System,79,2024 Bonds,Cresthaven/Culcourt St Storm Drainage Relief,2026,2027,6,0,1173000,0,0,175950,997050,
2024,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,Crestview East Addition No. 2 (Beechmont 2779) Drainage Relief System,2026,2027,2,0,2500000,0,0,375000,2125000,
2024,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,CSDSA Area 31 - Echo Glen,2025,2027,13,0,40611000,0,1500000,3000000,36111000,
2024,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,CTP,2024,2024,Citywide,832509,1180293,347784,0,0,0,
2024,Flood Management,79,2017 Bonds,Cypress Branch @ Jennie Lee,,,7,981337,981337,0,0,0,0,
2024,Trinity River Corridor Projects,79,1998 Bonds,Dallas Floodway DFE PPA,2024,2024,Citywide,1374258,1380825,6568,0,0,0,
2024,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,Dallas Floodway Extension,2024,2024,Citywide,20693036,35376019,14682983,0,0,0,
2024,Erosion Control,80,2024 Bonds,Davenport Road 17911,2025,2027,12,0,483000,0,72450,0,410550,
2024,Storm Drainage Relief System,80,2024 Bonds,Desco 7108,2027,2027,13,0,281750,0,0,0,281750,
2024,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,Dixon Branch - E Prong Culvert @ Mediterranean,2026,2027,10,0,580000,0,0,87000,493000,
2024,Storm Drainage Relief System,80,2017 Bonds,Dixon Branch,2024,2024,9,1349464,1394900,45436,0,0,0,
2024,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,Dixon Branch Relief System (RL Areas 18 & 19),2026,2027,9,0,27200000,0,0,6200000,21000000,
2024,Stormwater Drainage Management,80,Other GO CIP - Debt,Dorrington Circle 3106,2024,2024,7,5000,245344,240344,0,0,0,
2024,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,Dredge Maintenance,2024,2027,Citywide,0,1400000,350000,125000,200000,725000,
2024,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,Driftway Drive 2415 & 2421,2027,2027,7,0,132300,0,0,0,132300,
2024,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,East Peaks Upper/Middle Basin Relief System,2026,2027,Citywide,0,11800000,0,0,2760000,9040000,
2024,Erosion Control,80,2024 Bonds,El Cerrito 2490 & Hunnicut 8181,2025,2026,7,0,805000,0,120750,684250,0,
2024,Erosion Control,80,2017 Bonds,El Cerrito Storm Drainage 2470,,,7,573874,573874,0,0,0,0,
2024,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,El Tivoli @ Reverchon Drainage Relief System,2024,2026,1,0,1855000,222600,0,1632400,0,
2024,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,El Tivoli Branch Culvert @ Plymouth Road,2024,2026,1,0,500000,60000,0,440000,0,
2024,Stormwater Drainage - Management,81,Other GO CIP - Debt,Elm Fork Trinity River,2024,2025,6,0,1705505,297505,1408000,0,0,
2024,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Elmwood Branch Bridge @ Melbourne,2026,2027,1,0,210000,0,0,31500,178500,
2024,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Elmwood Branch Culvert @ Edgefield,2026,2027,1,0,320000,0,0,48000,272000,
2024,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Elmwood Branch Culvert @ Tyler & Vernon,2026,2027,1,0,240000,0,0,36000,204000,
2024,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Emergency Pipe Repairs - Major Maintenance of Collapsed Pipe in Critical Areas,2024,2027,Citywide,0,1237681,187681,125000,200000,725000,
2024,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Estes Branch Channel Improvements (2704 Mossglen),2026,2027,7,0,2300000,0,0,345000,1955000,
2024,Stormwater Drainage Management,81,Other GO CIP - Debt,Eustis Ave 8600-8800 Blk & KCS Railroad Backwater Analysis,2025,2025,9,0,200000,0,200000,0,0,
2024,Erosion Control,81,2017 Bonds,Eustis Avenue,,,9,254000,254000,0,0,0,0,
2024,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Fair Oaks Crossing 8555,,,10,594854,594854,0,0,0,0,
2024,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Fair Oaks Detention Basin Dredging,2024,2024,13,101298,793138,691840,0,0,0,
2024,Stormwater Drainage Management,81,2024 Bonds,Fairglen Dr 8928,2027,2027,10,0,132250,0,0,0,132250,
2024,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Flood Management Area - Major Maintenance,2025,2027,Citywide,0,1408518,0,141875,176555,1090088,
2024,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Forest Lane 9833,2024,2025,10,0,140000,21000,119000,0,0,
2024,Erosion Control,82,2017 Bonds,Forest Ridge 9700 Block- Chiswell 9600 Block,2024,2024,10,1769437,1413927,-355510,0,0,0,
2024,Erosion Control,82,2024 Bonds,Forston Ave 18503,2025,2027,12,0,181125,0,27169,0,153956,
2024,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Fox Hollow Lake Dredging,2024,2024,3,600809,599809,-1000,0,0,0,
2024,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Gabion - Major Maintenance,2024,2027,Citywide,0,1185000,225000,125000,210000,625000,
2024,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Gateridge 6841 Storm Drainage Relief,2027,2027,11,0,2900000,0,0,0,2900000,
2024,Storm Drainage Relief System,82,2017 Bonds,Gifford-Roanoke Area Relief System - Phase II/ Brookhollow Bridge,2024,2024,2,261614,1544217,1282603,0,0,0,
2024,Erosion Control,82,Other GO CIP - Non-Debt,GLEN OAKS 816,,,4,647705,647705,0,0,0,0,
2024,Stormwater Drainage Management,82,2024 Bonds,Glencairn 216,2027,2027,8,0,327750,0,0,0,327750,
2024,Erosion Control,82,2024 Bonds,Glencairn 460,2025,2027,8,0,281750,0,42263,0,239488,
2024,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Grauwyler Gate,2026,2027,2,0,500000,0,0,75000,425000,
2024,Erosion Control,82,Other GO CIP - Non-Debt,Greendale 1721 1716,,,5,200529,200529,0,0,0,0,
2024,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Greenhollow/ Sapling Way/ Clearsprings RL,2024,2024,11,199515,1370700,1171185,0,0,0,
2024,Storm Drainage Relief System,83,2017 Bonds,Greenspan - Kirnwood Area,,,8,2091890,2091890,0,0,0,0,
2024,Stormwater Drainage Management,83,Other GO CIP - Non-Debt,Guildhall-McCree Storm Drainage Relief System,2024,2025,10,438570,7299970,4261400,2600000,0,0,
2024,Storm Drainage Relief System,83,2017 Bonds,Hampton Gate,2024,2024,6,0,300220,300220,0,0,0,
2024,Erosion Control,83,2024 Bonds,Hampton N 635,2025,2027,1,0,241500,0,36225,0,205275,
2024,Stormwater Drainage Management,83,2024 Bonds,Harlandale - Strickland Area,2026,2027,4,0,1230500,0,0,184575,1045925,
2024,Stormwater Drainage Management,83,2024 Bonds,Harry Hines 5323,2027,2027,2,0,241500,0,0,0,241500,
2024,Flood Management,83,2017 Bonds,Hatfield Branch @ Seagoville Channel Improvements,2024,2024,5,276179,563179,287000,0,0,0,
2024,Stormwater Drainage Management,83,Other GO CIP - Non-Debt,Hatfield Branch Dam Spillway Rehabilitation,2024,2026,5,0,1000000,120000,0,880000,0,
2024,Erosion Control,83,2012 Bonds,HEALEY 2116 & KINGSMAN 9869,2024,2024,9,5000,0,-5000,0,0,0,
2024,Stormwater Drainage Management,83,Other GO CIP - Non-Debt,Hickory Creek Floodplain Management Study,2024,2026,Citywide,0,481066,228066,0,253000,0,
2024,Stormwater Drainage Management,83,Other GO CIP - Debt,Highgrove Area Drainage Relief System,2024,2025,Citywide,0,4155000,1155000,3000000,0,0,
2024,Erosion Control,83,Other GO CIP - Non-Debt,Highland Road 2447,,,7,516519,516519,0,0,0,0,
2024,Erosion Control,83,2024 Bonds,Hillcrest Rd 13059,2025,2027,11,0,885500,0,132825,0,752675,
2024,Stormwater Drainage Management,84,Other GO CIP - Debt,Holland @ Miles Drainage Relief System,2025,2027,2,0,5000000,0,750000,0,4250000,
2024,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Holliday 3445 3449 3605 3621,2024,2024,4,127556,1040000,912444,0,0,0,
2024,Storm Drainage Relief System,84,2017 Bonds,Hollow Ridge 4804,2024,2024,7,57828,273821,215993,0,0,0,
2024,Storm Drainage Relief System,84,2017 Bonds,Homer Street 3215,,,14,1178240,1178240,0,0,0,0,
2024,Stormwater Drainage Management,84,2024 Bonds,Hymie Circle 10105- 10109,2026,2027,5,0,408250,0,0,61238,347013,
2024,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Jackson Branch - Church Road Bridge,2026,2027,10,0,1370000,0,0,205500,1164500,
2024,Flood Management,84,2024 Bonds,Jan Creek Culvert @ Wheatland,2027,2027,8,0,1035000,0,0,0,1035000,
2024,Erosion Control,84,2024 Bonds,Jefferson W 2909,2025,2027,1,0,281750,0,42263,0,239488,
2024,Stormwater Drainage Management,84,Other GO CIP - Debt,Joes Creek - West Fork Channel and Culvert Improvements,2025,2026,6,0,4400000,0,1900000,2500000,0,
2024,Flood Management,84,2017 Bonds,Joe's Creek West Fork Bridge @ Walnut Hill,2024,2024,6,223343,470000,246657,0,0,0,
2024,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Keeton Park Lake Dredging,2024,2024,5,118966,790798,671832,0,0,0,
2024,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Kidd Springs Branch @ Colorado,2026,2027,1,0,3310000,0,0,496500,2813500,
2024,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Kidd Springs Tunnel Rehabilitation,2024,2025,1,0,536000,336000,200000,0,0,
2024,Erosion Control,85,2024 Bonds,Kiest Valley Parkway @ Kiest Knoll Outfall Protection,2025,2027,3,0,264500,0,39675,0,224825,
2024,Stormwater Drainage Management,85,Other GO CIP - Debt,Kiesthill (3407 3411 3431) Kiest Crest (3610) Kiest (3227 3335 3419) and Kiest Crest,2024,2024,3,0,1276451,1276451,0,0,0,
2024,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Kiesthill (3425 3407 3411 3431) Kiest Crest (3610) Kiest (3327 3335 3419) and Kiest Crest,2024,2025,3,277144,4753750,3276606,1200000,0,0,
2024,Erosion Control,85,2006 Bonds,Kiltartan 1511,,,2,1140750,1140750,0,0,0,0,
2024,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Kiltartan 1519,2024,2024,2,5000,224000,219000,0,0,0,
2024,Flood Management,85,2017 Bonds,Kings Branch @ Genoa,2024,2024,4,262000,275550,13550,0,0,0,
2024,Storm Drainage Relief System,85,Other GO CIP - Non-Debt,Kings Branch Culvert @ Genoa,,,4,627202,627202,0,0,0,0,
2024,Flood Management,85,2017 Bonds,Kings Branch Culvert @ Stella,,,4,863403,863403,0,0,0,0,
2024,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Knight Street 2426 & 2428,2026,2027,2,0,1405000,0,0,210750,1194250,
2024,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Knights Branch @ Denton Dr.,2027,2027,2,0,428400,0,0,0,428400,
2024,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Knights Branch Upper Relief System - Inwood/Mockingbird,2027,2027,213,0,3450000,0,0,0,3450000,
2024,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Knights Branch Upper Relief System Phase 2,2027,2027,213,0,2350000,0,0,0,2350000,
2024,Flood Management,85,2024 Bonds,Knights Branch Upper Relief System Study,2026,2026,Citywide,0,649750,0,0,649750,0,
2024,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Kushla 3800 @ Grinnell,2026,2027,4,0,1840000,0,0,276000,1564000,
2024,Stormwater Drainage Management,86,Other GO CIP - Non-Debt,Lafayette Heights Branch Culvert @ Plymouth Road,2024,2026,1,0,560000,67200,0,492800,0,
2024,Stormwater Drainage Management,86,Other GO CIP - Non-Debt,Lake Cliff Dam Rehabilitation,2024,2027,1,0,14000000,1680000,0,0,12320000,
2024,Stormwater Drainage Management,86,Other GO CIP - Debt,Lake Cliff Dam Seepage Project,2025,2025,1,0,1500000,0,1500000,0,0,
2024,Storm Drainage Relief System,86,Other GO CIP - Non-Debt,Lake Highlands Town Center Dredge Proje,,,10,205702,205702,0,0,0,0,
2024,Storm Drainage Relief System,86,2017 Bonds,Lake Highlands Town Center Dredge Project,,,10,1807371,1807371,0,0,0,0,
2024,Flood Management,86,2017 Bonds,Lake June @ St. Augustine,2024,2024,5,350569,871272,520703,0,0,0,
2024,Stormwater Drainage Management,86,Other GO CIP - Non-Debt,Lane Park - 7100 to 7300 Block,2026,2027,13,0,3255000,0,0,488250,2766750,
2024,Stormwater Drainage Management,86,Other GO CIP - Non-Debt,Lansford 1215,2024,2026,1,0,1330000,199500,0,1130500,0,
2024,Stormwater Drainage Management,86,Other GO CIP - Non-Debt,Lansford 1808,2024,2025,1,0,350000,52500,297500,0,0,
2024,Stormwater Drainage Management,86,Other GO CIP - Non-Debt,Linwood Place Rector Place Briarwood Storm Drainage Relief,2026,2027,613,0,8000000,0,0,1200000,6800000,
2024,Stormwater Drainage Management,86,Other GO CIP - Non-Debt,Lisbon Area C,2024,2024,4,293063,1654300,1361237,0,0,0,
2024,Storm Drainage Relief System,86,2017 Bonds,Lively Lane 3808,2024,2024,6,39688,80000,40312,0,0,0,
2024,Stormwater Drainage Management,86,Other GO CIP - Non-Debt,LLano Ave 6126 Storm Drainage Relief,2026,2027,14,0,5200000,0,0,780000,4420000,
2024,Storm Drainage Relief System,86,2017 Bonds,Loganwood 3602,2024,2024,5,43038,256000,212962,0,0,0,
2024,Stormwater Drainage Management,87,Other GO CIP - Non-Debt,Loree 1742,2026,2027,2,0,975000,0,0,146250,828750,
2024,Stormwater Drainage Management,87,Other GO CIP - Non-Debt,Mapleleaf Circle/Mapleleaf Lane Area,2026,2027,3,0,1295000,0,0,194250,1100750,
2024,Stormwater Drainage Management,87,Other GO CIP - Non-Debt,Marsh Lane 10424,2025,2025,13,0,500000,0,500000,0,0,
2024,Stormwater Drainage Management,87,Other GO CIP - Debt,McCommas Branch FPMS Alt 4,2024,2025,9,442700,8657182,2056232,6158250,0,0,
2024,Stormwater Drainage Management,87,Other GO CIP - Non-Debt,Meadow Lake Ave 7102 & Westlake 7203,2026,2027,9,0,4375000,0,0,656250,3718750,
2024,Erosion Control,87,2006 Bonds,Meadowcliff 10720 10726,2024,2024,10,121746,690400,568653,0,0,0,
2024,Stormwater Drainage Management,87,Other GO CIP - Non-Debt,Meadowknoll 8911,2026,2027,10,0,176000,0,0,26400,149600,
2024,Erosion Control,87,2017 Bonds,Meandering Way 16209,2024,2024,12,164622,223486,58864,0,0,0,
2024,Stormwater Drainage Management,87,Other GO CIP - Non-Debt,Medical District Drive Drainage Relief System Phase II,2027,2027,2 6,0,1554000,0,0,0,1554000,
2024,Stormwater Drainage Management,87,Other GO CIP - Debt,Melody Lane 6262 Site 1&2,2024,2025,13,229336,1689000,24014,1435650,0,0,
2024,Stormwater Drainage Management,87,Other GO CIP - Non-Debt,Mercer Place 9056,2024,2024,2,4000,160000,156000,0,0,0,
2024,Flood Management,87,2024 Bonds,Military Parkway @ Urbandale Park,2027,2027,5,0,575000,0,0,0,575000,
2024,Storm Drainage Relief System,88,2006 Bonds,Mill Creek Drainage Relief System - Phase I,2024,2024,Citywide,56021428,79940117,23918688,0,0,0,
2024,Stormwater Drainage Management,88,Other GO CIP - Non-Debt,Mill Creek Drainage Relief System - Phase III,2026,2027,Citywide,0,17700000,0,0,3240000,14460000,
2024,Storm Drainage Relief System,88,2012 Bonds,Mill Creek Peaks Branch and State Thomas,2024,2024,Citywide,204573549,216093652,11520103,0,0,0,
2024,Storm Drainage Relief System,88,2017 Bonds,Milverton @ Palisade,,,5,1614050,1614050,0,0,0,0,
2024,Stormwater Drainage Management,88,Other GO CIP - Non-Debt,Monte Carlo 1600 and 3400 block,,,4,929942,929942,0,0,0,0,
2024,Stormwater Drainage Management,88,Other GO CIP - Non-Debt,N. Winnetka Ave. @ McBroom Street Drainage Relief,2026,2027,6,0,265000,0,0,39750,225250,
2024,Storm Drainage Relief System,88,2017 Bonds,Nandina - Pine Trail Area,2024,2024,8,193016,899950,706933,0,0,0,
2024,Flood Management,88,2024 Bonds,North Davillia Dr Estates Channel Repair (3755 Clover Lane),2026,2027,6,0,529000,0,0,79350,449650,
2024,Stormwater Drainage Management,88,Other GO CIP - Non-Debt,Northcliff Drive 9804,2024,2025,9,0,490000,73500,416500,0,0,
2024,Stormwater Drainage Management,88,Other GO CIP - Debt,Northwest Highway @ Tulane,2025,2027,13,0,6750000,0,2550000,0,4200000,
2024,Erosion Control,88,2024 Bonds,Nutwood Cir. 6402,2025,2027,12,0,201250,0,30188,0,171063,
2024,Flood Management,88,2024 Bonds,Oak Haven Lane 8602,2027,2027,8,0,207000,0,0,0,207000,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Ohio W. 412 416,2024,2024,4,1000,23375,22375,0,0,0,
2024,Erosion Control,89,2024 Bonds,Outfall at Compton 1203/1205,2025,2027,4,0,483000,0,72450,0,410550,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Pandora Circle 13344,2024,2024,9,79990,346990,267000,0,0,0,
2024,Erosion Control,89,2017 Bonds,Parkdale Bridge - White Rock Creek Tributary,2024,2024,7,0,45180,45180,0,0,0,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Parkhurst - Brookhurst (Lake Highlands Baptist) Relief System,2027,2027,9,0,427200,0,0,0,427200,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Parrish Branch Culvert @ Wheatland Rd.,2024,2024,8,114036,562536,448500,0,0,0,
