cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,year_2024,year_2025,year_2026,year_2027,validation_label
2024,Street Resurfacing,154,2024 Bonds,5800-5900 Forest Haven Trl,2025,2025,4,0,707020,0,707020,0,0,
2024,Street Resurfacing,154,2024 Bonds,5900 Firefly Ln,2025,2025,4,0,128003,0,128003,0,0,
2024,Street Resurfacing,154,2024 Bonds,5900 Old Ox Rd,2026,2026,3,0,215558,0,0,215558,0,
2024,Street Resurfacing,154,2024 Bonds,5900 Sandhurst Ln,2027,2027,9,0,436395,0,0,0,436395,
2024,Street Reconstruction,154,2024 Bonds,600 Harter Rd,2025,2027,9,0,1380450,0,207068,0,1173383,
2024,Street Reconstruction,154,2024 Bonds,6000 Milton St,2025,2027,9,0,1941311,0,291197,0,1650114,
2024,Street Resurfacing,154,2024 Bonds,6000-6100 Churchill Way,2027,2027,11,0,399196,0,0,0,399196,
2024,Street Resurfacing,154,2024 Bonds,6000-6100 Singing Hills Dr,2026,2026,3,0,794250,0,0,794250,0,
2024,Street Resurfacing,154,2024 Bonds,6000-6200 Ash Ln,2026,2026,2,0,369145,0,0,369145,0,
2024,Street Resurfacing,154,2024 Bonds,600-700 Edgemont Ave,2026,2026,4,0,327073,0,0,327073,0,
2024,Alley Reconstruction,154,2017 Bonds,6020-6040 Fieldstone,,,12,140538,140538,0,0,0,0,
2024,Street Resurfacing,154,2024 Bonds,6100-6200 Warm Mist Ln,2027,2027,12,0,478711,0,0,0,478711,
2024,Street Resurfacing,154,2024 Bonds,6100-6300 Moonglow Dr,2026,2026,3,0,733254,0,0,733254,0,
2024,Street Resurfacing,154,2024 Bonds,6100-6300 Old Ox Rd,2026,2026,3,0,897481,0,0,897481,0,
2024,Street Petitions,154,2024 Bonds,6100-6700 Jeane St,2026,2027,5,0,5800680,0,0,870102,4930578,
2024,Alley Petitions,155,2024 Bonds,6106-6166 Llano Ave & 6107-6167 Velasco Ave (A00686),2026,2027,14,0,995686,0,0,149353,846333,
2024,Street Resurfacing,155,2024 Bonds,6200 Penrose Ave,2027,2027,14,0,249589,0,0,0,249589,
2024,Alley Reconstruction,155,2017 Bonds,6216-6226 Autumn Woods Trl - 804-814 W Red Bird Ln,2024,2024,3,260189,270764,10575,0,0,0,
2024,Street Resurfacing,155,2024 Bonds,6300 Oakleaf Rd 6300 Pineview Rd,2027,2027,12,0,622308,0,0,0,622308,
2024,Street Resurfacing,155,2024 Bonds,6400 Caracas Dr,2025,2025,3,0,146765,0,146765,0,0,
2024,Street Resurfacing,155,2024 Bonds,6400 Gentle River Dr,2026,2026,8,0,254381,0,0,254381,0,
2024,Street Petitions,155,2024 Bonds,6400-6500 Trammel Dr,2026,2027,9,0,2686111,0,0,402917,2283194,
2024,Alley Petitions,155,2024 Bonds,6439-6445 Rhapsody Ln & 6438 Silvery Moon Dr (A06677),2026,2027,3 8,0,56396,0,0,8459,47937,
2024,Street Resurfacing,155,2024 Bonds,6500 Barkwood Ln,2027,2027,12,0,247559,0,0,0,247559,
2024,Street Reconstruction,155,2024 Bonds,6500 Forest Creek Dr,2025,2027,11,0,677296,0,101594,0,575702,
2024,Street Resurfacing,155,2024 Bonds,6500 Gentle River Dr,2026,2026,8,0,342017,0,0,342017,0,
2024,Street Petitions,155,2024 Bonds,6500 Gold Dust Trl,2025,2027,12,0,413286,0,61993,0,351293,
2024,Alley Reconstruction,155,2024 Bonds,6510-6580 Calais Dr & 6509-6565 Crestmere Dr (A09343/A09345),2026,2027,11,0,628145,0,0,94222,533923,
2024,Street Resurfacing,155,2024 Bonds,6600 Divot Cir,2026,2026,3,0,134257,0,0,134257,0,
2024,Street Resurfacing,155,2024 Bonds,6600 Dupper Ct,2026,2026,12,0,162440,0,0,162440,0,
2024,Street Resurfacing,155,2024 Bonds,6600-6700 Putting Green Dr,2026,2026,3,0,299133,0,0,299133,0,
2024,Street Petitions,155,2024 Bonds,6600-6700 Shell Flower Ln,2026,2027,12,0,1754398,0,0,263160,1491238,
2024,Street Petitions,156,2024 Bonds,6600-6800 Sawmill Rd,2025,2027,12,0,2531882,0,379782,0,2152100,
2024,Street Resurfacing,156,2024 Bonds,6600-7000 Duffield Dr 6700 Duffield Ct,2025,2025,12,0,1331521,0,1331521,0,0,
2024,Street Resurfacing,156,2024 Bonds,6700 Wild Honey Dr,2026,2026,8,0,74722,0,0,74722,0,
2024,Street Resurfacing,156,2024 Bonds,6800 Wild Honey Dr,2026,2026,8,0,96083,0,0,96083,0,
2024,Alley Reconstruction,156,2017 Bonds,6808-7038 Hunters Ridge Dr - 6807- 6959 Town Bluff Dr,,,11,625167,625167,0,0,0,0,
2024,Alley Reconstruction,156,2024 Bonds,6909-7077 Joyce Way (A03336),2025,2026,13,0,564414,0,84662,479752,0,
2024,Street Resurfacing,156,2024 Bonds,700 Commerce St,2025,2025,14,0,214583,0,214583,0,0,
2024,Street Resurfacing,156,2024 Bonds,7000 Lattimore Dr,2026,2026,12,0,329834,0,0,329834,0,
2024,Street Resurfacing,156,2024 Bonds,700-1300 Riverwood Rd,2025,2025,8,0,847287,0,847287,0,0,
2024,Alley Reconstruction,156,2024 Bonds,7006-7066 Whitehill & 7005-7065 Town North (A03463/A03462),2025,2026,9,0,536008,0,80401,455607,0,
2024,Alley Reconstruction,156,2024 Bonds,7021-7029 Nandina Dr & 3014-3018 Pine Trail Ct (A09909),2025,2026,8,0,113250,0,16988,96263,0,
2024,Alley Reconstruction,156,2017 Bonds,7027-7203 Hunnicut Rd - 7012-7108 Belteau Ln,,,7,272388,272388,0,0,0,0,
2024,Street Reconstruction,156,2024 Bonds,7100 Elliott Dr,2025,2027,7,0,1350466,0,202570,0,1147896,
2024,Alley Reconstruction,156,2024 Bonds,7107-7239 Currin Dr & 7106-7238 Northaven Rd (A08769),2025,2026,11,0,544240,0,81636,462604,0,
2024,Street Resurfacing,156,2024 Bonds,7200 Ashington Dr,2025,2025,13,0,478711,0,478711,0,0,
2024,Street Resurfacing,157,2024 Bonds,7200 Chaucer Pl,2026,2026,8,0,166663,0,0,166663,0,
2024,Street Resurfacing,157,2024 Bonds,7200 Crooked Oak Dr,2025,2025,12,0,413166,0,413166,0,0,
2024,Street Reconstruction,157,2024 Bonds,7200 Gayglen Dr,2025,2027,8,0,754599,0,113190,0,641409,
2024,Street Resurfacing,157,2024 Bonds,7200 Merriman Pkwy,2027,2027,10,0,218157,0,0,0,218157,
2024,Street Resurfacing,157,2024 Bonds,7200 Oakbluff Dr,2025,2025,11,0,318382,0,318382,0,0,
2024,Alley Reconstruction,157,2024 Bonds,7209-7275 Lupton Cir (A03320),2025,2026,13,0,156807,0,23521,133286,0,
2024,Street Resurfacing,157,2024 Bonds,7300-7400 Hiddencreek Dr,2026,2026,12,0,510793,0,0,510793,0,
2024,Street Resurfacing,157,2024 Bonds,7300-7700 Maplecrest Dr,2025,2025,11,0,799205,0,799205,0,0,
2024,Alley Reconstruction,157,2017 Bonds,7309-7435 Tangleglen Dr - 7364- 7450 Tophill Ln,,,11,334333,334333,0,0,0,0,
2024,Street Resurfacing,157,2024 Bonds,7400 Midbury Dr,2027,2027,11,0,239030,0,0,0,239030,
2024,Alley Reconstruction,157,2017 Bonds,7405-7443 Lynworth Dr - 7408-7438 Chattington Dr,,,11,240661,240661,0,0,0,0,
2024,Street Resurfacing,157,2024 Bonds,7500 Malabar Ln,2027,2027,11,0,413978,0,0,0,413978,
2024,Street Resurfacing,157,2024 Bonds,7500 Partridge Dr,2026,2026,8,0,125566,0,0,125566,0,
2024,Street Resurfacing,157,2024 Bonds,7500-7600 Highmont St,2027,2027,11,0,422506,0,0,0,422506,
2024,Alley Reconstruction,157,2017 Bonds,7501-7631 Ashcrest Ln - 7502-7578 Christie Ln,2024,2024,3,548790,563060,14270,0,0,0,
2024,Alley Reconstruction,157,2024 Bonds,7605-7611 Olusta Dr (A11224),2025,2026,8,0,105914,0,15887,90027,0,
2024,Alley Reconstruction,158,2017 Bonds,7606-7672 Rolling Acres Dr - 7615- 7651 Tophill Ln,,,11,254778,254778,0,0,0,0,
2024,Street Resurfacing,158,2024 Bonds,7700 Los Alamitos Dr,2026,2026,8,0,331946,0,0,331946,0,
2024,Street Resurfacing,158,2024 Bonds,7700 Twisted Oaks Cir,2025,2025,10,0,103312,0,103312,0,0,
2024,Street Resurfacing,158,2024 Bonds,7700-7800 Aurora St,2026,2026,5,0,508762,0,0,508762,0,
2024,Alley Petitions,158,2024 Bonds,7702-7718 Roper St & 7703-7719 Linwood Ave (A02888),2026,2027,6,0,136000,0,0,20400,115600,
2024,Target Neighborhood,158,2017 Bonds,7704-78400 Carbondale St - 7703- 7835 Brownville (Alley Improvements),,,7,139907,139907,0,0,0,0,
2024,Alley Reconstruction,158,2024 Bonds,7706-7734 Lost Mirage Dr & 1420- 1428 Kirnwood Dr (A06658),2025,2026,8,0,234752,0,35213,199539,0,
2024,Street Reconstruction,158,2024 Bonds,7800 Mattison St,2025,2027,5,0,1175777,0,176367,0,999410,
2024,Street Resurfacing,158,2024 Bonds,7800-7900 Goforth Rd,2027,2027,10,0,559931,0,0,0,559931,
2024,Alley Reconstruction,158,2024 Bonds,7803-7835 Umphress Rd & 7802- 7832 Tomkins Ln (A04653),2026,2027,5,0,228792,0,0,34319,194473,
2024,Street Reconstruction,158,2024 Bonds,7900 Greenhollow Ln,2025,2027,11,0,1052533,0,157880,0,894653,
2024,Alley Reconstruction,158,2017 Bonds,7905-7933 Olusta Dr - 7932 Great Trinity Forest Way,,,8,403437,403437,0,0,0,0,
2024,Street Resurfacing,158,2024 Bonds,800 Beckleymeade Ave,2026,2026,8,0,140592,0,0,140592,0,
2024,Street Resurfacing,158,2024 Bonds,800 Edd Rd,2027,2027,8,0,124023,0,0,0,124023,
2024,Street Resurfacing,159,2024 Bonds,800 Elm St,2025,2025,14,0,232777,0,232777,0,0,
2024,Street Resurfacing,159,2024 Bonds,800-1100 Graham Ave,2026,2026,2,0,723903,0,0,723903,0,
2024,Street Resurfacing,159,2024 Bonds,8200 Burroaks Dr,2027,2027,8,0,210766,0,0,0,210766,
2024,Alley Reconstruction,159,2024 Bonds,826-1028 Tarryall Dr & 903-947 Channing Cir (A02339),2025,2026,4,0,510081,0,76512,433569,0,
2024,Street Resurfacing,159,2024 Bonds,8300 Midpark Rd,2026,2026,11,0,289631,0,0,289631,0,
2024,Street Resurfacing,159,2024 Bonds,8300-8400 Plainview Dr,2025,2025,8,0,358830,0,358830,0,0,
2024,Street Resurfacing,159,2024 Bonds,8400-8500 Del Monte Dr,2027,2027,5,0,421531,0,0,0,421531,
2024,Street Resurfacing,159,2024 Bonds,8400-8800 Fair Oaks Xing,2026,2026,10,0,1395909,0,0,1395909,0,
2024,Street Resurfacing,159,2024 Bonds,8500-8900 Mediterranean Dr,2027,2027,10,0,941015,0,0,0,941015,
2024,Street Resurfacing,159,2024 Bonds,8600-8700 Eldon Dr,2027,2027,5,0,508762,0,0,0,508762,
2024,Street Resurfacing,159,2024 Bonds,8600-9000 White Rock Trl,2027,2027,10,0,698492,0,0,0,698492,
2024,Street Resurfacing,159,2024 Bonds,8600-9800 Vista Oaks Dr 8800 Vista Oaks Cir,2025,2025,10,0,782473,0,782473,0,0,
2024,Alley Reconstruction,159,2024 Bonds,8606-8838 Forest Green Dr & 8603- 8833 Skyline Dr (A03399),2025,2026,10,0,615765,0,92365,523400,0,
2024,Street Resurfacing,159,2024 Bonds,8700-8900 Flint Falls Dr,2025,2025,10,0,528255,0,528255,0,0,
2024,Street Resurfacing,159,2024 Bonds,8800 Bearden Ln,2027,2027,5,0,82194,0,0,0,82194,
2024,Alley Reconstruction,159,2024 Bonds,8804-8884 Larchwood Dr & 8805-8871 Liptonshire Dr (A08493),2025,2026,10,0,535070,0,80261,454810,0,
2024,Street Resurfacing,159,2024 Bonds,8900 Gunnison Dr,2027,2027,10,0,178359,0,0,0,178359,
2024,Street Reconstruction,160,2024 Bonds,8900-9000 Turtle Creek Blvd,2025,2027,13,0,953772,0,143066,0,810706,
2024,Street Resurfacing,160,2024 Bonds,8900-9100 Bluecrest Dr,2026,2026,8,0,435338,0,0,435338,0,
2024,Street Resurfacing,160,2024 Bonds,9000-9100 Branch Hollow Dr,2025,2025,10,0,398465,0,398465,0,0,
2024,Street Resurfacing,160,2024 Bonds,9000-9100 Stone Creek Place,2025,2025,10,0,705883,0,705883,0,0,
2024,Street Reconstruction,160,2024 Bonds,900-1000 Lausanne Ave,2025,2027,1,0,730115,0,109517,0,620598,
2024,Street Resurfacing,160,2024 Bonds,900-1200 Dumas St,2027,2027,14,0,541088,0,0,0,541088,
2024,Alley Reconstruction,160,2024 Bonds,9005-9043 Windy Crest Dr & 9150- 9170 Forest Ln (A03529),2025,2026,10,0,531286,0,79693,451593,0,
2024,Street Resurfacing,160,2024 Bonds,9100 Bryson Dr,2027,2027,10,0,144815,0,0,0,144815,
2024,Street Resurfacing,160,2024 Bonds,9100-9300 Markville Dr,2025,2025,10,0,975290,0,975290,0,0,
2024,Street Resurfacing,160,2024 Bonds,9100-9600 Boedeker St 9100 Boedeker Cir,2025,2025,13,0,2062660,0,2062660,0,0,
2024,Alley Petitions,160,2024 Bonds,914-934 Sunset Ave & 925-939 W Jefferson Blvd (A01558),2026,2027,1,0,191588,0,0,28738,162850,
2024,Street Resurfacing,160,2024 Bonds,9200 Flickering Shadow Dr,2026,2026,10,0,456294,0,0,456294,0,
2024,Street Resurfacing,160,2024 Bonds,9200 Moss Farm Ln,2025,2025,10,0,830637,0,830637,0,0,
2024,Street Resurfacing,160,2024 Bonds,9200-9400 Bluecrest Dr,2026,2026,8,0,462223,0,0,462223,0,
2024,Street Resurfacing,160,2024 Bonds,9400-9500 Timberline Dr,2027,2027,6,0,592337,0,0,0,592337,
2024,Street Resurfacing,160,2024 Bonds,9500-9600 Robin Meadow Dr,2026,2026,10,0,613942,0,0,613942,0,
2024,Street Resurfacing,161,2024 Bonds,9600 Glenacre,2026,2026,10,0,166095,0,0,166095,0,
2024,Street Resurfacing,161,2024 Bonds,9600 Jourdan Way,2025,2025,13,0,114926,0,114926,0,0,
2024,Street Resurfacing,161,2024 Bonds,9600 Millridge Cir,2026,2026,10,0,120612,0,0,120612,0,
2024,Street Resurfacing,161,2024 Bonds,9600 Orchard Hill,2026,2026,10,0,226685,0,0,226685,0,
2024,Street Resurfacing,161,2024 Bonds,9600-9800 Baseline Dr,2026,2026,10,0,437857,0,0,437857,0,
2024,Street Resurfacing,161,2024 Bonds,9600-9900 Bluffcreek Dr,2027,2027,7,0,996651,0,0,0,996651,
2024,Street Reconstruction,161,2024 Bonds,9700 Faircloud Dr,2026,2027,5,0,1602457,0,0,240369,1362088,
2024,Street Resurfacing,161,2024 Bonds,9700 Springtree Ln 9700-9800 Summerwood Cir,2026,2026,10,0,712706,0,0,712706,0,
2024,Street Resurfacing,161,2024 Bonds,9800 Matchpoint Pl,2026,2026,10,0,168206,0,0,168206,0,
2024,Street Resurfacing,161,2024 Bonds,9800 Victorian Ct,2026,2026,10,0,174867,0,0,174867,0,
2024,Street Resurfacing,161,2024 Bonds,9800-10200 Shiloh Rd,2025,2025,2,0,2935767,0,2935767,0,0,
2024,Street Resurfacing,161,2024 Bonds,9900 Timberline Dr,2027,2027,6,0,127191,0,0,0,127191,
2024,Traffic Signals,161,2017 Bonds,Abrams Rd Signals,2024,2024,9 14,0,700000,700000,0,0,0,
2024,Traffic Intersection Capacity & Safety Improvements,161,2024 Bonds,Abrams Road from Gaston Ave to Richmond Ave,2025,2025,14,0,86592,0,86592,0,0,
2024,Street Resurfacing,161,Other GO CIP - Non-Debt,ADA Barrier Installation,2024,2024,Citywide,42463275,50000000,7536725,0,0,0,
2024,Alley Petitions,161,2024 Bonds,Alley b/w Beechwood and Park from T alley to Midway (A05036),2025,2026,13,0,563038,0,84456,478582,0,
2024,Alley Petitions,162,2024 Bonds,Alley b/w Northport and Pemberton from Edgemere to Thackery,2025,2026,13,0,445204,0,66781,378423,0,
2024,Street and Alley Improvements,162,2017 Bonds,Alley between Town Creek Drive & Brook V,2024,2024,Citywide,594167,636635,42468,0,0,0,
2024,Target Neighborhood,162,2017 Bonds,Alley Improvements Between 8th St - Church From IH 35E To N Cliff,,,4,66953,66953,0,0,0,0,
2024,Thoroughfares,162,2017 Bonds,Alpha Rd From End Of Pavement To Barton Dr,,,11,65681,65681,0,0,0,0,
2024,Alley Petitions,162,2017 Bonds,Amhurst Ave - Stanford Ave From Linwood Ave To Briarwood Ln,,,13,114843,114843,0,0,0,0,
2024,Street Reconstruction,162,2017 Bonds,Babcock Dr From Bernal Dr To Canada Dr,,,6,534081,534081,0,0,0,0,
2024,Traffic Signals,162,2024 Bonds,Beckleymeade-Polk,2025,2027,8,0,655000,0,75000,0,580000,
2024,Traffic Signals,162,2024 Bonds,Belt Line-Lawson,2025,2027,8,0,655000,0,75000,0,580000,
2024,Intergovernmen tal Partnership Projects,162,2024 Bonds,Bernal Trail Project (Tumalo Trail to Norwich),2025,2027,6,0,6500000,0,975000,0,5525000,
2024,Street Reconstruction,162,2017 Bonds,Blossomheath Ln From LBJ Service Rd N To Thistle Ln,2024,2024,11,424205,549502,125297,0,0,0,
2024,Street Reconstruction,162,2017 Bonds,Blossomheath Ln from Thistle Ln to Alpha Rd,,,11,631571,631571,0,0,0,0,
2024,Street Reconstruction,162,2017 Bonds,Bonnie View Rd from Ann Arbor Ave to Cummings St,2024,2024,4,2695300,2708455,13155,0,0,0,
2024,Street Petitions,163,2024 Bonds,Boyd Street from Berkley Avenue to Wilbur Street,2025,2027,1,0,1192100,0,178815,0,1013285,
2024,Street Reconstruction,163,2017 Bonds,Bradford Dr from Maple Springs Blvd to Hedgerow Dr,2024,2024,2,433049,498645,65596,0,0,0,
2024,Street Petitions,163,2024 Bonds,Brandon St from S Marlborough Ave to S Montclair Ave,2026,2027,1,0,2308548,0,0,346282,1962266,
2024,Bridge Repair and Modification,163,Other GO CIP - Non-Debt,Bridge Maintenance/Repair Program,2024,2024,Citywide,9265293,10800000,1534707,0,0,0,
2024,Street Reconstruction,163,2017 Bonds,Brookshire Dr From Orchid Ln To Brookshire Cir,2024,2024,11,481205,493565,12360,0,0,0,
2024,Traffic Signals,163,2024 Bonds,Buckner-Gross,2025,2027,2 7,0,655000,0,75000,0,580000,
2024,Traffic Signals,163,2024 Bonds,Buford-Camp Wisdom,2027,2027,3 8,0,655000,0,0,0,655000,
2024,Target Neighborhood,163,2017 Bonds,Burma From Kiska St To Saipan St,,,7,204673,204673,0,0,0,0,
2024,Target Neighborhood,163,2017 Bonds,Burma Rd From Carbondale St To Kiska St,,,7,208646,208646,0,0,0,0,
2024,Street Reconstruction,163,2017 Bonds,Burroaks Cir From Burroaks Dr To End Of Pavement,2024,2024,8,623065,623208,143,0,0,0,
2024,Thoroughfares,163,2017 Bonds,Camp Wisdom from Westmorland to US 67,2024,2024,3,0,1400000,1400000,0,0,0,
2024,Thoroughfares,163,2017 Bonds,Camp Wisdom Rd from FM 1382 to Mountain Creek Pkwy,2024,2024,3,644902,697977,53075,0,0,0,
2024,Thoroughfares,163,2017 Bonds,Canada Drive From Westmoreland To Hampton,2024,2024,5,21797647,21827647,30000,0,0,0,
2024,Traffic Intersection Capacity & Safety Improvements,164,2024 Bonds,CDSF Project - Corridor Studies in District 9 - CDSF CD9,2025,2026,9,0,619550,0,90000,529550,0,
2024,Traffic Signals,164,2003 Bonds,Central Signal Computer,2024,2024,2 14,3555261,3831984,276724,0,0,0,
2024,Thoroughfares,164,2006 Bonds,Chalk Hill - I 30 EB Frontage Road to Singleton,,,6,12359,12359,0,0,0,0,
2024,Sidewalk and Barrier Free Ramp Improvements,164,2024 Bonds,Chevez Dr from Avon St to El Tivoli Dr,2026,2026,1,0,378328,0,0,378328,0,
2024,Thoroughfares,164,2017 Bonds,Cheyenne From Big Thicket To Elam,,,5,657361,657361,0,0,0,0,
2024,Thoroughfares,164,2017 Bonds,Cheyenne From Lake June To Big Thickett Phase I,,,5,2301751,2301751,0,0,0,0,
2024,Traffic Signals,164,2024 Bonds,Chrysalis-Wheatland,2025,2027,8,0,655000,0,75000,0,580000,
2024,Street Reconstruction,164,2017 Bonds,Clarendon Dr (2-28' Lanes) from Ewing to Upton,,,4,390818,390818,0,0,0,0,
2024,Intergovernmen tal Partnership Projects,164,2006 Bonds,Cockrell Hill - La Reunion to Singleton,,,6,519,519,0,0,0,0,
2024,Intergovernmen tal Partnership Projects,164,2017 Bonds,Cockrell Hill From La Reunion To Singleton,2024,2024,6,73744,380176,306432,0,0,0,
2024,Traffic Intersection Capacity & Safety Improvements,164,2017 Bonds,Collete At Tremont And Junius (Pilot Project to Construct Mini Roundabouts),2024,2024,14,60307,67771,7464,0,0,0,
2024,Thoroughfares,165,2017 Bonds,Columbia Ave/Main St from S Beacon St to,,,2,429601,429601,0,0,0,0,
2024,Complete Street,165,2024 Bonds,Columbia/Main Complete Street,2025,2025,2 14,0,5000000,0,5000000,0,0,
2024,Streetscape- Urban Design,165,2006 Bonds,Commerce from Good-Latimer to Hall,2024,2024,2,293875,582225,288350,0,0,0,
2024,Thoroughfares,165,2017 Bonds,Commerce Street From Good Latimer To Exposition,2024,2024,2,1562388,1569558,7170,0,0,0,
2024,Thoroughfares,165,2003 Bonds,Community,2024,2024,6,340105,527446,187341,0,0,0,
2024,Street Reconstruction,165,2017 Bonds,Contingency Reserve 2006 BP,2024,2024,4,1838799,2373239,534441,0,0,0,
2024,Street Reconstruction,165,2003 Bonds,Contingency Reserve 2006 BP - Streets,2024,2024,Citywide,0,609036,609036,0,0,0,
2024,Traffic Intersection Capacity & Safety Improvements,165,2024 Bonds,Corridor Studies in District 9 - CD9 Funds (Prop A),2025,2025,9,0,418364,0,418364,0,0,
2024,Street Resurfacing,165,Other GO CIP - Debt,COs for Sidewalks,,,Citywide,4000000,4000000,0,0,0,0,
2024,Street Resurfacing,166,Other GO CIP - Debt,COs for Streets,2024,2024,Citywide,58800000,58815000,15000,0,0,0,
2024,Street Resurfacing,166,Other GO CIP - Debt,COs for Streets Underserved,,,Citywide,14700000,14700000,0,0,0,0,
2024,Public/Private Development,166,2017 Bonds,Council District 1 Pedestrian Safety/Crosswalk Program -VA26,2024,2024,1,0,260000,260000,0,0,0,
2024,Traffic Signals,166,2017 Bonds,Council District 8 Infrastructure Improvements,2024,2024,8,0,350000,350000,0,0,0,
2024,Sidewalk and Barrier Free Ramp Improvements,166,2017 Bonds,Council District 8 Sidewalks,2024,2024,8,23397,31444,8047,0,0,0,
2024,Public/Private Development,166,2017 Bonds,Council District 9 Traffic Signal Improvements,2024,2024,9,265000,746000,481000,0,0,0,
2024,Street Petitions,166,2024 Bonds,Creek Bend Dr Davenport Rd To Frankford Rd,2026,2027,12,0,1467180,0,0,220077,1247103,
2024,Thoroughfares,166,2017 Bonds,Crouch Rd From Old Ox Rd To S Lancaster Rd,,,8,705470,705470,0,0,0,0,
2024,Street Reconstruction,166,2017 Bonds,Currin Dr From Pebbledowne Dr To End Of Pavement,2024,2024,11,390195,399955,9760,0,0,0,
2024,Street Reconstruction,166,2017 Bonds,Currin Dr from St Michaels Dr to Pebbledowne Dr,2024,2024,11,835804,853478,17674,0,0,0,
2024,Traffic Intersection Capacity & Safety Improvements,166,2017 Bonds,D10 Transportation Improvements (MCIP),2024,2024,10,0,1000000,1000000,0,0,0,
2024,Intergovernmen tal Partnership Projects,167,2024 Bonds,Danieldale Thoroughfare Expansion (Hampton to IH-35E),2025,2027,8,0,10000000,0,1500000,0,8500000,
2024,Intergovernmen tal Partnership Projects,167,2006 Bonds,Davis - Hampton to Westmoreland,2024,2024,1 3,382975,421373,38397,0,0,0,
2024,Intergovernmen tal Partnership Projects,167,2024 Bonds,Davis Phase I Complete Street (Clinton to Hampton),2027,2027,1,0,15000000,0,0,0,15000000,
2024,Intergovernmen tal Partnership Projects,167,2017 Bonds,Davis Street from Cockrell Hill to Clint,,,14,850637,850637,0,0,0,0,
2024,Intergovernmen tal Partnership Projects,167,2024 Bonds,Denton Complete Street (Walnut Hill to Mockingbird),2026,2027,2 6,0,10000000,0,0,1500000,8500000,
2024,Street Petitions,167,2017 Bonds,Dirk St. - Alley South Of Martel Ave. To Martel Ave.,,,14,90597,90597,0,0,0,0,
2024,Intergovernmen tal Partnership Projects,167,2017 Bonds,Dolphin Road from Haskell to Spring,2024,2024,7,4242327,4231890,-10437,0,0,0,
2024,Street Reconstruction,167,2017 Bonds,Dove Creek Way From Myrtlewood Drive To Swansee Street,2024,2024,3,2349956,2350092,136,0,0,0,
2024,Complete Street,167,2017 Bonds,Downtown Elmwood Infrastructure Improvem,2024,2024,1,0,498517,498517,0,0,0,
2024,Complete Street,168,2024 Bonds,Downtown Elmwood Streetscape Improvements (CD1 Funds),2026,2027,1,0,1200000,0,0,180000,1020000,
2024,Traffic Signals,168,2024 Bonds,Duncanville- Ledbetter,2025,2027,3,0,655000,0,75000,0,580000,
2024,Thoroughfares,168,2017 Bonds,Edd Rd From Seagoville To Garden Grove [Design and ROW only],2024,2024,8,449117,608138,159021,0,0,0,
2024,Intergovernmen tal Partnership Projects,168,2024 Bonds,Edd Thoroughfare Expansion (Seagoville to Garden Grove),2025,2025,8,0,7860000,0,7860000,0,0,
2024,Street Reconstruction,168,2017 Bonds,Edelweiss Cir From Hillcrest Rd To End Of Pavement,,,11,111455,111455,0,0,0,0,
2024,Street and Alley Improvements,168,2017 Bonds,Elmwood Area Street Lighting,,,1,6939,6939,0,0,0,0,
2024,Complete Street,168,2024 Bonds,Elsie Faye Heggins TOD Connections (2nd to Scyene),2025,2027,7,0,9150000,0,1372500,0,7777500,
2024,Complete Street,168,2024 Bonds,Ervay Two-Way Conversion Design (I- 30 to St. Paul),2026,2026,2,0,450000,0,0,450000,0,
2024,Thoroughfares,168,2017 Bonds,Ewing Ave. From I35 E To Clarendon,,,4,1351146,1351146,0,0,0,0,
2024,Target Neighborhood,168,2017 Bonds,Fellows Ln From Saipan St To End Of Pavement,,,7,131927,131927,0,0,0,0,
2024,Streetscape- Urban Design,168,2017 Bonds,Ferguson Rd And Lakeland Dr Intersection Improvements,,,7,182669,182669,0,0,0,0,
2024,Streetscape- Urban Design,169,2017 Bonds,Ferguson Rd From Oates Dr To Lakeland Dr,,,7,190620,190620,0,0,0,0,
2024,Traffic Signals,169,2024 Bonds,Ferguson-Fenwick,2025,2027,9,0,1500000,0,120000,0,1380000,
2024,Traffic Signals,169,2024 Bonds,Ferguson-Graycliff,2025,2026,2 7,0,655000,0,45000,610000,0,
2024,Traffic Signals,169,2024 Bonds,Ferris Branch- Whitehurst,2025,2027,10,0,655000,0,75000,0,580000,
2024,Intergovernmen tal Partnership Projects,169,2024 Bonds,Field and Griffin Complete Street (CD14 Funds),2026,2026,14,0,1000000,0,0,1000000,0,
2024,Traffic Signals,169,2024 Bonds,Fox Creek-Mountain Creek,2025,2027,3,0,655000,0,75000,0,580000,
2024,Street and Alley Improvements,169,Other GO CIP - Non-Debt,FY18 Street and Alley Improvement Projects,2024,2024,Citywide,119853161,119903971,50810,0,0,0,
2024,Street and Alley Improvements,169,Other GO CIP - Non-Debt,FY20 DWU Fee for Unserved Areas,2024,2024,Citywide,25892380,26565224,672844,0,0,0,
2024,Intergovernmen tal Partnership Projects,169,2017 Bonds,Garland/Gaston/ East Grand Intersection Safety Improvements,2024,2024,2 9 14,315743,1104597,788854,0,0,0,
2024,Street Reconstruction,169,2017 Bonds,Geraldine Dr From Kendale Dr To Lombardy Ln,,,6,1269319,1269319,0,0,0,0,
2024,Street Petitions,169,2017 Bonds,Ginger Ave. - Dacki Ave. To Goldie Ave. - Brandon St.,,,3,248346,248346,0,0,0,0,
