cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,year_2021,year_2022,year_2023,project_total,start_year,end_year
2020,38,Flood Protection And Storm Drainage,Kings Branch @ Genoa,Stormwater Drainage Management,2017 Bonds,4,8/2/2022,0,225625,0,225625,2022,2022
2020,38,Flood Protection And Storm Drainage,Kings Branch Culvert @ Denley,Stormwater Drainage Management,2017 Bonds,4,6/15/2022,0,417825,0,417825,2022,2022
2020,38,Flood Protection And Storm Drainage,Kings Branch Culvert @ Edgemont,Stormwater Drainage Management,2017 Bonds,4,8/22/2022,0,150104,0,150104,2022,2022
2020,38,Flood Protection And Storm Drainage,Kings Branch Culvert @ Georgia,Stormwater Drainage Management,2017 Bonds,4,8/2/2022,0,173432,0,173432,2022,2022
2020,38,Flood Protection And Storm Drainage,Kings Branch Culvert @ Louisiana,Stormwater Drainage Management,2017 Bonds,4,8/2/2022,0,321040,0,321040,2022,2022
2020,38,Flood Protection And Storm Drainage,Kings Branch Culvert @ Stella,Stormwater Drainage Management,2017 Bonds,4,8/2/2022,0,164852,0,164852,2022,2022
2020,38,Flood Protection And Storm Drainage,Kings Branch Culvert @ Woodin,Stormwater Drainage Management,2017 Bonds,4,6/15/2022,0,184018,0,184018,2022,2022
2020,38,Flood Protection And Storm Drainage,"Lake Highlands Town Center, Dredge Project",Stormwater Drainage Management,2017 Bonds,5,9/30/2018,664043,0,0,664043,2021,2021
2020,38,Flood Protection And Storm Drainage,Lake June @ St. Augustine,Stormwater Drainage Management,2017 Bonds,5,10/3/2023,200000,0,521000,721000,2021,2023
2020,38,Flood Protection And Storm Drainage,"Leeshire, 2921",Storm Drainage Relief System,Other GO CIP - Non-Debt,-,-,0,42000,0,42000,2022,2022
2020,38,Flood Protection And Storm Drainage,Lisbon Area C,Stormwater Drainage Management,Other GO CIP - Non-Debt,4,9/6/2022,889750,481487,0,1371237,2021,2022
2020,38,Flood Protection And Storm Drainage,"Lively Lane, 3808",Stormwater Drainage Management,2017 Bonds,6,10/3/2023,64000,0,16000,80000,2021,2023
2020,38,Flood Protection And Storm Drainage,Loganwood 3602,Stormwater Drainage Management,2017 Bonds,5,10/3/2023,100000,0,156000,256000,2021,2023
2020,38,Flood Protection And Storm Drainage,Master Plans / Floodplain Management Studies,Stormwater Drainage Management,Other GO CIP - Non-Debt,-,-,0,1040000,0,1040000,2022,2022
2020,38,Flood Protection And Storm Drainage,McCommas Branch FPMS Alt 4,Stormwater Drainage Management,Other GO CIP - Non-Debt,14,10/1/2024,0,550000,3119500,3669500,2022,2023
2020,38,Flood Protection And Storm Drainage,"Meadowcliff 10720, 10726",Erosion Control,2017 Bonds,10,5/10/2022,16216,0,0,16216,2021,2021
2020,38,Flood Protection And Storm Drainage,Meandering Way 16209,Stormwater Drainage Management,2017 Bonds,N/A,12/31/2021,65848,0,0,65848,2021,2021
2020,38,Flood Protection And Storm Drainage,"Mercer Place, 9056",Storm Drainage Relief System,Other GO CIP - Non-Debt,-,-,0,21000,119000,140000,2022,2023
2020,38,Flood Protection And Storm Drainage,Milverton @ Palisade,Stormwater Drainage Management,2017 Bonds,5,10/3/2023,150000,0,720000,870000,2021,2023
2020,38,Flood Protection And Storm Drainage,Morning Dew Circle 3844 (RL Area 39),Stormwater Drainage Management,2017 Bonds,4,4/15/2022,0,117200,0,117200,2022,2022
2020,39,Flood Protection And Storm Drainage,"Munger, 1300, 1301",Stormwater Drainage Management,2017 Bonds,"2,14",10/11/2022,68287,0,0,68287,2021,2021
2020,39,Flood Protection And Storm Drainage,Nandina - Pine Trail Area,Stormwater Drainage Management,2017 Bonds,8,6/15/2022,0,806293,0,806293,2022,2022
2020,39,Flood Protection And Storm Drainage,"Nedra Way, 15821, 15827",Erosion Control,2017 Bonds,12,6/28/2022,124973,0,0,124973,2021,2021
2020,39,Flood Protection And Storm Drainage,Oates Drive 1407,Erosion Control,2017 Bonds,9,6/28/2022,163846,0,0,163846,2021,2021
2020,39,Flood Protection And Storm Drainage,"Pandora Circle, 13344",Storm Drainage Relief System,Other GO CIP - Non-Debt,12,8/2/2022,0,42000,238000,280000,2022,2023
2020,39,Flood Protection And Storm Drainage,Parkdale Bridge - White Rock Creek Tributary,Stormwater Drainage Management,2017 Bonds,7,N/A,0,0,97000,97000,2023,2023
2020,39,Flood Protection And Storm Drainage,Parrish Branch Culvert @ Wheatland Rd.,Stormwater Drainage Management,Other GO CIP - Non-Debt,8,11/10/2022,0,0,217764,217764,2023,2023
2020,39,Flood Protection And Storm Drainage,Pensive Drive Channel/Walnut Hill Relief System,Stormwater Drainage Management,Other GO CIP - Non-Debt,"6,13, Citywide",9/6/2022,9958949,0,0,9958949,2021,2021
2020,39,Flood Protection And Storm Drainage,Pleasant Branch Tonawanda to Bruton,Stormwater Drainage Management,Other GO CIP - Non-Debt,-,-,0,2477702,0,2477702,2022,2022
2020,39,Flood Protection And Storm Drainage,Polk Street 3425 (RL Area 38),Stormwater Drainage Management,Other GO CIP - Non-Debt,3,10/1/2023,440000,0,0,440000,2021,2021
2020,39,Flood Protection And Storm Drainage,Prairie Creek Channel & Bridge Improvement @ 175,Stormwater Drainage Management,2017 Bonds,5,10/3/2023,300000,0,917000,1217000,2021,2023
2020,39,Flood Protection And Storm Drainage,Prairie Oak Drive 9321 (RL Area 33),Stormwater Drainage Management,2017 Bonds,5,10/3/2023,125000,0,300000,425000,2021,2023
2020,39,Flood Protection And Storm Drainage,"Preston Bend Drive, 17110",Storm Drainage Relief System,Other GO CIP - Non-Debt,13,-,0,67200,492800,560000,2022,2023
2020,39,Flood Protection And Storm Drainage,"Preston Hollow Channel, Phases 1& 2, Desco",Stormwater Drainage Management,2017 Bonds,13,10/3/2023,250000,0,1609000,1859000,2021,2023
2020,39,Flood Protection And Storm Drainage,Pruitt Branch Tributary Culvert Imprv @ Kingsfield,Stormwater Drainage Management,2017 Bonds,8,8/2/2022,0,364315,0,364315,2022,2022
2020,39,Flood Protection And Storm Drainage,Public Erosion control,Stormwater Drainage Management,2017 Bonds,Citywide,12/31/2021,0,310000,0,310000,2022,2022
2020,39,Flood Protection And Storm Drainage,Red Bird Branch Culvert @ Red Bird Lane,Storm Drainage Relief System,Other GO CIP - Non-Debt,9,-,0,270000,2430000,2700000,2022,2023
2020,39,Flood Protection And Storm Drainage,Rexford Drive @ Shorecrest Drive,Stormwater Drainage Management,2017 Bonds,5,5/10/2022,149523,0,0,149523,2021,2021
2020,39,Flood Protection And Storm Drainage,"Riverhill Drive, 17418",Erosion Control,2017 Bonds,12,6/28/2022,162056,0,0,162056,2021,2021
2020,39,Flood Protection And Storm Drainage,"Royal Lane, 3162 (RL Area 7)",Stormwater Drainage Management,2017 Bonds,13,10/3/2023,98000,0,122000,220000,2021,2023
2020,39,Flood Protection And Storm Drainage,"Royal Lane, 7012",Stormwater Drainage Management,2017 Bonds,11,10/3/2023,145000,0,905000,1050000,2021,2023
2020,39,Flood Protection And Storm Drainage,Sanford Ave Relief System,Stormwater Drainage Management,Other GO CIP - Non-Debt,9,9/6/2022,0,4550140,0,4550140,2022,2022
2020,40,Flood Protection And Storm Drainage,"Shady Hollow Ct, 3300 Block & Boulder Drive",Stormwater Drainage Management,2017 Bonds,3,8/2/2022,276152,1209511,0,1485663,2021,2022
2020,40,Flood Protection And Storm Drainage,"Sinclair, 10514",Storm Drainage Relief System,Other GO CIP - Non-Debt,-,-,0,21000,119000,140000,2022,2023
2020,40,Flood Protection And Storm Drainage,Sorcey Road @ White Ash,Stormwater Drainage Management,2017 Bonds,3,10/11/2022,34025,0,0,34025,2021,2021
2020,40,Flood Protection And Storm Drainage,South Branch Culvert Louisiana,Stormwater Drainage Management,Other GO CIP - Non-Debt,1,11/10/2022,0,0,545397,545397,2023,2023
2020,40,Flood Protection And Storm Drainage,"South Lamar Ph. 2 - Pear, Mooney, Bannock Area",Storm Drainage Relief System,Other GO CIP - Non-Debt,12,5/31/2021,0,400000,0,400000,2022,2022
2020,40,Flood Protection And Storm Drainage,"Squaw Valley, 17614",Storm Drainage Relief System,Other GO CIP - Non-Debt,4,10/1/2023,0,78960,447440,526400,2022,2023
2020,40,Flood Protection And Storm Drainage,State-Thomas - Flora/Boll to Fairmont,Stormwater Drainage Management,2017 Bonds,14,10/11/2022,396000,0,0,396000,2021,2021
2020,40,Flood Protection And Storm Drainage,State-Thomas - Hallsville/Worthington,Stormwater Drainage Management,2017 Bonds,14,10/11/2022,540412,0,0,540412,2021,2021
2020,40,Flood Protection And Storm Drainage,Stedman Cir 17309 & 17315,Erosion Control,2017 Bonds,12,6/28/2022,258546,0,0,258546,2021,2021
2020,40,Flood Protection And Storm Drainage,"Summer Creek Circle 6145, 6153, 6155, 6157",Storm Drainage Relief System,Other GO CIP - Non-Debt,14,9/6/2022,0,168000,1512000,1680000,2022,2023
2020,40,Flood Protection And Storm Drainage,Teakwood Elmridge Drainage Relief,Stormwater Drainage Management,2017 Bonds,11,10/3/2023,100000,0,550000,650000,2021,2023
2020,40,Flood Protection And Storm Drainage,Throckmorton-Reagan- Drainage Improvements,Stormwater Drainage Management,Other GO CIP - Non-Debt,2,9/6/2022,828515,0,0,828515,2021,2021
2020,40,Flood Protection And Storm Drainage,"Trammel Drive, 6561",Storm Drainage Relief System,Other GO CIP - Non-Debt,11,9/6/1933,0,21000,119000,140000,2022,2023
2020,40,Flood Protection And Storm Drainage,"Tree Shadow Trail, 5910",Stormwater Drainage Management,2017 Bonds,10,6/28/2022,100000,713217,0,813217,2021,2022
2020,40,Flood Protection And Storm Drainage,Turnpike Distribution IV IH30-Commerce,Stormwater Drainage Management,2017 Bonds,6,10/11/2022,189393,0,0,189393,2021,2021
2020,40,Flood Protection And Storm Drainage,Turtle Creek - Trib 1 Culvert,Stormwater Drainage Management,2017 Bonds,Citywide,10/3/2023,0,250000,0,250000,2022,2022
2020,40,Flood Protection And Storm Drainage,Turtle Creek @ Bowen Area - Storm Drainage Relief,Storm Drainage Relief System,Other GO CIP - Non-Debt,9,6/8/2022,0,48000,0,48000,2022,2022
2020,40,Flood Protection And Storm Drainage,"Twin Lakes, Dredging",Storm Drainage Relief System,Other GO CIP - Non-Debt,4,6/8/2022,0,48000,0,48000,2022,2022
2020,40,Flood Protection And Storm Drainage,"Versailles, 3500",Stormwater Drainage Management,2017 Bonds,10,8/2/2022,183209,0,0,183209,2021,2021
2020,40,Flood Protection And Storm Drainage,"Vinemont Channel, Drainage Diversion",Stormwater Drainage Management,2017 Bonds,9,9/6/2022,0,0,5951711,5951711,2023,2023
2020,40,Flood Protection And Storm Drainage,Vinewood Drive 8725,Stormwater Drainage Management,Other GO CIP - Non-Debt,9,6/28/2022,0,48000,0,48000,2022,2022
2020,41,Flood Protection And Storm Drainage,White Rock Creek Drainage Study Update,Stormwater Drainage Management,Other GO CIP - Non-Debt,10,10/1/2024,0,48000,0,48000,2022,2022
2020,41,Flood Protection And Storm Drainage,Williamson Branch FPMS Alt 2,Stormwater Drainage Management,Other GO CIP - Non-Debt,-,-,0,0,6443153,6443153,2023,2023
2020,41,Flood Protection And Storm Drainage,Woody Branch @ S Polk St,Storm Drainage Relief System,Other GO CIP - Non-Debt,3,6/8/2022,0,659500,0,659500,2022,2022
2020,41,Flood Protection And Storm Drainage,Woody Branch Floodplain Management Study (TWM000075),Stormwater Drainage Management,Other GO CIP - Non-Debt,4,10/1/2023,0,250000,0,250000,2022,2022
2020,41,Flood Protection And Storm Drainage,Wynnewood Village Drainage Improvements,Stormwater Drainage Management,2017 Bonds,4,5/10/2022,391959,177184,0,569143,2021,2022
2020,48,Park & Recreation,ADA/Code Allowance (locations TBD),"Code Compliance, Safety and Security",2017 Bonds,Citywide,12/31/1999,25000,125000,0,150000,2021,2022
2020,48,Park & Recreation,Add Discretionary Funds [Singing Hills Rec. Ctr.[Amended],Recreation Centers,2017 Bonds,3,3/31/2020,975430,0,0,975430,2021,2021
2020,48,Park & Recreation,Anderson Bonner - Creek bank stabilization,"Code Compliance, Safety and Security",2017 Bonds,11,12/31/1999,0,70000,430000,500000,2022,2023
2020,48,Park & Recreation,Anderson Bonner - Playground - New,"Code Compliance, Safety and Security",2017 Bonds,11,12/31/1999,0,30000,190000,220000,2022,2023
2020,48,Park & Recreation,Anderson Bonner - Renovate Soccer Field #3 with lights and bleachers,"Code Compliance, Safety and Security",2017 Bonds,11,12/31/1999,0,70000,430000,500000,2022,2023
2020,48,Park & Recreation,B. B. Owen Park - Site Development,"Code Compliance, Safety and Security",2017 Bonds,10,6/20/2020,249250,0,0,249250,2021,2021
2020,48,Park & Recreation,Bachman Lake Skatepark,Site Development,2017 Bonds,6,12/31/2021,970000,3000000,0,3970000,2021,2022
2020,48,Park & Recreation,Bachman Regional Family Aquatic Center - Phase 1 (with CD 6),Aquatic Facilities,2017 Bonds,2,5/21/2021,83065,0,0,83065,2021,2021
2020,48,Park & Recreation,"Barry Barker Park - pavilion, park furnishings, ADA drinking fountain","Code Compliance, Safety and Security",2017 Bonds,12,3/31/2021,0,147738,0,147738,2022,2022
2020,48,Park & Recreation,Beckley Saner Park - Renovate backstop at 2 softball fields,Community Parks,2017 Bonds,4,12/31/2019,0,90000,0,90000,2022,2022
2020,48,Park & Recreation,Bentwood Park - tennis - add player benches; park furnishings,"Code Compliance, Safety and Security",2017 Bonds,12,12/31/2020,50000,0,0,50000,2021,2021
2020,48,Park & Recreation,"Bisbee Park - Parking lot, clearing/grubbing, and signage",Neighborhood Park Facilities,2017 Bonds,5,10/31/2022,0,0,150000,150000,2023,2023
2020,48,Park & Recreation,Bishop Flores Park - Connecting walkway to neighborhood,Neighborhood Park Facilities,2017 Bonds,6,7/31/2022,386938,0,0,386938,2021,2021
2020,48,Park & Recreation,Bitter Creek Park - Creek bank stabilization,Erosion Control,2017 Bonds,4,12/31/1999,0,0,273000,273000,2023,2023
2020,48,Park & Recreation,Bonnie View Park - Playground expansion,Playground Improvement,2017 Bonds,4,6/30/2020,115000,0,0,115000,2021,2021
2020,48,Park & Recreation,Campbell Green Park - Site Improvements,"Code Compliance, Safety and Security",2017 Bonds,12,6/21/2021,517605,0,0,517605,2021,2021
2020,48,Park & Recreation,Casa Linda Park - Basketball,"Code Compliance, Safety and Security",2017 Bonds,9,3/31/2021,35000,0,0,35000,2021,2021
2020,48,Park & Recreation,Casa Linda Park Picnic Pavilion,"Code Compliance, Safety and Security",2017 Bonds,9,3/31/2021,423800,0,0,423800,2021,2021
2020,48,Park & Recreation,Casa view Park - Walking Trail,"Code Compliance, Safety and Security",2017 Bonds,9,12/31/1999,0,0,400000,400000,2023,2023
2020,48,Park & Recreation,Centennial Building,"Code Compliance, Safety and Security",2017 Bonds,Citywide,7/31/2022,750000,0,3650000,4400000,2021,2023
2020,48,Park & Recreation,Central Square - playground replacement,Playground Improvement,2017 Bonds,14,3/30/2020,180000,0,0,180000,2021,2021
2020,48,Park & Recreation,"Churchill Recreation Center - Major Maintenance, HVAC","Code Compliance, Safety and Security",2017 Bonds,11,4/20/2020,230000,0,0,230000,2021,2021
2020,48,Park & Recreation,Circuit Trail - The LOOP (Match),Hike and Bike Trails,2017 Bonds,"2, 4, 5, 6, 7, 9",9/30/2022,9000000,0,0,9000000,2021,2021
2020,48,Park & Recreation,Coliseum,"Code Compliance, Safety and Security",2017 Bonds,Citywide,7/31/2021,3589000,0,0,3589000,2021,2021
2020,48,Park & Recreation,Community Pool Conversion Projects,Aquatic Facilities,2006 Bonds,Citywide,-,1500000,0,0,1500000,2021,2021
2020,48,Park & Recreation,Coombs Creek Trail - from Hampton/Davis to Moss Park,Hike and Bike Trails,2017 Bonds,1,3/31/2021,50000,1650000,0,1700000,2021,2022
2020,48,Park & Recreation,Cotillion Park - Security Lighting,"Code Compliance, Safety and Security",2017 Bonds,9,8/2/2019,0,0,20000,20000,2023,2023
2020,48,Park & Recreation,Cottonwood Park - Playground - Add Equipment,"Code Compliance, Safety and Security",2017 Bonds,11,6/30/2021,150000,0,0,150000,2021,2021
2020,48,Park & Recreation,Craddock Park - playground expansion,Playground Improvement,2017 Bonds,14,3/30/2020,170000,0,0,170000,2021,2021
2020,48,Park & Recreation,Crawford Memorial Park - Phase 1,Site Development,2017 Bonds,5,6/15/2022,0,5000000,2600000,7600000,2022,2023
2020,49,Park & Recreation,"Cummings Park - Parking lot (rear), renovate and expand with concrete",Community Parks,2017 Bonds,4,12/31/1999,0,0,350000,350000,2023,2023
2020,49,Park & Recreation,Cummings Park - Walking loop trail - 6' wide - 1/4 mi. - new,Hike and Bike Trails,2017 Bonds,4,12/31/1999,0,0,150000,150000,2023,2023
2020,49,Park & Recreation,Dallas Arboretum (Match),Dallas Arboretum,2017 Bonds,9,12/31/1999,1000000,0,0,1000000,2021,2021
2020,49,Park & Recreation,Dallas Water Gardens (Match) (Amendment - 8/9/17),Major Park Facilities,2017 Bonds,Citywide,12/31/1999,0,7500000,0,7500000,2022,2022
2020,49,Park & Recreation,Dallas Zoo (Match),Dallas Zoo,2017 Bonds,4,12/31/2021,0,3220000,0,3220000,2022,2022
2020,49,Park & Recreation,Devon Anderson Park - Replace playground equipment,Playground Improvement,2017 Bonds,5,6/21/2021,100000,0,0,100000,2021,2021
2020,49,Park & Recreation,Discretionary Funding [Singing Hills R.C.] [Amended-8-9-17],"Code Compliance, Safety and Security",2017 Bonds,8,3/31/2020,632500,0,0,632500,2021,2021
2020,49,Park & Recreation,Dixon Branch Greenbelt - Park Furnishings,"Code Compliance, Safety and Security",2017 Bonds,9,12/31/1999,0,0,65507,65507,2023,2023
2020,49,Park & Recreation,"Downtown Parks - Carpenter, Harwood and West End [Match]",Downtown Parks,2017 Bonds,"2, 14",12/31/1999,145066,0,0,145066,2021,2021
2020,49,Park & Recreation,"Eladio Martinez Park - park furnishings, fencing and drinking fountain",Neighborhood Park Facilities,2017 Bonds,6,12/31/1999,0,60000,0,60000,2022,2022
2020,49,Park & Recreation,Elmwood Pkwy Tr. (Elmwood Parkway to Polk to Gannon Park,Hike and Bike Trails,2017 Bonds,1,1/31/2021,1720000,0,0,1720000,2021,2021
2020,49,Park & Recreation,Eloise Lundy - Playground expansion,Playground Improvement,2017 Bonds,4,6/30/2020,115000,0,0,115000,2021,2021
2020,49,Park & Recreation,Emerald Lake Park - Dam safety and erosion control,Erosion Control,2017 Bonds,3,6/30/2020,1500000,0,0,1500000,2021,2021
2020,49,Park & Recreation,Ferguson Park - Portable Toilet Enclosure,Neighborhood Park Facilities,2017 Bonds,7,12/31/1999,0,70000,0,70000,2022,2022
2020,49,Park & Recreation,Flag Pole Hill - Phase 1 Master Plan Implementation,Site Development,2017 Bonds,10,6/15/2021,200000,0,0,200000,2021,2021
2020,49,Park & Recreation,Flag Pole Hill - Playground [Match],Playground Improvement,2017 Bonds,10,6/15/2021,130000,0,0,130000,2021,2021
2020,49,Park & Recreation,Flag Pole Hill Park - Phase 1 Master Plan Implementation,"Code Compliance, Safety and Security",2017 Bonds,10,11/30/2021,790000,0,0,790000,2021,2021
2020,49,Park & Recreation,Flag Pole Hill Park -Playground Replacement [Supplemental fund],"Code Compliance, Safety and Security",2017 Bonds,10,11/30/2018,20362,0,0,20362,2021,2021
2020,49,Park & Recreation,Flag Pole Hill Pavilion - Historic Restoration,"Code Compliance, Safety and Security",2017 Bonds,10,2/19/2019,200000,0,0,200000,2021,2021
2020,49,Park & Recreation,Food and Fiber Building,"Code Compliance, Safety and Security",2017 Bonds,Citywide,5/31/2022,250000,0,1000000,1250000,2021,2023
2020,49,Park & Recreation,Forston Park - Develop new park with park furnishings,"Code Compliance, Safety and Security",2017 Bonds,12,12/31/1999,0,0,220000,220000,2023,2023
2020,49,Park & Recreation,"Frances Rizo Park - Playground replacement, ADA drinking fountain",Playground Improvement,2017 Bonds,6,12/21/2021,180000,0,0,180000,2021,2021
2020,49,Park & Recreation,Frankford Park - park furnishings package,"Code Compliance, Safety and Security",2017 Bonds,12,6/30/2020,27667,4333,0,32000,2021,2022
2020,49,Park & Recreation,Fretz Park Recreation Center - Acoustical Treatment - Multi- purpose rooms,"Code Compliance, Safety and Security",2017 Bonds,11,6/30/2020,95000,0,0,95000,2021,2021
2020,49,Park & Recreation,"Friendship Park - Security lights, loop trail, exercise stations","Code Compliance, Safety and Security",2017 Bonds,10,5/31/2020,360000,0,0,360000,2021,2021
2020,49,Park & Recreation,Friendship Park - Site Development (Supplemental funding),"Code Compliance, Safety and Security",2017 Bonds,10,8/31/2021,133000,0,0,133000,2021,2021
2020,49,Park & Recreation,Garland Road Sidewalk at the Arboretum frontage,Dallas Arboretum,2017 Bonds,9,6/21/2021,0,300000,0,300000,2022,2022
2020,49,Park & Recreation,Glen Meadow - Playground replacement,Playground Improvement,2017 Bonds,13,12/31/1999,0,40000,180000,220000,2022,2023
2020,49,Park & Recreation,Glendale Park Parking spaces and lighting,Community Parks,2017 Bonds,3,11/30/2020,60000,0,0,60000,2021,2021
2020,49,Park & Recreation,"Glover Park - Parking lot with lighting, land acquisition",Park Land Acquisition,2017 Bonds,5,12/20/2020,110000,0,0,110000,2021,2021
2020,50,Park & Recreation,Guard Dr. - Phase 2 Site Development,Site Development,2017 Bonds,5,6/30/2021,600000,0,0,600000,2021,2021
2020,50,Park & Recreation,Hattie R. Moore Park - Master Plan and Phase 1 Implementation,Site Development,2017 Bonds,6,7/31/2021,300000,0,0,300000,2021,2021
2020,50,Park & Recreation,Herndon Park - Playground expansion,Playground Improvement,2017 Bonds,4,9/30/2019,149500,0,0,149500,2021,2021
2020,50,Park & Recreation,Hillview Park - Creek Erosion Control and Drainage Near Playground,Erosion Control,2017 Bonds,7,6/15/2023,345000,0,0,345000,2021,2021
2020,50,Park & Recreation,Hillview Park - Park Furnishings Package,Neighborhood Park Facilities,2017 Bonds,7,4/30/2021,59100,0,0,59100,2021,2021
2020,50,Park & Recreation,Hillview Park - Park ID Sign,Neighborhood Park Facilities,2017 Bonds,7,6/30/2021,6403,0,0,6403,2021,2021
2020,50,Park & Recreation,Hillview Park - Pavilion,Neighborhood Park Facilities,2017 Bonds,7,6/30/2021,118000,0,0,118000,2021,2021
2020,50,Park & Recreation,Hillview Park - Renovate Basketball Court,Neighborhood Park Facilities,2017 Bonds,7,6/30/2021,17000,0,0,17000,2021,2021
2020,50,Park & Recreation,"Holcomb Park - 6' wide walking loop trail, park furnishings",Hike and Bike Trails,2017 Bonds,5,6/30/2021,400000,0,0,400000,2021,2021
2020,50,Park & Recreation,J. J. Craft Park - historic bench restoration,Historic Restoration,2017 Bonds,7,12/15/2018,870,0,0,870,2021,2021
2020,50,Park & Recreation,Jamestown Park - Playground equipment - swing set and park furnishings,Playground Improvement,2017 Bonds,13,12/31/1999,0,40000,160000,200000,2022,2023
2020,50,Park & Recreation,Jaycee Zaragoza Park,Aquatic Facilities,2017 Bonds,6,6/23/2023,102420,0,0,102420,2021,2021
2020,50,Park & Recreation,Juanita J. Craft Park - ADA Drinking Fountain,"Code Compliance, Safety and Security",2017 Bonds,7,12/15/2018,10835,0,0,10835,2021,2021
2020,50,Park & Recreation,KCS Corridor Connection Trail - Design,"Code Compliance, Safety and Security",2017 Bonds,10,12/31/1999,0,0,300000,300000,2023,2023
2020,50,Park & Recreation,Kidd Springs - Japanese Garden Restoration - Phase 1,Site Development,2017 Bonds,1,4/30/2021,500000,0,0,500000,2021,2021
2020,50,Park & Recreation,Kidd Springs - Natural Spring daylighting and Lake bank erosion control,Erosion Control,2017 Bonds,1,6/15/2020,640000,0,0,640000,2021,2021
2020,50,Park & Recreation,Kiest Park - Memorial Tree Grove - Phase 1 Implementation,Site Development,2017 Bonds,4,12/31/1999,35959,0,203288,239247,2021,2023
2020,50,Park & Recreation,Kiowa Parkway - Pedestrian Bridge,"Code Compliance, Safety and Security",2017 Bonds,11,12/31/1999,0,60000,290000,350000,2022,2023
2020,50,Park & Recreation,Kleberg Trail,Hike and Bike Trails,2017 Bonds,5,6/30/2022,170000,0,1000000,1170000,2021,2023
2020,50,Park & Recreation,Kleberg-Rylie Park - Sprayground,"Code Compliance, Safety and Security",2017 Bonds,8,5/31/2020,53521,0,0,53521,2021,2021
2020,50,Park & Recreation,Klyde Warren Park Improvements (Match) (Amendment - 8/9/17),Downtown Parks,2017 Bonds,14,1/31/2022,7934451,1178563,636986,9750000,2021,2023
2020,50,Park & Recreation,Lake Highland North Park - Site Developments - Recreation Ce,"Code Compliance, Safety and Security",2017 Bonds,10,12/22/2022,160000,0,0,160000,2021,2021
2020,50,Park & Recreation,Lake Highlands Trails,Hike and Bike Trails,2017 Bonds,10,8/31/2022,400000,0,0,400000,2021,2021
2020,50,Park & Recreation,Lakewood Park - Basketball Renovate,"Code Compliance, Safety and Security",2017 Bonds,9,12/31/1999,0,10000,70000,80000,2022,2023
2020,50,Park & Recreation,Lakewood Park - Park Furnishing and drinking fountain,"Code Compliance, Safety and Security",2017 Bonds,9,12/31/1999,0,10000,75000,85000,2022,2023
2020,50,Park & Recreation,Lakewood Park - Pedestrian Bridge and ADA Parking,"Code Compliance, Safety and Security",2017 Bonds,9,12/31/1999,0,100000,150000,250000,2022,2023
2020,50,Park & Recreation,Land Acq for Football Complex [Suppl System-W Land Acq fund],Park Land Acquisition,2017 Bonds,5,12/31/1999,314848,0,2658214,2973062,2021,2023
2020,50,Park & Recreation,Land Acq for football complex in CD 5 [supplement CD funds],Park Land Acquisition,2017 Bonds,Citywide,12/31/1999,321077,518923,0,840000,2021,2022
2020,50,Park & Recreation,Land Acq for the Cedars [Supplemental to S-W allocation],Park Land Acquisition,2017 Bonds,2,12/31/1999,0,0,485000,485000,2023,2023
2020,50,Park & Recreation,Land Acq. and development of neighborhood-community park,"Code Compliance, Safety and Security",2017 Bonds,11,12/31/1999,3970000,0,0,3970000,2021,2021
2020,51,Park & Recreation,Land Acquisition for CD 10 (to supplement CD 10 funds),Park Land Acquisition,2017 Bonds,10,12/31/1999,1000000,0,0,1000000,2021,2021
2020,51,Park & Recreation,Land Acquisition,Park Land Acquisition,2017 Bonds,4,12/31/1999,190000,200000,0,390000,2021,2022
2020,51,Park & Recreation,Land Acquisition - CW Allowance (TBD - CW),Park Land Acquisition,2017 Bonds,Citywide,12/31/1999,1050000,0,0,1050000,2021,2021
2020,51,Park & Recreation,Land Acquisition (to match $1M from System-wide allowance),"Code Compliance, Safety and Security",2017 Bonds,10,12/31/1999,650000,0,350000,1000000,2021,2023
2020,51,Park & Recreation,Land Acquisition and Partnership Match Funding,Park Land Acquisition,2017 Bonds,Citywide,12/31/1999,-700000,0,0,-700000,2021,2021
2020,51,Park & Recreation,Land Acquisition in the Cedars for new park (to supplement CD 2 funds),Park Land Acquisition,2017 Bonds,Citywide,12/31/1999,0,0,475000,475000,2023,2023
2020,51,Park & Recreation,Magnolia Lounge,Fair Park,2017 Bonds,CW,7/31/2022,0,160000,740000,900000,2022,2023
2020,51,Park & Recreation,Marcus Park - Playground replacement,Playground Improvement,2017 Bonds,13,12/31/1999,0,40000,160000,200000,2022,2023
2020,51,Park & Recreation,"Maria Luna Park - Dog Park, basketball court, restoration of pavilion",Neighborhood Park Facilities,2017 Bonds,2,12/15/2021,455327,0,244673,700000,2021,2023
2020,51,Park & Recreation,Martin Luther King Jr. Park - Playground replacement,Playground Improvement,2017 Bonds,7,3/31/2020,200000,0,0,200000,2021,2021
2020,51,Park & Recreation,Martin Luther King Jr. Park - Rec Center - Gym Floor Cover,"Code Compliance, Safety and Security",2017 Bonds,7,12/31/1999,12155,0,0,12155,2021,2021
2020,51,Park & Recreation,"McCree Park - Portable facility enclosure, park furnishings","Code Compliance, Safety and Security",2017 Bonds,10,12/31/1999,0,200000,0,200000,2022,2022
2020,51,Park & Recreation,Midtown Park [Match],Major Park Facilities,2017 Bonds,Citywide,12/31/1999,0,0,6000000,6000000,2023,2023
