cip_year,project_type,source_page,department,project_name,start_year,end_year,previous_appropriations,project_total,year_2008,year_2009,year_2010,year_2011
2007,Playground Improvement,103,Park And Recreation,Churchill Playground,,,0,134426,0,0,0,134426
2007,Aquatic Facilities,103,Park And Recreation,Churchill Pool Renovations,2008,2008,0,65000,65000,0,0,0
2007,Recreation Facilities and Site Development,103,Park And Recreation,Churchill Recreation Center,2009,2010,0,2864599,0,543144,1877276,444179
2007,Community Parks,103,Park And Recreation,Churchill Site Improvements,,,795802,795802,0,0,0,0
2007,Code Compliance Safety and Security,103,Park And Recreation,Citywide Security Lighting,2008,2010,0,1379000,344750,344750,344750,344750
2007,Playground Improvement,103,Park And Recreation,Cochran Playground,2010,2010,0,62472,0,0,62472,0
2007,Major Park Facilities,104,Park And Recreation,Code Compliance,,,335873,335873,0,0,0,0
2007,Recreation Facilities and Site Development,104,Park And Recreation,Cole Site Furnishings,,,0,59863,0,0,0,59863
2007,Community Parks,104,Park And Recreation,Cole Site Improvements,2008,2008,696546,893546,197000,0,0,0
2007,Recreation Facilities and Site Development,104,Park And Recreation,College Parking Security,2009,2009,0,14775,0,14775,0,0
2007,Community Parks,104,Park And Recreation,College Site Improvements,,,490783,490783,0,0,0,0
2007,Aquatic Facilities,104,Park And Recreation,Community Pool Enhancements,2009,2010,0,492500,0,246250,123125,123125
2007,Recreation Facilities and Site Development,104,Park And Recreation,Continental Pedestrian Bridge Design,,,0,1970000,0,0,0,1970000
2007,Linear/Linkage Areas,104,Park And Recreation,Coombs Creek Greenbelt Trail Development,2008,2008,543287,989912,446625,0,0,0
2007,Neighborhood Park Facilities,104,Park And Recreation,Cotillion Site Improvements,2009,2009,137150,520276,0,383126,0,0
2007,Neighborhood Park Facilities,105,Park And Recreation,Cottonwood Site Improvements,,,247988,247988,0,0,0,0
2007,Trail Development,105,Park And Recreation,Cottonwood Trail Development,2010,2010,0,248125,0,0,248125,0
2007,Neighborhood Park Facilities,105,Park And Recreation,Cox Lane Site Improvements,,,183981,183981,0,0,0,0
2007,Recreation Facilities and Site Development,105,Park And Recreation,Crawford Memorial Master Plan and Design,2010,2010,0,1576000,0,0,788000,788000
2007,Playground Improvement,105,Park And Recreation,Crockett Playground Replacement,2009,2010,0,170592,0,34118,136474,0
2007,Playground Improvement,105,Park And Recreation,Crown Playground Replacement,2008,2009,0,170592,34118,136474,0,0
2007,Community Parks,105,Park And Recreation,Crown Site Improvements,,,83714,83714,0,0,0,0
2007,Major Maintenance - Park Facilities,105,Park And Recreation,Cummings Recreation Center,2009,2010,0,500000,0,100000,400000,0
2007,Recreation Facilities and Site Development,105,Park And Recreation,Cummings Recreation Center Renovations,2009,2010,0,1625250,0,325050,1300200,0
2007,Dallas Arboretum,105,Park And Recreation,Dallas Arboretum North Garden Development,2010,2010,0,2955000,0,0,2955000,0
2007,Special Use Areas,105,Park And Recreation,Dallas Arboretum Site Development,,,1509225,1509225,0,0,0,0
2007,Major Maintenance - Park Facilities,105,Park And Recreation,Dallas Zoo,2008,2010,9970931,35160431,2271500,14799000,5065000,3054000
2007,Community Parks,107,Park And Recreation,Danieldale Site Improvements,,,455781,455781,0,0,0,0
2007,Mini Parks,107,Park And Recreation,David and Mayme Graham Site Improvements,,,19312,19312,0,0,0,0
2007,Recreation Facilities and Site Development,107,Park And Recreation,Dealey Montessori School Site Development,2010,2010,0,587423,0,0,117485,469938
2007,Special Use Areas,107,Park And Recreation,Dealey Plaza Historic Renovation,,,502460,502460,0,0,0,0
2007,Neighborhood Park Facilities,107,Park And Recreation,Devon-Anderson Site Improvements,,,12639,12639,0,0,0,0
2007,Site Development,107,Park And Recreation,Downtown Park Development,,,265423,265423,0,0,0,0
2007,Citywide Parks,107,Park And Recreation,Downtown Parks Site Development,,,5697124,5697124,0,0,0,0
2007,Trail Development,107,Park And Recreation,East Dallas Veloway (North) Master Plan,,,64025,64025,0,0,0,0
2007,Major Maintenance - Park Facilities,107,Park And Recreation,East Region Office,2009,2009,0,30000,0,30000,0,0
2007,Regional Parks,107,Park And Recreation,Elm Fork Athletic Complex,,,2808875,2808875,0,0,0,0
2007,Major Park Facilities,108,Park And Recreation,Elm Fork Gun Range Entry Rd.,2010,2010,0,496250,0,0,99250,397000
2007,Park Land Acquisition,108,Park And Recreation,Elm Fork Soccer Complex Land Acquisition,2008,2009,0,3000000,1000000,2000000,0,0
2007,Major Park Facilities,108,Park And Recreation,Elm Fork Soccer Complex Phase I Construction,2010,2010,0,7880000,0,0,7880000,0
2007,Major Park Facilities,108,Park And Recreation,Elm Fork Soccer Complex Site Development,2010,2010,0,3152000,0,0,3152000,0
2007,Trail Development,108,Park And Recreation,Elm Fork Trail Design,2010,2010,0,198500,0,0,198500,0
2007,Recreation Facilities and Site Development,108,Park And Recreation,Elmwood Pkwy. Trail and Walkway,2010,2010,0,814785,0,0,195465,619320
2007,Major Maintenance - Park Facilities,108,Park And Recreation,Eloise Lundy Recreation Center,,,0,934000,0,0,0,934000
2007,Recreation Facilities and Site Development,108,Park And Recreation,Emerald Lake Site Improvements,2010,2010,197099,565908,0,0,60319,308490
2007,Neighborhood Park Facilities,108,Park And Recreation,Emma Carter Master Plan,,,23750,23750,0,0,0,0
2007,Environmental,108,Park And Recreation,Environmental Conservation,2009,2010,0,1985000,0,595500,496250,893250
2007,Environmental,109,Park And Recreation,Erosion Control,,,395189,395189,0,0,0,0
2007,Playground Improvement,109,Park And Recreation,Everglade Playground,2009,2009,0,79564,0,79564,0,0
2007,Aquatic Facilities,109,Park And Recreation,Everglade Pool Renovation,2009,2009,0,185000,0,185000,0,0
2007,Major Maintenance - Park Facilities,109,Park And Recreation,Exall Recreation Center,2009,2009,0,200000,0,200000,0,0
2007,Recreation Facilities and Site Development,109,Park And Recreation,Exall Site Improvements,2008,2010,0,218641,73875,0,28953,115813
2007,Major Maintenance - Park Facilities,109,Park And Recreation,Exline Recreation Center,2009,2009,0,484837,0,484837,0,0
2007,Recreation Facilities and Site Development,109,Park And Recreation,Exposition Plaza Renovation,2008,2008,0,232245,232245,0,0,0
2007,Recreation Facilities and Site Development,109,Park And Recreation,Fair Oaks Pavillion,2010,2010,0,383125,0,0,76625,306500
2007,Metropolitan Parks,109,Park And Recreation,Fair Oaks Tennis Center Site Improvements,,,175271,175271,0,0,0,0
2007,Fair Park,109,Park And Recreation,Fair Park,2008,2010,29960733,94821269,36561786,12045500,4808250,11445000
2007,Neighborhood Park Facilities,111,Park And Recreation,Ferguson Rd.,,,963144,963144,0,0,0,0
2007,Neighborhood Park Facilities,111,Park And Recreation,Field Frazier Site Improvements,,,12596,12596,0,0,0,0
2007,Recreation Facilities and Site Development,112,Park And Recreation,Fireside Erosion and Parking Improvements,2009,2010,0,184699,0,36938,147761,0
2007,Playground Improvement,112,Park And Recreation,Fireside Playground,2009,2010,0,170592,0,34118,136474,0
2007,Major Maintenance - Park Facilities,112,Park And Recreation,Fireside Recreation Center,2010,2010,0,334118,0,0,334118,0
2007,Linear/Linkage Areas,112,Park And Recreation,Five Mile Creek Greenbelt (West) Trail Development,,,259876,259876,0,0,0,0
2007,Trail Development,112,Park And Recreation,Five Mile Creek Trail,2009,2010,0,2282750,0,103220,353330,1826200
2007,Playground Improvement,112,Park And Recreation,Five Mile Greenbelt Playground,2010,2010,0,170592,0,0,34118,136474
2007,Metropolitan Parks,112,Park And Recreation,Flag Pole Hill Historic Restoration and Site Improvements,,,1535237,1535237,0,0,0,0
2007,Recreation Facilities and Site Development,112,Park And Recreation,Forest Water Fountain,2009,2009,0,9850,0,9850,0,0
2007,Playground Improvement,112,Park And Recreation,Fox Hollow Playground,2010,2010,0,170592,0,0,34118,136474
2007,Recreation Facilities and Site Development,113,Park And Recreation,Fox Hollow Site Improvements,2010,2010,0,169260,0,0,169260,0
2007,Neighborhood Park Facilities,113,Park And Recreation,Frances Rizo Site Improvements,,,14250,14250,0,0,0,0
2007,Playground Improvement,113,Park And Recreation,Frankford Playground,2010,2010,0,170592,0,0,34118,136474
2007,Recreation Facilities and Site Development,113,Park And Recreation,Freedman's Memorial Cemetery Improvements,2008,2008,9850,131699,121849,0,0,0
2007,Recreation Facilities and Site Development,113,Park And Recreation,Fretz Baseball Field Renovation,2010,2010,0,300934,0,0,300934,0
2007,Recreation Facilities and Site Development,113,Park And Recreation,Fretz Park Recreation Center,2009,2009,0,361915,0,72383,0,289532
2007,Site Development,113,Park And Recreation,Fretz Recreation Center,2009,2009,116168,1451853,0,345937,0,989748
2007,Community Parks,113,Park And Recreation,Fretz Site Improvements,,,528908,528908,0,0,0,0
2007,Playground Improvement,113,Park And Recreation,Friendship Playground,2010,2010,0,170592,0,0,34118,136474
2007,Playground Improvement,113,Park And Recreation,Fruitdale Playground,2010,2010,0,170592,0,0,34118,136474
2007,Major Maintenance - Park Facilities,113,Park And Recreation,Fruitdale Recreation Center,2010,2010,0,300000,0,0,300000,0
2007,Recreation Facilities and Site Development,114,Park And Recreation,Gannon Trl. to Ruthmeade,2010,2010,0,67725,0,0,67725,0
2007,Recreation Facilities and Site Development,114,Park And Recreation,Garrett Site Improvements,,,0,788089,0,0,0,788089
2007,Recreation Facilities and Site Development,114,Park And Recreation,Glencoe Pavillion,2009,2010,0,270348,0,54070,216278,0
2007,Playground Improvement,114,Park And Recreation,Glencoe Playground,2009,2010,0,170592,0,34118,136474,0
2007,Recreation Facilities and Site Development,114,Park And Recreation,Glencoe Site Improvements,2009,2010,0,26885,0,5377,21508,0
2007,Playground Improvement,114,Park And Recreation,Glendale Playground,2009,2010,0,341184,0,68236,272948,0
2007,Aquatic Facilities,114,Park And Recreation,Glendale Pool,,,0,185000,0,0,0,185000
2007,Historic Restoration,114,Park And Recreation,Grady Niblo Structure Stabilizaion,2008,2008,100000,400000,300000,0,0,0
2007,Citywide Parks,114,Park And Recreation,Grant Matching Funds,,,1601816,1601816,0,0,0,0
2007,Aquatic Facilities,114,Park And Recreation,Grauwyler Pool Renovation,,,0,185000,0,0,0,185000
2007,Community Parks,114,Park And Recreation,Grauwyler Site Improvements,,,664826,664826,0,0,0,0
2007,Recreation Facilities and Site Development,115,Park And Recreation,Griggs Site Development,,,0,295500,0,0,0,295500
2007,Major Maintenance - Park Facilities,115,Park And Recreation,Grover Keeton Golf Course Club House,2010,2010,0,35000,0,0,35000,0
2007,Recreation Facilities and Site Development,115,Park And Recreation,Hamilton Open-air Gym/Parking/Pavillion,2010,2010,0,891225,0,0,178225,713000
2007,Major Maintenance - Park Facilities,115,Park And Recreation,Harry Stone Recreation Center,2010,2010,0,1898886,0,0,379777,1519109
2007,Community Parks,115,Park And Recreation,Harry Stone Site Improvements,,,350838,350838,0,0,0,0
2007,Community Parks,115,Park And Recreation,Hattie R. Moore Site Improvements,,,372097,372097,0,0,0,0
2007,Neighborhood Park Facilities,115,Park And Recreation,Hillcrest Master Plan and Site Improvements,,,97000,97000,0,0,0,0
2007,Recreation Facilities and Site Development,115,Park And Recreation,Hillcrest Site Development,2009,2009,0,672131,0,78800,0,593331
2007,Playground Improvement,115,Park And Recreation,Holcomb Playground,2009,2010,0,170592,0,34118,136474,0
2007,Aquatic Facilities,116,Park And Recreation,HR Moore Pool Renovation,,,185000,185000,0,0,0,0
2007,Recreation Facilities and Site Development,116,Park And Recreation,Hulcy Drainage Improvements,2010,2010,0,301596,0,0,60319,241277
2007,Neighborhood Park Facilities,116,Park And Recreation,Ignacio Zaragoza Recreation Center Development,,,74012,74012,0,0,0,0
2007,Playground Improvement,116,Park And Recreation,Indian Ridge Playground,2009,2010,0,170592,0,34118,136474,0
2007,Community Parks,116,Park And Recreation,J. J. Lemmon Site Improvements,,,150864,150864,0,0,0,0
2007,Playground Improvement,116,Park And Recreation,J. J. Lemon Playground,2010,2010,0,102345,0,0,20469,81876
2007,Playground Improvement,116,Park And Recreation,J. P. Hawn Playground,2009,2010,0,170592,0,34118,136474,0
2007,Recreation Facilities and Site Development,116,Park And Recreation,J. W. Ray Pavillion Lighting,2009,2009,0,14775,0,14775,0,0
2007,Playground Improvement,116,Park And Recreation,J. W. Ray Playground,2009,2009,0,29550,0,29550,0,0
2007,Neighborhood Park Facilities,116,Park And Recreation,Jamestown Site Improvements,,,269643,269643,0,0,0,0
2007,Community Parks,116,Park And Recreation,Janie C. Turner Recreation Center,,,888411,1173411,0,0,0,285000
2007,Recreation Facilities and Site Development,117,Park And Recreation,Jaycee Zaragoza Athletic Field,2010,2010,0,400000,0,0,400000,0
2007,Recreation Facilities and Site Development,117,Park And Recreation,Jaycee Zaragoza Recreation Center Expansion,2009,2010,0,1795901,0,359180,1436721,0
2007,Major Maintenance - Park Facilities,117,Park And Recreation,Jaycee Zaragoza Recreation Center,2009,2010,0,368048,0,73610,294438,0
2007,Community Parks,117,Park And Recreation,Jaycee-Zaragoza Site Improvements,,,569943,569943,0,0,0,0
2007,Playground Improvement,117,Park And Recreation,John C. Phelps Playground,2010,2010,0,170592,0,0,170592,0
2007,Major Maintenance - Park Facilities,117,Park And Recreation,John C. Phelps Recreation Center,,,0,200000,0,0,0,200000
2007,Recreation Center,117,Park And Recreation,Juanita Craft Recreation Center Improvements,2008,2008,0,2000000,2000000,0,0,0
2007,Recreation Facilities and Site Development,117,Park And Recreation,K. B. Polk Land Acquisition and Parking Improvements,,,0,488155,0,0,0,488155
2007,Recreation Facilities and Site Development,118,Park And Recreation,Katie Jackson Off-Leash Development and Parking,2008,2008,88875,444675,355800,0,0,0
2007,Playground Improvement,118,Park And Recreation,Katie Jackson Playground Expansion,2010,2010,0,100820,0,0,20164,80656
2007,Recreation Facilities and Site Development,118,Park And Recreation,Katy Trail,2009,2010,496249,976099,0,111850,368000,0
2007,Trail Development,118,Park And Recreation,Katy Trail Carlisle Entry,2009,2009,0,173687,0,173687,0,0
2007,Citywide Parks,118,Park And Recreation,Katy Trail Development,,,238750,238750,0,0,0,0
2007,Trail Development,118,Park And Recreation,Katy Trail Matching Funds,2009,2009,0,248125,0,248125,0,0
2007,Major Park Facilities,118,Park And Recreation,Keeton Golf Course,2009,2009,0,992500,0,198500,0,794000
2007,Recreation Facilities and Site Development,118,Park And Recreation,Keller Springs Site Development,2008,2008,49625,248125,198500,0,0,0
2007,Neighborhood Park Facilities,118,Park And Recreation,Kensington Site Improvements,,,154726,154726,0,0,0,0
2007,Aquatic Facilities,118,Park And Recreation,Kidd Springs Pool Renovation,2009,2009,0,35000,0,35000,0,0
2007,Recreation Facilities and Site Development,118,Park And Recreation,Kidd Springs Recreation Center,2009,2010,0,2448330,0,213266,276400,1958664
2007,Community Parks,119,Park And Recreation,Kidd Springs Site Improvements,,,627504,627504,0,0,0,0
2007,Recreation Facilities and Site Development,119,Park And Recreation,Kidd Springs Walkways,2010,2010,0,121905,0,0,121905,0
2007,Recreation Facilities and Site Development,119,Park And Recreation,Kiest Master Plan and Implementation,2009,2010,0,591000,0,295500,295500,0
2007,Playground Improvement,119,Park And Recreation,Kiest Park Fantasy Landing,,,210552,210552,0,0,0,0
2007,Playground Improvement,119,Park And Recreation,Kiest Playground,2010,2010,0,276654,0,0,55331,221323
2007,Major Maintenance - Park Facilities,119,Park And Recreation,Kiest Recreation Center,,,0,280000,0,0,0,280000
2007,Metropolitan Parks,119,Park And Recreation,Kiest Site Improvements,,,367049,367049,0,0,0,0
2007,Recreation Facilities and Site Development,119,Park And Recreation,Kiest Trail,2010,2010,0,1970000,0,0,394000,1576000
2007,Recreation Facilities and Site Development,119,Park And Recreation,Kingsbridge Pavillion Lighting and Fountain,2010,2010,0,280725,0,0,16745,263980
2007,Recreation Facilities and Site Development,119,Park And Recreation,Kingsbridge Playground,2010,2010,0,168033,0,0,33606,134427
2007,Neighborhood Park Facilities,119,Park And Recreation,Kingsbridge Site Improvements,,,154726,154726,0,0,0,0
2007,Neighborhood Park Facilities,120,Park And Recreation,Kiowa Site Improvements,,,41078,41078,0,0,0,0
2007,Citywide Parks,120,Park And Recreation,Kleberg Rylie Recreation Center,2008,2009,799765,2403485,320744,1282976,0,0
2007,Major Maintenance - Park Facilities,120,Park And Recreation,L. B. Houston Golf Course,,,0,70000,0,0,0,70000
2007,Recreation Facilities and Site Development,120,Park And Recreation,Lake Cliff Basesball Field Replacement,2010,2010,0,272000,0,0,272000,0
2007,Historic Restoration,120,Park And Recreation,Lake Cliff Historic Restoration,2008,2008,0,361915,361915,0,0,0
2007,Community Parks,120,Park And Recreation,Lake Cliff Site Improvements,,,921001,921001,0,0,0,0
2007,Recreation Facilities and Site Development,120,Park And Recreation,Lake Cliff Walkways,,,81270,81270,0,0,0,0
2007,Recreation Facilities and Site Development,120,Park And Recreation,Lake Highlands North Footbridge and Trail,,,0,413633,0,0,0,413633
2007,Recreation Facilities and Site Development,120,Park And Recreation,Lake Highlands North Recreation Center,2008,2008,158800,794000,635200,0,0,0
2007,Community Parks,120,Park And Recreation,Lake Highlands North Site Improvements,,,1011164,1011164,0,0,0,0
2007,Playground Improvement,121,Park And Recreation,Lake Highlands Playground,2010,2010,0,170592,0,0,34118,136474
2007,Community Parks,121,Park And Recreation,Lake Highlands Site Improvements,,,141765,141765,0,0,0,0
2007,Trail Development,121,Park And Recreation,Lake Highlands Trail (Ferndale to Lake Highlands High School),,,0,694750,0,0,0,694750
2007,Neighborhood Park Facilities,121,Park And Recreation,Lake Highlands Trail Site Improvements,,,350510,350510,0,0,0,0
2007,Recreation Facilities and Site Development,121,Park And Recreation,Lakeland Hills,2009,2010,0,519190,0,100139,419051,0
2007,Community Parks,121,Park And Recreation,Lakeland Hills Site Improvements,,,317980,317980,0,0,0,0
2007,Recreation Facilities and Site Development,121,Park And Recreation,Lakewood Creek Bank Stabilization,2009,2009,119100,605425,0,486325,0,0
2007,Neighborhood Park Facilities,121,Park And Recreation,Lakewood Site Improvements,,,529111,529111,0,0,0,0
2007,Community Parks,121,Park And Recreation,Land Acquisition,2008,2009,4713057,8403057,1440000,2000000,0,250000
2007,Citywide Parks,122,Park And Recreation,Land Acquisition and Planning,,,3159914,3159914,0,0,0,0
2007,Community Parks,122,Park And Recreation,Land Acquisition Grant Matching Funds,,,1132038,1132038,0,0,0,0
2007,Playground Improvement,122,Park And Recreation,Lawnview Playground,2008,2008,0,170592,170592,0,0,0
2007,Neighborhood Park Facilities,122,Park And Recreation,Ledbetter,,,4681,4681,0,0,0,0
2007,Major Park Facilities,122,Park And Recreation,Lee Park,,,242683,242683,0,0,0,0
2007,Playground Improvement,122,Park And Recreation,Lochwood Playground,2009,2010,0,165085,0,33017,132068,0
2007,Park Land Acquisition,122,Park And Recreation,Loop 12 Land Acquisition,2008,2009,0,4000000,500000,3500000,0,0
2007,Downtown Parks,122,Park And Recreation,Main St. Garden,2008,2008,1970000,7387500,5417500,0,0,0
2007,Citywide Parks,122,Park And Recreation,Maintenance Facility Infrastructure Improvements,,,1575308,1575308,0,0,0,0
2007,Major Maintenance - Park Facilities,123,Park And Recreation,Marcus Recreation Center,2010,2010,0,553259,0,0,553259,0
2007,Community Parks,123,Park And Recreation,Martin Luther King Recreation Center,,,1374600,1374600,0,0,0,0
2007,Recreation Facilities and Site Development,123,Park And Recreation,Martin Weiss,2008,2008,40635,48762,8127,0,0,0
2007,Aquatic Facilities,123,Park And Recreation,Martin Weiss Pool Renovation,2009,2009,0,185000,0,185000,0,0
2007,Major Maintenance - Park Facilities,123,Park And Recreation,Martin Weiss Recreation Center,2010,2010,0,553000,0,0,553000,0
2007,Community Parks,123,Park And Recreation,Martin Weiss Site Improvements,,,872793,872793,0,0,0,0
2007,Aquatic Facilities,123,Park And Recreation,McCree Pool Renovation,,,65000,65000,0,0,0,0
2007,Community Parks,123,Park And Recreation,McCree Site Improvements,,,412532,412532,0,0,0,0
2007,Recreation Facilities and Site Development,124,Park And Recreation,Meadowstone Site Improvements,,,0,83175,0,0,0,83175
2007,Neighborhood Park Facilities,124,Park And Recreation,Midway Manor Site Improvements,,,35801,35801,0,0,0,0
2007,Major Maintenance - Park Facilities,124,Park And Recreation,Mildred Dunn Recreation Center,2009,2009,0,200000,0,200000,0,0
2007,Playground Improvement,124,Park And Recreation,Miller Family Playground,2008,2008,0,170592,170592,0,0,0
2007,Playground Improvement,124,Park And Recreation,Moore Playground,2010,2010,0,170592,0,0,170592,0
2007,Neighborhood Park Facilities,124,Park And Recreation,Moss Park Playground,,,2300,2300,0,0,0,0
2007,Recreation Facilities and Site Development,124,Park And Recreation,Moss Pavillion,2010,2010,0,270348,0,0,59100,211248
2007,Regional Parks,124,Park And Recreation,Mountain Creek Lake Athletic Complex,,,1939544,1939544,0,0,0,0
2007,Community Parks,124,Park And Recreation,Mountain Valley Site Improvements,,,200692,200692,0,0,0,0
2007,Community Parks,124,Park And Recreation,Nash Davis Improvements,,,264201,264201,0,0,0,0
2007,Playground Improvement,124,Park And Recreation,Nash Davis Playground,2010,2010,0,69519,0,0,69519,0
2007,Recreation Facilities and Site Development,125,Park And Recreation,Nash Davis Recreation Center Replace and Renovations,2008,2009,98500,4137000,49250,3989250,0,0
2007,Partnership Match Funding,125,Park And Recreation,Neighborhood Partnership Matching Funds,2010,2010,0,985000,0,0,738750,246250
2007,Neighborhood Park Facilities,125,Park And Recreation,Netherland Master Plan,,,23750,23750,0,0,0,0
2007,Community Parks,125,Park And Recreation,Norbuck Site Improvements,,,337512,337512,0,0,0,0
2007,Recreation Facilities and Site Development,125,Park And Recreation,North Arcadia Loop Trail,2008,2008,56889,284444,227555,0,0,0
2007,Recreation Facilities and Site Development,125,Park And Recreation,Northaven and Glencove Site Improvements,,,98500,98500,0,0,0,0
2007,Community Parks,125,Park And Recreation,Northaven Site Improvements,,,509482,509482,0,0,0,0
2007,Trail Development,125,Park And Recreation,Northaven Trail (75 to Hillcrest),2009,2009,0,1290250,0,258050,0,1032200
2007,Neighborhood Park Facilities,125,Park And Recreation,Northwood Site Improvements,,,143814,143814,0,0,0,0
2007,Recreation Facilities and Site Development,125,Park And Recreation,Oak Cliff Founders Trail,2009,2010,0,367225,0,73445,293780,0
2007,Linear/Linkage Areas,125,Park And Recreation,Old Trinity Trail Development,,,1122321,1122321,0,0,0,0
2007,Playground Improvement,125,Park And Recreation,Opportunity Playground,2008,2008,0,88540,88540,0,0,0
2007,Community Parks,126,Park And Recreation,Opportunity Site Improvements,,,845322,845322,0,0,0,0
2007,Downtown Parks,126,Park And Recreation,Pacific Plaza Land Acquisition,2008,2009,6000000,9000000,1000000,2000000,0,0
2007,Neighborhood Park Facilities,126,Park And Recreation,Pagewood Site Improvements,,,267989,267989,0,0,0,0
2007,Recreation Facilities and Site Development,126,Park And Recreation,Park in the Woods Parking Improvements,2010,2010,0,198500,0,0,198500,0
2007,Recreation Facilities and Site Development,126,Park And Recreation,Park in the Woods Recreation Center,2008,2008,0,89795,89795,0,0,0
2007,Recreation Facilities and Site Development,126,Park And Recreation,Park in the Woods Security Lighting,2010,2010,0,98500,0,0,98500,0
2007,Community Parks,126,Park And Recreation,Park In The Woods Site Improvements,,,251276,251276,0,0,0,0
2007,Service Centers Offices and Research Facilities,126,Park And Recreation,Park Service Center Replacement,2009,2010,0,6895000,0,689500,3447500,2758000
2007,Major Park Facilities,126,Park And Recreation,Park Signage,2009,2010,547269,1433769,0,443250,221625,221625
2007,Park Land Acquisition,126,Park And Recreation,Park Site Acquisition,,,677510,677510,0,0,0,0
2007,Playground Improvement,126,Park And Recreation,Peavy Rd.,2008,2008,42246,212838,170592,0,0,0
2007,Recreation Facilities and Site Development,126,Park And Recreation,Pecan Grove,2008,2008,0,98500,98500,0,0,0
2007,Community Parks,127,Park And Recreation,Pecan Grove Site Improvements,,,422511,422511,0,0,0,0
2007,Special Use Areas,127,Park And Recreation,Pegasus Plaza Site Improvements,,,112675,112675,0,0,0,0
2007,Playground Improvement,127,Park And Recreation,Pemberton Hill Playground Expansion,2009,2009,0,117409,0,117409,0,0
2007,Recreation Facilities and Site Development,127,Park And Recreation,Pike Master Plan and Schematic,,,0,207750,0,0,0,207750
2007,Recreation Facilities and Site Development,127,Park And Recreation,Pike Plaza Restoration,2010,2010,0,397000,0,0,79400,317600
2007,Major Maintenance - Park Facilities,127,Park And Recreation,Pike Recreation Center,2009,2009,0,320000,0,320000,0,0
2007,Community Parks,127,Park And Recreation,Pike Site Improvements,,,26821,26821,0,0,0,0
2007,Major Park Facilities,127,Park And Recreation,Pinnacle Athletic Complex,2010,2010,0,3940000,0,0,788000,3152000
2007,Park Land Acquisition,127,Park And Recreation,Pinnacle Land Acquisition,2009,2009,2500000,3500000,0,1000000,0,0
2007,Aquatic Facilities,127,Park And Recreation,Pleasant Oaks Pool Renovation,,,185000,185000,0,0,0,0
2007,Recreation Facilities and Site Development,127,Park And Recreation,Pleasant Oaks Recreation Center Renovation,2008,2008,0,1625250,325050,0,0,1300200
2007,Community Parks,127,Park And Recreation,Pleasant Oaks Site Improvements,,,670256,670256,0,0,0,0
2007,Community Parks,127,Park And Recreation,Pool Infrastructure Renovation,,,1074160,1074160,0,0,0,0
2007,Recreation Facilities and Site Development,128,Park And Recreation,Preston Green Pavilion,2010,2010,0,270348,0,0,59100,211248
2007,Neighborhood Park Facilities,128,Park And Recreation,Preston Green Site Improvements,,,166830,166830,0,0,0,0
2007,Playground Improvement,128,Park And Recreation,Preston Hollow Playground Expansion,2008,2008,28270,141354,113084,0,0,0
2007,Recreation Facilities and Site Development,128,Park And Recreation,Preston Ridge Trail Amentities,2010,2010,0,394000,0,0,78800,315200
2007,Linear/Linkage Areas,128,Park And Recreation,Preston Ridge Trail Site Improvements,,,764000,764000,0,0,0,0
2007,Neighborhood Park Facilities,129,Park And Recreation,R. P. Brooks Site Improvements,,,237880,237880,0,0,0,0
2007,Community Parks,129,Park And Recreation,Randall Athletic Improvements,,,768899,768899,0,0,0,0
2007,Recreation Facilities and Site Development,129,Park And Recreation,Randall Complex,2009,2010,0,547728,0,153728,394000,0
2007,Playground Improvement,129,Park And Recreation,Randall Playground,2009,2010,0,119726,0,23945,95781,0
2007,Neighborhood Park Facilities,129,Park And Recreation,Recreation Center and Park Development,,,538267,538267,0,0,0,0
2007,Recreation Facilities and Site Development,129,Park And Recreation,Recreation Master Plan,,,492500,492500,0,0,0,0
2007,Park Land Acquisition,129,Park And Recreation,Reunion Gateway Land Acquisition,2009,2009,0,1200000,0,1200000,0,0
2007,Recreation Facilities and Site Development,129,Park And Recreation,Reverchon Master Plan Implementation,2008,2008,0,591000,591000,0,0,0
2007,Site Development,129,Park And Recreation,Reverchon Park,,,149969,149969,0,0,0,0
2007,Major Maintenance - Park Facilities,129,Park And Recreation,Reverchon Recreation Center,2009,2009,0,493010,0,493010,0,0
2007,Community Parks,129,Park And Recreation,Reverchon Site Improvements,,,2819731,2819731,0,0,0,0
2007,Playground Improvement,129,Park And Recreation,Ricketts Branch Playground Replacement,2010,2010,0,170592,0,0,34118,136474
2007,Community Parks,129,Park And Recreation,Ridgewood Site Improvements,,,738240,738240,0,0,0,0
2007,Recreation Facilities and Site Development,130,Park And Recreation,Ridgewood-Belcher Recreation Center,2009,2010,0,957107,0,98500,858607,0
2007,Recreation Facilities and Site Development,130,Park And Recreation,Robert E. Lee Croquet Courts Restoration,2010,2010,0,353386,0,0,353386,0
2007,Community Parks,130,Park And Recreation,Robert E. Lee Site Improvements,,,211102,211102,0,0,0,0
2007,Regional Parks,130,Park And Recreation,Rochester (East) Site Improvements,,,64365,64365,0,0,0,0
2007,Regional Parks,130,Park And Recreation,Rochester (West) Site Improvements,,,101109,101109,0,0,0,0
2007,Recreation Facilities and Site Development,130,Park And Recreation,Rochester Park (West) Furnishings,2010,2010,0,69566,0,0,69566,0
2007,Playground Improvement,130,Park And Recreation,Rose Haggar Playground Replacement,2008,2008,34118,170592,136474,0,0,0
