cip_year,source_page,department,project_name,project_id,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2020,year_2021,year_2022,project_total,start_year,end_year
2019,13,Aviation,Airport Perimeter Rd Rehabilitation Sections 1 - 2,W123,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/19,1560148,0,1560148,0,0,0,1560148,,
2019,13,Aviation,Airport Planning and Advisory Services,1725,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,5905000,4904948,1000052,1000000,1500000,1000000,9405000,2020,2022
2019,13,Aviation,Architectural Engineering Roster,W286,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/24,306000,0,306000,0,0,0,306000,,
2019,13,Aviation,Aviation Parking Garage,8738,Airport Parking,Aviation Capital Program,Citywide,9/30/25,3757407,1440006,2317401,0,0,0,3757407,,
2019,13,Aviation,Aviation Project Contingency,W131,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,3333333,1490,3331843,267453,381639,630155,4612580,2020,2022
2019,13,Aviation,Construction Management/Project Management,W371,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/24,0,0,0,1000000,250000,250000,1500000,2020,2022
2019,13,Aviation,Conversion of Runway 18-36 to Taxiway,P935,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/19,868141,762604,105537,0,0,0,868141,,
2019,13,Aviation,Crossfield Taxiway Reconfiguration,W125,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/23,0,0,0,4725000,25500000,0,30225000,2020,2021
2019,13,Aviation,DAL Alternate Entry,W287,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/26,2854155,0,2854155,0,3000000,23322948,29177103,2021,2022
2019,13,Aviation,DAL Elevator Study,W360,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/22,245000,0,245000,0,0,0,245000,,
2019,13,Aviation,DAL EMS Suite,W357,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/21,156000,0,156000,1000000,0,0,1156000,2020,2020
2019,13,Aviation,DAL Replacement Fire Station,W358,Safety/Security,Aviation Capital Program,Citywide,9/30/22,48000,0,48000,2000000,11000000,0,13048000,2020,2021
2019,13,Aviation,DAL Streetscape Enhancements,W387,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/24,0,0,0,2000000,6000000,5000000,13000000,2020,2022
2019,13,Aviation,DAL-Entrance Road Improvements,W167,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/20,8571988,1095000,7476988,0,0,0,8571988,,
2019,13,Aviation,Dalfort Building Demolition,P661,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/20,1550749,1050749,500000,0,0,0,1550749,,
2019,13,Aviation,Dallas Executive Airport Fuel Farm and Paving Project,W158,Pavement Maintenance/Constructi on,Aviation Capital Program,3,9/30/19,6353484,6381673,-28189,0,0,0,6353484,,
2019,13,Aviation,Dallas Vertiport Fuel System,W215,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/21,1257409,0,1257409,0,0,0,1257409,,
2019,13,Aviation,DAS Exterior Lighting Improvements,W359,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/22,245000,0,245000,1000000,0,0,1245000,2020,2020
2019,13,Aviation,DEA Extend Taxiway E,W388,Pavement Maintenance/Constructi on,Aviation Capital Program,3,9/30/22,0,0,0,0,0,44000,44000,2022,2022
2019,13,Aviation,DEA Runway Replacement,P873,Pavement Maintenance/Constructi on,Aviation Capital Program,3,9/30/19,5838793,5786066,52727,0,0,0,5838793,,
2019,13,Aviation,DEA Streetscape Enhancements,W367,Capital Improvement Program,Aviation Capital Program,3,9/30/24,250000,0,250000,0,0,2500000,2750000,2022,2022
2019,13,Aviation,DEA Taxiway Apron Infill - Design,W334,Pavement Maintenance/Constructi on,Aviation Capital Program,3,9/30/21,850000,0,850000,0,0,0,850000,,
2019,13,Aviation,DEA Taxiway B,W392,Pavement Maintenance/Constructi on,Aviation Capital Program,3,9/30/23,0,0,0,0,580000,0,580000,2021,2021
2019,14,Aviation,DEA Taxiway J,W393,Pavement Maintenance/Constructi on,Aviation Capital Program,3,9/30/22,0,0,0,0,41500,230000,271500,2021,2022
2019,14,Aviation,DEA West Development Payback,W285,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/23,100100,100100,0,4164186,3500000,0,7764286,2020,2021
2019,14,Aviation,Drainage Master Plan - Schematic Design,W133,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/25,13550000,250000,13300000,0,0,0,13550000,,
2019,14,Aviation,Elevator Upgrades,W391,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/22,0,0,0,1000000,0,0,1000000,2020,2020
2019,14,Aviation,Fiber Ring [Environmental],W127,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/18,41856,0,41856,0,0,0,41856,,
2019,14,Aviation,Intersection of 18-36 Reconstruction and Rehabilitation,P941,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/19,4384368,4373342,11026,0,0,0,4384368,,
2019,14,Aviation,Love Field Maintenance Facility,8748,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/19,7218648,9600438,-2381790,0,0,0,7218648,,
2019,14,Aviation,Love Field Major Maintenance,8707,Terminal,Aviation Capital Program,Citywide,9/30/24,16506585,14544866,1961719,0,0,500000,17006585,2022,2022
2019,14,Aviation,Love Field Modernization Program - LFMP,,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/20,12963413,12950287,13126,0,0,0,12963413,,
2019,14,Aviation,Love Field Parking Exp,8703,Airport Parking,Aviation Capital Program,Citywide,9/30/19,16729237,16708500,20737,0,0,0,16729237,,
2019,14,Aviation,Material Testing for Construction Work,W152,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/20,551361,0,551361,0,0,0,551361,,
2019,14,Aviation,Misc Stormwater Drainage Improvements,W007,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/19,2732300,1555368,1176932,0,0,0,2732300,,
2019,14,Aviation,Misc Taxi Lane and Apron improvements,W283,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/24,0,0,0,0,0,2520000,2520000,2022,2022
2019,14,Aviation,Passenger Facility Charge Program,0781,Capital Improvement Program,Aviation Capital Program,Citywide,Ongoing,49677487,59671946,-9994459,0,0,0,49677487,,
2019,14,Aviation,Pavement Condition Analysis,9851,Capital Improvement Program,Aviation Capital Program,Citywide,9/30/23,1388533,1413226,-24693,0,0,0,1388533,,
2019,14,Aviation,Police Hanger and Apron at Dallas Executive Airport,P934,Safety/Security,Aviation Capital Program,3,9/30/20,7606813,6689608,917205,0,0,0,7606813,,
2019,14,Aviation,Reconstruct RWY 13R 31L,D019,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/22,5096677,3864020,1232657,65434250,0,0,70530927,2020,2020
2019,14,Aviation,Redbird Commemorative Air Force Project,P928,Capital Improvement Program,Aviation Capital Program,3,9/30/21,2000000,0,2000000,2000000,0,0,4000000,2020,2020
2019,14,Aviation,Rehab TWY B PH III RWY 31R-TWY B1,D015,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/20,17062000,19178999,-2116999,0,0,0,17062000,,
2019,14,Aviation,Rehab TWY B PH IV Extend TWY M to TWY DB4,D017,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/20,12298500,13495844,-1197344,0,0,0,12298500,,
2019,15,Aviation,Rehabilitate Taxiway B - Phase 4: RWY 18-36 - TWY B1,W216,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/20,305000,0,305000,0,0,0,305000,,
2019,15,Aviation,Rehabilitate Taxiway B from B1 to B3 and Connectors B3 - B4,W003,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/19,12760879,3640504,9120376,0,0,0,12760879,,
2019,15,Aviation,Rehabilitate Taxiway B: Runway 13L to Runway 18-36,W121,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/20,999734,13611221,-12611487,0,0,0,999734,,
2019,15,Aviation,Rehabilitate Taxiway C Phase 3,W281,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/23,0,0,0,0,0,3440000,3440000,2022,2022
2019,15,Aviation,Rehabilitate Taxiway C: Taxi D to Taxi C2,W122,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/21,2445000,0,2445000,22453000,0,0,24898000,2020,2020
2019,15,Aviation,Reonstruct Taxiway A (Phase 1) TWY D to RWY 31 R,W288,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/24,0,0,0,0,0,800000,800000,2022,2022
2019,15,Aviation,Runway 31R Glidescope Relocation Project,W022,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/19,12592172,6544754,6047418,0,0,0,12592172,,
2019,15,Aviation,Security Control Enhancement [Perimeter Fence Cable],P746,Safety/Security,Aviation Capital Program,Citywide,9/30/20,7784662,5357928,2426734,0,0,0,7784662,,
2019,15,Aviation,Taxiway A 18-36 Runway Incursion Mitigation Project,W047,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/19,2858981,3102333,-243352,0,0,0,2858981,,
2019,15,Aviation,Taxiway B Reconstruction and Rehabilitation,P942,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/19,946760,852560,94200,0,0,0,946760,,
2019,15,Aviation,Taxiway M Extension - RWY 13L to 18-36 Design,W153,Pavement Maintenance/Constructi on,Aviation Capital Program,Citywide,9/30/20,698488,174564,523924,0,0,0,698488,,
2019,21,City Facilities,10345 Webb Chapel Road,VJ05,Housing Services,2017 General Obligation Bond Program,13,,5000,2505,2495,0,0,0,5000,,
2019,21,City Facilities,12000 Greenville Avenue,VJ02,Housing Services,2017 General Obligation Bond Program,10,,5000,2435,2566,0,0,0,5000,,
2019,21,City Facilities,1805 North Haskell Avenue,VJ03,Housing Services,2017 General Obligation Bond Program,14,,5000,2257,2743,0,0,0,5000,,
2019,21,City Facilities,2009 and 2011 North Haskell Avenue,VJ04,Housing Services,2017 General Obligation Bond Program,14,,5000,2125,2875,0,0,0,5000,,
2019,21,City Facilities,Ambulance Replacement,E375,Fleet Replacement,Other GO CIP - Debt,Citywide,Ongoing,7593374,7548946,44428,0,0,0,7593374,,
2019,21,City Facilities,AMR,P291,Technology,Water Capital Program,Citywide,9/30/19,5000000,3671716,1328284,0,0,0,5000000,,
2019,21,City Facilities,Animal Shelter Major Maintenance,P916,Major Maintenance,1998 General Obligation Bond Program,6,9/30/20,122642,122391,251,0,0,0,122642,,
2019,21,City Facilities,Bachman Recreation Center,T013,Major Maintenance,2003 General Obligation Bond Program / 2006 General Obligation Bond Program,6,12/31/2019,1969105,1596911,372194,0,0,0,1969105,,
2019,21,City Facilities,Cadillac Heights Land Acquisition,T825,City and Municipal Court Facilities,2006 General Obligation Bond Program,4,9/30/20,22549623,10136964,12412659,0,0,0,22549623,,
2019,21,City Facilities,Central Library - Elevators,W156,Library Facilities,1998 General Obligation Bond Program / 2003 General Obligation Bond Program / 2006 General Obligation Bond Program,2,9/30/20,1025583,0,1025583,0,0,0,1025583,,
2019,21,City Facilities,Central Library - First Floor Replacement,W155,Library Facilities,2006 General Obligation Bond Program,2,9/30/20,219777,262454,-42677,0,0,0,219777,,
2019,21,City Facilities,Central Patrol Station,VG33,Police Facilities,2017 General Obligation Bond Program,2,6/30/20,0,0,0,0,151000,0,151000,2021,2021
2019,21,City Facilities,Central Patrol Station- Security,VG34,Police Facilities,2017 General Obligation Bond Program,2,5/30/21,501132,501131,1,0,0,90248,591380,2022,2022
2019,21,City Facilities,Central Service Center - Communications Building- Roof Replace,T764,City and Municipal Court Facilities,2006 General Obligation Bond Program,2,9/30/20,197716,196850,866,0,0,0,197716,,
2019,21,City Facilities,Central Service Center - Streets Operations Building,VH03,City and Municipal Court Facilities,2017 General Obligation Bond Program,2,9/30/19,0,0,0,0,125000,0,125000,2021,2021
2019,22,City Facilities,Central Service Center- Sanitation Building,VH04,City and Municipal Court Facilities,2017 General Obligation Bond Program,2,9/30/19,0,0,0,0,125000,25000,150000,2021,2022
2019,22,City Facilities,CIS Data Center - Replace Chillers,DS69,City and Municipal Court Facilities,2006 General Obligation Bond Program,2,6/15/09,100000,98610,1390,0,0,0,100000,,
2019,22,City Facilities,City Facilities - Building Condition Assessment,T771,City and Municipal Court Facilities,2006 General Obligation Bond Program,2,9/30/20,848333,748332,100001,0,0,0,848333,,
2019,22,City Facilities,City Facilities - Fair Park and Other Park Facility Repairs,W020,Major Maintenance,Other GO CIP - Non- Debt,Citywide,12/31/99,1000000,590855,409145,0,0,0,1000000,,
2019,22,City Facilities,City Facilities - Police Facilities Safety Improvements,W019,Police Facilities,Other GO CIP - Non- Debt,Citywide,9/30/20,1000000,971153,28847,0,0,0,1000000,,
2019,22,City Facilities,City Facilities Improvements,W221,Major Maintenance,Other GO CIP - Non- Debt,Citywide,9/30/22,11717241,10412446,1304794,7500000,8000000,10000000,37217241,2020,2022
2019,22,City Facilities,City Hall - Electrical system renovations,T747,City and Municipal Court Facilities,2006 General Obligation Bond Program,2,9/30/20,4759184,2462344,2296839,0,0,0,4759184,,
2019,22,City Facilities,City Hall - Install automatic fire alarm,T738,City and Municipal Court Facilities,2006 General Obligation Bond Program,2,9/30/20,1893540,1807138,86402,0,0,0,1893540,,
2019,22,City Facilities,City Hall,VH05,City and Municipal Court Facilities,2017 General Obligation Bond Program,2,11/30/19,7000000,3070947,3929053,0,0,0,7000000,,
2019,22,City Facilities,City Hall Data Center - Renovations,P478,Technology,Other GO CIP - Debt,2,Ongoing,5500000,566417,4933583,0,0,0,5500000,,
2019,22,City Facilities,City Marshall's Office,VH02,City and Municipal Court Facilities,2017 General Obligation Bond Program,2,9/30/19,309896,162765,147131,0,0,0,309896,,
2019,22,City Facilities,Citywide IT Improvements,E374,Technology,Other GO CIP - Debt,Citywide,Ongoing,1450000,900000,550000,9000000,1000000,1000000,12450000,2020,2022
2019,22,City Facilities,Contingency Reserve - Capital Construction,P479,Major Maintenance,Other GO CIP - Non- Debt,Citywide,9/30/20,3014104,2975284,38820,0,0,0,3014104,,
2019,22,City Facilities,Dallas Fire-Rescue - Ambulance Replacement,E367,Fleet Replacement,Other GO CIP - Debt,Citywide,Ongoing,3093180,1970488,1122692,0,0,0,3093180,,
2019,22,City Facilities,Dallas Police Department - Technology Upgrades,E361,Technology,Other GO CIP - Debt,Citywide,Ongoing,2540000,2079149,460851,0,0,0,2540000,,
2019,22,City Facilities,District 2 Service Center,P764,Administrative and Internal Service Facilities,2006 General Obligation Bond Program,Citywide,12/31/99,3732992,388981,3344010,0,0,0,3732992,,
2019,22,City Facilities,ECO Park,VH06,City and Municipal Court Facilities,2017 General Obligation Bond Program,8,8/20/20,108000,0,108000,0,0,0,108000,,
2019,22,City Facilities,Electrical Panel Replacement at 37 Facilities,VH07,City and Municipal Court Facilities,2017 General Obligation Bond Program,Citywide,9/30/19,1155104,73060,1082044,0,0,0,1155104,,
2019,22,City Facilities,Environmental Conservation,T083,Environmental,2006 General Obligation Bond Program,Citywide,Ongoing,1421017,1197644,223373,0,0,0,1421017,,
2019,23,City Facilities,Equipment and Building Services - Fleet Replacement,E368,Fleet Replacement,Other GO CIP - Debt,Citywide,Ongoing,3745435,3742772,2663,6500000,7500000,7500000,25245435,2020,2022
2019,23,City Facilities,Fire and General Fleet Replacement - Equipment Acquisition Notes,8199,Fleet Replacement,Other GO CIP - Debt,Citywide,Ongoing,0,0,0,30000000,30000000,30000000,90000000,2020,2022
2019,23,City Facilities,Fire Station # 46,VG02,Fire Protection Facilities,2017 General Obligation Bond Program,6,11/30/20,7525000,624878,6900122,0,0,0,7525000,,
2019,23,City Facilities,Fire Station # 53,VG03,Fire Protection Facilities,2017 General Obligation Bond Program,7,11/30/20,85000,0,85000,0,0,0,85000,,
2019,23,City Facilities,Fire Station #05,VG04,Fire Protection Facilities,2017 General Obligation Bond Program,5,11/30/20,45000,0,45000,0,0,0,45000,,
2019,23,City Facilities,Fire Station #08,VG05,Fire Protection Facilities,2017 General Obligation Bond Program,2,11/30/20,104000,95031,8969,0,0,0,104000,,
2019,23,City Facilities,Fire Station #09,VG06,Fire Protection Facilities,2017 General Obligation Bond Program,8,11/30/20,63000,0,63000,0,0,0,63000,,
2019,23,City Facilities,Fire Station #1,VG16,Fire Protection Facilities,2017 General Obligation Bond Program,6,11/30/20,85000,0,85000,0,0,0,85000,,
2019,23,City Facilities,Fire Station #11,VG07,Fire Protection Facilities,2017 General Obligation Bond Program,14,11/30/20,85000,0,85000,0,0,0,85000,,
2019,23,City Facilities,Fire Station #11B,VG18,Fire Protection Facilities,2017 General Obligation Bond Program,14,11/30/20,101000,0,101000,0,0,0,101000,,
2019,23,City Facilities,Fire Station #12,VG08,Fire Protection Facilities,2017 General Obligation Bond Program,3,11/30/20,67422,63990,3432,0,0,15578,83000,2022,2022
2019,23,City Facilities,Fire Station #13,,Fire Protection Facilities,2017 General Obligation Bond Program,12,11/30/20,85000,4037,80963,0,0,0,85000,,
2019,23,City Facilities,Fire Station #13 VG26,,Fire Protection Facilities,2017 General Obligation Bond Program,12,11/30/20,44000,0,44000,0,0,0,44000,,
2019,23,City Facilities,Fire Station #14,VG27,Fire Protection Facilities,2017 General Obligation Bond Program,1,11/30/20,85000,0,85000,0,0,0,85000,,
2019,23,City Facilities,Fire Station #18,VG10,Fire Protection Facilities,2017 General Obligation Bond Program,14,11/30/20,113000,110435,2565,0,0,0,113000,,
2019,23,City Facilities,Fire Station #19,VG28,Fire Protection Facilities,2017 General Obligation Bond Program,2,11/30/20,85000,65161,19839,0,0,0,85000,,
2019,23,City Facilities,Fire Station #2,VG24,Fire Protection Facilities,2017 General Obligation Bond Program,13,11/30/20,85000,0,85000,0,0,0,85000,,
2019,23,City Facilities,Fire Station #21,VG19,Fire Protection Facilities,2017 General Obligation Bond Program,2,11/30/20,85000,0,85000,0,0,0,85000,,
2019,24,City Facilities,Fire Station #24,VG11,Fire Protection Facilities,2017 General Obligation Bond Program,7,11/30/20,92000,0,92000,0,0,0,92000,,
2019,24,City Facilities,Fire Station #25,VG12,Fire Protection Facilities,2017 General Obligation Bond Program,8,11/30/20,17000,0,17000,0,0,0,17000,,
2019,24,City Facilities,Fire Station #31,VG20,Fire Protection Facilities,2017 General Obligation Bond Program,9,11/30/20,85000,0,85000,0,0,0,85000,,
2019,24,City Facilities,Fire Station #36,VG13,Fire Protection Facilities,2017 General Obligation Bond Program,3,11/30/20,6970525,552743,6417782,0,0,19475,6990000,2022,2022
2019,24,City Facilities,Fire Station #43,VG14,Fire Protection Facilities,2017 General Obligation Bond Program,6,11/30/20,43000,0,43000,0,0,0,43000,,
2019,24,City Facilities,Fire Station #45,VG21,Fire Protection Facilities,2017 General Obligation Bond Program,6,11/30/20,85000,0,85000,0,0,0,85000,,
2019,24,City Facilities,Fire Station #47,VG29,Fire Protection Facilities,2017 General Obligation Bond Program,6,11/30/20,85000,0,85000,0,0,0,85000,,
2019,24,City Facilities,Fire Station #5,VG25,Fire Protection Facilities,2017 General Obligation Bond Program,5,11/30/20,85000,0,85000,0,0,0,85000,,
2019,24,City Facilities,Fire Station #51,VG15,Fire Protection Facilities,2017 General Obligation Bond Program,5,11/30/20,44620,44620,0,0,0,0,44620,,
2019,24,City Facilities,Fire Station #52,VG22,Fire Protection Facilities,2017 General Obligation Bond Program,3,11/30/20,85000,0,85000,0,0,0,85000,,
2019,24,City Facilities,Fire Station #53,VG23,Fire Protection Facilities,2017 General Obligation Bond Program,7,11/30/20,74000,0,74000,0,0,0,74000,,
2019,24,City Facilities,Fire Station #57,VG30,Fire Protection Facilities,2017 General Obligation Bond Program,10,11/30/20,85000,3244,81756,0,0,0,85000,,
2019,24,City Facilities,Fire Station #7,VG17,Fire Protection Facilities,2017 General Obligation Bond Program,12,11/30/20,85000,0,85000,0,0,0,85000,,
2019,24,City Facilities,Fire Station Abatement - [Various Locations],T860,Fire Protection Facilities,2006 General Obligation Bond Program,Citywide,9/30/20,560000,315858,244142,0,0,0,560000,,
2019,24,City Facilities,Fire Stations - Storm Water Modifications,T844,Fire Protection Facilities,2006 General Obligation Bond Program,Citywide,9/30/20,2311386,2128582,182804,0,0,0,2311386,,
2019,24,City Facilities,Fire Training Facility Auditorium,W044,Fire Protection Facilities,2006 General Obligation Bond Program,2,9/30/20,46000,28949,17051,0,0,0,46000,,
2019,24,City Facilities,Fire-Rescue Training Center,VG01,Fire Protection Facilities,2017 General Obligation Bond Program,2,11/30/20,150000,0,150000,0,0,0,150000,,
2019,24,City Facilities,Forest Green Branch Library,VE01,Library Facilities,2017 General Obligation Bond Program,10,11/30/19,7520965,298022,7222943,0,0,0,7520965,,
2019,"24, 25",City Facilities,Fretz Library Roof Replace.,P207,Library Facilities,2003 General Obligation Bond Program / 2006 General Obligation Bond Program / Other GO CIP - Non- Debt,11,11/30/19,456507,438282,18225,0,0,0,456507,,
2019,25,City Facilities,Fretz Park Branch Library,T636,Library Facilities,2006 General Obligation Bond Program,11,9/30/20,5645612,5633704,11908,0,0,0,5645612,,
2019,25,City Facilities,Friendship Park - Site Development (Supplemental funding),VK42,Major Maintenance,2017 General Obligation Bond Program,10,6/22/22,0,0,0,133000,0,0,133000,2020,2020
2019,25,City Facilities,Future Fire Station Jim Miller - Loop 12,VG31,Fire Protection Facilities,2017 General Obligation Bond Program,8,6/30/20,5673259,660504,5012755,0,0,1227741,6901000,2022,2022
2019,25,City Facilities,Garage at Central Service Center,VH08,City and Municipal Court Facilities,2017 General Obligation Bond Program,2,10/30/20,0,0,0,0,75000,0,75000,2021,2021
2019,25,City Facilities,General Fleet,E381,Fleet Replacement,Other GO CIP - Debt,Citywide,Ongoing,5638048,5637646,402,0,0,0,5638048,,
2019,25,City Facilities,Homeless Assistance Facilities,VJ01,Housing Services,2017 General Obligation Bond Program,Citywide,10/30/20,1980000,0,1980000,18000000,0,0,19980000,2020,2020
2019,25,City Facilities,J. Erik Jonsson Central Library,VE02,Library Facilities,2017 General Obligation Bond Program,2,11/30/19,99250,99250,0,0,0,0,99250,,
2019,25,City Facilities,Jack Evans DPD Headquarters - Physical Security Enhancements,W049,Police Facilities,2006 General Obligation Bond Program,2,6/30/18,266043,216473,49571,0,0,0,266043,,
2019,25,City Facilities,Jack Evans DPD HQ - Ped Bridge Stair Replacement,P967,Police Facilities,2006 General Obligation Bond Program,2,9/30/20,76728,81728,-5000,0,0,0,76728,,
2019,25,City Facilities,Jack Evans Headquarters,VG35,Police Facilities,2017 General Obligation Bond Program,2,8/30/20,1250000,3866,1246134,0,0,0,1250000,,
2019,25,City Facilities,Life Safety - Professional Standards Bureau,VG32,Fire Protection Facilities,2017 General Obligation Bond Program,2,10/30/20,250000,190042,59958,0,0,0,250000,,
2019,25,City Facilities,Luna Vista Service Center,P761,Administrative and Internal Service Facilities,2003 General Obligation Bond Program / 2006 General Obligation Bond Program,6,8/31/18,1435397,1427266,8131,0,0,0,1435397,,
2019,25,City Facilities,Major Maintenance Projects-Arts and Cultural Facilities,W130,Major Maintenance,Other GO CIP - Non- Debt,"2, 14",9/30/19,2400000,1875789,524211,1000000,0,0,3400000,2020,2020
2019,25,City Facilities,Martin Luther King Jr. Center - HVAC Controls,VH14,City and Municipal Court Facilities,2017 General Obligation Bond Program,7,10/30/19,85000,35711,49289,0,0,0,85000,,
2019,25,City Facilities,Martin Luther King Jr. Center - Medical,VH15,City and Municipal Court Facilities,2017 General Obligation Bond Program,7,10/30/19,764000,299067,464933,0,0,0,764000,,
2019,26,City Facilities,"Martin Luther King, Jr. Center - Plumbing",VH09,City and Municipal Court Facilities,2017 General Obligation Bond Program,7,10/30/19,79821,79821,0,0,45179,0,125000,2021,2021
2019,26,City Facilities,McCommas Heavy- Welding Shop - Repair,T750,City and Municipal Court Facilities,2006 General Obligation Bond Program,8,9/30/20,403080,395135,7945,0,0,0,403080,,
2019,26,City Facilities,Muchert Service Center,P762,Administrative and Internal Service Facilities,2003 General Obligation Bond Program / 2006 General Obligation Bond Program,Citywide,12/31/99,6060377,5068839,991538,0,0,0,6060377,,
2019,26,City Facilities,MuniCIPal Courts Building,T830,City and Municipal Court Facilities,2006 General Obligation Bond Program,14,9/30/20,10947833,10898731,49103,0,0,0,10947833,,
2019,26,City Facilities,NC Patrol Station,VG36,Police Facilities,2017 General Obligation Bond Program,12,5/30/20,749999,585887,164112,0,0,0,749999,,
2019,26,City Facilities,NE Patrol Station,VG37,Police Facilities,2017 General Obligation Bond Program,10,5/30/20,1075000,398983,676017,0,0,0,1075000,,
2019,26,City Facilities,Non-City Owned Cultural Facility Repair,W149,Major Maintenance,Other GO CIP - Non- Debt,"7, 9",9/30/19,600000,216158,383842,0,0,0,600000,,
2019,26,City Facilities,North Central Service Center - Improvements,T753,City and Municipal Court Facilities,2006 General Obligation Bond Program,,9/30/19,679342,0,679342,0,0,0,679342,,
2019,26,City Facilities,Northeast Transfer Station - Repairs,T754,City and Municipal Court Facilities,2006 General Obligation Bond Program,13,9/30/20,58865,55813,3052,0,0,0,58865,,
2019,26,City Facilities,NW Patrol Station,VG38,Police Facilities,2017 General Obligation Bond Program,6,5/30/20,774999,633791,141208,0,0,0,774999,,
2019,26,City Facilities,Oak Cliff MuniCIPal Center - Replace Air Handler,T756,City and Municipal Court Facilities,2006 General Obligation Bond Program,1,9/30/20,299249,272518,26730,0,0,0,299249,,
2019,26,City Facilities,Oak Cliff MuniCIPal Center,VH10,City and Municipal Court Facilities,2017 General Obligation Bond Program,1,9/30/20,0,0,0,0,2000000,0,2000000,2021,2021
2019,26,City Facilities,PA60_Public Art Projects,PA60,Public Art,2017 General Obligation Bond Program,,,148620,0,148620,0,0,0,148620,,
2019,26,City Facilities,Park Service Center replacement [2006],T248,Administrative and Internal Service Facilities,2006 General Obligation Bond Program,Citywide,10/1/25,485527,96147,389381,0,0,0,485527,,
2019,26,City Facilities,Police Academy Building - Phase I-Design,R961,Police Facilities,2003 General Obligation Bond Program,Citywide,9/30/20,1733748,407046,1326702,0,0,0,1733748,,
2019,26,City Facilities,Police Headquarters - Garage Structural Repairs and Improvements,DS73,Police Facilities,2006 General Obligation Bond Program,2,12/30/19,160873,151275,9597,0,0,0,160873,,
2019,26,City Facilities,Police Substation - South Central - Construction,R963,Police Facilities,2003 General Obligation Bond Program,8,9/30/20,11933323,11936203,-2880,0,0,0,11933323,,
2019,26,City Facilities,Priority Major Maintenance,P717,Major Maintenance,Other GO CIP - Non- Debt,Citywide,9/30/24,9242331,8025183,1217147,0,0,0,9242331,,
2019,27,City Facilities,Public Art Projects- City Facilities,PA50,Public Art,2006 General Obligation Bond Program,Citywide,9/30/20,75974,0,75974,0,0,0,75974,,
2019,27,City Facilities,Public Arts Admin,PA61,Public Art,2017 General Obligation Bond Program,,,37155,0,37155,0,0,0,37155,,
2019,27,City Facilities,RB2 Renovovate 634 W Davis St 75208 CD1,VI11,Administrative and Internal Service Facilities,2017 General Obligation Bond Program,1,,0,0,0,350000,0,0,350000,2020,2020
2019,27,City Facilities,SC Patrol Station,VG39,Police Facilities,2017 General Obligation Bond Program,8,5/30/20,774000,247741,526259,0,0,0,774000,,
2019,27,City Facilities,SE Patrol Station,VG40,Police Facilities,2017 General Obligation Bond Program,5,5/30/20,775000,665552,109448,0,0,0,775000,,
2019,27,City Facilities,South Central Police Substation Parking Expansion,W067,Police Facilities,2006 General Obligation Bond Program,8,10/30/19,690193,636011,54182,0,0,0,690193,,
2019,27,City Facilities,Southwest Service Center - Fleet Maintenance - Roof,T770,City and Municipal Court Facilities,2006 General Obligation Bond Program,3,9/30/20,568699,482258,86442,0,0,0,568699,,
