cip_year,source_page,department,project_name,project_id,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2020,year_2021,year_2022,project_total,start_year,end_year
2019,62,Flood Protection & Storm Drainage Management,Loganwood 3602,VD69,Stormwater Drainage Management,2017 General Obligation Bond Program,5,Ongoing,0,0,0,51200,204800,0,256000,2020,2021
2019,62,Flood Protection & Storm Drainage Management,"Lone Star Detention Basin, Dredging",W416,Storm Drainage Relief System,Other GO CIP - Non- Debt,6,Ongoing,0,0,0,87912,0,578088,666000,2020,2022
2019,62,Flood Protection & Storm Drainage Management,Master Plans / Floodplain Management Studies,W417,Storm Drainage Relief System,Other GO CIP - Non- Debt,Citywide,Ongoing,0,0,0,3500000,0,0,3500000,2020,2020
2019,63,Flood Protection & Storm Drainage Management,"Meadowcliff 10720, 10726",VD13,Erosion Control,2017 General Obligation Bond Program,10,Ongoing,853000,0,853000,0,0,0,853000,,
2019,63,Flood Protection & Storm Drainage Management,Meandering Way 16209,VD81,Stormwater Drainage Management,2017 General Obligation Bond Program,12,Ongoing,13320,0,13320,0,60680,0,74000,2021,2021
2019,63,Flood Protection & Storm Drainage Management,"Mercedes 6607, 6615, 6621",S742,Erosion Control,2012 General Obligation Bond Program,9,Ongoing,214565,213623,942,0,0,0,214565,,
2019,63,Flood Protection & Storm Drainage Management,"Mercer Place, 9056",W418,Storm Drainage Relief System,Other GO CIP - Non- Debt,9,Ongoing,0,0,0,0,0,21000,21000,2022,2022
2019,63,Flood Protection & Storm Drainage Management,Milverton @ Palisade,VD73,Stormwater Drainage Management,2017 General Obligation Bond Program,5,Ongoing,0,0,0,87000,783000,0,870000,2020,2021
2019,63,Flood Protection & Storm Drainage Management,Monte Carlo 1600 and 3400 block (Repetitive Loss Area 37),W274,Stormwater Drainage Management,Other GO CIP - Non- Debt,4,Ongoing,0,0,0,200000,0,0,200000,2020,2020
2019,63,Flood Protection & Storm Drainage Management,Morning Dew Circle 3844 (RL Area 39),VD55,Stormwater Drainage Management,2017 General Obligation Bond Program,4,Ongoing,27000,0,27000,0,108000,0,135000,2021,2021
2019,63,Flood Protection & Storm Drainage Management,"Munger, 1300, 1301",VD40,Stormwater Drainage Management,2017 General Obligation Bond Program,"2, 14",Ongoing,16000,0,16000,0,64000,0,80000,2021,2021
2019,63,Flood Protection & Storm Drainage Management,Nandina - Pine Trail Area,VD63,Stormwater Drainage Management,2017 General Obligation Bond Program,8,Ongoing,182000,0,182000,0,728000,0,910000,2021,2021
2019,63,Flood Protection & Storm Drainage Management,"Nedra Way, 15821, 15827",VD25,Erosion Control,2017 General Obligation Bond Program,12,Ongoing,29000,0,29000,0,116000,0,145000,2021,2021
2019,63,Flood Protection & Storm Drainage Management,Oak Creek Circle 3504 - 3508 RL Voluntary Purchase,VD09,Storm Drainage Relief System,2017 General Obligation Bond Program,5,Ongoing,177238,176289,949,0,0,0,177238,,
2019,63,Flood Protection & Storm Drainage Management,Oates Drive 1407,VD19,Erosion Control,2017 General Obligation Bond Program,9,Ongoing,38000,0,38000,0,152000,0,190000,2021,2021
2019,63,Flood Protection & Storm Drainage Management,"Ohio, W. 412, 416",W236,Stormwater Drainage Management,Other GO CIP - Non- Debt,4,Ongoing,111875,0,111875,0,0,0,111875,,
2019,63,Flood Protection & Storm Drainage Management,Pagewood 10553,S743,Erosion Control,2012 General Obligation Bond Program,11,Ongoing,29700,0,29700,0,0,0,29700,,
2019,63,Flood Protection & Storm Drainage Management,"Pandora Circle, 13344",W419,Storm Drainage Relief System,Other GO CIP - Non- Debt,10,Ongoing,0,0,0,0,0,42000,42000,2022,2022
2019,63,Flood Protection & Storm Drainage Management,Parkdale Bridge - White Rock Creek Tributary,VD08,Erosion Control,2017 General Obligation Bond Program,7,Ongoing,97000,0,97000,0,0,0,97000,,
2019,63,Flood Protection & Storm Drainage Management,Parrish Branch Culvert @ Wheatland Rd.,W237,Stormwater Drainage Management,Other GO CIP - Non- Debt,8,Ongoing,460000,0,460000,0,0,0,460000,,
2019,63,Flood Protection & Storm Drainage Management,"Paul Quinn College, 3837 Simpson Stewart Road",W238,Stormwater Drainage Management,Other GO CIP - Non- Debt,8,Ongoing,412500,0,412500,0,0,0,412500,,
2019,63,Flood Protection & Storm Drainage Management,Pensive Drive Channel/Walnut Hill Relief System,W212,Stormwater Drainage Management,Other GO CIP - Non- Debt,Citywide,Ongoing,1066051,0,1066051,0,9958949,0,11025000,2021,2021
2019,64,Flood Protection & Storm Drainage Management,"Pentagon Parkway, W. 1122",VD06,Erosion Control,2017 General Obligation Bond Program,4,Ongoing,480000,0,480000,0,0,0,480000,,
2019,64,Flood Protection & Storm Drainage Management,Pleasant Branch - Tonawanda to Bruton,W261,Stormwater Drainage Management,Other GO CIP - Non- Debt,5,Ongoing,0,0,0,0,204543,0,204543,2021,2021
2019,64,Flood Protection & Storm Drainage Management,Pleasant Branch - Tonawanda to Bruton (PB3171),W279,Stormwater Drainage Management,Other GO CIP - Non- Debt,5,Ongoing,0,0,0,2208449,0,2009087,4217536,2020,2022
2019,64,Flood Protection & Storm Drainage Management,Prairie Creek Channel & Bridge Improvement @ 175,VD70,Stormwater Drainage Management,2017 General Obligation Bond Program,5,Ongoing,0,0,0,243400,973600,0,1217000,2020,2021
2019,64,Flood Protection & Storm Drainage Management,Prairie Oak Drive 9321 (RL Area 33),VD66,Stormwater Drainage Management,2017 General Obligation Bond Program,5,Ongoing,0,0,0,85000,340000,0,425000,2020,2021
2019,64,Flood Protection & Storm Drainage Management,"Preston Bend Drive, 17110",W420,Storm Drainage Relief System,Other GO CIP - Non- Debt,12,Ongoing,0,0,0,0,0,67200,67200,2022,2022
2019,64,Flood Protection & Storm Drainage Management,"Preston Hollow Channel, Phases 1& 2, Desco",VD51,Stormwater Drainage Management,2017 General Obligation Bond Program,13,Ongoing,0,0,0,185900,1673100,0,1859000,2020,2021
2019,64,Flood Protection & Storm Drainage Management,Pruitt Branch Tributary Culvert Imprv @ Kingsfield,VD64,Stormwater Drainage Management,2017 General Obligation Bond Program,8,Ongoing,84000,0,84000,0,336000,0,420000,2021,2021
2019,64,Flood Protection & Storm Drainage Management,Public Erosion control,VD15,Erosion Control,2017 General Obligation Bond Program,Citywide,Ongoing,310000,0,310000,0,0,0,310000,,
2019,64,Flood Protection & Storm Drainage Management,"Putting Green 6521, 6629, 6637, 6729",VD03,Erosion Control,2017 General Obligation Bond Program,3,Ongoing,800000,0,800000,0,0,0,800000,,
2019,64,Flood Protection & Storm Drainage Management,"Pyka, 3918",W239,Stormwater Drainage Management,Other GO CIP - Non- Debt,3,Ongoing,232000,0,232000,0,0,0,232000,,
2019,64,Flood Protection & Storm Drainage Management,Rawlings-Douglas to Knight Drainage Relief,W197,Stormwater Drainage Management,Other GO CIP - Non- Debt,14,Ongoing,1820318,0,1820318,0,1549237,0,3369555,2021,2021
2019,64,Flood Protection & Storm Drainage Management,Red Bird Branch Culvert @ Red Bird Lane,W421,Storm Drainage Relief System,Other GO CIP - Non- Debt,3,Ongoing,0,0,0,0,0,270000,270000,2022,2022
2019,64,Flood Protection & Storm Drainage Management,Rembrandt Terrace 18731,W240,Stormwater Drainage Management,Other GO CIP - Non- Debt,12,Ongoing,165000,0,165000,0,0,0,165000,,
2019,64,Flood Protection & Storm Drainage Management,Rexford Drive @ Shorecrest Drive,VD53,Stormwater Drainage Management,2017 General Obligation Bond Program,13,Ongoing,18477,0,18477,0,149523,0,168000,2021,2021
2019,64,Flood Protection & Storm Drainage Management,Richwood,W241,Stormwater Drainage Management,Other GO CIP - Non- Debt,3,Ongoing,2034376,0,2034376,0,0,0,2034376,,
2019,64,Flood Protection & Storm Drainage Management,"Riverhill Drive, 17418",VD22,Erosion Control,2017 General Obligation Bond Program,12,Ongoing,37600,0,37600,0,150400,0,188000,2021,2021
2019,64,Flood Protection & Storm Drainage Management,Riverview 6431 - W422,W422,Storm Drainage Relief System,Other GO CIP - Non- Debt,12,Ongoing,0,0,0,633000,0,0,633000,2020,2020
2019,64,Flood Protection & Storm Drainage Management,Rosemont Rd 7322,S745,Erosion Control,2006 General Obligation Bond Program,5,Ongoing,5748,0,5748,0,0,0,5748,,
2019,64,Flood Protection & Storm Drainage Management,Royal Lane 7832 - 7920,S746,Erosion Control,1995 General Obligation Bond Program,11,Ongoing,1036,551,485,0,0,0,1036,,
2019,65,Flood Protection & Storm Drainage Management,"Royal Lane, 3162 (RL Area 7)",VD52,Stormwater Drainage Management,2017 General Obligation Bond Program,13,Ongoing,0,0,0,22000,198000,0,220000,2020,2021
2019,65,Flood Protection & Storm Drainage Management,"Royal Lane, 7012",VD50,Stormwater Drainage Management,2017 General Obligation Bond Program,11,Ongoing,0,0,0,105000,945000,0,1050000,2020,2021
2019,65,Flood Protection & Storm Drainage Management,Royal Lne 9750 [Jackson Branch - E Branch],S747,Erosion Control,2006 General Obligation Bond Program / 2012 General Obligation Bond Program,10,Ongoing,358840,321005,37835,0,0,0,358840,,
2019,65,Flood Protection & Storm Drainage Management,Sanford Ave Relief System,W199,Stormwater Drainage Management,Other GO CIP - Non- Debt,9,Ongoing,0,0,0,0,4550140,0,4550140,2021,2021
2019,65,Flood Protection & Storm Drainage Management,"Shady Hollow Ct, 3300 Block & Boulder Drive",VD16,Erosion Control,2017 General Obligation Bond Program,3,Ongoing,340000,0,340000,0,1360000,0,1700000,2021,2021
2019,65,Flood Protection & Storm Drainage Management,"Sinclair, 10514",W423,Storm Drainage Relief System,Other GO CIP - Non- Debt,9,Ongoing,0,0,0,0,0,21000,21000,2022,2022
2019,65,Flood Protection & Storm Drainage Management,Skillman 7920 [Jackson Branch - E Branch],S748,Erosion Control,2012 General Obligation Bond Program,10,Ongoing,360749,358554,2196,0,0,0,360749,,
2019,65,Flood Protection & Storm Drainage Management,Skillman 8109,S749,Erosion Control,1995 General Obligation Bond Program,10,Ongoing,320,0,320,0,0,0,320,,
2019,65,Flood Protection & Storm Drainage Management,Sorcey Road @ White Ash,VD41,Stormwater Drainage Management,2017 General Obligation Bond Program,3,Ongoing,13000,0,13000,0,52000,0,65000,2021,2021
2019,65,Flood Protection & Storm Drainage Management,South Branch Culvert Louisiana,W242,Stormwater Drainage Management,Other GO CIP - Non- Debt,1,Ongoing,165900,0,165900,0,0,0,165900,,
2019,65,Flood Protection & Storm Drainage Management,"South Lamar Ph. 2 - Pear, Mooney, Bannock Area",W424,Storm Drainage Relief System,Other GO CIP - Non- Debt,2,Ongoing,0,0,0,0,0,400000,400000,2022,2022
2019,65,Flood Protection & Storm Drainage Management,Sperry St 3220,S750,Erosion Control,2012 General Obligation Bond Program,9,Ongoing,85391,13991,71400,0,0,0,85391,,
2019,65,Flood Protection & Storm Drainage Management,Spring Grove 13316,S751,Erosion Control,2012 General Obligation Bond Program,11,Ongoing,74045,14715,59330,0,0,0,74045,,
2019,65,Flood Protection & Storm Drainage Management,Spring Valley 8444,S752,Erosion Control,2006 General Obligation Bond Program / 2012 General Obligation Bond Program,11,Ongoing,438416,227970,210446,0,0,0,438416,,
2019,65,Flood Protection & Storm Drainage Management,Squaw Valley 17628,S754,Erosion Control,2012 General Obligation Bond Program,12,Ongoing,93641,15951,77690,0,0,0,93641,,
2019,65,Flood Protection & Storm Drainage Management,"Squaw Valley, 17614",W425,Storm Drainage Relief System,Other GO CIP - Non- Debt,12,Ongoing,0,0,0,0,0,25200,25200,2022,2022
2019,65,Flood Protection & Storm Drainage Management,State-Thomas - Flora/Boll to Fairmont,VD45,Stormwater Drainage Management,2017 General Obligation Bond Program,14,Ongoing,99000,0,99000,0,396000,0,495000,2021,2021
2019,65,Flood Protection & Storm Drainage Management,State-Thomas - Hallsville/Worthington,VD44,Stormwater Drainage Management,2017 General Obligation Bond Program,14,Ongoing,127200,0,127200,0,508800,0,636000,2021,2021
2019,66,Flood Protection & Storm Drainage Management,Stedman Cir 17309 & 17315,VD21,Erosion Control,2017 General Obligation Bond Program,12,Ongoing,60000,0,60000,0,240000,0,300000,2021,2021
2019,66,Flood Protection & Storm Drainage Management,"Summer Creek Circle 6145, 6153, 6155, 6157",W426,Storm Drainage Relief System,Other GO CIP - Non- Debt,13,Ongoing,0,0,0,0,0,1680000,1680000,2022,2022
2019,66,Flood Protection & Storm Drainage Management,"Summer Creek Crc 6121, 6123, 6125, 6127, 6139, 6141",S755,Erosion Control,1995 General Obligation Bond Program / 2006 General Obligation Bond Program / 2012 General Obligation Bond Program,13,Ongoing,299616,308415,-8799,0,0,0,299616,,
2019,66,Flood Protection & Storm Drainage Management,"Talbot Parkway, 6760",VD05,Erosion Control,2017 General Obligation Bond Program,3,Ongoing,365000,0,365000,0,0,0,365000,,
2019,66,Flood Protection & Storm Drainage Management,Teakwood Elmridge Drainage Relief,VD49,Stormwater Drainage Management,2017 General Obligation Bond Program,11,Ongoing,0,0,0,65000,585000,0,650000,2020,2021
2019,66,Flood Protection & Storm Drainage Management,Throckmorton-Reagan- Drainage Improvements,W198,Stormwater Drainage Management,Other GO CIP - Non- Debt,2,Ongoing,907986,0,907986,0,0,0,907986,,
2019,66,Flood Protection & Storm Drainage Management,Timber Trail Dr. 10245,W243,Stormwater Drainage Management,Other GO CIP - Non- Debt,13,Ongoing,406250,0,406250,0,0,0,406250,,
2019,66,Flood Protection & Storm Drainage Management,"Trammel Drive, 6561",W427,Storm Drainage Relief System,Other GO CIP - Non- Debt,9,Ongoing,0,0,0,0,0,21000,21000,2022,2022
2019,66,Flood Protection & Storm Drainage Management,Tranquilla Dr 1251,S758,Erosion Control,2012 General Obligation Bond Program,9,Ongoing,142220,141263,958,0,0,0,142220,,
2019,66,Flood Protection & Storm Drainage Management,"Tree Shadow Trail, 5910",VD79,Stormwater Drainage Management,2017 General Obligation Bond Program,12,Ongoing,164520,0,164520,0,749480,0,914000,2021,2021
2019,66,Flood Protection & Storm Drainage Management,Trinity River Corridor Pr,N962,Flood Management,1998 General Obligation Bond Program / Federal Grant [non Consolidated Plan],Citywide,Ongoing,29283148,28460625,822523,0,0,0,29283148,,
2019,66,Flood Protection & Storm Drainage Management,Turnpike Distribution IV IH30-Commerce,VD36,Stormwater Drainage Management,2017 General Obligation Bond Program,6,Ongoing,44800,0,44800,0,179200,0,224000,2021,2021
2019,66,Flood Protection & Storm Drainage Management,Turtle Creek - Trib 1 Culvert,VD46,Stormwater Drainage Management,2017 General Obligation Bond Program,Citywide,Ongoing,50000,0,50000,0,200000,0,250000,2021,2021
2019,66,Flood Protection & Storm Drainage Management,Turtle Creek @ Bowen Area - Storm Drainage Relief,W428,Storm Drainage Relief System,Other GO CIP - Non- Debt,14,Ongoing,0,0,0,0,0,48000,48000,2022,2022
2019,66,Flood Protection & Storm Drainage Management,Turtle Creek Greenbelt Site 1- Bike Trail,S759,Erosion Control,2012 General Obligation Bond Program,14,Ongoing,320335,222800,97535,0,0,0,320335,,
2019,"66, 67",Flood Protection & Storm Drainage Management,Twin Falls Park Trail,S761,Erosion Control,2006 General Obligation Bond Program / 2012 General Obligation Bond Program,3,Ongoing,424688,257100,167588,0,0,0,424688,,
2019,67,Flood Protection & Storm Drainage Management,"Twin Lakes, Dredging",W429,Storm Drainage Relief System,Other GO CIP - Non- Debt,5,Ongoing,0,0,0,71016,0,702984,774000,2020,2022
2019,67,Flood Protection & Storm Drainage Management,Urban 3100 Private Erosion Control,VD07,Erosion Control,2017 General Obligation Bond Program,5,Ongoing,250000,0,250000,0,0,0,250000,,
2019,67,Flood Protection & Storm Drainage Management,"Versailles, 3500",VD83,Stormwater Drainage Management,2017 General Obligation Bond Program,13,Ongoing,20600,0,20600,0,183209,2191,206000,2021,2022
2019,67,Flood Protection & Storm Drainage Management,"Vinemont Channel, Drainage Diversion",VD29,Stormwater Drainage Management,2017 General Obligation Bond Program,9,Ongoing,5011577,0,5011577,0,588423,0,5600000,2021,2021
2019,67,Flood Protection & Storm Drainage Management,Vinewood Drive 8725,W244,Stormwater Drainage Management,Other GO CIP - Non- Debt,9,Ongoing,240000,0,240000,0,0,0,240000,,
2019,67,Flood Protection & Storm Drainage Management,White Rock Creek Drainage Study update (PB175010) - of 1989 FPMS Study,W269,Stormwater Drainage Management,Other GO CIP - Non- Debt,10,Ongoing,275000,0,275000,275000,0,0,550000,2020,2020
2019,67,Flood Protection & Storm Drainage Management,Whitehurst 9727 [Jackson Branch - E Branch],S762,Erosion Control,2012 General Obligation Bond Program,10,Ongoing,345900,32259,313641,0,0,0,345900,,
2019,67,Flood Protection & Storm Drainage Management,Wild Oak 2488,S764,Erosion Control,1995 General Obligation Bond Program,7,Ongoing,885,745,140,0,0,0,885,,
2019,67,Flood Protection & Storm Drainage Management,Woody Branch @ S Polk St,W430,Storm Drainage Relief System,Other GO CIP - Non- Debt,3,Ongoing,0,0,0,0,0,659500,659500,2022,2022
2019,67,Flood Protection & Storm Drainage Management,Woody Branch Floodplain Management Study (TWM000075),W271,Stormwater Drainage Management,Other GO CIP - Non- Debt,4,Ongoing,0,0,0,0,0,250000,250000,2022,2022
2019,67,Flood Protection & Storm Drainage Management,Wynnewood Village Drainage Improvements,VD32,Stormwater Drainage Management,2017 General Obligation Bond Program,1,Ongoing,1157857,1151427,6430,0,569143,0,1727000,2021,2021
2019,75,Park & Recreation,Accessibility and Code Compliance,T046,"Code Compliance, Safety and Security",2006 General Obligation Bond Program,Citywide,12/31/99,923651,856219,67432,0,0,0,923651,,
2019,75,Park & Recreation,ADA/Code Allowance (locations TBD),VB14,"Code Compliance, Safety and Security",2017 General Obligation Bond Program,Citywide,12/31/99,0,0,0,25000,125000,0,150000,2020,2021
2019,75,Park & Recreation,Add Discretionary Funds [Singing Hills Rec. Ctr.[Amended],VB54,Recreation Centers,2017 General Obligation Bond Program,3,7/19/19,915000,0,915000,0,0,0,915000,,
2019,75,Park & Recreation,African American Museum,VC03,Fair Park,2017 General Obligation Bond Program,Citywide,9/19/19,2094176,113645,1980531,0,0,0,2094176,,
2019,75,Park & Recreation,Anderson Bonner - Playground - New,VK46,Playground Improvement,2017 General Obligation Bond Program,11,6/22/22,0,0,0,0,30000,190000,220000,2021,2022
2019,75,Park & Recreation,Anderson Bonner - Renovate Soccer Field #3 with lights and bleachers,VK47,Community Parks,2017 General Obligation Bond Program,11,6/22/22,0,0,0,0,70000,430000,500000,2021,2022
2019,75,Park & Recreation,Aquarium Annex,VC11,Fair Park,2017 General Obligation Bond Program,Citywide,1/19/19,600000,546575,53425,0,0,0,600000,,
2019,75,Park & Recreation,Aquatic Facilities with Support Buildings,W109,Aquatic Facilities,2006 General Obligation Bond Program / Other GO CIP - Non- Debt,Citywide,12/31/99,28391217,27355571,1035646,0,0,0,28391217,,
2019,75,Park & Recreation,Aquatic Master Plan Implement-Ph 1,VB01,Aquatic Facilities,2017 General Obligation Bond Program,Citywide,5/30/19,10835000,10615000,220000,0,0,0,10835000,,
2019,75,Park & Recreation,Aquatics Master Plan Implementation-Ph 2A [Exline - Bahama],VB02,Aquatic Facilities,2017 General Obligation Bond Program,Citywide,12/31/99,13002000,1322247,11679753,0,0,0,13002000,,
2019,75,Park & Recreation,Arcadia Park - Add lighting at outdoor basketball gym,VB82,Community Parks,2017 General Obligation Bond Program,6,12/31/18,29550,17182,12368,0,0,0,29550,,
2019,75,Park & Recreation,Athletic Field Lighting,T010,Major Park Facilities,2006 General Obligation Bond Program,Citywide,Ongoing,1195136,865054,330082,0,0,0,1195136,,
2019,75,Park & Recreation,B. B. Owen Park - Site Development,VK39,Erosion Control,2017 General Obligation Bond Program,10,6/20/20,49250,0,49250,200000,0,0,249250,2020,2020
2019,75,Park & Recreation,Bachman Lake Park - Regional Family Aquatic Center - Phase 1,VB83,Aquatic Facilities,2017 General Obligation Bond Program,6,5/21/21,3447500,651312,2796188,0,0,0,3447500,,
2019,75,Park & Recreation,Bachman Lake site devel,T012,Site Development,2006 General Obligation Bond Program,6,3/1/18,2180789,1132262,1048527,0,0,0,2180789,,
2019,75,Park & Recreation,Bachman Lake Skatepark,VB11,Site Development,2017 General Obligation Bond Program,6,6/15/22,575000,0,575000,3000000,0,0,3575000,2020,2020
2019,76,Park & Recreation,Bachman Rec. Ctr. Ren.,VB23,Recreation Centers,2017 General Obligation Bond Program,6,6/22/18,3737548,333865,3403682,0,0,0,3737548,,
2019,76,Park & Recreation,Bachman Regional Family Aquatic Center - Phase 1 (with CD 6),VB48,Aquatic Facilities,2017 General Obligation Bond Program,2,5/21/21,2462500,156650,2305850,0,0,0,2462500,,
2019,76,Park & Recreation,"Barry Barker Park - pavilion, park furnishings, ADA drinking fountain",VK71,"Code Compliance, Safety and Security",2017 General Obligation Bond Program,12,11/20/20,48568,0,48568,99170,500000,0,647738,2020,2021
2019,76,Park & Recreation,Beckley Saner Park - Renovate backstop at 2 softball fields,VB61,Community Parks,2017 General Obligation Bond Program,4,12/31/21,400000,0,400000,0,0,0,400000,,
2019,76,Park & Recreation,Bentwood Park - tennis - add player benches; park furnishings,VK64,Neighborhood Park Facilities,2017 General Obligation Bond Program,12,6/20/20,0,0,0,50000,0,0,50000,2020,2020
2019,76,Park & Recreation,"Bisbee Park - Parking lot, clearing/grubbing, and signage",VB68,Neighborhood Park Facilities,2017 General Obligation Bond Program,5,6/22/22,0,0,0,40000,110000,0,150000,2020,2021
2019,76,Park & Recreation,Bishop Flores Park - Connecting walkway to neighborhood,VB86,Neighborhood Park Facilities,2017 General Obligation Bond Program,6,1/15/21,74438,0,74438,700000,0,0,774438,2020,2020
2019,76,Park & Recreation,"Bluffview Pk - playgrnd expansion, shade structure-site dev",VK79,Playground Improvement,2017 General Obligation Bond Program,13,6/20/20,344900,35282,309618,0,0,0,344900,,
2019,76,Park & Recreation,Bonnie View Park - Playground expansion,VB55,Playground Improvement,2017 General Obligation Bond Program,4,6/21/21,25000,0,25000,150000,0,0,175000,2020,2020
2019,76,Park & Recreation,Brownwood - Erosion Control,VB73,Erosion Control,2017 General Obligation Bond Program,6,12/20/20,120000,48215,71785,280000,0,0,400000,2020,2020
2019,76,Park & Recreation,Brownwood Park - Soccer Field,VB74,Community Parks,2017 General Obligation Bond Program,6,12/20/20,78800,24107,54693,120000,0,0,198800,2020,2020
2019,76,Park & Recreation,Campbell Green Park - Site Improvements,VK61,Site Development,2017 General Obligation Bond Program,12,6/21/21,0,0,0,300000,0,0,300000,2020,2020
2019,76,Park & Recreation,Canterbury-Edgefield Pathway Connection Improv,W144,Hike and Bike Trails,2006 General Obligation Bond Program / 2012 General Obligation Bond Program,1,9/30/19,97074,51411,45663,0,0,0,97074,,
2019,76,Park & Recreation,Casa Linda Park - Basketball,VK18,Neighborhood Park Facilities,2017 General Obligation Bond Program,9,5/20/20,0,0,0,35000,0,0,35000,2020,2020
2019,76,Park & Recreation,Casa Linda Park Picnic Pavilion,VK17,Neighborhood Park Facilities,2017 General Obligation Bond Program,9,5/20/20,78800,0,78800,345000,0,0,423800,2020,2020
2019,76,Park & Recreation,Casa view Park - Walking Trail,VK19,Hike and Bike Trails,2017 General Obligation Bond Program,9,5/20/20,0,0,0,0,400000,0,400000,2021,2021
2019,77,Park & Recreation,Centennial Building,VC08,Fair Park,2017 General Obligation Bond Program,Citywide,11/22/22,0,0,0,0,750000,3650000,4400000,2021,2022
2019,77,Park & Recreation,Central Square - Playground replacement,VK90,Playground Improvement,2017 General Obligation Bond Program,14,6/15/21,220000,15394,204606,0,0,0,220000,,
2019,77,Park & Recreation,Chalk Hill Trail land acq,T038,Park Land Acquisition,2006 General Obligation Bond Program,3,12/31/99,2797977,1719003,1078974,0,0,0,2797977,,
2019,77,Park & Recreation,"Churchill Recreation Center - Major Maintenance, HVAC",VK48,Major Park Facilities,2017 General Obligation Bond Program,11,4/20/20,50000,0,50000,200000,0,0,250000,2020,2020
2019,77,Park & Recreation,Circuit Trail - The LOOP (Match),VB05,Hike and Bike Trails,2017 General Obligation Bond Program,"2, 4, 5, 6, 7, 9",12/31/99,6600125,0,6600125,12900000,0,0,19500125,2020,2020
2019,77,Park & Recreation,Citywide Security Lighting,T044,"Code Compliance, Safety and Security",2006 General Obligation Bond Program,Citywide,12/31/99,1012798,741964,270834,0,0,0,1012798,,
2019,77,Park & Recreation,Coliseum,VC06,Fair Park,2017 General Obligation Bond Program,Citywide,7/22/22,0,0,0,1000000,8500000,0,9500000,2020,2021
2019,77,Park & Recreation,Coombs Creek Trail - from Hampton/Davis to Moss Park,VB36,Hike and Bike Trails,2017 General Obligation Bond Program,1,6/15/22,397000,244907,152093,1600000,0,0,1997000,2020,2020
2019,77,Park & Recreation,Coombs Trinity Connect,W054,Hike and Bike Trails,2012 General Obligation Bond Program,1,9/30/21,330000,0,330000,0,0,0,330000,,
2019,77,Park & Recreation,Cotillion Park - Player Bench Enclosure,VK20,Neighborhood Park Facilities,2017 General Obligation Bond Program,9,6/19/19,15537,0,15537,0,0,0,15537,,
2019,77,Park & Recreation,Cotillion Park - Security Lighting,VK21,"Code Compliance, Safety and Security",2017 General Obligation Bond Program,9,6/21/21,59863,0,59863,0,0,0,59863,,
2019,77,Park & Recreation,Cottonwood Park - Playground - Add Equipment,VK49,Playground Improvement,2017 General Obligation Bond Program,11,6/20/20,0,0,0,150000,0,0,150000,2020,2020
2019,77,Park & Recreation,Craddock Park - Playground expansion,VK87,Playground Improvement,2017 General Obligation Bond Program,14,6/21/21,197750,12496,185254,0,0,0,197750,,
2019,77,Park & Recreation,Crawford Memorial Park - Phase 1,VB15,Site Development,2017 General Obligation Bond Program,5,6/15/22,985000,0,985000,6700000,0,0,7685000,2020,2020
2019,77,Park & Recreation,"Cummings Park - Parking lot (rear), renovate and expand with concrete",VB58,Community Parks,2017 General Obligation Bond Program,4,6/23/23,0,0,0,0,50000,300000,350000,2021,2022
2019,77,Park & Recreation,Cummings Park - Walking loop trail - 6' wide - 1/4 mi. - new,VB59,Hike and Bike Trails,2017 General Obligation Bond Program,4,6/23/23,0,0,0,0,50000,100000,150000,2021,2022
2019,77,Park & Recreation,Dallas Arboretum (Match),VB09,Dallas Arboretum,2017 General Obligation Bond Program,9,12/31/21,0,0,0,0,1000000,0,1000000,2021,2021
2019,77,Park & Recreation,Dallas Water Gardens (Match) (Amendment - 8/9/17),VB31,Major Park Facilities,2017 General Obligation Bond Program,2,6/15/23,0,0,0,0,7500000,0,7500000,2021,2021
2019,78,Park & Recreation,Dallas Zoo (Match),VB08,Dallas Zoo,2017 General Obligation Bond Program,4,12/31/21,0,0,0,3500000,0,0,3500000,2020,2020
2019,78,Park & Recreation,Danieldale Park - Playground replacement (at end of life),VK11,Playground Improvement,2017 General Obligation Bond Program,8,6/20/20,40000,20207,19793,180000,0,0,220000,2020,2020
2019,78,Park & Recreation,Derek L. Geter [Scotland] Park - Park furnishings package,VB60,Mini Park,2017 General Obligation Bond Program,4,12/19/19,59100,6037,53063,0,0,0,59100,,
2019,78,Park & Recreation,Devon Anderson Park - Replace playground equipment,VB65,Playground Improvement,2017 General Obligation Bond Program,5,6/21/21,0,0,0,100000,0,0,100000,2020,2020
2019,78,Park & Recreation,Dickerson Street,P516,Special Use Areas,Other GO CIP - Non- Debt,Citywide,12/31/99,1032027,8810,1023217,0,0,0,1032027,,
2019,78,Park & Recreation,Discretionary Funding [Singing Hills R.C.] [Amended-8-9-17],VK15,Recreation Centers,2017 General Obligation Bond Program,8,7/19/19,992500,0,992500,0,0,0,992500,,
2019,78,Park & Recreation,District 6 Service Center,P763,Park Land Acquisition,2006 General Obligation Bond Program,10,7/31/18,4687481,4676632,10848,0,0,0,4687481,,
2019,78,Park & Recreation,Dixon Branch Greenbelt - Park Furnishings,VK22,Linear/Linkage,2017 General Obligation Bond Program,9,6/18/18,0,0,0,0,65507,0,65507,2021,2021
