cip_year,project_type,source_page,department,project_name,project_id,address_location,start_year,end_year,project_description,project_justification,previous_appropriations,project_total,year_2023,year_2024,currency_unit
2023,Stormwater Drainage Management,95,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Kushla 3800 @ Grinnell,W758,,,,,,0.0,1840000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,95,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Lafayette Heights Branch Culvert @ Plymouth Road,W858,,,,,,0.0,560000.0,67200.0,0.0,$K
2023,Stormwater Drainage Management,95,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Lake Cliff Dam Rehabilitation,W860,,,,,,0.0,14000000.0,1680000.0,0.0,$K
2023,Stormwater Drainage Management,95,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Lake Cliff Dam Seepage Project,W859,,,,,,0.0,1500000.0,0.0,1500000.0,$K
2023,Stormwater Drainage Management,95,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Lake Highlands Town Center, Dredge Proje",VD77,,,2024,,,205702.0,205702.0,0.0,0.0,$K
2023,Stormwater Drainage Management,95,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Lake Highlands Town Center, Dredge Project",VD77,,,2024,,,1764043.0,1764043.0,0.0,0.0,$K
2023,Flood Management,95,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Lake June @ St. Augustine,VD72,,,2025,,,871272.0,871272.0,0.0,0.0,$K
2023,Stormwater Drainage Management,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Lane Park - 7100 to 7300 Block,W760,,,,,,0.0,3255000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Lansford 1215,X016,,,,,,0.0,1330000.0,199500.0,0.0,$K
2023,Stormwater Drainage Management,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Lansford 1808,X017,,,,,,0.0,350000.0,52500.0,297500.0,$K
2023,Stormwater Drainage Management,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Linwood Place, Rector Place, Briarwood Storm Drainage Relief",X018,,,,,,0.0,1200000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Lisbon Area C,W204,,,2025,,,1654300.0,1654300.0,0.0,0.0,$K
2023,Storm Drainage Relief System,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Lively Lane, 3808",VD48,,,2024,,,80000.0,80000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,LLano Ave 6126 Storm Drainage Relief,X019,,,,,,0.0,5200000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Loganwood 3602,VD69,,,2025,,,256000.0,256000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Loree 1742,W761,,,,,,0.0,975000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,96,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Mapleleaf Circle/Mapleleaf Lane Area,W763,,,,,,0.0,1295000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Master Plans / Floodplain Management Studies,W417,,,2024,,,4540000.0,4540000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,McCommas Branch FPMS Alt 4,W277,,,2026,,,1098932.0,2498932.0,1400000.0,0.0,$K
2023,Flood Management,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,McCree BranchWhite Rock-Flood Management,T515,,,2023,,,41527.0,41527.0,0.0,0.0,$K
2023,Stormwater Drainage Management,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Meadow Lake Ave 7102 & Westlake 7203,W764,,,,,,0.0,4375000.0,0.0,0.0,$K
2023,Erosion Control,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Meadowcliff 10720, 10726",VD13,,,,,,398183.0,398183.0,0.0,0.0,$K
2023,Erosion Control,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Meadowcliff 10720, 10726",VD13,,,,,,690400.0,690400.0,0.0,0.0,$K
2023,Stormwater Drainage Management,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Meadowknoll 8911,W765,,,,,,0.0,176000.0,0.0,0.0,$K
2023,Erosion Control,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Meandering Way 16209,VD81,,,2025,,,218318.0,218318.0,0.0,0.0,$K
2023,Stormwater Drainage Management,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Meandering Way 16209,VD81,,,2025,,,5168.0,5168.0,0.0,0.0,$K
2023,Stormwater Drainage Management,97,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Medical District Drive Drainage Relief System Phase II,W863,,,,,,0.0,1554000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Melody Lane 6262 Site 1&2,W766,,,2026,,,253350.0,1689000.0,0.0,1435650.0,$K
2023,Stormwater Drainage Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Mercer Place, 9056",W790,,,2026,,,160000.0,160000.0,0.0,0.0,$K
2023,Flood Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Mill Creek Drainage Relief System - Phase I,T525,,,2025,,,153470.0,153470.0,0.0,0.0,$K
2023,Stormwater Drainage Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Mill Creek Drainage Relief System - Phase I,T525,,,2025,,,75238953.0,75238953.0,0.0,0.0,$K
2023,Stormwater Drainage Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Mill Creek Drainage Relief System - Phase I,T525,,,2025,,,4700000.0,4700000.0,0.0,0.0,$K
2023,Flood Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Mill Creek, Peaks Branch and State Thomas",S769,,,2025,,,216093652.0,216093652.0,0.0,0.0,$K
2023,Stormwater Drainage Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Milverton @ Palisade,VD73,,,2024,,,870000.0,870000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Milverton @ Palisade,VD73,,,2024,,,744050.0,744050.0,0.0,0.0,$K
2023,Stormwater Drainage Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Monte Carlo 1600 and 3400 block,W274,,,2025,,,923942.0,923942.0,0.0,0.0,$K
2023,Stormwater Drainage Management,98,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,N. Winnetka Ave. @ McBroom Street Drainage Relief,W767,,,,,,0.0,265000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,99,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Nandina - Pine Trail Area,VD63,,,2025,,,913500.0,913500.0,0.0,0.0,$K
2023,Stormwater Drainage Management,99,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Northcliff Drive 9804,W768,,,,,,0.0,490000.0,73500.0,416500.0,$K
2023,Stormwater Drainage Management,99,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Northwest Highway @ Tulane,W769,,,,,,0.0,11775000.0,0.0,2550000.0,$K
2023,Stormwater Drainage Management,99,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Ohio W. 412 416,W236,,,,,,23375.0,23375.0,0.0,0.0,$K
2023,Stormwater Drainage Management,99,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Pandora Circle, 13344",W419,,,2026,,,346990.0,346990.0,0.0,0.0,$K
2023,Erosion Control,99,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Parkdale Bridge - White Rock Creek Tributary,VD08,,,2024,,,97000.0,97000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,99,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Parkhurst - Brookhurst (Lake Highlands Baptist) Relief System,W867,,,,,,0.0,427200.0,0.0,0.0,$K
2023,Stormwater Drainage Management,99,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Parrish Branch Culvert @ Wheatland Rd.,W237,,,2024,,,562536.0,562536.0,0.0,0.0,$K
2023,Stormwater Drainage Management,99,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Peaks Branch Upper Basin Relief System (RL Area 13),W868,,,,,,0.0,19500000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Pensive Drive Channel/ Walnut Hill Relief System,W212,,,2025,,,11025000.0,11025000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Plano Pky. 8800,W770,,,,,,0.0,690000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Planters Glen 12542,X020,,,,,,0.0,200000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Pleasant Branch Tonawanda to Bruton,W279,,,2025,,,4686151.0,4686151.0,0.0,0.0,$K
2023,Stormwater Drainage Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Plymouth Road Drainage Relief (Avon to Bahama),W869,,,,,,0.0,400000.0,48000.0,0.0,$K
2023,Stormwater Drainage Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Polk Street 3425 (RL Area 38),W272,,,2026,,,440000.0,1100000.0,0.0,660000.0,$K
2023,Flood Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Prairie Creek Channel & Bridge Improvement @ 175,VD70,,,2025,,,701178.0,701178.0,0.0,0.0,$K
2023,Stormwater Drainage Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Prairie Oak Drive 9321 (RL Area 33),VD66,,,2025,,,425000.0,425000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Pratt St @ Mayrant Dr. Erosion Control,W870,,,,,,0.0,350000.0,42000.0,308000.0,$K
2023,Stormwater Drainage Management,100,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Preston Bend Drive, 17110",W420,,,2026,,,653148.0,653148.0,0.0,0.0,$K
2023,Stormwater Drainage Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Preston Creek Place 6166,W771,,,,,,0.0,150000.0,0.0,0.0,$K
2023,Flood Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Preston Hollow Channel, Phases 1& 2, Desco",VD51,,,2025,,,1854000.0,1854000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Pyka 3918,W239,,,2023,,,519617.0,519617.0,0.0,0.0,$K
2023,Stormwater Drainage Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Ravinia South, 123",W773,,,,,,0.0,250000.0,0.0,37500.0,$K
2023,Stormwater Drainage Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Red Bird Branch Culvert @ Red Bird Lane,W421,,,2026,,,1178448.0,1178448.0,0.0,0.0,$K
2023,Stormwater Drainage Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Repetitive Loss Properties,W872,,,2032,,,750000.0,2198370.0,888622.0,0.0,$K
2023,Storm Drainage Relief System,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Rexford Dr @ Shorecrest Dr,VD53,,,2025,,,407775.0,407775.0,0.0,0.0,$K
2023,Stormwater Drainage Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Roof & HVAC Replacements,W873,,,2032,,,250000.0,2850000.0,500000.0,300000.0,$K
2023,Stormwater Drainage Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Royal Lane, 3162 (RL Area 7)",VD52,,,2025,,,220000.0,220000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Royal Lane, 7012",VD50,,,2025,,,1658995.0,1658995.0,0.0,0.0,$K
2023,Stormwater Drainage Management,101,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Sage Valley - Wisteria Area,W776,,,,,,0.0,605000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,San Gabriel Drive 4300 Blk,W622,,,2026,,,1086750.0,7245000.0,0.0,6158250.0,$K
2023,Stormwater Drainage Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Sinclair, 10514",W423,,,2026,,,162196.0,162196.0,0.0,0.0,$K
2023,Stormwater Drainage Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Slaughter Branch Culvert Improvement @ NW Hwy,W876,,,,,,0.0,303600.0,0.0,0.0,$K
2023,Stormwater Drainage Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Sonnet Drive Drainage Relief System,W877,,,2026,,,372000.0,3100000.0,0.0,2728000.0,$K
2023,Flood Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Sorcey Road @ White Ash,VD41,,,2024,,,261267.0,261267.0,0.0,0.0,$K
2023,Stormwater Drainage Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"South Lamar Ph. 2 - Pear, Mooney, Bannock Area",W424,,,2026,,,454518.0,4054518.0,3600000.0,0.0,$K
2023,Erosion Control,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Spring Grove 13316,S751,,,,,,208831.0,208831.0,0.0,0.0,$K
2023,Stormwater Drainage Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,State-Thomas - Flora/Boll to Fairmont,VD45,,,2025,,,495000.0,495000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,State-Thomas - Hallsville/ Worthington,VD44,,,2024,,,987050.0,987050.0,0.0,0.0,$K
2023,Stormwater Drainage Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,State-Thomas @ Woodall Rodgers,T536,,,2025,,,2421392.0,2421392.0,0.0,0.0,$K
2023,Stormwater Drainage Management,102,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Storm Water Operations Facility,W879,,,,,,0.0,8000000.0,8000000.0,0.0,$K
2023,Stormwater Drainage Management,103,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Summer Creek Circle 6145, 6153, 6155, 6157",W426,,,2026,,,1925925.0,1925925.0,0.0,0.0,$K
2023,Erosion Control,103,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Teakwood Elmridge Drainage Relief,VD49,,,2024,,,617500.0,617500.0,0.0,0.0,$K
2023,Stormwater Drainage Management,103,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Teakwood Elmridge Drainage Relief,VD49,,,2024,,,314226.0,314226.0,0.0,0.0,$K
2023,Stormwater Drainage Management,103,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,ThrockmortonReagan-Drainage Improvements,W198,,,2025,,,6553018.0,6553018.0,0.0,0.0,$K
2023,Stormwater Drainage Management,103,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Trammel Drive, 6561",W427,,,2026,,,162176.0,162176.0,0.0,0.0,$K
2023,Stormwater Drainage Management,103,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Tree Shadow Trail, 5910",VD79,,,2025,,,396597.0,396597.0,0.0,0.0,$K
2023,Stormwater Drainage Management,103,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Trinity River - Lower East @ Bellevue Pressure Sewer,W880,,,,,,0.0,192000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,103,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Trinity River - Lower East @ RR / Courts Building,W882,,,,,,0.0,192000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,104,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Trinity River - Lower West @ Margaret Hunt Hill / Ron Kirk Pedestrian Bridge,W881,,,,,,0.0,300000.0,0.0,0.0,$K
2023,Erosion Control,104,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Turnpike Distribution IV IH30-Commerce,VD36,,,2024,,,162152.0,162152.0,0.0,0.0,$K
2023,Flood Management,104,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Turtle Creek - Trib 1 Culvert,VD46,,,,,,250000.0,250000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,104,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Turtle Creek @ Bowen Area - Storm Drainage Relief,W428,,,2026,,,48000.0,320000.0,272000.0,0.0,$K
2023,Stormwater Drainage Management,104,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Turtle Creek @ Hall,W780,,,,,,0.0,1164000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,104,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Turtle Creek @ Stonebridge,W781,,,,,,0.0,888000.0,0.0,0.0,$K
2023,Erosion Control,104,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Twin Creek 9726,S760,,,2025,,,874490.0,874490.0,0.0,0.0,$K
2023,Stormwater Drainage Management,104,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Twin Lakes, Dredging",W429,,,2024,,,619603.0,619603.0,0.0,0.0,$K
2023,Stormwater Drainage Management,104,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Tyler (S) - Berkley,W884,,,,,,0.0,3270000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,105,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,University Hills (Houston School St) Bridge@ Ricketts Branch,W783,,,2026,,,150000.0,1000000.0,0.0,850000.0,$K
2023,Trinity River Corridor Projects,105,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,USACE Partnership Funds,W397,,,2027,,,10500.0,10500.0,0.0,0.0,$K
2023,Stormwater Drainage Management,105,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Van Buren (N) - Cedar Hill Area,W784,,,,,,0.0,1200000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,105,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Versailles, 3500",VD83,,,2025,,,787199.0,787199.0,0.0,0.0,$K
2023,Flood Management,105,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Vinemont Channel, Drainage Diversion",VD29,,,2024,,,3088511.0,3088511.0,0.0,0.0,$K
2023,Stormwater Drainage Management,105,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Welch 11811,W785,,,,,,0.0,150000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,105,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,West Fork of Joes Creek Channel Repair - Brockbank Dr @ Channel Dr,W786,,,,,,0.0,1150000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,105,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,White Rock Creek Drainage Study update of 1989 FPMS Study,W269,,,2024,,,275000.0,275000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,105,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Williamson Branch FPMS Alt 2,W278,,,2027,,,2055000.0,13700000.0,0.0,4500000.0,$K
2023,Stormwater Drainage Management,106,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,WinslowHendersonBeeman Area Relief,W888,,,,,,0.0,4258800.0,0.0,0.0,$K
2023,Stormwater Drainage Management,106,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,"Woodlark Trail, 306",W788,,,,,,0.0,51000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,106,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Woody Branch @ S Polk St,W430,,,2025,,,659500.0,6595000.0,0.0,5935500.0,$K
2023,Stormwater Drainage Management,106,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Woody Branch Dam Rehabilitation,X021,,,,,,0.0,5000000.0,0.0,750000.0,$K
2023,Stormwater Drainage Management,106,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Woody Branch Floodplain Management Study,W271,,,2024,,,200000.0,200000.0,0.0,0.0,$K
2023,Stormwater Drainage Management,106,FLOOD PROTECTION AND STORM DRAINAGE MANAGEMENT,Yosemite 6664,W789,,,,,,0.0,42000.0,0.0,0.0,$K
