cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,previous_appropriations,project_total,2023,2024,2025
2023,Capital Improvement Program,26,Aviation Capital Program,Material Testing for Construction Work - W152,W152.1,2023,2023,0,551361,551361,0,0
2023,Capital Improvement Program,26,FAA Grants,People-mover Connector - 8710,8710.1,2023,2023,5012736,5311092,298356,0,0
2023,Pavement Maintenance/ Construction,27,Aviation Capital Program,Reconstruct RWY 13R 31L - D019,D019.1,2023,2023,10516118,71280927,60764809,0,0
2023,Pavement Maintenance/ Construction,27,Aviation Capital Program - Commercial Paper,Reconstruct RWY 13R 31L - D019,D019.2,2023,2023,82160407,87156407,4996000,0,0
2023,Pavement Maintenance/ Construction,27,Aviation Capital Program,Rehabilitate Taxiway C Phase 2 - W281,W281.1,2023,2023,444000,193200,(250800),0,0
2023,Pavement Maintenance/ Construction,27,Aviation Capital Program,Rehabilitate Taxiway C: Taxi D to Taxi C - W122,W122.1,2023,2023,3856552,24898000,21041448,0,0
2023,Pavement Maintenance/ Construction,27,Aviation Capital Program - Commercial Paper,Rehabilitate Taxiway C: Taxi D to Taxi C - W122,W122.2,2023,2023,58660811,18443140,(40217671),0,0
2023,Pavement Maintenance/ Construction,27,Aviation Capital Program - Commercial Paper,Reonstruct Taxiway A (Phase 1) TWY D to - W288,W288.1,2023,2025,0,45005836,16405836,0,"5 ,300,000"
2023,Pavement Maintenance/ Construction,27,Aviation Capital Program,Reonstruct Taxiway A (Phase 1) TWY D to - W798,W798.1,2023,2023,0,3600000,3600000,0,0
2023,Public Art,34,2012 Bonds,2012 PUBLIC ART ADMIN - STREETS - PA14,PA14.1,2023,2023,0,67525,67525,0,0
2023,Public Art,34,2012 Bonds,2012 Public Art Projects - Streets - PA13,PA13.1,2023,2023,3000,75500,72500,0,0
2023,Fire Protection Facilities,34,2017 Bonds,5000 Dolphin Rd - Large Tower - VG50,VG50.1,2023,2023,0,379440,379440,0,0
2023,Fire Protection Facilities,34,2017 Bonds,5000 Dolphin Rd - Small Tower - VG49,VG49.1,2023,2023,0,232560,232560,0,0
2023,City and Municipal Court Facilities,34,2006 Bonds,ADA Improvements - W793,W793.1,2023,2023,0,2264118,2264118,0,0
2023,Major Maintenance,34,Other GO CIP - Non-Debt,ADA Improvements- Major Maintenance and Repairs - W663,W663.1,2023,2023,356615,500000,143385,0,0
2023,City and Municipal Court Facilities,34,Other GO CIP - Non-Debt,ADA Upgrades at Canton - W911,W911.1,2023,2023,0,630000,630000,0,0
2023,Fleet/Equipment Replacement,34,Other GO CIP - Debt,Apparatus Replacement - E313,E313.1,2023,2023,33251180,33350000,98820,0,0
2023,Land Acquisition,35,2006 Bonds,Cadillac Heights Land Acquisition - T825,T825.1,2023,2023,794156,11687578,10893421,0,0
2023,Fleet/Equipment Replacement,35,Other GO CIP - Debt,Case Management System - E314,E314.1,2023,2023,3246908,3379178,132270,0,0
2023,Cultural Facilities,35,2003 Bonds,Central Library - Elevators - W156,W156.1,2023,2023,17473,96691,79218,0,0
2023,Police Facilities,35,2017 Bonds,Central Patrol Station - VG33,VG33.1,2023,2023,7456,151000,143544,0,0
2023,City and Municipal Court Facilities,35,2017 Bonds,Central Service Center- Sanitation Building - VH04,VH04.1,2023,2023,127595,129595,2000,0,0
2023,Major Maintenance,35,Other GO CIP - Non-Debt,City Facilities Improvements - W221,W221.1,2023,2023,7099451,7140997,41546,0,0
2023,City and Municipal Court Facilities,35,2017 Bonds,City Hall - VH05,VH05.1,2023,2023,19514,1876084,1856570,0,0
2023,Technology,35,Other GO CIP - Debt,City Hall Data Center - Renovations - P478,P478.1,2023,2023,985490,5200000,4214510,0,0
2023,Public Art,35,Other GO CIP - Debt,Confederate Monument Removal - W640,W640.1,2023,2023,432344,455000,22656,0,0
2023,Major Maintenance,35,Other GO CIP - Non-Debt,Contingency Reserve - Capital Construction - P479,P479.1,2023,2023,3009214,3014104,4890,0,0
2023,Cultural Facilities,35,2017 Bonds,Dallas Museum of Art - VF03,VF03.1,,,6014313,6014313,0,0,0
2023,Fleet/Equipment Replacement,35,Other GO CIP - Debt,DFD- Apparatus Replacement - E407,E407.1,2024,2025,0,59000000,0,"1 1,800,000","1 1,800,000"
2023,Fleet/Equipment Replacement,35,Other GO CIP - Debt,DFD-Ambulance Replacement - E414,E414.1,2023,2025,0,47800000,17800000,"6 ,000,000","6 ,000,000"
2023,Fleet/Equipment Replacement,36,Other GO CIP - Debt,DFD-Ambulance Replacement - W961,W961.1,2023,2023,3517483,6000000,2482517,0,0
2023,Major Maintenance,36,Other GO CIP - Non-Debt,DFR Improvement Projects FY23 - W932,W932.1,2023,2023,899450,1750000,850550,0,0
2023,Technology,36,Other GO CIP - Debt,DPD In-Car DVR 1/5 Annual Replacement - E416,E416.1,2023,2025,1396128,9807118,1402990,"1 ,401,600","1 ,401,600"
2023,Technology,36,Other GO CIP - Debt,DPD TAAG Surveillance Camera 1/5 Annual - E417,E417.1,2023,2025,2124548,8505548,1063500,"1 ,063,500","1 ,063,500"
2023,Technology,36,Other GO CIP - Debt,EAN - DPD Public Safety Radio Replacemen,emen.1,2023,2023,30294793,34800000,4505207,0,0
2023,Fleet/Equipment Replacement,36,Other GO CIP - Debt,EFM - General Fleet - E413,E413.1,2023,2023,7461864,7497824,35960,0,0
2023,Fleet/Equipment Replacement,36,Other GO CIP - Debt,EFM-General Fleet - E422,E422.1,2023,2023,9103755,27819800,18716045,0,0
2023,City and Municipal Court Facilities,36,2017 Bonds,Electrical Panel Replacement at 37 Facilities - VH07,VH07.1,2023,2023,108009,1010676,902668,0,0
2023,Fleet/Equipment Replacement,36,Other GO CIP - Debt,Equipment Acquisition Notes - X036,X036.1,2024,2025,0,90049500,0,"1 8,009,900","1 8,009,900"
2023,Fire Protection Facilities,36,2017 Bonds,Fire Station # 46 - VG02,VG02.1,2023,2023,5997030,6047030,50000,0,0
2023,Fire Protection Facilities,36,2017 Bonds,Fire Station #11B - VG18,VG18.1,2023,2023,8848,101000,92152,0,0
2023,Fire Protection Facilities,36,2017 Bonds,Fire Station #21 - VG19,VG19.1,2023,2023,2762,85000,82238,0,0
2023,Fire Protection Facilities,36,2017 Bonds,Fire Station #36 - VG13,VG13.1,2023,2023,7528506,7551353,22847,0,0
2023,Fire Protection Facilities,36,2017 Bonds,Fire Station #5 - VG25,VG25.1,2023,2023,6400,85000,78600,0,0
2023,Fire Protection Facilities,37,Other GO CIP - Debt,Fire Station 19 Replacement - VG44,VG44.1,2023,2023,5518405,6811221,1292816,0,0
2023,Fire Protection Facilities,37,Other GO CIP - Debt,Fire Station 41 Replacement - VG45,VG45.1,2023,2023,7154479,7188779,34300,0,0
2023,Fire Protection Facilities,37,2006 Bonds,Fire Station Improvements - Generators - W791,W791.1,2023,2023,243955,597402,353447,0,0
2023,Fleet/Equipment Replacement,37,Other GO CIP - Debt,Fleet/Equipment Replacement - 8199,8199.1,2023,2023,25183672,25000000,(183672),0,0
2023,Fleet/Equipment Replacement,37,Other GO CIP - Debt,Fleet/Equipment Replacement - EBS - E323,E323.1,2023,2023,3786780,3862422,75642,0,0
2023,Cultural Facilities,37,2017 Bonds,Forest Green Branch Library - VE01,VE01.1,2023,2023,7050262,7060262,10000,0,0
2023,Major Maintenance,37,Other GO CIP - Non-Debt,FY21 Year End Major Maintenance Generator Project - W802,W802.1,2023,2023,3279095,3280000,906,0,0
2023,Major Maintenance,37,Other GO CIP - Non-Debt,FY21-22 Mid-Year Projects - W701,W701.1,2023,2023,2797813,6095457,3297643,0,0
2023,Fleet/Equipment Replacement,37,Other GO CIP - Debt,FY22 EAN-EFM General Fleet Replacement - E446,E446.1,2023,2023,8214761,8200000,(14761),0,0
2023,Major Maintenance,37,Other GO CIP - Non-Debt,FY22-23 Mid-Year Projects - W994,W994.1,2023,2023,0,3309137,3309137,0,0
2023,Fleet/Equipment Replacement,37,Other GO CIP - Debt,FY23 EAN-EFM Fleet- Equipment Replacement - W906,W906.1,2023,2023,0,8200000,8200000,0,0
2023,Fleet/Equipment Replacement,38,Other GO CIP - Debt,FY23 Equipment Notes DFR - W905,W905.1,2023,2023,13286880,11800000,(1486880),0,0
2023,Major Maintenance,38,Other GO CIP - Non-Debt,General Capital Reserve - 8888,8888.1,2023,2023,9425249,17425249,8000000,0,0
2023,Major Maintenance,38,Other GO CIP - Non-Debt,General Capital Reserve Transfer to Capital - P082,P082.1,2023,2025,41379000,41879000,(6500000),"3 ,500,000","3 ,500,000"
2023,Fleet/Equipment Replacement,38,Other GO CIP - Debt,General Fleet - E381,E381.1,2023,2023,5536557,5637646,101089,0,0
2023,Technology,38,Other GO CIP - Debt,IT Infrastructure - E424,E424.1,2023,2023,0,15200000,15200000,0,0
2023,Technology,38,Other GO CIP - Debt,IT Network Equipment 1/5 Annual Replacement - E418,E418.1,2023,2025,0,12600000,2100000,"2 ,100,000","2 ,100,000"
2023,Technology,38,Other GO CIP - Debt,IT Security Equipment 1/5 Annual Replacement - E420,E420.1,2023,2025,0,2400000,400000,"4 00,000","4 00,000"
2023,Technology,38,Other GO CIP - Debt,Laptop/Desktop 1/5 Annual Replacement - E415,E415.1,2023,2025,0,13500000,2250000,"2 ,250,000","2 ,250,000"
2023,Cultural Facilities,38,Other GO CIP - Debt,Latino Cultural Center - 9286,9286.1,2023,2023,0,97117,97117,0,0
2023,Major Maintenance,38,Other GO CIP - Non-Debt,Major Maintenance and Repairs FY20 - W504,W504.1,2023,2023,6270421,6163354,(107067),0,0
2023,Major Maintenance,38,Other GO CIP - Non-Debt,Major Maintenance and Repairs FY21 - W620,W620.1,2023,2023,5611913,5866914,255001,0,0
2023,Major Maintenance,38,Other GO CIP - Non-Debt,Major Maintenance and Repairs FY22 - BSD - W680,W680.1,2023,2025,8745702,54240752,245050,"9 ,000,000","9 ,500,000"
2023,Major Maintenance,39,Other GO CIP - Non-Debt,Major Maintenance and Repairs FY23 - W927,W927.1,2023,2023,3348841,8370000,5021159,0,0
2023,Cultural Facilities,39,Other GO CIP - Non-Debt,Major Maintenance Projects-Arts and Cultural Facilities - W130,W130.1,2023,2023,2320815,2400000,79185,0,0
2023,Cultural Facilities,39,2017 Bonds,Meyerson - VF05,VF05.1,2023,2023,3615041,3800000,184959,0,0
2023,Cultural Facilities,39,Other GO CIP - Non-Debt,Meyerson Maintenance Support - W629,W629.1,2023,2023,2690618,3541269,850651,0,0
2023,Homeless Housing Services,39,2017 Bonds,Miramar Hotel- 1950 Fort Worth Ave - VJ08,VJ08.1,2023,2023,2696,2347969,2345273,0,0
2023,Police Facilities,39,2017 Bonds,NE Patrol Station - VG37,VG37.1,2023,2023,498098,1075220,577122,0,0
2023,Cultural Facilities,39,Other GO CIP - Non-Debt,Non-City Owned Cultural Facility Repair - W149,W149.1,2023,2023,400000,600000,200000,0,0
2023,City and Municipal Court Facilities,39,2017 Bonds,Oak Cliff Municipal Center - VH10,VH10.1,2023,2023,97566,2000000,1902434,0,0
2023,Major Maintenance,39,Other GO CIP - Non-Debt,Oncor Energy Efficiency Program - W692,W692.1,2023,2023,0,194500,194500,0,0
2023,City and Municipal Court Facilities,39,Other GO CIP - Debt,Outdoor Warning Sirens - W984,W984.1,2023,2023,44589,371435,326846,0,0
2023,Technology,39,Capital Projects Reimbursemen t,P25 Radio Project - P776,P776.1,2023,2023,848707,924360,75653,0,0
2023,Cultural Facilities,39,2006 Bonds,Preston Royal Branch Library - Renovation - W980,W980.1,2023,2023,0,3830000,3830000,0,0
2023,Major Maintenance,40,Other GO CIP - Non-Debt,Priority Major Maintenance - P717,P717.1,2023,2023,8564466,9242331,677865,0,0
2023,Public Art,40,2006 Bonds,Public Art Admin - Economic Development - PA49,PA49.1,2023,2023,0,25551,25551,0,0
2023,Public Art,40,2006 Bonds,Public Art Admin - Flood Protection and - PA41,PA41.1,2023,2023,0,195265,195265,0,0
2023,Public Art,40,2006 Bonds,Public Art Admin - Streets and Transport - PA39,PA39.1,2023,2023,27616,256507,228891,0,0
2023,Public Art,40,2003 Bonds,Public Art Admin- Flood - PA23,PA23.1,2023,2023,0,10559,10559,0,0
2023,Public Art,40,2006 Bonds,Public Art Administration - Court Facilities - PA55,PA55.1,2023,2023,0,3039,3039,0,0
2023,Public Art,40,2006 Bonds,Public Art Administration - Farmers Market - PA53,PA53.1,2023,2023,0,2158,2158,0,0
2023,Public Art,40,2006 Bonds,Public Art Administration- Library Facilities - PA45,PA45.1,2023,2023,0,136,136,0,0
2023,Public Art,40,2017 Bonds,Public Art Administration-Public Works - PA59,PA59.1,2023,2023,15710,178445,162735,0,0
2023,- Public Art,40,2006 Bonds,Public Art Projects - Economic Developme PA48,PA48.1,2023,2023,0,106593,106593,0,0
2023,Public Art,40,2006 Bonds,Public Art Projects - Flood Protection a - PA40,PA40.1,2023,2023,0,781073,781073,0,0
2023,Public Art,41,2003 Bonds,Public Art Projects - Library Facilities - PA02,PA02.1,2023,2023,0,47853,47853,0,0
2023,Public Art,41,2003 Bonds,Public Art Projects - Library Facilities - PA02,PA02.2,2023,2023,0,647,647,0,0
2023,Public Art,41,2006 Bonds,Public Art Projects - Library Facilities - PA44,PA44.1,2023,2023,34707,36427,1720,0,0
2023,Public Art,41,2006 Bonds,Public Art Projects - Public Safety Faci - PA42,PA42.1,2023,2023,111100,135141,24041,0,0
2023,Public Art,41,2006 Bonds,Public Art Projects - Public Safety Facilities - PA42,PA42.2,2023,2023,0,1176,1176,0,0
2023,Public Art,41,2017 Bonds,Public Art Projects - Public Safety Facilities - PA42,PA42.3,2023,2023,0,2661,2661,0,0
2023,Public Art,41,2006 Bonds,Public Art Projects- Court Facilities - PA54,PA54.1,2023,2023,0,12156,12156,0,0
2023,Public Art,41,2017 Bonds,Public Art Projects- Public Works - PA58,PA58.1,2023,2023,44449,713774,669326,0,0
2023,Public Art,41,2017 Bonds,Public Art-Parks - PA56,PA56.1,2023,2023,193097,1868257,1675159,0,0
2023,Public Art,41,2006 Bonds,Public Arts Administration- City Facilities - PA51,PA51.1,2023,2023,0,18994,18994,0,0
2023,Public Art,41,2006 Bonds,Public Arts Projects- City Facilities - PA50,PA50.1,2023,2023,0,75974,75974,0,0
2023,Public Art,41,2006 Bonds,Public Arts Projects- Farmers Market - PA52,PA52.1,2023,2023,0,8631,8631,0,0
2023,Public Art,42,2006 Bonds,Public Arts Projects- Library Facilities - PA44,PA44.2,2023,2023,108,17611,17504,0,0
2023,Public Art,42,2017 Bonds,Public Arts Projects- Public Safety - PA62,PA62.1,2023,2023,182242,191820,9578,0,0
2023,Fire Protection Facilities,42,2017 Bonds,Public Safety - Stemmons Renovation - VG51,VG51.1,2023,2023,0,300000,300000,0,0
2023,Fire Protection Facilities,42,2017 Bonds,Public Safety Campus - VG48,VG48.1,2023,2023,0,125000,125000,0,0
2023,Technology,42,Other GO CIP - Debt,Public Safety MDC 1/5 Annual Replacement - E419,E419.1,2023,2025,0,6000000,1000000,"1 ,000,000","1 ,000,000"
2023,Public Art,42,2017 Bonds,Pulbic Art Admin- Parks - PA57,PA57.1,2023,2023,327241,429569,102328,0,0
2023,Major Maintenance,42,Other GO CIP - Non-Debt,Solar Installation - W799,W799.1,2024,2024,500000,1000000,0,"5 00,000",0
2023,Major Maintenance,42,Other GO CIP - Non-Debt,Solar Installation Project FY 23 - W928,W928.1,2023,2023,131298,1500000,1368702,0,0
2023,City and Municipal Court Facilities,42,2006 Bonds,Southeast Service Center - Construction - T743,T743.1,2023,2023,0,15407,15407,0,0
2023,City and Municipal Court Facilities,42,2006 Bonds,Southeast Service Center - Construction - T743,T743.2,2023,2023,1209363,3089272,1879909,0,0
2023,City and Municipal Court Facilities,42,2017 Bonds,Southeast Service Center - Construction - T743,T743.3,2023,2023,0,4912851,4912851,0,0
2023,City and Municipal Court Facilities,43,2017 Bonds,Southwest Transfer Station [24410] - VH11,VH11.1,2023,2023,21943,205000,183057,0,0
2023,Major Maintenance,43,Other GO CIP - Non-Debt,Space Planning- Major Maintenance and Repairs - W664,W664.1,2023,2023,452455,500000,47545,0,0
2023,Police Facilities,43,2017 Bonds,SW Patrol Station - VG42,VG42.1,2023,2023,11453,1250000,1238547,0,0
2023,Technology,43,Other GO CIP - Debt,Technology Infrastructure Redesign - E421,E421.1,2023,2025,0,5850000,975000,"9 75,000","9 75,000"
2023,City and Municipal Court Facilities,43,2017 Bonds,Unspecified ADA Improvements - VH12,VH12.1,2023,2023,929695,3230000,2300305,0,0
2023,Convention Center Improvement,48,Convention Center Capital Program,Convention Center Facility Improvements - W111,W111.1,2023,2025,5401849,13159638,5757789,"1 ,000,000","7 50,000"
2023,Convention Center Improvement,48,Convention Center Capital Program,Convention Center Master Plan - W433,W433.1,2023,2025,22457637,118757637,2000000,"7 2,000,000","5 ,000,000"
2023,Convention Center Improvement,48,Convention Center Capital Program,Convention Facility ElevatorEscalator Improvement Project - W106,W106.1,2023,2023,6619609,7671579,1051970,0,0
2023,Convention Center Improvement,48,Convention Center Capital Program,EBJ Union Station - W602,W602.1,2023,2025,1049576,1405625,(518951),"1 75,000","1 75,000"
2023,Convention Center Improvement,48,Other GO CIP - Non- Debt,Eco Redev Transfer To Ppp - 8850,8850.1,,,400000,400000,0,0,0
2023,Convention Center Improvement,48,Convention Center Capital Program,Fire Sprinkler Pipe Replacement - W298,W298.1,2023,2023,165367,5376867,5211500,0,0
2023,Convention Center Improvement,49,Convention Center Capital Program,JOC Projects - W604,W604.1,2023,2025,1447578,6753826,2431248,"1 ,375,000","1 ,000,000"
2023,Convention Center Improvement,49,Convention Center Capital Program,KBHCCD Water Infiltration Project - W188,W188.1,2023,2025,919476,12200000,9480524,"1 ,000,000","5 00,000"
2023,Convention Center Improvement,49,Convention Center Capital Program,Pioneer Plaza - W601,W601.1,2023,2025,0,4748350,1348350,"1 00,000","1 00,000"
2023,Convention Center Improvement,49,Convention Center Capital Program,Restroom Modernization and Accessibility Improvements - W431,W431.1,2023,2025,1814290,7999493,4435203,"1 ,000,000","7 50,000"
2023,Convention Center Improvement,49,Convention Center Capital Program,Spectra Projects - W603,W603.1,2023,2025,2308528,7534000,1975472,"1 ,500,000","1 ,000,000"
2023,Convention Center Improvement,49,Other GO CIP - Non- Debt,Sports Arena Rental Lease - 8851,8851.1,2023,2025,52576324,60920000,(1656324),"5 ,000,000","5 ,000,000"
2023,Convention Center Improvement,49,Other GO CIP - Non- Debt,Sports Arena- Transfer G/F - 8852,8852.1,2023,2023,0,3400000,3400000,0,0
2023,Convention Center Improvement,49,Convention Center Capital Program,TBAAL Capital Improvements - W432,W432.1,2023,2025,1185820,2575135,939315,"1 50,000","1 50,000"
2023,Downtown Connection Tax Increment Financing District,58,Other GO CIP - Non- Debt,1712 Commerce Hotel - P952,P952.1,2023,2024,461447,11353240,1000686,"9 ,891,107",0
2023,Farmers Market Tax Increment Financing District,58,Other GO CIP - Non- Debt,2101 Taylor St Development - P847,P847.1,2023,2023,3231519,3553480,321961,0,0
2023,Downtown Connection Tax Increment Financing District,58,Other GO CIP - Non- Debt,411 N Akard Bldg Redevelopment - P943,P943.1,2023,2024,1877879,8885818,3581864,"3 ,426,075",0
2023,Public-Private Partnership Program,58,Other GO CIP - Non- Debt,Action Plan for Southern Sector Eco Deve - P525,P525.1,2023,2023,173719,200000,26281,0,0
2023,Housing,58,Other GO CIP - Non- Debt,Affordable Housing Partcip - P008,P008.1,2023,2023,1546863,1620566,73703,0,0
2023,Cedars Tax Increment Financing District,58,Other GO CIP - Non- Debt,Akard Street Sidewalk Improvement Projec - W950,W950.1,2023,2023,0,500000,500000,0,0
2023,Cedars Tax Increment Financing District,59,Other GO CIP - Non- Debt,Akard Street Traffic Signals Replacement - W951,W951.1,2023,2023,0,2000000,2000000,0,0
2023,Public-Private Partnership Program,59,Other GO CIP - Non- Debt,Bridge Labs at Pegasus Park -W997,W997.1,2023,2023,0,3000000,3000000,0,0
2023,Design District Tax Increment Financing District,59,Other GO CIP - Non- Debt,Cabana Hotel 899 N. Stemmons - W500,W500.1,2023,2023,0,15500000,15500000,0,0
2023,Equity Revitalization,59,2003 Bonds,CD1 - Southern Gateway - W483,W483.1,2023,2023,0,320000,320000,0,0
2023,Equity Revitalization,59,Other GO CIP - Non- Debt,CD1 - Southern Gateway - W483,W483.2,2023,2023,91727,180000,88273,0,0
2023,Equity Revitalization,59,2003 Bonds,CD10 - LBJ Skillman - W492,W492.1,2023,2023,0,119322,119322,0,0
2023,Equity Revitalization,59,Other GO CIP - Non- Debt,CD10 - LBJ Skillman - W492,W492.2,2023,2023,126059,880678,754619,0,0
2023,Equity Revitalization,59,Other GO CIP - Non- Debt,CD12 - Streets - W494,W494.1,2023,2023,109709,500000,390291,0,0
2023,Equity Revitalization,59,2003 Bonds,CD13 - Vickery Meadows - W495,W495.1,2023,2023,97165,151969,54804,0,0
2023,Equity Revitalization,59,Other GO CIP - Non- Debt,CD13 - Vickery Meadows - W495,W495.2,2023,2023,394407,848031,453624,0,0
2023,Equity Revitalization,59,2003 Bonds,CD14 - Streets - W496,W496.1,2023,2023,4518,500000,495482,0,0
2023,Equity Revitalization,59,Other GO CIP - Non- Debt,CD14 - Streets - W496,W496.2,2023,2023,117904,225000,107096,0,0
2023,Equity Revitalization,59,Other GO CIP - Non- Debt,CD2 - Jubilee Park - W484,W484.1,2023,2023,49500,500000,450500,0,0
2023,Equity Revitalization,60,Other GO CIP - Non- Debt,CD3 - Executive Airport - W485,W485.1,2023,2023,218539,620000,401461,0,0
2023,Equity Revitalization,60,2003 Bonds,CD4 -The Bottom/10th Street - W486,W486.1,2023,2023,748978,750000,1022,0,0
2023,Equity Revitalization,60,Other GO CIP - Non- Debt,CD4 -The Bottom/10th Street - W486,W486.2,2023,2023,17206,750000,732794,0,0
2023,Equity Revitalization,60,1998 Bonds,CD5 - Buckner Station / Pleasant Grove - W487,W487.1,2023,2023,0,407428,407428,0,0
2023,Equity Revitalization,60,2003 Bonds,CD5 - Buckner Station / Pleasant Grove - W487,W487.2,2023,2023,0,2092572,2092572,0,0
2023,Equity Revitalization,60,Other GO CIP - Non- Debt,CD5 - Buckner Station / Pleasant Grove - W487,W487.3,2023,2023,12950,1197259,1184309,0,0
2023,Equity Revitalization,60,Other GO CIP - Non- Debt,CD6 - West Dallas - W488,W488.1,2023,2023,1215218,1700000,484782,0,0
2023,Equity Revitalization,60,2003 Bonds,CD7 - Forest Heights - W489,W489.1,2023,2023,356101,382841,26740,0,0
2023,Equity Revitalization,60,Other GO CIP - Non- Debt,CD7 - Forest Heights - W489,W489.2,2023,2023,673537,1338969,665432,0,0
2023,Equity Revitalization,60,Other GO CIP - Non- Debt,CD8 - University Hills - W490,W490.1,2023,2023,1925243,2500000,574757,0,0
2023,Equity Revitalization,60,2003 Bonds,CD9 - Casa View - W491,W491.1,2023,2023,0,30000,30000,0,0
2023,Equity Revitalization,60,Other GO CIP - Non- Debt,CD9 - Casa View - W491,W491.2,2023,2023,303359,970000,666641,0,0
2023,Southwestern Medical Tax Increment Financing District,61,Other GO CIP - Non- Debt,Cedars Branch Bridge - P895,P895.1,2023,2023,0,826500,826500,0,0
2023,Cedars Tax - Increment Financing District,61,Other GO CIP - Non- Debt,Cedars Tax Increment Q001,Q001.1,2023,2023,1344047,3248284,1904237,0,0
2023,Cedars Tax Increment Financing District,61,Other GO CIP - Non- Debt,Cedars-Admin - 9927,9927.1,2023,2023,973732,1179071,205339,0,0
2023,City Center Tax Increment Financing District,61,Other GO CIP - Non- Debt,City Center - Administrative - 9870,9870.1,2023,2025,2607348,3733915,326567,0,"2 00,000"
2023,City Center Tax Increment Financing District,61,Other GO CIP - Non- Debt,City Center Tax Increment - 9912,9912.1,2023,2025,6105782,37379468,25209391,0,"1 ,392,598"
2023,Fort Worth Avenue Tax Increment Financing District,61,Other GO CIP - Non- Debt,Collective Mixed Use Development - P887,P887.1,2024,2024,0,327500,0,"3 27,500",0
2023,Fort Worth Avenue Tax Increment Financing District,61,Other GO CIP - Non- Debt,Collective Mixed Use Development - W180,W180.1,2023,2023,496432,531663,35231,0,0
2023,Farmers Market Tax Increment Financing District,61,Other GO CIP - Non- Debt,Community Garden & Futsal Field - P848,P848.1,2023,2023,0,589888,589888,0,0
2023,Downtown Connection Tax Increment Financing District,62,Other GO CIP - Non- Debt,Continental Bldg Increment Repayment - P832,P832.1,2023,2025,1581955,4204428,648431,"1 44,006","1 44,006"
