cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,previous_appropriations,project_total,2025,2026,2027
2025,Pavement Maintenance/ Construction,18,Aviation Capital Program,Airfield Pavement Evaluation - W214,W214.1,2025,2025,1098130,1521648,423518,0,0
2025,Terminal,18,Aviation Capital Program,Airport Emergency Operations Center - W685,W685.1,2025,2026,0,3300000,2000000,"1,300,000",0
2025,Capital Improvement Program,18,Aviation Capital Program,Airport Planning and Advisory Services - 1725,1725.1,2025,2027,12210735,23905000,5694265,0,"1,500,000"
2025,Capital Improvement Program,18,Aviation Capital Program,Architectural Engineering Roster - W286,W286.1,2025,2025,2113,4204500,3152387,0,0
2025,Terminal,18,Aviation Capital Program,Aviation Parking Garage - 8738,8738.1,2025,2025,10961056,10755009,(206048),0,0
2025,Capital Improvement Program,18,Aviation Capital Program,Aviation Project Reserve - W131,W131.1,2025,2025,3574324,3524154,(50170),0,0
2025,Capital Improvement Program,18,Aviation Capital Program,Construction Management/ Project Management - W371,W371.1,2025,2025,20596332,24965918,4369585,0,0
2025,Pavement Maintenance/ Construction,18,Aviation Capital Program,Crossfield Taxiway Reconfiguration - W125,W125.1,2025,2025,7357222,35122722,27765500,0,0
2025,Pavement Maintenance/ Construction,18,Aviation Capital Program - Commercial Paper,Crossfield Taxiway Reconfiguration - W125,W125.2,2025,2025,13993139,22160749,8167610,0,0
2025,Terminal,19,Aviation Capital Program,DAL A/E Space Planning Implementation - W469,W469.1,2025,2027,598733,5650000,801267,0,"2,250,000"
2025,Capital Improvement Program,19,Aviation Capital Program,DAL Alternate Entry - W287,W287.1,,,0,0,0,0,0
2025,Capital Improvement Program,19,Aviation Capital Program,DAL Love Connection Project - X083,X083.1,2025,2025,0,18000000,18000000,0,0
2025,Safety/Security,19,Aviation Capital Program,DAL Replacement Fire Station - W358,W358.1,2025,2025,6119982,20008000,13888018,0,0
2025,Capital Improvement Program,19,Aviation Capital Program,DAL Streetscape Enhancements - W387,W387.1,2025,2025,33313513,41320947,8007434,0,0
2025,Pavement Maintenance/ Construction,19,Aviation Capital Program - Commercial Paper,Dallas Executive Airport - 7731,7731.1,,,1218633,1218633,0,0,0
2025,Capital Improvement Program,19,Aviation Capital Program,Dallas Vertiport Fuel System - W215,W215.1,2025,2025,0,1182409,1182409,0,0
2025,Pavement Maintenance/ Construction,19,Aviation Capital Program,DEA Extend Taxiway E - W388,W388.1,2025,2025,1501500,1321500,(180000),0,0
2025,Capital Improvement Program,19,Aviation Capital Program,DEA Streetscape Enhancements - W367,W367.1,2025,2025,465254,3969851,3504596,0,0
2025,Pavement Maintenance/ Construction,19,Aviation Capital Program,DEA Taxiway Apron Infill - Design - W334,W334.1,2025,2025,223950,850000,626050,0,0
2025,Capital Improvement Program,19,Aviation Capital Program,DEA West Development Payback - W285,W285.1,2025,2025,5932093,7764286,1832193,0,0
2025,Capital Improvement Program,19,Aviation Capital Program,Drainage Master Plan - Schematic Design - W133,W133.1,2025,2025,101638,6252638,6151000,0,0
2025,Terminal,19,Aviation Capital Program,Love Fld Major Maintenance - 8707,8707.1,2025,2027,14506585,15606585,1100000,,
2025,Capital Improvement Program,19,Aviation Capital Program,Material Testing for Construction Work - W152,W152.1,2025,2025,0,551361,551361,0,0
2025,Capital Improvement Program,19,Aviation Capital Program,Moving Walkway and Escalator - X178,X178.1,2026,2027,504805,504805,0,,
2025,Capital Improvement Program,19,Aviation Capital Program,PC Air Replacement - X084,X084.1,2025,2025,0,750000,750000,0,0
2025,Capital Improvement Program,20,Aviation Capital Program,People-mover Connector - 8710,8710.1,2025,2025,4998444,5311092,312648,0,0
2025,Pavement Maintenance/ Construction,20,Aviation Capital Program,Reconstruct Taxiway A (Phase 1) TWY D to RWY 31 R - W288,W288.1,2025,2025,30513924,37215539,6701615,0,0
2025,Pavement Maintenance/ Construction,20,Aviation Capital Program,Rehabilitate Taxiway C Phase 2 - W281,W281.1,2025,2027,253256,8010955,190744,"5,566,955","2,000,000"
2025,Fleet/ Equipment Replacement,26,Other GO CIP - Debt,2010 CO - IC70,IC70.1,2025,2025,0,77462,77462,0,0
2025,Public Art,26,2012 Bonds,2012 Public Art Admin - Streets - PA14,PA14.1,2025,2025,0,34642,34642,0,0
2025,Fire Protection Facilities,26,2017 Bonds,5000 Dolphin Rd - Large Tower - VG50,VG50.1,2025,2025,21859,379440,357581,0,0
2025,Fire Protection Facilities,26,2017 Bonds,5000 Dolphin Rd - Small Tower - VG49,VG49.1,2025,2025,123506,232560,109055,0,0
2025,City and Municipal Court Facilities,26,2006 Bonds,ADA Improvements - W793,W793.1,2025,2025,422572,2264118,1841546,0,0
2025,Major Maintenance,26,Other GO CIP - Non-Debt,ADA Improvements- Major Maintenance and Repairs - W663,W663.1,2025,2025,456827,500000,43173,0,0
2025,Major Maintenance,26,Other GO CIP - Non-Debt,ADA Upgrades at Canton - W911,W911.1,2025,2025,263682,630000,366318,0,0
2025,Fleet/ Equipment Replacement,26,Other GO CIP - Debt,Ambulance & Fire Equipment - E603,E603.1,2025,2027,0,32000000,6000000,"6,000,000","5,000,000"
2025,Cultural Facilities,26,2024 Bonds,Annette Strauss Square - YE01,YE01.1,2025,2027,81,575575,57477,0,"518,017"
2025,Cultural Facilities,26,2024 Bonds,AT&T Performing Arts Center - YE02,YE02.1,2025,2027,243,881032,87860,0,"792,929"
2025,Cultural Facilities,26,2024 Bonds,Bath House Cultural Center - YE03,YE03.1,2026,2026,0,1474180,0,"1,474,180",0
2025,Fire Protection Facilities,26,2024 Bonds,Belleview Garage - YF58,YF58.1,2026,2027,0,1310000,0,"131,000","1,179,000"
2025,City and Municipal Court Facilities,26,2006 Bonds,Cadillac Heights Land Acquisition - T825,T825.1,2025,2025,836903,11690881,10853978,0,0
2025,Fleet/ Equipment Replacement,27,Other GO CIP - Debt,Case Management System - E314,E314.1,2025,2025,3246908,3379178,132270,0,0
2025,Police Facilities,27,2024 Bonds,Central Patrol - Electrical - YF61,YF61.1,2027,2027,0,655000,0,0,"1,000"
2025,Police Facilities,27,2024 Bonds,Central Patrol - Fire System - YF59,YF59.1,2027,2027,0,196500,0,0,"1,000"
2025,Police Facilities,27,2024 Bonds,Central Patrol - Locker Rooms - YF62,YF62.1,2027,2027,0,655000,0,0,"1,000"
2025,Police Facilities,27,2024 Bonds,Central Patrol - Restrooms - YF60,YF60.1,2027,2027,0,262000,0,0,"1,000"
2025,Technology,27,2017 Bonds,City Data Center - 1000 Belleview Street - VH18,VH18.1,,,30761,30761,0,0,0
2025,Technology,27,2024 Bonds,City Data Center - 1000 Belleview Street - YJ01,YJ01.1,2025,2025,0,5000000,5000000,0,0
2025,Major Maintenance,27,Other GO CIP - Non-Debt,City Facilities - Fair Park and Other Park Facility Repairs - W020,W020.1,2025,2025,851272,1000000,148728,0,0
2025,Major Maintenance,27,Other GO CIP - Non-Debt,City Facilities Improvements - W221,W221.1,2025,2025,7098063,7140997,42934,0,0
2025,City and Municipal Court Facilities,27,2006 Bonds,City Hall - VH05,VH05.1,,,4383012,4383012,0,0,0
2025,City and Municipal Court Facilities,27,2017 Bonds,City Hall - VH05,VH05.2,2025,2025,324227,2616480,2292253,0,0
2025,Technology,27,Other GO CIP - Debt,City Hall Data Center - Renovations - P478,P478.1,2025,2025,984959,5200000,4215041,0,0
2025,Fleet/ Equipment Replacement,27,Other GO CIP - Debt,Citywide Radio System Replacement - E384,E384.1,2025,2025,54478400,54728627,250227,0,0
2025,Fire Protection Facilities,27,2024 Bonds,Clothing Warehouse P - YF01,YF01.1,2027,2027,0,16478,0,0,"16,478"
2025,Fleet/ Equipment Replacement,27,Other GO CIP - Debt,CNG/Hybrid EBS Grant Match - DX10,DX10.1,2025,2025,648997,699586,50588,0,0
2025,Fleet/ Equipment Replacement,28,Other GO CIP - Debt,Communication Information Services (CIS) - CAD Upgrade - E297,E297.1,2025,2025,15537324,15566229,28905,0,0
2025,Major Maintenance,28,Other GO CIP - Non-Debt,Confederate Monument Removal - W640,W640.1,2025,2025,432344,510000,77656,0,0
2025,Fire Protection Facilities,28,2024 Bonds,Courts Building - YF02,YF02.1,2027,2027,0,16478,0,0,"16,478"
2025,Fleet/ Equipment Replacement,28,Internal Service Fund Capital,Courts Equipment Purchases - 7862,7862.1,2025,2025,264646,300000,35354,0,0
2025,Cultural Facilities,28,2024 Bonds,Dallas Black Dance Theatre - YE04,YE04.1,2025,2026,0,3127850,350,"3,127,500",0
2025,Fire Protection Facilities,28,2024 Bonds,Dallas Courts Garage - YF03,YF03.1,2027,2027,0,16478,0,0,"16,478"
2025,Cultural Facilities,28,2024 Bonds,Dallas Museum of Art - YE05,YE05.1,2025,2027,911,20014619,1549851,0,"4,503,463"
2025,Police Facilities,28,2017 Bonds,Dallas Police Training Academy Facility - VG53,VG53.1,2025,2025,35607,74849,39242,0,0
2025,Police Facilities,28,2024 Bonds,Dallas Police Training Academy Facility - YF63,YF63.1,2025,2025,1022361,49421000,48398639,0,0
2025,Fleet/ Equipment Replacement,28,Other GO CIP - Debt,DFD- Apparatus Replacement - E386,E386.1,2025,2025,6154209,6218728,64519,0,0
2025,Fleet/ Equipment Replacement,28,Other GO CIP - Debt,DFD Apparatus Replacement - E612,E612.1,2025,2027,0,76800000,13800000,"11,800,000","12,800,000"
