cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,previous_appropriations,project_total,2022,2023,2024
2022,Economic Development Bonds,64,2012 Bonds,The Canyon- Colorado Extension Phase II - W048,W048.1,,,196256,196256,0,0,0
2022,Economic Devel,64,2012 Bonds,The Canyon- Colorado Extension Project - P889,P889.1,2022,2022,4476502,4481450,4948,0,0
2022,Economic Development Bonds,64,2017 Bonds,The Crossing Project - VI28,VI28.1,,,390000,390000,0,0,0
2022,Transit- Oriented Development (TOD) Tax r Increment Financing District,64,GO CIP - Non,TOD - TIF - P559,P559.1,2022,2024,173226,19880537,12183612,"3,221,126","4,302,573"
2022,Sports Arena Tax Increment r Financing District,64,GO CIP - Non,Trinity Groves Mixed-Use Project - P924,P924.1,2022,2024,4773755,15376141,5080035,"3,124,071","2,398,280"
2022,Design District Tax Increment r Financing District,64,GO CIP - Non,Trinity Strand Hi- Line Span Pedestrian Bridge/Connector - W642,W642.1,2022,2024,511000,7020000,4020000,0,"2,489,000"
2022,University Tax Increment r Financing District,64,GO CIP - Non,University TIF District-Increment - W467,W467.1,2022,2024,0,13204268,2556929,"1,926,900","2,023,245"
2022,Vickery Meadow Tax Increment r Financing District,65,GO CIP - Non,Vickery Meadow Admin - P403,P403.1,2022,2024,309608,1058977,124373,"125,000","124,999"
2022,Vickery Meadowr,65,G O C IP - Non,Vickery Meadow TIF - Repayment of Advances - P470,P470.1,2022,2024,19712362,37530676,2608930,"2,917,709","2,978,564"
2022,Sports Arena Tax Increment r Financing District,65,GO CIP - Non,Victory North Hi Line Connector Trail Project - W697,W697.1,,,0,11562124,0,0,0
2022,r Sports Arena Ta,65,GO CIP - Non,Victory South Parking Garage Improvements - P780,P780.1,2022,2024,6485001,13681001,1211000,"855,000","1,710,000"
2022,r Sports Arena Ta,65,GO CIP - Non,Victory Su-district Retail - W151,W151.1,2022,2022,2333333,3500000,1166667,0,0
2022,Fort Worth Avenue Tax Increment r Financing District,65,GO CIP - Non,Villas at Western Heights - W650,W650.1,2022,2024,2500000,12857748,5178874,"3,561,188","1,617,686"
2022,Design District Tax Increment r Financing District,65,GO CIP - Non,Virgin Hotel Project - W301,W301.1,2022,2022,2842733,7689943,4847210,0,0
2022,Economic Development Bonds,65,2017 Bonds,Water Main Installations and Wastewater - VI34,VI34.1,,,508739,508739,0,0,0
2022,Economic Devel,65,2012 B onds,West Dallas - Target Rehab Program - VI31,VI31.1,,,0,0,0,0,0
2022,Oak Cliff Gateway Tax Increment r Financing District,65,GO CIP - Non,Zang Plaza Project - W821,W821.1,2024,2024,0,1500000,0,0,"900,000"
2022,Stormwater Drainage Management,71,Other GO CIP - Non-Debt,San Gabriel Drive 4300 Blk - W622,W622.1,2022,2023,0,592000,320000,"272,000",0
2022,Stormwater Drainage Management,71,2006 Bonds,"10836, 10840, 10844 Meadowcliff Cir - W093",W093.1,2022,2022,1669,1721,51,0,0
2022,Stormwater Drainage Management,71,2012 Bonds,"10836, 10840, 10844 Meadowcliff Cir - W093",W093.2,2022,2022,584734,585413,679,0,0
2022,Stormwater Drainage Management,71,Other GO CIP - Non-Debt,1700 N Field Street Drainage Repair - W706,W706.1,,,0,75000,0,0,0
2022,Stormwater Drainage Management,71,Other GO CIP - Non-Debt,17235 Stedman Dr - W667,W667.1,,,134,134,0,0,0
2022,Stormwater Drainage Management,71,Other GO CIP - Non-Debt,2133 Province - W707,W707.1,,,0,75000,0,0,0
2022,Stormwater Drainage Management,71,Other GO CIP - Non-Debt,2530 Blanton Outfall Repair - W834,W834.1,,,0,500000,0,0,0
2022,Stormwater Drainage Management,71,Other GO CIP - Non-Debt,408 Glen Oak - W356,W356.1,2022,2022,15425,143000,127575,0,0
2022,Stormwater Drainage Management,71,Other GO CIP - Non-Debt,4126 Maybeth Drainage Relief - W709,W709.1,,,0,15000,0,0,0
2022,Stormwater Drainage Management,72,Other GO CIP - Non-Debt,"4209 Rosa Ct, Drainage Relief System - W710",W710.1,2023,2024,0,1500000,0,"225,000","1,275,000"
2022,Stormwater Drainage Management,72,Other GO CIP - Non-Debt,5th Street Drainage Relief system - W711,W711.1,,,0,159450,0,0,0
2022,Stormwater Drainage Management,72,Other GO CIP - Non-Debt,6900 Royal Lane Drainage Relief System - W875,W875.1,2024,2024,0,1300000,0,0,"156,000"
2022,Stormwater Drainage Management,72,2017 Bonds,Abshire Lane - VD62,VD62.1,2022,2022,127972,948500,820528,0,0
2022,Stormwater Drainage Management,72,Other GO CIP - Non-Debt,"Acres/Grady Detention Basins 1 & 2, Dredging - W398",W398.1,2022,2022,142936,1220262,1077326,0,0
2022,Stormwater Drainage Management,72,2017 Bonds,"Alderson, 3700 - VD42",VD42.1,2023,2023,188000,1191000,0,"1,003,000",0
2022,Stormwater Drainage Management,72,Other GO CIP - Non-Debt,Alpha 6919 Drainage Relief System - W712,W712.1,,,0,400000,0,0,0
2022,Stormwater Drainage Management,72,Other GO CIP - Non-Debt,Alpha at Peyton (RL Area 3) - W833,W833.1,,,0,7000000,0,0,0
2022,Stormwater Drainage Management,72,Other GO CIP - Non-Debt,Anderson Ave @ Goodman - W399,W399.1,2022,2023,0,432400,230000,"202,400",0
2022,Flood Management,72,2006 Bonds,Ash Creek - S Fork - Bridges @ Lakeland - T497,T497.1,2022,2022,3565839,3274046,(291793),0,0
2022,Stormwater Drainage Management,72,Other GO CIP - Non-Debt,Ash Creek - S Fork Channel Improvements at John West - W400,W400.1,2022,2022,0,2435000,243500,0,0
2022,Stormwater Drainage Management,72,Other GO CIP - Non-Debt,Ash Creek Trib 5B7 Bridge Improvement @ Peavy - W713,W713.1,,,0,256500,0,0,0
2022,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,Ash Creek Trib 5B7 Bridge Improvement @ Province - W714,W714.1,,,0,5400000,0,0,0
2022,Erosion Control,73,2012 Bonds,Audelia 11601 (Audelia - E Bank) - S702,S702.1,2022,2022,526720,2500,(524220),0,0
2022,Erosion Control,73,2017 Bonds,"Baymar Lane, 6201 - VD26",VD26.1,,,216095,216095,0,0,0
2022,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,Beckley @ Coombs Creek Drinage Study - W401,W401.1,2022,2022,0,125000,125000,0,0
2022,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,"Bent Creek Detention Basin, Dredging - W402",W402.1,2022,2022,37369,124169,86800,0,0
2022,Erosion Control,73,2017 Bonds,"Betty Jane, 10225 - VD27",VD27.1,2022,2022,43485,354600,311115,0,0
2022,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,Birchridge 14721 - W717,W717.1,,,0,240000,0,0,0
2022,Erosion Control,73,2017 Bonds,Bonnie View over Five Mile Creek - VD12,VD12.1,2022,2022,94904,645000,550096,0,0
2022,Erosion Control,73,2012 Bonds,Burninglog 13156 - S709,S709.1,2022,2022,37939,68600,30661,0,0
2022,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,Calcutta 616 (RL Area 40) - W273,W273.1,2022,2022,67397,440000,372603,0,0
2022,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,Cedar Creek Bridge @ Clarendon - W403,W403.1,2022,2024,0,2810000,281000,0,"2,529,000"
2022,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,Cedar Creek Bridge @ Clarendon (Sta 149+13) - W718,W718.1,,,0,332250,0,0,0
2022,Stormwater Drainage Management,73,Other GO CIP - Non-Debt,Cedar Creek Bridge @ Moore - W404,W404.1,2022,2024,0,1476000,147600,0,"1,328,400"
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Cedar Creek Bridge @ Tyler - W719,W719.1,,,0,8300000,0,0,0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Cedar Creek Channel -ATSF RR to Ewing - W720,W720.1,,,0,1740000,0,0,0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Cedar Creek Channel Improvements (908 s Rosemont) - W721,W721.1,,,0,225000,0,0,0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Cedar Creek Culvert @ Polk - W722,W722.1,,,0,1000000,0,0,0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Cedar Creek Culvert @ W. Claredon Drive - W230,W230.1,2022,2022,85518,447883,362365,0,0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Cedar Creek Culvert @ Winnetka - W723,W723.1,,,0,330000,0,0,0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Cedar Springs Branch - Lomo Alto Dr @ Lemmon Ave - W836,W836.1,2023,2023,0,450000,0,"450,000",0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Cedar Springs Branch @ Denton - W725,W725.1,,,0,91500,0,0,0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Cedar Springs Branch @ Production - W835,W835.1,,,0,71250,0,0,0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Chalk Hill Branch @ S.Counts - W728,W728.1,,,0,206250,0,0,0
2022,Stormwater Drainage Management,74,Other GO CIP - Non-Debt,Chalk Hill Branch Bridge @ N. Counts - W837,W837.1,,,0,123750,0,0,0
2022,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Chalk Hill Branch Culvert @ Jefferson - W729,W729.1,,,0,75000,0,0,0
2022,Stormwater Drainage Management,75,2017 Bonds,Chalkhill Branch - I30/Loop 12 Interchange - VD33,VD33.1,2022,2022,95908,780000,684092,0,0
2022,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Channel - Major Maintenance - W195,W195.1,2023,2024,0,1175000,0,"175,000","250,000"
2022,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Cherry Hill 8647 Storm Drainage Relief - W838,W838.1,,,0,15120,0,0,0
2022,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Cherrybrook Dam Spillway Rehabilitation - W839,W839.1,2024,2024,0,5000000,0,0,"600,000"
2022,Erosion Control,75,2017 Bonds,"Claren Court 7106, 7110, 7114 - VD24",VD24.1,2022,2022,223400,225400,2000,0,0
2022,Erosion Control,75,2017 Bonds,Clearbrook Lane 10500 Blk - VD17,VD17.1,,,263661,263661,0,0,0
2022,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,"Cliffdale, 322 - W731",W731.1,,,0,82500,0,0,0
2022,Erosion Control,75,2017 Bonds,"Clubcreek Circle 8903, 8907, 8911 - VD14",VD14.1,2022,2022,190016,1077339,887323,0,0
2022,Erosion Control,75,2012 Bonds,Clubhouse Circle 6523 & 6527 - S715,S715.1,2022,2022,37088,29206,(7882),0,0
2022,Erosion Control,75,2012 Bonds,Clubhouse Circle 6523 & 6527 - S715,S715.2,2022,2022,15186,23068,7882,0,0
2022,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Clubhouse Circle 6523 & 6527 - S715,S715.3,,,234219,234219,0,0,0
2022,Stormwater Drainage Management,75,Other GO CIP - Non-Debt,Conrad - Louisiana Area Relief - W840,W840.1,,,0,312000,0,0,0
2022,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Coolgreene 8208 - W231,W231.1,2022,2022,42984,281000,238016,0,0
2022,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Coombs Creek Bridge @ 9th - W733,W733.1,,,0,50250,0,0,0
2022,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Coombs Creek Bridge @ Barnett - W734,W734.1,,,0,42000,0,0,0
2022,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Coombs Creek Bridge @ Colorado - W736,W736.1,,,0,333025,0,0,0
2022,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Coombs Creek Bridge @ Plymouth - W737,W737.1,,,0,6400000,0,0,0
2022,Erosion Control,76,2012 Bonds,Country Brook Pond Btwn Park Grove Ln & - S717,S717.1,2022,2022,131133,24961,(106172),0,0
2022,Erosion Control,76,2017 Bonds,Creek Bend Road 7028 - VD80,VD80.1,2022,2022,2000,73515,71515,0,0
2022,Storm Drainage Relief System,76,2017 Bonds,Creek Bend Road 7028 - VD80,VD80.2,2022,2022,8485,6275,(2210),0,0
2022,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,Crestview East Addition No.2 (Beechmont 2779) Drainage relief system - W738,W738.1,,,0,315000,0,0,0
2022,Stormwater Drainage Management,76,Other GO CIP - Non-Debt,CTP - W139,W139.1,2022,2022,716581,1180293,463712,0,0
2022,Flood Management,76,2017 Bonds,Cypress Branch @ Jennie Lee - VD75,VD75.1,2022,2023,105075,183000,59625,"18,300",0
2022,Stormwater Drainage Management,76,1998 Bonds,Dallas Floodway DFE PPA - W446,W446.1,2022,2022,13975,15072,1097,0,0
2022,Stormwater Drainage Management,76,2006 Bonds,Dallas Floodway DFE PPA - W446,W446.2,2022,2022,555273,567446,12173,0,0
2022,Trinity River Corridor Projects,77,1998 Bonds,Dallas Floodway DFE PPA - W446,W446.3,,,7734715,7734715,0,0,0
2022,Trinity River Corridor Projects,77,2006 Bonds,Dallas Floodway DFE PPA - W446,W446.4,2022,2022,584443,591135,6692,0,0
2022,Erosion Control,77,1995 Bonds,Dallas Floodway Extension - W632,W632.1,2022,2022,0,20990,20990,0,0
2022,Flood Management,77,2006 Bonds,Dallas Floodway Extension - W632,W632.2,2022,2022,0,1278436,1278436,0,0
2022,Stormwater Drainage Management,77,1995 Bonds,Dallas Floodway Extension - W632,W632.3,2022,2022,0,209208,209208,0,0
2022,Stormwater Drainage Management,77,1998 Bonds,Dallas Floodway Extension - W632,W632.4,2022,2022,1644,346151,344507,0,0
2022,Stormwater Drainage Management,77,2003 Bonds,Dallas Floodway Extension - W632,W632.5,2022,2022,0,145606,145606,0,0
2022,Stormwater Drainage Management,77,2006 Bonds,Dallas Floodway Extension - W632,W632.6,2022,2022,1084695,4138788,3054093,0,0
2022,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Dallas Floodway Extension - W632,W632.7,2022,2022,0,1492598,1492598,0,0
2022,Trinity River Corridor Projects,77,1998 Bonds,Dallas Floodway Extension - W632,W632.8,2022,2022,329635,9126754,8797120,0,0
2022,Trinity River Corridor Projects,77,2006 Bonds,Dallas Floodway Extension - W632,W632.9,2022,2022,2070333,5989738,3919406,0,0
2022,Erosion Control,77,2017 Bonds,"Deep Hill Circle 2625, 2641, 2663, 2667, 2687, 2691 - VD02",VD02.1,2022,2022,12382,1172641,1160259,0,0
2022,Stormwater Drainage Management,77,Other GO CIP - Non-Debt,Dixon Branch Relief System (RL Areas 18 & 19) - W845,W845.1,,,0,7500000,0,0,0
2022,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Dixon Branch-E Prong Culvert@ Mediterranean - W740,W740.1,,,0,25559,0,0,0
2022,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Dorrington Circle 3106 - W741,W741.1,2023,2024,0,160000,0,"24,000","136,000"
2022,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Dredge Maintenance - W405,W405.1,2022,2024,0,1350000,175000,"175,000","250,000"
2022,Erosion Control,78,2017 Bonds,"El Cerrito Storm Drainage, 2470 - VD11",VD11.1,2022,2022,31783,200001,168218,0,0
2022,Erosion Control,78,2017 Bonds,"El Cerrito, 2420, 2460, 2522 - VD10",VD10.1,2022,2022,696279,720123,23844,0,0
2022,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,El Tivoli Branch Culvert @ Plymouth Road - W847,W847.1,2024,2024,0,500000,0,0,"60,000"
2022,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,El Tivoli@ Reverchon Drainage Relief System - W742,W742.1,2024,2024,0,1610000,0,0,"193,200"
2022,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Elm Fork Trinity River - Upper East @ Skyline Trail Bridge / Trinity View Park - W846,W846.1,2024,2024,0,1600000,0,0,"192,000"
2022,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Elmwood Branch Bridge @ Melbourne - W743,W743.1,,,0,31500,0,0,0
2022,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Elmwood Branch Culvert @ Edgefield - W744,W744.1,,,0,48000,0,0,0
2022,Stormwater Drainage Management,78,Other GO CIP - Non-Debt,Elmwood Branch Culvert @ Tyler & Vernon - W745,W745.1,,,0,36000,0,0,0
2022,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,Emergency Pipe Repairs - Major Maintenance of Collapsed Pipe in Critical Areas - W268,W268.1,2023,2024,0,1200000,0,"200,000","250,000"
2022,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,Estes Branch Channel Improvements (2704 Mossglen) - W746,W746.1,,,0,300000,0,0,0
2022,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,Eustis Ave 8600- 8800 Blk & KCS Railroad Backwater Analysis - W747,W747.1,,,0,200000,0,0,0
2022,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,"Fair Oaks Crossing, 8555 - W406",W406.1,2022,2023,60165,340165,42000,"238,000",0
2022,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,"Fair Oaks Detention Basin, Dredging - W407",W407.1,2022,2022,101298,793138,691840,0,0
2022,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,Five Mile Pkwy 2200 Clock - W232,W232.1,2022,2022,877412,951430,74018,0,0
2022,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,Flood Control Operations Center - W220,W220.1,,,11818933,11818933,0,0,0
2022,Stormwater Drainage Management,79,Other GO CIP - Non-Debt,Flood Management Area - Major Maintenance - W194,W194.1,2023,2024,0,1175000,0,"225,000","225,000"
2022,Trinity River Corridor Projects,79,1998 Bonds,Flood risk/Eco Restoration/ Recreation - W245,W245.1,2022,2022,31032574,31032575,1,0,0
2022,Stormwater Drainage Management,79,2017 Bonds,Forest Ridge 9700 Block-Chiswell 9600 Block - VD76,VD76.1,2022,2022,185755,1344490,1158735,0,0
2022,Stormwater Drainage Management,80,2017 Bonds,Fort Worth Avenue @ Vilbig - VD37,VD37.1,2022,2022,32516,155090,122574,0,0
2022,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,"Fox Hollow Lake, Dredging - W408",W408.1,2022,2022,31006,137770,106764,0,0
2022,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,Funds to Supplement 2017 Bond Projects - W848,W848.1,2023,2023,0,7067615,0,"7,067,615",0
2022,Stormwater Drainage Management,80,Other GO CIP - Debt,FY22 EAN-SDM Fleet-Equipment Replacement - E449,E449.1,2022,2022,0,2500000,2500000,0,0
2022,Stormwater Drainage Management,80,Other GO CIP - Debt,FY23 EAN-SDM Storm Drainage Management - W904,W904.1,2023,2024,0,12500000,0,"2,500,000","2,500,000"
2022,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,Gabion - Major Maintenance - W196,W196.1,2022,2024,0,723890,(451110),"225,000","225,000"
2022,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,Gateridge 6841 Storm Drainage Relief - W849,W849.1,,,0,348000,0,0,0
2022,Storm Drainage Relief System,80,2017 Bonds,Gifford-Roanoke Area Relief System - Phase II/ Brookhollow Bridge - VD38,VD38.1,2022,2022,194420,1645000,1450580,0,0
2022,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,Grauwyler Gate - W751,W751.1,,,0,75000,0,0,0
2022,Stormwater Drainage Management,80,2017 Bonds,"Greendale 1721, 1716 - VD67",VD67.1,2022,2023,18814,105000,31186,"55,000",0
2022,Stormwater Drainage Management,80,Other GO CIP - Non-Debt,Greenhollow/ Sapling Way/ Clearsprings RL - W200,W200.1,2022,2022,199515,1370700,1171185,0,0
2022,Stormwater Drainage Management,81,2017 Bonds,Greenspan - Kirnwood Area - VD65,VD65.1,2022,2022,72698,528500,455802,0,0
2022,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Guildhall-McCree Storm Drainage Relief System - W213,W213.1,2022,2022,436170,4699970,4263800,0,0
2022,Stormwater Drainage Management,81,2017 Bonds,Hampton Gate - VD34,VD34.1,2022,2023,0,477429,4992,"472,437",0
2022,Flood Management,81,2017 Bonds,Hatfield Branch @ Seagoville Channel Improvements - VD71,VD71.1,2022,2023,52474,487000,147526,"287,000",0
2022,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Hatfield Branch Dam Spillway Rehabilitation - W852,W852.1,2024,2024,0,5000000,0,0,"600,000"
2022,Erosion Control,81,2012 Bonds,Healey 2116 & Kingsman 9869 - S731,S731.1,,,20642,20642,0,0,0
2022,Stormwater Drainage Management,81,2017 Bonds,Hearne @ Commerce - VD35,VD35.1,2022,2022,38488,589845,551357,0,0
2022,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Hickory Creek Floodplain Management Study - W270,W270.1,2022,2022,0,228066,228066,0,0
2022,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,Highgrove Area Drainage Relief System - W410,W410.1,2023,2024,0,4155000,0,"415,500","3,739,500"
2022,Storm Drainage Relief System,81,2017 Bonds,"Highland Road, 2447 - VD68",VD68.1,2022,2023,39069,195000,35931,"120,000",0
2022,Erosion Control,81,2017 Bonds,"Hillside Drive, 3604 - VD18",VD18.1,,,531749,531749,0,0,0
2022,Stormwater Drainage Management,81,Other GO CIP - Non-Debt,"Holliday, 3445, 3449, 3605, 3621 - W411",W411.1,2022,2023,0,1040000,124800,"915,200",0
2022,Stormwater Drainage Management,82,2017 Bonds,"Hollow Ridge, 4804 - VD74",VD74.1,2022,2023,10111,350000,154889,"185,000",0
2022,Stormwater Drainage Management,82,2017 Bonds,"Homer Street, 3215 - VD43",VD43.1,2022,2022,21200,141000,119800,0,0
2022,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Jackson Branch- Church Road Bridge - W753,W753.1,,,0,205500,0,0,0
2022,Erosion Control,82,2017 Bonds,Joe's Creek - TXU ROW and 3900 Block Vinecrest - VD28,VD28.1,,,51216,51216,0,0,0
2022,Erosion Control,82,Other GO CIP - Non-Debt,Joe's Creek - TXU ROW and 3900 Block Vinecrest - VD28,VD28.2,,,386350,386350,0,0,0
2022,Flood Management,82,2017 Bonds,Joe's Creek West Fork Bridge @ Walnut Hill - VD47,VD47.1,2022,2023,223343,470000,51657,"195,000",0
2022,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Joes Creek West Fork Channel and Cuvert Improvements - W276,W276.1,,,0,25000000,0,0,0
2022,Stormwater Drainage Management,82,2017 Bonds,Junius Street @Baylor University Medical Center - VD39,VD39.1,,,102829,102829,0,0,0
2022,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,"Keeton Park Lake, Dredging - W412",W412.1,2023,2023,118966,790798,0,"671,832",0
2022,Erosion Control,82,2017 Bonds,Kidd Springs - H&H Study - VD31,VD31.1,,,89000,89000,0,0,0
2022,Stormwater Drainage Management,82,Other GO CIP - Non-Debt,Kidd Springs Branch @ Colorado - W754,W754.1,,,0,146050,0,0,0
2022,Stormwater Drainage Management,83,Other GO CIP - Non-Debt,Kidd Springs Tunnel - W656,W656.1,,,89945,89945,0,0,0
2022,Stormwater Drainage Management,83,Other GO CIP - Non-Debt,Kidd Springs Tunnel Rehabilitation - W854,W854.1,2023,2024,0,336000,0,"36,000","300,000"
2022,Stormwater Drainage Management,83,Other GO CIP - Non-Debt,Kiest Boulevard W. 2412 - W234,W234.1,2022,2024,45547,525000,287053,0,"192,400"
2022,Stormwater Drainage Management,83,Other GO CIP - Non-Debt,"Kiesthill (3425, 3407, 3411, 3431), Kiest Crest (3610), Kiest (3327, 3335, 3419), and Kiest Crest - W414",W414.1,2022,2023,0,3553750,236800,"3,316,950",0
2022,Erosion Control,83,1995 Bonds,Kiltartan 1511 - S735,S735.1,,,1266,1266,0,0,0
2022,Stormwater Drainage Management,83,Other GO CIP - Non-Debt,Kiltartan 1519 - W755,W755.1,2023,2024,0,224000,0,"33,600","190,400"
2022,Flood Management,83,2017 Bonds,Kings Branch @ Genoa - VD61,VD61.1,2022,2022,41525,262000,220475,0,0
2022,Flood Management,83,2017 Bonds,Kings Branch Culvert @ Denley - VD60,VD60.1,2022,2022,80625,736433,655808,0,0
2022,Flood Management,83,2017 Bonds,Kings Branch Culvert @ Edgemont - VD56,VD56.1,2022,2022,32621,513385,480764,0,0
2022,Flood Management,83,2017 Bonds,Kings Branch Culvert @ Georgia - VD54,VD54.1,2022,2022,33718,428604,394886,0,0
2022,Flood Management,83,2017 Bonds,Kings Branch Culvert @ Louisiana - VD59,VD59.1,2022,2022,59185,431955,372770,0,0
2022,Flood Management,83,2017 Bonds,Kings Branch Culvert @ Stella - VD58,VD58.1,2022,2022,32298,192000,159702,0,0
2022,Flood Management,84,2017 Bonds,Kings Branch Culvert @ Woodin - VD57,VD57.1,2022,2022,35132,308054,272922,0,0
2022,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Knights 3800 @ Grinnell - W756,W756.1,,,0,65250,0,0,0
2022,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Knights Branch Upper Relief System Study - W756,W756.2,,,0,400000,0,0,0
2022,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Knights Street 2426 & 2428 - W757,W757.1,,,0,177000,0,0,0
2022,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Lafayette Heights Branch Culvert @ Plymouth Road - W858,W858.1,2024,2024,0,560000,0,0,"67,200"
2022,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Lake Cliff Dam Rehabilitation - W860,W860.1,2024,2024,0,5000000,0,0,"600,000"
2022,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Lake Cliff Dam Seepage Project - W859,W859.1,,,0,1500000,0,0,0
2022,Stormwater Drainage Management,84,2017 Bonds,"Lake Highlands Town Center, Dredge Project - VD77",VD77.1,2022,2022,10000,1664043,1654043,0,0
2022,Flood Management,84,2017 Bonds,Lake June @ St. Augustine - VD72,VD72.1,2022,2023,62714,721000,137286,"521,000",0
2022,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Lakeland 2214 - W235,W235.1,2022,2022,290106,37375,(252731),0,0
2022,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Lane Park-7100 to 7300 Block - W760,W760.1,,,0,143550,0,0,0
2022,Stormwater Drainage Management,84,Other GO CIP - Non-Debt,Lisbon Area C - W204,W204.1,2022,2022,293063,1654300,1361237,0,0
2022,Storm Drainage Relief System,85,2017 Bonds,"Lively Lane, 3808 - VD48",VD48.1,2022,2023,39688,80000,24312,"16,000",0
2022,Stormwater Drainage Management,85,2017 Bonds,Loganwood 3602 - VD69,VD69.1,2022,2023,43038,256000,56962,"156,000",0
2022,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,"Lone Star Detention Basin, Dredging - W416",W416.1,2022,2022,93625,93643,18,0,0
2022,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Loree 1742 - W761,W761.1,,,0,109500,0,0,0
2022,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Mapleleaf Circle/ Mapleleaf Lane Area - W763,W763.1,,,0,159000,0,0,0
2022,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Master Plans / Floodplain Management Studies - W417,W417.1,2022,2022,3500000,4540000,1040000,0,0
2022,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,McCommas Branch FPMS Alt 4 - W277,W277.1,2022,2024,0,2498932,479432,"619,500","1,400,000"
2022,Flood Management,85,2006 Bonds,McCree Branch- White Rock-Flood Management - T515,T515.1,2022,2022,96901,41527,(55374),0,0
2022,Stormwater Drainage Management,85,Other GO CIP - Non-Debt,Meadow Lake Ave 7102 & Westlake 7203 - W764,W764.1,,,0,238500,0,0,0
2022,Erosion Control,85,2006 Bonds,"Meadowcliff 10720, 10726 - VD13",VD13.1,,,398183,398183,0,0,0
2022,Erosion Control,85,2017 Bonds,"Meadowcliff 10720, 10726 - VD13",VD13.2,2022,2022,840783,690400,(150384),0,0
