cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,previous_appropriations,project_total,2022,2023,2024
2022,Pavement Maintenance/ Construction,16,Aviation Capital Program,Airfield Pavement Evaluation - W214,W214.1,2022,2024,505587,2521648,16061,"1,000,000","1,000,000"
2022,Terminal,16,Aviation Capital Program,Airport Emergency Operations Center - W685,W685.1,2022,2022,0,2000000,2000000,0,0
2022,Capital Improvement Program,16,Aviation Capital Program,Airport Planning and Advisory Services - 1725,1725.1,2022,2024,6283184,13905000,4621816,"1,000,000","1,000,000"
2022,Capital Improvement Program,16,Aviation Capital Program,Airport Planning and Advisory Services - 1725,1725.2,2022,2022,0,2000000,2000000,0,0
2022,Capital Improvement Program,16,Aviation Capital Program,Architectural Engineering Roster - W286,W286.1,2022,2022,1329,154500,153171,0,0
2022,Capital Improvement Program,16,Aviation Capital Program,Aviation Parking Garage - 8738,8738.1,2022,2022,1653184,3757407,2104223,0,0
2022,Capital Improvement Program,16,Aviation Capital Program,CONRAC - W280,W280.1,2023,2023,0,1000000,0,"1,000,000",0
2022,Capital Improvement Program,16,Aviation Capital Program,Construction Management/ Project Management - W371,W371.1,2022,2024,1430186,7428666,(1520),"3,000,000","3,000,000"
2022,Pavement Maintenance/ Construction,17,Aviation Capital Program,Crossfield Taxiway Reconfiguration - W125,W125.1,2022,2022,2384323,32731969,30347646,0,0
2022,Pavement Maintenance/ Construction,17,Aviation Capital Program - Commercial Paper,Crossfield Taxiway Reconfiguration - W125,W125.2,2022,2022,3758,22156749,22152991,0,0
2022,Terminal,17,Aviation Capital Program,DAL A/E Space Planning Implementation - W469,W469.1,2022,2022,0,750000,750000,0,0
2022,Capital Improvement Program,17,Aviation Capital Program,DAL Alternate Entry - W287,W287.1,2022,2022,0,214710000,30210000,0,0
2022,Capital Improvement Program,17,Aviation Capital Program,DAL Elevator Study - W360,W360.1,2022,2023,371040,471300,260,"100,000",0
2022,Capital Improvement Program,17,Aviation Capital Program,DAL EMS Suite - W357,W357.1,2022,2023,187027,1508000,1120973,"200,000",0
2022,Capital Improvement Program,17,FAA Grants,DAL Replacement Fire Station - W358,W358.1,2024,2024,0,3400000,0,0,"3,400,000"
2022,Safety/ Security,17,Aviation Capital Program,DAL Replacement Fire Station - W358,W358.2,2022,2024,546965,29304188,19461035,0,"9,296,188"
2022,Capital Improvement Program,17,Aviation Capital Program,DAL Streetscape Enhancements - W387,W387.1,2022,2024,3344404,3695863,115095,"118,182","118,182"
2022,Capital Improvement Program,17,Aviation Capital Program,DAL Streetscape Enhancements - W387,W387.2,2022,2022,467953,25070000,24602047,0,0
2022,Capital Improvement Program,17,FAA Grants,DAL Streetscape Enhancements - W387,W387.3,2023,2024,0,7467994,0,"6,767,994","700,000"
2022,Capital Improvement Program,18,Aviation Capital Program,DAL-Entrance Road Improvements - W167,W167.1,2022,2023,15029486,15420575,(8911),"400,000",0
2022,Capital Improvement Program,18,Aviation Capital Program,Dallas Vertiport Fuel System - W215,W215.1,2022,2022,0,1257409,1257409,0,0
2022,Capital Improvement Program,18,Aviation Capital Program,DAS Exterior Lighting Improvements - W359,W359.1,2022,2022,1864802,1865509,707,0,0
2022,Pavement Maintenance/ Construction,18,Aviation Capital Program,DEA Extend Taxiway E - W388,W388.1,2022,2024,0,2057500,463300,"858,200","736,000"
2022,Capital Improvement Program,18,Aviation Capital Program,DEA Streetscape Enhancements - W367,W367.1,2022,2024,569534,7069693,158,0,"6,500,000"
2022,Pavement Maintenance/ Construction,18,Aviation Capital Program,DEA Taxiway Apron Infill - Design - W334,W334.1,2022,2022,0,850000,850000,0,0
2022,Capital Improvement Program,18,Aviation Capital Program,DEA West Development Payback - W285,W285.1,2022,2022,100100,7764286,7664186,0,0
2022,Capital Improvement Program,18,Aviation Capital Program,Drainage Master Plan - Schematic Design - W133,W133.1,2022,2022,101638,12800638,12699000,0,0
2022,Capital Improvement Program,18,Aviation Capital Program,Elevator Upgrades - W391,W391.1,2022,2024,0,1423700,873700,0,"550,000"
2022,Capital Improvement Program,18,Aviation Capital Program,Elevator Upgrades- Ph 2 - W889,W889.1,2023,2023,0,1700000,0,"1,700,000",0
2022,Capital Improvement Program,18,Aviation Capital Program,Elevator Upgrades- Ph 3 - W890,W890.1,2024,2024,0,1800000,0,0,"1,800,000"
2022,Capital Improvement Program,18,Aviation Capital Program,Gararge A and Terminal Roadway Rebuild - W687,W687.1,,,0,277500000,0,0,0
2022,Terminal,19,Aviation Capital Program,Love Fld Major Maintenance - 8707,8707.1,2022,2024,14506585,22506585,2000000,0,"3,000,000"
2022,Capital Improvement Program,19,Aviation Capital Program,Material Testing for Construction Work - W152,W152.1,2022,2022,0,551361,551361,0,0
2022,Capital Improvement Program,19,FAA Grants,People-mover Connector - 8710,8710.1,2022,2022,5012736,5311092,298356,0,0
2022,Pavement Maintenance/ Construction,19,Aviation Capital Program,Reconstruct RWY 13R 31L - D019,D019.1,2022,2022,9275454,70530927,61255473,0,0
2022,Pavement Maintenance/ Construction,19,Aviation Capital Program - Commercial Paper,Reconstruct RWY 13R 31L - D019,D019.2,2022,2022,77166368,82166368,5000000,0,0
2022,Pavement Maintenance/ Construction,19,FAA Grants,Reconstruct RWY 13R 31L - D019,D019.3,2022,2022,25503046,25726455,223409,0,0
2022,Pavement Maintenance/ Construction,19,Aviation Capital Program,Rehabilitate Taxiway C Phase 2 - W281,W281.1,2022,2022,444000,193200,(250800),0,0
2022,Pavement Maintenance/ Construction,19,FAA Grants,Rehabilitate Taxiway C Phase 2 - W281,W281.2,,,0,0,0,0,0
2022,Pavement Maintenance/ Construction,19,Aviation Capital Program,Rehabilitate Taxiway C: Taxi D to Taxi C - W122,W122.1,2022,2022,3692293,24898000,21205707,0,0
2022,Pavement Maintenance/ Construction,19,Aviation Capital Program - Commercial Paper,Rehabilitate Taxiway C: Taxi D to Taxi C - W122,W122.2,2022,2022,20724434,18443140,(2281294),0,0
2022,Pavement Maintenance/ Construction,19,FAA Grants,Rehabilitate Taxiway C: Taxi D to Taxi C - W122,W122.3,,,0,0,0,0,0
2022,Pavement Maintenance/ Construction,20,Aviation Capital Program,Reonstruct Taxiway A (Phase 1) TWY D to - W288,W288.1,2023,2023,0,12882194,0,"12,882,194",0
2022,Pavement Maintenance/ Construction,20,Aviation Capital Program - Commercial Paper,Reonstruct Taxiway A (Phase 1) TWY D to - W288,W288.2,2023,2023,0,16405836,0,"16,405,836",0
2022,Pavement Maintenance/ Construction,20,FAA Grants,Reonstruct Taxiway A (Phase 1) TWY D to - W288,W288.3,2023,2023,0,9700000,0,"9,700,000",0
2022,Pavement Maintenance/ Construction,20,Aviation Capital Program,Reonstruct Taxiway A (Phase 1) TWY D to - W798,W798.1,2023,2023,0,3600000,0,"3,600,000",0
2022,Homeless Housing Services,25,2017 Bonds,19393 Preston Rd [Candlewood Suites] - VJ06,VJ06.1,2022,2022,513591,513990,399,0,0
2022,Homeless Housing Services,25,2017 Bonds,2949 S. Hampton Rd - VJ16,VJ16.1,2022,2022,11500,6587615,6576115,0,0
2022,Library Facilities,25,2006 Bonds,6th Floor Renovation - W266,W266.1,2022,2022,956809,980940,24131,0,0
2022,City and Municipal Court Facilities,25,2006 Bonds,ADA Improvements - W793,W793.1,2022,2022,0,2264118,2264118,0,0
2022,Major Maintenance,25,Other GO CIP - Non-Debt,ADA Improvements- Major Maintenance and Repairs - W663,W663.1,2022,2022,368450,500000,131550,0,0
2022,City and Municipal Court Facilities,25,Other GO CIP - Non-Debt,ADA Upgrades at Canton - W911,W911.1,2023,2023,0,630000,0,"630,000",0
2022,Fleet/Equipmen t Replacement,25,Other GO CIP - Debt,Apparatus Replacement - E313,E313.1,2022,2022,32957624,33350000,392376,0,0
2022,Land Acquisition,25,2006 Bonds,Cadillac Heights Land Acquisition - T825,T825.1,2022,2022,629945,11690881,11060935,0,0
2022,Fleet/Equipmen t Replacement,25,Other GO CIP - Debt,Case Management System - E314,E314.1,2022,2022,3246908,3379178,132270,0,0
2022,Library Facilities,26,2003 Bonds,Central Library - Elevators - W156,W156.1,2022,2022,19929,107806,87877,0,0
2022,Library Facilities,26,2017 Bonds,Central Library - Elevators - W156,W156.2,2022,2022,0,22932,22932,0,0
2022,Police Facilities,26,2017 Bonds,Central Patrol Station - VG33,VG33.1,2022,2022,3378,151000,147622,0,0
2022,City and Municipal Court Facilities,26,2017 Bonds,Central Service Center- Sanitation Building - VH04,VH04.1,2022,2022,122425,149999,27575,0,0
2022,Major Maintenance,26,Other GO CIP - Non-Debt,City Facilities Improvements - W221,W221.1,,,7140997,7140997,0,0,0
2022,City and Municipal Court Facilities,26,2006 Bonds,City Hall - Tank Replacement - T749,T749.1,2022,2022,14000,15407,1407,0,0
2022,City and Municipal Court Facilities,26,2017 Bonds,City Hall - Tank Replacement - T749,T749.2,2022,2022,0,144757,144757,0,0
2022,City and Municipal Court Facilities,26,2017 Bonds,City Hall - VH05,VH05.1,2023,2023,3355,1871583,0,"1,868,228",0
2022,Technology,26,Other GO CIP - Debt,City Hall Data Center - Renovations - P478,P478.1,2022,2022,299517,5200000,4900483,0,0
2022,Technology,26,Other GO CIP - Debt,Citywide Radio System Replacement - E384,E384.1,2022,2022,53975572,54899072,923500,0,0
2022,Major Maintenance,26,Other GO CIP - Non-Debt,Contingency Reserve - Capital Construction - P479,P479.1,2022,2022,3009214,3014104,4890,0,0
2022,Cultural Facilities,26,2017 Bonds,Dallas Museum of Art - VF03,VF03.1,2022,2022,5707373,6000000,292627,0,0
2022,Fleet/Equipmen t Replacement,27,Other GO CIP - Debt,DFD- SCBA and Safety Equipment - E406,E406.1,2022,2022,379381,4672134,4292753,0,0
2022,Fleet/Equipmen t Replacement,27,Other GO CIP - Debt,DFD-Ambulance Replacement - E414,E414.1,2023,2024,0,30000000,0,"6,000,000","6,000,000"
2022,Technology,27,Other GO CIP - Debt,DPD In-Car DVR 1/5 Annual Replacement - E409,E409.1,2022,2022,2269599,2277600,8001,0,0
2022,Technology,27,Other GO CIP - Debt,DPD In-Car DVR 1/5 Annual Replacement - E416,E416.1,2022,2024,1313071,8409600,88529,"1,401,600","1,401,600"
2022,Technology,27,Other GO CIP - Debt,DPD TAAG Surveillance Camera 1/5 Annual - E410,E410.1,2022,2022,1055611,1063500,7889,0,0
2022,Technology,27,Other GO CIP - Debt,DPD TAAG Surveillance Camera 1/5 Annual - E417,E417.1,2022,2024,1640441,7444500,486559,"1,063,500","1,063,500"
2022,Fleet/Equipmen t Replacement,27,Other GO CIP - Debt,EFM - General Fleet - E413,E413.1,2022,2022,7243749,7500000,256251,0,0
2022,Fleet/Equipmen t Replacement,27,Other GO CIP - Debt,EFM-General Fleet - E422,E422.1,2022,2024,0,58849500,9800000,"9,809,900","9,809,900"
2022,City and Municipal Court Facilities,27,2017 Bonds,Electrical Panel Replacement at 37 Facilities - VH07,VH07.1,2022,2022,240947,1010676,769729,0,0
2022,City and Municipal Court Facilities,27,2006 Bonds,Emergency Warning Sirens - W792,W792.1,2022,2022,153886,310000,156114,0,0
2022,Technology,27,Other GO CIP - Debt,Enterprise Electronic Document Management - E380,E380.1,2022,2022,0,565407,565407,0,0
2022,Technology,28,Other GO CIP - Debt,Enterprise Electronic Document Management - E389,E389.1,2022,2022,0,725000,725000,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station # 46 - VG02,VG02.1,2022,2022,5952484,6775492,823008,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station # 53 - VG03,VG03.1,2022,2022,83350,85000,1650,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #05 - VG04,VG04.1,2022,2022,21144,45000,23856,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #1 - VG16,VG16.1,2022,2022,83857,85000,1143,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #11 - VG07,VG07.1,2022,2022,62323,85000,22678,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #11B - VG18,VG18.1,2022,2022,4770,101000,96230,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #21 - VG19,VG19.1,2022,2022,2762,85000,82238,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #24 - VG11,VG11.1,2022,2022,83052,92000,8948,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #36 - VG13,VG13.1,2022,2022,6856158,7197245,341086,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #45 - VG21,VG21.1,2022,2022,86402,86712,310,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #5 - VG25,VG25.1,2022,2022,403,85000,84597,0,0
2022,Fire Protection Facilities,28,2017 Bonds,Fire Station #52 - VG22,VG22.1,2022,2022,82789,85000,2211,0,0
2022,Fire Protection Facilities,29,2017 Bonds,Fire Station #53 - VG23,VG23.1,2022,2022,72176,74000,1824,0,0
2022,Fire Protection Facilities,29,2017 Bonds,Fire Station 19 Replacement - VG44,VG44.1,2022,2022,0,475650,475650,0,0
2022,Fire Protection Facilities,29,Other GO CIP - Debt,Fire Station 19 Replacement - VG44,VG44.2,2022,2022,5360077,7000000,1639923,0,0
2022,Fire Protection Facilities,29,Other GO CIP - Debt,Fire Station 41 Replacement - VG45,VG45.1,2022,2022,675324,7000000,6324676,0,0
2022,Fire Protection Facilities,29,2006 Bonds,Fire Station Improvements - Generators - W791,W791.1,2022,2022,0,597402,597402,0,0
2022,Fire Protection Facilities,29,2006 Bonds,Fire Station Improvements - Generators - W791,W791.2,2022,2022,0,41314,41314,0,0
2022,Fire Protection Facilities,29,Other GO CIP - Debt,Fire Station Temporary Facilities 19 & 41 - VG46,VG46.1,2022,2022,1009980,2000000,990020,0,0
2022,Fleet/Equipmen t Replacement,29,Other GO CIP - Debt,Fleet/Equipment Replacement - 8199,8199.1,2022,2022,24663399,25000000,336601,0,0
2022,Fleet/Equipmen t Replacement,29,Other GO CIP - Debt,Fleet/Equipment Replacement - EBS - E323,E323.1,2022,2022,3786780,3862422,75642,0,0
2022,Library Facilities,29,2006 Bonds,Forest Green Branch Library - VE01,VE01.1,,,135058,135058,0,0,0
2022,Library Facilities,29,2017 Bonds,Forest Green Branch Library - VE01,VE01.2,2022,2022,7244435,7452921,208486,0,0
2022,Fire Protection Facilities,29,2017 Bonds,Future Fire Station Jim Miller - Loop 12 - VG31,VG31.1,2022,2022,6438075,6615217,177141,0,0
2022,Major Maintenance,30,Other GO CIP - Non-Debt,FY21 Year End Major Maintenance Generator Project - W802,W802.1,2022,2022,3279095,3280000,906,0,0
2022,Major Maintenance,30,Other GO CIP - Non-Debt,FY21-22 Mid-Year Projects - W701,W701.1,2022,2022,1069117,6322793,5253676,0,0
2022,City Fleet Asset Management,30,Other GO CIP - Debt,FY22 EAN-EFM General Fleet Replacement - E446,E446.1,2022,2022,0,8200000,8200000,0,0
2022,Fleet/Equipmen t Replacement,30,Other GO CIP - Debt,FY23 EAN-DFR Apparatus Replacement - W905,W905.1,2023,2024,0,59000000,0,"11,800,000","11,800,000"
2022,Fleet/Equipmen t Replacement,30,Other GO CIP - Debt,FY23 EAN-EFM Fleet-Equipment Replacement - W906,W906.1,2023,2024,0,41000000,0,"8,200,000","8,200,000"
2022,Major Maintenance,30,Other GO CIP - Non-Debt,General Capital Reserve - 8888,8888.1,2022,2022,9425249,17425249,8000000,0,0
2022,Fleet/Equipmen t Replacement,30,Other GO CIP - Debt,General Fleet - E381,E381.1,2022,2022,5536557,5637646,101089,0,0
2022,Homeless Housing Services,30,2017 Bonds,Homeless Assistance Facilites - VJ01,VJ01.1,2022,2023,40300,2148977,90047,"2,018,630",0
2022,Technology,30,Other GO CIP - Debt,IT Infrastructure - E424,E424.1,2023,2023,0,15200000,0,"15,200,000",0
2022,Technology,30,Other GO CIP - Debt,IT Network Equipment 1/5 Annual Replacement - E402,E402.1,2022,2022,604865,915610,310745,0,0
2022,Technology,30,Other GO CIP - Debt,IT Network Equipment 1/5 Annual Replacement - E411,E411.1,2022,2022,3303953,4200000,896047,0,0
2022,Technology,31,Other GO CIP - Debt,IT Network Equipment 1/5 Annual Replacement - E418,E418.1,2022,2024,0,12600000,2100000,"2,100,000","2,100,000"
2022,Technology,31,Other GO CIP - Debt,IT Security Equipment 1/5 Annual Replacement - E420,E420.1,2022,2024,208873,2440000,231127,"400,000","400,000"
2022,Police Facilities,31,2017 Bonds,Jack Evans Headquarters - VG35,VG35.1,2022,2022,955846,994837,38991,0,0
2022,Technology,31,Other GO CIP - Debt,Laptop/Desktop 1/5 Annual Replacement - E415,E415.1,2022,2024,201674,13406400,1954726,"2,250,000","2,250,000"
2022,Cultural Facilities,31,2006 Bonds,Latino Cultural Center - Phase II - Prio - T698,T698.1,2022,2022,2567284,2568068,784,0,0
2022,Major Maintenance,31,Other GO CIP - Non-Debt,Major Maintenance and Repairs FY20 - W504,W504.1,2022,2022,6163354,6193721,30367,0,0
2022,Major Maintenance,31,Other GO CIP - Non-Debt,Major Maintenance and Repairs FY21 - W620,W620.1,2022,2022,5295986,6099963,803977,0,0
2022,Major Maintenance,31,Other GO CIP - Non-Debt,Major Maintenance and Repairs FY22 - BSD - W680,W680.1,2022,2024,4400692,37620000,4099308,"10,120,000","9,500,000"
2022,Cultural Facilities,31,Other GO CIP - Non-Debt,Major Maintenance Projects-Arts and Cultural Facilities - W130,W130.1,2022,2022,2214273,2400000,185727,0,0
2022,Cultural Facilities,31,2017 Bonds,Meyerson - VF05,VF05.1,2022,2022,3605780,3800000,194220,0,0
2022,Cultural Facilities,32,Other GO CIP - Non-Debt,Meyerson Maintenance Support - W629,W629.1,2022,2022,2953618,3541269,587651,0,0
2022,Homeless Housing Services,32,2017 Bonds,Miramar Hotel- 1950 Fort Worth Ave - VJ08,VJ08.1,2022,2022,2696,2348033,2345337,0,0
2022,Police Facilities,32,2017 Bonds,NE Patrol Station - VG37,VG37.1,2022,2022,490113,1075000,584887,0,0
2022,Cultural Facilities,32,Other GO CIP - Non-Debt,Non-City Owned Cultural Facility Repair - W149,W149.1,2022,2022,400000,600000,200000,0,0
2022,City and Municipal Court Facilities,32,2017 Bonds,Oak Cliff Municipal Center - VH10,VH10.1,2022,2023,9657,2000000,1125475,"864,868",0
2022,Technology,32,Capital Projects Reimbursement,P25 Radio Project - P776,P776.1,2022,2022,848707,924360,75653,0,0
2022,Technology,32,Other GO CIP - Debt,Police DVR Replacements Phase 1 of 4 - E391,E391.1,2022,2022,1344341,1350000,5659,0,0
2022,Major Maintenance,32,Other GO CIP - Non-Debt,Priority Major Maintenance - P717,P717.1,2022,2022,8363717,9242331,878614,0,0
2022,Public Art,32,2006 Bonds,Public Art Administration - Court Facilities - PA55,PA55.1,2022,2022,0,3039,3039,0,0
2022,Public Art,32,2006 Bonds,Public Art Administration - Farmers Market - PA53,PA53.1,2022,2022,0,2158,2158,0,0
2022,Public Art,32,2006 Bonds,Public Art Administration- Library Facilities - PA45,PA45.1,2022,2022,0,136,136,0,0
2022,Public Art,32,1998 Bonds,Public Art Program - N819,N819.1,2022,2022,511649,540684,29035,0,0
2022,Public Art,33,2003 Bonds,Public Art Projects - Library Facilities - PA02,PA02.1,2022,2022,0,48500,48500,0,0
2022,Public Art,33,1998 Bonds,Public Art Projects - N927,N927.1,2022,2022,11364,62521,51157,0,0
2022,Public Art,33,2006 Bonds,Public Art Projects - Public Safety Facilities - PA42,PA42.1,2022,2022,0,1176,1176,0,0
2022,Public Art,33,2017 Bonds,Public Art Projects - Public Safety Facilities - PA42,PA42.2,2022,2022,0,2661,2661,0,0
2022,Public Art,33,2006 Bonds,Public Art Projects- Court Facilities - PA54,PA54.1,2022,2022,0,12156,12156,0,0
2022,Public Art,33,2017 Bonds,Public Arts Administration - PA61,PA61.1,2022,2022,27877,37155,9278,0,0
2022,Public Art,33,2006 Bonds,Public Arts Administration- City Facilities - PA51,PA51.1,2022,2022,0,18994,18994,0,0
2022,Public Art,33,2017 Bonds,Public Arts Administration- Public Safety - PA63,PA63.1,2022,2022,40511,47955,7444,0,0
2022,Public Art,33,2006 Bonds,Public Arts Projects- City Facilities - PA50,PA50.1,2022,2022,0,75974,75974,0,0
2022,Public Art,33,2006 Bonds,Public Arts Projects- Farmers Market - PA52,PA52.1,2022,2022,0,8631,8631,0,0
2022,Public Art,33,2006 Bonds,Public Arts Projects- Library Facilities - PA44,PA44.1,2022,2022,108,17611,17504,0,0
2022,Public Art,33,2017 Bonds,Public Arts Projects- Public Safety - PA62,PA62.1,2022,2022,185421,191820,6399,0,0
2022,Technology,34,Other GO CIP - Debt,Public Safety MDC 1/5 Annual Replacement - E412,E412.1,2022,2022,494290,500000,5710,0,0
2022,Technology,34,Other GO CIP - Debt,Public Safety MDC 1/5 Annual Replacement - E419,E419.1,2022,2024,988581,6000000,11419,"1,000,000","1,000,000"
2022,Technology,34,Other GO CIP - Debt,Public Safety Radio Replacement - E423,E423.1,2023,2023,0,34800000,0,"34,800,000",0
2022,Major Maintenance,34,Other GO CIP - Non-Debt,Solar Installation - W799,W799.1,2022,2024,0,2500000,500000,"1,500,000","500,000"
2022,Cultural Facilities,34,2017 Bonds,South Dallas Cultural Center - VF09,VF09.1,2022,2023,3255,314917,178750,"132,912",0
2022,City and Municipal Court Facilities,34,2006 Bonds,Southeast Service Center - Construction - T743,T743.1,2022,2022,947527,3089272,2141744,0,0
2022,City and Municipal Court Facilities,34,2017 Bonds,Southeast Service Center - Construction - T743,T743.2,2022,2022,0,4768093,4768093,0,0
2022,City and Municipal Court Facilities,34,2017 Bonds,Southwest Transfer Station [24410] - VH11,VH11.1,2022,2022,159597,205000,45403,0,0
2022,Major Maintenance,34,Other GO CIP - Non-Debt,Space Planning- Major Maintenance and Repairs - W664,W664.1,2022,2022,644774,500000,(144774),0,0
2022,Police Facilities,34,2017 Bonds,SW Patrol Station - VG42,VG42.1,2022,2023,5236,3433647,1244764,"2,183,647",0
2022,Technology,34,Other GO CIP - Debt,Technology Infrastructure Redesign - E421,E421.1,2022,2024,0,5850000,975000,"975,000","975,000"
2022,Homeless Housing Services,35,2017 Bonds,The St. Jude Center - Park Central Project - VJ12,VJ12.1,,,3300000,3300000,0,0,0
2022,Homeless Housing Services,35,2017 Bonds,Townhouse Suites- 4150 Independence Drive - VJ14,VJ14.1,2022,2022,4977384,5033395,56011,0,0
2022,City and Municipal Court Facilities,35,2017 Bonds,Unspecified ADA Improvements - VH12,VH12.1,2022,2022,909501,3230000,2320500,0,0
2022,Library Facilities,35,2017 Bonds,Vickery Meadow Branch Library - VE03,VE03.1,2022,2022,6713952,7034443,320490,0,0
2022,Library Facilities,35,Other GO CIP - Non-Debt,Vickery Meadow Branch Library - VE03,VE03.2,2022,2022,351971,779955,427984,0,0
2022,City and Municipal Court Facilities,35,2006 Bonds,Vickery Meadow Community Court - W141,W141.1,2022,2022,474102,518800,44698,0,0
2022,City and Municipal Court Facilities,35,2017 Bonds,Vickery Meadow Community Court - W141,W141.2,2022,2022,0,11649,11649,0,0
2022,City and Municipal Court Facilities,35,2017 Bonds,West Dallas Multipurpose Center - VH13,VH13.1,2022,2022,101614,381161,279548,0,0
2022,Convention Center Improvement,40,Convention Center Capital Program,Convention Center Facility Improvements - W111,W111.1,2022,2024,4318839,25209638,4840799,"2,000,000","3,375,000"
2022,Convention Center Improvement,40,Convention Center Capital Program,Convention Center Master Plan - W433,W433.1,2022,2024,4888698,44589709,3636737,"4,352,793","3,340,477"
2022,Convention Center Improvement,40,Convention Center Capital Program,Convention Facility ElevatorEscalator Improvement Project - W106,W106.1,2022,2023,6960173,7671579,(207076),"918,482",0
2022,Convention Center Improvement,40,Convention Center Capital Program,EBJ Union Station - W602,W602.1,2022,2024,829016,2414840,(629016),"330,625","380,219"
2022,Convention Center Improvement,40,Convention Center Capital Program,Fire Sprinkler Pipe Replacement - W298,W298.1,2022,2022,165367,5376867,5211500,0,0
2022,Convention Center Improvement,40,Convention Center Capital Program,JOC Projects - W604,W604.1,2022,2024,965400,9027264,1194676,"1,718,750","2,148,438"
2022,Convention Center Improvement,40,Convention Center Capital Program,KBHCCD Water Infiltration Project - W188,W188.1,2022,2024,919476,17400000,8180524,"3,200,000","4,000,000"
2022,Convention Center Improvement,41,Convention Center Capital Program,Pioneer Plaza - W601,W601.1,2022,2024,0,1889603,1069000,"279,350","291,253"
2022,Convention Center Improvement,41,Convention Center Capital Program,Restroom Modernization and Accessibility Improvements - W431,W431.1,2022,2024,1814290,8914106,2335203,"2,100,000","1,364,613"
2022,Convention Center Improvement,41,Convention Center Capital Program,Spectra Projects - W603,W603.1,2022,2024,175783,12784000,1608217,"2,500,000","2,500,000"
2022,Convention Center Improvement,41,Convention Center Capital Program,TBAAL Capital Improvements - W432,W432.1,2022,2024,976287,4525135,548849,"600,000","600,000"
2022,Economic Development Bonds,49,2017 Bonds,1632 MLK Blvd. Project - St. Phillips Redevelopment Project - VI27,VI27.1,,,1000000,1000000,0,0,0
2022,Downtown Connection Tax Increment r Financing District,49,GO CIP - Non,1712 Commerce Hotel - P952,P952.1,2022,2024,313999,10896498,541593,"145,095","9,895,811"
2022,Farmers Market Tax Increment r Financing District,49,GO CIP - Non,2101 Taylor St Development - P847,P847.1,2022,2023,393274,4219844,3797190,"29,380",0
2022,Downtown Connection Tax Increment r Financing District,49,GO CIP - Non,411 N Akard Bldg Redevelopment - P943,P943.1,2022,2024,1701861,10044697,211997,"3,545,885","4,584,954"
2022,City Center Tax Increment r Financing District,49,GO CIP - Non,Adolphus Tower Project - 1880,1880.1,2022,2023,0,4562374,4342467,"219,907",0
2022,Housing r,49,GO CIP - Non,Affordable Housing Partcip - P008,P008.1,2022,2022,1546863,1620566,73703,0,0
2022,Oak Cliff Gateway Tax Increment r Financing District,49,GO CIP - Non,Bishop Arts Station - W059,W059.1,2022,2022,8992907,11129179,2136272,0,0
2022,Housing,50,2017 Bonds,Bonton Cluster Project - VI24,VI24.1,,,730072,730072,0,0,0
2022,Design District Tax Increment r Financing District,50,GO CIP - Non,Cabana Hotel 899 N. Stemmons - W500,W500.1,2022,2022,0,15500000,15500000,0,0
2022,Housing,50,2017 Bonds,CD1 - Southern Gateway - VI35,VI35.1,2022,2022,217155,230978,13823,0,0
2022,Equity Revitalization,50,2003 Bonds,CD1 - Southern Gateway - W483,W483.1,2022,2022,0,320000,320000,0,0
2022,Equity r Revitalization,50,GO CIP - Non,CD1 - Southern Gateway - W483,W483.2,2022,2022,16940,50767,33827,0,0
2022,Equity Revitaliz,50,2003 Bonds a,CD10 - LBJ Skillman - W492,W492.1,2022,2022,0,119322,119322,0,0
2022,r Equity Revitaliz,50,GO CIP - Non a,CD10 - LBJ Skillman - W492,W492.2,2022,2022,71682,1000000,928318,0,0
2022,r Equity Revitaliz,50,GO CIP - Non a,CD11 - Midtown - W493,W493.1,2022,2022,507556,500000,(7556),0,0
2022,r Equity Revitaliz,50,GO CIP - Non a,CD12 - Streets - W494,W494.1,2022,2022,59707,500000,440293,0,0
2022,Equity Revitaliz,50,2003 Bonds a,CD13 - Vickery Meadows - W495,W495.1,2022,2022,97165,151969,54804,0,0
2022,r Equity Revitaliz,50,GO CIP - Non a,CD13 - Vickery Meadows - W495,W495.2,2022,2022,394407,848031,453624,0,0
2022,Equity Revitaliz,50,2003 Bonds a,CD14 - Streets - W496,W496.1,2022,2022,4518,500000,495482,0,0
2022,r Equity Revitaliz,50,GO CIP - Non a,CD14 - Streets - W496,W496.2,2022,2022,115481,234911,119430,0,0
2022,r Equity Revitaliz,50,GO CIP - Non a,CD2 - Jubilee Park - W484,W484.1,2022,2022,49500,500000,450500,0,0
2022,r Equity Revitaliz,50,GO CIP - Non a,CD3 - Executive Airport - W485,W485.1,2022,2022,100000,892399,792399,0,0
