cip_year,project_type,source_page,department,project_name,council_district,start_year,end_year,previous_appropriations,project_total,year_2019,year_2020,year_2021,year_2022,year_2023
2018,Maple Ave From 700 South Of Mockingbird / Ln To Mockingbird L / S316 / 3U22 / 2,155,Public Works,Marfa Ave From Biglow St To Easter Ave,4,2021,2021,85655,856554,0,0,770899,0,0
2018,Maple Ave From 700 South Of Mockingbird / Ln To Mockingbird L / S316 / 3U22 / 2,155,Public Works,Marfa Ave from Fernwood Ave to S Lancaster Rd,4,2019,2021,0,1245849,124585,0,1121264,0,0
2018,Mayforge Dr From Le Forge Ave To E / Ledbetter Dr / S455 / 8T22 / 4,155,Public Works,Maywood Ave from Frio Dr to S Denley Dr,4,2021,2021,0,1077749,0,0,1077749,0,0
2018,Mayforge Dr From Le Forge Ave To E / Ledbetter Dr / S455 / 8T22 / 4,155,Public Works,McCommas Blvd from McMillan Ave to Worcola St,14,2019,2020,0,611557,61156,550401,0,0,0
2018,Mayforge Dr From Le Forge Ave To E / Ledbetter Dr / S455 / 8T22 / 4,155,Public Works,Meadow Crest Dr From Inwood Road To Lamplighter Lane,13,2020,2020,77859,778586,0,700727,0,0,0
2018,Mayforge Dr From Le Forge Ave To E / Ledbetter Dr / S455 / 8T22 / 4,155,Public Works,Meadow Park Dr from Stone Canyon Rd to Regal Park Ln,11,2019,2021,0,775443,77544,0,697899,0,0
2018,Mayforge Dr From Le Forge Ave To E / Ledbetter Dr / S455 / 8T22 / 4,155,Public Works,Merit Dr From Clodus Fields Dr To Churchill Way,11,2020,2020,255984,2559840,0,2303856,0,0,0
2018,Mayforge Dr From Le Forge Ave To E / Ledbetter Dr / S455 / 8T22 / 4,155,Public Works,Merit From Church Hill Way To Lbj,11,2022,2022,35203,3000000,0,0,0,2964797,0
2018,Mayforge Dr From Le Forge Ave To E / Ledbetter Dr / S455 / 8T22 / 4,155,Public Works,Milhof Dr From Barnes Bridge Rd To Plummer Dr,9,2020,2020,103012,1030121,0,927109,0,0,0
2018,Mayforge Dr From Le Forge Ave To E / Ledbetter Dr / S455 / 8T22 / 4,155,Public Works,Mimms Dr from Featherwood Dr to Mimms Dr,12,2019,2020,0,807857,80786,727071,0,0,0
2018,Mayforge Dr From Le Forge Ave To E / Ledbetter Dr / S455 / 8T22 / 4,155,Public Works,Mimosa Ln from Edgemere Rd to Hillcrest Rd,13,2019,2020,0,1562892,156289,1406603,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Montague Ave from Yewpon Ave to Ramona,4,2019,2021,0,1047320,104732,0,942588,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Morgan Dr From Plaza Blvd To Nandina Dr,8,2022,2022,68978,689779,0,0,0,620801,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Morrell Ave From Bonnie View Rd To High St,4,2022,2022,45230,452301,0,0,0,407071,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Murray St From Main St To Canton St,2,2021,2021,57054,570544,0,0,513490,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Myers Cir from Myers Cir to Elam Rd,8,2019,2020,0,1029459,102946,926513,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Cliff St From Hutchins Ave To Reverend Cbt Smith St,4,2021,2021,44282,442822,0,0,398540,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Hall St From Cochran St To Central Expwy Srv Rd,14,2020,2020,51680,516797,0,465117,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Hall St From Munger Ave To Cochran St,14,2020,2020,35986,359856,0,323870,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Hall St From Ross Ave To Munger Blvd,14,2020,2020,76580,765799,0,689219,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Lancaster Ave From E. Colorado Blvd To Addison St,1,2020,2020,41443,414430,0,372987,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Morocco Ave From Goodman St To N Justin Ave,6,2020,2020,69899,698992,0,629093,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Munger Blvd from Junius St to Gaston Ave,14,2019,2021,0,848539,84854,0,763685,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Munger Blvd from Tremont St to Worth St,14,2019,2021,0,695402,69540,0,625862,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Munger Blvd From Worth St To Junius St,14,2021,2021,62016,620157,0,0,558141,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,N Walton St From Elm St To End Of Pavement,2,2021,2021,49613,496126,0,0,446513,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Nagle St from Denton Dr to Overlake Dr,6,2019,2021,0,1125377,112538,0,1012839,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Northaven Rd from Royalshire Dr to Crest Brook Dr,11,2019,2020,0,799422,79942,719480,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Northbound S Westmoreland At Kimball High Sch Parking Lot,3,2022,2022,95000,950000,0,0,0,855000,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Northcreek Ln from L B J Serv N to End of Pavement,11,2019,2020,0,794461,79446,715015,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Oak Plaza from Kleberg Rd to End of Pavement,8,2019,2020,0,706482,70648,635834,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Palisade Dr From N Prairie Creek Rd To Riverway Dr,5,2020,2020,90146,901459,0,811313,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Park Manor Dr From Simpson Stuart Rd To Happy Canyon Dr,8,2020,2020,13776,137758,0,123982,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Pierce St from St Rita Dr to W Kiest Blvd,3,2019,2020,0,1377904,137790,1240114,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Preakness Ln from Polarity Dr to S Walton Walker Serv E,3,2019,2020,0,1437604,143760,1293844,0,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Quebec St From Sharp St To Mockingbird Ln,6,2021,2021,71492,714917,0,0,643425,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Race St From End Of Pavement To N Washington Ave,2,2021,2021,57501,575009,0,0,517508,0,0
2018,Mingo Street From Dolphin To Gault / S439 / 4U22 / 7,156,Public Works,Rayenell Ave from Hodde St to CF Hawn Serv S,5,2019,2020,0,1733627,173363,1560264,0,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,Greenville Ave,10,2020,2020,7500,75000,0,67500,0,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,Ridgedale Ave from McMillan Ave to Worcola St,14,2019,2020,0,613210,61321,551889,0,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,Rolling Rock Ln from Hackney Ln to Fern Hollow Dr,10,2019,2020,0,525397,52540,472857,0,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,Rugged Dr from Berkley Ave to Ferndale Ave,1,2019,2020,0,947148,94715,852433,0,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,S Murdeaux Ln from Great Trinity Forest Way to Olusta Dr,8,2019,2020,0,700363,70036,630327,0,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,S Patton Ave from E 10th St to E. Jefferson Blvd,1,2019,2020,0,382678,38268,344410,0,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,S Van Buren Ave from W Pembroke Ave to Page Ave,1,2019,2020,0,591968,59197,532771,0,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,San Jacinto St From N Pearl St To Crockett St,14,2020,2020,42369,423691,0,381322,0,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,Sapling Way From Clearsprings Rd To Greenhollow Ln,11,2021,2021,24591,245912,0,0,221321,0,0
2018,Remove Dip On EB Royal Ln 400 Ft East Of,157,Public Works,Shaw St from Navaro St to Harston St,6,2019,2020,0,978854,97885,880969,0,0,0
2018,Spring Grove From Alpha To Coit / S443 / 4U22 / 11,157,Public Works,St Paul[S]-Gano To 250FT South,,,,10857,10857,0,0,0,0,0
2018,Spring Grove From Alpha To Coit / S443 / 4U22 / 11,157,Public Works,Timber Oaks Dr From Shadow Ridge Dr To Shadow Ridge Dr,12,2020,2020,80852,808519,0,727667,0,0,0
2018,Spring Grove From Alpha To Coit / S443 / 4U22 / 11,157,Public Works,Vanette Ln From Fitzsimmons Dr To S Marsalis Ave,4,2021,2021,56112,561118,0,0,505006,0,0
2018,Spring Grove From Alpha To Coit / S443 / 4U22 / 11,157,Public Works,W 12th St from Briscoe Blvd to Hampton Rd,1,2019,2020,0,601990,60199,541791,0,0,0
2018,Spring Grove From Alpha To Coit / S443 / 4U22 / 11,157,Public Works,Waneta Dr From Robin Rd To Inwood Rd,2,2020,2020,36647,366471,0,329824,0,0,0
2018,Spring Grove From Alpha To Coit / S443 / 4U22 / 11,157,Public Works,Webb Chapel Rd From Silverton Dr To Northaven Rd,13,2020,2020,301883,3018832,0,2716949,0,0,0
2018,West Shore Dr From Tokalon Dr To Meadow / Lake Ave / S574 / 4U22 / 9,157,Public Works,Westfield Dr From Gladwood Ln To Clearwater Dr,10,2020,2020,53499,534988,0,481489,0,0,0
2018,West Shore Dr From Tokalon Dr To Meadow / Lake Ave / S574 / 4U22 / 9,157,Public Works,Westfield Dr from Woodbrook Dr to Gladwood Ln,10,2019,2020,0,574182,57418,516764,0,0,0
2018,West Shore Dr From Tokalon Dr To Meadow / Lake Ave / S574 / 4U22 / 9,157,Public Works,Willis Ave from McMillan Ave to Worcola St,14,2019,2020,0,614038,61404,552634,0,0,0
2018,West Shore Dr From Tokalon Dr To Meadow / Lake Ave / S574 / 4U22 / 9,157,Public Works,Woodbrook Dr From Clearwater Dr To Graywood Dr,10,2020,2020,25567,255670,0,230103,0,0,0
2018,West Shore Dr From Tokalon Dr To Meadow / Lake Ave / S574 / 4U22 / 9,157,Public Works,Woodbrook Dr From Graywood Dr To Westfield Dr,10,2020,2020,25732,257323,0,231591,0,0,0
2018,Woodmeadow From La Prada West To The / End Of Divided Roadway / S320 / 4U22 / 9,157,Public Works,Woodwick Dr From W Camp Wisdom Ed To Clearwood Dr,8,2020,2020,40633,406327,0,365694,0,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Abrams Rd from E University Blvd to Chesley Ln,9,2021,2021,0,450000,0,0,450000,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Abrams Rd from Glennox Ln to E Lovers Ln,9,2022,2022,0,129585,0,0,0,129585,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Abrams Rd from Trammel Dr to E University Blvd,9,2021,2021,0,145981,0,0,145981,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Acapulco Dr from Bar Harbor Dr to Bar Harbor Dr,3,2019,2019,0,360459,360459,0,0,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Adelaide Dr from Yewpon Ave to Ramona,4,,,209470,209470,0,0,0,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Adler Dr from Adler Dr to Cockrell Hill Rd,3,2021,2021,0,414173,0,0,414173,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Adleta Blvd from Adleta Ct to Adleta Blvd,10,2021,2021,0,443396,0,0,443396,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Alco Ave from N. Plymouth Rd to N Hampton Rd,1,2019,2019,0,334295,334295,0,0,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Alcott St from N Fitzhugh Ave to Lee St,14,2020,2020,0,74568,0,74568,0,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Allegro Dr from Balalaika Rd to Firebird Dr,8,2019,2019,0,146770,146770,0,0,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Allen St from McKinney Ave to Laclede St,14,2022,2022,0,155482,0,0,0,155482,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Alma from Cockrell Ave to End of Pavement,2,2019,2019,0,169785,169785,0,0,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Amberton Pkwy from Chimney Sweep Ln to Chimney Corner,10,2019,2019,0,126190,126190,0,0,0,0
2018,2017 Planned Bond Funding Replacement / W192 / 8T22 / Citywide,158,Public Works,Amberton Pkwy from Emberglow Ln to Chimney Sweep Ln,10,,,203120,203120,0,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Emberglow Ln,10,2020,2020,0,367284,0,367284,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Annapolis Ln from Ridgelawn Dr to Berwyn Ln,9,2022,2022,0,228198,0,0,0,228198,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Antoinette St from Greenhaven Dr to Hillburn Dr,8,2020,2020,0,182819,0,182819,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Arapaho Rd from Golden Creek Rd to Meadowcreek Dr,12,2021,2021,0,870363,0,0,870363,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Arapaho Rd from Hillcrest Rd to Meandering Way,12,2020,2020,0,1002109,0,1002109,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Arapaho Rd from Meadowcreek Dr to Hillcrest Rd,12,2021,2021,0,714949,0,0,714949,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Arborcrest Dr from Glencairn Dr to S RL Thornton Serv W,8,2020,2020,0,93741,0,93741,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Arborhill Dr from Arborhill Dr to Arbor Park Dr,10,,,165532,165532,0,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Ash Ln from Caldwell Ave to S Fitzhugh Ave,2,,,116346,116346,0,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Atha Dr from N Longacre Ln to Tina Ln,8,2020,2020,0,135279,0,135279,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Atha Dr from Tina Ln to Woodmont Dr,8,2019,2019,0,57418,57418,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Atlas Dr from Frio Dr to S Lancaster Rd,4,,,324718,324718,0,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Audelia Rd from Faircrest Dr to Royal Ln,10,2021,2021,0,571847,0,0,571847,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Avenue F from E 11th St Sanderson Ave,4,,,409062,409062,0,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Axton Ln from Abrams Rd to Kelman St,9,2019,2019,0,165189,165189,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Balalaika Rd From Allegro Dr To Laura Ln,8,,,58790,58790,0,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Balalaika Rd from Duet Dr to Allegro Dr,8,2019,2019,0,63832,63832,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Bambi St from Elkton Cir to Dowdy Ferry Rd,8,,,60471,60471,0,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Bambi St from Murdock Rd to Elkton Cir,8,2021,2021,0,143408,0,0,143408,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Banting Way from Enchanted Ln to Ashbrook Rd,7,2021,2021,0,178017,0,0,178017,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Baraboo Dr from End of Pavement to Tioga St,8,2019,2019,0,151675,151675,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Beechmont Dr from Ferguson Rd to Felicia Ct,7,2021,2021,0,206245,0,0,206245,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Beeman-ERL Thornton to Henderson,,,,400000,400000,0,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Belford Dr from Ashford Dr to Ravendale Ln,9,2019,2019,0,94599,94599,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Belmont Ave from Matilda St to Skillman St,14,2019,2019,0,465382,465382,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Belmont Ave from Summit Ave to Greenville Ave,14,2019,2019,0,111304,111304,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Benedict Dr from Chapel Hill Rd to Kimberly Ln,9,2019,2019,0,277761,277761,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Bennett Ave from Monarch St to Fuqua St,2,2019,2019,0,128042,128042,0,0,0,0
2018,Amberton Pkwy from Greenville Ave to,159,Public Works,Bennington Dr from Trammel Dr to Middlebury Dr,9,2021,2021,0,150337,0,0,150337,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Ave,2,2019,2019,0,133050,133050,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Bentley Ave from Chalmers St to S Hampton Rd,1,2019,2019,0,229810,229810,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Berkley Ave from Rugged Dr to S Edgefield Ave,1,2019,2019,0,257250,257250,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Berwyn Ln from Ridgelawn Dr to E University Blvd,9,2021,2021,0,141556,0,0,141556,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Bickers St from Melinda Hills Dr to N Westmoreland Rd,6,2020,2020,0,175513,0,175513,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Bishop College Dr from Lovingood Dr to End of Pavement,8,,,16636,16636,0,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Bissonet Ave from Atha Dr to Antler Ave,8,,,167727,167727,0,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Blackburn St from N Haskell Ave to Noble Ave,14,2021,2021,0,168962,0,0,168962,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Blackburn St from Turtle Creek Blvd to Oak Lawn Ave,14,2021,2021,0,261538,0,0,261538,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Blackburn St from Turtle Creek Blvd to Travis St,14,2021,2021,0,267774,0,0,267774,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Blanch Cir from Hillside Dr to Nonesuch Rd,9,2021,2021,0,162068,0,0,162068,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Blessing Cir from End of Pavement to Blessing Dr,9,2021,2021,0,58550,0,0,58550,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Bluffdale Dr from Berkinshire Dr to Brookhurst Dr,9,2022,2022,0,93570,0,0,0,93570,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Bluffton from Freeport Dr to End of Pavement,7,2020,2020,0,276458,0,276458,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Boca Chica Cir from End of Pavement to Boca Chica Dr,3,,,49010,49010,0,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Boca Chica Dr from Boca Chica Cir to Bar Harbor Dr,3,,,746958,746958,0,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Bonham St from Midway Rd to End of Pavement,13,2021,2021,0,294397,0,0,294397,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Bonnywood Ln from S Hampton Rd to Wayland Dr,3,2020,2020,0,356034,0,356034,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Branchfield Dr from W Lawther Dr to Fisher Rd,9,2022,2022,0,224288,0,0,0,224288,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Brandeis Ln from Creighton Dr to Ridgelawn Dr,9,2021,2021,0,173284,0,0,173284,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Brendenwood Dr from Gaston Ave to Avalon Ave,9,2019,2019,0,96829,96829,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Brennans Pl from End of Pavement to Brennans Dr,9,2022,2022,0,42429,0,0,0,42429,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Brentridge Ct from Brentridge Dr to End of Pavement,10,2019,2019,0,111406,111406,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Brentridge Dr from Deermont Trl to Brentridge Ct,10,2019,2019,0,64690,64690,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Briar Tree Dr from Village Ln to Village Ln,11,2019,2019,0,244559,244559,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Briaridge Rd from Spring Creek Rd to Coit Rd,11,2021,2021,0,211803,0,0,211803,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Broadmoor Dr from Broadmoor Dr to Garland Rd,9,2022,2022,0,127013,0,0,0,127013,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Brockbank Dr from Coogan Dr to Royal Ln,6,2019,2019,0,242741,242741,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,160,Public Works,Brookhurst Dr from Edgelake Dr to Northcliff Dr,9,2021,2021,0,322763,0,0,322763,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Brown St from Shelby Ave to Reagan St,2,2020,2020,0,61809,0,61809,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Bucknell Dr from Bennington Dr to Trammel Dr,9,2021,2021,0,117375,0,0,117375,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Burlew St from Bryan St to San Jacinto St,2,2020,2020,0,122108,0,122108,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Cadiz St from S Ervay St to Browder St,2,2019,2019,0,147464,147464,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Campbell Rd from Colegrove Dr to Hillcrest Rd,12,2020,2020,0,316418,0,316418,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Campbell Rd from Hillcrest Rd to Meandering Way,12,2019,2019,0,928467,928467,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Campbell Rd from Meandering Way to Coit Rd,12,2019,2019,0,1378860,1378860,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Campbell Rd from Preston Rd to Preston Bend Ct,12,2022,2022,0,733506,0,0,0,733506,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Campbell Rd from Preston Rd to Preston Trail Dr,11,2022,2022,0,165943,0,0,0,165943,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Capitol Ave from N Peak St to N Carroll Ave,2,2019,2019,0,171962,171962,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Carillon Dr from Rolling Hills Ln to Peyton Dr,11,,,113842,113842,0,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Carillon Dr from Spring Grove Ave to Rolling Hills Ln,11,2019,2019,0,52513,52513,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Carissa Dr from Carissa Cir to Jupiter Rd,9,2022,2022,0,147799,0,0,0,147799,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Carissa Dr from Ridgelake Dr to Sunland St,9,2022,2022,0,214855,0,0,0,214855,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Carnegie Dr from Carnegie Pl to Peavy Rd,9,2022,2022,0,97241,0,0,0,97241,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Carriage Ln From Dentcrest Dr To Belt Line Rd,11,,,52376,52376,0,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Carrollwood Dr from Briarnoll Dr to Debbe Dr,12,,,195098,195098,0,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Carrousel Cir from Lyre Ln to Lyre ln,9,2021,2021,0,148553,0,0,148553,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Caulan Dr from Willowdell Dr to Galva Dr,10,2020,2020,0,54057,0,54057,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Cedar Springs Rd from Fairmount St to Routh St,14,2020,2020,0,447855,0,447855,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Center Court Dr from Baseline Dr to Chimney Hill Ln,10,2019,2019,0,92233,92233,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Champa Dr from Blanning Dr to Hambrick Rd,9,2019,2019,0,52685,52685,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Chapel Hill Rd from Cathedral Dr to Kimberly Ln,9,,,103860,103860,0,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Chapel Hill Rd from W Lawther Dr to Cathedral Dr,9,2020,2020,0,169065,0,169065,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Charing Cross Ln from Staffordshire Dr to Flicker Ln,10,,,96280,96280,0,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Chariot Dr from Trace Rd to Wimbelton Way,7,2021,2021,0,338061,0,0,338061,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Charlestown Dr from Nuestra Dr to Preston Rd,13,2021,2021,0,411943,0,0,411943,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Checota Dr from N Masters Dr to Amity Ln,5,2019,2019,0,283935,283935,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,161,Public Works,Chesterton Dr from Lynbrook Dr to Lanward Dr,10,2020,2020,0,110446,0,110446,0,0,0
2018,Benson St from S Washington Ave to S Hill,162,Public Works,Chiswell Rd from Lanshire Dr to Audelia Rd,10,2020,2020,0,86470,0,86470,0,0,0
2018,Benson St from S Washington Ave to S Hill,162,Public Works,Christensen Dr from Latta St to Glover Pass,5,2019,2019,0,243736,243736,0,0,0,0
2018,Benson St from S Washington Ave to S Hill,162,Public Works,Church Cir from End of Pavement to Church Rd,10,2021,2021,0,64278,0,0,64278,0,0
2018,Churchill Way From Whitley To Preston / S479 / 4U22 / 11,162,Public Works,Clarksdale Pl from Clarksdale Dr to End of Pavement,9,2022,2022,0,53474,0,0,0,53474,0
2018,Churchill Way From Whitley To Preston / S479 / 4U22 / 11,162,Public Works,Classen Dr from E Northwest Hwy to Van Dyke Rd,9,2021,2021,0,383062,0,0,383062,0,0
2018,Churchill Way From Whitley To Preston / S479 / 4U22 / 11,162,Public Works,Classen Dr from Northlake Dr to Waterview Rd,9,2021,2021,0,222950,0,0,222950,0,0
