cip_year,project_type,source_page,department,project_name,council_district,start_year,end_year,previous_appropriations,project_total,year_2019,year_2020,year_2021,year_2022,year_2023
2018,Public Art,113,Park And Recreation,Bachman Recreation Center Renovation,6,2019,2019,500000,3900000,3400000,0,0,0,0
2018,Public Art,113,Park And Recreation,Bachman Recreation Center,6,,,1969105,1969105,0,0,0,0,0
2018,Public Art,113,Park And Recreation,Fretz Park Recreation Center - Acoustical Treatment - Multipurpose rooms,11,2019,2019,0,95000,95000,0,0,0,0
2018,Public Art,113,Park And Recreation,Kiowa Parkway - Pedestrian Bridge,11,2021,2022,0,350000,0,0,60000,290000,0
2018,Public Art,113,Park And Recreation,"Lochwood Park - Park furnishings package, including ADA drinking fountain",9,2019,2019,0,45000,45000,0,0,0,0
2018,Public Art,113,Park And Recreation,Thurgood Marshall Rec. Ctr. Ren.,3,2019,2019,400000,1400000,1000000,0,0,0,0
2018,Public Art,113,Park And Recreation,Thurgood Marshall Recreation Center - Renovation (Supplemental Funding),3,2019,2019,0,200000,200000,0,0,0,0
2018,Public Art,113,Park And Recreation,Willie B. Johnson Gym. Add'n. (Hamilton Park),10,2019,2019,0,7800000,7800000,0,0,0,0
2018,Public Art,113,Park And Recreation,Willie B. Johnson Recreation Center - Senior Addition (Hamilton Park),10,2019,2019,700000,3800000,3100000,0,0,0,0
2018,Recreation Facilities Site Improvement,113,Park And Recreation,Bachman Lake site development,6,,,2197676,2197676,0,0,0,0,0
2018,Recreation Facilities Site Improvement,113,Park And Recreation,Bachman Lake Skatepark,6,2019,2020,0,4000000,1000000,3000000,0,0,0
2018,Recreation Facilities Site Improvement,113,Park And Recreation,"Barry Barker Park - pavilion, park furnishings, ADA drinking fountain",12,2019,2020,50830,650000,100000,499170,0,0,0
2018,Recreation Facilities Site Improvement,113,Park And Recreation,"Bisbee Park - Parking lot, clearing/grubbing, and signage",5,2020,2021,0,150000,0,40000,110000,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,neighborhood,6,2019,2020,0,775000,75000,700000,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Casa Linda Park Picnic Pavilion,9,2019,2020,0,425000,80000,345000,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Cotillion Park - Security Lighting,9,,,60775,60775,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Crawford Memorial Park - Phase 1,5,2019,2020,0,7700000,1000000,6700000,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,"Cummings Park - Parking lot (rear), renovate and expand with concrete",4,2021,2022,0,350000,0,0,50000,300000,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Derek L. Geter [Scotland] Park - Park furnishings package,4,,,60000,60000,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Ferguson Park - Portable Toilet Enclosure,7,2021,2021,0,70000,0,0,70000,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Flag Pole Hill - Phase 1 Master Plan Implementation,10,2019,2019,0,400000,400000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Flag Pole Hill Park - Phase 1 Master Plan Implementation,10,2019,2019,400000,1100000,700000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Flag Pole Hill Park Master Plan,,,,76677,76677,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Glencoe pavilion,14,,,256913,256913,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Glencoe site improvements,14,,,48393,48393,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Glendale Park Parking spaces and lighting,3,2019,2019,100000,400000,300000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Guard Dr. - Phase 2 Site Development,5,2020,2020,0,600000,0,600000,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Hamilton Park - Parking lot expansion at Recreation Center,10,2019,2019,0,223000,223000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Hillview Park - Park ID Sign,7,2019,2019,0,6500,6500,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Hillview Park - Pavilion,7,2019,2019,0,175000,175000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Kidd Springs - Japanese Garden Restoration - Phase 1,1,2019,2019,150000,600000,450000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Lake Highland North Park - Site Developments / Recreation Center,10,2019,2019,60000,400000,340000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Lakeland Hills pavilion-walks-parking,7,,,505772,505772,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Lakewood Park - Pedestrian Bridge and ADA Parking,9,2021,2022,0,250000,0,0,100000,150000,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Lindsley Park - Sidewalk exten.-Shadyside Ln.- Lindsley Dr.,14,2019,2019,40000,195000,155000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,114,Park And Recreation,Main Street Garden Special Project,CW,,,153455,153455,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,"Maria Luna Park - Dog Park, basketball court, restoration of pavilion",2,2019,2020,0,1115000,200000,915000,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,Moss Glen Park - Supplemental funding - pond imp. - site dev,12,2019,2019,250000,600000,350000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,Moss Glen Park Development,12,,,291695,291695,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,Park Signage [2006],CW,,,886500,886500,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,Parkdale Park - Portable Facility Enclosure,7,2019,2019,0,70000,70000,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,Pleasant Oaks Park - Connecting walkways and security lighting,5,,,150000,150000,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,Reserve CDistrict 10,10,,,271152,271152,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,Reserve CDistrict 11,11,,,15846,15846,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,Reserve CDistrict 12,12,,,81668,81668,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,115,Park And Recreation,Reserve CDistrict 14,14,,,114113,114113,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,116,Park And Recreation,Reserve CDistrict 3,3,,,20582,20582,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,116,Park And Recreation,Reserve CDistrict 4,4,,,347268,347268,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,116,Park And Recreation,Reserve CDistrict 5,5,,,355195,355195,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,116,Park And Recreation,Reserve CDistrict 6,6,,,51544,51544,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,116,Park And Recreation,Reserve CDistrict 7,7,,,59811,59811,0,0,0,0,0
2018,Bishop Flores Park - Connecting walkway to,116,Park And Recreation,Reserve CDistrict 9,9,,,157143,157143,0,0,0,0,0
2018,(38),117,Park And Recreation,Reverchon Master Plan Implementation,2,,,648314,648314,0,0,0,0,0
2018,(38),117,Park And Recreation,Ridgewood Sidewalk - along Fisher,9,2020,2020,0,250000,0,250000,0,0,0
2018,(38),117,Park And Recreation,Tipton Park - Picnic pavilion and water fountain,6,2021,2022,0,300000,0,0,45000,255000,0
2018,(38),117,Park And Recreation,Twin Falls Parking Lot,3,2019,2019,0,200000,200000,0,0,0,0
2018,(38),117,Park And Recreation,Westmount Park - Site Development,1,2021,2021,0,200000,0,0,200000,0,0
2018,(38),117,Park And Recreation,Wheatly Park - Replace Sidewalk Segment,7,2021,2021,0,30000,0,0,30000,0,0
2018,(38),117,Park And Recreation,White Rock Hills Rec new construction,9,,,4750000,4750000,0,0,0,0,0
2018,(38),117,Park And Recreation,White Rock Lake security lights,CW,,,271400,271400,0,0,0,0,0
2018,(38),117,Park And Recreation,Willie Mae Butler Park - Portable Facility Enclosure,7,2020,2020,0,60000,0,60000,0,0,0
2018,Site Development,118,Park And Recreation,Campbell Green Park - Site Improvements,12,2020,2021,0,900000,0,220000,680000,0,0
2018,Site Development,118,Park And Recreation,Dixon Branch Greenbelt - Park Furnishings,9,2021,2021,0,65507,0,0,65507,0,0
2018,Site Development,118,Park And Recreation,"Eladio Martinez Park - park furnishings, fencing and drinking fountain",6,2021,2021,0,60000,0,0,60000,0,0
2018,Site Development,118,Park And Recreation,Forston Park - Develop new park with park furnishings,12,2022,2022,0,220000,0,0,0,220000,0
2018,Site Development,118,Park And Recreation,Frankford Park - park furnishings package,12,2019,2019,0,32000,32000,0,0,0,0
2018,Site Development,118,Park And Recreation,"Friendship Park - Security lights, loop trail, exercise stations",10,2019,2020,0,467000,100000,367000,0,0,0
2018,Site Development,118,Park And Recreation,Hattie R. Moore Park - Master Plan and Phase 1 Implementation,6,2019,2020,0,350000,35000,315000,0,0,0
2018,Site Development,118,Park And Recreation,Hillview Park - Park Furnishings Package,7,2019,2019,0,60000,60000,0,0,0,0
2018,Site Development,118,Park And Recreation,Lakewood Park - Park Furnishing and drinking fountain,9,2021,2022,0,85000,0,0,10000,75000,0
2018,Site Development,118,Park And Recreation,"McCree Park - Portable facility enclosure, park furnishings",10,2021,2021,0,200000,0,0,200000,0,0
2018,Site Development,118,Park And Recreation,Neighborhood Park - Site Development - TBD,2,2022,2022,0,1085000,0,0,0,1085000,0
2018,Site Development,118,Park And Recreation,Phase 1 Site Development - New park in the Cedars,2,2021,2021,0,500000,0,0,500000,0,0
2018,Site Development,118,Park And Recreation,"Preston Green Park - park furnishings, ADA drinking fountain",12,2021,2021,0,100000,0,0,100000,0,0
2018,Site Development,118,Park And Recreation,Pueblo Park - Park furnishings package and drinking fountain,6,2020,2020,0,40000,0,40000,0,0,0
2018,Site Development,118,Park And Recreation,Twin Lakes Park - park furnishings package,12,2021,2021,0,50000,0,0,50000,0,0
2018,Site Development,118,Park And Recreation,Wagging Tail Dog Park - Add new parking area - South,11,2019,2020,0,400000,50000,350000,0,0,0
2018,Site Development,118,Park And Recreation,"Wheatley Park - ADA Drinking Fountain, Park Furnishings Package",7,2021,2021,0,40000,0,0,40000,0,0
2018,Site Development,118,Park And Recreation,Willie Mae Butler Park - ADA Drinking Fountain and Park Furnishings Package,7,2020,2020,0,60000,0,60000,0,0,0
2018,Studies and Master Plan,118,Park And Recreation,Nash Davis Park - Master Plan,6,,,40000,40000,0,0,0,0,0
2018,Studies and Master Plan,118,Park And Recreation,Pike Master Plan and Schematic,2,,,100479,100479,0,0,0,0,0
2018,Studies and Master Plan,118,Park And Recreation,West Trinity Heights Park - Develop master plan,4,2021,2021,0,40000,0,0,40000,0,0
2018,4U22 / 14,137,Public Works,4812-4840 Worth St - 4807-4841 Tremont St,2,2021,2021,20424,205308,0,0,184884,0,0
2018,4U22 / 14,137,Public Works,Amhurst Av - Stanford Av From Linwood Ave. To Briarwood Ln,13,2021,2021,21077,211877,0,0,190800,0,0
2018,4U22 / 14,137,Public Works,Cloister Dr - Estacado - Ashcreek N Of Mccosh To S Of Peavy,9,2021,2021,8550,85950,0,0,77400,0,0
2018,4U22 / 14,137,Public Works,Edgefield And Windomere-12Th To Wentworth [Alley],1,2021,2021,21276,213876,0,0,192600,0,0
2018,4U22 / 14,137,Public Works,Glenleigh Dr.- Manning Ln. Existing Pavement To Manchester,13,2021,2021,6164,61964,0,0,55800,0,0
2018,4U22 / 14,137,Public Works,La Rue St. And Wyoming St. - Cockrell Hill Rd. To La Rue St.,3,2021,2021,12129,121929,0,0,109800,0,0
2018,4U22 / 14,137,Public Works,Palo Pinto Ave. And Velasco Ave - Concho St. To Skillman St,14,2021,2021,17299,173899,0,0,156600,0,0
2018,Alley Reconstruction,137,Public Works,"2711-2733 Groveridge, 9606-9674 Briggs, 9605-9621 Altacrest",7,2021,2021,46915,469151,0,0,422236,0,0
2018,Alley Reconstruction,137,Public Works,10005-10119 Shayna Dr - 10002-10106 Hymie Cir,5,2021,2021,22582,225817,0,0,203235,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,Ferndale Rd,10,2021,2021,26499,264992,0,0,238493,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,10163-10199 Vistadale Dr - 10200-10200 Trailcliff Dr,10,2021,2021,22805,228046,0,0,205241,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,10315-10542 Castlerock Dr - 10315 Checota Dr - Gardenside,5,2021,2021,50323,503230,0,0,452907,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,10445 - 10461 Carry Back Cir - 10419 - 10427 Carry Back Pl,13,2021,2021,11593,115934,0,0,104341,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,11133-11139 Cotillion Dr - 3609 Bon Park Ct,9,2021,2021,10303,103026,0,0,92723,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,11205-11335 Buchannan Dr - 11200-11298 Ferguson Rd,9,2021,2021,40625,406250,0,0,365625,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,11306-11340 Dumbarton Dr - 11323-11357 Glen Cross Dr,9,2021,2021,20540,205400,0,0,184860,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,11312-11344 Glen Cross Dr - 11341-11367 Drummond Dr,9,2021,2021,24245,242450,0,0,218205,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,1225-1423 Kirnwood Dr - 7601 S Polk St,8,2021,2021,36245,362453,0,0,326208,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,127-231 W Louisiana Ave - 118-228 Conrad St,4,2021,2021,41630,416303,0,0,374673,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,1503-1551 Briarcliff Rd -  5503-5537 Mesa Cir,2,2021,2021,20957,209573,0,0,188616,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,15632-15724 Golden Creek Rd -6231 - La Cosa Dr - Bay Point,11,2021,2021,36000,360000,0,0,324000,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,1608-1620 Day Star Dr - 1603-1633 Hanging Cliff Dr,4,2021,2021,35310,353097,0,0,317787,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,1611-1727 Red Cloud Dr - 9704-9780 Faircloud Dr [A7003],5,2021,2021,39621,396214,0,0,356593,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,1621-1631 Windchime Dr - 1614-1626 Vatican Ln,4,2021,2021,8638,86377,0,0,77739,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,1708-1920 Vatican Ln - 1705-1921 Windchime Dr,4,2021,2021,34334,343343,0,0,309009,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,1830-1886 Red Cloud Dr - 9803-9851 Glengreen Dr [A6972],5,2021,2021,22199,221994,0,0,199795,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,18603-18707 Amador Ave - 6505-6511 Villa Rd,12,2021,2021,54973,549731,0,0,494758,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,1885-2025 Red Cloud Dr - 2002-2080 Corvette Dr [A6966],5,2021,2021,47329,473291,0,0,425962,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,19003-19039 Bilbrook Ln,12,2021,2021,34462,344617,0,0,310155,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,207-347 Bettyrae Way - 7708-7770 Ryan Ridge Dr,8,2021,2021,42583,425834,0,0,383251,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,2104-2336 Dugald Pl - 2005-2249 E Illinois Ave,4,2021,2021,67498,674981,0,0,607483,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,2205-2341 Freeland  - 2336-2328 Homeway  - 2204-2340 Babalos,7,2021,2021,39399,393986,0,0,354587,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,2211-2323 Deer Path Dr - 2905-3311 Kellogg Ave,4,2021,2021,56144,561443,0,0,505299,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,2304-2348 Hunters Run Dr - 7407-7415 Mesa Verde Trl,8,2021,2021,40641,406406,0,0,365765,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,2306 - 2440 Bluffton Dr - 2307 - 2439 Blaydon Dr,7,2021,2021,35162,351624,0,0,316462,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,2408-2564 Club Manor Dr - 2435-2549 Matland Dr,3,2021,2021,61821,618209,0,0,556388,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,2503-2623 W Lovers Ln - 2502-2614 W Amherst Ave,2,2021,2021,19588,195878,0,0,176290,0,0
2018,10106-10160 Caribou Trail - 10127-10143,138,Public Works,2507 - 2537 Blaydon Dr - 2506 - 2536 Bluffton Dr,7,2021,2021,16721,167212,0,0,150491,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,Nicholson Dr,4,2021,2021,66640,666398,0,0,599758,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,2703-2743 April Hill Ln - 2710-2750 Stevens Point Ln,12,2021,2021,27582,275821,0,0,248239,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,2703-2829 Klondike - Dr 2704-2830 Lockhart Ave,7,2021,2021,29302,293020,0,0,263718,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,2703-2831 Scottsbluff Dr - 2802-2826 La Prada Ct,7,2021,2021,36309,363090,0,0,326781,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,2707 - 2757 Runningbrook Ln - 2700 N Buckner Blvd,7,2021,2021,30130,301301,0,0,271171,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,2707 - 2837 Blyth Dr - 2706-2838 Gross Rd,7,2021,2021,29684,296842,0,0,267158,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,299-385 Stoneport Dr - 320 Pemberton Hill Rd,8,2021,2021,41118,411183,0,0,370065,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3004-3150 Kinkaid Dr - 3045-3155 Park Ln,6,2021,2021,79625,796250,0,0,716625,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3105-3161 Waldrop Drive - 3106-3160 Rotan Lane,13,2021,2021,32296,322959,0,0,290663,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3105-3171 Newcastle Dr - 3104-3170 Walnut Hill,6,2021,2021,30544,305441,0,0,274897,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3163-3241 E Ledbetter Dr - 3132-3244 Dahlia Dr,4,2021,2021,36012,360120,0,0,324108,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3206-3232 Rotan Lane - 3207-3233 Waldrop Drive,13,2021,2021,18887,188870,0,0,169983,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3207 - 3349 Citation Dr - 3208 - 3330 Timberview Rd,13,2021,2021,29047,290472,0,0,261425,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3505-3523 Park Ln - 3511 Valley Ridge Rd,6,2021,2021,11498,114979,0,0,103481,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3506-3658 High Vista Dr - 11960 Highdale Dr,6,2021,2021,45832,458321,0,0,412489,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3544 - 3638 Ainsworth Dr - 3615 - 3675 Norcross Ln,13,2021,2021,31117,311174,0,0,280057,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3609-3615 Bon Park Ct - 3608-3614 Parader Ct,9,2021,2021,8808,88076,0,0,79268,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3610-3668 Weeburn Dr - 3623-3651 Midpines Dr,13,2021,2021,25162,251616,0,0,226454,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3703-3771 Cortez Dr - 3702-3770 Durango Dr,2,2021,2021,30162,301620,0,0,271458,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3805-3945 Hawick Ln - 3804-3858 Eaton Dr,2,2021,2021,33092,330922,0,0,297830,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3864-3872 Treeline Cir - 1618-1626 Five Mile Ct,4,2021,2021,26687,266871,0,0,240184,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,3903-3991 Cortez Dr - 3904-3990 Durango Dr,6,2021,2021,38443,384430,0,0,345987,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,4104-4124 Firebrick Ln - 4103-4119 Country Brook Dr,12,2021,2021,15097,150969,0,0,135872,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,4202-4272 Timberglen Rd - 4203-4231 Lawngate Dr,12,2021,2021,21849,218491,0,0,196642,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,4307-4435 Bonnie View Rd - 4302-4446 Cicero St,4,2021,2021,43893,438933,0,0,395040,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,4403-4451 Cinnabar Dr - 6102-6150 Symphony Ln,7,2021,2021,32137,321367,0,0,289230,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,4503-4535 Live Oak St - 4514-4522 Bryan St,2,2021,2021,19365,193648,0,0,174283,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,4804-4950 Ashbrook Rd - 4803-4945 Chilton Dr,7,2021,2021,48667,486668,0,0,438001,0,0
2018,2603-2931 Garapan Dr - 2502-2922,139,Public Works,4806-5034 Mill Creek Rd - 4807-4923 -12515 Planters Glen Dr,13,2021,2021,46151,461513,0,0,415362,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,Dr,2,2021,2021,26213,262126,0,0,235913,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5005-5207 Banting Way - 5411-5445 Endlery Pl,7,2021,2021,39876,398762,0,0,358886,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,503-511 N Prairie Ave - 4721-4721 Tremont St,2,2021,2021,5956,59560,0,0,53604,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5100-5152 Lahoma St - 5101-5147 N Hall St,2,2021,2021,21658,216580,0,0,194922,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5107-5143 Breakwood Dr - 5116-5152 Colter Dr,7,2021,2021,17167,171672,0,0,154505,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5179-5107 Chalet - 1404-1550 Drury Dr,3,2021,2021,37201,372008,0,0,334807,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5300-5358 Willis Ave - 5303-5355 Richard Ave,2,2021,2021,24365,243653,0,0,219288,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5303-5347 Blaney Way - 5204-5240 Banting Way,7,2021,2021,37328,373282,0,0,335954,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5306-5342 Lake Placid Dr - 1572-1568 Drury Pl,3,2021,2021,19811,198107,0,0,178296,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5500-5552 Longview St - 5503-5549 McCommas Blvd,14,2021,2021,24079,240786,0,0,216707,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5501-5527 Harbor Town Dr - 5506-5530 Tamaron Ct,12,2021,2021,26021,260214,0,0,234193,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5601-5639 Morningside Ave - 5602-5634 McCommas Blvd,14,2021,2021,20575,205751,0,0,185176,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5605-5831 Everglade Rd - 5606-5824 Twineing St,7,2021,2021,46501,465010,0,0,418509,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5620-5832 Everglade Rd - 5707-5861 Marview Ln,7,2021,2021,48985,489853,0,0,440868,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5703-5747 Vanderbilt Ave - 5710-5750 Marquita Ave,14,2021,2021,21435,214350,0,0,192915,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5710-5814 Meadowick Ln - 5274-5290 Ponderosa Cir,7,2021,2021,16912,169124,0,0,152212,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,5737-5763 Caruth Blvd - 5708-5728 Surrey Square Lane,13,2021,2021,15065,150650,0,0,135585,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6020-6040 Fieldstone,12,2021,2021,26950,269500,0,0,242550,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6024-6300 Samuell Blvd - 6205-6441 Symphony Ln,7,2021,2021,47648,476476,0,0,428828,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6103-6129 Mercedes Ave - 6100-6126 Morningside Ave,14,2021,2021,13855,138548,0,0,124693,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6139-6179 Monticello Ave - 6202-6238 Mercedes Ave,14,2021,2021,20097,200973,0,0,180876,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6201- 6333 Bryan Pkwy - 5808-5842 Live Oak St,14,2021,2021,22391,223906,0,0,201515,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6206-6440 Symphony Ln - 4307-4339 Cinnabar Dr,7,2021,2021,30926,309264,0,0,278338,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6216-6226 Autumn Woods Trl - 804-814 W Red Bird Ln,3,2021,2021,13982,139821,0,0,125839,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6302-6326 Oakleaf Rd - 6301-6323 Warm Mist Ln,12,2021,2021,21467,214669,0,0,193202,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6407-6475 Glendora Ave - 6406-6474 Meadow Road,13,2021,2021,31754,317544,0,0,285790,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6421-6543 Northwood Road - 6426-6542 Deloache Ave,13,2021,2021,33347,333470,0,0,300123,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6505-6635 Mimosa Ln - 6506-6630 Lakehurst Ave,13,2021,2021,30990,309901,0,0,278911,0,0
2018,4902-5032 Thursh St - 4903-5033 Wenonah,140,Public Works,6506-6556 Crestmere Dr - 6515-6555 Meadowcreek Dr,11,2021,2021,25066,250660,0,0,225594,0,0
2018,6510-6580 Calais Dr - 6509-6565 Crestmere,141,Public Works,Dr,11,2021,2021,28347,283466,0,0,255119,0,0
