cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021
2015,Landfills,104,Environmental Services,Underground Tank Program,,,Council District: Citywide; Community Plan: Citywide,407565,407565,"This project provides for implementation of the Citywide Underground Hazardous Materials Storage Tank Master Plan. The plan addresses the removal, installation, closure, site assessment and mitigation, replacement, testing, and rehabilitation of the 69 City-owned underground storage tanks (USTs). Site assess- ment and mitigation activities related to 11 unauthorized releases are ongoing to maintain regulatory compli- ance, eligibility for State reimbursement, protection of groundwater, and public health and safety.","Title 23, California Code of Regulations, Chapter 16 and the California Health and Safety Code, Chapter 6.7 establish guidelines and regulations for the design, installation, rehabilitation, testing and maintenance, and monthly facility inspections by a Designated UST Operator. Non-compliance with UST laws or site assessment and mitigation (SA/M) requirements would expose the City to civil penalties of up to $10,000 per day per UST.",0,0,0,0,0,0,0
2015,Bldg - Other City Facility / Structures,105,Environmental Services,West Miramar Landfill - Phase 2,,,Council District: Citywide; Community Plan: Citywide,3060000,3060000,This project provides for a landfill gas collection system for the West Miramar Phase II Landfill. Bio-degradation of buried waste produces landfill gas. The landfill gas collection system consists of a network of gas extraction wells connected by piping.,This improvement is required to maintain compliance with various State and federal regulatory requirements. It will also prevent code violations and enhance public health and safety.,0,0,0,0,0,0,0
2015,Landfills,106,Environmental Services,West Miramar Refuse Disposal Fac Ph 2,,,Council District: Citywide; Community Plan: Citywide,39112334,39112334,"This project provides for continuing development of the West Miramar Landfill, located south- west of Marine Corps Air Station Miramar. The facility will accommodate over 35 million cubic yards of refuse on 807 acres. Phase II will develop the second half of the facility, including design and construction of entry roads and drainage systems, excavation, federally-mandated liner systems, and stockpiling and spreading of earthen materials. This project also includes development of the General Development Plan elements for the entire site.","Improvements are required in order to ensure compliance with conditions set forth by the oper- ations permit issued by the California Integrated Waste Management Board and the Regional Water Quality Control Board. In addition, the funding will provide for improvements related to drainage and stormwater run- off to ensure National Pollutant Discharge Elimination System regulatory compliance.",0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Lifeguard Stations,114,Fire-Rescue,Children's Pool Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,4237607,4237607,This project provides for a new lifeguard station and family restroom at the Children's Pool in La Jolla.,"The previous Lifeguard Tower structure was no longer safe and has been abandoned. It did not meet the current or future needs of Lifeguard Services. It did not provide adequate safety to the employees, and can no longer keep up with the growing community of La Jolla and the larger number of visitors every year. The scope of this project is also to remodel the existing public restrooms facilities.",0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,115,Fire-Rescue,College Area Fire Station,2016,2016,Council District: 9; Community Plan: College Area,0,12000000,"This project provides for the possible land acquisition, design and construction of a new perma- nent fire station of approximately 10,500 SF, as well as the purchase of a new fire engine apparatus. The facility will accommodate up to 10 personnel and will include apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system and any infrastructure associated with the new fire station facility that meets SDFD operational requirements.",This project will provide for the much needed Fire Station to meet the emergency response times for the College Community area and SDFD Citygate Study Priority no.3 and the College Community Plan.,11730000,270000,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,116,Fire-Rescue,Fire Station Major Component Replacement Rehab,,,Council District: Citywide; Community Plan: Citywide,1261,1261,"This project provides for the replacement and/or rehabilitation of major structural and construc- tion components in older fire facilities throughout the City. Included are electrical service upgrades, heating, ventilating and air-conditioning (HVAC), roofs, dormitory remodels, kitchen remodels, driveway and parking paving, exterior finishes, and miscellaneous renovations.","The San Diego Fire-Rescue Department currently maintains 50 fire facilities. Over half of these facilities have been in service for more than 25 years. Many of the major components have exceeded their expected service life and must be replaced. The needs of modern technology and a diversified workforce also require changes in fire facility configuration, HVAC systems distribution, and energy capacity.",0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,117,Fire-Rescue,Fire Station No. 02 - Bayside,2016,2016,Council District: 3; Community Plan: Centre City - Little Italy,0,20000000,"This project provides for the program, design, and construction of a new fire station of approxi- mately 24,680 SF of work and living spaces, underground parking, 3 apparatus bays, dorm rooms, kitchen, watch room, ready room, and station alerting system, to accommodate the 24-hour SDFD crew of 12.",This project will add the much needed brand new fire station west of the existing railroad tracks in order to meet current SDFD operational needs and response times. The new station will also meet future growth population of downtown San Diego's and the surrounding communities' ongoing redevelopment.,0,20000000,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,118,Fire-Rescue,Fire Station No. 05 - Hillcrest,,,Council District: 3; Community Plan: Uptown,9161923,9161923,"This project provides for an approximately 10,500 square foot fire station located at 3902 9th Avenue. The existing fire station will be demolished and replaced by a new, modern fire station. This station will house a crew of eight and one Battalion Chief. It will accommodate one engine and one aerial truck. The cost of the project includes the purchase of a new Fire Engine valued at $800,000 and one Battalion Chief vehi- cle valued at $90,000.",The current station is 49 years old. The water and sewer service to the existing station is deteri- orating and requires immediate repairs. The station is too small to accommodate a new style fire engine and the larger type of aerial ladder truck. The current station is inadequate to serve future population growth.,0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,119,Fire-Rescue,Fire Station No. 07 - Barrio Logan,,,Council District: 8; Community Plan: Barrio Logan,850000,12000000,"This project provides for land acquisition and the program, design and construction of a new fire station, demolition of the old station and design and assembly of a temporary fire station. The new permanent station will provide approximately 10,500 Square Feet of work and living spaces, conference/training room, apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system, to accommodate the 24- hour SDFD staff. The design of a temporary station, at a location to be determined, will include the site plan, utility hook-ups to address the temporary displacement of the crew during demolition of the old and construc- tion of the new station facility.","This project will replace the existing 1957 Fire Station 7, which does not meet current SDFD operational needs. The new station will also meet future growth population of Barrio Logan and the surrounding communities, consistent with San Diego Association of Governments 2050.",11150000,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,120,Fire-Rescue,Fire Station No. 08 - Mission Hills,,,Council District: 2; Community Plan: Uptown,863500,863500,This station is located at 3974 Goldfinch Street and it serves Mission Hills and surrounding areas. This project provides for the design and construction of the facility's working areas to provide the full functionality of the fire station operational requirements.,The current facility does not provide sufficient space to allow full functionality. This project will allow to better serve the community and to provide more efficient responses.,0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,121,Fire-Rescue,Fire Station No. 15 - Ocean Beach Expansion,2016,2016,Council District: 2; Community Plan: Ocean Beach,400000,565000,Fire Station 15 serves the community of Ocean Beach and surrounding areas and is located at 4711 Voltaire Street. The project provides for the expansion of the existing fire station facility to meet current department standards and operational needs (meeting room or dorm rooms) to serve the growing population.,Expansion of the existing station is needed to keep up with increased operational activity over the years. The project provides for the expansion of the existing fire station facility to meet current department standards and operational requirements to serve the needs of the community.,65000,100000,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,122,Fire-Rescue,Fire Station No. 17 - Mid-City,,,Council District: 9; Community Plan: City Heights (Mid-City),12028625,12028624,"This project provides for reconstructing the 50-year-old fire station at 4206 Chamoune Avenue in the Mid-City area. The station will accommodate up to ten personnel, two fire vehicles, and one paramedic unit. The cost of one fire truck is included in the project cost.",Fire Station 17 is one of the busiest engine companies in the United States and is currently in a state of deterioration. Reconstruction of Fire Station 17 will allow for assignment of one additional fire crew to divide emergency response between two units.,0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,123,Fire-Rescue,Fire Station No. 22 - Point Loma,,,Council District: 2; Community Plan: Peninsula,6453161,6453161,This project provides for the demolition of an existing station and reconstruction of a new sta- tion located at 1055 Catalina Boulevard in Point Loma.,The existing fire station was built in the early 1940s and is now too small to accommodate new fire engines. Many of the major components have exceeded their expected service life. The needs of modern technology and a diversified workforce also require changes in fire facility configuration.,0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,124,Fire-Rescue,Fire Station No. 38 - Mira Mesa Remodel,,,Council District: 6; Community Plan: Mira Mesa,850000,930000,This project provides for design and construction of approximately 637 square feet to expand the existing fire station to accommodate Emergency Medical Services (EMS) staff living quarters and increased operational needs. This project will also include design and construction of a 385 square foot ambulance garage if the existing funding is adequate.,The existing facility does not accomodate staff adequately. This project will provide for the housing of two medics who are currently housed in a rented trailer/modular building. This project will ensure consistency with the Citygate Report's recommendations.,80000,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,125,Fire-Rescue,Fire Station No. 45 - E Mission Valley,,,Council District: 7; Community Plan: Mission Valley,10838692,10838692,"This project provides for an updated fire station in Mission Valley. The station will accommo- date up to 18 personnel, two engines, one aerial truck, two hazardous material apparatus, one paramedic ambu- lance, and one Battalion Chief vehicle.",A fire station is needed to serve the Mission Valley community. This project is consistent with City Council policy to meet response time guidelines.,0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,126,Fire-Rescue,Fire Station No. 48 - Black Mountain Ranch,,,Council District: 5; Community Plan: Black Mountain Ranch,2700000,11780000,"This project provides for the acquisition, design and construction of a new permanent Fire Sta- tion of approximately 10,500 square feet. The facility will accommodate eight crewmembers and will include apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system, and training classroom/ multi-purpose room. The new station will be located at Carmel Valley Rd. and Winecreek Rd. in the Black Mountain Community. The fire station design and construction will be implemented through facilities financing development and reimbursement agreement with the private developer. This is one of the new stations recom- mended by the Citygate Report #18.",This project will provide for the much needed Fire Station to meet the emergency response times of the community.,9080000,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,127,Fire-Rescue,Fire Station No. 49 - Otay Mesa,2019,2020,"Council District: 8; Community Plan: Otay Mesa - Nestor, Otay Mesa",76414,8400000,"This project provides for an approximately 10,500 square foot double-house fire station to serve the Otay Mesa and Otay Mesa/Nestor Communities. The fire station will be located across the intersection of Ocean View Hills Parkway and Sea Fire Point and will serve the community in addition to Fire Station 6 located at 693 Twining Avenue. The fire station will accommodate two fire apparatus and a paramedic ambu- lance and will also have a training room. The one-time cost of $800,000 for one fire engine is included in the project.",A second fire station is needed to serve the Otay Mesa Community and it will ensure consis- tency with the Citygate Report's recommendations.,0,0,0,0,1861176,6462410,0
2015,Bldg - Pub Safety - Fire Fac / Struct,128,Fire-Rescue,Fire Station No. 50 - North University City,2016,2016,Council District: 1; Community Plan: University,9000000,14000000,"This new facility will provide support to the University City area and will provide emergency response times that meet City and national standards. This project will include design, construction, and equip- ment for a new fire station to accommodate up to 11 crew members, a fire engine, service aerial truck, ambu- lance and training room. The size of the station will be approximately 10,500 square feet. The site of the station has been selected.",An additional fire station is needed in this area to ensure consistency with the Citygate Report's recommendations.,0,5000000,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,129,Fire-Rescue,Fire Station No. 51 - Skyline Hills,,,Council District: 4; Community Plan: Skyline - Paradise Hills,1000000,12000000,"This project provides for the deisgn and construction of a permanent station to be built at 7180 Skyline Drive to better serve the growing community of Skyline/Paradise Hills. This is one of the 12 projects included in the Fire Rescue Facility Improvement Program approved by the City Council on February 27, 2001 per Council Resolution R-294609 and amended by the City Council on April 16, 2002 per Council Ordinance O-19054.",An additional fire station is needed in this area to meet response time guidelines in this growing community.,11000000,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,130,Fire-Rescue,Fire Station No. 54 - Paradise Hills,,,Council District: 4; Community Plan: Skyline - Paradise Hills,83935,11095000,This project provides for a new fire station in the Paradise Hills area to serve the Paradise Hills/ Skyline area of San Diego. The site for this project has not been identified.,This station is needed to serve the Paradise Hills/Skyline community and will ensure consis- tency with the Citygate Report's recommendations.,11011065,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,131,Fire-Rescue,Fire-Rescue Air Operations Facility,2016,2016,Council District: 6; Community Plan: Tierrasanta,125000,12500000,"This project provides for the program, design and construction of a Fire-Rescue Air Operations (""Air Ops"") Facility for helicopter operations or improvements to an existing facility at Montgomery Field Air- port. Air Ops is operating Bell 212HP and 412EP helicopters, currently working out of trailers with no hangar space on Montgomery Field. The proposed facility includes offices, dormitory and hangar space. The aircraft hangar will be approximately 15,000 square feet. The 'station' area will provide approximately 6,000 square feet of office and living spaces to accommodate 24 hour staffing that includes one battalion chief, two captains, two pilots, and four firefighters.","This project will provide a much needed, permanent, Fire-Rescue Air Operations Facility to accommodate the helicopters and crews that provide fire suppression, rescues from remote areas, advanced life support and medical transport.",11351919,1023081,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,132,Fire-Rescue,Home Avenue Fire Station,,,Council District: 9; Community Plan: Mid-City: City Heights,2000000,12000000,"This project provides for the land acquisition, design and construction of a new permanent fire station of approximately 10,500 square feet. The facility will accommodate 10 crews and will include apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system, and training classroom/multi-pur- pose room.",This project will provide for the much needed Fire Station to meet emergency response times for the community.,10000000,0,0,0,0,0,0
2015,Bldg - Pub Safety - Lifeguard Stations,133,Fire-Rescue,La Jolla Cove Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,1634627,1634627,"This project provides for the La Jolla Cove Lifeguard Station, located at 1100 Coast Boulevard, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, and locker room/restroom areas. This project will also provide for an accessible ramp for the mid-landing.","The existing facility consists of a station constructed in the 1950s and an observation tower added in 1980, which is inadequate to accommodate staff or provide adequate water safety protection.",0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Lifeguard Stations,134,Fire-Rescue,La Jolla Shores Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,3545142,3545142,"This project provided for a new lifeguard station at La Jolla Shores, located at 8100 Camino del Oro. The structure includes an observation tower, first aid room, reception area, kitchen, locker room/restroom areas, and a separate facility for rescue vehicles and emergency equipment.",The old facility was built in 1981 and was inadequate to accommodate current and future staff and to allow for adequate water safety protection to the public.,0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Lifeguard Stations,135,Fire-Rescue,Mission Beach Lifeguard Station,,,Council District: 2; Community Plan: Mission Beach,864400,864400,This project provides for remodeling the existing Mission Beach Lifeguard Station located at 3141 Oceanfront Walk.,The existing facility consists of a lifeguard station constructed in 1974 and does not accommo- date changing workforce demographics. Mission Beach historically accomodates the highest attendance within the City of San Diego and remodeling the station is necessary to accomodate the large and growing community.,0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Lifeguard Stations,136,Fire-Rescue,North Pacific Beach Lifeguard Station,,,Council District: 2; Community Plan: Pacific Beach,737903,6923347,"This project provides for the North Pacific Beach Lifeguard Station located at the foot of Law Street, which will be a year-round facility replacing the current station. The structure will include an observa- tion tower, first aid room, reception area, kitchen, locker room/restroom areas and a rescue vehicles facility.",North Pacific Beach has become a highly frequented beach over the years and new facilities will benefit both the public and the employees. Lifeguards are currently operating from a seasonal tower struc- ture supported by a container-type of facility where medical aids and other daily activities like food preparation take place. This can create health issues for both the public and the employees.,6185444,0,0,0,0,0,0
2015,Bldg - Pub Safety - Lifeguard Stations,137,Fire-Rescue,Ocean Beach Lifeguard Station,,,Council District: 2; Community Plan: Ocean Beach,10000,4560000,"This project provides for the design and construction of a new Ocean Beach Lifeguard Station located at 1950 Abbott Street to replace the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas, and a garage for rescue vehicles and emergency equipment.","The existing facility consists of a station constructed in 1980. Since that time, the beach has become a very popular area for swimming and surfing. The existing station is inadequate to accommodate staff and equipment. This project will result in a more effective deployment of lifeguard personnel and equipment, therefore improving the safety of the public and the community.",4550000,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,138,Fire-Rescue,SDFD Station Alerting,,,Council District: Citywide; Community Plan: Citywide,4400000,4400000,This project will provide for the replacement of the Fire In-Station Alerting System at fire sta- tions Citywide. The current alerting system technology is 21 years old and is no longer in service forcing the department to rely upon a back-up system.,"This project will help address General Plan recommended revisions. To treat medical patients and control small fires, the first-due unit should arrive within 7.5 minutes, 90 percent of the time from the receipt of the 911 call in fire dispatch.",0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Fire Fac / Struct,139,Fire-Rescue,Skyline Hills FS Land Acquisition,,,Council District: 4; Community Plan: Skyline - Paradise Hills,1518176,1518176,This project provides for the demolition and land clearing for the site of a temporary fire station to meet community emergency response needs.,"An additional fire station is needed in this area to meet General Plan recommended revisions. To treat medical patients and control small fires, the first-due unit should arrive within 7.5 minutes, 90 percent of the time from the receipt of the 911 call in fire dispatch. The purpose of this project is soley to provide land acquisition, complete an underground tank assessment, and construct a temporary fire station. The design and construction of the permenant facility will be completed under S-14017 (Fire Station No. 51 - Skyline Hills). This temporary fire station will mitigate priority number 4 of the Citygate study.",0,0,0,0,0,0,0
2015,Bldg - Pub Safety - Lifeguard Stations,140,Fire-Rescue,South Mission Beach Lifeguard Station,,,Council District: 2; Community Plan: Mission Beach,6762126,6762126,"The project provides for a replacement for the South Mission Beach Station located at 700 North Jetty Road. The new structure will include an observation tower, first aid room, reception area, kitchen, locker room and restroom areas, and a rescue vehicle and emergency equipment facility.",The existing facility was constructed in 1974 and was intended to be a temporary lifeguard sta- tion. It is inadequate to accommodate staff or to provide adequate water safety protection.,0,0,0,0,0,0,0
2015,Bldg - Libraries,148,Library,Balboa Branch Library,,,Council District: 6; Community Plan: Clairemont Mesa,262289,262289,"This project provides for a new 15,000 square-foot branch library on the current site to replace the existing facility at 4255 Mount Abernathy. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing undersized facility has no meeting room, computer lab, nor adequate seating to provide adequate library services to the community.",0,0,0,0,0,0,0
2015,Bldg - Libraries,149,Library,Kensington,2016,2016,Council District: 9; Community Plan: Kensington - Talmadge (Mid-City),25000,2346530,"This project provides for a 2,000 square-foot expansion of the existing building at 4121 Adams Avenue. This project will benefit the Kensington/Normal Heights residents.",The expansion is to provide adequate library services to the community. The Kensington/Nor- mal Heights Branch Library is the smallest branch in the Library System. The community has expressed a desire for the library to remain at the same location.,2246530,75000,0,0,0,0,0
2015,Bldg - Libraries,150,Library,Library Collection Conversion to RFID,,,Council District: Citywide; Community Plan: Citywide,700000,700000,"This project provides for re-labeling all library materials with Radio Frequency Identification (RFID) tags, purchasing self-checks and security gates that will detect the RFID tags/signals, and where cost effective, modify existing equipment to detect the RFID tag/signal.","All library materials that are checked out to the public are currently labeled with barcodes. RFID technology offers enhanced security, ergonomic benefits, and lends itself better to automation and self- service in libraries; all critical considerations for the Library. Barcodes were once the industry standard for labeling items; however, libraries are increasingly adding RFID tags/signals. Increased efficiency and better customer service are primary reasons for adopting RFID technology. RFID increases the speed of circulation as multiple items can be checked out/checked in simultaneously, rather than one-by-one as in barcode technology. Hand-held RFID readers can also assist staff in the stacks allowing for faster processing of holds, weeding the collection, and performing materials inventory tasks. RFID technology coupled with materials handling sys- tems enhances the speed with which items are back on the shelf and available for check-out.",0,0,0,0,0,0,0
2015,Bldg - Libraries,151,Library,Mission Hills-Hillcrest Library,2016,2017,Council District: 3; Community Plan: Uptown,7777523,17847523,"This project provides for a 15,000 square-foot library at a site adjacent to the Florence Elemen- tary School, on a block bounded by Front Street, Washington Street, Albatross Street, and University Avenue. This project will serve the Mission Hills and Hillcrest neighborhoods and is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing facility has no meeting room, computer lab, nor adequate seating and collection space to provide adequate library services to the community.",0,70000,10000000,0,0,0,0
2015,Bldg - Libraries,152,Library,North Park Library,,,Council District: 3; Community Plan: Greater North Park,700815,14053598,"This project provides for land acquisition, planning, design, and construction of a new 25,000 square-foot library to replace the existing facility at 3795 31st Street. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.",The existing facility does not have a computer lab or additional seating. A collection space would enhance service to the community.,13352782,0,0,0,0,0,0
2015,Bldg - Libraries,153,Library,Ocean Beach Branch Library,,,Council District: 2; Community Plan: Ocean Beach,146500,8011360,"This project provides for a 15,000 square-foot library using the current site and adjacent prop- erty to serve the Ocean Beach community. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing facility was originally built in 1927 and has no meeting room, computer lab, nor adequate seating and collection space to provide adequate library services to the community.",7864860,0,0,0,0,0,0
2015,Bldg - Libraries,154,Library,Pacific Highlands Ranch Branch Library,2020,2021,Council District: 1; Community Plan: Pacific Highlands Ranch,3666000,19324000,"This project provides for a new 18,000 square foot branch library facility on a three-acre site in Pacific Highlands Ranch to serve the entire North City Future Urbanizing Area (NCFUA).",This project will provide branch library service to the NCFUA for future development and pop- ulation.,0,0,0,0,0,8372000,7286000
2015,Bldg - Libraries,155,Library,Paradise Hills Library,,,Council District: 4; Community Plan: Skyline - Paradise Hills,73085,8939533,"This project provides for a new 15,000 square-foot library to replace the existing facility located at 5922 Rancho Hills Drive. This project is part of the 21st Century Library System/Library Department Facil- ity Improvements Program.","The existing facility has no meeting room, computer lab, nor adequate seating and collection space to provide adequate library services to the community.",8866448,0,0,0,0,0,0
2015,Bldg - Libraries,156,Library,Rancho Bernardo Library,,,Council District: 5; Community Plan: Rancho Bernardo,37018,3504700,"This project provides for a 2,500 square-foot expansion to the existing branch library at 17110 Bernardo Center Drive. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.",The existing facility does not have a computer lab. An additional seating and collection space would enhance service to the community.,3467682,0,0,0,0,0,0
2015,Bldg - Libraries,157,Library,San Carlos Branch Library,2016,2017,Council District: 7; Community Plan: Navajo,1998195,20598001,"This project provides for the acquisition of a lot adjoining the existing branch library located at 7265 Jackson Drive and building a new 25,000 square-foot library. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing library does not have a computer lab, meeting room, nor adequate public seating and collection space.",18304201,140000,155605,0,0,0,0
2015,Bldg - Libraries,158,Library,San Diego New Central Library,,,Council District: 3; Community Plan: Centre City,187351076,187351076,"This project provides for the design and construction of a new Central Library of approximately 500,000 square feet, with approximately 250 underground parking spaces dedicated to library patrons. It will be large enough to accommodate library needs for 20 years and contain expansion space to accommodate growth for an additional 30 years. The expansion space will be leased for 40 years by San Diego Unified School Dis- trict for a Charter High School. The lobby will be open to the courtyard, which will contain an outdoor café, and there will be a 350-seat auditorium adjacent to the lobby. The top floor will house special collections and pro- vide public amenities including an airy reading room, a 400-seat multi-purpose room, an art gallery, a small public meeting room, and a series of open terraces.","The existing Library was too small to provide adequate library and informational services to the library system and the region, and could not support the technological and programmatic needs of the future.",0,0,0,0,0,0,0
