cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017
2011,Underground Tank Program / AFA00002,139,Environmental Services,,,,Council District: Citywide; Community Plan: Citywide,2172660,2172660,"This project provides for implementation of the Citywide Underground Hazardous Materials Storage Tank Master Plan. The plan addresses the removal, installation, closure, site assessment and mitigation, replacement, testing, and rehabilitation of the 69 City-owned underground storage tanks (USTs). Site assess­ ment and mitigation activities related to 26 unauthorized releases are ongoing to maintain regulatory compli­ ance, eligibility for State reimbursement, protection of groundwater and public health and safety.","The State Underground Storage of Hazardous Substances Law (Sher Bill AB 1362) and SB989 established guidelines and regulations for the design, installation, rehabilitation, testing and maintenance, and monthly facility inspections by a Designated UST Operator. Non-compliance with UST laws or site assessment and mitigation (SA/M) requirements may make the City ineligible for reimbursement of an estimated $4.0 mil­ lion in current and future SA/M costs as well as liable for civil penalties of up to $25,000 per day per site.",0,0,0,0,0,0,0
2011,West Miramar Landfill Liner Module E / S01075,140,Environmental Services,,,,Council District: 5; Community Plan: Non City,7240715,7240715,"This project provides for continuing development of the West Miramar Landfill, located south­ west of Marine Corps Air Station Miramar. The facility will accommodate over 35 million cubic yards of refuse fill on 807 acres. Phase II will develop the second half of the facility, including design and construction of entry roads and drainage systems, excavation, federally-mandated liner systems, and stockpiling and spreading of earthen materials.",These improvements are required in order to ensure compliance with conditions set forth in the operations permit issued by the California Integrated Waste Management Board and the Regional Water Qual­ ity Control Board.,0,0,0,0,0,0,0
2011,West Miramar Landfill Public Tipping Area / S00775,141,Environmental Services,,,,Council District: 5; Community Plan: Non City,200000,200000,This project provides for a convenient site for a public tipping area for the disposal of trash away from the active landfill.,This improvement will enhance public safety in the active landfill area by segregating public vehicles from heavy equipment operations.,0,0,0,0,0,0,0
2011,West Miramar Refuse Disposal Facility - Phase 2 / S01074,142,Environmental Services,,2012,2016,Council District: 5; Community Plan: Non City,38812334,40312334,"This project provides for continuing development of the West Miramar Landfill, located south­ west of Marine Corps Air Station Miramar. The facility will accommodate over 35 million cubic yards of refuse on 807 acres. Phase II will develop the second half of the facility, including design and construction of entry roads and drainage systems, excavation, federally-mandated liner systems, and stockpiling and spreading of earthen materials. This project also includes development of the General Development Plan elements for the entire site.",Improvements are required in order to ensure compliance with conditions set forth by the oper­ ations permit issued by the California Integrated Waste Management Board and the Regional Water Quality Control Board.,0,300000,300000,300000,300000,300000,0
2011,Arizona Street Landfill Closure and Modifications / S00682,143,Environmental Services,Landfills - Supporting Fac,2012,2016,Council District: 3; Community Plan: Balboa Park,1738542,5543543,This project provides for modifications to the existing landfill gas collection system and cover at the Arizona Landfill to enhance operations and maintain regulatory compliance.,Federal and State waste disposal legislation requires proper environmental safeguards to con- trol landfill gas.,0,1800000,1800000,65000,70000,70000,0
2011,Arizona Street Landfill Gas Upgrade - 3 / S00683,144,Environmental Services,Landfills - Supporting Fac,,,Council District: 3; Community Plan: Balboa Park,395629,395629,This project provides for modifications to the existing landfill gas collection system to enhance operations and maintain regulatory compliance. The project also provides for assessment and installation of an alternative energy generation project fueled by landfill gas.,Federal and State waste disposal legislation require proper environmental safeguards to control landfill gas.,0,0,0,0,0,0,0
2011,Environmental Services Operations Yard Improvement / S01085,145,Environmental Services,Landfills - Supporting Fac,,,Council District: 5; Community Plan: Mira Mesa,879628,879628,This project provides for improvements to the Environmental Services Operations Station (ESOS) Yard.,"This project provides for operational yard improvements necessary to support heavy equipment and other upgrades related to yard security, safety and stormwater runoff.",0,0,0,0,0,0,0
2011,Future Waste Mgmt Disposal & Processing Facilities / S01088,146,Environmental Services,Landfills - Supporting Fac,2012,2016,Council District: Citywide; Community Plan: Citywide,16346170,25096171,"This project provides for the development and construction of solid waste disposal and process­ ing facilities. Strategic planning, design, construction, environmental review and potential purchase of mitiga­ tion property are all within the scope of the project.",The City must continue to have adequate disposal or processing facilities for the solid waste it generates each year. Technology to recover and/or convert portions of refuse material is being explored and developed. It appears that there will always be a need for landfilling part of the generated waste stream and res­ idue from other solid waste disposal facilities.,0,1750000,1750000,1750000,1750000,1750000,0
2011,Miramar Fee Booth Modifications / S00681,147,Environmental Services,Landfills - Supporting Fac,,,Council District: 5; Community Plan: Non City,900000,900000,"This project provides for improvements to the Miramar Landfill entrance area, including fee booth upgrades, roadway resurfacing, landscaping, and signage.",This project will allow for more efficient customer service and will improve the appearance of the Miramar Landfill entrance.,0,0,0,0,0,0,0
2011,South Chollas Landfill / S00776,148,Environmental Services,Landfills - Supporting Fac,2012,2016,Council District: 4; Community Plan: Eastern Area (Mid-City),1690000,1911000,This project provides for modifying the existing landfill gas collection system to enhance opera- tions and maintain regulatory compliance.,Federal and State waste disposal legislation require proper environmental safeguards to control landfill gas.,0,43000,43000,43000,46000,46000,0
2011,South Chollas Landfill Improvements / S00684,149,Environmental Services,Landfills - Supporting Fac,2012,2016,Council District: 4; Community Plan: Eastern Area (Mid-City),4411702,11611702,"This project provides for cover material, grading, drainage, and site improvements at the inac- tive South Chollas Landfill.",This project is required to maintain compliance with various State and federal regulatory requirements and to avoid code violations.,0,1300000,1300000,1300000,1300000,2000000,0
2011,Fire Station No. 13 - La Jolla - ADA Improvements / S01091,152,Fire-Rescue,Bldg - Other City Facility,,,Council District: 1; Community Plan: La Jolla,24559,24559,This project provides for accessibility improvements to the facility which provides services to La Jolla residents and visitors to the community.,These improvements are necessary to meet Americans with Disabiliities Act (ADA) and Title 24 requirements.,0,0,0,0,0,0,0
2011,Fire Station Major Component Replacement Rehab / ABC00001,153,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: Citywide; Community Plan: Citywide,401015,401015,"This project provides for the replacement and/or rehabilitation of major structural and construc­ tion components in older fire facilities throughout the City. Included are electrical service upgrades, heating, ventilating and air-conditioning (HVAC), roofs, dormitory remodels, kitchen remodels, driveway and parking paving, exterior finishes and miscellaneous renovations. This is one of 12 projects included in the Fire-Rescue Facility Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolution R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O­ 19054.","The San Diego Fire-Rescue Department currently maintains 50 fire facilities. Over half of these facilities have been in service for more than 25 years. Many of the major components have exceeded their expected service life and must be replaced. The needs of modern technology and a diversified workforce also require changes in fire facility configuration, HVAC systems distribution and energy capacity.",0,0,0,0,0,0,0
2011,Fire Station No. 01 - Downtown / S00786,154,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 2; Community Plan: Centre City,517116,6317116,"This project provides for the design and construction of modifications to rehabilitate Fire Station 1 which include different floor layouts, new electrical plans, ventilation and exhaust extraction system, new roll up doors, modified asbestos abatement plans to include only portions to be disturbed as part of other improve­ ments, modified mechanical/ventilation system designed for the new configuration, kitchen area remodel and a new accessible restroom. On March 27, 2007, the City Council approved (R-302472 and 302473) a cooperation agreement with the Redevelopment Agency for funding improvements and authorize the",This 29-year-old fire station is in need of repair and renovation in order to maintain a safe and livable facility. Many of the major components have exceeded their expected service life. The needs of modern technology and a diversified workforce also require changes in fire facility configuration.,5800000,0,0,0,0,0,0
2011,Fire Station No. 05 - Hillcrest / S00788,155,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 3; Community Plan: Uptown,891923,9070000,"This project provides for an approximate 10,500 square foot fire station located at 3902 9th Ave­ nue. The existing fire station will be demolished and replaced by a new, modern fire station. This station will house a crew of eight and one Battalion Chief. It will accommodate one engine, one aerial truck, and one Battal­ ion Chief vehicle. This is one of 12 projects included in the Fire-Rescue Facility Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolution R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O-19054.",The current station is 48 years old. The water and sewer service to the existing station is deteri­ orating and requires immediate repairs. The station is too small to accommodate a new style fire engine and the larger type of aerial ladder truck. The current station is inadequate to serve future population growth.,8178077,0,0,0,0,0,0
2011,Fire Station No. 08 - Mission Hills / S10029,156,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 2; Community Plan: Uptown,63500,183500,"This project provides for the design and construction of the facility's living quarters, which cur­ rently does not provide the full functionality of the fire station requirements.",The current facility does not provide sufficient space to allow full functions in the living quar­ ters. This station is located at 3974 Goldfinch Street and it serves Mission Hills and surrounding areas and is consistent with City Council Policy to provide 5 minute response times to all residential areas.,120000,0,0,0,0,0,0
2011,Fire Station No. 10 - College Remodel / S01031,157,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 7; Community Plan: College Area,21822,21822,This project provides for the remodeling of Fire Station 10. This station is located at 4605 62nd Street and serves San Diego State University and surrounding ares.,This facility is sub-stadard and inadequate to accomodate staff and equipment and to serve the community efficiently. The last section to be remodeled will be the Battalion Chief Quarters and restroom areas.,0,0,0,0,0,0,0
2011,Fire Station No. 17 - Mid-City / S00783,158,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 3; Community Plan: City Heights (Mid-City),783624,8720000,"This project provides for reconstructing the 50-year-old fire station at 4206 Chamoune Avenue in the Mid-City area. The station will accommodate up to ten personnel, two fire apparatus' and one paramedic unit. This is one of 12 projects included in the Fire Rescue Facility Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolution R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O-19054.",Fire Station 17 is the sixth busiest engine company in the United States and is currently in a state of deterioration. Reconstruction of Fire Station 17 will allow for assignment of one additional fire crew to divide emergency response between two units.,7936376,0,0,0,0,0,0
2011,Fire Station No. 22 - Point Loma / S00787,159,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 2; Community Plan: Peninsula,958161,5638000,"This project provides for the demolition of existing and reconstruction of a new station located at 1055 Catalina Boulevard in Point Loma. This is one of 12 projects included in the Fire Rescue Services Facil­ ity Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolu­ tion R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O-19054.",The existing fire station was built in the early 1940's and is now too small to accommodate new fire engines. Many of the major components have exceeded their expected service life. The needs of modern technology and a diversified workforce also require changes in fire facility configuration.,4679839,0,0,0,0,0,0
2011,Fire Station No. 33 - Rancho Bernardo / S00789,160,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 5; Community Plan: Rancho Bernardo,1150000,1150000,This station is located at 16966 Bernardo Center Drive at Rancho Bernardo Road. It serves the Rancho Bernardo and adjacent community areas. This project brought a major restructuring of an existing aging facility and was succesfully completed during Fiscal Year 2010.,The existing facility was old and inadequate to accomodate staff and equipment and to serve the community efficiently.,0,0,0,0,0,0,0
2011,Fire Station No. 38 - Mira Mesa Remodel / S10006,161,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 1; Community Plan: Mira Mesa,650000,650000,This project provides for design and construction of approximately 500 square feet to expand the existing fire station to accommodate Emergency Medical Services (EMS) staff living quarters and increased operational needs,"The existing facility does not accomodate staff adequately. This project will provide for the housing of two medics, who are currently housed in a rented trailer/modular building.",0,0,0,0,0,0,0
2011,Fire Station No. 42 - Carmel Mountain Ranch / S00782,162,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 5; Community Plan: Carmel Mountain Ranch,304051,304051,This project is for Fire Station 42 located in Carmel Mountain Ranch Community and serves both Carmel Mountain Ranch and Sabre Springs. It was constructed in 1988 and the construction materials used for the exterior of the fire station require replacement.,The original construction materials used for station siding is an inferior product and the exterior of the station has worn down compromising the structure of the building.,0,0,0,0,0,0,0
2011,Fire Station No. 45 - East Mission Valley / S00688,163,Fire-Rescue,Bldg - Pub Safety - Fire Fac,2012,2012,Council District: 6; Community Plan: Mission Valley,4138692,12016400,"This project provides for an updated fire station in Mission Valley. The station will accommo­ date up to 17 personnel, two engines, one aerial truck, two hazardous material apparatus, one paramedic ambu­ lance, and one Battalion Chief vehicle. This is one of 12 projects included in the Fire Rescue Facility Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolution R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O-19054.",A fire station is needed to serve the Mission Valley community. This project is consistent with City Council policy to meet response time guidelines.,4877708,3000000,0,0,0,0,0
2011,Fire Station No. 47 - Pacific Highlands Ranch / S00689,164,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 1; Community Plan: Pacific Highlands Ranch,9195000,9195000,"This project provides for a 10,500 square foot fire station to serve the Pacific Highlands Ranch community. This station has an engine and an aerial ladder truck. The project budget and funding reflect the Pacific Highlands Ranch Public Facilities Financing Plan for Fiscal Year 2006 as approved by the Mayor and City Council on December 7, 2004, per Resolution R-299980.",This is the second of three fire stations providing fire protection and emergency medical response in accordance with the requirements of the North City Planned Urbanizing Area.,0,0,0,0,0,0,0
2011,Fire Station No. 49 - Otay Mesa / S00784,165,Fire-Rescue,Bldg - Pub Safety - Fire Fac,2017,2017,"Council District: 8; Community Plan: Otay Mesa - Nestor, Otay Mesa",1885000,10250000,"This project provides for an approximate 11,000 square foot double-house fire station to serve the Otay Mesa and Otay Mesa/Nestor Communities. The fire station will be located across the intersection of Ocean View Hills Parkway and Sea Fire Point. and will serve the community in addition to Fire Station 6 located at 693 Twining Avenue. The fire station or facility will accommodate two fire apparatus and a para­ medic ambulance.",A second fire station is needed to serve the Otay Mesa Community and is consistent with City Council policy to provide five minute response times to all residential areas. Funding is included in the Otay Mesa Public Facilities Financing Plan.,0,0,0,0,0,0,8365000
2011,Fire Station No. 54 - Paradise Hills / S00785,166,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 4; Community Plan: Skyline - Paradise Hills,83935,10295000,This project provides for a new station in the Paradise Hills area to serve the Paradise Hills/Sky­ line area of San Diego. The site for this project has not been identified.,This station is needed to serve the Paradise Hills/Skyline community and is consistent with City Council policy to provide five-minute response times to all residential areas.,10211065,0,0,0,0,0,0
2011,Fire Station No.32 - Skyline North / S00687,167,Fire-Rescue,Bldg - Pub Safety - Fire Fac,,,Council District: 4; Community Plan: Skyline - Paradise Hills,961176,9123325,"This project provides for an additional station to be located at 7180 Skyline Drive to better serve the growing community of Skyline/Paradise Hills. This is one of 12 projects included in the Fire Rescue Facil­ ity Improvement Program approved by the City Council on February 27, 2001 per Council Resolution R­ 294609 and amended by the City Council on April 16, 2002 per Council Ordinance O-19054. Designation for this fire station will be issued upon completion of the project.",An additional fire station is needed in this area to meet response time guidelines in this growing community.,8162149,0,0,0,0,0,0
2011,SDFD Station Alerting / L12002,168,Fire-Rescue,Bldg - Pub Safety - Fire Fac,2012,2012,Council District: Citywide; Community Plan: Citywide,0,3400000,This project will provide for the replacement of the Fire In-Station Alerting System at fire sta- tions Citywide. The current alerting system technology is 21 years old and is no longer in service forcing the department to rely upon a back-up system.,The current in-station alerting system is 21 year old and no longer in service.,1700000,1700000,0,0,0,0,0
2011,Children's Pool Lifeguard Station / S00644,169,Fire-Rescue,,,,Council District: 1; Community Plan: La Jolla,3250000,3250000,"This project provides for a new lifeguard station and family restroom at the Children's Pool in La Jolla. This is one of ten lifeguard projects included in the Fire-Rescue Facility Improvement Program approved by the City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.","The existing Lifeguard Tower structure has been condemned and does not meet the current or future needs of Lifeguard Services. The existing facility does not provide adequate safety to the employees, and can no longer keep up with the growing community of La Jolla and the larger number of visitors every year. The scope of this project is also to remodel the existing public restrooms facilities.",0,0,0,0,0,0,0
2011,La Jolla Cove Lifeguard Station / S00792,170,Fire-Rescue,,,,Council District: 1; Community Plan: La Jolla,914348,2100000,"This project provides for the La Jolla Cove Lifeguard Station, located at 1100 Coast Boulevard, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, and locker room/restroom areas for males and females. This project will also provide for an accessible ramp for the mid-landing. This is one of ten lifeguard projects included in the Fire Rescue Facility Improvement Program approved by the City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.",The existing facility consists of a station constructed in the 1950s and an observation tower added in 1980. It is inadequate to accommodate staff or provide adequate water safety protection.,1185652,0,0,0,0,0,0
2011,La Jolla Shores Lifeguard Station / S00790,171,Fire-Rescue,,,,Council District: 1; Community Plan: La Jolla,3840141,3840141,"This project provides for the La Jolla Shores Lifeguard Station located at 8100 Camino del Oro, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas for males and females, and a separate facility for rescue vehicles and emergency equipment. This is one of ten lifeguard projects included in the Fire-Rescue and Life Safety Services Facility Improvement Program approved by the Mayor and City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.",The existing facility was built in 1981 and is inadequate to accommodate current and future staff and to allow for adequate water safety protection to the public.,0,0,0,0,0,0,0
2011,Lifeguard Station Headquarters / S00794,172,Fire-Rescue,,,,Council District: 2; Community Plan: Mission Bay Park,2563500,12563500,"This project provides for construction of the Lifeguard Headquarters located at 2581 Quivira Court. The replacement facility will house lifeguards, mechanics, 24-hour, administrative, and training staff, and will provide an operation yard and storage for the rescue fleet. Construction of this lifeguard facility will occur in two phases. Phase I to replace the emergency dock has been completed. This is one of ten lifeguard projects included in the Fire Rescue Facility Improvement Program approved by the City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.",The existing facility was constructed in 1956 and is inadequate to accommodate staff and equipment. Many of the major components have exceeded their expected service life. The needs of modern technology and a diversified workforce also require changes in fire facility configuration.,10000000,0,0,0,0,0,0
2011,Lifeguard Tower/Grand Ave Restroom / S00641,173,Fire-Rescue,,,,Council District: 2; Community Plan: Pacific Beach,4732376,4732376,"This project provides for the design of a permanent lifeguard tower; restroom and changing room facility; demolition of the existing structure and construction of replacement facilities at the foot of Grand Avenue in Pacific Beach. This project has been consolidated with the South Pacific Beach Lifeguard Station. This is one of ten lifeguard projects included in the Fire Rescue Facility Improvement Project approved by the Mayor and City Council on April 16, 2002 per Council Resolution R-296359 and Ordinance O-19054.","These facilities which were constructed in 1968 are deteriorated, undersized, and do not meet the requirements under the Americans with Disabilities Act (ADA). The new facilities include new public rest­ rooms to address beach goers needs and ADA access.",0,0,0,0,0,0,0
