cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019
2013,Trans - Roadway - Enhance/Scape/Medians,561,Transportation & Storm Water,Genesee Avenue-Nobel Dr to SR 52,2016,2016,Council District: 1; Community Plan: University,1948600,24129700,"This project provides for widening Genesee Avenue from Nobel Drive to State Route 52 to a modified six-lane major street north of Decoro Street and a modified six-lane primary arterial south of Decoro Street. The project includes a right-turn lane, eastbound to southbound, at the Genesee Avenue/Nobel Drive intersection; additional left-turn lane, including a traffic signal at State Route 52 interchange; and Class II bicy- cle lanes.",This project is needed to increase the capacity of this facility. See Project Number A in the North University City Public Facilities Financing Plan.,0,0,0,22181100,0,0,0
2013,Trans - Bridge - Vehicular,562,Transportation & Storm Water,Georgia Street Bridge Improvements,2014,2014,Council District: 3; Community Plan: Greater North Park,3135041,11985042,This project provides for seismic and structural improvements of the bridge and the adjacent retaining walls.,This bridge has severe spalling due to age and has severe height limitations which need to be corrected. Trucks continue to hit the low arches of the bridge.,0,8850000,0,0,0,0,0
2013,Trans - Roadway - GRails/BRails/Safety,563,Transportation & Storm Water,Guard Rails,,,Council District: Citywide; Community Plan: Citywide,3061517,3061516,This annual allocation provides for installing new and replacing old guard rails along streets where needed.,The City maintains an ongoing program to promote safety within the public right-of-way. Analysis of accident patterns at a particular location will occasionally show that some minor improvements in the area would help to reduce the number and/or severity of accidents. This annual allocation provides the flex- ibility necessary for timely initiation of such improvements.,0,0,0,0,0,0,0
2013,Drainage - Storm Drain Pipes,564,Transportation & Storm Water,Hayes Ave Storm Drain,,,Council District: 3; Community Plan: Uptown,555000,555000,This project provides for improved flood control by upgrading the existing pipe along Hayes Avenue.,This project will alleviate frequent flooding during normal storm events as a result of the cur- rent undersized storm drain pipe.,0,0,0,0,0,0,0
2013,Trans - Roadway,565,Transportation & Storm Water,Hillery Drive Improvements,,,Council District: 6; Community Plan: Mira Mesa,2500000,2500000,This project will provide for the widening of Hillery Drive and traffic calming on adjacent streets.,"Caltrans is completing a high occupancy/transit freeway lanes project in the middle of Inter- state 15, with a Direct Access Ramp (DAR) onto Hillery Drive to serve the Mira Mesa community. Traffic mit- igation is required as part of this project.",0,0,0,0,0,0,0
2013,Trans - Roadway,566,Transportation & Storm Water,Holly Dr. Street Improvements,,,Council District: 4; Community Plan: Encanto Neighborhoods (Southeastern),2000000,2000000,"This project provides for construction of curbs, gutters, sidewalks, driveways, curb ramps, and pavement on Holly Drive from South Willie James Jones Avenue to South Euclid Avenue.",This project will improve the street and sidewalk making them safer for pedestrians.,0,0,0,0,0,0,0
2013,Trans - Roadway,567,Transportation & Storm Water,I-5,,,Council District: 1; Community Plan: Carmel Valley,197104,197104,The Interstate 5/State Route 56 Fiber Optic Relocation project will abandon an existing fiber optic cable alignment adjacent and parallel to Interstate 5 between Carmel Valley Road and Del Mar Heights Road and will relocate the utility to the east of the existing alignment and into the public right-of-way.,The relocation is necessary to accommodate the future road widening of Interstate 5 that would affect the existing utility alignment.,0,0,0,0,0,0,0
2013,Trans - Roadway,568,Transportation & Storm Water,I-5 to SR-56 Freeway Connectors,2014,2019,Council District: 1; Community Plan: Carmel Valley,3007587,9714262,"This project provides for the preparation of a project report and environmental document (PR/ ED) for northerly connections of the Interstate 5 and State Route 56 freeways. Alternatives under consideration include direct freeway-to-freeway connectors from westbound State Route 56 to northbound Interstate 5 and southbound Interstate 5 to eastbound State Route 56, an auxiliary lane alternative which proposes providing operational improvements on Interstate 5 between Del Mar Heights Road and Carmel Valley Road, on Carmel Valley Road between Interstate 5 and State Route 56, and on State Route 56 west of Carmel Country Road. The third alternative includes the direct freeway connectors from westbound State Route 56 to northbound Interstate 5 and the auxiliary lane alternative improvements on southbound Interstate 5, eastbound Carmel Valley Road, and eastbound State Route 56.","State Route 56 opened to traffic in July 2004 and provided a new east/west connection between Interstates 5 and 15. This introduced a significantly new volume of traffic to the Interstate 5 corridor in Carmel Valley, some of which needs to travel to or from the north. This project will provide the improvements neces- sary to make these moves most efficiently and avoid the heavy use of local streets.",0,106000,0,580000,0,0,6020676
2013,Trans - Signals - Traffic Signals,569,Transportation & Storm Water,Install T/S Interconnect Systems,2014,2017,Council District: Citywide; Community Plan: Citywide,498000,3281459,"This annual allocation provides for the installation of, and modifications to, traffic signal inter- connect systems citywide.",This project provides for increased traffic signal coordination which will reduce traffic conges- tion.,0,2483459,100000,100000,100000,0,0
2013,Trans - Roadway - Street Lighting,570,Transportation & Storm Water,Installation of City Owned Street Lights,2014,2017,Council District: Citywide; Community Plan: Citywide,2987986,4121986,This annual allocation provides for installing City-owned safety street lights where needed.,"Additional street lights will increase the level of lighting for motorists, bicyclists, and pedestri- ans on public streets.",0,834000,100000,100000,100000,0,0
2013,Trans - Bicycle Facilities (All Class.),571,Transportation & Storm Water,Interstate 5 Underpass - Bikeway,,,Council District: 1; Community Plan: Carmel Valley,535000,1651010,"This project will provide the (missing) link between two existing bike/pedestrian paths: the regional bike connection that runs parallel to State Route 56 corridor, and the Sorrento Valley Road multi-use bike/pedestrian path, and will pass under Interstate 5, just south of the Carmel Mountain Road interchange.","Currently, cyclists and pedestrians must use the shoulders of Carmel Valley Road to access the west side of Interstate 5. High traffic volumes coupled with commercial driveways and freeway ramps make it difficult for pedestrians and cyclists to travel from one side of the freeway to the other.",1116010,0,0,0,0,0,0
2013,Trans - Roadway,572,Transportation & Storm Water,Juan Street Concrete Street,,,"Council District: 3; Community Plan: Old San Diego, Uptown",7229843,7229843,"This project provides for the replacement of the existing concrete pavement on Juan Street from Taylor Street to Sunset Road. The improvements include construction of curb, gutter, curb ramps, sidewalks (east and west sides), underground utilities, and replacement of water main, as well as construction of new storm drain system.",This project is needed to reconstruct the roadway due to deterioration of the existing roadway. This project location is one of the lowest rated non-residential concrete streets within the City based on Overall Condition Index (OCI) rating.,0,0,0,0,0,0,0
2013,Drainage - Storm Drain Pipes,573,Transportation & Storm Water,Judy Lee Place Storm Drain Replacement,,,Council District: 4; Community Plan: Mid-City: Eastern Area,560000,560000,This project involves replacement of existing deteriorated corrugated metal pipe and outfall and restores the adjacent slope.,Replacement is required to prevent flooding and potential damage to surrounding structures.,0,0,0,0,0,0,0
2013,Trans - Roadway,574,Transportation & Storm Water,Kearny Mesa Community Sign,,,"Council District: 6, 7; Community Plan: Kearny Mesa",60000,60000,This project provides for the installation of community signs in Kearny Mesa.,The project is funded by a State contribution agreement as part of the relinquishment of State Route 274 to the City of San Diego and was requested by Council District 6.,0,0,0,0,0,0,0
2013,Trans - Bicycle Facilities (All Class.),575,Transportation & Storm Water,Kearny Villa Road Bike Lane Improvements,,,Council District: 6; Community Plan: Kearny Mesa,300000,300000,This project provides for the resurfacing and repair of damaged bicycle lanes on Kearny Villa Road between Miramar Way and State Route 163.,"The deteriorating asphalt in the bicycle lane causes bicyclists to ride close to the main travel lanes, where there are high volumes of high-speed traffic. This project will replace the existing bicycle lane with new asphalt and provide a safer route of travel for bicyclists.",0,0,0,0,0,0,0
2013,Trans - Ped Fac - Accessibility Improve,576,Transportation & Storm Water,Kelton Road Pedestrian Improvements,,,Council District: 4; Community Plan: Southeastern San Diego,276000,276000,"This project provides the installation of bulbouts and an in-pavement lighted crosswalk on Kel- ton Road between Zircon Street and Luber Street, at the entrance to Johnson Elementary School.","This will provide traffic calming elements in the vicinity of Johnson Elementary School and will be designed to slow traffic speed. This will narrow the roadway, thus providing better visibility for pedes- trians, bicyclists, and automobiles. This measure will also shorten actual distance crossing on streets, thus reducing children/pedestrians' exposure to traffic, reducing accidents.",0,0,0,0,0,0,0
2013,Drainage - Best Mgt Practices (BMPs),577,Transportation & Storm Water,La Jolla Ecological Reserve Area of ASBS,,,Council District: 1; Community Plan: La Jolla,3310000,3310000,This project provides low-flow diversion systems for four storm drain outfalls that discharge directly into the La Jolla Ecological Reserve Area of Special Biological Significance (ASBS 29).,"This project will divert non-storm water discharges during the dry season from reaching La Jolla Shores, which minimizes harmful pollutants from entering this significant biological and recreational resource.",0,0,0,0,0,0,0
2013,Trans - Roadway,578,Transportation & Storm Water,La Jolla Mesa Drive Sidewalk,,,Council District: 1; Community Plan: La Jolla,326000,826000,"This project provides for the construction of a curb, gutter, and sidewalk on the east side of La Jolla Mesa south of Deer Hill Court.",This project is required in order to provide safer pedestrian access.,500000,0,0,0,0,0,0
2013,Trans - Bridge - Vehicular,579,Transportation & Storm Water,La Jolla Village Drive - Interstate 805 Ramps,,,Council District: 1; Community Plan: University,23974537,23974536,"This project converts the existing La Jolla Village Drive/Interstate 805 full cloverleaf inter- change configuration to a partial cloverleaf configuration, including widening the overpass structure and approaches to provide three through lanes with an auxiliary lane in each direction. The project also provides for widening La Jolla Village Drive to eight lanes and constructing three lanes to the southbound on-ramp. Bike lanes will be included.",This project is needed to improve traffic circulation and safety in the University community per the North University City Public Facilities Financing Plan - Project C.,0,0,0,0,0,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,580,Transportation & Storm Water,La Jolla Village Drive and Regents Road,,,Council District: 1; Community Plan: University,1370000,1370000,This project provides for a southbound-to-westbound right-turn lane at the La Jolla Village Drive/Regents Road intersection. A Class II bike lane is included for southbound bicyclists. Additional right-of- way will be acquired from the University of California San Diego (UCSD) at no cost.,This project is needed to improve traffic flow at this intersection per the North University Pub- lic Facilities Financing Plan - Project 41.,0,0,0,0,0,0,0
2013,Trans - Bridge - Vehicular,581,Transportation & Storm Water,Laurel Street Bridge Over State Route 163,,,Council District: 3; Community Plan: Balboa Park,720000,720000,"This project provides for the maintenance, rehabilitation, and seismic retrofitting of the Laurel Street (Cabrillo) Bridge over Highway 163.","This bridge has been identified by Caltrans as requiring maintenance, rehabilitation, and seis- mic retrofiting.",0,0,0,0,0,0,0
2013,Trans - Roadway,582,Transportation & Storm Water,Linda Vista Rd at Genesee Intersection Improvement,2014,2015,Council District: 7; Community Plan: Linda Vista,273000,1023188,This project provides for lengthening the Genesee Avenue westbound left-turn lanes to 300 feet and re-striping Genesee Avenue to provide an exclusive eastbound right-turn lane. It will also widen Linda Vista Road to provide an exclusive northbound right-turn lane.,This project will improve the traffic flow through the intersection.,160188,50000,540000,0,0,0,0
2013,Drainage - Storm Drain Pipes,583,Transportation & Storm Water,Manhassett Drive Storm Drain System Upgrade,,,Council District: 9; Community Plan: College Area,285000,285000,This project provides for improved flood control by upgrading the existing pipe and inlet drains and adding new facilities along Manhassett Drive.,This project will alleviate frequent flooding during normal storm events as a result of the cur- rent undersized storm drain.,0,0,0,0,0,0,0
2013,Drainage - Storm Drain Pipes,584,Transportation & Storm Water,Maryland Street Storm Drain Replacement,,,Council District: 2; Community Plan: Uptown,399840,399840,This project involves replacement of existing deteriorated corrugated metal pipe within the right of way easement.,Replacement is required to prevent flooding and potential damage to surrounding structures.,0,0,0,0,0,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,585,Transportation & Storm Water,Median Installation,2014,2017,Council District: Citywide; Community Plan: Citywide,623183,1370183,This annual allocation provides for the installation and improvements of medians citywide.,This project provides for safety improvements where medians are warranted.,0,447000,100000,100000,100000,0,0
2013,Trans - Roadway - Erosion/Slope/Ret Wall,586,Transportation & Storm Water,Midway Street Bluff Repair,,,Council District: 1; Community Plan: La Jolla,128882,128883,This project provides for the repair of the coastal bluff at the west end of Midway Street. Improvements will include enhanced support of the concrete paving and reconstruction of the protective barrier at the top of the bluff.,The coastal bluff at the west end of Midway Street in the Birdrock area eroded during the 2004- 2005 storm season. The protective safety barriers at the bluff collapsed including portions of the concrete pav- ing in the area. The area was temporarily barricaded to protect the public. This project provides for bluff repair and reconstruction of the protective barrier at the top of the bluff.,0,0,0,0,0,0,0
2013,Trans - Bicycle Facilities (All Class.),587,Transportation & Storm Water,Minor Bike Facilities,2014,2018,Council District: Citywide; Community Plan: Citywide,819501,4458500,"This annual allocation provides for the installation of bike facilities including Class I, Class II, and Class III bike facilities throughout the City.",This project will provide funding for various bike facilities.,0,639000,750000,750000,750000,750000,0
2013,Trans - Roadway - Enhance/Scape/Medians,588,Transportation & Storm Water,Mira Mesa Community Transit Center,,,Council District: 5; Community Plan: Mira Mesa,692000,692000,"This project provides for installation of an off-street transit center at Hillery Drive and Interstate 15. Concrete pads, bus bays, a shelter, and a 300-space park-and-ride facility will be constructed. The Mira Mesa Facilities Benefit Assessment (FBA) Fund will contribute toward the project which is estimated to cost a total of $6 million. The Metropolitan Transit Development Board (MTDB) will design and construct the facil- ity.","The transit center will facilitate transfer activity between existing and planned routes, and will establish a central focal point for transit in the community. It may also tie into either the future Interstate 15 cor- ridor rail or the high-speed express bus system, depending on the results of the Metropolitan Transit Develop- ment Board Interstate 15 advance planning study now underway.",0,0,0,0,0,0,0
2013,Trans - Roadway,589,Transportation & Storm Water,Mira Sorrento Place-Scranton to Vista Sorrento,,,Council District: 6; Community Plan: Mira Mesa,12460253,12460253,This project provides for widening and extending Mira Sorrento Place to a four-lane collector street between Scranton Road and Vista Sorrento Parkway. It includes widening the Mira Sorrento Place/Scran- ton Road intersection.,This project is needed to improve traffic flow and is included in the Council-approved Mira Mesa Community Financing Plan and Facilities Benefit Assessment Document. See Project Number 56 in the Mira Mesa Public Facilities Financing Plan.,0,0,0,0,0,0,0
2013,Trans - Roadway,590,Transportation & Storm Water,Miramar Road-Interstate 805 Easterly Ramps,,,Council District: 1; Community Plan: University,7650000,7650000,This project provides for widening Miramar Road to eight lanes from the Interstate 805 easterly on and off-ramps to 300 feet east of Eastgate Mall. It includes dual left-turn lanes at Eastgate Mall. Phase I con- structed road improvements west of Eastgate Mall. Phase II will construct an exclusive right turn lane on west- bound Miramar Road approaching Eastgate Mall and an exclusive right turn lane on southbound Eastgate Mall.,"This project is needed to improve traffic flow, and is included in the Council-approved North University City Community Plan and Facilities Benefit Assessment Document per the North University City Public Facilities Financing Plan - Project 50.",0,0,0,0,0,0,0
2013,Trans - Ped Fac - Sidewalks,591,Transportation & Storm Water,Mission Beach Boardwalk Bulkhead,2014,2014,Council District: 2; Community Plan: Mission Beach,1892225,3292225,"This project provides for preserving the life of the historic Mission Beach bulkhead from Ven- tura Place to the end of Belmont Park. The project includes replacing the concrete deck, restoring the wall back- fill, and replacing the parapet.",This project will preserve the life of the bulkhead which was built in 1928.,0,1400000,0,0,0,0,0
2013,Trans - Bicycle Facilities (All Class.),592,Transportation & Storm Water,Mission Trails Regional Park,,,"Council District: 6; Community Plan: Navajo, Mission Valley",160301,160300,This project provides for various bikeway projects along the San Diego River Bike Path between Mission Trails and Mission Bay in the Mission Valley Community.,"This project will provide safe, as-needed bikeways for bicyclists and pedestrians in the Mission Valley and Navajo communities.",0,0,0,0,0,0,0
2013,Trans - Ped Fac - Sidewalks,593,Transportation & Storm Water,New Walkways,2014,2017,Council District: Citywide; Community Plan: Citywide,4026775,8076998,This annual allocation provides for the construction of sidewalks citywide.,This project provides permanent sidewalks to promote pedestrian safety and access.,0,1964959,985264,1000000,100000,0,0
2013,Trans - Bridge - Vehicular,594,Transportation & Storm Water,North Harbor Drive Navy Estuary Seismic Retrofit,,,Council District: 2; Community Plan: Peninsula,17584481,17584481,"This project provides for the seismic retrofit of the North Harbor Drive Bridge, which will con- sist of stabilizing the existing piers and joining the paired piers together at the waterline to increase support dur- ing seismic events. Televising of the 87-inch force main is included.",The North Harbor Drive Bridge over Navy Estuary has been identified as a seismically defi- cient bridge by Caltrans. This project will provide safe-use of the bridge once retrofitted.,0,0,0,0,0,0,0
2013,Trans - Roadway - Street Lighting,595,Transportation & Storm Water,North Park Lighting Improvements,,,Council District: 3; Community Plan: Greater North Park,487860,487860,This project provides for the installation of the final set of street lights within the boundaries of the North Park Maintenance Assessment District (MAD).,This project provides streetlighting to promote safe pedestrian access and use.,0,0,0,0,0,0,0
2013,Trans - Bridge - Vehicular,596,Transportation & Storm Water,North Torrey Pines Road Bridge,,,Council District: 1; Community Plan: Torrey Pines,13980652,13980652,"This project provides for demolishing and reconstructing the North Torrey Pines Road Bridge over Los Penasquitos Creek and for transitionally widening both road approaches from approximately 770 feet south of the bridge to 1,100 feet north of the bridge. Tidal action from Los Penasquitos Lagoon is compromis- ing beach access. Tidal action has become an issue due to the new configuration of the bridge span over the lagoon. Scouring of the access point from the State parking lot is an issue for State maintenance vehicles and beach patrons.",This project provides the replacement of the structurally deficient bridge to promote safe access and regular use.,0,0,0,0,0,0,0
2013,Trans - Roadway,597,Transportation & Storm Water,North Torrey Pines Road at Genesee Avenue,,,Council District: 1; Community Plan: University,9573775,9573775,"This project provides for the reconstruction of Genesee Avenue at Torrey Pines Road and John Jay Hopkins Drive. The proposed changes include rebuilding the intersection of Genesee Avenue/North Torrey Pines Road, widening Genesee Avenue and North Torrey Pines Road north of Genesee Avenue to a six-lane pri- mary arterial, and widening North Torrey Pines Road south of Genesee Avenue to a six-lane major street. The limits of the widening are easterly to John Jay Hopkins Drive, southerly to Torrey Pines Scenic Drive, and to 500 feet north of the North Torrey Pines Road/Genesee Avenue intersection. This project also provides for Class II bicycle lanes. See Project Number E in the North University City Public Facilities Financing Plan.",This project will improve sight distance through the intersection and provide additional left turn storage capacity on Genesee Avenue at John Jay Hopkins Drive and University of California entrance.,0,0,0,0,0,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,598,Transportation & Storm Water,North Torrey Pines Roadway & Median Enhancements,,,Council District: 1; Community Plan: University,4747000,4747000,"This project provides for median curb, gutter, drainage, and landscaping improvements, from 600 feet north of Genesee Avenue to the State Reserve boundary including the Callan Road intersection.",This project will improve safety and drainage on North Torrey Pines Road per the North Uni- versity City Public Facilities Financing Plan - Project D.,0,0,0,0,0,0,0
2013,Trans - Roadway,599,Transportation & Storm Water,Ocean View Hills Parkway,,,Council District: 8; Community Plan: Otay Mesa,15058237,15058237,"This project provides for reimbursing the developer for the City's share of the design and con- struction of Ocean View Hills Parkway (Phases II and III) from Dennery Road to Otay Mesa Road. The project includes approximately 5,200 linear feet of a four-lane major street and 4,900 linear feet of a six-lane major street. See projects T2.1, T2.2, and T2.3 in the Otay Mesa Public Facilities Financing Plan.","The transportation element of the Otay Mesa Community Plan recommends that an integrated transportation network will provide mobility, accessibility, and safety for the residences and businesses travel- ing to, from, and through the community.",0,0,0,0,0,0,0
2013,Trans - Roadway,600,Transportation & Storm Water,Old Otay Mesa Road- Westerly,2014,2014,"Council District: 8; Community Plan: Otay Mesa, Otay Mesa - Nestor",3286672,8286672,"This project provides for design and construction of Old Otay Mesa Road from the Princess Park Subdivision (Cresent Bay Drive) to the Remington Hills Subdivision (Hawken Drive). This project includes approximately 2,400 linear feet of a two-lane collector street, sidewalks, curb, gutter, street lighting, new road- way sections, guardrail, and traffic calming facilities.","The transportation element of the Otay Mesa Community Plan suggests that an integrated trans- portation network will provide mobility, accessibility, and safety for persons traveling to, from, and through the community.",2000000,3000000,0,0,0,0,0
2013,Trans - Roadway,601,Transportation & Storm Water,Otay Mesa Truck Route Phase 4,2014,2015,Council District: 8; Community Plan: Otay Mesa,2600000,16850000,This Phase IV project provides for the construction of an additional lane to the existing Otay Truck Route from La Media Road to Drucker Lane and for the extension of the Truck Route (two lanes) from Britannia Boulevard to La Media Road and along Britannia Boulevard from the border to Britannia Court.,The Phase IV additional lane and extension of the Truck Route will remove cargo traffic from local streets and further expedite international truck traffic southbound into Mexico at the Otay Mesa Port of Entry.,9350000,2400000,2500000,0,0,0,0
2013,Trans - Ped Fac - Accessibility Improve,602,Transportation & Storm Water,Pacific Beach Obstructed Curb Ramp Barrier Removal,,,Council District: 2; Community Plan: Pacific Beach,50000,370000,"This project will provide for curb ramps, curbs, gutters, sidewalks, street overlay, new curb inlets, cleanouts, Americans with Disabilities Act (ADA) pedestrian push buttons, a median curb, and traffic striping at the intersection of Pacific Beach Drive and Mission Boulevard.",This project location is in a heavily used area. One or more ADA complaints have been received. The improvements are needed for disabled access in the public right-of-way for compliance with cur- rent ADA standards.,320000,0,0,0,0,0,0
2013,Trans - Signals - Traffic Signals,603,Transportation & Storm Water,Pacific Highlands Traffic Signals,,,Council District: 1; Community Plan: Pacific Highlands Ranch,2400000,2400000,This reimbursement project provides for installing up to 16 different traffic signals within the Pacific Highlands Ranch Community.,These signals will be installed as part of the traffic control system for the Pacific Highlands Ranch community. They are needed to accommodate the increase in traffic generated by this community.,0,0,0,0,0,0,0
2013,Trans - Ped Fac - Accessibility Improve,604,Transportation & Storm Water,Pacific Hwy Obstructed Curb Ramp Barrier Removal,2014,2014,Council District: 2; Community Plan: Midway - Pacific Highway,900000,1200000,"This project will provide for curb ramps, curbs, gutters, sidewalks, a new storm drain inlet, streetlights, and traffic striping on Pacific Highway at Estudillo Street, Bandini Street, and Sutherland Street.",The project location is a highly used area. One or more Americans with Disabilities Act (ADA) complaints have been received. The improvements are needed for disabled access in public right-of-way for compliance with current ADA standards.,0,300000,0,0,0,0,0
2013,Trans - Bridge - Vehicular,605,Transportation & Storm Water,Palm Avenue Interstate 805 Interchange,2015,2017,"Council District: 8; Community Plan: Otay Mesa, Otay Mesa - Nestor",11187886,37937886,"This project provides for improving the Palm Avenue/Interstate 805 Interchange in three phases. The first phase has been completed which included restriping of travel lanes and signal modification. The sec- ond phase consists of environmental determination and design of the project; construction repairs to the bridge approaches and abutments; bridge widening to the south; installation of sidewalk and signals; restriping; and signage modifications. The third phase consists of construction of the bridge widening to the north; relocation of north bound on/off ramps and widening of the two on-ramps. All three phases of the project improvements per the Otay Mesa Public Facility Financing Plan (Projects T1.1, 1.2, 1.3, and 1.4).",This project is required to accommodate the additional traffic generated as a result of develop- ment in the Otay Mesa Community. Improvements to this interchange will also help to reduce traffic volumes on State Route 905.,0,0,1750000,10000000,15000000,0,0
2013,Trans - Roadway,606,Transportation & Storm Water,Palm Avenue Roadway Improvements,2014,2014,Council District: 8; Community Plan: Otay Mesa - Nestor,2213270,4617209,"This project provides for vehicular and pedestrian safety improvements on Palm Avenue from Beyer Way to Del Cardo Avenue. The improvements include installation of raised center medians, turn pockets, traffic signals, pedestrian refuge areas, crosswalks, striping, and signage. Subsequent phases of this project may include further analysis of the pedestrian and streetscape aspects of the project area.",These improvements will benefit the community by increasing the safety and flow of traffic.,0,2403939,0,0,0,0,0
2013,Trans - Ped Fac - Accessibility Improve,607,Transportation & Storm Water,Park Boulevard and Essex Street,,,Council District: 2; Community Plan: Uptown,320000,320000,"This project provides for the realignment of the existing crosswalk, installs in-roadway lighting systems at the crosswalk, and provides pop-outs to improve safety and walkability for pedestrians.",This project will enhance safety and walkability for pedestrians.,0,0,0,0,0,0,0
2013,Trans - Bicycle Facilities (All Class.),608,Transportation & Storm Water,Poway Road Bicycle Path - Class I,,,Council District: 5; Community Plan: Sabre Springs,2580000,2580000,"This project provides for the construction of a Class I bicycle path (combined pedestrian and bicycle travel) easterly along the south side of Poway Road from the I-15/Poway Road interchange to Sabre Springs Parkway, approximately 1,950 feet in length. This project replaces the existing Class II bikeway located within the shoulder of Poway Road.","The Sabre Springs Community Plan encourges the development of a system of bikeways within the community, tying into the regional bicycle network.",0,0,0,0,0,0,0
2013,Trans - Bicycle Facilities (All Class.),609,Transportation & Storm Water,Rancho Bernardo Bikeway,,,Council District: 5; Community Plan: Rancho Bernardo,250000,250000,This project provides for the installation of three miles of Class II bike lanes on West Bernardo Drive from Rancho Bernardo Road to Aguamiel Road and on Bernardo Center Drive from West Bernardo Drive to Rancho Bernardo Road.,"This project completes gaps in the Rancho Bernardo community bicycle network, and connects to regional bicycle facilities. It also improves bicycle access to a number of community facilities, including a transit center, library, and schools.",0,0,0,0,0,0,0
2013,Trans - Bridge - Vehicular,610,Transportation & Storm Water,Regents Road Bridge,2017,2017,Council District: 1; Community Plan: University,6737799,31554476,"This project provides for an 870-foot bridge spanning the AT&SF Railroad and a portion of the flood plain. Additionally, this project provides for a four-lane major street with Class II bike lanes on Regents Road from the AT&SF railroad bridge to 100 feet north of Lahitte Court as well as widening the existing half width street to a four-lane major street from 100 feet north of Lahitte Court to Governor Drive, including Class II bike lanes. In addition, the project recreational improvements in the canyon, which include limiting noise to the greatest extent possible, traffic calming, walkability, profile/light penetration structure design, habitat resto- ration, recreational improvements for pedestrians, and bike access trails.",This project will complete Regents Road and provide continuous access to northern communi- ties. This project is included in the Council-approved North University City Financing Plan and Facilities Ben- efit Assessment Plan (Project NUC-18).,0,0,0,0,24816677,0,0
2013,Trans - Roadway,611,Transportation & Storm Water,Regents Road Widening-Genesee to Executive,2014,2014,Council District: 1; Community Plan: University,5375000,6045000,"This project provides for widening Regents Road to a modified four-lane major street from Genesee Avenue to Executive Drive, relocation of the Genesee Avenue/Regents Road intersection to the east, and bike lanes.",This project is needed to improve traffic flow and is included in the Council-approved North University City Community Financing Plan - Project 13 and Facilities Benefit Assessment Document.,0,670000,0,0,0,0,0
2013,Trans - Signals - Traffic Signals,612,Transportation & Storm Water,Replace Obsolete T/S Controllers,,,Council District: Citywide; Community Plan: Citywide,101815,101815,This annual allocation provides for replacing obsolete and/or out-of-production traffic signal (T/ S) controller units.,"Present day requirements for coordinated signal operation, protected left turns, and emergency vehicle preemption are increasingly difficult or impossible to incorporate into some older controller units now in service. Older units function with moving parts and electrical contacts, both of which are subject to wear. Maintenance costs are increasing and parts are becoming difficult to find. The new controllers are solid-state, less costly to maintain, and more adaptable to today's needs.",0,0,0,0,0,0,0
2013,Trans - Roadway,613,Transportation & Storm Water,Resurfacing of City Streets,2014,2018,Council District: Citywide; Community Plan: Citywide,78799232,459675562,"This annual allocation provides for roadway resurfacing, repair, and reconstruction.","This project provides for resurfacing, repair, and reconstruction of City streets, which are nec- essary to maintain the streets in serviceable condition and to mitigate roadway deterioration.",156106910,48660619,42029501,46699447,43689927,43689927,0
2013,Drainage - Best Mgt Practices (BMPs),614,Transportation & Storm Water,Rose & Tecolote Creeks Water Quality Improvements,,,Council District: 6; Community Plan: Clairemont Mesa,1235119,1235119,This project proposes Storm Water Best Management Practices (BMP) to address pollutants of concern in the Tecolote Creek sub-watershed. A green street consisting of several biofiltration basins will be constructed at various points in the neighborhood around Mount Abernathy Avenue. The basins will reduce the amount of storm water runoff that reaches the storm drain system.,This project addresses pollutants of concern within the Rose and Tecolote Creek watersheds which satisfies the watershed-based water quality activity requirements in the Regional Water Quality Board's Municipal Storm Water Permit.,0,0,0,0,0,0,0
2013,Trans - Bicycle Facilities (All Class.),615,Transportation & Storm Water,Rose Creek Bikeway,,,"Council District: 2, 6; Community Plan: Mission Bay Park, Pacific Beach",6300000,6300000,This project provides for design and construction of a pedestrian/bicycle bridge across Rose Creek and a paved Class I bike path to connect the westerly end of the new bridge to Pacific Beach Drive.,This project will close a gap in the existing network of bike paths and lanes in Mission Bay Park. The project will allow pedestrians and bicyclists to circumvent a much longer existing route along Grand Avenue.,0,0,0,0,0,0,0
2013,Trans - Roadway,616,Transportation & Storm Water,Rosecrans Street Corridor Improvements,,,"Council District: 2; Community Plan: Midway - Pacific Highway, Peninsula",1448326,1448325,"This project provides for improvements to the former State Route 209, which includes all or parts of Camino del Rio West, Rosecrans Street, Canon Street, Catalina Boulevard, and Cabrillo Memorial Drive. Camino del Rio West improvements consist of upgrading the sidewalk facilities, including installation of pedestrian ramps and traffic signal modifications, and construction of turn pocket and signal modifications on Rosecrans at Midway.",Redevelopment in the area resulted in increased traffic and pedestrian activity.,0,0,0,0,0,0,0
