cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2021,year_2022,year_2023,year_2024,year_2025,year_2026
2020,I n t a n g i b l e Assets Information Tech,94,Citywide,Governmental Funded IT Projects,2021,2021,,1531405,2231406,"This annual allocation provides for upgrades and enhancements to information technology projects that are eligible for capitalization and funded exclusively with governmental funding sources. Individual projects are expected to have a duration longer than one fiscal year and result in a city-owned asset, which can include but is not limited to equipment, system interfaces, and intellectual property.","This annual allocation provides for improvements and enhancements to information technology projects that are solely funded with governmental resources, and allows for increased reporting on these projects. Projects are also expected to have a duration longer than one fiscal year.",0,700000,0,0,0,0,0
2020,Bldg - Operations Facility / Structures,95,Citywide,Kearny Mesa Facility Improvements,2021,2021,Council District: 6; Community Plan: Kearny Mesa,999999,14772123,"This project will include tenant improvements to the fire vehicle repair facility located at 8050 Othello Avenue, which will be completed by the lessor with input from the City. The centrally located Kearny Mesa Repair Facility will serve as the primary facility for the repair and maintenance of the City's heavy-duty fire apparatus, as well as a storage facility for the Fire- Rescue Department reserve fleet.","In April 2017, the City entered into a 10-year lease of the facility on Othello Avenue which was intended to serve as a new maintenance and repair facility for heavy-duty fire apparatus. This was in response to findings by CST Fleet Services, a fleet consultant hired by the City, that separate shop space would increase maintenance efficiency for the City's 100+ heavy- duty fire apparatus, rather than sharing space with the refuse packers at the Miramar facility. The City completed additional lease negotiations in September of 2019 and has secured rights to the facility for up to 30 years (15 years with three 5-year renewal options) along with right of 1st refusal to purchase the facility, if owner desires to sell.",0,13772123,0,0,0,0,0
2020,Landfills - Supporting Fac / Struct,103,Environmental Services,CNG Fueling Station for Refuse & Recycling,,,Council District: 1; Community Plan: University,5549999,5550000,"This project provides for the design and construction of a compressed natural gas (CNG) fueling station at the Environmental Services Operations Station located at 8353 Miramar Place. In conjunction with the completion of the fueling station, the division plans to put into service refuse and recycling vehicles that run on CNG, eventually replacing the entire fleet of low sulfur diesel refuse and recycling packers. The construction of CNG fueling infrastructure and the replacement of vehicles will be implemented in a phased approach.",This project provides for the necessary infrastructure to convert Environmental Services fleet refuse and recycling vehicles from low sulfur diesel to compressed natural gas. This CIP helps to implement the City's Climate Act Plan.,0,0,0,0,0,0,0
2020,Landfills,104,Environmental Services,Covered Aerated Static Pile System,,,Council District: 6; Community Plan: Priority Category: High,4999999,5000000,This project provides for design and construction of a covered aerated static pile system for processing organics at the Miramar Landfill's Greenery. This system will enhance the production and throughput of compost from clean source separated food scraps and yard waste.,AB-1826 and the City's Zero Waste Plan dictate significant increases in organic recycling. Stricter air emission and run-off water standards necessitate covered compost piles.,0,0,0,0,0,0,0
2020,Landfills,105,Environmental Services,Landfill Improvements,2023,2026,Council District: Citywide; Community Plan: Citywide,2034974,2834975,"This annual allocation provides for improvements to existing sanitary landfills to comply with operating permits and regulatory requirements. Such improvements may include fencing, access roads, drains, small structures, and environmental protection projects. This project also provides for improvements to existing landfill gas systems, including gas migration and groundwater monitoring networks at all landfills managed by the City. Improvements include upgrades to existing or additional facilities as well as engineering reports and/or design plans and specifications necessary to mitigate landfill gas and groundwater issues or to modify monitoring programs.","This project provides the flexibility for timely initiation of improvements and construction needed to meet operational and solid waste regulatory mandates such as drainage, grading, landfill gas collection, and groundwater monitoring programs.",0,0,0,200000,200000,200000,200000
2020,Landfills,106,Environmental Services,Miramar Landfill Facility Improvements,,,Council District: 6; Community Plan: University; Kearny Mesa; Clairemont Mesa,25412023,25412024,"This project provides for the construction of infrastructure improvements at the Miramar Landfill. Phase I will provide for the development of a Resource Recovery Facility (RRF) to increase waste diversion from self-haul customers. Phase II will provide for the relocation of the Miramar Greenery as required to comply with conditions of a State-mandated Waste Discharge Requirement for Composting Operations. Phase III will provide for surface improvements to haul roads. Phase IV will provide for the acquisition of landfill gas collection and processing infrastructure currently in place as part of a transfer of gas rights. Phase V will provide for a backup power system for landfill gas collection and processing infrastructure. Phase VI will provide for the replacement of modular office, restroom, and locker trailers that have exceeded their service life.","The Environmental Services Department (ESD) is responsible for managing operations, maintenance and compliance of the West Miramar Landfill. This CIP will allow for the most efficient execution of future facility improvement projects and helps to implement the City’s Climate Action Plan.",0,0,0,0,0,0,0
2020,Landfills,107,Environmental Services,Miramar Landfill Gas Recovery Improvemen,,,Council District: 6; Community Plan: Priority Category: Medium,9649999,9650000,This project provides for construction of a consolidated blower system and well field improvements to provide for increased landfill gas collection at the Miramar Landfill.,This project is needed to ensure the landfill will meet regulatory requirements concerning gas emissions and greenhouse gas reduction measures.,0,0,0,0,0,0,0
2020,Landfills,108,Environmental Services,Miramar Landfill Storm Water Improvements,,,Council District: 6; Community Plan: Priority Category: Medium,20299999,20300000,"The project provides for the construction of storm water infrastructure improvements at the Miramar Landfill to maintain regulatory compliance with the Storm Water Industrial General Permit. The project will be implemented in three phases: Phase I includes paving of haul roads, drainage improvements in the Greenery, stabilization of roadway shoulders and drainage channels, and hydroseeding of inactive fill areas; Phase II includes stabilization and/or hydroseeding of secondary roads, sediment traps, storm drain improvements, and basin expansion; Phase III includes improvements to existing basins and development of new basins where feasible.",The storm water basins and associated Best Management Practice (BMP) engineered structures at the Miramar Landfill must be properly designed and constructed to ensure compliance with National Pollutant Discharge Elimination System (NPDES) requirements and to avoid regulatory violations.,0,0,0,0,0,0,0
2020,Landfills - Supporting Fac / Struct,109,Environmental Services,South Chollas Landfill Improvements,,,Council District: 4; Community Plan: Mid-City: Eastern Area,15743903,15743903,"This project provides for cover material, grading, drainage, and site improvements at the inactive South Chollas Landfill. The project will also result in improvements to the Chollas Operations Yard required by the Regional Water Quality Control Board in order to bring the site into compliance. A Corrective Action Plan has been developed to identify the corrective measures and timelines to mitigate the groundwater issues.",This project is required to maintain compliance with various State and Federal regulatory requirements and to avoid regulatory violations.,0,0,0,0,0,0,0
2020,Bldg - Pub Safety - Lifeguard Stations,118,Fire-Rescue,Children's Pool Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,4583674,4583674,This project provides for a new lifeguard station and family restroom at the Children's Pool in La Jolla.,"The previous Lifeguard Tower structure was no longer safe and has been abandoned. It did not meet the current or future needs of Lifeguard Services. It did not provide adequate safety to the employees, and can no longer keep up with the growing community of La Jolla and the larger number of visitors every year. The scope of this project also includes remodeling the existing public restrooms facilities.",0,0,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,119,Fire-Rescue,Fairmount Avenue Fire Station,,,Council District: 4; Community Plan: Mid-City: City Heights,2327795,16150000,"This project provides for the design and construction of a new permanent fire station of approximately 13,000 square feet. The project will also include the purchase of a new fire engine apparatus. The facility will accommodate ten fire personnel and will include apparatus bay, dorm rooms, kitchen, watch room, ready room, and station alerting system. The new fire station will comply with Fire’s current station design and construction standards and specifications. This project was included in the Citygate Report.",This project will provide for a fire station to meet emergency response times for the community.,13822205,0,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,120,Fire-Rescue,Fire Station No. 08 - Mission Hills,,,Council District: 3; Community Plan: Uptown,1398499,1398500,This station is located at 3974 Goldfinch Street and it serves Mission Hills and surrounding areas. This project provides for the design and construction of the facility's working areas to provide the full functionality of the fire station operational requirements.,This project will allow for the accommodation of modern fire apparatus to meet current operational requirements for emergency responses.,0,0,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,121,Fire-Rescue,Fire Station No. 15 - Ocean Beach Expansion,,,Council District: 2; Community Plan: Ocean Beach,1047659,1047659,Fire Station 15 serves the community of Ocean Beach and surrounding areas and is located at 4711 Voltaire Street. The project provides for the expansion of the existing fire station facility to meet current department standards and operational needs to serve the growing population.,Expansion of the existing station is needed to keep up with increased operational activity. The project provides for the expansion of the existing fire station facility to meet current department standards and operational requirements to serve the needs of the community.,0,0,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,122,Fire-Rescue,Fire Station No. 48 - Black Mountain Ranch,2021,2021,Council District: 5; Community Plan: Black Mountain Ranch,13391306,14891307,"This project provides for the land acquisition, design and construction of a new permanent fire station of approximately 11,500 square feet. The facility will accommodate ten crewmembers and will include apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system, and training classroom/multi-purpose room. This project will also include the cost for the purchase of one fire engine. The new station will be located at Carmel Valley Road and Winecreek Road in the Black Mountain Ranch Community. The new fire station will comply with Fire’s current station design and construction standards and specifications.",This project will provide for the needed fire station to meet the emergency response times of the community. Refer to Black Mountain Ranch Facilities Financing Plan projects.,0,1500000,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,123,Fire-Rescue,Fire Station No. 49 - Otay Mesa,,,Council District: 8; Community Plan: Otay Mesa - Nestor; Otay Mesa,86412,8409999,"This project provides for an approximately 13,000 square foot double-house fire station to serve the Otay Mesa and Otay Mesa/Nestor Communities. The fire station will be located across the intersection of Ocean View Hills Parkway and Sea Fire Point and will serve the community in addition to Fire Station 6 located at 693 Twining Avenue. The fire station will accommodate 3 apparatus bays and will also have a training room. This project will also include the cost for the purchase of one fire engine. The new fire station will comply with Fire’s current station design & construction standards & specifications.",A second fire station is needed to serve the Otay Mesa and neighboring communities and it will ensure consistency with the recommendations in the Citygate Report.,8323586,0,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,124,Fire-Rescue,Fire Station No. 50 - North University City,,,Council District: 1; Community Plan: University,14999999,15000000,"This new facility will provide support to the University City area and will provide emergency response times that meet City and national standards. This new fire station will accommodate up to twelve crew members, a fire engine, service aerial truck, ambulance, and training room. The size of the station will be approximately 13,500 square feet. The building design will comply with Fire’s design and construction standards.",An additional fire station is needed in this area to ensure consistency with the recommendations in the Citygate Report.,0,0,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,125,Fire-Rescue,Fire Station No. 51 - Skyline Hills,,,Council District: 4; Community Plan: Skyline - Paradise Hills,750000,13890957,This project provides for the design and construction of a permanent station to be built at 7180 Skyline Drive to better serve the growing community of Skyline/Paradise Hills.,"An additional fire station is needed in this area to meet response time guidelines in this growing community, as recommended in the Citygate Report.",13140957,0,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,126,Fire-Rescue,Fire Station No. 54 - Paradise Hills,,,Council District: 4; Community Plan: Skyline - Paradise Hills,83653,13299999,"This project provides for the design and construction of a new 12,500 square foot fire station in the Paradise Hills area to serve the Paradise Hills/Skyline area as well as the purchase of a fire engine apparatus. The new station will accommodate 10 fire personnel, include 3 apparatus bays, dorms, kitchen, watch room, ready room, station alerting, and all essential station infrastructure. The site for this project has not been identified. The new fire station will comply with Fire’s current station design and construction standards & specifications.",This station is needed to serve the Paradise Hills/Skyline community and will ensure consistency with the recommendations in the Citygate Report.,13216346,0,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,127,Fire-Rescue,Fire-Rescue Air Operations Facility,,,Council District: 6; Community Plan: Kearny Mesa,9058696,19923601,"Phase I of this project provides for the planning, design and reconstruction of an existing building, formerly operated by the Federal Aviation Administration (FAA), as a permanent Fire-Rescue Air Operations Facility station at the City's Montgomery-Gibbs Executive Airport. The station area will provide approximately 8,136 square feet of office and living spaces to accommodate 24 hour staffing that includes one battalion chief, two captains, two pilots, and four firefighters. Phase II provides for two hangars and parking spaces for five helicopters, an additional helipad, parking and shelter for a single Heli tender, and three fueling tender vehicles. Due to impacts of existing vernal pools, the project will provide off-side mitigation in Otay Mesa in conjunction with the La Media Road widening project. This project will also provide a hangar support area that includes space for maintenance offices, overhaul, avionics, and storage rooms.",Air Ops personnel currently operate from mobile trailers with no hangar space for the department's two helicopters. The proposed reconstructed facility will include offices and dormitories. This project will provide a much needed permanent solution for the Fire-Rescue Air Operations Facility to meet their air rescue operational requirements.,10864904,0,0,0,0,0,0
2020,Bldg - Pub Safety - Lifeguard Stations,128,Fire-Rescue,North Pacific Beach Lifeguard Station,,,Council District: 2; Community Plan: Pacific Beach,764821,7257598,"This project provides for the North Pacific Beach Lifeguard Station located at the foot of Law Street, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas, and a rescue vehicles facility.",North Pacific Beach has become a highly frequented beach over the years and new facilities will benefit both the public and the employees. Lifeguards are currently operating from a seasonal tower structure supported by a container-type of facility where medical aids and other daily activities like food preparation take place. This can create health issues for both the public and the employees.,6492777,0,0,0,0,0,0
2020,Bldg - Pub Safety - Lifeguard Stations,129,Fire-Rescue,South Mission Beach Lifeguard Station,,,Council District: 2; Community Plan: Mission Beach,7418078,7418079,"The project provides for a replacement for the South Mission Beach Station located at 700 North Jetty Road. The new structure will include an observation tower, first aid room, reception area, kitchen, locker room and restroom areas, and accommodate a rescue vehicle and emergency equipment facility.",The existing facility was constructed in 1974 and was intended to be a temporary lifeguard station. It is inadequate to accommodate staff or to provide adequate water safety protection.,0,0,0,0,0,0,0
2020,Bldg - Pub Safety - Fire Fac / Struct,130,Fire-Rescue,UCSD Fire Station and ROW Improvements,,,Council District: 1; Community Plan: La Jolla,20555999,20556000,"This project provides for the design and construction of a new permanent 3-bay fire station of approximately 10,500 square feet. The facility will accommodate three fire apparatus and a crew of nine to eleven fire personnel, and onsite surface parking for Fire-Rescue personnel and apparatus bays. In addition, the offsite improvements include but are not limited to site grading, utility, and street/traffic improvements within the public right-of-way along Torrey Pines Road to allow for emergency response apparatus bays.",This project will provide for the permanent fire station and the associated infrastructure necessary to meet the Fire-Rescue Department’s current operational requirements and the needs for the growing UCSD campus and surrounding communities.,0,0,0,0,0,0,0
2020,Bldg - Libraries,140,Library,Ocean Beach Branch Library,,,Council District: 2; Community Plan: Ocean Beach,581487,8500000,This project provides for the expansion of the Ocean Beach Library using the current site and adjacent property to serve the Ocean Beach community. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.,"The new extension will create space for an expanded book collection area, a community meeting room, study room, office space, makers space for computers/arts & crafts, catering kitchen, storage rooms, outdoor gathering area and two restrooms.",7918512,0,0,0,0,0,0
2020,Bldg - Libraries,141,Library,Pacific Highlands Ranch Branch Library,,,Council District: 1; Community Plan: Priority Category: Low,26164177,26164178,This project provides for a new branch library facility on a 1.5-acre site in Pacific Highlands Ranch to serve the entire North City Future Urbanizing Area (NCFUA).,This project will provide branch library service to the NCFUA for future development and population.,0,0,0,0,0,0,0
2020,Bldg - Libraries,142,Library,San Carlos Branch Library,,,Council District: 7; Community Plan: Navajo,2532740,26576667,"This project provides for the acquisition of a lot adjoining the existing branch library located at 7265 Jackson Drive and building a new 25,000 square-foot library. This project is part of the 21st Century Library System/Library Department Facility Improvements Program. The new building will serve as the district's flagship library.","The existing library does not have adequate programming or community meeting space. It does not have a dedicated children’s or teen area, adequate parking, or necessary infrastructure for technology upgrades and improvements.",24043926,0,0,0,0,0,0
2020,Bldg - Libraries,143,Library,San Ysidro Branch Library,,,Council District: 8; Community Plan: San Ysidro,13003465,13003465,"This project provides for a 15,000 square-foot facility to serve the San Ysidro Community. This project is part of the 21st Century System/Library Department Facility Improvements Program.","The existing 4,089 square foot library was built in 1924 and was remodeled in 1983. It contains no meeting rooms or computer lab, no on-site parking, and no separation of the children's area and quiet study areas to serve the current and projected needs of the community.",0,0,0,0,0,0,0
2020,Bldg - Libraries,144,Library,Scripps Miramar Ranch Library,,,Council District: 5; Community Plan: Scripps Miramar Ranch,6076376,6076376,This project provides for an expansion of the Scripps Miramar Ranch Branch Library parking lot located at 10301 Scripps Lake Drive. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.,The current facility is fully occupied and the current parking lot does not have the capacity to serve the needs of the community.,0,0,0,0,0,0,0
2020,Bldg - Libraries,145,Library,Tierrasanta Library Expansion,,,Council District: 7; Community Plan: Tierrasanta,1601999,1602000,"This project will enclose two areas under the existing roof area (approximately 520 sq. ft each) and provide an outdoor reading patio under the third roof area, an expansion of usable space totaling approximately 1,560 sq. ft. One enclosure will become two separate study rooms, and the other enclosure will become an addition to the existing community meeting room. These improvements will necessitate remodel work to the existing men's and women's restrooms and site accessible parking stall to comply with current accessibility codes. Other miscellaneous site improvements will be included as necessary for access and path of travel compliance.",This library expansion project will meet the immediate needs of the community.,0,0,0,0,0,0,0
2020,Bldg - Other City Facility / Structures,157,Parks & Recreation,Balboa Park Botanical Bldg Improvments,2021,2021,Council District: 3; Community Plan: Balboa Park,8927155,9083441,"This project provides for the design and construction of improvements to the Botanical Building in Balboa Park. Improvements may include: the recreation of the historic arcades on either side of the entrance, the illumination of both the interior and exterior by installing energy-efficient, thematic color lighting, the installation of a state-of-the-art irrigation system, and the repair and enhancement of the building structure and architectural elements (wood lath, cupola, plaster/concrete, and wood and steel beams).",The project is needed to bring the building into compliance with current building standards.,0,156285,0,0,0,0,0
2020,Golf Courses,158,Parks & Recreation,Balboa Park Golf Course,,,Council District: 3; Community Plan: Balboa Park; Mission Bay Park; University,2303006,2303007,"This annual allocation provides for replacement of minor capital assets on an as- needed basis at the City's Municipal Golf Course - Balboa Park, which may include minor replacements of golf course building structures, fairway, and green systems.",This annual allocation will provide for a capital assets cost-avoidance program allowing for timely replacement of unanticipated failure of golf capital assets.,0,0,0,0,0,0,0
2020,Bldg - Other City Facility / Structures,159,Parks & Recreation,Balboa Park West Mesa Comfort Station Replacement,,,Council District: 3; Community Plan: Balboa Park,2205962,2205962,"This project provides for the design and construction of two replacement comfort stations on the West Mesa of Balboa Park, one north of the children's play area and one near the intersection of 6th Avenue and Nutmeg Street. The project also includes the demolition of the existing comfort stations at these locations and associated path of travel improvements. It is anticipated the new comfort stations will be pre-fabricated buildings.","The improvements will bring the park into compliance with the Americans with Disabilities Act (ADA), federal and State accessibility requirements, making these park facilities available to users with disabilities.",0,0,0,0,0,0,0
2020,Bldg - Parks - Recreation/Pool Centers,160,Parks & Recreation,Balboa Pk Bud Kearns Aquatic Complex Imp,2021,2021,Council District: 3; Community Plan: Balboa Park,3293999,3594000,"This project provides for the design and construction of various improvements of the Bud Kearns Aquatic Complex located in the Morley Field area of Balboa Park. Improvements may include mechanical systems, fencing, accessibility upgrades, pool decking, replacing an outdated steam boiler, platforms, columns, and pool coping.",The improvements are necessary to bring the aquatic complex into full compliance with the San Diego County Department of Environmental Health requirements.,100000,200000,0,0,0,0,0
2020,Parks - Community,161,Parks & Recreation,Bay Terrace Senior Center,,,Council District: 4; Community Plan: Skyline - Paradise Hills,6387443,6387444,"This project provides for the design and construction of a senior center within Bay Terraces Community Park. The senior center will be approximately 3,500 square feet and will contain a multi-purpose area, restrooms, one staff office, a kitchen, and storage closet.",The improvements are necessary to meet the needs of the community.,0,0,0,0,0,0,0
2020,Parks - Community,162,Parks & Recreation,Beyer Park Development,,,Council District: 8; Community Plan: Otay Mesa; San Ysidro,4805766,19458259,"This project provides for the acquisition, design, and construction of approximately eight useable acres, out of approximately 43 total acres, of a community and neighborhood park on Beyer Boulevard.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Otay Mesa and San Ysidro Communities.,14652493,0,0,0,0,0,0
2020,Parks - Miscellaneous Parks,163,Parks & Recreation,Canon Street Pocket Park,,,Council District: 2; Community Plan: Peninsula,1216406,2567315,"This project provides for the design and construction of a pocket park, approximately 0.75 acres, and will provide park amenities such as a small children's play area, picnic areas, walkways, landscaping, art and/or interpretive signs.",This project will expand the use of the park and contribute to satisfying population- based park acreage requirements as set forth in the City's General Plan to serve residents.,1350909,0,0,0,0,0,0
2020,Parks - Community,164,Parks & Recreation,Canyonside Community Park Improvements,,,Council District: 6; Community Plan: Rancho Peñasquitos,1751125,1751125,"This project provides for miscellaneous improvements to serve park users, such as accessibility upgrades to the children's play area, drainage repair at the western parking lot, and creation of a parking area in the northwest corner to accommodate overflow parking needs at the Canyonside Community Park.",This project will provide upgraded and additional recreation amenities to serve the residents of Rancho Peñasquitos which is park-deficient by General Plan standards.,0,0,0,0,0,0,0
2020,Parks - Neighborhood,165,Parks & Recreation,Carmel Creek NP Improvements,,,Council District: 1; Community Plan: Carmel Valley,1756922,1756923,"This project provides for the design and construction of ADA improvements to an existing children's play area and path of travel, one new group picnic area (six picnic tables), and one new shade structure.",This project will expand the use of the park and contribute to satisfying population- based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2020,Parks - Neighborhood,166,Parks & Recreation,Carmel Del Mar NP Comfort Station-Development,,,Council District: 1; Community Plan: Carmel Valley,2330563,2330563,This project provides for the demolition of the existing comfort station and the design and construction of a new comfort station and provides accessibility improvements to the children's play area and path of travel.,This project will expand the use of the park and contribute to satisfying population- based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2020,Parks - Neighborhood,167,Parks & Recreation,Carmel Grove NP Comfort Station and Park,,,Council District: 1; Community Plan: Carmel Valley,1561531,1761500,"This project provides for the design and construction of a prefabricated comfort station, two new picnic shelters with a single table, and one new shade structure within a neighborhood park.",This project will expand the use of the park and contribute to satisfying population- based park acreage requirements as set forth in the City's General Plan to serve residents.,199968,0,0,0,0,0,0
2020,Parks - Neighborhood,168,Parks & Recreation,Carmel Knolls NP Comfort Station-Development,,,Council District: 1; Community Plan: Carmel Valley,978728,1178700,This project provides for the design and construction of a new comfort station within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population- based park acreage requirements as set forth in the City’s General Plan to serve residents.,199971,0,0,0,0,0,0
