cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018
2012,Airport Assets,94,Airports,Brown Field,2013,2018,"Council District: 8, 9; Community Plan: Otay Mesa",4161031,12518687,"The Brown Field Airport annual allocation provides for the following projects: A. Rehabilitation of Runway 8L/26R project - A design consultant will evaluate the current pavement, drainage, striping and sig- nage conditions and to provide a rehabilitation design to meet current Federal Aviation Administration (FAA) standards. B. Brown Field Airport's Terminal building and parking lots ADA upgrades - A design/build firm will evaluate the current conditions; provide a design, as well as the needed construction to bring both the Air- port terminal building and parking lots to compliance with ADA regulations. C. Rehabilitation of Curran Street and Sikorsky Street - A design/build firm will evaluate the current conditions and provide a design and con- struction to rehabilitate deteriorated pavement sections of Curran Street and Sikorsky Street. D. Rehabilitation of Pogo Road - A design/build firm will evaluate the current conditions and provide a design and construction to rehabilitate deteriorated pavement sections of Pogo Road.","A. Rehabilitation of Runway 8L/26R project - Maintaining the safe use of the runway as required by the FAA and Caltrans, Division of Aeronautics. B. Brown Field Airport's Terminal building and parking lots ADA upgrades - Compliance with ADA regulations. C. Rehabilitation of Curran Street and Sikor- sky Street - The Rehabilitation of Glenn Curtis Road and Gibbs Drive will bring the streets' pavement section to current engineering and construction standards. D. Rehabilitation of Pogo Road - The Rehabilitation of Pogo Road will bring its' pavement section to current engineering and construction standards.",0,1500000,1371531,1371531,1371531,1371531,1371531
2012,Airport Assets,95,Airports,Montgomery Field,2013,2018,Council District: 6; Community Plan: Kearny Mesa,4616655,14199140,"The Montgomery Field Airport annual allocation provides for the following projects: A. Reha- bilitation of Runway 5/23 and Taxiway G project - This rehabilitation construction project brings Runway 5/23 and Taxiway G; pavement, drainage, striping and signage to current design and construction standards and to conformance with current Federal Aviation Administration (FAA) standards. B. Rehabilitation of Glenn Curtis Road and Gibbs Drive - A design/build firm will evaluate the current conditions and provide a design and con- struction to rehabilitate deteriorated pavement sections of Glenn Curtis Road and Gibbs Drive. C. Montgomery Field Airport Access Control Security Equipment - A design/build will design and install Access Control Security Equipment at Montgomery Field Airport.","A. Rehabilitation of Runway 5/23 and Taxiway G project - Maintaining the safe use of the Runway 5/23 and Taxiway G as required by the FAA and Caltrans, Division of Aeronautics. B. Rehabilitation of Glenn Curtis Road and Gibbs Drive - The Rehabilitation of Glenn Curtis Road and Gibbs Drive will bring the streets' pavement section to current engineering and construction standards. C. Montgomery Field Airport Access Control Security Equipment -This project enhances the Montgomery Field Airport security, prevent- ing unauthorized access. Additionally, the FAA has programmed $475,000 in grant funding for this project due to the high priority associated with enhancing the security of the airport.",0,600000,1796497,1796497,1796497,1796497,1796497
2012,Airport Assets,96,Airports,Montgomery Field Rehabilitation,2013,2013,Council District: 6; Community Plan: Kearny Mesa,4931922,5231922,The Montgomery Field Airport (MYF) annual allocation will provide for design and construc- tion to rehabilitate the pavement of Runway 10L/28R. A consultant will assess the current conditions of the runway and will present a design to make the runway comply with Federal Aviation Administration (FAA) guidelines and regulations.,"This is a grant funded restoration project of a 40-year old runway pavement that is required to ensure safety, meet Federal Aviation Administration (FAA) standards, and diminish the possibility of aircraft accidents as well as City liability.",0,300000,0,0,0,0,0
2012,Bldg - Other City Facility / Structures,102,Department of Information Technology,Enterprise Asset Management - SAP,2013,2013,"Council District: 1, 2, 3, 4, 5, 6, 7, 8; Community Plan: Citywide",0,1100000,"This project will consolidate and merge the Enterprise Asset Management (EAM) Systems, Applications and Products (SAP) system into the Industry Solution for Public Sector (ISPS) SAP system and allow for one managed instance and full integration with ISPS processes. ISPS is used for Financials (General Ledger, Accounts Payable, Cost Accounting, Accounts Receivables, Fixed Assets), Materials Management, Funds/Grants Management, Human Capital Management, Procurement, Contracts Accounting and Project Sys- tems.",This project will reduce the size of the EAM technological infrastructure while providing full integration with the ISPS business processes in one SAP system.,0,1100000,0,0,0,0,0
2012,Bldg - Operations Facility / Structures,103,Department of Information Technology,OneSD Capital,,,"Council District: 1, 2, 3, 4, 5, 6, 7, 8; Community Plan: Citywide",38125000,38125000,"The OneSD project provides for the replacement of many legacy software systems currently in use by City departments with the business center of the Office of the Chief Financial Officer (CFO) and Busi- ness and Support Services. The System will replace the following major systems: AMRIS (General Ledger), ALVA (Financial Reporting), APIS (Accounts Payable), ARIS (Accounts Receivable), FMIS (Budgeting and Financial Management), FAMIS (Fixed Asset Management), OPIS (Purchasing), CAPPS (Payroll), and PATS (Applicant Tracking). Additionally, this integrated application will be used by all City departments for day-to- day business operations and human resource needs and is expected to support the City's information technology (IT) needs for the next 15 years.","Recommendations contained in the Kroll Report stated that due to their antiquated state, the City's major software systems require updating. The applications that support the departments under the Office of the Chief Financial Officer (CFO) and Business and Support Services no longer meet the requirements for responsible financial management, efficient human resources management, and IT operational efficiency.",0,0,0,0,0,0,0
2012,Bldg - Other City Facility / Structures,104,Department of Information Technology,Supplier Relationship Management - SAP,,,"Council District: 1, 2, 3, 4, 5, 6, 7, 8; Community Plan: Citywide",900000,900000,This project will implement the Supplier,This project will provide for the simplification and automation of the procure-to-pay process for the City's Purchasing and Contracting division.,0,0,0,0,0,0,0
2012,Landfills - Supporting Fac / Struct,112,Environmental Services,Arizona Street Landfill Closure and Modifications,2013,2017,Council District: 3; Community Plan: Balboa Park,3538543,4208543,This project provides for modifications to the existing landfill gas collection system and cover at the Arizona Landfill to enhance operations and maintain regulatory compliance.,Federal and State waste disposal legislation requires proper environmental safeguards to con- trol landfill gas.,0,65000,65000,400000,70000,70000,0
2012,Bldg - Other City Facility / Structures,113,Environmental Services,Citywide Energy Improvements,2013,2013,Council District: Citywide; Community Plan: Citywide,9890324,11690324,"This project will provide for energy efficiency improvements in City facilities. Projects typically address lighting, air conditioning, chiller, pumping and fan systems, invertors and City owned solar systems. Newer, more efficient technologies greatly reduce energy consumption.","Energy efficiency improvements repay capital costs in one to nine years, depending upon the project. The energy savings continue each year thereafter. Energy audits are performed in a variety of City- owned facilities to identify opportunities for energy savings.",0,1800000,0,0,0,0,0
2012,Bldg - Other City Facility / Structures,114,Environmental Services,Energy Commission Energy Efficiency Facility Imp,,,Council District: Citywide; Community Plan: Citywide,2107243,2107243,This project provides needed energy improvements to various City facilities.,This project will provide energy improvements at various City facilities located throughout the City of San Diego in all Council Districts.,0,0,0,0,0,0,0
2012,Bldg - Other City Facility / Structures,115,Environmental Services,Environmental Services Facilities Improvements,,,Council District: 6; Community Plan: Kearny Mesa,508309,508309,"This project provides for needed facility improvements for the Environmental Services Depart- ment. Facilities include the Ridgehaven building, Miramar Operations Station, and facilities at the Miramar Landfill.",The Ridgehaven Facility is overdue for,0,0,0,0,0,0,0
2012,Landfills,116,Environmental Services,Environmental Services Operations Yard Improvement,,,Council District: 5; Community Plan: Mira Mesa,246050,701050,"This annual allocation provides for operational yard improvements necessary to support heavy equipment and other upgrades related to yard security, safety and stormwater runoff to the Environmental Ser- vices Operations Station (ESOS) Yard.","Operational yard improvements are required to support heavy equipment. Other upgrades will improve yard security, safety and ensure regulatory compliance with stormwater runoff.",455000,0,0,0,0,0,0
2012,Landfills - Supporting Fac / Struct,117,Environmental Services,Environmental Services Operations Yard Improvement,,,Council District: 5; Community Plan: Mira Mesa,879628,879628,This project provides for improvements to the Environmental Services Operations Station (ESOS) Yard.,"This project provides for operational yard improvements necessary to support heavy equipment and other upgrades related to yard security, safety and stormwater runoff.",0,0,0,0,0,0,0
2012,Landfills - Supporting Fac / Struct,118,Environmental Services,Future Waste Mgmt Disposal & Processing Facilities,2013,2017,"Council District: 1, 2, 3, 4, 5, 6, 7, 8; Community Plan: Citywide",18096171,26846171,"This project provides for the development and construction of solid waste disposal and process- ing facilities. Strategic planning, design, construction, environmental review and potential purchase of mitiga- tion property are all within the scope of the project.",The City must continue to have adequate disposal or processing facilities for the solid waste it generates each year. Technology to recover and/or convert portions of refuse material is being explored and developed. It appears that there will always be a need for landfilling part of the generated waste stream and res- idue from other solid waste disposal facilities.,0,1750000,1750000,1750000,1750000,1750000,0
2012,Landfills,119,Environmental Services,Groundwater Monitoring Network,,,Council District: Citywide; Community Plan: Citywide,1085318,1085318,"This annual allocation provides for minor improvements to existing Groundwater Monitoring Networks at all closed and operating landfills managed by the City. Such improvements may include new facil- ities to monitor groundwater, preparation of reports necessary to modify the groundwater monitoring programs, or potential groundwater mitigation measures.","This project provides the flexibility necessary to respond to operational issues and possible changes in the Groundwater Monitoring Program required by Title 23, Chapter 15, Article 5 of the California Code of Regulations.",0,0,0,0,0,0,0
2012,Landfills,120,Environmental Services,Minor Improvements to Landfills,2013,2017,Council District: Citywide; Community Plan: Citywide,1769937,3399937,"This annual allocation provides for minor improvements to existing sanitary landfills to comply with operating permits and regulatory requirements. Such improvements may include fencing, access roads, drains, small structures, and environmental protection projects.",This project provides the flexibility for timely initiation of minor improvements and construc- tion needed to meet operational and solid waste regulatory mandates such as drainage and grading improve- ments.,0,320000,320000,330000,330000,330000,0
2012,Landfills,121,Environmental Services,Miramar Landfill Greenery Expansion,,,"Council District: 1, 2, 3, 4, 5, 6, 7, 8; Community Plan: Citywide",397858,397858,"This project provides for the expansion of the existing Miramar Greenery currently located at the Miramar Landfill. The expansion of curbside greens collection to additional neighborhoods in the City will increase the tonnage coming into the facility, requiring additional acreage and equipment.",Expansion of curbside greens collection will increase the diversion of solid waste required by the State of California. A larger facility is required to process the increased tonnage expected as a result of expanded curbside pickup.,0,0,0,0,0,0,0
2012,Bldg - Other City Facility / Structures,122,Environmental Services,Ridgehaven Backup Generator Project,2013,2013,Council District: 6; Community Plan: Kearny Mesa,550000,750000,This project provides for the installation of th emergency backup generator and associated equipment at the Ridgehaven Court facility and will be used as Homeland Security alternate Emergency Opera- tions Center. The generator has been purchased and is on-site waiting to be installed..,This project will serve the requirements of Homeland Security Emergency Operations.,0,200000,0,0,0,0,0
2012,Landfills - Supporting Fac / Struct,123,Environmental Services,South Chollas Landfill,2013,2017,Council District: 4; Community Plan: Eastern Area (Mid-City),1733000,1957000,This project provides for modifying the existing landfill gas collection system to enhance opera- tions and maintain regulatory compliance.,Federal and State waste disposal legislation require proper environmental safeguards to control landfill gas.,0,43000,43000,46000,46000,46000,0
2012,Landfills - Supporting Fac / Struct,124,Environmental Services,South Chollas Landfill Improvements,2013,2017,Council District: 4; Community Plan: Eastern Area (Mid-City),5711702,7611702,"This project provides for cover material, grading, drainage, and site improvements at the inac- tive South Chollas Landfill.",This project is required to maintain compliance with various State and federal regulatory requirements and to avoid code violations.,0,600000,600000,600000,50000,50000,0
2012,Landfills,125,Environmental Services,South Miramar Landfill,,,"Council District: 1, 2, 3, 4, 5, 6, 7, 8; Community Plan: Citywide",3610000,3610000,"This project provides cover material, grading, drainage, and site improvements at the inactive South Miramar Landfill.",This project is required in order to maintain compliance with various State and federal regula- tory requirements.,0,0,0,0,0,0,0
2012,Landfills,126,Environmental Services,Underground Tank Program,,,Council District: Citywide; Community Plan: Citywide,2172660,2172660,"This project provides for implementation of the Citywide Underground Hazardous Materials Storage Tank Master Plan. The plan addresses the removal, installation, closure, site assessment and mitigation, replacement, testing, and rehabilitation of the 69 City-owned underground storage tanks (USTs). Site assess- ment and mitigation activities related to 26 unauthorized releases are ongoing to maintain regulatory compli- ance, eligibility for State reimbursement, protection of groundwater and public health and safety.","The State Underground Storage of Hazardous Substances Law (Sher Bill AB 1362) and SB989 established guidelines and regulations for the design, installation, rehabilitation, testing and maintenance, and monthly facility inspections by a Designated UST Operator. Non-compliance with UST laws or site assessment and mitigation (SA/M) requirements may make the City ineligible for reimbursement of an estimated $4.0 mil- lion in current and future SA/M costs as well as liable for civil penalties of up to $25,000 per day per site.",0,0,0,0,0,0,0
2012,Bldg - Other City Facility / Structures,127,Environmental Services,West Miramar Landfill - Phase 2,,,"Council District: 1, 2, 3, 4, 5, 6, 7, 8; Community Plan: Citywide",3060000,3060000,This project provides for a landfill gas collection system for the West Miramar Phase II Landfill. Bio-degradation of buried waste produces landfill gas. The landfill gas collection system consists of a network of gas extraction wells connected by piping.,This improvement is required to maintain compliance with various State and federal regulatory requirements. It will also prevent code violations and enhance public health and safety.,0,0,0,0,0,0,0
2012,Landfills,128,Environmental Services,West Miramar Refuse Disposal Facility - Phase 2,,,"Council District: 1, 2, 3, 4, 5, 6, 7, 8; Community Plan: Citywide",39112334,39112334,"This project provides for continuing development of the West Miramar Landfill, located south- west of Marine Corps Air Station Miramar. The facility will accommodate over 35 million cubic yards of refuse on 807 acres. Phase II will develop the second half of the facility, including design and construction of entry roads and drainage systems, excavation, federally-mandated liner systems, and stockpiling and spreading of earthen materials. This project also includes development of the General Development Plan elements for the entire site.","Improvements are required in order to ensure compliance with conditions set forth by the oper- ations permit issued by the California Integrated Waste Management Board and the Regional Water Quality Control Board. In addition, the funding will provide for improvements related to drainage and stormwater run- off to ensure National Pollutant Discharge Elimination System regulatory compliance.",0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Lifeguard Stations,136,Fire-Rescue,Children's Pool Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,3300000,3300000,"This project provides for a new lifeguard station and family restroom at the Children's Pool in La Jolla. This is one of ten lifeguard projects included in the Fire-Rescue Facility Improvement Program approved by the City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.","The existing Lifeguard Tower structure is no longer safe and has been abandoned. It does not meet the current or future needs of Lifeguard Services. The existing facility does not provide adequate safety to the employees, and can no longer keep up with the growing community of La Jolla and the larger number of vis- itors every year. The scope of this project is also to remodel the existing public restrooms facilities.",0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,137,Fire-Rescue,Fire Station Major Component Replacement Rehab,,,Council District: Citywide; Community Plan: Citywide,316262,316261,"This project provides for the replacement and/or rehabilitation of major structural and construc- tion components in older fire facilities throughout the City. Included are electrical service upgrades, heating, ventilating and air-conditioning (HVAC), roofs, dormitory remodels, kitchen remodels, driveway and parking paving, exterior finishes and miscellaneous renovations. This is one of 12 projects included in the Fire-Rescue Facility Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolution R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O- 19054.","The San Diego Fire-Rescue Department currently maintains 50 fire facilities. Over half of these facilities have been in service for more than 25 years. Many of the major components have exceeded their expected service life and must be replaced. The needs of modern technology and a diversified workforce also require changes in fire facility configuration, HVAC systems distribution and energy capacity.",0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,138,Fire-Rescue,Fire Station No. 01 - Downtown,,,Council District: 2; Community Plan: Centre City,517116,6317116,"This project provides for the design and construction of modifications to rehabilitate Fire Station 1 which include different floor layouts, new electrical plans, ventilation and exhaust extraction system, new roll up doors, modified asbestos abatement plans to include only portions to be disturbed as part of other improve- ments, modified mechanical/ventilation system designed for the new configuration, kitchen area remodel and a new accessible restroom. On March 27, 2007, the City Council approved (R-302472 and 302473) a cooperation agreement with the Redevelopment Agency for funding improvements and authorizing the",This 29-year-old fire station is in need of repair and renovation in order to maintain a safe and livable facility. Many of the major components have exceeded their expected service life. The needs of modern technology and a diversified workforce also require changes in fire facility configuration.,5800000,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,139,Fire-Rescue,Fire Station No. 05 - Hillcrest,2013,2013,Council District: 3; Community Plan: Uptown,841923,9020000,"This project provides for an approximate 10,500 square foot fire station located at 3902 9th Ave- nue. The existing fire station will be demolished and replaced by a new, modern fire station. This station will house a crew of eight and one Battalion Chief. It will accommodate one engine, one aerial truck, and one Battal- ion Chief vehicle. This is one of 12 projects included in the Fire-Rescue Facility Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolution R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O-19054.",The current station is 48 years old. The water and sewer service to the existing station is deteri- orating and requires immediate repairs. The station is too small to accommodate a new style fire engine and the larger type of aerial ladder truck. The current station is inadequate to serve future population growth.,8128077,50000,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,140,Fire-Rescue,Fire Station No. 08 - Mission Hills,2013,2013,Council District: 2; Community Plan: Uptown,63500,663500,This station is located at 3974 Goldfinch Street and it serves Mission Hills and surrounding areas. This project provides for the design and construction of the facility's working areas to provide the full functionality of the fire station operational requirements.,The current facility does not provide sufficient space to allow full functionality. This project will allow to better sreve the community and to provide more efficient responses..,0,600000,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,141,Fire-Rescue,Fire Station No. 10 - College Remodel,,,Council District: 7; Community Plan: College Area,21822,21822,This project provides for the remodeling of Fire Station 10. This station is located at 4605 62nd Street and serves San Diego State University and surrounding areas.,This facility is sub-standard and inadequate to accomodate staff and equipment to serve the community efficiently. The last section to be remodeled will be the Battalion Chief Quarters and restroom areas. This project will allow to provide adequate protection to the community.,0,0,0,0,0,0,0
2012,Bldg - Other City Facility / Structures,142,Fire-Rescue,Fire Station No. 13 - La Jolla - ADA Improvements,,,Council District: 1; Community Plan: La Jolla,24559,24559,This project provides for accessibility improvements to the facility which provides services to La Jolla residents and visitors to the community.,These improvements are necessary to meet Americans with Disabiliities Act (ADA) and Title 24 requirements.,0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,143,Fire-Rescue,Fire Station No. 15 - Expansion,2013,2013,Council District: 2; Community Plan: Ocean Beach,0,400000,The project provides for the expansion of the existing fire station facility to meet current depart- ment standards and operational needs (meeting room or dorm rooms) to serve the growing population. Fire Sta- tion 15 serves the community of Ocean Beach and surrounding areas and it is located at 4711 Voltaire Street.,Expansion of the existing station is needed to keep up with increased operational activity over the years. The project provides for the expansion of the existing fire station facility to meet current department standards and operational requirements to serve the needs of the community.,0,400000,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,144,Fire-Rescue,Fire Station No. 17 - Mid-City,2013,2013,Council District: 3; Community Plan: City Heights (Mid-City),733625,8670000,"This project provides for reconstructing the 50-year-old fire station at 4206 Chamoune Avenue in the Mid-City area. The station will accommodate up to ten personnel, two fire apparatus' and one paramedic unit. This is one of 12 projects included in the Fire Rescue Facility Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolution R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O-19054.",Fire Station 17 is one of the busiest engine companies in the United States and is currently in a state of deterioration. Reconstruction of Fire Station 17 will allow for assignment of one additional fire crew to divide emergency response between two units.,7886376,50000,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,145,Fire-Rescue,Fire Station No. 22 - Point Loma,,,Council District: 2; Community Plan: Peninsula,958161,5638000,"This project provides for the demolition of existing and reconstruction of a new station located at 1055 Catalina Boulevard in Point Loma. This is one of 12 projects included in the Fire Rescue Services Facil- ity Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolu- tion R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O-19054.",The existing fire station was built in the early 1940's and is now too small to accommodate new fire engines. Many of the major components have exceeded their expected service life. The needs of modern technology and a diversified workforce also require changes in fire facility configuration.,4679839,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,146,Fire-Rescue,Fire Station No. 32 - Skyline North,,,Council District: 4; Community Plan: Skyline - Paradise Hills,991176,9153325,"This project provides for an additional station, to be located at 7180 Skyline Drive, to better serve the growing community of Skyline/Paradise Hills. This is one of 12 projects included in the Fire Rescue Facility Improvement Program approved by the City Council on February 27, 2001 per Council Resolution R- 294609 and amended by the City Council on April 16, 2002 per Council Ordinance O-19054. Designation for this fire station will be issued upon completion of the project.","An additional fire station is needed in this area to meet General Plan recommended revisions according to which: To treat medical patients and control small fires, the first-due unit should arrive within 7.5 minutes, 90 percent of the time from the receipt of the 911 call in fire dispatch.",8162149,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,147,Fire-Rescue,Fire Station No. 33 - Rancho Bernardo,,,Council District: 5; Community Plan: Rancho Bernardo,1150000,1150000,This station is located at 16966 Bernardo Center Drive at Rancho Bernardo Road. It serves the Rancho Bernardo and adjacent community areas. This project brought a major restructuring of an existing aging facility and was succesfully completed during Fiscal Year 2010.,"The existing facility was old and inadequate to accomodate staff and equipment and to serve the community efficiently. This project helps to address the General Plan recommendation according to which: to treat medical patients and control small fires, the first-due unit should arrive within 7.5 minutes, 90 percent of the time from the receipt of the 911 call in fire dispatch.",0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,148,Fire-Rescue,Fire Station No. 38 - Mira Mesa Remodel,,,Council District: 1; Community Plan: Mira Mesa,650000,650000,This project provides for design and construction of approximately 500 square feet to expand the existing fire station to accommodate Emergency Medical Services (EMS) staff living quarters and increased operational needs.,"The existing facility does not accomodate staff adequately. This project will provide for the housing of two medics who are currently housed in a rented trailer/modular building. This project will help address the General Plan recommendation according to which: to treat medical patients and control small fires, the first-due unit should arrive within 7.5 minutes, 90 percent of the time from the receipt of the 911 call in fire dispatch.",0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,149,Fire-Rescue,Fire Station No. 42 - Carmel Mountain Ranch,,,Council District: 5; Community Plan: Carmel Mountain Ranch,304051,304051,This project is for Fire Station 42 located in Carmel Mountain Ranch Community and serves both Carmel Mountain Ranch and Sabre Springs. It was constructed in 1988 and the construction materials used for the exterior of the fire station require replacement.,The original construction materials used for station siding is an inferior product and the exterior of the station has worn down compromising the structure of the building.,0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,150,Fire-Rescue,Fire Station No. 45 - East Mission Valley,,,Council District: 6; Community Plan: Mission Valley,7138692,12016400,"This project provides for an updated fire station in Mission Valley. The station will accommo- date up to 17 personnel, two engines, one aerial truck, two hazardous material apparatus, one paramedic ambu- lance, and one Battalion Chief vehicle. This is one of 12 projects included in the Fire-Rescue Facility Improvement Program approved by the Mayor and City Council on February 27, 2001 per Council Resolution R-294609 and amended by the Mayor and City Council on April 16, 2002 per Council Ordinance O-19054.",A fire station is needed to serve the Mission Valley community. This project is consistent with City Council policy to meet response time guidelines.,4877708,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,151,Fire-Rescue,Fire Station No. 47 - Pacific Highlands Ranch,,,Council District: 1; Community Plan: Pacific Highlands Ranch,7725779,7725779,"This project provides for a 10,500 square foot fire station to serve the Pacific Highlands Ranch community. This station has an engine and an aerial ladder truck. The project budget and funding reflect the Pacific Highlands Ranch Public Facilities Financing Plan for Fiscal Year 2006 as approved by the Mayor and City Council on December 7, 2004, per Resolution R-299980.",This is the second of three fire stations providing fire protection and emergency medical response in accordance with the requirements of the North City Planned Urbanizing Area.,0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Fire Fac / Struct,152,Fire-Rescue,Fire Station No. 49 - Otay Mesa,2017,2017,"Council District: 8; Community Plan: Otay Mesa - Nestor, Otay Mesa",1885000,10250000,"This project provides for an approximate 10,500 square foot double-house fire station to serve the Otay Mesa and Otay Mesa/Nestor Communities. The fire station will be located across the intersection of Ocean View Hills Parkway and Sea Fire Point. and will serve the community in addition to Fire Station 6 located at 693 Twining Avenue. The fire station or facility will accommodate two fire apparatus and a para- medic ambulance.",A second fire station is needed to serve the Otay Mesa Community and is consistent with City Council policy to provide five minute response times to all residential areas. Funding is included in the Otay Mesa Public Facilities Financing Plan.,0,0,0,0,0,8365000,0
2012,Bldg - Pub Safety - Fire Fac / Struct,153,Fire-Rescue,Fire Station No. 54 - Paradise Hills,,,Council District: 4; Community Plan: Skyline - Paradise Hills,83935,10295000,This project provides for a new station in the Paradise Hills area to serve the Paradise Hills/Sky- line area of San Diego. The site for this project has not been identified.,This station is needed to serve the Paradise Hills/Skyline community and is consistent with City Council policy to provide five-minute response times to all residential areas.,10211065,0,0,0,0,0,0
2012,Bldg - Pub Safety - Lifeguard Stations,154,Fire-Rescue,La Jolla Cove Lifeguard Station,2013,2013,Council District: 1; Community Plan: La Jolla,914348,2234627,"This project provides for the La Jolla Cove Lifeguard Station, located at 1100 Coast Boulevard, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, and locker room/restroom areas for males and females. This project will also provide for an accessible ramp for the mid-landing. This is one of ten lifeguard projects included in the Fire Rescue Facility Improvement Program approved by the City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.",The existing facility consists of a station constructed in the 1950s and an observation tower added in 1980. It is inadequate to accommodate staff or provide adequate water safety protection.,0,1320279,0,0,0,0,0
2012,Bldg - Pub Safety - Lifeguard Stations,155,Fire-Rescue,La Jolla Shores Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,3840141,3840141,"This project provides for the La Jolla Shores Lifeguard Station located at 8100 Camino del Oro, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas for males and females, and a separate facility for rescue vehicles and emergency equipment. This is one of ten lifeguard projects included in the Fire-Rescue and Life Safety Services Facility Improvement Program approved by the Mayor and City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.",The existing facility was built in 1981 and is inadequate to accommodate current and future staff and to allow for adequate water safety protection to the public.,0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Lifeguard Stations,156,Fire-Rescue,Lifeguard Station Headquarters,,,Council District: 2; Community Plan: Mission Bay Park,2411286,12411286,"This project provides for construction of the Lifeguard Headquarters located at 2581 Quivira Court. The replacement facility will house lifeguards 24-hour-year-round, mechanics, administrative and train- ing staff and will provide an operation yard and storage for the rescue fleet. Construction of this lifeguard facil- ity will occur in two phases. Phase I to replace the emergency dock has been completed. This is one of ten lifeguard projects included in the Fire Rescue Facility Improvement Program approved by the City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.",The existing facility was constructed in 1956 and is inadequate to accommodate staff and equipment. Many of the major components have exceeded their expected service life. The needs of modern technology and a diversified workforce also require changes in fire facility configuration.,10000000,0,0,0,0,0,0
2012,Bldg - Pub Safety - Lifeguard Stations,157,Fire-Rescue,Mission Beach Lifeguard Station,,,Council District: 2; Community Plan: Mission Beach,864400,864400,"This project provides for remodeling the existing Mission Beach Station located at 3141 Ocean- front Walk. This is one of ten lifeguard projects included in the Fire-Rescue Facility Improvement Program approved by the Mayor and City Council on April 16, 2002 per Council Resolution R-296359 and Ordinance O-19054.",The existing facility consists of a station constructed in 1974 and does not accommodate chang- ing workforce demographics. This is the beach that historically gets the highest attendance within the City of San Diego and a remodeling is necessary to accomodate the large and growing community.,0,0,0,0,0,0,0
2012,Bldg - Pub Safety - Lifeguard Stations,158,Fire-Rescue,North Pacific Beach Lifeguard Station,,,Council District: 2; Community Plan: Pacific Beach,490000,4675444,"This project provides for the North Pacific Beach Lifeguard Station located at the foot of Chal- cedony Street, which will be a year-round facility replacing the current seasonal station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas for males and females, and a garage for rescue vehicles and emergency equipment.",North Pacific Beach has become a highly frequented beach over the years and new facilities will benefit both the public and the employees. Lifeguards are currently operating from a seasonal tower struc- ture supported by a container-type of facility where medical aids and other daily activities like food preparation take place. This can create health issues for both the public and the emploees.,4185444,0,0,0,0,0,0
2012,Bldg - Pub Safety - Lifeguard Stations,159,Fire-Rescue,Ocean Beach Lifeguard Station,,,Council District: 2; Community Plan: Ocean Beach,10000,4560000,"This project provides for the Ocean Beach Station located at 1950 Abbott Street. This will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas for males and females, and a garage for rescue vehicles and emergency equipment.","The existing facility consists of a station constructed in 1980. Since that time, the beach has become a very popular area for swimming and surfing. The existing station is inadequate to accommodate staff and equipment. This project will result in a more effective deployment of Lifeguard personnel and equipment therefore improving the safety of the public and the community",4550000,0,0,0,0,0,0
