cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017
2010,University Heights Library / S00693,455,Library,,,,Council District: 3; Community Plan: Greater North Park,230625,230625,This project would provide for preliminary studies for site identification and design concepts to replace the existing facility located at 4193 Park Boulevard. The study was completed in Fiscal Year 2005.,,0,0,0,0,0,0,0,0
2010,City Heights Community Park Development Phase 3 / S00661,458,Park & Recreation,,,,Council District: 3; Community Plan: City Heights,155000,155000,"This project will provide for the design and construction of the Phase III development of City Heights Community Park. Improvements may include open play areas, picnic facilities, additional multi-pur- pose courts, lighting, landscaping and other amenities.",,0,0,0,0,0,0,0,0
2010,Golden Hill Community Center / S01022,459,Park & Recreation,,,,Council District: 3; Community Plan: Golden Hill,85541,85541,"This project provides for the design and construction of a 35,000 square foot community center. The community center will include a computer center, health career center, kitchen, retail space offices and res- idential space.",,0,0,0,0,0,0,0,0
2010,Mid City Community Clinic / S01023,460,Park & Recreation,,,,Council District: 3; Community Plan: City Heights (Mid-City),32045,32045,This project provides for tenant improvements and renovations to the Mid-City Community Clinic.,,0,0,0,0,0,0,0,0
2010,Rancho Bernardo Recreation Center ADA / S01051,461,Park & Recreation,,,,Council District: 5; Community Plan: Rancho Bernardo,97379,97379,"This project provides for accessibility improvements to the facility to meet Americans with Dis­ abilities Act (ADA) and Title 24 requirements. Upgrades will include the replacement of sidewalks and curb ramps, repaving the existing parking lot and painting parking stalls for ADA parking requirements, and replac­ ing restroom doors and door handles, office doors and thresholds.",,0,0,0,0,0,0,0,0
2010,Cliffridge Park Comfort Station ADA / S01045,462,Park & Recreation,Bldg - Other City Facility,,,Council District: 1; Community Plan: La Jolla,238329,238329,This project provides the needed upgrades for the Cliffridge Park comfort station to ensure accessibility under the Americans with Disabilities Act (ADA). Improvements will include an accessible path of travel in addition to new drinking fountains and exterior sinks which will conform to the disabled access requirements and will be mounted on the outside of the comfort station.,,0,0,0,0,0,0,0,0
2010,Kids Copy-Tubman/Chavez Center / S01021,463,Park & Recreation,Bldg - Other City Facility,,,Council District: 4; Community Plan: Southeastern San Diego,0,0,"This project provides for the renovation upgrades to the Tubman/Chavez Center. This facility supports programs in education, health, business training, employment, arts and culture, computers and technol- ogy, as well as social recreational events for low to moderate income families.",,0,0,0,0,0,0,0,0
2010,Language Academy/Montezuma Elementary Joint Use / S00972,464,Park & Recreation,Bldg - Other City Facility,,,Council District: 7; Community Plan: College Area,1264209,1264210,"This project provides for design and construction of approximately 1.37 acres at the Language Academy (formerly Montezuma Elementary School) for joint use facilities to supplement existing park acreage in the College Area Community. Improvements may include artificially-turfed multi-purpose sports fields, multi-purpose courts, walkways, landscaping and Americans with Disabilities Act (ADA) accessibility upgrades.",,0,0,0,0,0,0,0,0
2010,Mira Mesa ADA / S01039,465,Park & Recreation,Bldg - Other City Facility,,,Council District: 5; Community Plan: Mira Mesa,138675,138675,"This project provides for the upgrade of the recreational facility for Americans with Disabilities Act (ADA) standards, including replacing sidewalks and curb ramps, replacing restroom doors, office doors, thresholds, and door handles.",,0,0,0,0,0,0,0,0
2010,Montgomery Academy Joint Use Improvements / S00973,466,Park & Recreation,Bldg - Other City Facility,2011,2011,Council District: 6; Community Plan: Linda Vista,682095,802095,"This project provides for the construction of approximately three acres of joint use play fields at the Montgomery Academy and associated Americans with Disabilities Act (ADA) improvements to comply with all State and federal accessibility guidelines and City standards. Phase I amenities may include a turfed multi-purpose sports field, security lighting, decomposed granite running track, accessibility improvements, signage, site furnishings and miscellaneous landscaping. Phase II amenities may include picnic shelters, site furnishings, accent plantings and enhanced gateway treatments.",,0,120000,0,0,0,0,0,0
2010,North Crown Point Gazebo Replacement / S10020,467,Park & Recreation,Bldg - Other City Facility,,,Council District: 2; Community Plan: Mission Bay Park,265000,265000,"This project provides for the demolition of the four existing gazebos, the design and construction of a new picnic shelter area, including concrete pad, site furniture, and one or multiple shelters, and upgrades to the existing associated paths of travel at North Crown Point.",,0,0,0,0,0,0,0,0
2010,Ocean Beach Recreation Center ADA Improvements / S01094,468,Park & Recreation,Bldg - Other City Facility,,,Council District: 2; Community Plan: Ocean Beach,269338,269338,"This project provides for the upgrade of the recreational facility located at 4726 Santa Monica Boulevard to comply with Americans with Disabilities Act (ADA) standards, including replacing sidewalks and curb ramps, replacing restroom stall doors and door handles, repaving existing lots and repainting parking stalls for Americans with Disabilities Act (ADA) parking.",,0,0,0,0,0,0,0,0
2010,Colina Del Sol Pool ADA / S01047,469,Park & Recreation,Bldg - Parks - Recreation,,,Council District: 3; Community Plan: Eastern Area (Mid-City),0,0,This project provides for improvements to meet Americans with Disabilities Act requirements for the Colina del Sol Swimming Pool.,,0,0,0,0,0,0,0,0
2010,Memorial Pool ADA Improvements / S01049,470,Park & Recreation,Bldg - Parks - Recreation,,,Council District: 8; Community Plan: Southeastern San Diego,385437,385437,"This project provides for American with Disabilities Act (ADA) improvements to the pool which include providing a path of travel from public transportation and parking lot to the main building and site amenities, improvements to interior and exterior women and men restrooms including dressing rooms, lavato­ ries, toilets, urinals, showers, and spectator area.",,0,0,0,0,0,0,0,0
2010,NTC AQUATIC CENTER / S10000,471,Park & Recreation,Bldg - Parks - Recreation,,,Council District: 2; Community Plan: Peninsula,446726,446726,"Project will provide for the planning and design of a new aquatic facility center at Naval Train­ ing Center Par. The proposed facility will be including, but not limited to, two competitive and recreational pools, a leisure pool with water playground features, spectator seating deck, bath house facility, and associated site improvements.",,0,0,0,0,0,0,0,0
2010,Swanson Standley Pool ADA Improvements / S01050,472,Park & Recreation,Bldg - Parks - Recreation,,,Council District: 1; Community Plan: North University City,250905,250905,"This project provides for Americans with Disabilities Act (ADA) improvements to the Swanson Standley Pool and includes providing a path of travel from public transportation and parking lot to the main building. Site amenities include improvements to the spectator area and to the interior and exterior women's and men's restrooms which will include dressing rooms, lavatories, toilets, urinals, and showers.",,0,0,0,0,0,0,0,0
2010,ADA Mid City Community Gym / S01048,473,Park & Recreation,,,,Council District: 3; Community Plan: City Heights (Mid-City),267870,267870,"This project provides for upgrades to the Mid City Community Gym facility in accordance with the Americans with Disabilities Act (ADA) standards, including replacing sidewalks and curb ramps, replacing restroom doors, office doors, door handles, repaving existing lot and repainting parking stalls for Americans with Disabilities Act (ADA) parking.",,0,0,0,0,0,0,0,0
2010,Ballpark and Redevelopment Project Infrastructure / S01079,474,Park & Recreation,,,,Council District: 2; Community Plan: Centre City - East Village,35288900,35288900,"This project provides for a new open-air, multiple-use baseball facility in downtown San Diego with approximately 42,000 fixed seats and an Outfield Park, and for the associated infrastructure improvements. Infrastructure improvements include parking, new realigned and repaved roadways, relocation of utilities, storm drain improvements, and streetscape and landscape improvements. The ballpark site is bounded by 7th Avenue, J Street, 10th Avenue, and Harbor Drive. This project is part of a larger redevelopment effort.",,0,0,0,0,0,0,0,0
2010,Chollas Creek Enhancement / S00686,475,Park & Recreation,,,,"Council District: 3, 4; Community Plan: Southeastern San Diego",1923799,1923799,"This project provides for the removal of concrete sections of the channel, the widening of the floodplain, and the creation and restoration of wetland and transitional upland habitats. These improvements will be designed to re-establish the natural structure, dynamics, and hydrologic functions within applicable creek segments and restore affected beneficial uses.",,0,0,0,0,0,0,0,0
2010,Famosa Slough Salt Marsh Creation / S00605,476,Park & Recreation,,2011,2011,Council District: 2; Community Plan: Peninsula,288000,313000,"The 0.64 acre mitigation project in Famosa Slough is required by the Army Corps of Engineers, Coastal Commission, and California Department of Fish and Game permits and agreements. The mitigation is a required component of the Storm Water Department's channel clearing efforts to prevent flooding in the Sor­ rento Valley area, and restoration of this site will enhance the functions and values of this important biological resource consistent with a variety of City policies and objectives.",,0,25000,0,0,0,0,0,0
2010,San Diego River Dredging-Qualcomm Way to SR163 / S00606,477,Park & Recreation,,,,Council District: 6; Community Plan: Mission Valley,425000,425000,This project provides for removal of a small island of sediment within the San Diego River near the Murray Creek outfall at the western end of Hazard Center Drive.,,0,0,0,0,0,0,0,0
2010,Marston Point/Balboa Park Storm Drain Repair / S10085,478,Park & Recreation,,,,Council District: 3; Community Plan: Balboa Park,50000,50000,"This project provides for evaluation, design and construction to repair a damaged storm drain in the Marston Point parking lot area.",,0,0,0,0,0,0,0,0
2010,Balboa Park Golf Course / AEA00002,479,Park & Recreation,,2011,2011,Council District: 1; Community Plan: Mission Bay Park,994929,1294929,This annual allocation provides for unexpected replacement of minor capital assets on an as­ needed basis at the City's Municipal Golf Course - Balboa Park. Minor capital replacements may include minor replacements of existing golf course building structures and golf course fairway and green systems.,,0,300000,0,0,0,0,0,0
2010,Balboa Park Golf Course Irrigation System / S00632,480,Park & Recreation,,2011,2011,Council District: 3; Community Plan: Balboa Park,1800000,4012433,This project provides for a new irrigation system for the 18-hole golf course at Balboa Park.,,0,2212433,0,0,0,0,0,0
2010,Balboa Park Golf Course Step/Handrail Replacement / S00626,481,Park & Recreation,,,,Council District: 3; Community Plan: Balboa Park,250000,250000,This project provides for the replacement of existing wooden steps with concrete steps and the installation of hand railings on the 18-hole golf course at Balboa Park.,,0,0,0,0,0,0,0,0
2010,Mission Bay Golf Course & Practice Cntr Landscape / S01089,482,Park & Recreation,,,,"Council District: 2, 6; Community Plan: Mission Bay Park",100000,100000,This project provides for new landscaping at the Mission Bay Golf Course and Practice Center.,,0,0,0,0,0,0,0,0
2010,Mission Bay Golf Course Driving Range Upgrade / S10043,483,Park & Recreation,,,,"Council District: 2, 6; Community Plan: Mission Bay Park",1000000,1000000,"This project provides for upgrade of the existing driving range. Improvements include relocating light poles, replacing underground wiring, demolition of the existing Driving Range Building, and construction and relocation of a new Driving Range Building.",,0,0,0,0,0,0,0,0
2010,Mission Bay Golf Course New Irrigation System / S00629,484,Park & Recreation,,,,"Council District: 2, 6; Community Plan: Mission Bay Park",100000,100000,This project provides for a new irrigation system for the Mission Bay Golf Course and practice center.,,0,0,0,0,0,0,0,0
2010,Mission Bay Golf Course New Practice Area Upgrade / S00628,485,Park & Recreation,,,,"Council District: 2, 6; Community Plan: Mission Bay Park",400000,400000,"This project provides for the demolition of existing, dilapidated miniature golf facilities (phase I) and the construction of additional practice areas at the Mission Bay Golf Course (phase II).",,0,0,0,0,0,0,0,0
2010,Mission Bay Golf Course Practice Cntr Bldg Improve / S01090,486,Park & Recreation,,,,"Council District: 2, 6; Community Plan: Mission Bay Park",400000,400000,"This project provides upgrades to the existing, antiquated building for Americans with Disabili- ties Act requirements, deferred building maintenance, tenant improvements, and code upgrades at the Mission Bay Golf Course Practice Center.",,0,0,0,0,0,0,0,0
2010,Mission Bay Golf Course Renovation/Reconstruction / S11010,487,Park & Recreation,,2011,2016,"Council District: 2, 6; Community Plan: Mission Bay Park",0,4000000,"This project provides for master planning, design and construction of Mission Bay Golf Course. Work will include renovation and reconstruction of the existing course and will consist of new landscaping and irrigation, upgraded electrical and lighting system, drainage improvements, installation of cart paths near tee boxes and improvements to the signage, fencing, sand bunkers. Other relevant items of work for the overall improvements to the conditions of play will also be included.",,0,460000,0,0,0,540000,3000000,0
2010,Mission Bay Golf Course and Practice Center / AEA00003,488,Park & Recreation,,2011,2011,Council District: 1; Community Plan: Mission Bay Park,300000,600000,This annual allocation provides for the unexpected replacement of minor capital assets on an as- needed basis at the City's Municipal Golf Course - Mission Bay.,,0,300000,0,0,0,0,0,0
2010,Torrey Pines GC Clubhouse Starter Booth & Fence / S00631,489,Park & Recreation,,,,Council District: 1; Community Plan: North University City,84280,84280,This project will provide for the installation of a new fabricated starter booth and cart screen fencing.,,0,0,0,0,0,0,0,0
2010,Torrey Pines Golf Course / AEA00001,490,Park & Recreation,,2011,2011,Council District: 1; Community Plan: Mission Bay Park,370000,670000,This annual allocation provides for the unexpected replacement of minor capital assets on an as- needed basis at the City's Municipal Golf Course - Torrey Pines.,,0,300000,0,0,0,0,0,0
2010,Torrey Pines Golf Course Clubhouse Maintenance / S00630,491,Park & Recreation,,,,Council District: 1; Community Plan: North University City,650000,650000,"This project provides for improvements to the building exterior, decking areas, walkways and landscaping, of the clubhouse.",,0,0,0,0,0,0,0,0
2010,Torrey Pines Golf Course Irrigate & Fence Upgrades / S01065,492,Park & Recreation,,,,Council District: 1; Community Plan: North University City,250000,250000,This project provides for improvements to the existing irrigation system and the perimeter fence at the maintenance area and along Torrey Pines Golf Course.,,0,0,0,0,0,0,0,0
2010,Torrey Pines Golf Course-Reconstruction 18 Holes / S01082,493,Park & Recreation,,,,Council District: 1; Community Plan: North University City,2197686,2197686,"This project provides for course improvements at the Torrey Pines Municipal Golf Course (North Course), which includes construction of a new wash rack facility and a sand storage bin.",,0,0,0,0,0,0,0,0
2010,Torrey Pines N & S Course Restroom Replacement / S00749,494,Park & Recreation,,,,Council District: 1; Community Plan: North University City,750000,750000,"This project provides for demolition of the existing restroom adjacent to the sixth hole on the North Course, and the existing restrooms immediately north of and between the fifth and second holes on the South Course. They will be replaced with new, modern restrooms.",,0,0,0,0,0,0,0,0
2010,Torrey Pines North and South Course Golf Paths / S10045,495,Park & Recreation,,,,Council District: 1; Community Plan: North University City,800000,800000,This project provides for the replacement of damaged portions of the existing cart paths within Torrey Pines Golf Course. This project also provides for construction of the missing paths and reconstruction of portions of the paths that are too narrow for motorized carts.,,0,0,0,0,0,0,0,0
2010,Torrey Pines S Golf Course Restroom Improvements / S00627,496,Park & Recreation,,,,Council District: 1; Community Plan: North University City,178028,178028,This project provides for restroom improvements for the Torrey Pines South Golf Course.,,0,0,0,0,0,0,0,0
2010,Black Mountain Ranch Community Park / S00639,497,Park & Recreation,,2011,2011,"Council District: 1; Community Plan: Black Mountain Ranch, Torrey Highlands",17024752,29109968,"This project provides for the acquisition, design and construction of a 30 useable-acre commu­ nity park serving the Black Mountain Ranch and Torrey Highlands communities. Phase I includes the construc­ tion of 13 acres, including the athletic fields and a parking lot. Phase II will complete the remaining 17 acres and its associated amenities. The project costs are dependent upon all developments within the Black Mountain Ranch and Torrey Highlands communities providing their fair share toward the costs of the park.",,200000,11885216,0,0,0,0,0,0
2010,Canyonside Community Park / S00637,498,Park & Recreation,,,,Council District: 1; Community Plan: Rancho Penasquitos,231941,231941,This project provides for upgrading existing lighting at Canyonside Community Park Sportsfield no. 1.,,0,0,0,0,0,0,0,0
2010,Canyonside Community Park / S00768,499,Park & Recreation,,,,Council District: 1; Community Plan: Rancho Penasquitos,345000,345000,"This project provides for the conversion of existing, outdated, luminaries to energy efficient luminaries at Canyonside Community Park Sports fields 6 through 9.",,0,0,0,0,0,0,0,0
2010,Carmel Valley Community Park South-Neighborhood8A / S00750,500,Park & Recreation,,,,"Council District: 1; Community Plan: Carmel Valley, Torrey Hills (Sorrento Hills)",9977841,9977841,"This project provides for developing a 15 useable acre community park in the Torrey Hills and Carmel Valley Neighborhoods south of State Route 56, located in Carmel Valley Neighborhood 8A.",,0,0,0,0,0,0,0,0
2010,Carmel Valley Community Park South-Rec Bldg/OcnAir / S00635,501,Park & Recreation,,,,"Council District: 1; Community Plan: Carmel Valley, Torrey Hills (Sorrento Hills)",5800000,5800000,"This project provides for a 16,347 square foot recreation building to serve the Torrey Hills and Carmel Valley Neighborhoods south of State Route 56, located in Carmel Valley Community Park South Neig­ borhood 8A.",,0,0,0,0,0,0,0,0
2010,Encanto Community Park Concession Expansion / S01056,502,Park & Recreation,,2011,2011,Council District: 4; Community Plan: Southeastern San Diego,35891,224999,This project provides for the design and construction of the expansion of the existing concession stand at Verna Quinn Fields and all associated accessibility and drainage improvements required to comply with all State and federal accessibility guidelines and City standards.,,149108,40000,0,0,0,0,0,0
2010,Hilltop Community Park Development Phase 1 / S00634,503,Park & Recreation,,2011,2011,Council District: 1; Community Plan: Rancho Penasquitos,1735927,2637155,"This project provides for the development of a community park in Rancho Penasquitos on approximately 34 acres, of which approximately 14 are useable-acres. Phase I comprised approximately 12 acres of improvements including a recreation building, basketball courts, open play areas, picnic areas, a com­ fort station, and utilities. Phase II will provide for the development of the remaining two acres and will poten­ tially include additional parking, children's play area, open grass area, irrigation system, picnic area, security lighting, concrete walkways, and shade structures. Phase III will include a soccer and roller hockey arena.",,450614,450614,0,0,0,0,0,0
2010,Lake Murray Community Park Play Area Expansion / S11018,504,Park & Recreation,,2011,2011,Council District: 7; Community Plan: Navajo,0,1150000,This project provides for American with Disabilities Act (ADA) upgrades and expansion of the children's play area and path of travel within the park. The project will include universal design and ramp con­ cepts in compliance with State and federal safety and accessibility guidelines.,,1088000,62000,0,0,0,0,0,0
2010,MLK Jr Community Park Rec Center Roof Repair / S00765,505,Park & Recreation,,,,Council District: 4; Community Plan: Southeastern San Diego,180328,180328,"This project provides for the replacement of approximately 11,000 square feet of asphalt con- crete shingle roof at the Martin Luther King Junior Community Park Recreation Center.",,0,0,0,0,0,0,0,0
2010,MLK Jr Play Area Upgrade / S00771,506,Park & Recreation,,,,Council District: 4; Community Plan: Southeastern San Diego,639000,639000,This project provides for upgrades of the play ground area and access walkway at Martin Luther King Jr. Community Park to comply with State and federal safety and accessibility guidelines.,,0,0,0,0,0,0,0,0
2010,McAuliffe Community Park Development Phase 2 / S00664,507,Park & Recreation,,2014,2014,Council District: 5; Community Plan: Mira Mesa,3397687,4473436,"This project provides for design and construction of park improvements at McAuliffe Commu­ nity Park, located at the west end of Winterwood Lane in the Mira Mesa Community Plan area, formerly known as Winterwood Lane Community Park. Due to environmental constraints, this site will not provide adequate acreage to support community park activities. Approximately 12 of the total 25 undeveloped acres will be con­ veyed to the School District as a vernal pool habitat mitigation site in exchange for approximately 6 usable acres of School District-owned property adjacent to Salk Elementary School and Maddox Neighborhood park for the development of park and joint use facilities. The recreational uses and design of any remaining develop­ able acres (approximately 7.5 acres) on the McAuliffe park site will be determined through the community input process. Park improvements could include an open turf area, children's play area, scenic overlook, walk­ ways, off-leash dog area, comfort station, security lighting and landscaping.",,0,0,0,0,1075749,0,0,0
2010,Memorial Skateboard Park / S00647,508,Park & Recreation,,,,Council District: 8; Community Plan: Southeastern San Diego,1258053,1258052,This project will provide an in-ground concrete skate park in the vicinity of Memorial Commu- nity Park.,,0,0,0,0,0,0,0,0
2010,Mira Mesa Community Park 3 (Hourglass) Development / S01003,509,Park & Recreation,,,,Council District: 5; Community Plan: Mira Mesa,3669501,3669501,"This project provides for a joint use field house including a gymnasium, shower locker facilities, multi-purpose rooms, and meeting rooms at Hourglass Field Community Park.",,0,0,0,0,0,0,0,0
2010,Nobel Athletic Area Development / S00663,510,Park & Recreation,,,,Council District: 1; Community Plan: North University City,12974506,12974506,"This project provides for developing approximately 24 additional acres of this community park located in the vicinity of the easterly extension of Nobel Drive and Interstate 805. Improvements will include sports fields, comfort station, 10,300 square-foot recreation center, play area, off-leash dog area, parking and passive areas.",,0,0,0,0,0,0,0,0
2010,Normal Heights Community Park Development / S00662,511,Park & Recreation,,,,Council District: 3; Community Plan: Normal Heights (Mid-City),192281,192281,"This project provides for the development of an approximately five acre park at 39th Street and Ward Canyon. Park amenities included in Phase I will be an open turf play area, children's play area, picnic and seating facilities, and a basketball court. Phase II provides for a comfort station and the purchase of additional land adjacent to the park. Future phases will include the development of approximately two acres of City owned property and a community center.",,0,0,0,0,0,0,0,0
2010,North Park Community Park Miscellanous Improvement / S01005,512,Park & Recreation,,,,Council District: 3; Community Plan: Greater North Park,33450,33450,"This project provides for paving hard court areas, fencing, tot lot, comfort station, Americans with Disabilities Act (ADA) Improvements, security lighting, landscaping, and other typical park amenities.",,0,0,0,0,0,0,0,0
2010,Ocean View Hills Community Park Acquisition / S00649,513,Park & Recreation,,,,Council District: 8; Community Plan: Otay Mesa,11770000,11770000,"This project provides for the acquisition, design and construction of the Pacific Breezes Com­ munity Park. This park will be 15 acres with an additional 5 acres of joint-use with the adjacent Ocean View Hills Elementary School. Amenities may include tennis courts, lighted ballfields, a comfort station, a children's play area, and other improvements. A recreation center and pool complex are also",,0,0,0,0,0,0,0,0
2010,Pacific Beach Community Park Requirement / S00668,514,Park & Recreation,,,,Council District: 2; Community Plan: Pacific Beach,84653,84653,"This project provides for additional improvements at the Pacific Beach Recreation Center. Phase I improvements, now complete, included upgrades to the restrooms, drinking fountains, doors, hardware, and entrance ramps. Phase II improvements include accessibility upgrades throughout the park.",,0,0,0,0,0,0,0,0
2010,Paradise Hills Community Park Picnic Shelter / S10023,515,Park & Recreation,,,,Council District: 4; Community Plan: Skyline - Paradise Hills,103000,103000,This project provides for a new picnic shelter near the skate park within Paradise Hills Commu­ nity Park. The Americans with Disibilities Act (ADA) accessible path of travel from the existing parking lot to the new picnic shelter will also be upgraded.,,0,0,0,0,0,0,0,0
2010,Pioneer Park and Comfort Station / S10125,516,Park & Recreation,,,,Council District: 2; Community Plan: Uptown,253500,253500,"This project provides the needed accessible upgrades to the path of travel within the park, upgrades for the comfort station and the parking lot as well as any other required work to ensure accessibility under the Americans with Disabilities Act (ADA).",,0,0,0,0,0,0,0,0
2010,Rancho Bernardo Community Park-Sports Field Lights / S11012,517,Park & Recreation,,2011,2011,Council District: 5; Community Plan: Rancho Bernardo,0,700000,This project provides for the design and construction of lighting systems for sports fields #5 and #6 at the Rancho Bernardo Community Park.,,0,700000,0,0,0,0,0,0
2010,Serra Mesa Community Park / S00669,518,Park & Recreation,,,,Council District: 6; Community Plan: Serra Mesa,527900,527900,This project provides for the upgrade and replacement of playground equipment in two play areas.,,0,0,0,0,0,0,0,0
2010,Tierrasanta Community Park Sports Field Lighting / S11011,519,Park & Recreation,,2011,2011,Council District: 7; Community Plan: Tierrasanta,0,300000,This project provides for the design and construction of a lighting system for the multi-purpose sports fields at the Tierrasanta Community Park.,,150000,150000,0,0,0,0,0,0
2010,Carmel Grove Mini Park Play Area Upgrade / S00659,520,Park & Recreation,,2011,2011,Council District: 1; Community Plan: Carmel Valley,428000,480858,This project provides for the upgrade and replacement of playground equipment at the Carmel Grove Mini-Park.,,0,52858,0,0,0,0,0,0
2010,City Heights Square Mini-Park / S01070,521,Park & Recreation,,,,Council District: 3; Community Plan: City Heights (Mid-City),731500,731500,"This project provides for the design and construction of an approximately 5,348 SF (0.123 acre) public mini-park, in the City Heights area of the Mid City Community. Improvements may include amenities such as seating, walkways, picnic areas, landscaping, irrigation, and security lighting.",,0,0,0,0,0,0,0,0
2010,North Park Mini-Park and Streetscape Improvements / S10050,522,Park & Recreation,,,,Council District: 3; Community Plan: Greater North Park,250000,3710000,"This project provides for the design and construction of an approximately 0.50 useable acre, urban mini-park to be located behind the recently renovated North Park Theatre. The project may include pub­ lic art, plaza areas, specialty/enhanced paving areas for performances and events, an amphitheater or audience seating area, a gazebo/shade structure, a water feature, unique site furniture, walkways, seat walls, security and decorative lighting, and landscape and irrigation. This project also provides for the design and construction of approximately 1,800 linear feet of streetscape which may include enhanced street/pedestrian paving and walk­ ways, street trees with tree grates, landscaping, irrigation, unique street furniture including benches and trash receptacles, security and decorative lighting, pedestrian ramps, curbs and gutters.",,3460000,0,0,0,0,0,0,0
2010,Olive Street Park Acquisition and Development / S10051,523,Park & Recreation,,2011,2011,Council District: 2; Community Plan: Uptown,2000000,2201585,"This project provides for the acquisition, design, and construction of approximately 0.36 acre of unimproved property contiguous with the south end of the existing Olive Street Park. The project will expand useable park acreage in the Uptown Community. Improvements may include amenities, such as multi-purpose turf areas, a children's play area, seating, walkways, landscaping, and security lighting.",,0,201585,0,0,0,0,0,0
2010,West Lewis and Falcon Streets Mini-Park / S00757,524,Park & Recreation,,,,Council District: 2; Community Plan: Uptown,450000,630000,"This project provides for design and construction of a 0.35 acre mini-park within the West Lewis and Falcon Streets rights-of-way. Amenities may include walkways, landscaping, seating areas, and public art.",,180000,0,0,0,0,0,0,0
2010,West Maple Canyon Mini-Park / S00760,525,Park & Recreation,,,,Council District: 3; Community Plan: Uptown,375000,575000,"This project provides for the design and construction of a 0.25 acre mini-park to be located within the dedicated portion of the Maple Canyon Open Space. Amenities may include walkways, landscaping, seating areas, and public art.",,200000,0,0,0,0,0,0,0
2010,Windwood II Mini Park Play Area Upgrades / S11017,526,Park & Recreation,,2011,2011,Council District: 1; Community Plan: Carmel Valley,0,523775,"This project provides for Americans with Disabilities Act upgrades and improvements to the children's play area and path of travel within the park to comply with State and federal safety and accessibility guidelines. This project includes an accessible on-street parking space, curb ramp, site furniture, and accessible play area equipment and surfacing.",,42917,480858,0,0,0,0,0,0
2010,252 CorrIdor Park Improvements Phase 2 / S01071,527,Park & Recreation,,,,Council District: 8; Community Plan: Southeastern San Diego,1600000,1600000,"This project provides for design and construction of an approximate 5.8 gross acre, 2.0 usable acre, neighborhood park in the Southcrest Neighborhood of the Southeastern Community Plan Area. Improve­ ments may include picnic shelters, children's play area, hardcourts, walkways, fencing, amphitheater, open turf areas, security lighting, and site furnishings.",,0,0,0,0,0,0,0,0
2010,Angier Elementary School Joint Use / S00762,528,Park & Recreation,,,,Council District: 6; Community Plan: Serra Mesa,1730000,2230000,"This project provides for the design and construction of approximately 3.95 acres at Angier Ele­ mentary School for joint use facilities to supplement existing park acreage in the Serra Mesa Community. Improvements may include turfed multi-purpose sports fields, multi-purpose courts, walkways, landscaping, a comfort station, and accessibility upgrades.",,500000,0,0,0,0,0,0,0
2010,Balboa Park Arcade / AGF00002,529,Park & Recreation,,,,Council District: Citywide; Community Plan: Mission Bay Park,5934062,5934062,"This annual allocation provides for the reconstruction of historic structures in Balboa Park. Projects within this annual allocation include: reconstructing the historic West Arcade along the north side of El Prado between the Museum of Man and Museum of Art; restoring the historic ornamentation on the Museum of Man frontspiece and California Tower; restoring the historic ornamentation on the Museum of Art frontspiece and ten window surrounds; minor repairs to the reconstructed ornamentation on the Casa del Prado building and theater; construction of Phase 1 of the Veterans Memorial Garden on approximately one acre of park land adja­ cent to the Veterans Museum and Memorial Center; and conducting a study of the California Tower for seismic resistance, including construction documents, specifications, and cost estimates for construction.",,0,0,0,0,0,0,0,0
2010,Balboa Park Golf Course Parking Lot & Improvements / S00614,530,Park & Recreation,,,,Council District: 3; Community Plan: Balboa Park,1138120,8038120,"This project provides for a master plan, design, and construction of a new clubhouse and a park- ing lot at the Balboa Park Golf Course.",,6900000,0,0,0,0,0,0,0
2010,Balboa Park/Morley Field Evaluate & Repair Drain / S10087,531,Park & Recreation,,,,Council District: 3; Community Plan: Balboa Park,50000,50000,"This project provides for evaluation, design and construction to repair a damaged storm drain in the western tennis court area of Morley Field.",,0,0,0,0,0,0,0,0
2010,Birney Elementary School Joint Use / S00678,532,Park & Recreation,,2011,2011,Council District: 3; Community Plan: Uptown,760000,840000,This project will provide for improvements to the Birney Elementary School Joint Use Field.,,0,80000,0,0,0,0,0,0
2010,Breen Park Site Development / S01004,533,Park & Recreation,,,,Council District: 5; Community Plan: Mira Mesa,3440000,3440000,This project provides for developing an approximately 10 acre neighborhood park for recre- ational purposes.,,0,0,0,0,0,0,0,0
2010,Cabrillo Heights Neighborhood Park Improvements / S00763,534,Park & Recreation,,,,Council District: 6; Community Plan: Serra Mesa,678000,843000,"This project provides for improvements at Cabrillo Heights Neighborhood Park. Improvements will provide additional active and passive recreational opportunities. Proposed improvements may include: accessible tot lot play equipment, picnic shade structure, picnic tables, drinking fountains, half basketball court, ball field lighting, shade structures at bleachers and pre-fabricated restroom.",,165000,0,0,0,0,0,0,0
2010,Carmel Mtn Ranch Community Pk Children's Play Area / S01072,535,Park & Recreation,,,,Council District: 1; Community Plan: Carmel Mountain Ranch,506512,506512,"This project provides for the upgrade and replacement of playground equipment at the Carmel Mountain Ranch Community Park, which includes Americans with Disibilities Act (ADA) upgrades such as new walkways, accessible parking spaces, and accessible walkways to existing picnic tables. The new play equipment and rubberized safety surfacing will meet current accessibility and safety standards.",,0,0,0,0,0,0,0,0
