cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024
2018,Parks - Neighborhood,208,Parks & Recreation,Del Mar Mesa Neighborhood Park,,,Council District: 1; Community Plan: Del Mar Mesa,3060353,3060354,"This project provides for the design and construction of neighborhood park in the community of Del Mar Mesa. This new 3.7 acre neighborhood park will include a children's play area, one-half basketball court, comfort station, parking lot, horse corral, picnic areas, turf, and landscaping.",This project will contribute to satisfying the population-based park requirements set forth in the City's General Plan.,0,0,0,0,0,0,0
2018,P a r k s - Neighborhood,209,Parks & Recreation,Del Sur Neighborhood Park (NP#2)-Land Acquisition,,,Council District: 5; Community Plan: Black Mountain Ranch,350000,350000,This project provides for the purchase of a 5.0-acre site in Black Mountain Ranch for the Del Sur Neighborhood Park. The transfer of the land title from the developer (CalAtlantic) to the City will occur at project completion.,The Del Sur Neighborhood Park land acquisition is expected to occur by the end of Fiscal Year 2018.,0,0,0,0,0,0,0
2018,Parks - Neighborhood,210,Parks & Recreation,Dennery Ranch Neighborhood Park,2019,2024,Council District: 8; Community Plan: Otay Mesa,690903,15100000,"This project provides for the acquisition, design, and construction of a nine useable acre park site in the Otay Mesa Community Plan and the Dennery Ranch Precise Plan areas. The park may include a multi-purpose court, multi-purpose sports fields, comfort station, children's play area, picnic area and facilities, open turf area, staging area, and trail with connectivity to the Otay Valley Regional Park.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Dennery Ranch Subdivision.,0,6703803,0,0,0,0,7705294
2018,Parks - Miscellaneous Parks,211,Parks & Recreation,Downtown Greenways,,,Council District: 3; Community Plan: Centre City,1000000,1000000,"This project provides for the design and construction of urban trails within the available public right-of-way, creating pedestrian-oriented streetscapes with prominent landscaping and expanded sidewalk widths. The system of greenways improves connections to existing and proposed parks and open space in Downtown.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2018,Parks - Community,212,Parks & Recreation,Doyle Park Community Park ADA Upgrades,,,Council District: 1; Community Plan: University,420457,420457,"This project provides for the installation of path of travel and accessibility improvements to the rear entrance at Doyle Community Park adjacent to the dog off-leash area and future community garden. It may include a small parking area, walkway improvements, and accessibility signage.",The current parking area located in the rear cul-de-sac and adjacent walkways leading into the dog off-leash area and park are not compliant with current accessibility requirements.,0,0,0,0,0,0,0
2018,Parks - Resource Based,213,Parks & Recreation,East Fortuna Staging Area Field Stn Blg,,,Council District: 7; Community Plan: Navajo,6975542,6975542,"This project provides for the development and construction of an administration building (approximately 5,000 square feet) that could include, but not be limited to staff offices, kitchen, showers, conference room, a small information center, public restrooms, and a workshop room with a screened storage yard, in addition to a covered picnic shelter (approximately 2,300 square feet) as proposed in the site development permit (SDP#40- 0524). This project is for the third and final phase of the equestrian and multi-use staging area that was originally approved by the Mission Trails Citizens Advisory Committee.",The Mission Trails Visitors Center office space is at capacity and the administration building is needed to accommodate new staff. The facility will also provide additional opportunities for public interface with park staff. The shade structure will provide relief from the elements at a heavily used entry point into Mission Trails Regional Park. The shade structure will be large enough to accommodate large events.,0,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,214,Parks & Recreation,East Village Green Phase 1,2019,2019,Council District: 3; Community Plan: Centre City - East Village,30508157,46024237,"This project provides for the design and construction for Phase 1 of the East Village Green Park. Phase 1 park amenities could include a recreation center, comfort station, below-grade parking, a leash free dog park, children's play area, outdoor seating, and landscaping.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan to serve residents in this park-deficient community.,0,15516079,0,0,0,0,0
2018,Bldg - Other City Facility / Structures,215,Parks & Recreation,EB Scripps Pk Comfort Station Replacement,2019,2019,Council District: 1; Community Plan: La Jolla,1604090,3060784,This project provides for the design and construction of a replacement comfort station located in EB Scripps Park adjacent to La Jolla Cove. The project also includes the demolition of the existing comfort station and installation of associated path of travel improvements.,The existing comfort station was constructed in the 1960s and has reached the end of its useful life. The salt air from the ocean has accelerated the deterioration of the metal structural components within the building. This project corresponds with Project P-22 of the La Jolla Public Facilities Financing Plan.,0,1456694,0,0,0,0,0
2018,P a r k s - Community,216,Parks & Recreation,Egger,,,Council District: 8; Community Plan: Otay Mesa - Nestor,1659999,2439886,This project provides for the design and construction of Americans with Disabilities Act improvements for the children's play areas and paths of travel at Robert Egger/South Bay Community Park to comply with accessibility requirements.,The project is needed to provide Americans with Disabilities Act improvements to meet federal and State safety and accessibility regulations and will serve the needs of existing and future residents.,779886,0,0,0,0,0,0
2018,Trans - Roadway - Enhance/Scape/Medians,217,Parks & Recreation,El Cajon Blvd Streetscape Improvements,,,Council District: 3 9; Community Plan: Priority Category: Low,2422102,2422103,"This project provides for streetscape improvements which include the installation of street lights and replacement of sidewalks, curbs, and gutters along El Cajon Boulevard from Louisiana Street east to 54th Street, as well as the side streets adjacent to El Cajon Boulevard that are within the El Cajon Boulevard Maintenance Assessment District (MAD) boundaries.",The El Cajon Boulevard revitalization project began as a part of the Mid-City Commercial Revitalization Program which was originally funded by a Community Development Block Grant and TransNet. This project will continue the approved design along additional commercial blocks using funding from the El Cajon Boulevard MAD. The MAD Assessment Engineer's Report identifies streetscape improvements including street lighting as an improvement within the project area.,0,0,0,0,0,0,0
2018,Parks - Open Space,218,Parks & Recreation,El Cuervo Adobe Improvements,,,Council District: 6; Community Plan: Rancho Penasquitos,605999,606000,"This project provides for the analysis of drainage and environmental conditions and based on conditions, provide stabilization of the El Cuervo Adobe wall ruins.","The El Cuervo Adobe Ruins site has been designated historic by the City Historic Site Board, California Historic Resources Inventory, and the National Register of Historic Places. Only two of the original structural adobe walls remained until a portion of one wall (the north wall) collapsed in December 2011. This project will protect the historic resource consistent with National Park Service Standards and San Diego Municipal Code Section 143.0205(f).",0,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,219,Parks & Recreation,Encanto Comm Pk Security Lighting Upgrades,2019,2019,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),404559,464559,"This project provides for security lighting upgrades within Encanto Community Park. It may include electrical engineering, new security light poles and fixtures, upgrades to existing security light poles and fixtures, and electrical component upgrades as needed to support the park lighting upgrades.",The improvements will help bring the park into compliance with the Parks and Recreation Department’s security light guidelines by providing a more even broadcast of lighting along the park’s walkways and parking lots. Improved security lighting will also assist the San Diego Police Department in their nightly patrols.,0,60000,0,0,0,0,0
2018,Reclaimed Water System - Pipelines,220,Parks & Recreation,Evans Pond Reclaimed Water Pipeline Inst,,,Council District: 5; Community Plan: Scripps Miramar Ranch,427466,427466,"This project would provide for the installation of a reclaimed water pipeline and meter to service Evans Pond, a small pond located adjacent to Scripps Ranch Library (10301 Scripps Lake Drive). The reclaimed water pipe would connect an existing reclaimed water pipeline reservoir located in Meanley Park (just south of the Library) and extend northeast to the pond. Scripps Ranch Maintenance Assessment District (MAD) maintains this pond via a Memorandum of Understanding (MOU) with the Library Department.","Evans Pond is currently fed by natural rainwater and runoff, but during summer months it loses depth and becomes shallow. Despite annual transfers of raw water from the nearby San Diego Aqueduct, there is insufficient water to maintain Evans Pond at an acceptable depth. The pond is home to a variety of plant and animal species, including water plants, turtles, ducks, and fish. This project would allow for a stable water source to keep the pond at an acceptable level throughout the year.",0,0,0,0,0,0,0
2018,Parks - Neighborhood,221,Parks & Recreation,Fairbrook Neighborhood Park Development,,,Council District: 5; Community Plan: Scripps Miramar Ranch,4992699,4992700,"This project provides for development of an approximately three-acre neighborhood park south of Pomerado Road in the Scripps Miramar Ranch area. Rough grading, adjacent half-width street improvements, and utilities to serve the park were provided by a developer per the Vesting Tentative Map (VTM) conditions.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Fairbrook Subdivision.,0,0,0,0,0,0,0
2018,Drainage - Channels,222,Parks & Recreation,Famosa Slough Salt Marsh Creation,,,Council District: 2; Community Plan: C37 Peninsula,556396,556397,"The 0.64-acre mitigation project in Famosa Slough is required by the Army Corps of Engineers, Coastal Commission, and California Department of Fish and Game permits and agreements. The mitigation is a required component of the Transportation and Storm Water Department's channel clearing efforts to prevent flooding in the Sorrento Valley area, and restoration of this site will enhance the functions and values of this important biological resource consistent with a variety of City policies and objectives.","The 0.64-acre mitigation project in Famosa Slough is required by the Army Corps of Engineers, Coastal Commission, and California Department of Fish and Game permits and agreements. The Famosa Slough was chosen as the mitigation site because opportunities for coastal salt marsh mitigation in the Los Penasquitos Lagoon have been exhausted. This option utilizes an available, City-owned site within the Coastal Zone and is consistent with the 1993 Famosa Slough Enhancement Plan.",0,0,0,0,0,0,0
2018,Golf Courses,223,Parks & Recreation,Golf Course Drive Improvements,,,Council District: 3; Community Plan: Greater Golden Hill,1091163,6141163,This project provides for the design and construction of a paved pedestrian pathway and bike facility along Golf Course Drive.,"This project will provide needed pedestrian/bike access along Golf Course Drive, connecting the existing Golden Hill Recreation Center to 28th Street.",5050000,0,0,0,0,0,0
2018,Parks - Open Space,224,Parks & Recreation,Gonzales Canyon Resource Management Plan,,,Council District: 1; Community Plan: Pacific Highlands Ranch,59999,60000,"This project provides for the completion of an existing biology report, a literature review, data collection, and formulation of Area Specific Management Directives to manage the Multiple Species Conservation Program (MSCP) covered species within Gonzales Canyon.",This project will provide a management framework for sensitive resources within the plan area and ensure the City's compliance with MSCP.,0,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,225,Parks & Recreation,Hawk Pocket Prk & Horton ES Joint UseDev,,,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),4571105,4571106,This project provides for the design and construction of 0.7 acres of park and 1.4 acres of joint use facilities.,This project provides for public parks in a community deficit in population- based parks per the General Plan standards.,0,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,226,Parks & Recreation,Hickman Fields Athletic Area,,,Council District: 6; Community Plan: Kearny Mesa; Serra Mesa; Clairemont Mesa,6839894,9560312,"This project scope of work includes multipurpose fields, irrigation upgrades, security lighting, a multi-use aquatic complex, pedestrian and vehicular circulation, parking and lighting, children’s play areas, and comfort stations/concession stands, on a 44-acre athletic area to serve residents within the Kearny Mesa, Clairemont Mesa, and Serra Mesa Communities. Improvements shall be in compliance with federal, State, and local accessibility guidelines and regulations. This project will be phased as funding becomes available. Phase I includes: Americans with Disabilities Act (ADA) improvements, street improvements, comfort station, and parking area.","This project provides park and recreational facilities to serve the needs of existing and proposed residents within the Kearny Mesa, Clairemont Mesa, and Serra Mesa Communities in accordance with the City's General Plan Guidelines.",2720417,0,0,0,0,0,0
2018,Parks - Neighborhood,227,Parks & Recreation,Hidden Trails Neighborhood Park,2024,2024,Council District: 8; Community Plan: Otay Mesa,1533195,5850000,"This project provides for the acquisition, design, and construction of an approximately 4.0 useable acre neighborhood park serving the Ocean View Hills Community. Amenities may include an open turfed area and children's play area, picnic areas, and other park amenities.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Hidden Trails Subdivision.,0,0,0,0,0,0,4316804
2018,Parks - Trails,228,Parks & Recreation,Hiking & Equestrian Trail NP #10,,,Council District: 1; Community Plan: Carmel Valley,620599,620600,"This project provides for a multi-use trail connection from Del Mar Mesa to Carmel Valley, beginning at Carmel Country Road and traveling south between Carmel Valley Neighborhood #10 on the west and Del Mar Mesa on the east terminating at an entrance into Los Penasquitos Canyon Preserve just south of Carmel Mountain bridge.","The construction of the identified trails or trail connections will contribute to completion of connectivity with the existing City and regional trail system, providing benefits to the community, including increased recreational opportunities, protection of sensitive natural resources, and alternate transportation opportunities to residents and visitors.",0,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,229,Parks & Recreation,Junipero Serra Museum ADA Improvements,2020,2022,Council District: 3; Community Plan: Old San Diego,1499999,3296694,"This project provides for the design and construction of improvements to provide Americans with Disabilities Act (ADA) access to the Junipero Serra Museum within Presidio Park. The project may include a new parking lot, security lighting, walkways and/or accessible ramps, site furnishings and landscape enhancements.",The ADA improvements will make the historic Junipero Serra Museum more accessible to park users with disabilities.,296694,0,500000,0,1000000,0,0
2018,P a r ks - Miscellaneous Parks,230,Parks & Recreation,Kelly St Neighborhood Pk Security Lighting Upgrade,2019,2019,Council District: 7; Community Plan: Linda Vista,149999,190000,"This project provides for security lighting upgrades within Kelly Street Neighborhood Park. It may include electrical engineering, new security light poles and fixtures, upgrades to existing security light fixtures, and electrical component upgrades as needed to support the park lighting upgrades.",The improvements will help bring the park into compliance with the Parks and Recreation Department’s security light guidelines by providing a more even broadcast of lighting along the park’s walkways and near the comfort station. Improved security lighting will also assist the San Diego Police Department in their nightly patrols.,0,40000,0,0,0,0,0
2018,Parks - Miscellaneous Parks,231,Parks & Recreation,Larsen Field ADA Improvements Phase II,,,Council District: 8; Community Plan: San Ysidro,1767059,1767059,This project provides for a children’s play area and associated path of travel upgrades to meet current accessibility requirements at Larsen Field.,This project is needed to bring the children's play area and associated paths of travel into conformance with current Americans with Disabilities Act (ADA) standards and to make the facilities accessible to people with disabilities.,0,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,232,Parks & Recreation,Linda Vista Skate Park,,,Council District: 7; Community Plan: Linda Vista,4289041,4289041,"This project provides for the General Development Plan amendment, design and construction of a multi-generational skate park at the existing Linda Vista Community Park.",This project will provide an additional recreational use to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2018,Parks - Trails,233,Parks & Recreation,Los Penasquitos Cyn Preserve STrl Restor,,,Council District: 1; Community Plan: Los Penasquitos Canyon Preserve,87459,1952999,This project provides for the reconstruction and improvement of one of the main trails in Los Penasquitos Canyon Preserve.,"The existing trail consistently washes out, which results in trail closures after inclement weather.",1865540,0,0,0,0,0,0
2018,P a r k s - Miscellaneous Parks,234,Parks & Recreation,Marie Widman Memorial Pk Security Lighting Upgrade,2019,2019,Council District: 4; Community Plan: Skyline - Paradise Hills,299999,475000,"This project provides for security lighting upgrades within Marie Widman Memorial Neighborhood Park. It may include electrical engineering, new security light poles and fixtures, upgrades to existing security light fixtures, and electrical component upgrades as needed to support the park lighting upgrades.",The improvements will help bring the park into compliance with the Parks and Recreation Department’s security light guidelines by providing a more even broadcast of lighting along the park’s walkways and near the comfort station. Improved security lighting will also assist the San Diego Police Department in their nightly patrols.,0,175000,0,0,0,0,0
2018,Golf Courses,235,Parks & Recreation,MB GC Clbhouse Demo,,,Council District: 2; Community Plan: Mission Bay Park,1399999,4211652,"This project provides for the demolition of the existing, antiquated practice center and clubhouse buildings, and installation of modular buildings and portables at the Mission Bay Golf Course until such time as the new clubhouse is constructed. One building will house the golf operations and retail shop and the other will be a bar and grill element. This project will also include ancillary site improvements including patio area, lighting, shade element, island renovation including replacing two pedestrian bridges, perimeter lighting and landscaping. The design and construction of a new practice center, parking lot, and new clubhouse, which were originally part of this project, will be completed separately in the future, in conjunction with other projects proposed for the golf course.",,2811652,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,236,Parks & Recreation,Memorial Comm Pk Playground ADA Upgrades,,,Council District: 8; Community Plan: Southeastern San Diego,2473127,2473128,"This project provides for Americans with Disabilities Act (ADA) upgrades to the existing playground and comfort station within Memorial Community Park as well as the associated ADA path of travel requirements. The ADA upgrades may include new play equipment, upgraded comfort station, accessible safety surfacing, benches, picnic tables, a drinking fountain, and walkway improvements to meet local, State and federal accessibility requirements.",The existing playground and the play equipment within is not accessible to park users with various forms of disabilities. The improvements will help bring the park facilities into compliance with the ADA and will replace playground equipment which has exceeded its useful life.,0,0,0,0,0,0,0
2018,Bldg - Parks - Recreation/Pool Centers,237,Parks & Recreation,Mira Mesa Community Pk Improvements,2019,2024,Council District: 6; Community Plan: Mira Mesa,22904263,30339846,"This project provides for Phase II and Phase III improvements at Mira Mesa Community Park. Phase II will include an aquatic complex with a standard 25 meter by 25 yard swimming pool and other water amenities, new basketball courts, and a 12,000 square foot wheels-friendly plaza. Phase III will include a new, approximately 17,000 square foot recreation center and new children’s play area(s).",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's General Plan.,0,1463529,0,0,0,0,5972053
2018,Golf Courses,238,Parks & Recreation,MBGC Irrigation & Electrical Upgrades,,,Council District: 2; Community Plan: Mission Bay Park,4459999,4460000,"This project provides for the design and construction of various improvements within Mission Bay Golf Course. Work will include renovation and reconstruction of the existing course and may consist of new landscaping and irrigation, upgraded electrical and lighting system, drainage improvements, installation of cart paths near tee boxes, upgraded tee boxes, improvements to signage, as well as other improvements relevant to the conditions of play will also be included.","This project is needed to provide the long awaited improvements to the 18- hole golf course. For example, the new computerized irrigation system will replace a system that is outdated, inefficient, and does not meet current or future water restriction requirements. These improvements will help bring the golf course within industry standards for municipal golf courses.",0,0,0,0,0,0,0
2018,Golf Courses,239,Parks & Recreation,Mission Bay Golf Course,,,Council District: 2; Community Plan: Balboa Park; Mission Bay Park; University,826096,826096,This annual allocation provides for the unexpected replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Mission Bay.,This annual allocation will provide a capital assets cost-avoidance program allowing for the timely replacement of unanticipated failure of golf capital assets.,0,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,240,Parks & Recreation,Mission Bay Improvements,2019,2023,Council District: 2; Community Plan: Balboa Park,36857393,76909666,"This annual allocation provides for permanent public capital improvements and deferred maintenance of existing facilities within the Mission Bay Park Improvement Zone in accordance with City Charter, Article V, Section 55.2. The priority projects identified in Section 55.2 include the restoration of navigable waters within Mission Bay Park, wetland expansion and water quality improvements, restoration of shoreline treatments, expansion of endangered or threatened species preserves, completion of bicycle and pedestrian paths, restoration of the seawall bulkhead on Oceanfront Walk, and deferred maintenance on existing facilities.",,0,6591611,7734786,8149482,8572472,9003921,0
2018,Parks - Open Space,241,Parks & Recreation,Mission Trails RP Cowles Mountain Trail,2019,2019,Council District: 7; Community Plan: Navajo; Tierrasanta,299999,450000,"This project provides for design, engineering, construction, and installation of structures, as well as the rehabilitation and installation of appropriate material to re-establish approximately 2,000 linear feet of existing trail. This project will supplement the existing and increasing recreational activities of hikers and the increase of sensitive resource impacts caused by hikers leaving the official trail. When completed, this trail rehabilitation will improve safety and reduce or eliminate loss of sensitive natural resources due to visitor use and erosion. Improvements will include minimal pruning and hand crew installation of materials. No grading will be done; however, some hand tool manipulation of existing soils may occur.",,0,150000,0,0,0,0,0
2018,Parks - Miscellaneous Parks,242,Parks & Recreation,Mission Trails RP Master Plan Update,,,Council District: 7; Community Plan: Navajo; Tierrasanta; Rancho Encantada; East Elliott,884828,884829,"This project provides for an update to the 1985 Mission Trails Regional Park (MTRP) Master Development Plan to identify completed capital projects and to guide future expansion, development, and preservation of the park, as well as to provide an environmental document to determine potential impacts. A Natural Resource Management Plan will also be prepared and incorporated into the master plan document to provide park rangers with information and tools to manage the Park's sensitive resources.","MTRP faces numerous challenges and issues due to the high number of visitors and the Park's location within a densely populated area. Extensive recreational use, illegal off-road vehicle activity, erosion, urban runoff, and invasive non-native plants are potential threats to the continued health of the Park's natural resources. The MTRP Natural Resource Management Plan is a part of the implementation task of the City of San Diego's Multiple Species Conservation Program (MSCP). The MSCP was officially adopted on March 18, 1997. The United States Fish and Wildlife Service and the California Department of Fish and Game approved the plan on July 17, 1997.",0,0,0,0,0,0,0
2018,Parks - Trails,243,Parks & Recreation,Mission Trails RP Trail Realignments,2019,2019,Council District: 7; Community Plan: Navajo; Tierrasanta,99999,350000,"This project provides for design, engineering, and construction of approximately 5,000 linear feet of new (realignment) trail and rehabilitation of approximately 3,500 linear feet of existing trail. This is to supplement existing and increase recreational activity of all visitor user groups (hikers, bikes, equestrian) and to stabilize and protect sensitive habitat and natural resources currently impacted by poor trail alignment. Improvements will include vegetation pruning and trimming, as well as hand crew manipulation of soils for best location of trails that will meet City Trail Standards (safety and sustainability). Locations of these trail realignments have been roughly engineered on-site but will require environmental review and approval. No grading is anticipated. No trails in this area are Americans with Disabilities Act (ADA) accessible and this realignment would not provide ADA opportunities due to lack of access.",,0,250000,0,0,0,0,0
2018,Parks - Open Space,244,Parks & Recreation,Mohnike Adobe and Barn Restoration,,,Council District: 6; Community Plan: Los Penasquitos Canyon Preserve,1813026,3397000,"This project provides for the rehabilitation/restoration of the historic adobe and hay barn located within the 14-acre Rancho Penasquitos Equestrian Center on the eastern end of the Los Penasquitos Canyon Preserve. Completion of a site assessment of current condition of the 2,512 square-foot adobe structure, the hay barn and surrounding grounds shall include the following items: exterior walls, north and west porches, roof, interior walls, ceilings and wood floors, drainage swale on southwest, and accessibility needs to determine Phase II of rehabilitation program. Additionally, a treatment plan and historic structure report are required prior to preparation of Phase II design and construction plans for the rehabilitation due to storm damage which the barn sustained in 2010. Emergency work to shore up the barn until a rehabilitation/restoration plan can be prepared and implemented was completed in 2011.","Phase I of a rehabilitation program was completed in 2005 consistent with the historic structures report prepared for the Mohnike Adobe and Hay Barn by Ferris, Johnson and Perkins Architects, Inc. in 1999. Architectural design and construction plans are required to proceed with Phase II of the project.",1583973,0,0,0,0,0,0
2018,P a r ks - Mini Parks,245,Parks & Recreation,North Park Mini Park and Streetscape Improvements,,,Council District: 3; Community Plan: Greater North Park,3224003,3224003,"This project provides for the design and construction of an approximately 0.50 useable acre, urban mini-park to be located behind the recently renovated North Park Theatre. The project may include plaza areas, specialty/enhanced paving areas for performances and events, an amphitheater or audience seating area, a gazebo/shade structure, walkways, seat walls, security/decorative lighting, and landscape and irrigation.","The community is currently deficient in population-based park requirements set forth in the City's General Plan. This project will add population-based park acreage to the community, thus contributing to satisfying population-based park requirements.",0,0,0,0,0,0,0
2018,Trans - Ped Fac - Sidewalks,246,Parks & Recreation,North Park,,,Council District: 3; Community Plan: Greater North Park,634999,635000,The project provides for the replacement of existing red sidewalk and decorative tile pavement along 30th Street and University Avenue near the Main Street area of North Park.,"The project will replace existing red sidewalk and decorative tiles that are cracked, deteriorated, and missing.",0,0,0,0,0,0,0
2018,Bldg - Parks - Recreation/Pool Centers,247,Parks & Recreation,NTC Aquatic Center,,,Council District: 2; Community Plan: Peninsula,1486725,9486726,"This project will provide for the planning and design of a new aquatic facility center at Naval Training Center Park. The proposed facility will include but will not be limited to two competitive and recreational pools, a leisure pool with water playground features, spectator seating deck, bath house facility, and associated site improvements.",This project will contribute to satisfying the recreation facility requirement set forth in the City's General Plan.,8000000,0,0,0,0,0,0
2018,P arks - Community,248,Parks & Recreation,Ocean Air Comfort Station and Park Improvements,,,Council District: 1; Community Plan: Carmel Valley,1881792,1881793,"This project provides for the design and construction of a comfort station/concession/storage building, approximately 2,700 square feet, two new group picnic areas (six picnic tables each), and two new shade structures.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2018,Parks - Community,249,Parks & Recreation,Ocean Air CP - Turf Upgrades,,,Council District: 1; Community Plan: Carmel Valley,6523952,6523953,This project provides for the design and construction of approximately five acres of multi-purpose synthetic turf fields on the joint use field and associated accessible paths of travel.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City's General Plan to serve residents.,0,0,0,0,0,0,0
2018,Parks - Community,250,Parks & Recreation,Olive Grove Community Park ADA Improve,,,Council District: 6; Community Plan: Clairemont Mesa,447848,1617849,"This project provides for the design and construction of Americans with Disabilities Act (ADA) improvements to the existing comfort station, children's play areas, and associated paths of travel to comply with federal and State accessibility requirements.","This project is needed to upgrade the existing comfort station, children's play areas, and associated paths of travel to comply with federal and State accessibility requirements.",1170000,0,0,0,0,0,0
2018,Parks - Mini Parks,251,Parks & Recreation,Olive St Park Acquisition and Development,,,Council District: 3; Community Plan: Uptown,3271584,3271585,"This project provides for the acquisition, design, and construction of approximately 0.36 acre of unimproved property contiguous with the south end of the existing Olive Street Park. The project will expand useable park acreage in the Uptown Community. Amenities will include, multi-purpose turf areas, children's play area, AIDS Memorial, seating, walkways, landscaping, and security lighting.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan in a community currently deficient in population-based parks per General Plan guidelines.,0,0,0,0,0,0,0
2018,Parks - Community,252,Parks & Recreation,Pacific Highlands Ranch Community Park,,,Council District: 1; Community Plan: Pacific Highlands Ranch,37400900,37400901,"This reimbursement project provides for the acquisition, design, and construction of a 20.0 useable acre community park and 17,000 square foot recreational building to be located in Pacific Highlands Ranch, to serve residents in the Del Mar Mesa and Pacific Highlands Ranch communities at full projected community development. This project may be developed adjacent to the proposed middle school. If joint-use of the school recreational facilities is obtained, then this project will be reduced to 13.0 useable acres; if not, then full 20.0 useable acres of parkland will be required. The project includes half-width street improvements for the local roadways adjacent to the park and utilities to serve the park.","This project is in conformance with the City's General Plan guidelines for population based park acreage, implements the recommendations of the Del Mar Mesa and Pacific Highlands Ranch sub-area plans, and is needed to serve the community. See the Del Mar Mesa and Pacific Highlands Ranch Public Facilities Financing Plan for additional information.",0,0,0,0,0,0,0
2018,Parks - Trails,253,Parks & Recreation,Pacific Highlands Ranch Hiking & Biking,,,Council District: 1; Community Plan: Pacific Highlands Ranch,5512810,5512810,"This reimbursement project provides for the design and construction of approximately 80,000 linear feet (15 miles) of hiking, equestrian, and biking trails to be located throughout the community in accordance with the Pacific Highlands Ranch subarea plan. The trail system will provide access into the multiple habitat planning area of McGonigle Canyon, provide pathways along Del Mar Heights Road, Little McGonigle Ranch Road, Pacific Highlands Ranch Parkway, Lopelia Meadows Place, Old Carmel Valley Road Crossing under SR-56, and Carmel Valley Road alignments; and provide access into subarea II and the Rancho Penasquitos community. The project will also provide for the acquisitions, design, and construction of three trailheads/overlooks, including parking areas, benches, and signage.",,0,0,0,0,0,0,0
2018,Bldg - Other City Facility / Structures,254,Parks & Recreation,Paradise Senior Center Improvements,,,Council District: 8; Community Plan: Barrio Logan,699999,700000,"This project provides for the design and construction of Americans with Disabilities Act (ADA) upgrades and improvements to comply with State and federal safety and accessibility guidelines for the existing Paradise Senior Center, parking lot and walkways.","This project will mitigate existing major barriers to accessibility in the parking area, path of travel to the building and major building areas such as the restrooms.",0,0,0,0,0,0,0
2018,P arks - Miscellaneous Parks,255,Parks & Recreation,Park de la Cruz Neighborhood Park Improvements,,,Council District: 9; Community Plan: Mid-City: City Heights,15141902,15141903,"This project provides for improvements to Park de la Cruz Neighborhood Park. The first phase provides for a General Development Plan amendment, design, and construction of a skate park, landscaped connection between Cherokee Park and Park de la Cruz, and associated accessibility improvements within the park and around the former Copley YMCA building. Phase II will be for tenant improvements and accessibility of the former Copley YMCA, which will now be known as the Park de la Cruz Community Center and Gym Building. The community center will house the Therapeutic Recreation Services Program. Existing staff from Community Parks II Division and Therapeutic Recreation Services will operate and maintain the new Park de la Cruz Community Center and Gymnasium.",This project will provide an additional recreational use to serve residents in this park-deficient community and will create a new one-stop facility for the Therapeutic Recreation Services program.,0,0,0,0,0,0,0
2018,Parks - Miscellaneous Parks,256,Parks & Recreation,Park Improvements,2019,2019,Council District: Citywide; Community Plan: Balboa Park,2258998,3508998,"This annual allocation provides for the handling of all improvements to community parks, mini parks, neighborhood parks, and miscellaneous parks. Improvements include: playground upgrades, accessibility improvements, lighting upgrades, and other improvements to existing parks.",This annual allocation provides improvements to existing parks that are required to meet regulations and community needs.,0,1250000,0,0,0,0,0
2018,Parks - Miscellaneous Parks,257,Parks & Recreation,Piazza Famiglia Park,,,Council District: 3; Community Plan: Centre City,1000000,1000000,"This developer-built project provides for the design and construction of a public plaza/park on vacated public right-of-way on Date Street between India and Columbia streets. The design includes street trees, flexible seating, signature water feature, moveable mercato stalls and stage, moveable planters, and enhanced paving with chalk squares for yearly art exhibits. The plaza/park is located in the Little Italy neighborhood of Downtown San Diego.","The project implements the Downtown Community Plan’s recommendation for the creation of public plazas, pocket parks, and linear parks in conjunction with development projects.",0,0,0,0,0,0,0
