cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022
2016,Bldg - Other City Facility / Structures,92,Citywide,Americans with Disabilities Improvements,,,Council District: Citywide; Community Plan: Citywide,0,0,"This annual allocation provides for modifications to existing City facilities and public right-of- way improvements as required by the Americans with Disabilities Act (ADA), the California Building Code (CBC), and other access codes.","The City is required by law to ensure that every facility, program, or service operated or funded by the City is fully accessible to, and usable by, people with disabilities in accordance with the ADA as well as other federal, State, and local access codes and disability rights laws. This annual allocation supports the ongo- ing compliance effort to improve accessibility throughout the City.",0,0,0,0,0,0,0
2016,Bldg - Other City Facility / Structures,94,Citywide,CIP Emergency Reserve,,,Council District: Citywide; Community Plan: Citywide,1000000,1000000,This annual allocation provides funding for urgent repairs due to an emergency or natural disas- ter.,This annual allocation provides an immediate source of funding for public works contracts in order to respond quickly to an emergency or natural disaster.,0,0,0,0,0,0,0
2016,Bldg - Other City Facility / Structures,95,Citywide,Convention Center Phase III Expansion,,,Council District: 3; Community Plan: Centre City,3132728,517182728,"This project provides for the expansion of the existing San Diego Convention Center. The expansion will increase the existing leasable space by approximately 225,000 square feet of exhibit hall, 101,000 square feet of meeting rooms, and 80,000 square feet of ballrooms for an approximate total of 405,000 square feet.","The existing facility cannot accommodate some of the larger major events, which leads to the loss of events to other venues. The expansion is expected to increase the attendance and numbers of events held at the facility and provide significant economic benefits to the region such as tax revenues and permanent jobs.",514050000,0,0,0,0,0,0
2016,Bldg - Other City Facility / Structures,96,Citywide,Convention Center Sails Pavilion,2022,2022,Council District: 3; Community Plan: Centre City - Marina,100000,19547313,"The Convention Center is one of San Diego's major attractions bringing in a large number of vis- itors to the region. With its white sails dominating the downtown waterfront, the Sails Pavilion has made this facility recognizable throughout the world. The Convention Center first opened its doors to the public in 1989 with the Sails Pavilion as part of its unique design. Due to its enormous success, the facility was expanded in 2001. This project provides for a facility condition assessment, preliminary design services, and preparation of environmental documents. In addition, the project will consist of replacing the sails and support structure, con- crete floor replacement, water boiler and chiller replacements.","The Sails Pavilion is a 108,000 square foot glass-enclosed structure with a fiber-glass coated fabric roof. It was built in 1989 as part of the original Convention Center. The Sails Pavilion is now 25 years old and requires major rehabilitation beyond routine maintenance.",0,0,0,0,0,0,19447313
2016,Bldg - Other City Facility / Structures,97,Citywide,Fleet Services Elect & Fac Improvements,,,"Council District: 1, 2; Community Plan: Clairemont Mesa, University",1081962,1081961,"This project will provide improvements at Fleet Services maintenance yards located at Miramar Place and Rose Canyon. At Miramar Place, improvements include installation of twenty 20-amp circuits along the southeast curb line. The complete parking lot at the east end of the facility is to be restriped. A mezzanine floor, approximately 1,000 square feet, will be added to the current parts storage facility. At the Rose Canyon location, electrical upgrade includes installation of five 20-amp circuits to the outside of the north wall of the auto shop building. The area to the north of the shop will be fenced in with a 16 foot sliding gate. It will also upgrade the yard ingress/egress gate from manual to automated with a security access.",This project is necessary to properly implement Fleet's Most Efficient Government Office (MEGO) requirements due to the closing of the heavy Fire repair facility at 3870 Kearny Villa Road and the transfer of heavy Fire apparatus repair to the Rose Canyon and Miramar Place Facilities. Heavy fire apparatus require access to shore power while they are parked to maintain the charge on the vehicle electronic equipment battery systems. The Rose Canyon and Miramar Place facilities do not currently have the infrastructure to accommodate charging systems maintenance in the parking lot areas.,0,0,0,0,0,0,0
2016,Bldg - Other City Facility / Structures,98,Citywide,I AM San Diego Project,2017,2018,Council District: Citywide; Community Plan: Citywide,21075531,49768239,"The I AM San Diego Project is a Citywide strategic initiative to develop and implement an inte- grated SAP-based software solution that will improve the City's management of infrastructure assets. The Infra- structure Asset Management (IAM) System will be used for asset-based planning; capital asset management including the CIP, Multi-Year Capital Plan, and City's financial plan for the repair and/or construction of munic- ipal infrastructure; predictive, proactive and corrective maintenance of asset-intensive operations; asset inspec- tions; and condition assessments. The City has identified the I AM San Diego project as a critical step toward full replacement of existing disparate and outdated maintenance management systems now in use in phase 1 participating departments. IAM will serve as the foundation for future phases of implementation by other City departments.","The City owns and maintains a large and complex network of infrastructure assets valued in the billions. Currently, the City has many outdated and obsolete departmental maintenance management systems with varying degrees of sophistication that are not integrated. The IAM System will replace 32 applications citywide. Integration with the City's existing SAP functions, such as inventory and procurement, will increase efficiencies in work management. Additionally, the City has aging and deteriorating assets and a backlog of deferred maintenance and capital projects. The approach to maintenance for non-utility assets has primarily been reactive. The IAM System will transform the City's approach from reactive to proactive maintenance based on life cycle management which will minimize life cycle costs for assets and optimize the City's limited funds.",0,22700030,5992678,0,0,0,0
2016,Landfills,106,Environmental Services,Aerated Static Pile System,,,Council District: 1; Community Plan: University,500000,500000,This project provides for the design and construction of infrastructure required to utilize aerated static piles at West Miramar Landfill's Greenery and composting facility. This methodology would be used to enhance production and throughput of clean source separated food scraps and yard waste being composted.,AB-1826 and the City's zero waste plan dictate significant increases in organic recycling. Stricter air emission and run-off water standards necessitate covered/in-door compost piles.,0,0,0,0,0,0,0
2016,Landfills - Supporting Fac / Struct,107,Environmental Services,CNG Fueling Station for Refuse & Recycling,2017,2018,Council District: 1; Community Plan: University,2100000,5050000,"This project provides for the design and construction of a compressed natural gas (CNG) fueling station at the Environmental Services Operations Station located at 8353 Miramar Place. In conjunction with the completion of the fueling station, the division plans to put into service refuse and recycling vehicles that run on CNG eventually replacing the entire fleet of low sulphur diesel refuse and recycling packers. The construc- tion of CNG fueling infrastructure and the replacement of vehicles will be implemented in a phased approach. It is estimated that CNG infrastructure will be constructed to allow for the replacement of approximately 20 vehi- cles on an annual basis until all vehicles have been replaced.",This project provides for the necessary infrastructure to convert Environmental Services fleet refuse and recycling vehicles from low sulfur diesel to compressed natural gas.,0,1720000,1230000,0,0,0,0
2016,Bldg - Other City Facility / Structures,108,Environmental Services,Citywide Energy Improvements,2017,2017,Council District: Citywide; Community Plan: Citywide,522246,2447793,"This annual allocation will provide for energy efficiency improvements in City facilities. Proj- ects typically address lighting, air conditioning, chiller, pumping and fan systems, invertors, and City-owned solar systems. Newer, more efficient technologies greatly reduce energy consumption.","Energy efficiency improvements repay capital costs in one to nine years, depending upon the project. The energy savings continue each year thereafter. Energy audits are performed in a variety of City- owned facilities to identify opportunities for energy savings.",0,1925547,0,0,0,0,0
2016,Landfills - Supporting Fac / Struct,109,Environmental Services,Future Waste Mgmt Disposal & Pro Fac,,,Council District: Citywide; Community Plan: Citywide,4064658,4064658,"This project provides for the development and construction of solid waste disposal and process- ing facilities. Strategic planning, design, construction, environmental review, and potential purchase of mitiga- tion property are all within the scope of the project.",The City must continue to have adequate disposal or processing facilities for the solid waste it generates each year. Technology to recover and/or convert portions of refuse material is being explored and developed. It appears that there will always be a need for landfilling part of the generated waste stream and res- idue from other solid waste disposal facilities.,0,0,0,0,0,0,0
